time,Memphis,pts.away,score,pts.home,Golden State
9:53.0,,,27-39,,Turnover by S. Livingston (lost ball; steal by T. Allen)
9:53.0,,,27-39,,Personal foul by S. Livingston (drawn by T. Allen)
9:45.0,V. Carter misses 3-pt shot from 27 ft,,27-39,,
9:44.0,,,27-39,,Defensive rebound by S. Livingston
9:41.0,Personal foul by J. Green (drawn by K. Durant),,27-39,,
9:32.0,,,27-39,,K. Durant misses 2-pt shot from 7 ft
9:31.0,,,27-39,,Offensive rebound by K. Durant
9:20.0,Personal foul by V. Carter (drawn by K. Durant),,27-39,,
9:20.0,Violation by J. Green (kicked ball),,27-39,,
9:11.0,,,27-41,2,K. Thompson makes 2-pt shot from 7 ft (assist by D. West)
8:54.0,Z. Randolph makes 2-pt shot from 9 ft,2,29-41,,
8:37.0,,,29-41,,K. Thompson misses 2-pt shot from 22 ft
8:36.0,Defensive rebound by Z. Randolph,,29-41,,
8:17.0,C. Parsons makes 2-pt shot from 2 ft (assist by Z. Randolph),2,31-41,,
8:11.0,,,31-41,,Golden State full timeout
8:11.0,,,31-41,,I. Clark enters the game for A. Iguodala
8:04.0,,,31-43,2,K. Durant makes 2-pt shot from 2 ft
7:50.0,Z. Randolph makes 2-pt shot from 20 ft (assist by V. Carter),2,33-43,,
7:25.0,,,33-45,2,S. Livingston makes 2-pt shot from 13 ft (assist by D. West)
7:05.0,T. Allen misses 2-pt shot from 4 ft (block by K. Durant),,33-45,,
7:05.0,Offensive rebound by Team,,33-45,,
7:05.0,M. Conley enters the game for V. Carter,,33-45,,
7:05.0,M. Gasol enters the game for J. Green,,33-45,,
7:02.0,M. Conley misses 2-pt shot from 14 ft,,33-45,,
7:01.0,,,33-45,,Defensive rebound by K. Durant
6:57.0,,,33-47,2,K. Durant makes 2-pt shot from 6 ft
6:57.0,,,33-47,,Shooting foul by C. Parsons (drawn by K. Durant)
6:57.0,,,33-48,1,K. Durant makes free throw 1 of 1
6:57.0,,,33-47,,Z. Pachulia enters the game for D. West
6:57.0,,,33-47,,D. Green enters the game for K. Thompson
6:45.0,Z. Randolph makes 2-pt shot from 5 ft (assist by M. Gasol),2,35-48,,
6:31.0,,,35-50,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
6:15.0,C. Parsons makes 3-pt shot from 26 ft,3,38-50,,
6:00.0,,,38-50,,S. Curry enters the game for I. Clark
5:52.0,,,38-52,2,D. Green makes 2-pt shot from 13 ft (assist by S. Livingston)
5:39.0,Turnover by M. Conley (lost ball; steal by S. Curry),,38-52,,
5:32.0,,,38-52,,K. Durant misses 2-pt shot at rim
5:31.0,Defensive rebound by C. Parsons,,38-52,,
5:29.0,,,38-52,,Personal foul by D. Green (drawn by M. Conley)
5:29.0,Official timeout,,38-52,,
5:29.0,M. Conley makes free throw 1 of 2,1,39-52,,
5:29.0,M. Conley makes free throw 2 of 2,1,40-52,,
5:29.0,V. Carter enters the game for Z. Randolph,,38-52,,
5:29.0,,,38-52,,A. Iguodala enters the game for K. Durant
5:13.0,,,40-52,,Turnover by S. Curry (bad pass; steal by M. Gasol)
5:03.0,,,40-52,,Personal foul by A. Iguodala (drawn by V. Carter)
4:49.0,C. Parsons makes 3-pt shot from 25 ft (assist by M. Conley),3,43-52,,
4:38.0,,,43-52,,Shooting foul by V. Carter (drawn by Z. Pachulia)
4:38.0,,,43-53,1,Z. Pachulia makes free throw 1 of 2
4:38.0,,,43-54,1,Z. Pachulia makes free throw 2 of 2
4:23.0,M. Conley misses 3-pt shot from 28 ft,,43-54,,
4:22.0,,,43-54,,Defensive rebound by D. Green
4:17.0,,,43-54,,Turnover by D. Green (lost ball; steal by C. Parsons)
4:12.0,C. Parsons makes 2-pt shot from 2 ft (assist by T. Allen),2,45-54,,
3:53.0,,,45-56,2,S. Curry makes 2-pt shot from 17 ft (assist by S. Livingston)
3:39.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,47-56,,
3:28.0,,,47-58,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
3:14.0,C. Parsons misses 3-pt shot from 27 ft,,47-58,,
3:13.0,,,47-58,,Defensive rebound by Z. Pachulia
2:58.0,,,47-58,,S. Curry misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by M. Conley,,47-58,,
2:48.0,M. Conley makes 2-pt shot from 2 ft,2,49-58,,
2:42.0,,,49-58,,Golden State full timeout
2:42.0,Memphis full timeout,,49-58,,
2:42.0,J. Ennis enters the game for V. Carter,,49-58,,
2:42.0,,,49-58,,K. Durant enters the game for Z. Pachulia
2:42.0,,,49-58,,K. Thompson enters the game for S. Livingston
2:34.0,,,49-58,,A. Iguodala misses 2-pt shot from 1 ft
2:34.0,Defensive rebound by M. Gasol,,49-58,,
2:19.0,T. Allen misses 2-pt shot from 2 ft (block by K. Durant),,49-58,,
2:17.0,Offensive rebound by T. Allen,,49-58,,
2:14.0,T. Allen misses 2-pt shot from 4 ft,,49-58,,
2:14.0,,,49-58,,Defensive rebound by K. Durant
2:10.0,,,49-60,2,K. Durant makes 2-pt shot from 11 ft
1:49.0,M. Gasol misses 2-pt shot from 10 ft,,49-60,,
1:47.0,Offensive rebound by T. Allen,,49-60,,
1:44.0,T. Allen misses 2-pt shot from 2 ft,,49-60,,
1:43.0,,,49-60,,Defensive rebound by A. Iguodala
1:39.0,,,49-60,,K. Durant misses 3-pt shot from 27 ft
1:38.0,Defensive rebound by M. Gasol,,49-60,,
1:25.0,J. Ennis makes 3-pt shot from 24 ft (assist by M. Conley),3,52-60,,
1:10.0,,,52-60,,Turnover by S. Curry (bad pass)
0:57.0,M. Gasol misses 2-pt shot from 8 ft,,52-60,,
0:55.0,,,52-60,,Defensive rebound by K. Durant
0:49.0,,,52-60,,Shooting foul by J. Ennis (drawn by K. Durant)
0:49.0,,,52-61,1,K. Durant makes free throw 1 of 2
0:49.0,,,52-62,1,K. Durant makes free throw 2 of 2
0:49.0,V. Carter enters the game for T. Allen,,52-61,,
0:49.0,,,52-61,,Z. Pachulia enters the game for D. Green
0:43.0,,,52-62,,Violation by K. Durant (def goaltending)
0:43.0,M. Conley makes 2-pt shot from 6 ft,2,54-62,,
0:43.0,Shooting foul by S. Curry (drawn by M. Conley),,54-62,,
0:43.0,M. Conley makes free throw 1 of 1,1,55-62,,
0:43.0,,,54-62,,D. Green enters the game for Z. Pachulia
0:43.0,T. Allen enters the game for V. Carter,,54-62,,
0:34.0,,,55-62,,Shooting foul by T. Allen (drawn by D. Green)
0:34.0,,,55-63,1,D. Green makes free throw 1 of 2
0:34.0,,,55-64,1,D. Green makes free throw 2 of 2
0:34.0,V. Carter enters the game for T. Allen,,55-63,,
0:15.0,M. Gasol misses 2-pt shot from 2 ft,,55-64,,
0:14.0,,,55-64,,Defensive rebound by K. Durant
0:01.0,,,55-67,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Ennis misses 2-pt shot from 17 ft,,55-67,,
11:41.0,,,55-67,,Defensive rebound by K. Thompson
11:20.0,,,55-67,,Turnover by D. Green (bad pass; steal by T. Allen)
11:13.0,T. Allen makes 2-pt shot from 2 ft,2,57-67,,
11:00.0,,,57-67,,S. Curry misses 2-pt shot from 17 ft
10:59.0,Defensive rebound by J. Ennis,,57-67,,
10:46.0,M. Conley misses 3-pt shot from 26 ft,,57-67,,
10:46.0,Offensive rebound by J. Green,,57-67,,
10:44.0,J. Ennis makes 2-pt shot from 2 ft (assist by J. Green),2,59-67,,
10:22.0,,,59-69,2,Z. Pachulia makes 2-pt shot from 13 ft (assist by S. Curry)
10:07.0,J. Ennis misses 3-pt shot from 28 ft,,59-69,,
10:07.0,,,59-69,,Defensive rebound by D. Green
10:04.0,,,59-69,,Shooting foul by J. Ennis (drawn by K. Durant)
10:04.0,,,59-70,1,K. Durant makes free throw 1 of 2
10:04.0,,,59-71,1,K. Durant makes free throw 2 of 2
9:42.0,J. Green misses 2-pt shot from 4 ft (block by K. Durant),,59-71,,
9:41.0,Offensive rebound by J. Ennis,,59-71,,
9:39.0,Turnover by J. Ennis (bad pass; steal by D. Green),,59-71,,
9:23.0,,,59-74,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
9:05.0,J. Green makes 3-pt shot from 24 ft (assist by M. Conley),3,62-74,,
8:47.0,,,62-76,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Thompson)
8:23.0,M. Conley misses 3-pt shot from 23 ft,,62-76,,
8:18.0,,,62-76,,Defensive rebound by K. Durant
8:06.0,,,62-79,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
8:04.0,Memphis full timeout,,62-79,,
7:53.0,Turnover by J. Ennis (bad pass; steal by D. Green),,62-79,,
7:53.0,Personal foul by J. Ennis (drawn by D. Green),,62-79,,
7:34.0,,,62-79,,Turnover by S. Curry (lost ball; steal by J. Ennis)
7:27.0,T. Allen makes 2-pt shot from 2 ft (assist by J. Green),2,64-79,,
7:08.0,,,64-81,2,K. Durant makes 2-pt shot from 10 ft
6:50.0,M. Gasol misses 2-pt shot from 13 ft,,64-81,,
6:49.0,,,64-81,,Defensive rebound by K. Durant
6:34.0,,,64-84,3,S. Curry makes 3-pt shot from 28 ft (assist by K. Durant)
6:33.0,Memphis full timeout,,64-84,,
6:33.0,V. Carter enters the game for J. Green,,64-84,,
6:33.0,Z. Randolph enters the game for J. Ennis,,64-84,,
6:17.0,T. Allen misses 2-pt shot from 21 ft,,64-84,,
6:16.0,,,64-84,,Defensive rebound by K. Durant
6:02.0,,,64-84,,K. Thompson misses 3-pt shot from 26 ft
6:02.0,Defensive rebound by Team,,64-84,,
6:02.0,,,64-84,,Loose ball foul by D. Green (drawn by M. Conley)
5:48.0,V. Carter misses 3-pt shot from 25 ft,,64-84,,
5:47.0,,,64-84,,Defensive rebound by Z. Pachulia
5:30.0,,,64-84,,K. Thompson misses 3-pt shot from 23 ft
5:30.0,Defensive rebound by M. Gasol,,64-84,,
5:22.0,M. Gasol misses 3-pt shot from 29 ft,,64-84,,
5:22.0,,,64-84,,Defensive rebound by S. Curry
5:16.0,,,64-84,,Shooting foul by V. Carter (drawn by S. Curry)
5:16.0,,,64-87,3,S. Curry makes 3-pt shot from 26 ft
5:16.0,,,64-88,1,S. Curry makes free throw 1 of 1
5:08.0,,,64-88,,Personal foul by Z. Pachulia (drawn by M. Gasol)
5:01.0,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley),2,66-88,,
4:52.0,,,66-90,2,S. Curry makes 2-pt shot from 1 ft
4:36.0,M. Gasol makes 2-pt shot from 1 ft,2,68-90,,
4:28.0,,,68-90,,S. Curry misses 3-pt shot from 29 ft
4:28.0,Defensive rebound by V. Carter,,68-90,,
4:21.0,Z. Randolph makes 2-pt shot from 4 ft (assist by M. Conley),2,70-90,,
4:03.0,,,70-90,,Shooting foul by V. Carter (drawn by K. Durant)
4:03.0,,,70-90,,K. Durant misses free throw 1 of 3
4:03.0,,,70-90,,Offensive rebound by Team
4:03.0,,,70-91,1,K. Durant makes free throw 2 of 3
4:03.0,,,70-92,1,K. Durant makes free throw 3 of 3
4:03.0,T. Daniels enters the game for V. Carter,,70-90,,
4:03.0,,,70-91,,I. Clark enters the game for K. Thompson
3:42.0,T. Allen misses 3-pt shot from 25 ft,,70-92,,
3:41.0,Offensive rebound by M. Gasol,,70-92,,
3:39.0,M. Gasol makes 2-pt shot from 4 ft,2,72-92,,
3:39.0,,,72-92,,Golden State full timeout
3:39.0,,,72-92,,J. McGee enters the game for K. Durant
3:39.0,,,72-92,,A. Iguodala enters the game for Z. Pachulia
3:19.0,,,72-94,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
2:55.0,M. Conley misses 2-pt shot from 10 ft,,72-94,,
2:55.0,,,72-94,,Defensive rebound by D. Green
2:50.0,,,72-94,,S. Curry misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by Z. Randolph,,72-94,,
2:30.0,M. Conley misses 2-pt shot from 2 ft (block by S. Curry),,72-94,,
2:28.0,Offensive rebound by Z. Randolph,,72-94,,
2:25.0,M. Conley makes 2-pt shot from 2 ft (assist by Z. Randolph),2,74-94,,
2:05.0,,,74-96,2,J. McGee makes 2-pt shot from 6 ft (assist by S. Curry)
1:44.0,Turnover by T. Daniels (bad pass),,74-96,,
1:44.0,J. Martin enters the game for M. Gasol,,74-96,,
1:23.0,,,74-96,,Turnover by D. Green (bad pass; steal by T. Allen)
1:18.0,T. Allen misses 2-pt shot from 2 ft,,74-96,,
1:18.0,Offensive rebound by Team,,74-96,,
1:18.0,Turnover by T. Allen (traveling),,74-96,,
1:00.0,,,74-96,,I. Clark misses 3-pt shot from 27 ft
1:00.0,Defensive rebound by J. Martin,,74-96,,
0:47.0,M. Conley makes 3-pt shot from 26 ft (assist by Z. Randolph),3,77-96,,
0:31.0,,,77-96,,Offensive charge foul by J. McGee
0:31.0,,,77-96,,Turnover by J. McGee (offensive foul)
0:31.0,,,77-96,,K. Durant enters the game for D. Green
0:31.0,,,77-96,,D. West enters the game for J. McGee
0:14.0,Z. Randolph misses 2-pt shot from 8 ft,,77-96,,
0:14.0,Offensive rebound by Z. Randolph,,77-96,,
0:14.0,Z. Randolph makes 2-pt shot from 8 ft,2,79-96,,
0:04.0,,,79-98,2,S. Curry makes 2-pt shot from 13 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by Z. Randolph (drawn by D. West),,79-98,,
11:39.0,,,79-98,,A. Iguodala misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by J. Ennis,,79-98,,
11:22.0,T. Daniels makes 3-pt shot from 27 ft,3,82-98,,
11:10.0,Personal foul by J. Martin (drawn by D. West),,82-98,,
11:01.0,,,82-98,,Turnover by K. Durant (lost ball; steal by J. Ennis)
10:55.0,J. Ennis makes 2-pt shot at rim,2,84-98,,
10:40.0,,,84-98,,S. Livingston misses 2-pt shot from 17 ft
10:39.0,Defensive rebound by J. Martin,,84-98,,
10:23.0,Z. Randolph misses 2-pt shot from 18 ft,,84-98,,
10:22.0,Offensive rebound by Team,,84-98,,
10:19.0,Shooting foul by D. West (drawn by Z. Randolph),,84-98,,
10:19.0,Z. Randolph makes free throw 1 of 2,1,85-98,,
10:19.0,Z. Randolph makes free throw 2 of 2,1,86-98,,
10:10.0,,,86-98,,Turnover by S. Livingston (bad pass; steal by T. Allen)
9:54.0,Z. Randolph misses 2-pt shot from 7 ft,,86-98,,
9:54.0,,,86-98,,Defensive rebound by S. Livingston
9:46.0,,,86-98,,D. West misses 2-pt shot from 22 ft
9:46.0,,,86-98,,Offensive rebound by K. Durant
9:46.0,,,86-98,,Shooting foul by T. Allen (drawn by K. Durant)
9:46.0,,,86-99,1,K. Durant makes free throw 1 of 2
9:46.0,,,86-100,1,K. Durant makes free throw 2 of 2
9:26.0,J. Ennis misses 2-pt shot from 17 ft,,86-100,,
9:25.0,,,86-100,,Defensive rebound by K. Durant
9:19.0,Shooting block foul by J. Ennis (drawn by K. Durant),,86-100,,
9:19.0,,,86-101,1,K. Durant makes free throw 1 of 2
9:19.0,,,86-102,1,K. Durant makes free throw 2 of 2
9:03.0,T. Daniels misses 3-pt shot from 31 ft,,86-102,,
9:03.0,,,86-102,,Defensive rebound by D. West
8:50.0,,,86-102,,Turnover by S. Livingston (bad pass; steal by T. Allen)
8:44.0,,,86-102,,Personal foul by S. Livingston (drawn by T. Allen)
8:44.0,Official timeout,,86-102,,
8:44.0,V. Carter enters the game for J. Ennis,,86-102,,
8:44.0,M. Gasol enters the game for J. Martin,,86-102,,
8:44.0,,,86-102,,Z. Pachulia enters the game for A. Iguodala
8:33.0,T. Allen misses 2-pt shot from 3 ft (block by D. West),,86-102,,
8:32.0,,,86-102,,Defensive rebound by D. West
8:16.0,,,86-102,,Shooting foul by V. Carter (drawn by S. Livingston)
8:16.0,,,86-103,1,S. Livingston makes free throw 1 of 2
8:16.0,,,86-103,,S. Livingston misses free throw 2 of 2
8:16.0,M. Conley enters the game for V. Carter,,86-102,,
8:14.0,Defensive rebound by Z. Randolph,,86-103,,
7:53.0,M. Gasol misses 2-pt shot from 18 ft,,86-103,,
7:53.0,,,86-103,,Defensive rebound by D. West
7:47.0,,,86-103,,Shooting foul by Z. Randolph (drawn by D. West)
7:47.0,,,86-103,,D. West misses free throw 1 of 2
7:47.0,,,86-103,,Offensive rebound by Team
7:47.0,,,86-104,1,D. West makes free throw 2 of 2
7:26.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,89-104,,
7:13.0,,,89-104,,Turnover by K. Durant (bad pass; steal by T. Daniels)
7:13.0,,,89-104,,Personal foul by D. West (drawn by T. Daniels)
7:13.0,,,89-104,,S. Curry enters the game for K. Durant
7:13.0,,,89-104,,D. Green enters the game for D. West
6:58.0,M. Gasol makes 2-pt shot from 1 ft (assist by T. Daniels),2,91-104,,
6:58.0,Shooting foul by D. Green (drawn by M. Gasol),,91-104,,
6:58.0,M. Gasol makes free throw 1 of 1,1,92-104,,
6:47.0,,,92-104,,D. Green misses 2-pt shot from 3 ft
6:46.0,Defensive rebound by Team,,92-104,,
6:34.0,M. Conley misses 3-pt shot from 26 ft,,92-104,,
6:32.0,Offensive rebound by Z. Randolph,,92-104,,
6:28.0,T. Daniels makes 3-pt shot from 23 ft (assist by T. Allen),3,95-104,,
6:28.0,,,95-104,,Golden State full timeout
6:20.0,Violation by M. Gasol (kicked ball),,95-104,,
6:17.0,Personal foul by T. Allen (drawn by K. Thompson),,95-104,,
6:17.0,,,95-104,,K. Thompson misses free throw 1 of 2
6:17.0,,,95-104,,Offensive rebound by Team
6:17.0,,,95-104,,K. Thompson misses free throw 2 of 2
6:15.0,Defensive rebound by Z. Randolph,,95-104,,
5:54.0,Z. Randolph makes 2-pt shot from 18 ft,2,97-104,,
5:45.0,Violation by M. Gasol (kicked ball),,97-104,,
5:45.0,,,97-104,,K. Durant enters the game for S. Livingston
5:36.0,,,97-104,,D. Green misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by Z. Randolph,,97-104,,
5:27.0,T. Daniels makes 3-pt shot from 24 ft (assist by M. Conley),3,100-104,,
5:14.0,,,100-104,,S. Curry misses 3-pt shot from 27 ft
5:14.0,Defensive rebound by T. Allen,,100-104,,
5:01.0,Z. Randolph makes 2-pt shot from 6 ft,2,102-104,,
5:01.0,,,102-104,,Golden State full timeout
4:42.0,,,102-104,,K. Durant misses 2-pt shot from 12 ft
4:41.0,Defensive rebound by Z. Randolph,,102-104,,
4:23.0,Z. Randolph misses 2-pt shot from 9 ft,,102-104,,
4:22.0,,,102-104,,Defensive rebound by D. Green
