time,LA Clippers,pts.away,score,pts.home,San Antonio
7:30.0,Shooting foul by J. Simmons (drawn by L. Mbah a Moute),,10-8,,
7:30.0,L. Mbah a Moute makes free throw 1 of 2,1,11-8,,
7:30.0,L. Mbah a Moute misses free throw 2 of 2,,11-8,,
7:27.0,Offensive rebound by D. Jordan,,11-8,,
7:25.0,D. Jordan misses 2-pt shot from 1 ft (block by D. Dedmon),,11-8,,
7:24.0,,,11-8,,Defensive rebound by K. Leonard
7:12.0,,,11-8,,D. Dedmon misses 2-pt shot from 9 ft
7:10.0,Defensive rebound by D. Jordan,,11-8,,
6:58.0,B. Griffin misses 2-pt shot from 6 ft,,11-8,,
6:57.0,,,11-8,,Defensive rebound by D. Dedmon
6:49.0,,,11-10,2,T. Parker makes 2-pt shot from 2 ft
6:21.0,J. Redick makes 2-pt shot from 2 ft (assist by D. Jordan),2,13-10,,
6:01.0,,,13-10,,J. Simmons misses 3-pt shot from 22 ft
6:01.0,Defensive rebound by C. Paul,,13-10,,
5:54.0,B. Griffin misses 2-pt shot from 3 ft,,13-10,,
5:54.0,Offensive rebound by Team,,13-10,,
5:54.0,,,13-10,,K. Anderson enters the game for J. Simmons
5:54.0,,,13-10,,P. Gasol enters the game for D. Dedmon
5:54.0,,,13-10,,M. Ginobili enters the game for T. Parker
5:45.0,Turnover by B. Griffin (lost ball),,13-10,,
5:35.0,Personal foul by B. Griffin (drawn by P. Gasol),,13-10,,
5:20.0,,,13-13,3,K. Leonard makes 3-pt shot from 23 ft (assist by K. Anderson)
5:08.0,C. Paul makes 2-pt shot from 7 ft,2,15-13,,
4:47.0,,,15-13,,L. Aldridge misses 2-pt shot from 19 ft
4:46.0,Defensive rebound by C. Paul,,15-13,,
4:33.0,B. Griffin misses 2-pt shot from 4 ft,,15-13,,
4:31.0,,,15-13,,Defensive rebound by P. Gasol
4:24.0,,,15-15,2,K. Leonard makes 2-pt shot from 2 ft
4:15.0,LA Clippers full timeout,,15-15,,
4:15.0,,,15-15,,P. Mills enters the game for K. Anderson
4:07.0,J. Redick misses 3-pt shot from 26 ft,,15-15,,
4:05.0,,,15-15,,Defensive rebound by M. Ginobili
3:55.0,,,15-15,,K. Leonard misses 2-pt shot from 12 ft (block by J. Redick)
3:54.0,Defensive rebound by L. Mbah a Moute,,15-15,,
3:51.0,L. Mbah a Moute misses 2-pt shot from 17 ft,,15-15,,
3:47.0,,,15-15,,Offensive rebound by P. Gasol
3:30.0,,,15-17,2,L. Aldridge makes 2-pt shot from 20 ft (assist by K. Leonard)
3:16.0,B. Griffin makes 2-pt shot from 21 ft (assist by C. Paul),2,17-17,,
2:59.0,,,17-17,,M. Ginobili misses 2-pt shot from 13 ft
2:58.0,Defensive rebound by D. Jordan,,17-17,,
2:52.0,C. Paul makes 2-pt shot from 20 ft,2,19-17,,
2:32.0,,,19-19,2,L. Aldridge makes 2-pt shot from 20 ft (assist by K. Leonard)
2:16.0,B. Griffin misses 3-pt shot from 26 ft,,19-19,,
2:15.0,Offensive rebound by D. Jordan,,19-19,,
2:14.0,,,19-19,,Shooting block foul by P. Gasol (drawn by D. Jordan)
2:14.0,D. Jordan makes free throw 1 of 2,1,20-19,,
2:14.0,D. Jordan misses free throw 2 of 2,,20-19,,
2:14.0,,,20-19,,K. Anderson enters the game for K. Leonard
2:14.0,J. Crawford enters the game for J. Redick,,20-19,,
2:14.0,R. Felton enters the game for C. Paul,,20-19,,
2:13.0,,,20-19,,Defensive rebound by P. Gasol
1:50.0,,,20-21,2,L. Aldridge makes 2-pt shot from 15 ft
1:37.0,,,20-21,,Personal foul by M. Ginobili (drawn by B. Griffin)
1:37.0,W. Johnson enters the game for L. Mbah a Moute,,20-21,,
1:37.0,M. Speights enters the game for D. Jordan,,20-21,,
1:30.0,R. Felton misses 2-pt shot from 12 ft,,20-21,,
1:28.0,,,20-21,,Defensive rebound by P. Mills
1:16.0,,,20-23,2,L. Aldridge makes 2-pt shot from 2 ft
0:55.0,W. Johnson misses 2-pt shot from 20 ft,,20-23,,
0:54.0,,,20-23,,Defensive rebound by M. Ginobili
0:30.0,,,20-23,,P. Mills misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by R. Felton,,20-23,,
0:25.0,M. Speights makes 2-pt shot at rim (assist by R. Felton),2,22-23,,
0:02.0,,,22-23,,L. Aldridge misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by W. Johnson,,22-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Crawford makes 3-pt shot from 25 ft (assist by M. Speights),3,25-23,,
11:28.0,,,25-23,,D. Lee misses 2-pt shot from 14 ft
11:27.0,Defensive rebound by P. Pierce,,25-23,,
11:10.0,J. Crawford misses 3-pt shot from 25 ft,,25-23,,
11:09.0,,,25-23,,Defensive rebound by K. Anderson
11:03.0,,,25-26,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Anderson)
10:41.0,R. Felton makes 2-pt shot from 1 ft,2,27-26,,
10:22.0,,,27-26,,M. Ginobili misses 2-pt shot from 5 ft (block by W. Johnson)
10:20.0,Defensive rebound by W. Johnson,,27-26,,
10:15.0,P. Pierce misses 3-pt shot from 25 ft,,27-26,,
10:13.0,,,27-26,,Defensive rebound by K. Anderson
10:00.0,,,27-26,,P. Gasol misses 2-pt shot from 6 ft
9:59.0,Defensive rebound by M. Speights,,27-26,,
9:47.0,J. Crawford makes 2-pt shot from 4 ft,2,29-26,,
9:47.0,,,29-26,,San Antonio full timeout
9:47.0,,,29-26,,J. Simmons enters the game for M. Ginobili
9:24.0,,,29-26,,J. Simmons misses 3-pt shot from 27 ft (block by W. Johnson)
9:23.0,,,29-26,,Offensive rebound by K. Anderson
9:23.0,,,29-26,,Turnover by Team (shot clock)
9:05.0,J. Crawford misses 2-pt shot from 17 ft,,29-26,,
9:04.0,,,29-26,,Defensive rebound by P. Mills
8:52.0,,,29-26,,Shooting foul by P. Pierce (drawn by P. Gasol)
8:52.0,,,29-27,1,P. Gasol makes free throw 1 of 2
8:52.0,,,29-28,1,P. Gasol makes free throw 2 of 2
8:52.0,,,29-27,,K. Leonard enters the game for K. Anderson
8:52.0,,,29-27,,T. Parker enters the game for P. Mills
8:41.0,R. Felton makes 2-pt shot from 20 ft,2,31-28,,
8:20.0,,,31-30,2,K. Leonard makes 2-pt shot from 17 ft
8:00.0,R. Felton makes 2-pt shot from 1 ft,2,33-30,,
7:43.0,,,33-30,,Shooting foul by P. Pierce (drawn by P. Gasol)
7:43.0,,,33-31,1,P. Gasol makes free throw 1 of 2
7:43.0,,,33-31,,P. Gasol misses free throw 2 of 2
7:43.0,Defensive rebound by D. Jordan,,33-31,,
7:43.0,,,33-31,,B. Forbes enters the game for D. Lee
7:43.0,L. Mbah a Moute enters the game for W. Johnson,,33-31,,
7:43.0,D. Jordan enters the game for P. Pierce,,33-31,,
7:27.0,D. Jordan makes 2-pt shot at rim (assist by R. Felton),2,35-31,,
7:06.0,,,35-33,2,J. Simmons makes 2-pt shot from 6 ft (assist by P. Gasol)
6:45.0,D. Jordan makes 2-pt shot at rim (assist by M. Speights),2,37-33,,
6:28.0,,,37-35,2,P. Gasol makes 2-pt shot from 5 ft (assist by J. Simmons)
6:28.0,,,37-35,,Shooting foul by M. Speights (drawn by P. Gasol)
6:28.0,,,37-36,1,P. Gasol makes free throw 1 of 1
6:28.0,,,37-35,,L. Aldridge enters the game for B. Forbes
6:28.0,B. Griffin enters the game for M. Speights,,37-35,,
6:17.0,R. Felton misses 2-pt shot from 18 ft,,37-36,,
6:16.0,,,37-36,,Defensive rebound by J. Simmons
5:55.0,Official timeout,,37-36,,
5:55.0,J. Redick enters the game for R. Felton,,37-36,,
5:55.0,C. Paul enters the game for J. Crawford,,37-36,,
5:55.0,,,37-36,,D. Dedmon enters the game for P. Gasol
5:51.0,,,37-36,,T. Parker misses 2-pt shot from 19 ft
5:51.0,Defensive rebound by B. Griffin,,37-36,,
5:51.0,,,37-36,,Loose ball foul by L. Aldridge (drawn by B. Griffin)
5:32.0,B. Griffin misses 2-pt shot from 21 ft,,37-36,,
5:31.0,Offensive rebound by Team,,37-36,,
5:23.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,39-36,,
5:03.0,,,39-38,2,K. Leonard makes 2-pt shot from 4 ft
4:40.0,B. Griffin misses 2-pt shot from 21 ft,,39-38,,
4:39.0,,,39-38,,Defensive rebound by D. Dedmon
4:29.0,,,39-40,2,L. Aldridge makes 2-pt shot from 9 ft
4:19.0,,,39-40,,Personal foul by T. Parker (drawn by C. Paul)
4:19.0,,,39-40,,M. Ginobili enters the game for J. Simmons
4:08.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,42-40,,
3:50.0,,,42-40,,K. Leonard misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by D. Jordan,,42-40,,
3:42.0,C. Paul misses 3-pt shot from 25 ft,,42-40,,
3:42.0,,,42-40,,Defensive rebound by Team
3:42.0,Loose ball foul by D. Jordan (drawn by D. Dedmon),,42-40,,
3:42.0,,,42-40,,P. Mills enters the game for T. Parker
3:24.0,,,42-40,,L. Aldridge misses 2-pt shot from 15 ft
3:23.0,Defensive rebound by D. Jordan,,42-40,,
3:08.0,C. Paul makes 2-pt shot from 19 ft,2,44-40,,
2:53.0,LA Clippers full timeout,,44-40,,
2:53.0,Jump ball: D. Dedmon vs. B. Griffin (K. Leonard gains possession),,,,Jump ball: D. Dedmon vs. B. Griffin (K. Leonard gains possession)
2:43.0,,,44-40,,K. Leonard misses 2-pt shot from 18 ft
2:42.0,Defensive rebound by C. Paul,,44-40,,
2:30.0,J. Redick misses 3-pt shot from 25 ft,,44-40,,
2:30.0,,,44-40,,Defensive rebound by Team
2:30.0,,,44-40,,P. Gasol enters the game for D. Dedmon
2:14.0,,,44-40,,Shooting foul by C. Paul (drawn by K. Leonard)
2:14.0,,,44-41,1,K. Leonard makes free throw 1 of 2
2:14.0,,,44-41,,K. Leonard misses free throw 2 of 2
2:13.0,Defensive rebound by D. Jordan,,44-41,,
1:59.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,46-41,,
1:46.0,,,46-41,,P. Gasol misses 2-pt shot from 15 ft
1:45.0,Defensive rebound by D. Jordan,,46-41,,
1:34.0,C. Paul makes 2-pt shot from 12 ft,2,48-41,,
1:23.0,,,48-41,,P. Gasol misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by B. Griffin,,48-41,,
1:17.0,D. Jordan makes 2-pt shot from 1 ft (assist by C. Paul),2,50-41,,
1:15.0,,,50-41,,San Antonio full timeout
1:00.0,,,50-41,,M. Ginobili misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by B. Griffin,,50-41,,
0:52.0,C. Paul makes 2-pt shot from 12 ft,2,52-41,,
0:39.0,,,52-43,2,L. Aldridge makes 2-pt shot from 9 ft
0:32.0,B. Griffin misses 3-pt shot from 26 ft,,52-43,,
0:31.0,,,52-43,,Defensive rebound by L. Aldridge
0:06.0,,,52-43,,K. Leonard misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by C. Paul,,52-43,,
0:00.0,C. Paul misses 3-pt shot from 25 ft,,52-43,,
0:00.0,Offensive rebound by Team,,52-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,LA Clippers full timeout,,52-43,,
11:40.0,C. Paul makes 2-pt shot from 18 ft,2,54-43,,
11:28.0,,,54-45,2,J. Simmons makes 2-pt shot at rim (assist by D. Dedmon)
11:09.0,,,54-45,,Personal foul by K. Leonard (drawn by B. Griffin)
11:09.0,,,54-45,,P. Mills enters the game for T. Parker
10:59.0,L. Mbah a Moute makes 2-pt shot from 20 ft (assist by C. Paul),2,56-45,,
10:40.0,,,56-45,,J. Simmons misses 2-pt shot from 19 ft
10:39.0,Defensive rebound by C. Paul,,56-45,,
10:31.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,59-45,,
10:14.0,,,59-48,3,K. Leonard makes 3-pt shot from 25 ft (assist by J. Simmons)
10:05.0,C. Paul misses 2-pt shot from 18 ft,,59-48,,
10:03.0,,,59-48,,Defensive rebound by D. Dedmon
9:53.0,,,59-50,2,K. Leonard makes 2-pt shot from 15 ft
9:34.0,Shooting foul by D. Dedmon (drawn by L. Mbah a Moute),,59-50,,
9:34.0,L. Mbah a Moute misses free throw 1 of 2,,59-50,,
9:34.0,Offensive rebound by Team,,59-50,,
9:34.0,L. Mbah a Moute makes free throw 2 of 2,1,60-50,,
9:13.0,,,60-50,,Turnover by K. Leonard (step out of bounds)
9:09.0,,,60-50,,Personal foul by L. Aldridge (drawn by C. Paul)
8:59.0,J. Redick misses 2-pt shot from 14 ft,,60-50,,
8:58.0,,,60-50,,Defensive rebound by D. Dedmon
8:47.0,,,60-53,3,K. Leonard makes 3-pt shot from 26 ft
8:46.0,LA Clippers full timeout,,60-53,,
8:22.0,Turnover by Team (shot clock),,60-53,,
8:06.0,,,60-55,2,L. Aldridge makes 2-pt shot from 12 ft
7:53.0,B. Griffin makes 2-pt shot from 3 ft,2,62-55,,
7:44.0,,,62-55,,Turnover by P. Mills (bad pass; steal by C. Paul)
7:42.0,Turnover by J. Redick (bad pass; steal by P. Mills),,62-55,,
7:31.0,,,62-55,,P. Mills misses 2-pt shot from 21 ft
7:28.0,,,62-55,,Offensive rebound by D. Dedmon
7:28.0,,,62-55,,D. Dedmon misses 2-pt shot from 1 ft
7:27.0,Defensive rebound by D. Jordan,,62-55,,
7:22.0,B. Griffin misses 2-pt shot from 7 ft (block by L. Aldridge),,62-55,,
7:22.0,,,62-55,,Defensive rebound by J. Simmons
7:10.0,,,62-55,,Turnover by K. Leonard (lost ball; steal by L. Mbah a Moute)
7:10.0,,,62-55,,Personal foul by J. Simmons
7:10.0,W. Johnson enters the game for L. Mbah a Moute,,62-55,,
7:00.0,C. Paul makes 2-pt shot from 19 ft,2,64-55,,
6:40.0,,,64-55,,L. Aldridge misses 2-pt shot from 2 ft
6:36.0,Defensive rebound by D. Jordan,,64-55,,
6:26.0,J. Redick misses 2-pt shot from 18 ft,,64-55,,
6:24.0,,,64-55,,Defensive rebound by P. Mills
6:19.0,,,64-58,3,K. Leonard makes 3-pt shot from 24 ft (assist by J. Simmons)
6:07.0,,,64-58,,Personal foul by D. Dedmon (drawn by B. Griffin)
6:07.0,B. Griffin makes free throw 1 of 2,1,65-58,,
6:07.0,B. Griffin makes free throw 2 of 2,1,66-58,,
6:07.0,,,65-58,,P. Gasol enters the game for D. Dedmon
6:07.0,L. Mbah a Moute enters the game for W. Johnson,,65-58,,
5:49.0,,,66-58,,Shooting foul by B. Griffin (drawn by K. Leonard)
5:49.0,,,66-59,1,K. Leonard makes free throw 1 of 2
5:49.0,,,66-60,1,K. Leonard makes free throw 2 of 2
5:30.0,Turnover by C. Paul (bad pass),,66-60,,
5:09.0,Personal foul by L. Mbah a Moute (drawn by K. Leonard),,66-60,,
4:57.0,,,66-60,,Turnover by L. Aldridge (lost ball; steal by D. Jordan)
4:50.0,C. Paul makes 2-pt shot from 3 ft (assist by L. Mbah a Moute),2,68-60,,
4:50.0,,,68-60,,San Antonio full timeout
4:50.0,,,68-60,,M. Ginobili enters the game for J. Simmons
4:38.0,,,68-63,3,P. Mills makes 3-pt shot from 24 ft (assist by K. Leonard)
4:21.0,Turnover by B. Griffin (bad pass; steal by L. Aldridge),,68-63,,
4:15.0,,,68-63,,P. Mills misses 2-pt shot from 4 ft (block by C. Paul)
4:15.0,Defensive rebound by Team,,68-63,,
4:10.0,C. Paul misses 2-pt shot from 3 ft,,68-63,,
4:08.0,,,68-63,,Defensive rebound by P. Gasol
4:01.0,,,68-66,3,M. Ginobili makes 3-pt shot from 26 ft (assist by P. Mills)
3:36.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,70-66,,
3:10.0,,,70-66,,Turnover by K. Leonard (bad pass)
3:10.0,J. Crawford enters the game for J. Redick,,70-66,,
3:10.0,R. Felton enters the game for C. Paul,,70-66,,
2:59.0,Shooting foul by P. Gasol (drawn by B. Griffin),,70-66,,
2:59.0,B. Griffin makes free throw 1 of 2,1,71-66,,
2:59.0,B. Griffin makes free throw 2 of 2,1,72-66,,
2:59.0,,,71-66,,T. Parker enters the game for P. Mills
2:43.0,Personal foul by B. Griffin (drawn by K. Leonard),,72-66,,
2:36.0,,,72-66,,K. Leonard misses 3-pt shot from 23 ft
2:36.0,,,72-66,,Offensive rebound by Team
2:36.0,Loose ball foul by R. Felton (drawn by P. Gasol),,72-66,,
2:28.0,,,72-68,2,K. Leonard makes 2-pt shot from 15 ft
2:08.0,B. Griffin misses 2-pt shot from 2 ft (block by P. Gasol),,72-68,,
2:06.0,Offensive rebound by D. Jordan,,72-68,,
2:05.0,D. Jordan makes 2-pt shot from 2 ft,2,74-68,,
1:42.0,,,74-68,,P. Gasol misses 3-pt shot from 23 ft
1:41.0,Defensive rebound by D. Jordan,,74-68,,
1:34.0,J. Crawford makes 2-pt shot from 11 ft,2,76-68,,
1:14.0,,,76-68,,Offensive foul by L. Aldridge
1:14.0,,,76-68,,Turnover by L. Aldridge (offensive foul)
1:14.0,,,76-68,,K. Anderson enters the game for K. Leonard
1:14.0,M. Speights enters the game for D. Jordan,,76-68,,
1:00.0,B. Griffin makes 2-pt shot from 17 ft,2,78-68,,
0:51.0,,,78-68,,T. Parker misses 2-pt shot from 6 ft
0:50.0,Defensive rebound by B. Griffin,,78-68,,
0:44.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Crawford),2,80-68,,
0:33.0,,,80-70,2,P. Gasol makes 2-pt shot from 4 ft (assist by T. Parker)
0:17.0,B. Griffin makes 2-pt shot at rim,2,82-70,,
0:00.0,,,82-70,,T. Parker misses 2-pt shot from 8 ft
0:00.0,,,82-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,82-72,2,D. Lee makes 2-pt shot at rim (assist by M. Ginobili)
11:25.0,W. Johnson misses 3-pt shot from 24 ft,,82-72,,
11:23.0,Offensive rebound by M. Speights,,82-72,,
11:16.0,J. Crawford misses 2-pt shot from 15 ft,,82-72,,
11:15.0,,,82-72,,Defensive rebound by K. Anderson
11:03.0,,,82-74,2,P. Gasol makes 2-pt shot from 2 ft (assist by M. Ginobili)
10:39.0,M. Speights makes 3-pt shot from 24 ft (assist by P. Pierce),3,85-74,,
10:26.0,,,85-74,,Turnover by M. Ginobili (bad pass)
10:11.0,Turnover by W. Johnson (lost ball),,85-74,,
9:57.0,,,85-74,,Turnover by K. Anderson (lost ball; steal by R. Felton)
9:54.0,,,85-74,,Personal foul by T. Parker (drawn by J. Crawford)
9:51.0,M. Speights misses 3-pt shot from 24 ft,,85-74,,
9:49.0,,,85-74,,Defensive rebound by M. Ginobili
9:41.0,,,85-74,,Offensive charge foul by M. Ginobili
9:41.0,,,85-74,,Turnover by M. Ginobili (offensive foul)
9:41.0,,,85-74,,J. Simmons enters the game for M. Ginobili
9:25.0,J. Crawford makes 2-pt shot from 1 ft,2,87-74,,
9:15.0,,,87-74,,Turnover by K. Anderson (bad pass; steal by M. Speights)
9:09.0,W. Johnson misses 3-pt shot from 24 ft,,87-74,,
9:07.0,,,87-74,,Defensive rebound by P. Gasol
8:54.0,,,87-76,2,D. Lee makes 2-pt shot from 7 ft
8:34.0,Shooting foul by K. Anderson (drawn by J. Crawford),,87-76,,
8:34.0,Official timeout,,87-76,,
8:34.0,J. Crawford makes free throw 1 of 2,1,88-76,,
8:34.0,J. Crawford misses free throw 2 of 2,,88-76,,
8:34.0,,,88-76,,Defensive rebound by J. Simmons
8:34.0,D. Jordan enters the game for P. Pierce,,87-76,,
8:34.0,,,87-76,,B. Forbes enters the game for P. Gasol
8:06.0,,,88-76,,K. Anderson misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by W. Johnson,,88-76,,
7:51.0,J. Crawford misses 2-pt shot from 7 ft,,88-76,,
7:47.0,Offensive rebound by D. Jordan,,88-76,,
7:47.0,D. Jordan makes 2-pt shot from 1 ft,2,90-76,,
7:34.0,,,90-76,,D. Lee misses 2-pt shot from 4 ft (block by M. Speights)
7:34.0,,,90-76,,Offensive rebound by Team
7:29.0,Shooting block foul by M. Speights (drawn by J. Simmons),,90-76,,
7:29.0,,,90-77,1,J. Simmons makes free throw 1 of 2
7:29.0,,,90-78,1,J. Simmons makes free throw 2 of 2
7:29.0,,,90-77,,L. Aldridge enters the game for K. Anderson
7:29.0,,,90-77,,K. Leonard enters the game for B. Forbes
7:29.0,L. Mbah a Moute enters the game for W. Johnson,,90-77,,
7:13.0,M. Speights misses 3-pt shot from 25 ft,,90-78,,
7:12.0,,,90-78,,Defensive rebound by K. Leonard
7:07.0,Personal foul by J. Crawford (drawn by K. Leonard),,90-78,,
7:07.0,C. Paul enters the game for R. Felton,,90-78,,
7:07.0,B. Griffin enters the game for M. Speights,,90-78,,
7:07.0,,,90-78,,P. Mills enters the game for T. Parker
7:02.0,,,90-80,2,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills)
6:39.0,J. Crawford makes 2-pt shot from 8 ft,2,92-80,,
6:25.0,,,92-83,3,K. Leonard makes 3-pt shot from 24 ft (assist by J. Simmons)
6:02.0,J. Crawford misses 2-pt shot from 16 ft,,92-83,,
6:01.0,,,92-83,,Defensive rebound by J. Simmons
5:55.0,Personal foul by J. Crawford (drawn by J. Simmons),,92-83,,
5:55.0,,,92-83,,San Antonio full timeout
5:33.0,,,92-83,,K. Leonard misses 2-pt shot from 12 ft
5:32.0,Defensive rebound by C. Paul,,92-83,,
5:27.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,92-83,,
5:24.0,,,92-83,,Defensive rebound by K. Leonard
5:17.0,,,92-83,,K. Leonard misses 2-pt shot from 7 ft
5:15.0,Defensive rebound by B. Griffin,,92-83,,
5:00.0,B. Griffin makes 2-pt shot from 17 ft,2,94-83,,
4:39.0,,,94-85,2,D. Lee makes 2-pt shot at rim (assist by K. Leonard)
4:23.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by B. Griffin),2,96-85,,
4:02.0,,,96-85,,L. Aldridge misses 2-pt shot from 12 ft
4:01.0,Defensive rebound by D. Jordan,,96-85,,
3:50.0,Turnover by C. Paul (lost ball; steal by K. Leonard),,96-85,,
3:45.0,,,96-85,,D. Lee misses 2-pt shot from 3 ft (block by B. Griffin)
3:45.0,,,96-85,,Offensive rebound by Team
3:45.0,LA Clippers full timeout,,96-85,,
3:45.0,,,96-85,,M. Ginobili enters the game for J. Simmons
3:45.0,,,96-85,,P. Gasol enters the game for D. Lee
3:42.0,,,96-85,,P. Mills misses 3-pt shot from 23 ft
3:41.0,,,96-85,,Offensive rebound by P. Gasol
3:33.0,,,96-85,,Turnover by M. Ginobili (bad pass; steal by C. Paul)
3:26.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Crawford),2,98-85,,
3:12.0,,,98-85,,P. Mills misses 2-pt shot from 18 ft
3:11.0,Defensive rebound by C. Paul,,98-85,,
2:56.0,B. Griffin misses 2-pt shot from 19 ft,,98-85,,
2:55.0,,,98-85,,Defensive rebound by M. Ginobili
2:42.0,,,98-85,,L. Aldridge misses 2-pt shot from 8 ft
2:41.0,Defensive rebound by D. Jordan,,98-85,,
2:20.0,B. Griffin misses 3-pt shot from 24 ft,,98-85,,
2:18.0,,,98-85,,Defensive rebound by L. Aldridge
2:13.0,Personal foul by C. Paul (drawn by P. Gasol),,98-85,,
2:13.0,,,98-86,1,P. Gasol makes free throw 1 of 2
2:13.0,,,98-87,1,P. Gasol makes free throw 2 of 2
2:13.0,,,98-86,,B. Forbes enters the game for P. Mills
2:13.0,,,98-86,,J. Anthony enters the game for L. Aldridge
2:13.0,,,98-86,,D. Bertans enters the game for K. Leonard
2:13.0,,,98-86,,K. Anderson enters the game for M. Ginobili
1:57.0,C. Paul misses 2-pt shot from 13 ft,,98-87,,
1:56.0,Offensive rebound by L. Mbah a Moute,,98-87,,
1:40.0,C. Paul misses 2-pt shot from 2 ft,,98-87,,
1:39.0,,,98-87,,Defensive rebound by P. Gasol
1:36.0,,,98-87,,Turnover by P. Gasol (lost ball; steal by C. Paul)
1:19.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,98-87,,
1:17.0,Offensive rebound by B. Griffin,,98-87,,
1:08.0,,,98-87,,Personal foul by B. Forbes (drawn by C. Paul)
1:08.0,,,98-87,,J. Simmons enters the game for P. Gasol
1:08.0,J. Redick enters the game for L. Mbah a Moute,,98-87,,
1:08.0,M. Speights enters the game for B. Griffin,,98-87,,
1:08.0,R. Felton enters the game for D. Jordan,,98-87,,
1:08.0,W. Johnson enters the game for C. Paul,,98-87,,
