time,LA Clippers,pts.away,score,pts.home,Minnesota
7:49.0,,,6-6,,Defensive rebound by K. Towns
7:42.0,,,6-6,,Shooting foul by D. Jordan (drawn by K. Towns)
7:42.0,,,6-7,1,K. Towns makes free throw 1 of 2
7:42.0,,,6-8,1,K. Towns makes free throw 2 of 2
7:32.0,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul),2,8-8,,
7:20.0,,,8-8,,A. Wiggins misses 2-pt shot from 18 ft (block by L. Mbah a Moute)
7:18.0,,,8-8,,Offensive rebound by R. Rubio
7:09.0,,,8-10,2,G. Dieng makes 2-pt shot from 16 ft
6:47.0,C. Paul makes 3-pt shot from 25 ft,3,11-10,,
6:20.0,,,11-12,2,G. Dieng makes 2-pt shot at rim (assist by R. Rubio)
6:02.0,J. Redick makes 2-pt shot from 22 ft (assist by C. Paul),2,13-12,,
5:44.0,,,13-12,,Minnesota full timeout
5:39.0,,,13-12,,Turnover by R. Rubio (bad pass; steal by J. Redick)
5:34.0,B. Griffin makes 2-pt shot at rim,2,15-12,,
5:20.0,,,15-14,2,A. Wiggins makes 2-pt shot from 5 ft
5:20.0,,,15-14,,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins)
5:20.0,,,15-15,1,A. Wiggins makes free throw 1 of 1
5:10.0,Turnover by C. Paul (bad pass),,15-15,,
4:57.0,,,15-15,,Z. LaVine misses 2-pt shot from 14 ft
4:56.0,,,15-15,,Offensive rebound by G. Dieng
4:43.0,,,15-15,,R. Rubio misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by D. Jordan,,15-15,,
4:32.0,L. Mbah a Moute makes 2-pt shot at rim,2,17-15,,
4:32.0,Shooting foul by K. Towns (drawn by L. Mbah a Moute),,17-15,,
4:32.0,L. Mbah a Moute makes free throw 1 of 1,1,18-15,,
4:17.0,,,18-15,,A. Wiggins misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by D. Jordan,,18-15,,
4:10.0,C. Paul makes 3-pt shot from 25 ft,3,21-15,,
4:02.0,,,21-15,,Minnesota full timeout
3:44.0,,,21-17,2,Z. LaVine makes 2-pt shot from 19 ft (assist by G. Dieng)
3:30.0,,,21-17,,Personal foul by R. Rubio (drawn by D. Jordan)
3:30.0,,,21-17,,K. Dunn enters the game for R. Rubio
3:30.0,J. Crawford enters the game for J. Redick,,21-17,,
3:30.0,A. Rivers enters the game for C. Paul,,21-17,,
3:30.0,,,21-17,,S. Muhammad enters the game for Z. LaVine
3:23.0,J. Crawford makes 2-pt shot from 22 ft (assist by B. Griffin),2,23-17,,
3:00.0,,,23-17,,Turnover by G. Dieng (traveling)
2:47.0,B. Griffin makes 2-pt shot from 19 ft (assist by A. Rivers),2,25-17,,
2:29.0,,,25-17,,A. Wiggins misses 2-pt shot from 11 ft
2:28.0,Defensive rebound by D. Jordan,,25-17,,
2:12.0,B. Griffin makes 2-pt shot from 16 ft,2,27-17,,
1:54.0,,,27-19,2,A. Wiggins makes 2-pt shot from 1 ft (assist by K. Towns)
1:31.0,J. Crawford makes 2-pt shot from 13 ft,2,29-19,,
1:10.0,,,29-19,,A. Wiggins misses 2-pt shot from 11 ft
1:09.0,Defensive rebound by B. Griffin,,29-19,,
1:03.0,,,29-19,,Personal foul by A. Wiggins (drawn by B. Griffin)
1:03.0,,,29-19,,C. Aldrich enters the game for G. Dieng
1:03.0,M. Speights enters the game for D. Jordan,,29-19,,
0:58.0,M. Speights makes 2-pt shot from 2 ft (assist by J. Crawford),2,31-19,,
0:47.0,,,31-19,,C. Aldrich misses 2-pt shot from 5 ft
0:46.0,,,31-19,,Offensive rebound by K. Towns
0:44.0,,,31-21,2,K. Towns makes 2-pt shot from 2 ft
0:32.0,M. Speights makes 3-pt shot from 25 ft (assist by A. Rivers),3,34-21,,
0:22.0,,,34-21,,K. Dunn misses 2-pt shot from 17 ft
0:20.0,Defensive rebound by J. Crawford,,34-21,,
0:02.0,J. Crawford misses 2-pt shot from 1 ft,,34-21,,
0:01.0,Offensive rebound by M. Speights,,34-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,34-21,,A. Wiggins misses 2-pt shot from 7 ft
11:42.0,,,34-21,,Offensive rebound by C. Aldrich
11:39.0,,,34-23,2,C. Aldrich makes 2-pt shot at rim (assist by K. Towns)
11:21.0,B. Bass misses 2-pt shot from 2 ft (block by K. Towns),,34-23,,
11:19.0,Offensive rebound by Team,,34-23,,
11:19.0,,,34-23,,Loose ball foul by C. Aldrich (drawn by M. Speights)
11:19.0,,,34-23,,Z. LaVine enters the game for A. Wiggins
11:19.0,,,34-23,,N. Bjelica enters the game for K. Towns
11:10.0,J. Crawford makes 3-pt shot from 25 ft (assist by B. Bass),3,37-23,,
10:52.0,,,37-26,3,N. Bjelica makes 3-pt shot from 25 ft (assist by Z. LaVine)
10:35.0,Turnover by A. Rivers (lost ball; steal by C. Aldrich),,37-26,,
10:32.0,,,37-28,2,Z. LaVine makes 2-pt shot at rim (assist by K. Dunn)
10:32.0,LA Clippers full timeout,,37-28,,
10:24.0,Turnover by R. Felton (bad pass; steal by N. Bjelica),,37-28,,
10:23.0,Personal foul by M. Speights (drawn by K. Dunn),,37-28,,
10:08.0,,,37-30,2,Z. LaVine makes 2-pt shot at rim
9:53.0,Turnover by R. Felton (bad pass),,37-30,,
9:42.0,,,37-32,2,C. Aldrich makes 2-pt shot at rim (assist by Z. LaVine)
9:23.0,M. Speights misses 3-pt shot from 25 ft,,37-32,,
9:23.0,Offensive rebound by Team,,37-32,,
9:23.0,,,37-32,,Loose ball foul by N. Bjelica (drawn by B. Bass)
9:18.0,R. Felton makes 2-pt shot from 1 ft,2,39-32,,
8:59.0,,,39-32,,C. Aldrich misses 2-pt shot from 6 ft
8:58.0,,,39-32,,Offensive rebound by C. Aldrich
8:55.0,Personal foul by A. Rivers (drawn by Z. LaVine),,39-32,,
8:48.0,Personal foul by A. Rivers (drawn by C. Aldrich),,39-32,,
8:38.0,,,39-32,,Turnover by N. Bjelica (lost ball; steal by J. Crawford)
8:33.0,B. Bass makes 2-pt shot at rim (assist by J. Crawford),2,41-32,,
8:18.0,,,41-34,2,C. Aldrich makes 2-pt shot from 2 ft (assist by N. Bjelica)
7:55.0,J. Crawford misses 3-pt shot from 26 ft,,41-34,,
7:54.0,,,41-34,,Defensive rebound by S. Muhammad
7:44.0,,,41-37,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
7:23.0,A. Rivers misses 2-pt shot from 19 ft,,41-37,,
7:22.0,,,41-37,,Defensive rebound by Z. LaVine
7:14.0,Personal foul by J. Crawford (drawn by S. Muhammad),,41-37,,
7:14.0,C. Paul enters the game for A. Rivers,,41-37,,
7:14.0,B. Griffin enters the game for B. Bass,,41-37,,
7:14.0,D. Jordan enters the game for M. Speights,,41-37,,
7:14.0,,,41-37,,R. Rubio enters the game for K. Dunn
7:14.0,,,41-37,,A. Wiggins enters the game for S. Muhammad
7:14.0,,,41-37,,G. Dieng enters the game for C. Aldrich
7:08.0,,,41-37,,Z. LaVine misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by D. Jordan,,41-37,,
6:59.0,J. Crawford misses 2-pt shot from 7 ft,,41-37,,
6:58.0,Offensive rebound by D. Jordan,,41-37,,
6:58.0,D. Jordan misses 2-pt shot from 1 ft,,41-37,,
6:57.0,,,41-37,,Defensive rebound by A. Wiggins
6:41.0,,,41-40,3,A. Wiggins makes 3-pt shot from 25 ft (assist by G. Dieng)
6:25.0,B. Griffin misses 2-pt shot from 18 ft,,41-40,,
6:24.0,Offensive rebound by R. Felton,,41-40,,
6:11.0,R. Felton makes 2-pt shot from 1 ft,2,43-40,,
5:55.0,,,43-40,,A. Wiggins misses 2-pt shot from 21 ft
5:54.0,Defensive rebound by B. Griffin,,43-40,,
5:50.0,,,43-40,,Personal foul by G. Dieng (drawn by D. Jordan)
5:50.0,LA Clippers full timeout,,43-40,,
5:50.0,J. Redick enters the game for R. Felton,,43-40,,
5:50.0,L. Mbah a Moute enters the game for J. Crawford,,43-40,,
5:50.0,,,43-40,,K. Towns enters the game for N. Bjelica
5:38.0,B. Griffin misses 2-pt shot from 7 ft (block by K. Towns),,43-40,,
5:38.0,Offensive rebound by Team,,43-40,,
5:35.0,B. Griffin misses 2-pt shot from 19 ft,,43-40,,
5:35.0,,,43-40,,Defensive rebound by G. Dieng
5:16.0,,,43-43,3,K. Towns makes 3-pt shot from 24 ft (assist by R. Rubio)
4:59.0,J. Redick makes 2-pt shot from 14 ft (assist by C. Paul),2,45-43,,
4:36.0,Personal foul by D. Jordan (drawn by R. Rubio),,45-43,,
4:36.0,,,45-43,,R. Rubio misses free throw 1 of 2
4:36.0,,,45-43,,Offensive rebound by Team
4:36.0,,,45-44,1,R. Rubio makes free throw 2 of 2
4:17.0,B. Griffin makes 2-pt shot from 4 ft,2,47-44,,
4:06.0,,,47-44,,A. Wiggins misses 2-pt shot from 18 ft
4:05.0,Defensive rebound by D. Jordan,,47-44,,
4:01.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,50-44,,
3:52.0,,,50-44,,Minnesota full timeout
3:39.0,,,50-44,,Z. LaVine misses 2-pt shot from 13 ft
3:38.0,Defensive rebound by C. Paul,,50-44,,
3:33.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,52-44,,
3:21.0,,,52-44,,Offensive foul by K. Towns
3:21.0,,,52-44,,Turnover by K. Towns (offensive foul)
3:21.0,,,52-44,,Violation by Team (jump ball)
3:07.0,Turnover by J. Redick (bad pass; steal by A. Wiggins),,52-44,,
2:58.0,,,52-44,,A. Wiggins misses 2-pt shot from 3 ft
2:57.0,Defensive rebound by B. Griffin,,52-44,,
2:44.0,B. Griffin misses 2-pt shot from 6 ft,,52-44,,
2:43.0,Offensive rebound by L. Mbah a Moute,,52-44,,
2:43.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,54-44,,
2:24.0,Def 3 sec tech foul by C. Paul,,54-44,,
2:24.0,,,54-45,1,R. Rubio makes technical free throw
2:16.0,,,54-47,2,R. Rubio makes 2-pt shot from 2 ft
2:16.0,,,54-47,,Shooting foul by C. Paul (drawn by R. Rubio)
2:16.0,,,54-47,,R. Rubio misses free throw 1 of 1
2:14.0,,,54-47,,Offensive rebound by R. Rubio
2:04.0,,,54-47,,A. Wiggins misses 2-pt shot from 15 ft
2:03.0,Defensive rebound by B. Griffin,,54-47,,
1:54.0,,,54-47,,Personal foul by R. Rubio (drawn by C. Paul)
1:44.0,B. Griffin misses 2-pt shot from 19 ft,,54-47,,
1:43.0,,,54-47,,Defensive rebound by Z. LaVine
1:36.0,,,54-47,,Z. LaVine misses 2-pt shot at rim
1:35.0,Defensive rebound by B. Griffin,,54-47,,
1:29.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,56-47,,
1:07.0,,,56-49,2,K. Towns makes 2-pt shot at rim (assist by A. Wiggins)
0:38.0,Shooting foul by Z. LaVine (drawn by C. Paul),,56-49,,
0:38.0,C. Paul makes free throw 1 of 2,1,57-49,,
0:38.0,C. Paul makes free throw 2 of 2,1,58-49,,
0:29.0,,,58-49,,Z. LaVine misses 3-pt shot from 25 ft
0:27.0,,,58-49,,Offensive rebound by G. Dieng
0:26.0,,,58-51,2,G. Dieng makes 2-pt shot from 1 ft
0:20.0,LA Clippers full timeout,,58-51,,
0:20.0,,,58-51,,K. Dunn enters the game for Z. LaVine
0:20.0,J. Crawford enters the game for L. Mbah a Moute,,58-51,,
0:03.0,J. Redick makes 2-pt shot from 18 ft (assist by J. Crawford),2,60-51,,
0:01.0,,,60-51,,G. Dieng misses 3-pt shot from 40 ft
0:00.0,,,60-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,60-51,,K. Towns misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by B. Griffin,,60-51,,
11:27.0,Turnover by B. Griffin (bad pass; steal by Z. LaVine),,60-51,,
11:23.0,,,60-51,,Shooting foul by L. Mbah a Moute (drawn by K. Towns)
11:23.0,,,60-51,,K. Towns misses free throw 1 of 2
11:23.0,,,60-51,,Offensive rebound by Team
11:23.0,,,60-52,1,K. Towns makes free throw 2 of 2
11:05.0,B. Griffin misses 2-pt shot from 19 ft,,60-52,,
11:03.0,Offensive rebound by D. Jordan,,60-52,,
11:00.0,Turnover by D. Jordan (bad pass; steal by K. Towns),,60-52,,
10:49.0,,,60-54,2,A. Wiggins makes 2-pt shot from 2 ft
10:32.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by J. Redick),3,63-54,,
10:12.0,Jump ball: L. Mbah a Moute vs. K. Towns,,,,Jump ball: L. Mbah a Moute vs. K. Towns
10:02.0,,,63-54,,Turnover by R. Rubio (bad pass; steal by D. Jordan)
9:57.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,65-54,,
9:56.0,,,65-54,,Minnesota full timeout
9:50.0,,,65-54,,Turnover by R. Rubio (bad pass)
9:42.0,Turnover by J. Redick (lost ball; steal by Z. LaVine),,65-54,,
9:37.0,,,65-54,,K. Towns misses 2-pt shot at rim
9:36.0,,,65-54,,Offensive rebound by G. Dieng
9:23.0,,,65-54,,A. Wiggins misses 2-pt shot from 19 ft
9:22.0,Defensive rebound by D. Jordan,,65-54,,
9:11.0,Turnover by C. Paul (bad pass; steal by R. Rubio),,65-54,,
9:06.0,,,65-56,2,Z. LaVine makes 2-pt shot from 2 ft (assist by R. Rubio)
9:03.0,Turnover by B. Griffin (bad pass; steal by K. Towns),,65-56,,
9:02.0,,,65-58,2,K. Towns makes 2-pt shot at rim
8:33.0,J. Redick misses 3-pt shot from 24 ft,,65-58,,
8:32.0,Offensive rebound by D. Jordan,,65-58,,
8:29.0,C. Paul misses 2-pt shot from 18 ft,,65-58,,
8:28.0,,,65-58,,Defensive rebound by R. Rubio
8:21.0,,,65-58,,A. Wiggins misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by D. Jordan,,65-58,,
8:20.0,LA Clippers full timeout,,65-58,,
8:03.0,J. Redick misses 3-pt shot from 25 ft,,65-58,,
8:02.0,,,65-58,,Defensive rebound by A. Wiggins
7:44.0,,,65-58,,G. Dieng misses 2-pt shot at rim
7:43.0,Defensive rebound by C. Paul,,65-58,,
7:23.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,68-58,,
7:11.0,Personal block foul by B. Griffin (drawn by Z. LaVine),,68-58,,
6:57.0,,,68-61,3,R. Rubio makes 3-pt shot from 25 ft (assist by A. Wiggins)
6:40.0,,,68-61,,Shooting block foul by R. Rubio (drawn by J. Redick)
6:40.0,J. Redick makes free throw 1 of 2,1,69-61,,
6:40.0,J. Redick makes free throw 2 of 2,1,70-61,,
6:26.0,,,70-61,,A. Wiggins misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by C. Paul,,70-61,,
6:21.0,L. Mbah a Moute misses 2-pt shot from 4 ft (block by Z. LaVine),,70-61,,
6:20.0,Offensive rebound by Team,,70-61,,
6:13.0,J. Redick misses 2-pt shot from 21 ft,,70-61,,
6:13.0,Offensive rebound by Team,,70-61,,
6:13.0,,,70-61,,Loose ball foul by G. Dieng (drawn by D. Jordan)
6:05.0,Shooting foul by K. Towns (drawn by C. Paul),,70-61,,
6:05.0,C. Paul makes free throw 1 of 2,1,71-61,,
6:05.0,C. Paul makes free throw 2 of 2,1,72-61,,
5:51.0,,,72-61,,K. Towns misses 2-pt shot from 6 ft (block by B. Griffin)
5:50.0,Defensive rebound by C. Paul,,72-61,,
5:46.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,74-61,,
5:46.0,,,74-61,,Minnesota full timeout
5:23.0,,,74-61,,K. Towns misses 2-pt shot from 20 ft
5:22.0,Defensive rebound by D. Jordan,,74-61,,
5:16.0,Turnover by C. Paul (bad pass; steal by G. Dieng),,74-61,,
5:15.0,Personal foul by D. Jordan (drawn by Z. LaVine),,74-61,,
5:06.0,,,74-61,,Shooting foul by B. Griffin (drawn by A. Wiggins)
5:06.0,,,74-62,1,A. Wiggins makes free throw 1 of 2
5:06.0,,,74-63,1,A. Wiggins makes free throw 2 of 2
4:52.0,B. Griffin makes 2-pt shot from 1 ft (assist by J. Redick),2,76-63,,
4:39.0,,,76-63,,A. Wiggins misses 2-pt shot from 3 ft (block by D. Jordan)
4:38.0,Defensive rebound by D. Jordan,,76-63,,
4:33.0,C. Paul makes 3-pt shot from 25 ft,3,79-63,,
4:06.0,,,79-63,,R. Rubio misses 2-pt shot from 19 ft
4:05.0,Defensive rebound by J. Redick,,79-63,,
3:55.0,J. Redick misses 3-pt shot from 24 ft,,79-63,,
3:54.0,,,79-63,,Defensive rebound by K. Towns
3:35.0,,,79-63,,A. Wiggins misses 2-pt shot from 19 ft
3:33.0,,,79-63,,Offensive rebound by R. Rubio
3:21.0,,,79-65,2,K. Towns makes 2-pt shot from 6 ft (assist by R. Rubio)
3:21.0,LA Clippers full timeout,,79-65,,
3:21.0,,,79-65,,K. Dunn enters the game for R. Rubio
3:21.0,J. Crawford enters the game for J. Redick,,79-65,,
3:11.0,Turnover by C. Paul (bad pass; steal by K. Dunn),,79-65,,
3:00.0,,,79-65,,K. Dunn misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by B. Griffin,,79-65,,
2:53.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,81-65,,
2:31.0,,,81-67,2,K. Towns makes 2-pt shot from 14 ft (assist by K. Dunn)
2:23.0,B. Griffin misses 2-pt shot from 1 ft,,81-67,,
2:22.0,,,81-67,,Defensive rebound by K. Dunn
2:17.0,,,81-69,2,Z. LaVine makes 2-pt shot from 1 ft
1:57.0,Shooting foul by K. Dunn (drawn by C. Paul),,81-69,,
1:57.0,C. Paul makes free throw 1 of 2,1,82-69,,
1:57.0,C. Paul makes free throw 2 of 2,1,83-69,,
1:57.0,M. Speights enters the game for D. Jordan,,82-69,,
1:44.0,,,83-69,,Offensive foul by K. Towns
1:44.0,,,83-69,,Turnover by K. Towns (offensive foul)
1:44.0,A. Rivers enters the game for C. Paul,,83-69,,
1:38.0,Turnover by A. Rivers (lost ball; steal by K. Dunn),,83-69,,
1:35.0,Personal foul by J. Crawford (drawn by K. Dunn),,83-69,,
1:35.0,,,83-70,1,K. Dunn makes free throw 1 of 2
1:35.0,,,83-71,1,K. Dunn makes free throw 2 of 2
1:35.0,,,83-70,,C. Aldrich enters the game for K. Towns
1:18.0,L. Mbah a Moute makes 3-pt shot from 22 ft (assist by B. Griffin),3,86-71,,
1:00.0,,,86-71,,Turnover by K. Dunn (bad pass; steal by L. Mbah a Moute)
0:54.0,,,86-71,,N. Bjelica enters the game for G. Dieng
0:46.0,B. Griffin misses 2-pt shot from 2 ft,,86-71,,
0:45.0,Offensive rebound by B. Griffin,,86-71,,
0:45.0,Shooting foul by N. Bjelica (drawn by B. Griffin),,86-71,,
0:45.0,B. Griffin makes free throw 1 of 2,1,87-71,,
0:45.0,B. Griffin makes free throw 2 of 2,1,88-71,,
0:25.0,,,88-71,,Shooting foul by B. Griffin (drawn by A. Wiggins)
0:25.0,,,88-72,1,A. Wiggins makes free throw 1 of 2
0:25.0,,,88-73,1,A. Wiggins makes free throw 2 of 2
0:25.0,B. Bass enters the game for B. Griffin,,88-72,,
0:25.0,R. Felton enters the game for L. Mbah a Moute,,88-72,,
0:04.0,M. Speights misses 3-pt shot from 25 ft,,88-73,,
0:03.0,,,88-73,,Defensive rebound by Z. LaVine
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Crawford makes 2-pt shot from 18 ft (assist by A. Rivers),2,90-73,,
11:17.0,,,90-73,,Z. LaVine misses 2-pt shot from 18 ft
11:16.0,Defensive rebound by M. Speights,,90-73,,
11:07.0,,,90-73,,Personal foul by C. Aldrich (drawn by B. Bass)
10:52.0,A. Rivers makes 2-pt shot from 3 ft,2,92-73,,
10:47.0,Shooting block foul by M. Speights (drawn by K. Dunn),,92-73,,
10:47.0,,,92-74,1,K. Dunn makes free throw 1 of 2
10:47.0,,,92-74,,K. Dunn misses free throw 2 of 2
10:47.0,Defensive rebound by M. Speights,,92-74,,
10:32.0,M. Speights misses 3-pt shot from 25 ft,,92-74,,
10:31.0,,,92-74,,Defensive rebound by K. Dunn
10:21.0,,,92-76,2,C. Aldrich makes 2-pt shot from 2 ft (assist by N. Bjelica)
9:55.0,A. Rivers misses 2-pt shot from 20 ft,,92-76,,
9:54.0,,,92-76,,Defensive rebound by K. Dunn
9:47.0,,,92-78,2,N. Bjelica makes 2-pt shot from 2 ft (assist by K. Dunn)
9:20.0,B. Bass misses 2-pt shot from 12 ft,,92-78,,
9:19.0,,,92-78,,Defensive rebound by C. Aldrich
9:01.0,,,92-78,,K. Dunn misses 2-pt shot from 1 ft
9:00.0,Defensive rebound by B. Bass,,92-78,,
8:52.0,M. Speights makes 3-pt shot from 26 ft (assist by J. Crawford),3,95-78,,
8:36.0,,,95-81,3,N. Bjelica makes 3-pt shot from 25 ft (assist by Z. LaVine)
8:18.0,Shooting foul by Z. LaVine (drawn by J. Crawford),,95-81,,
8:18.0,LA Clippers full timeout,,95-81,,
8:18.0,J. Crawford misses free throw 1 of 2,,95-81,,
8:18.0,Offensive rebound by Team,,95-81,,
8:18.0,J. Crawford makes free throw 2 of 2,1,96-81,,
8:18.0,,,95-81,,T. Jones enters the game for Z. LaVine
7:58.0,,,96-81,,S. Muhammad misses 2-pt shot from 1 ft
7:57.0,Defensive rebound by B. Bass,,96-81,,
7:37.0,J. Crawford misses 2-pt shot from 17 ft,,96-81,,
7:35.0,Offensive rebound by B. Bass,,96-81,,
7:32.0,R. Felton makes 3-pt shot from 25 ft (assist by A. Rivers),3,99-81,,
7:13.0,,,99-83,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
6:58.0,Turnover by J. Crawford (bad pass),,99-83,,
6:49.0,Personal foul by A. Rivers (drawn by S. Muhammad),,99-83,,
6:45.0,Personal foul by A. Rivers (drawn by S. Muhammad),,99-83,,
6:37.0,,,99-83,,N. Bjelica misses 2-pt shot from 12 ft
6:36.0,Defensive rebound by R. Felton,,99-83,,
6:24.0,A. Rivers misses 3-pt shot from 26 ft,,99-83,,
6:23.0,,,99-83,,Defensive rebound by T. Jones
6:17.0,,,99-83,,Shooting foul by R. Felton (drawn by S. Muhammad)
6:17.0,,,99-84,1,S. Muhammad makes free throw 1 of 2
6:17.0,,,99-85,1,S. Muhammad makes free throw 2 of 2
6:01.0,M. Speights misses 3-pt shot from 23 ft,,99-85,,
6:00.0,,,99-85,,Defensive rebound by K. Dunn
5:53.0,,,99-88,3,T. Jones makes 3-pt shot from 23 ft (assist by N. Bjelica)
5:52.0,LA Clippers full timeout,,99-88,,
5:52.0,D. Jordan enters the game for M. Speights,,99-88,,
5:52.0,J. Redick enters the game for A. Rivers,,99-88,,
5:52.0,C. Paul enters the game for R. Felton,,99-88,,
5:52.0,B. Griffin enters the game for B. Bass,,99-88,,
5:47.0,,,99-88,,Personal take foul by C. Aldrich (drawn by D. Jordan)
5:45.0,,,99-88,,Personal take foul by C. Aldrich (drawn by D. Jordan)
5:43.0,,,99-88,,Personal take foul by C. Aldrich (drawn by D. Jordan)
5:43.0,D. Jordan makes free throw 1 of 2,1,100-88,,
5:43.0,D. Jordan misses free throw 2 of 2,,100-88,,
5:43.0,,,100-88,,Defensive rebound by N. Bjelica
5:20.0,,,100-88,,K. Dunn misses 2-pt shot from 9 ft
5:18.0,Defensive rebound by B. Griffin,,100-88,,
5:17.0,,,100-88,,Personal foul by C. Aldrich (drawn by B. Griffin)
5:17.0,B. Griffin misses free throw 1 of 2,,100-88,,
5:17.0,Offensive rebound by Team,,100-88,,
5:17.0,B. Griffin makes free throw 2 of 2,1,101-88,,
5:17.0,,,100-88,,K. Towns enters the game for C. Aldrich
4:57.0,,,101-88,,Turnover by S. Muhammad (bad pass)
4:51.0,,,101-88,,Personal foul by N. Bjelica (drawn by B. Griffin)
4:51.0,B. Griffin makes free throw 1 of 2,1,102-88,,
4:51.0,B. Griffin makes free throw 2 of 2,1,103-88,,
4:51.0,,,102-88,,Z. LaVine enters the game for K. Dunn
4:51.0,,,102-88,,A. Wiggins enters the game for S. Muhammad
4:51.0,L. Mbah a Moute enters the game for J. Crawford,,102-88,,
4:37.0,,,103-88,,T. Jones misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by D. Jordan,,103-88,,
4:18.0,B. Griffin misses 2-pt shot from 21 ft,,103-88,,
4:17.0,,,103-88,,Defensive rebound by T. Jones
4:14.0,,,103-90,2,K. Towns makes 2-pt shot at rim (assist by T. Jones)
4:05.0,,,103-90,,Personal take foul by N. Bjelica (drawn by D. Jordan)
4:05.0,D. Jordan makes free throw 1 of 2,1,104-90,,
4:05.0,D. Jordan makes free throw 2 of 2,1,105-90,,
3:52.0,,,105-90,,A. Wiggins misses 2-pt shot from 19 ft
3:50.0,,,105-90,,Offensive rebound by K. Towns
3:49.0,,,105-92,2,K. Towns makes 2-pt shot from 1 ft
3:42.0,,,105-92,,Personal take foul by Z. LaVine (drawn by D. Jordan)
3:42.0,D. Jordan misses free throw 1 of 2,,105-92,,
3:42.0,Offensive rebound by Team,,105-92,,
