time,New Orleans,pts.away,score,pts.home,Toronto
6:42.0,Defensive rebound by A. Davis,,37-32,,
6:27.0,J. Holiday makes 2-pt shot from 3 ft,2,39-32,,
6:13.0,,,39-32,,K. Lowry misses 2-pt shot from 3 ft (block by T. Jones)
6:11.0,,,39-32,,Offensive rebound by L. Nogueira
6:08.0,,,39-32,,K. Lowry misses 3-pt shot from 24 ft
6:07.0,,,39-32,,Offensive rebound by J. Valanciunas
6:05.0,,,39-32,,J. Valanciunas misses 2-pt shot from 2 ft
6:04.0,Defensive rebound by A. Davis,,39-32,,
5:57.0,T. Jones makes 2-pt shot from 10 ft,2,41-32,,
5:57.0,Shooting foul by L. Nogueira (drawn by T. Jones),,41-32,,
5:57.0,T. Jones misses free throw 1 of 1,,41-32,,
5:57.0,,,41-32,,N. Powell enters the game for C. Joseph
5:57.0,,,41-32,,D. Carroll enters the game for L. Nogueira
5:56.0,,,41-32,,Defensive rebound by D. Carroll
5:35.0,,,41-34,2,J. Valanciunas makes 2-pt shot from 6 ft
5:23.0,L. Galloway misses 3-pt shot from 23 ft,,41-34,,
5:22.0,,,41-34,,Defensive rebound by J. Valanciunas
5:10.0,Personal foul by J. Holiday (drawn by J. Valanciunas),,41-34,,
4:58.0,,,41-34,,J. Valanciunas misses 2-pt shot from 5 ft
4:57.0,Defensive rebound by B. Hield,,41-34,,
4:45.0,,,41-34,,Personal foul by K. Lowry (drawn by J. Holiday)
4:45.0,S. Hill enters the game for L. Galloway,,41-34,,
4:40.0,J. Holiday makes 3-pt shot from 25 ft,3,44-34,,
4:21.0,,,44-34,,T. Ross misses 2-pt shot from 9 ft
4:21.0,Defensive rebound by A. Davis,,44-34,,
4:12.0,J. Holiday misses 3-pt shot from 26 ft,,44-34,,
4:11.0,,,44-34,,Defensive rebound by J. Valanciunas
3:47.0,,,44-36,2,D. Carroll makes 2-pt shot from 5 ft (assist by K. Lowry)
3:33.0,A. Davis misses 2-pt shot from 16 ft,,44-36,,
3:32.0,,,44-36,,Defensive rebound by T. Ross
3:24.0,,,44-36,,K. Lowry misses 3-pt shot from 25 ft
3:23.0,,,44-36,,Offensive rebound by J. Valanciunas
3:21.0,,,44-38,2,J. Valanciunas makes 2-pt shot at rim
3:12.0,J. Holiday makes 2-pt shot from 1 ft (assist by T. Jones),2,46-38,,
2:47.0,,,46-40,2,J. Valanciunas makes 2-pt shot from 15 ft (assist by K. Lowry)
2:37.0,B. Hield makes 3-pt shot from 24 ft (assist by A. Davis),3,49-40,,
2:36.0,,,49-40,,Toronto full timeout
2:36.0,New Orleans full timeout,,49-40,,
2:36.0,,,49-40,,C. Joseph enters the game for K. Lowry
2:24.0,,,49-42,2,J. Valanciunas makes 2-pt shot at rim (assist by N. Powell)
2:15.0,,,49-42,,Personal foul by J. Valanciunas (drawn by J. Holiday)
2:08.0,T. Jones makes 2-pt shot at rim (assist by A. Davis),2,51-42,,
1:54.0,,,51-44,2,N. Powell makes 2-pt shot from 21 ft
1:44.0,,,51-44,,Personal foul by J. Valanciunas (drawn by A. Davis)
1:44.0,A. Davis makes free throw 1 of 2,1,52-44,,
1:44.0,A. Davis makes free throw 2 of 2,1,53-44,,
1:27.0,,,53-44,,T. Ross misses 3-pt shot from 24 ft
1:27.0,,,53-44,,Offensive rebound by J. Valanciunas
1:26.0,,,53-46,2,J. Valanciunas makes 2-pt shot from 2 ft
1:09.0,S. Hill misses 3-pt shot from 23 ft,,53-46,,
1:08.0,Offensive rebound by A. Davis,,53-46,,
0:56.0,J. Holiday makes 2-pt shot from 1 ft,2,55-46,,
0:43.0,,,55-46,,Turnover by N. Powell (lost ball; steal by S. Hill)
0:27.0,S. Hill makes 3-pt shot from 25 ft (assist by A. Davis),3,58-46,,
0:08.0,,,58-46,,C. Joseph misses 2-pt shot from 5 ft
0:07.0,Defensive rebound by T. Jones,,58-46,,
0:01.0,Shooting foul by J. Valanciunas (drawn by A. Davis),,58-46,,
0:01.0,A. Davis makes free throw 1 of 2,1,59-46,,
0:01.0,A. Davis makes free throw 2 of 2,1,60-46,,
0:01.0,E. Moore enters the game for S. Hill,,59-46,,
0:01.0,T. Frazier enters the game for J. Holiday,,59-46,,
0:01.0,,,59-46,,F. VanVleet enters the game for N. Powell
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,Turnover by S. Hill (lost ball),,60-46,,
11:43.0,,,60-46,,K. Lowry misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by S. Hill,,60-46,,
11:25.0,A. Davis misses 2-pt shot from 19 ft,,60-46,,
11:25.0,,,60-46,,Defensive rebound by K. Lowry
11:15.0,,,60-48,2,N. Powell makes 2-pt shot from 6 ft
11:07.0,,,60-48,,Violation by P. Patterson (kicked ball)
11:02.0,J. Holiday misses 2-pt shot from 7 ft,,60-48,,
11:02.0,Offensive rebound by A. Davis,,60-48,,
10:58.0,S. Hill misses 3-pt shot from 26 ft,,60-48,,
10:57.0,,,60-48,,Defensive rebound by P. Patterson
10:41.0,,,60-51,3,P. Patterson makes 3-pt shot from 26 ft (assist by D. Carroll)
10:40.0,New Orleans full timeout,,60-51,,
10:19.0,A. Davis misses 2-pt shot from 21 ft,,60-51,,
10:18.0,,,60-51,,Defensive rebound by J. Valanciunas
10:08.0,,,60-54,3,K. Lowry makes 3-pt shot from 27 ft (assist by N. Powell)
9:55.0,,,60-54,,Shooting block foul by J. Valanciunas (drawn by S. Hill)
9:55.0,S. Hill misses free throw 1 of 2,,60-54,,
9:55.0,Offensive rebound by Team,,60-54,,
9:55.0,S. Hill makes free throw 2 of 2,1,61-54,,
9:55.0,,,60-54,,L. Nogueira enters the game for J. Valanciunas
9:37.0,,,61-54,,P. Patterson misses 2-pt shot from 13 ft
9:36.0,Defensive rebound by A. Davis,,61-54,,
9:26.0,D. Motiejunas misses 2-pt shot from 7 ft (block by P. Patterson),,61-54,,
9:26.0,,,61-54,,Defensive rebound by P. Patterson
9:17.0,,,61-56,2,N. Powell makes 2-pt shot from 1 ft (assist by K. Lowry)
9:05.0,Turnover by S. Hill (bad pass; steal by D. Carroll),,61-56,,
8:54.0,Personal block foul by D. Motiejunas (drawn by K. Lowry),,61-56,,
8:48.0,,,61-58,2,N. Powell makes 2-pt shot from 21 ft
8:31.0,A. Davis misses 2-pt shot from 21 ft,,61-58,,
8:31.0,,,61-58,,Defensive rebound by D. Carroll
8:18.0,,,61-58,,D. Carroll misses 2-pt shot from 6 ft
8:18.0,Defensive rebound by B. Hield,,61-58,,
8:09.0,B. Hield makes 2-pt shot from 18 ft,2,63-58,,
7:48.0,,,63-60,2,N. Powell makes 2-pt shot at rim
7:39.0,,,63-60,,Personal foul by P. Patterson (drawn by A. Davis)
7:25.0,Turnover by B. Hield (bad pass; steal by L. Nogueira),,63-60,,
7:18.0,,,63-60,,N. Powell misses 2-pt shot from 17 ft
7:17.0,Defensive rebound by J. Holiday,,63-60,,
7:08.0,D. Motiejunas makes 2-pt shot from 8 ft (assist by J. Holiday),2,65-60,,
6:50.0,,,65-60,,Turnover by D. Carroll (lost ball; steal by J. Holiday)
6:46.0,J. Holiday makes 2-pt shot from 1 ft,2,67-60,,
6:46.0,,,67-60,,Toronto full timeout
6:29.0,,,67-62,2,N. Powell makes 2-pt shot from 3 ft
6:16.0,Turnover by D. Motiejunas (offensive foul),,67-62,,
6:16.0,Offensive foul by D. Motiejunas,,67-62,,
5:55.0,,,67-62,,P. Patterson misses 3-pt shot from 26 ft
5:54.0,,,67-62,,Offensive rebound by D. Carroll
5:43.0,,,67-64,2,K. Lowry makes 2-pt shot from 12 ft
5:31.0,Turnover by D. Motiejunas (bad pass),,67-64,,
5:25.0,,,67-67,3,K. Lowry makes 3-pt shot from 26 ft
5:12.0,D. Motiejunas misses 2-pt shot from 4 ft,,67-67,,
5:11.0,,,67-67,,Defensive rebound by L. Nogueira
5:01.0,,,67-69,2,D. Carroll makes 2-pt shot from 19 ft (assist by K. Lowry)
5:00.0,New Orleans full timeout,,67-69,,
5:00.0,T. Jones enters the game for B. Hield,,67-69,,
5:00.0,E. Moore enters the game for D. Motiejunas,,67-69,,
4:54.0,Turnover by J. Holiday (lost ball; steal by N. Powell),,67-69,,
4:50.0,,,67-71,2,N. Powell makes 2-pt shot at rim
4:31.0,T. Jones makes 2-pt shot from 6 ft,2,69-71,,
4:17.0,,,69-71,,Shooting foul by A. Davis (drawn by K. Lowry)
4:17.0,,,69-71,,K. Lowry misses free throw 1 of 2
4:17.0,,,69-71,,Offensive rebound by Team
4:17.0,,,69-72,1,K. Lowry makes free throw 2 of 2
4:17.0,,,69-71,,P. Siakam enters the game for P. Patterson
4:05.0,Shooting foul by L. Nogueira (drawn by A. Davis),,69-72,,
4:05.0,A. Davis makes free throw 1 of 2,1,70-72,,
4:05.0,A. Davis makes free throw 2 of 2,1,71-72,,
3:51.0,,,71-72,,K. Lowry misses 3-pt shot from 25 ft
3:50.0,,,71-72,,Offensive rebound by P. Siakam
3:39.0,,,71-74,2,P. Siakam makes 2-pt shot from 2 ft (assist by K. Lowry)
3:18.0,A. Davis misses 2-pt shot from 6 ft,,71-74,,
3:16.0,Offensive rebound by A. Davis,,71-74,,
3:14.0,A. Davis misses 2-pt shot from 3 ft,,71-74,,
3:13.0,,,71-74,,Defensive rebound by P. Siakam
3:13.0,Personal foul by T. Jones (drawn by K. Lowry),,71-74,,
3:13.0,L. Galloway enters the game for S. Hill,,71-74,,
3:13.0,,,71-74,,C. Joseph enters the game for K. Lowry
3:13.0,,,71-74,,T. Ross enters the game for D. Carroll
3:01.0,,,71-74,,N. Powell misses 2-pt shot from 3 ft
3:01.0,,,71-74,,Offensive rebound by L. Nogueira
3:01.0,,,71-74,,Shooting foul by E. Moore (drawn by L. Nogueira)
3:01.0,,,71-74,,L. Nogueira misses free throw 1 of 2
3:01.0,,,71-74,,Offensive rebound by Team
3:01.0,,,71-75,1,L. Nogueira makes free throw 2 of 2
2:43.0,A. Davis misses 2-pt shot from 6 ft,,71-75,,
2:42.0,Offensive rebound by J. Holiday,,71-75,,
2:38.0,T. Jones makes 2-pt shot at rim (assist by J. Holiday),2,73-75,,
2:21.0,,,73-75,,N. Powell misses 2-pt shot from 2 ft (block by A. Davis)
2:21.0,,,73-75,,Offensive rebound by Team
2:12.0,,,73-75,,C. Joseph misses 2-pt shot from 12 ft
2:11.0,Defensive rebound by E. Moore,,73-75,,
2:02.0,T. Jones misses 2-pt shot from 9 ft,,73-75,,
1:59.0,Offensive rebound by L. Galloway,,73-75,,
1:52.0,E. Moore misses 2-pt shot from 2 ft,,73-75,,
1:52.0,,,73-75,,Defensive rebound by Team
1:52.0,D. Motiejunas enters the game for A. Davis,,73-75,,
1:52.0,,,73-75,,K. Lowry enters the game for N. Powell
1:27.0,,,73-75,,K. Lowry misses 2-pt shot from 5 ft (block by J. Holiday)
1:26.0,,,73-75,,Offensive rebound by L. Nogueira
1:24.0,,,73-77,2,L. Nogueira makes 2-pt shot from 2 ft
1:08.0,T. Jones misses 3-pt shot from 26 ft,,73-77,,
1:08.0,,,73-77,,Defensive rebound by P. Siakam
0:59.0,,,73-77,,P. Siakam misses 2-pt shot from 2 ft
0:58.0,,,73-77,,Offensive rebound by P. Siakam
0:55.0,,,73-77,,Turnover by P. Siakam (bad pass; steal by T. Jones)
0:54.0,,,73-77,,Personal foul by L. Nogueira (drawn by T. Jones)
0:45.0,J. Holiday makes 2-pt shot from 18 ft,2,75-77,,
0:30.0,,,75-77,,Offensive charge foul by T. Ross
0:30.0,,,75-77,,Turnover by T. Ross (offensive foul)
0:10.0,J. Holiday misses 2-pt shot from 5 ft (block by P. Siakam),,75-77,,
0:09.0,,,75-77,,Defensive rebound by P. Siakam
0:00.0,,,75-77,,T. Ross misses 3-pt shot from 26 ft
0:00.0,,,75-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,75-77,,Turnover by K. Lowry (lost ball)
11:35.0,Turnover by E. Moore (bad pass),,75-77,,
11:19.0,,,75-80,3,T. Ross makes 3-pt shot from 26 ft (assist by C. Joseph)
11:06.0,L. Galloway misses 3-pt shot from 27 ft,,75-80,,
11:06.0,Offensive rebound by D. Motiejunas,,75-80,,
10:49.0,D. Motiejunas misses 3-pt shot from 26 ft (block by L. Nogueira),,75-80,,
10:48.0,,,75-80,,Defensive rebound by P. Patterson
10:42.0,,,75-80,,Turnover by C. Joseph (bad pass; steal by T. Jones)
10:36.0,E. Moore makes 3-pt shot from 25 ft (assist by T. Jones),3,78-80,,
10:12.0,,,78-80,,T. Ross misses 3-pt shot from 26 ft
10:12.0,Defensive rebound by L. Galloway,,78-80,,
9:56.0,E. Moore makes 3-pt shot from 24 ft (assist by T. Jones),3,81-80,,
9:38.0,Shooting block foul by D. Motiejunas (drawn by K. Lowry),,81-80,,
9:38.0,,,81-81,1,K. Lowry makes free throw 1 of 2
9:38.0,,,81-82,1,K. Lowry makes free throw 2 of 2
9:38.0,,,81-81,,J. Valanciunas enters the game for L. Nogueira
9:38.0,,,81-81,,D. Carroll enters the game for P. Patterson
9:18.0,T. Jones makes 2-pt shot from 5 ft,2,83-82,,
9:03.0,,,83-82,,T. Ross misses 3-pt shot from 27 ft
9:02.0,Defensive rebound by E. Moore,,83-82,,
8:48.0,E. Moore misses 2-pt shot from 8 ft,,83-82,,
8:47.0,Offensive rebound by T. Jones,,83-82,,
8:44.0,T. Jones misses 2-pt shot from 3 ft,,83-82,,
8:42.0,Offensive rebound by T. Jones,,83-82,,
8:40.0,T. Jones misses 2-pt shot from 4 ft,,83-82,,
8:39.0,,,83-82,,Defensive rebound by J. Valanciunas
8:30.0,,,83-82,,D. Carroll misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by L. Galloway,,83-82,,
8:20.0,L. Galloway misses 3-pt shot from 24 ft,,83-82,,
8:20.0,,,83-82,,Defensive rebound by T. Ross
8:01.0,,,83-84,2,J. Valanciunas makes 2-pt shot from 13 ft (assist by K. Lowry)
7:45.0,E. Moore makes 3-pt shot from 26 ft (assist by L. Galloway),3,86-84,,
7:24.0,,,86-84,,D. Carroll misses 3-pt shot from 26 ft
7:24.0,,,86-84,,Offensive rebound by Team
7:24.0,Loose ball foul by D. Motiejunas (drawn by J. Valanciunas),,86-84,,
7:24.0,Official timeout,,86-84,,
7:24.0,,,86-84,,N. Powell enters the game for T. Ross
7:24.0,A. Davis enters the game for D. Motiejunas,,86-84,,
7:24.0,J. Holiday enters the game for T. Frazier,,86-84,,
7:14.0,,,86-86,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
7:00.0,Shooting foul by N. Powell (drawn by J. Holiday),,86-86,,
7:00.0,J. Holiday misses free throw 1 of 2,,86-86,,
7:00.0,Offensive rebound by Team,,86-86,,
7:00.0,J. Holiday makes free throw 2 of 2,1,87-86,,
6:44.0,,,87-86,,J. Valanciunas misses 2-pt shot from 15 ft
6:44.0,Defensive rebound by A. Davis,,87-86,,
6:27.0,,,87-86,,Personal foul by K. Lowry (drawn by A. Davis)
6:18.0,E. Moore misses 2-pt shot from 15 ft,,87-86,,
6:17.0,Offensive rebound by E. Moore,,87-86,,
6:13.0,A. Davis makes 2-pt shot from 17 ft (assist by E. Moore),2,89-86,,
5:55.0,Personal foul by J. Holiday (drawn by D. Carroll),,89-86,,
5:55.0,,,89-86,,Toronto full timeout
5:55.0,,,89-86,,P. Patterson enters the game for D. Carroll
5:41.0,,,89-86,,J. Valanciunas misses 2-pt shot from 6 ft
5:40.0,Defensive rebound by A. Davis,,89-86,,
5:17.0,T. Jones misses 2-pt shot from 5 ft,,89-86,,
5:17.0,,,89-86,,Defensive rebound by N. Powell
5:09.0,,,89-86,,N. Powell misses 2-pt shot from 14 ft
5:08.0,Defensive rebound by A. Davis,,89-86,,
4:47.0,L. Galloway misses 3-pt shot from 26 ft,,89-86,,
4:46.0,,,89-86,,Defensive rebound by J. Valanciunas
4:38.0,,,89-89,3,K. Lowry makes 3-pt shot from 26 ft
4:17.0,J. Holiday makes 2-pt shot from 2 ft,2,91-89,,
3:56.0,,,91-89,,Turnover by P. Patterson (bad pass; steal by L. Galloway)
3:56.0,,,91-89,,Personal foul by P. Patterson (drawn by T. Jones)
3:56.0,,,91-89,,D. Carroll enters the game for C. Joseph
3:56.0,B. Hield enters the game for L. Galloway,,91-89,,
3:39.0,T. Jones misses 2-pt shot from 7 ft,,91-89,,
3:38.0,,,91-89,,Defensive rebound by P. Patterson
3:29.0,,,91-92,3,K. Lowry makes 3-pt shot from 26 ft (assist by P. Patterson)
3:10.0,E. Moore makes 3-pt shot from 24 ft (assist by T. Jones),3,94-92,,
2:52.0,,,94-92,,Shooting foul by T. Jones (drawn by K. Lowry)
2:52.0,New Orleans full timeout,,94-92,,
2:52.0,,,94-92,,K. Lowry misses free throw 1 of 3
2:52.0,,,94-92,,Offensive rebound by Team
2:52.0,,,94-93,1,K. Lowry makes free throw 2 of 3
2:52.0,,,94-94,1,K. Lowry makes free throw 3 of 3
2:31.0,J. Holiday makes 2-pt shot from 19 ft,2,96-94,,
2:08.0,,,96-96,2,P. Patterson makes 2-pt shot from 2 ft (assist by K. Lowry)
1:53.0,E. Moore misses 3-pt shot from 24 ft,,96-96,,
1:52.0,,,96-96,,Defensive rebound by K. Lowry
1:38.0,,,96-96,,P. Patterson misses 3-pt shot from 26 ft
1:38.0,,,96-96,,Offensive rebound by J. Valanciunas
1:36.0,,,96-96,,J. Valanciunas misses 2-pt shot from 3 ft
1:36.0,Defensive rebound by A. Davis,,96-96,,
1:27.0,New Orleans full timeout,,96-96,,
1:17.0,J. Holiday misses 2-pt shot from 20 ft (block by N. Powell),,96-96,,
1:16.0,,,96-96,,Defensive rebound by P. Patterson
1:02.0,,,96-96,,K. Lowry misses 3-pt shot from 25 ft (block by A. Davis)
1:01.0,Defensive rebound by Team,,96-96,,
1:01.0,,,96-96,,Loose ball foul by K. Lowry (drawn by A. Davis)
0:50.0,A. Davis misses 2-pt shot from 19 ft,,96-96,,
0:49.0,,,96-96,,Defensive rebound by D. Carroll
0:48.0,,,96-96,,Toronto full timeout
0:41.0,,,96-96,,Turnover by N. Powell (lost ball; steal by A. Davis)
0:28.0,J. Holiday misses 2-pt shot from 4 ft,,96-96,,
0:28.0,,,96-96,,Defensive rebound by K. Lowry
0:24.0,,,96-96,,Turnover by K. Lowry (lost ball; steal by J. Holiday)
0:21.0,New Orleans full timeout,,96-96,,
