time,Boston,pts.away,score,pts.home,Cleveland
4:08.0,J. Jerebko misses 2-pt shot from 11 ft,,19-19,,
4:06.0,,,19-19,,Defensive rebound by T. Thompson
3:58.0,,,19-22,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
3:58.0,Boston full timeout,,19-22,,
3:47.0,A. Bradley makes 2-pt shot from 22 ft,2,21-22,,
3:26.0,,,21-22,,L. James misses 3-pt shot from 25 ft
3:25.0,,,21-22,,Offensive rebound by T. Thompson
3:20.0,,,21-22,,J. Smith misses 3-pt shot from 24 ft
3:19.0,Defensive rebound by T. Zeller,,21-22,,
3:11.0,A. Bradley misses 3-pt shot from 25 ft,,21-22,,
3:11.0,,,21-22,,Defensive rebound by J. Smith
3:04.0,,,21-24,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
2:48.0,I. Thomas misses 2-pt shot from 7 ft,,21-24,,
2:46.0,,,21-24,,Defensive rebound by T. Thompson
2:37.0,,,21-24,,Shooting foul by T. Zeller (drawn by L. James)
2:37.0,,,21-25,1,L. James makes free throw 1 of 2
2:37.0,,,21-26,1,L. James makes free throw 2 of 2
2:37.0,,,21-25,,I. Shumpert enters the game for K. Irving
2:37.0,T. Rozier enters the game for I. Thomas,,21-25,,
2:37.0,J. Mickey enters the game for T. Zeller,,21-25,,
2:18.0,J. Mickey misses 2-pt shot from 1 ft,,21-26,,
2:17.0,Offensive rebound by J. Jerebko,,21-26,,
2:17.0,J. Jerebko makes 2-pt shot from 1 ft,2,23-26,,
2:03.0,,,23-26,,Shooting foul by J. Mickey (drawn by T. Thompson)
2:03.0,,,23-27,1,T. Thompson makes free throw 1 of 2
2:03.0,,,23-28,1,T. Thompson makes free throw 2 of 2
1:57.0,,,23-28,,Personal foul by J. Smith (drawn by J. Jerebko)
1:49.0,M. Smart misses 3-pt shot from 26 ft,,23-28,,
1:49.0,,,23-28,,Defensive rebound by T. Thompson
1:40.0,,,23-31,3,C. Frye makes 3-pt shot from 24 ft (assist by L. James)
1:29.0,T. Rozier misses 2-pt shot from 19 ft,,23-31,,
1:29.0,,,23-31,,Defensive rebound by T. Thompson
1:07.0,,,23-34,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
0:50.0,J. Jerebko makes 2-pt shot from 18 ft (assist by T. Rozier),2,25-34,,
0:31.0,,,25-34,,I. Shumpert misses 2-pt shot from 8 ft
0:30.0,Defensive rebound by A. Bradley,,25-34,,
0:07.0,Turnover by A. Bradley (lost ball; steal by T. Thompson),,25-34,,
0:03.0,,,25-36,2,T. Thompson makes 2-pt shot at rim
0:00.0,T. Rozier misses 3-pt shot from 40 ft,,25-36,,
0:00.0,Offensive rebound by Team,,25-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Jerebko misses 2-pt shot from 7 ft,,25-36,,
11:39.0,,,25-36,,Defensive rebound by M. Dunleavy
11:21.0,,,25-36,,K. Love misses 2-pt shot at rim
11:14.0,,,25-36,,Offensive rebound by C. Frye
11:14.0,,,25-36,,C. Frye misses 2-pt shot at rim (block by J. Jerebko)
11:13.0,,,25-36,,Offensive rebound by K. Love
11:06.0,,,25-38,2,C. Frye makes 2-pt shot from 19 ft (assist by I. Shumpert)
10:47.0,M. Smart misses 2-pt shot from 17 ft,,25-38,,
10:46.0,,,25-38,,Defensive rebound by I. Shumpert
10:35.0,,,25-38,,K. Love misses 2-pt shot from 13 ft
10:33.0,Defensive rebound by M. Smart,,25-38,,
10:25.0,J. Mickey makes 2-pt shot from 17 ft (assist by M. Smart),2,27-38,,
10:06.0,,,27-38,,Shooting foul by T. Rozier (drawn by I. Shumpert)
10:06.0,,,27-39,1,I. Shumpert makes free throw 1 of 2
10:06.0,,,27-40,1,I. Shumpert makes free throw 2 of 2
10:06.0,A. Johnson enters the game for J. Mickey,,27-39,,
10:06.0,J. Brown enters the game for J. Jerebko,,27-39,,
9:51.0,G. Green makes 3-pt shot from 26 ft (assist by T. Rozier),3,30-40,,
9:33.0,,,30-40,,C. Frye misses 2-pt shot at rim
9:31.0,,,30-40,,Offensive rebound by K. Love
9:27.0,,,30-40,,K. Love misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by J. Brown,,30-40,,
9:24.0,T. Rozier makes 2-pt shot from 1 ft,2,32-40,,
9:24.0,,,32-40,,Cleveland full timeout
9:06.0,,,32-40,,K. Love misses 2-pt shot from 6 ft
9:04.0,Defensive rebound by T. Rozier,,32-40,,
8:53.0,G. Green misses 3-pt shot from 25 ft,,32-40,,
8:53.0,Offensive rebound by Team,,32-40,,
8:53.0,,,32-40,,Loose ball foul by C. Frye (drawn by A. Johnson)
8:53.0,,,32-40,,K. Irving enters the game for C. Frye
8:41.0,G. Green makes 3-pt shot from 26 ft (assist by A. Johnson),3,35-40,,
8:24.0,,,35-42,2,I. Shumpert makes 2-pt shot at rim (assist by K. Irving)
8:12.0,,,35-42,,Personal foul by I. Shumpert (drawn by M. Smart)
7:59.0,J. Brown misses 2-pt shot from 14 ft,,35-42,,
7:57.0,,,35-42,,Defensive rebound by R. Jefferson
7:51.0,,,35-42,,Turnover by K. Irving (bad pass)
7:36.0,G. Green misses 2-pt shot from 2 ft,,35-42,,
7:34.0,,,35-42,,Defensive rebound by K. Love
7:29.0,,,35-45,3,K. Love makes 3-pt shot from 26 ft (assist by K. Irving)
7:11.0,M. Smart misses 3-pt shot from 26 ft,,35-45,,
7:10.0,Offensive rebound by J. Brown,,35-45,,
7:07.0,J. Brown makes 2-pt shot from 1 ft,2,37-45,,
6:58.0,,,37-48,3,K. Irving makes 3-pt shot from 25 ft
6:41.0,Shooting foul by M. Dunleavy (drawn by M. Smart),,37-48,,
6:41.0,M. Smart makes free throw 1 of 2,1,38-48,,
6:41.0,M. Smart misses free throw 2 of 2,,38-48,,
6:41.0,A. Bradley enters the game for G. Green,,38-48,,
6:40.0,,,38-48,,Defensive rebound by K. Irving
6:33.0,,,38-51,3,K. Irving makes 3-pt shot from 25 ft
6:31.0,Boston full timeout,,38-51,,
6:31.0,I. Thomas enters the game for A. Johnson,,38-51,,
6:31.0,J. Jerebko enters the game for M. Smart,,38-51,,
6:31.0,T. Zeller enters the game for T. Rozier,,38-51,,
6:12.0,I. Thomas misses 3-pt shot from 26 ft,,38-51,,
6:11.0,,,38-51,,Defensive rebound by Team
6:00.0,,,38-53,2,R. Jefferson makes 2-pt shot at rim (assist by M. Dunleavy)
5:50.0,Shooting foul by K. Irving (drawn by I. Thomas),,38-53,,
5:50.0,I. Thomas makes free throw 1 of 2,1,39-53,,
5:50.0,I. Thomas makes free throw 2 of 2,1,40-53,,
5:50.0,M. Smart enters the game for J. Jerebko,,39-53,,
5:50.0,,,39-53,,J. Smith enters the game for K. Love
5:50.0,,,39-53,,T. Thompson enters the game for M. Dunleavy
5:50.0,,,39-53,,L. James enters the game for R. Jefferson
5:38.0,,,40-55,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
5:28.0,Shooting foul by I. Shumpert (drawn by I. Thomas),,40-55,,
5:28.0,I. Thomas makes free throw 1 of 2,1,41-55,,
5:28.0,I. Thomas makes free throw 2 of 2,1,42-55,,
5:13.0,,,42-58,3,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James)
5:02.0,Turnover by J. Brown (bad pass; steal by L. James),,42-58,,
4:56.0,,,42-60,2,K. Irving makes 2-pt shot from 1 ft
4:31.0,I. Thomas makes 2-pt shot from 2 ft,2,44-60,,
4:23.0,,,44-60,,K. Irving misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by Team,,44-60,,
4:03.0,M. Smart makes 2-pt shot from 12 ft (assist by I. Thomas),2,46-60,,
3:44.0,,,46-62,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
3:17.0,I. Thomas misses 2-pt shot from 4 ft (block by T. Thompson),,46-62,,
3:16.0,,,46-62,,Defensive rebound by I. Shumpert
2:55.0,,,46-62,,L. James misses 2-pt shot from 1 ft
2:54.0,,,46-62,,Offensive rebound by T. Thompson
2:54.0,,,46-64,2,T. Thompson makes 2-pt shot from 1 ft
2:54.0,Boston full timeout,,46-64,,
2:54.0,Official timeout,,46-64,,
2:54.0,,,46-64,,K. Love enters the game for I. Shumpert
2:37.0,Shooting foul by L. James (drawn by T. Zeller),,46-64,,
2:37.0,T. Zeller makes free throw 1 of 2,1,47-64,,
2:37.0,T. Zeller misses free throw 2 of 2,,47-64,,
2:37.0,A. Johnson enters the game for M. Smart,,47-64,,
2:36.0,Offensive rebound by A. Johnson,,47-64,,
2:17.0,A. Johnson misses 3-pt shot from 25 ft,,47-64,,
2:17.0,,,47-64,,Defensive rebound by K. Irving
2:09.0,Personal foul by A. Johnson (drawn by K. Love),,47-64,,
2:03.0,,,47-64,,Turnover by L. James (bad pass; steal by J. Brown)
1:50.0,I. Thomas makes 2-pt shot from 3 ft,2,49-64,,
1:45.0,,,49-64,,Shooting foul by A. Johnson (drawn by K. Love)
1:45.0,,,49-64,,K. Love misses free throw 1 of 2
1:45.0,,,49-64,,Offensive rebound by Team
1:45.0,,,49-65,1,K. Love makes free throw 2 of 2
1:22.0,J. Brown makes 2-pt shot at rim (assist by T. Zeller),2,51-65,,
1:09.0,,,51-68,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
0:58.0,T. Zeller misses 2-pt shot from 20 ft,,51-68,,
0:57.0,,,51-68,,Defensive rebound by K. Irving
0:46.0,,,51-68,,J. Smith misses 2-pt shot from 18 ft
0:44.0,Defensive rebound by A. Johnson,,51-68,,
0:37.0,J. Brown misses 3-pt shot from 25 ft,,51-68,,
0:36.0,,,51-68,,Defensive rebound by K. Irving
0:25.0,,,51-68,,K. Irving misses 2-pt shot from 22 ft
0:24.0,Defensive rebound by A. Bradley,,51-68,,
0:04.0,A. Bradley misses 3-pt shot from 26 ft,,51-68,,
0:03.0,,,51-68,,Defensive rebound by T. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by A. Johnson (bad pass; steal by J. Smith),,51-68,,
11:41.0,,,51-70,2,L. James makes 2-pt shot from 1 ft
11:28.0,I. Thomas makes 2-pt shot at rim (assist by A. Johnson),2,53-70,,
11:08.0,,,53-72,2,L. James makes 2-pt shot from 13 ft
10:51.0,A. Johnson makes 2-pt shot from 9 ft,2,55-72,,
10:30.0,,,55-72,,K. Irving misses 2-pt shot from 18 ft
10:30.0,,,55-72,,Offensive rebound by T. Thompson
10:22.0,,,55-72,,L. James misses 2-pt shot from 6 ft (block by J. Brown)
10:20.0,Defensive rebound by J. Brown,,55-72,,
10:16.0,A. Johnson misses 2-pt shot at rim (block by T. Thompson),,55-72,,
10:14.0,Offensive rebound by T. Zeller,,55-72,,
10:13.0,T. Zeller makes 2-pt shot from 5 ft,2,57-72,,
9:52.0,,,57-72,,K. Love misses 3-pt shot from 23 ft
9:52.0,Defensive rebound by T. Zeller,,57-72,,
9:45.0,I. Thomas misses 2-pt shot from 9 ft,,57-72,,
9:43.0,,,57-72,,Defensive rebound by K. Love
9:39.0,,,57-74,2,L. James makes 2-pt shot from 4 ft (assist by K. Love)
9:39.0,,,57-74,,Shooting foul by T. Zeller (drawn by L. James)
9:39.0,,,57-75,1,L. James makes free throw 1 of 1
9:31.0,Turnover by I. Thomas (lost ball; steal by J. Smith),,57-75,,
9:25.0,,,57-77,2,L. James makes 2-pt shot at rim (assist by K. Irving)
9:05.0,A. Bradley misses 2-pt shot from 2 ft (block by J. Smith),,57-77,,
9:03.0,Offensive rebound by A. Bradley,,57-77,,
9:03.0,A. Bradley makes 2-pt shot at rim,2,59-77,,
8:53.0,,,59-77,,K. Irving misses 2-pt shot from 14 ft (block by T. Zeller)
8:51.0,Defensive rebound by T. Zeller,,59-77,,
8:41.0,A. Bradley makes 2-pt shot from 1 ft (assist by A. Johnson),2,61-77,,
8:24.0,,,61-77,,Turnover by K. Love (lost ball; steal by J. Brown)
8:20.0,J. Brown misses 2-pt shot at rim (block by J. Smith),,61-77,,
8:20.0,Offensive rebound by Team,,61-77,,
8:20.0,,,61-77,,Cleveland full timeout
8:09.0,,,61-77,,Personal block foul by L. James (drawn by A. Bradley)
8:03.0,A. Bradley makes 2-pt shot from 21 ft (assist by T. Zeller),2,63-77,,
7:43.0,,,63-80,3,L. James makes 3-pt shot from 27 ft (assist by J. Smith)
7:24.0,J. Brown makes 2-pt shot from 1 ft,2,65-80,,
7:24.0,Shooting foul by T. Thompson (drawn by J. Brown),,65-80,,
7:24.0,J. Brown misses free throw 1 of 1,,65-80,,
7:23.0,,,65-80,,Defensive rebound by Team
7:09.0,,,65-80,,L. James misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by I. Thomas,,65-80,,
7:00.0,I. Thomas misses 2-pt shot at rim,,65-80,,
6:58.0,,,65-80,,Defensive rebound by T. Thompson
6:52.0,,,65-80,,K. Love misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by T. Zeller,,65-80,,
6:43.0,A. Bradley makes 3-pt shot from 26 ft,3,68-80,,
6:32.0,,,68-82,2,K. Irving makes 2-pt shot from 2 ft
6:18.0,Turnover by A. Bradley (bad pass),,68-82,,
6:01.0,,,68-82,,Shooting foul by A. Johnson (drawn by K. Love)
6:01.0,,,68-83,1,K. Love makes free throw 1 of 3
6:01.0,,,68-84,1,K. Love makes free throw 2 of 3
6:01.0,,,68-85,1,K. Love makes free throw 3 of 3
6:01.0,J. Jerebko enters the game for A. Johnson,,68-84,,
5:45.0,I. Thomas makes 2-pt shot from 1 ft (assist by T. Zeller),2,70-85,,
5:41.0,Personal foul by A. Bradley (drawn by K. Love),,70-85,,
5:41.0,,,70-85,,C. Frye enters the game for K. Love
5:35.0,,,70-85,,K. Irving misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by A. Bradley,,70-85,,
5:23.0,T. Zeller makes 2-pt shot from 8 ft (assist by I. Thomas),2,72-85,,
5:05.0,Def 3 sec tech foul by J. Brown,,72-85,,
5:05.0,,,72-85,,K. Irving misses technical free throw
5:05.0,,,72-85,,Offensive rebound by Team
5:05.0,M. Smart enters the game for J. Brown,,72-85,,
5:03.0,,,72-85,,Offensive foul by K. Irving
5:03.0,,,72-85,,Turnover by K. Irving (offensive foul)
4:47.0,J. Jerebko misses 2-pt shot from 7 ft,,72-85,,
4:47.0,,,72-85,,Defensive rebound by C. Frye
4:32.0,,,72-85,,Turnover by L. James (bad pass; steal by A. Bradley)
4:27.0,Shooting foul by J. Smith (drawn by I. Thomas),,72-85,,
4:27.0,I. Thomas makes free throw 1 of 2,1,73-85,,
4:27.0,I. Thomas makes free throw 2 of 2,1,74-85,,
4:27.0,,,73-85,,I. Shumpert enters the game for T. Thompson
4:17.0,,,74-88,3,C. Frye makes 3-pt shot from 23 ft (assist by L. James)
4:01.0,T. Zeller makes 2-pt shot at rim (assist by A. Bradley),2,76-88,,
3:49.0,,,76-88,,Turnover by C. Frye (offensive foul)
3:49.0,,,76-88,,Offensive foul by C. Frye
3:49.0,J. Mickey enters the game for T. Zeller,,76-88,,
3:49.0,G. Green enters the game for A. Bradley,,76-88,,
3:49.0,,,76-88,,R. Jefferson enters the game for K. Irving
3:36.0,I. Thomas misses 3-pt shot from 28 ft,,76-88,,
3:35.0,,,76-88,,Defensive rebound by R. Jefferson
3:12.0,,,76-90,2,L. James makes 2-pt shot from 1 ft
3:04.0,I. Thomas makes 2-pt shot at rim,2,78-90,,
3:04.0,Shooting foul by I. Shumpert (drawn by I. Thomas),,78-90,,
3:04.0,I. Thomas makes free throw 1 of 1,1,79-90,,
2:44.0,Personal block foul by I. Thomas (drawn by I. Shumpert),,79-90,,
2:44.0,Boston full timeout,,79-90,,
2:28.0,,,79-92,2,L. James makes 2-pt shot from 22 ft
2:14.0,Turnover by I. Thomas (lost ball; steal by C. Frye),,79-92,,
2:12.0,Personal foul by M. Smart (drawn by I. Shumpert),,79-92,,
2:12.0,,,79-93,1,I. Shumpert makes free throw 1 of 2
2:12.0,,,79-93,,I. Shumpert misses free throw 2 of 2
2:12.0,,,79-93,,M. Dunleavy enters the game for J. Smith
2:11.0,Defensive rebound by I. Thomas,,79-93,,
2:04.0,I. Thomas makes 2-pt shot from 1 ft,2,81-93,,
1:49.0,,,81-93,,C. Frye misses 2-pt shot from 22 ft
1:49.0,,,81-93,,Offensive rebound by Team
1:49.0,Loose ball foul by G. Green (drawn by M. Dunleavy),,81-93,,
1:49.0,,,81-93,,M. Dunleavy misses free throw 1 of 2
1:49.0,,,81-93,,Offensive rebound by Team
1:49.0,,,81-94,1,M. Dunleavy makes free throw 2 of 2
1:38.0,I. Thomas misses 2-pt shot from 18 ft,,81-94,,
1:38.0,,,81-94,,Defensive rebound by Team
1:15.0,,,81-96,2,L. James makes 2-pt shot from 1 ft
1:01.0,G. Green misses 3-pt shot from 25 ft,,81-96,,
1:01.0,,,81-96,,Defensive rebound by Team
1:01.0,Loose ball foul by J. Mickey (drawn by M. Dunleavy),,81-96,,
1:01.0,,,81-97,1,M. Dunleavy makes free throw 1 of 2
1:01.0,,,81-98,1,M. Dunleavy makes free throw 2 of 2
1:01.0,T. Rozier enters the game for I. Thomas,,81-97,,
1:01.0,J. Brown enters the game for J. Jerebko,,81-97,,
0:42.0,G. Green misses 2-pt shot from 15 ft,,81-98,,
0:41.0,,,81-98,,Defensive rebound by L. James
0:35.0,,,81-100,2,L. James makes 2-pt shot from 15 ft
0:22.0,M. Smart makes 2-pt shot from 1 ft (assist by J. Brown),2,83-100,,
0:01.0,,,83-100,,L. James misses 3-pt shot from 29 ft
0:01.0,,,83-100,,Offensive rebound by I. Shumpert
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,83-100,,K. Love misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by J. Mickey,,83-100,,
11:27.0,M. Smart makes 3-pt shot from 25 ft (assist by J. Brown),3,86-100,,
11:11.0,Personal foul by J. Mickey (drawn by K. Love),,86-100,,
11:04.0,,,86-100,,K. Irving misses 3-pt shot from 25 ft
11:04.0,Defensive rebound by Team,,86-100,,
10:47.0,A. Bradley makes 2-pt shot at rim (assist by M. Smart),2,88-100,,
10:35.0,Personal block foul by J. Mickey (drawn by M. Dunleavy),,88-100,,
10:35.0,A. Johnson enters the game for J. Mickey,,88-100,,
10:34.0,Personal foul by J. Brown (drawn by R. Jefferson),,88-100,,
10:21.0,,,88-102,2,K. Irving makes 2-pt shot from 16 ft
10:05.0,M. Smart misses 3-pt shot from 24 ft,,88-102,,
10:04.0,,,88-102,,Defensive rebound by K. Love
9:52.0,Jump ball: R. Jefferson vs. T. Rozier (K. Irving gains possession),,,,Jump ball: R. Jefferson vs. T. Rozier (K. Irving gains possession)
9:38.0,,,88-102,,I. Shumpert misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by Team,,88-102,,
9:19.0,A. Bradley misses 2-pt shot from 19 ft,,88-102,,
9:19.0,,,88-102,,Defensive rebound by K. Love
9:10.0,Personal foul by M. Smart (drawn by K. Love),,88-102,,
9:03.0,,,88-102,,R. Jefferson misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by T. Rozier,,88-102,,
8:54.0,A. Bradley misses 2-pt shot from 16 ft,,88-102,,
8:53.0,,,88-102,,Defensive rebound by R. Jefferson
8:46.0,,,88-102,,Shooting foul by T. Rozier (drawn by K. Irving)
8:46.0,Official timeout,,88-102,,
8:46.0,,,88-103,1,K. Irving makes free throw 1 of 2
8:46.0,,,88-104,1,K. Irving makes free throw 2 of 2
8:46.0,J. Young enters the game for M. Smart,,88-102,,
8:37.0,T. Rozier makes 3-pt shot from 24 ft,3,91-104,,
8:37.0,,,91-104,,Loose ball foul by K. Irving (drawn by A. Johnson)
8:37.0,A. Johnson makes free throw 1 of 1,1,92-104,,
8:25.0,,,92-104,,M. Dunleavy misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by A. Bradley,,92-104,,
8:04.0,A. Bradley makes 2-pt shot from 13 ft,2,94-104,,
7:52.0,,,94-104,,Turnover by K. Irving (bad pass)
7:40.0,A. Bradley makes 3-pt shot from 26 ft (assist by A. Johnson),3,97-104,,
7:39.0,,,97-104,,Cleveland full timeout
7:39.0,,,97-104,,J. Smith enters the game for I. Shumpert
7:39.0,,,97-104,,T. Thompson enters the game for M. Dunleavy
7:39.0,,,97-104,,L. James enters the game for R. Jefferson
7:22.0,,,97-104,,L. James misses 2-pt shot from 7 ft
7:21.0,Defensive rebound by A. Bradley,,97-104,,
7:15.0,A. Johnson misses 2-pt shot from 1 ft (block by K. Love),,97-104,,
7:12.0,Offensive rebound by A. Johnson,,97-104,,
7:09.0,A. Bradley misses 3-pt shot from 24 ft,,97-104,,
7:08.0,Offensive rebound by J. Brown,,97-104,,
7:05.0,A. Bradley misses 2-pt shot from 8 ft,,97-104,,
7:05.0,,,97-104,,Defensive rebound by K. Love
7:05.0,Personal foul by J. Brown (drawn by K. Love),,97-104,,
7:05.0,,,97-105,1,K. Love makes free throw 1 of 2
7:05.0,,,97-106,1,K. Love makes free throw 2 of 2
6:51.0,T. Rozier makes 2-pt shot from 1 ft,2,99-106,,
6:42.0,Personal foul by J. Brown (drawn by T. Thompson),,99-106,,
6:42.0,,,99-106,,T. Thompson misses free throw 1 of 2
6:42.0,,,99-106,,Offensive rebound by Team
6:42.0,,,99-107,1,T. Thompson makes free throw 2 of 2
6:42.0,,,99-106,,I. Shumpert enters the game for K. Irving
6:42.0,I. Thomas enters the game for J. Young,,99-106,,
6:17.0,J. Brown makes 3-pt shot from 26 ft (assist by I. Thomas),3,102-107,,
6:01.0,,,102-109,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
5:42.0,I. Thomas misses 3-pt shot from 25 ft,,102-109,,
5:41.0,,,102-109,,Defensive rebound by L. James
5:28.0,,,102-109,,I. Shumpert misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by A. Bradley,,102-109,,
5:25.0,Shooting foul by I. Shumpert (drawn by A. Bradley),,102-109,,
5:25.0,A. Bradley makes free throw 1 of 2,1,103-109,,
5:25.0,A. Bradley makes free throw 2 of 2,1,104-109,,
5:25.0,T. Zeller enters the game for T. Rozier,,103-109,,
5:25.0,M. Smart enters the game for J. Brown,,103-109,,
5:09.0,,,104-111,2,L. James makes 2-pt shot from 17 ft
4:45.0,A. Johnson misses 3-pt shot from 24 ft,,104-111,,
4:44.0,,,104-111,,Defensive rebound by L. James
4:38.0,,,104-113,2,K. Love makes 2-pt shot at rim (assist by L. James)
4:38.0,Boston full timeout,,104-113,,
4:38.0,J. Brown enters the game for A. Johnson,,104-113,,
4:23.0,J. Brown misses 2-pt shot from 8 ft,,104-113,,
4:21.0,Offensive rebound by J. Brown,,104-113,,
4:21.0,,,104-113,,Personal foul by J. Smith (drawn by J. Brown)
4:11.0,J. Brown makes 3-pt shot from 25 ft (assist by I. Thomas),3,107-113,,
3:44.0,,,107-113,,K. Love misses 2-pt shot from 7 ft
3:43.0,Defensive rebound by M. Smart,,107-113,,
3:36.0,J. Brown misses 3-pt shot from 23 ft,,107-113,,
3:36.0,,,107-113,,Defensive rebound by L. James
3:23.0,,,107-113,,I. Shumpert misses 3-pt shot from 24 ft
3:23.0,,,107-113,,Offensive rebound by K. Love
