time,Oklahoma City,pts.away,score,pts.home,New Orleans
6:43.0,Shooting foul by A. Ajinca (drawn by R. Westbrook),,16-15,,
6:43.0,R. Westbrook misses free throw 1 of 2,,16-15,,
6:43.0,Offensive rebound by Team,,16-15,,
6:43.0,R. Westbrook makes free throw 2 of 2,1,17-15,,
6:43.0,,,16-15,,T. Jones enters the game for A. Ajinca
6:30.0,,,17-15,,A. Davis misses 3-pt shot from 25 ft
6:30.0,Defensive rebound by A. Roberson,,17-15,,
6:20.0,S. Adams misses 2-pt shot from 8 ft,,17-15,,
6:20.0,Offensive rebound by S. Adams,,17-15,,
6:11.0,A. Roberson makes 2-pt shot from 2 ft (assist by S. Adams),2,19-15,,
6:02.0,,,19-15,,A. Davis misses 2-pt shot from 6 ft
5:57.0,Defensive rebound by A. Roberson,,19-15,,
5:49.0,A. Roberson misses 3-pt shot from 26 ft,,19-15,,
5:48.0,,,19-15,,Defensive rebound by A. Davis
5:39.0,,,19-15,,Shooting foul by E. Kanter (drawn by A. Davis)
5:39.0,,,19-15,,New Orleans full timeout
5:39.0,,,19-16,1,A. Davis makes free throw 1 of 2
5:39.0,,,19-17,1,A. Davis makes free throw 2 of 2
5:39.0,A. Abrines enters the game for A. Morrow,,19-15,,
5:22.0,S. Adams makes 2-pt shot from 6 ft,2,21-17,,
5:07.0,,,21-19,2,T. Jones makes 2-pt shot from 17 ft (assist by A. Davis)
4:52.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,24-19,,
4:30.0,,,24-19,,A. Davis misses 2-pt shot from 7 ft
4:30.0,Defensive rebound by R. Westbrook,,24-19,,
4:25.0,S. Adams misses 2-pt shot from 2 ft,,24-19,,
4:23.0,,,24-19,,Defensive rebound by A. Davis
4:17.0,,,24-19,,B. Hield misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by A. Roberson,,24-19,,
4:04.0,E. Kanter makes 2-pt shot from 5 ft,2,26-19,,
3:50.0,,,26-19,,T. Jones misses 2-pt shot from 16 ft
3:50.0,Defensive rebound by A. Roberson,,26-19,,
3:31.0,R. Westbrook misses 2-pt shot from 21 ft,,26-19,,
3:30.0,,,26-19,,Defensive rebound by A. Davis
3:23.0,,,26-21,2,A. Davis makes 2-pt shot at rim
3:10.0,Turnover by A. Abrines (bad pass),,26-21,,
3:10.0,,,26-21,,E. Moore enters the game for B. Hield
2:59.0,,,26-21,,A. Davis misses 2-pt shot from 15 ft
2:58.0,Defensive rebound by E. Kanter,,26-21,,
2:54.0,Turnover by S. Adams (offensive foul),,26-21,,
2:54.0,Offensive foul by S. Adams,,26-21,,
2:54.0,Oklahoma City full timeout,,26-21,,
2:54.0,S. Christon enters the game for R. Westbrook,,26-21,,
2:54.0,J. Lauvergne enters the game for S. Adams,,26-21,,
2:54.0,,,26-21,,T. Evans enters the game for S. Hill
2:54.0,,,26-21,,T. Frazier enters the game for J. Holiday
2:34.0,,,26-24,3,E. Moore makes 3-pt shot from 25 ft (assist by T. Evans)
2:13.0,E. Kanter misses 2-pt shot from 7 ft,,26-24,,
2:12.0,,,26-24,,Defensive rebound by T. Jones
2:01.0,,,26-24,,T. Jones misses 2-pt shot from 5 ft
2:00.0,Defensive rebound by J. Lauvergne,,26-24,,
1:56.0,,,26-24,,Personal block foul by T. Evans (drawn by E. Kanter)
1:56.0,J. Grant enters the game for A. Roberson,,26-24,,
1:50.0,S. Christon makes 2-pt shot from 1 ft,2,28-24,,
1:29.0,,,28-26,2,T. Frazier makes 2-pt shot from 17 ft (assist by T. Evans)
1:09.0,E. Kanter makes 2-pt shot from 1 ft,2,30-26,,
0:55.0,,,30-28,2,T. Jones makes 2-pt shot from 2 ft (assist by T. Evans)
0:34.0,J. Lauvergne makes 2-pt shot from 9 ft,2,32-28,,
0:25.0,,,32-28,,A. Davis misses 2-pt shot from 3 ft
0:23.0,Defensive rebound by A. Abrines,,32-28,,
0:03.0,S. Christon makes 2-pt shot from 2 ft,2,34-28,,
0:00.0,,,34-28,,T. Evans misses 3-pt shot from 42 ft
0:00.0,,,34-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,34-28,,E. Moore misses 2-pt shot from 16 ft
11:45.0,,,34-28,,Offensive rebound by Team
11:45.0,Loose ball foul by J. Lauvergne (drawn by T. Jones),,34-28,,
11:41.0,Personal foul by A. Abrines (drawn by O. Asik),,34-28,,
11:26.0,,,34-30,2,T. Frazier makes 2-pt shot from 7 ft
11:16.0,,,34-30,,Personal foul by E. Moore (drawn by A. Abrines)
11:08.0,A. Abrines misses 3-pt shot from 26 ft,,34-30,,
11:07.0,,,34-30,,Defensive rebound by T. Evans
11:01.0,,,34-30,,Turnover by T. Jones (lost ball)
10:41.0,S. Christon misses 2-pt shot from 18 ft,,34-30,,
10:40.0,,,34-30,,Defensive rebound by T. Frazier
10:29.0,Personal foul by S. Christon (drawn by O. Asik),,34-30,,
10:24.0,,,34-30,,E. Moore misses 2-pt shot from 6 ft
10:23.0,,,34-30,,Offensive rebound by O. Asik
10:21.0,,,34-30,,O. Asik misses 2-pt shot from 2 ft (block by J. Grant)
10:20.0,Defensive rebound by E. Kanter,,34-30,,
10:16.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by E. Kanter),2,36-30,,
9:50.0,,,36-33,3,E. Moore makes 3-pt shot from 24 ft (assist by O. Asik)
9:48.0,Oklahoma City full timeout,,36-33,,
9:33.0,A. Abrines makes 3-pt shot from 25 ft (assist by S. Christon),3,39-33,,
9:10.0,,,39-35,2,T. Frazier makes 2-pt shot from 20 ft
8:45.0,S. Christon misses 3-pt shot from 25 ft,,39-35,,
8:42.0,Offensive rebound by J. Grant,,39-35,,
8:35.0,A. Abrines misses 3-pt shot from 25 ft,,39-35,,
8:35.0,Offensive rebound by E. Kanter,,39-35,,
8:28.0,J. Lauvergne makes 2-pt shot from 7 ft,2,41-35,,
8:13.0,,,41-37,2,T. Jones makes 2-pt shot from 3 ft (assist by T. Frazier)
7:46.0,J. Grant makes 3-pt shot from 23 ft (assist by S. Christon),3,44-37,,
7:24.0,,,44-37,,Turnover by T. Evans (lost ball; steal by A. Abrines)
7:21.0,E. Kanter makes 2-pt shot at rim (assist by S. Christon),2,46-37,,
7:14.0,,,46-37,,New Orleans full timeout
7:14.0,R. Westbrook enters the game for S. Christon,,46-37,,
7:14.0,,,46-37,,D. Cunningham enters the game for T. Jones
7:14.0,,,46-37,,A. Davis enters the game for T. Evans
7:14.0,,,46-37,,J. Holiday enters the game for O. Asik
7:07.0,,,46-37,,Turnover by J. Holiday (lost ball; steal by R. Westbrook)
6:46.0,E. Kanter misses 2-pt shot from 5 ft (block by A. Davis),,46-37,,
6:46.0,Offensive rebound by E. Kanter,,46-37,,
6:46.0,,,46-37,,Personal foul by A. Davis (drawn by E. Kanter)
6:38.0,,,46-37,,S. Hill enters the game for E. Moore
6:35.0,A. Abrines misses 3-pt shot from 24 ft,,46-37,,
6:34.0,,,46-37,,Defensive rebound by T. Frazier
6:21.0,,,46-37,,Turnover by A. Davis (bad pass; steal by J. Lauvergne)
6:16.0,S. Adams enters the game for J. Lauvergne,,46-37,,
6:15.0,Turnover by A. Abrines (traveling),,46-37,,
5:56.0,,,46-37,,Shooting foul by A. Abrines (drawn by T. Frazier)
5:56.0,,,46-38,1,T. Frazier makes free throw 1 of 2
5:56.0,,,46-39,1,T. Frazier makes free throw 2 of 2
5:56.0,A. Morrow enters the game for A. Abrines,,46-38,,
5:42.0,R. Westbrook misses 2-pt shot from 8 ft,,46-39,,
5:41.0,,,46-39,,Defensive rebound by A. Davis
5:37.0,,,46-41,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Frazier)
5:37.0,,,46-41,,Shooting foul by S. Adams (drawn by A. Davis)
5:37.0,,,46-42,1,A. Davis makes free throw 1 of 1
5:26.0,R. Westbrook misses 2-pt shot from 16 ft,,46-42,,
5:25.0,,,46-42,,Defensive rebound by T. Frazier
5:12.0,,,46-42,,A. Davis misses 2-pt shot from 11 ft
5:11.0,Defensive rebound by E. Kanter,,46-42,,
5:08.0,R. Westbrook makes 2-pt shot from 2 ft,2,48-42,,
4:58.0,,,48-44,2,A. Davis makes 2-pt shot from 20 ft (assist by T. Frazier)
4:32.0,Turnover by R. Westbrook (lost ball; steal by J. Holiday),,48-44,,
4:32.0,Personal foul by S. Adams (drawn by J. Holiday),,48-44,,
4:32.0,,,48-45,1,J. Holiday makes free throw 1 of 2
4:32.0,,,48-46,1,J. Holiday makes free throw 2 of 2
4:23.0,R. Westbrook misses 3-pt shot from 26 ft,,48-46,,
4:23.0,,,48-46,,Defensive rebound by D. Cunningham
4:13.0,,,48-49,3,J. Holiday makes 3-pt shot from 24 ft
3:52.0,Turnover by E. Kanter (3 sec),,48-49,,
3:43.0,Personal block foul by J. Grant (drawn by A. Davis),,48-49,,
3:43.0,,,48-50,1,A. Davis makes free throw 1 of 2
3:43.0,,,48-51,1,A. Davis makes free throw 2 of 2
3:43.0,J. Lauvergne enters the game for S. Adams,,48-50,,
3:28.0,Shooting foul by D. Cunningham (drawn by R. Westbrook),,48-51,,
3:28.0,R. Westbrook makes free throw 1 of 2,1,49-51,,
3:28.0,R. Westbrook makes free throw 2 of 2,1,50-51,,
3:23.0,,,50-53,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Frazier)
3:11.0,Shooting foul by A. Davis (drawn by R. Westbrook),,50-53,,
3:11.0,R. Westbrook makes free throw 1 of 2,1,51-53,,
3:11.0,R. Westbrook makes free throw 2 of 2,1,52-53,,
3:11.0,,,51-53,,T. Jones enters the game for A. Davis
3:11.0,A. Roberson enters the game for J. Grant,,51-53,,
3:02.0,,,52-53,,J. Holiday misses 2-pt shot from 2 ft
3:02.0,Defensive rebound by E. Kanter,,52-53,,
3:02.0,,,52-53,,Personal foul by J. Holiday (drawn by E. Kanter)
3:02.0,E. Kanter makes free throw 1 of 2,1,53-53,,
3:02.0,E. Kanter makes free throw 2 of 2,1,54-53,,
2:49.0,,,54-53,,Turnover by J. Holiday (bad pass; steal by A. Roberson)
2:44.0,R. Westbrook misses 2-pt shot from 2 ft,,54-53,,
2:44.0,,,54-53,,Defensive rebound by Team
2:44.0,Official timeout,,54-53,,
2:30.0,,,54-55,2,J. Holiday makes 2-pt shot from 18 ft
2:11.0,A. Roberson makes 3-pt shot from 24 ft (assist by R. Westbrook),3,57-55,,
1:50.0,,,57-55,,T. Jones misses 2-pt shot from 2 ft (block by E. Kanter)
1:48.0,Defensive rebound by R. Westbrook,,57-55,,
1:46.0,Turnover by R. Westbrook (bad pass; steal by T. Frazier),,57-55,,
1:37.0,,,57-55,,D. Cunningham misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by E. Kanter,,57-55,,
1:27.0,Oklahoma City full timeout,,57-55,,
1:20.0,,,57-55,,Personal foul by J. Holiday (drawn by R. Westbrook)
1:20.0,R. Westbrook misses free throw 1 of 2,,57-55,,
1:20.0,Offensive rebound by Team,,57-55,,
1:20.0,R. Westbrook makes free throw 2 of 2,1,58-55,,
1:20.0,,,57-55,,E. Moore enters the game for J. Holiday
1:08.0,,,58-55,,E. Moore misses 2-pt shot from 10 ft
1:07.0,Defensive rebound by A. Roberson,,58-55,,
1:02.0,R. Westbrook makes 2-pt shot from 2 ft,2,60-55,,
0:48.0,,,60-55,,Shooting foul by E. Kanter (drawn by T. Jones)
0:48.0,,,60-57,2,T. Jones makes 2-pt shot from 2 ft
0:48.0,,,60-58,1,T. Jones makes free throw 1 of 1
0:29.0,R. Westbrook makes 3-pt shot from 26 ft,3,63-58,,
0:04.0,,,63-58,,T. Frazier misses 2-pt shot from 17 ft
0:04.0,Defensive rebound by A. Morrow,,63-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,63-60,2,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday)
11:23.0,S. Adams misses 2-pt shot from 5 ft,,63-60,,
11:22.0,,,63-60,,Defensive rebound by A. Davis
11:09.0,,,63-62,2,J. Holiday makes 2-pt shot from 1 ft
10:58.0,Turnover by R. Westbrook (bad pass; steal by A. Davis),,63-62,,
10:53.0,,,63-64,2,T. Jones makes 2-pt shot from 3 ft
10:52.0,Oklahoma City full timeout,,63-64,,
10:43.0,R. Westbrook misses 2-pt shot from 2 ft (block by T. Jones),,63-64,,
10:42.0,Offensive rebound by S. Adams,,63-64,,
10:41.0,S. Adams makes 2-pt shot from 2 ft,2,65-64,,
10:37.0,Inbound foul by R. Westbrook,,65-64,,
10:37.0,,,65-64,,A. Davis misses free throw 1 of 1
10:25.0,,,65-64,,Offensive rebound by Team
10:25.0,,,65-66,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
10:14.0,A. Morrow misses 2-pt shot from 3 ft,,65-66,,
10:13.0,,,65-66,,Defensive rebound by A. Davis
9:53.0,,,65-68,2,T. Jones makes 2-pt shot from 6 ft
9:38.0,R. Westbrook makes 2-pt shot from 1 ft,2,67-68,,
9:17.0,,,67-68,,T. Jones misses 2-pt shot from 3 ft
9:16.0,Defensive rebound by D. Sabonis,,67-68,,
9:14.0,Shooting foul by B. Hield (drawn by R. Westbrook),,67-68,,
9:14.0,R. Westbrook makes free throw 1 of 2,1,68-68,,
9:14.0,R. Westbrook makes free throw 2 of 2,1,69-68,,
9:02.0,,,69-70,2,T. Jones makes 2-pt shot at rim (assist by J. Holiday)
8:38.0,D. Sabonis misses 3-pt shot from 24 ft,,69-70,,
8:38.0,Offensive rebound by S. Adams,,69-70,,
8:29.0,R. Westbrook misses 3-pt shot from 25 ft,,69-70,,
8:28.0,Offensive rebound by R. Westbrook,,69-70,,
8:24.0,R. Westbrook makes 2-pt shot from 2 ft,2,71-70,,
8:15.0,Def 3 sec tech foul by A. Morrow,,71-70,,
8:15.0,,,71-70,,A. Davis misses technical free throw
8:15.0,,,71-70,,Offensive rebound by Team
8:06.0,,,71-70,,Turnover by B. Hield (lost ball; steal by A. Roberson)
8:03.0,Shooting foul by B. Hield (drawn by R. Westbrook),,71-70,,
8:03.0,R. Westbrook makes free throw 1 of 2,1,72-70,,
8:03.0,R. Westbrook makes free throw 2 of 2,1,73-70,,
7:51.0,,,73-70,,Turnover by A. Davis (lost ball; steal by A. Morrow)
7:46.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,75-70,,
7:44.0,,,75-70,,New Orleans full timeout
7:25.0,,,75-70,,B. Hield misses 3-pt shot from 25 ft
7:24.0,Defensive rebound by D. Sabonis,,75-70,,
7:11.0,R. Westbrook misses 3-pt shot from 25 ft,,75-70,,
7:11.0,,,75-70,,Defensive rebound by S. Hill
6:55.0,,,75-72,2,T. Jones makes 2-pt shot from 2 ft (assist by J. Holiday)
6:39.0,Offensive foul by S. Adams,,75-72,,
6:39.0,Turnover by S. Adams (offensive foul),,75-72,,
6:39.0,E. Kanter enters the game for S. Adams,,75-72,,
6:31.0,,,75-72,,Turnover by J. Holiday (bad pass; steal by A. Morrow)
6:14.0,A. Roberson misses 2-pt shot from 3 ft,,75-72,,
6:13.0,,,75-72,,Defensive rebound by B. Hield
5:59.0,Personal foul by R. Westbrook (drawn by T. Jones),,75-72,,
5:54.0,,,75-72,,Shooting foul by D. Sabonis (drawn by T. Jones)
5:54.0,,,75-72,,T. Jones misses free throw 1 of 2
5:54.0,,,75-72,,Offensive rebound by Team
5:54.0,,,75-72,,T. Jones misses free throw 2 of 2
5:54.0,A. Abrines enters the game for A. Morrow,,75-72,,
5:52.0,Defensive rebound by D. Sabonis,,75-72,,
5:38.0,Turnover by R. Westbrook (bad pass; steal by T. Jones),,75-72,,
5:33.0,,,75-74,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Jones)
5:12.0,R. Westbrook misses 3-pt shot from 25 ft,,75-74,,
5:11.0,,,75-74,,Defensive rebound by A. Davis
5:03.0,,,75-74,,S. Hill misses 2-pt shot from 17 ft
5:02.0,Defensive rebound by R. Westbrook,,75-74,,
4:58.0,,,75-74,,Shooting block foul by A. Davis (drawn by R. Westbrook)
4:58.0,R. Westbrook makes free throw 1 of 2,1,76-74,,
4:58.0,R. Westbrook makes free throw 2 of 2,1,77-74,,
4:58.0,J. Lauvergne enters the game for D. Sabonis,,76-74,,
4:58.0,,,76-74,,E. Moore enters the game for B. Hield
4:49.0,,,77-76,2,A. Davis makes 2-pt shot at rim (assist by E. Moore)
4:34.0,R. Westbrook makes 2-pt shot from 17 ft,2,79-76,,
4:26.0,,,79-76,,E. Moore misses 3-pt shot from 23 ft
4:24.0,Defensive rebound by J. Lauvergne,,79-76,,
4:18.0,R. Westbrook misses 2-pt shot from 2 ft,,79-76,,
4:17.0,,,79-76,,Defensive rebound by A. Davis
4:06.0,,,79-76,,E. Moore misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by E. Kanter,,79-76,,
3:44.0,J. Lauvergne misses 2-pt shot from 3 ft (block by A. Davis),,79-76,,
3:41.0,Offensive rebound by J. Lauvergne,,79-76,,
3:32.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,81-76,,
3:12.0,,,81-76,,A. Davis misses 2-pt shot from 22 ft
3:09.0,Defensive rebound by R. Westbrook,,81-76,,
2:59.0,A. Roberson misses 3-pt shot from 26 ft,,81-76,,
2:58.0,,,81-76,,Defensive rebound by J. Holiday
2:54.0,,,81-76,,T. Jones misses 2-pt shot from 7 ft (block by E. Kanter)
2:52.0,,,81-76,,Offensive rebound by S. Hill
2:48.0,,,81-79,3,S. Hill makes 3-pt shot from 26 ft (assist by J. Holiday)
2:23.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by R. Westbrook),2,83-79,,
2:14.0,,,83-79,,J. Holiday misses 2-pt shot from 2 ft
2:12.0,Defensive rebound by E. Kanter,,83-79,,
2:08.0,R. Westbrook misses 3-pt shot from 25 ft,,83-79,,
2:06.0,,,83-79,,Defensive rebound by J. Holiday
2:05.0,,,83-81,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
2:05.0,Oklahoma City full timeout,,83-81,,
2:05.0,S. Christon enters the game for R. Westbrook,,83-81,,
2:05.0,,,83-81,,T. Frazier enters the game for S. Hill
2:05.0,,,83-81,,D. Cunningham enters the game for A. Davis
2:05.0,,,83-81,,T. Evans enters the game for J. Holiday
1:51.0,,,83-81,,O. Asik enters the game for T. Jones
1:43.0,E. Kanter misses 2-pt shot from 2 ft,,83-81,,
1:36.0,Offensive rebound by A. Roberson,,83-81,,
1:36.0,A. Roberson makes 2-pt shot from 2 ft,2,85-81,,
1:17.0,,,85-81,,Turnover by T. Evans (bad pass; steal by J. Lauvergne)
1:03.0,A. Roberson makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,87-81,,
0:51.0,J. Grant enters the game for A. Roberson,,87-81,,
0:40.0,,,87-81,,T. Evans misses 2-pt shot from 22 ft
0:39.0,Defensive rebound by Team,,87-81,,
0:33.0,S. Christon misses 2-pt shot from 10 ft,,87-81,,
0:33.0,,,87-81,,Defensive rebound by O. Asik
0:16.0,,,87-81,,T. Frazier misses 2-pt shot from 16 ft
0:16.0,,,87-81,,Offensive rebound by E. Moore
0:04.0,,,87-83,2,T. Evans makes 2-pt shot from 3 ft
0:04.0,,,87-83,,Shooting foul by E. Kanter (drawn by T. Evans)
0:04.0,,,87-84,1,T. Evans makes free throw 1 of 1
0:00.0,S. Christon misses 3-pt shot from 52 ft,,87-84,,
0:00.0,Offensive rebound by Team,,87-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,87-84,,Def 3 sec tech foul by T. Evans
11:47.0,A. Abrines misses technical free throw,,87-84,,
11:47.0,Offensive rebound by Team,,87-84,,
11:41.0,,,87-84,,Personal foul by O. Asik (drawn by E. Kanter)
11:32.0,J. Lauvergne makes 2-pt shot at rim (assist by S. Christon),2,89-84,,
11:10.0,,,89-87,3,T. Evans makes 3-pt shot from 27 ft (assist by L. Galloway)
10:43.0,A. Abrines makes 3-pt shot from 26 ft (assist by J. Lauvergne),3,92-87,,
10:30.0,,,92-87,,T. Evans misses 2-pt shot from 19 ft
10:29.0,Defensive rebound by J. Lauvergne,,92-87,,
10:07.0,E. Kanter makes 2-pt shot from 8 ft,2,94-87,,
9:58.0,,,94-87,,T. Frazier misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by E. Kanter,,94-87,,
9:48.0,Shooting foul by L. Galloway (drawn by A. Abrines),,94-87,,
9:48.0,A. Abrines makes 2-pt shot from 2 ft,2,96-87,,
9:48.0,A. Abrines makes free throw 1 of 1,1,97-87,,
9:48.0,,,96-87,,J. Holiday enters the game for L. Galloway
9:48.0,,,96-87,,A. Davis enters the game for O. Asik
9:24.0,,,97-87,,T. Evans misses 2-pt shot from 5 ft (block by J. Grant)
9:23.0,Defensive rebound by J. Lauvergne,,97-87,,
9:18.0,A. Abrines makes 3-pt shot from 23 ft (assist by S. Christon),3,100-87,,
9:07.0,,,100-89,2,T. Frazier makes 2-pt shot from 1 ft (assist by A. Davis)
8:47.0,Official timeout,,100-89,,
8:47.0,,,100-89,,T. Jones enters the game for D. Cunningham
8:43.0,S. Christon makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,102-89,,
8:23.0,,,102-89,,T. Jones misses 2-pt shot from 2 ft
8:19.0,Defensive rebound by A. Abrines,,102-89,,
8:04.0,A. Abrines makes 3-pt shot from 27 ft (assist by J. Grant),3,105-89,,
7:43.0,,,105-92,3,J. Holiday makes 3-pt shot from 25 ft
7:23.0,J. Lauvergne misses 3-pt shot from 26 ft,,105-92,,
7:22.0,Offensive rebound by E. Kanter,,105-92,,
7:21.0,E. Kanter misses 2-pt shot from 2 ft,,105-92,,
7:20.0,Offensive rebound by E. Kanter,,105-92,,
7:20.0,Turnover by E. Kanter (traveling),,105-92,,
7:20.0,R. Westbrook enters the game for S. Christon,,105-92,,
7:05.0,,,105-92,,Shooting foul by E. Kanter (drawn by T. Jones)
7:05.0,,,105-93,1,T. Jones makes free throw 1 of 2
7:05.0,,,105-94,1,T. Jones makes free throw 2 of 2
7:05.0,,,105-93,,B. Hield enters the game for T. Evans
6:56.0,A. Abrines misses 3-pt shot from 25 ft,,105-94,,
6:55.0,Offensive rebound by E. Kanter,,105-94,,
6:54.0,E. Kanter makes 2-pt shot from 2 ft,2,107-94,,
6:41.0,,,107-97,3,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday)
6:24.0,,,107-97,,Personal foul by J. Holiday (drawn by R. Westbrook)
6:24.0,S. Adams enters the game for E. Kanter,,107-97,,
6:16.0,R. Westbrook misses 2-pt shot from 17 ft,,107-97,,
6:14.0,,,107-97,,Defensive rebound by T. Jones
5:56.0,,,107-97,,A. Davis misses 2-pt shot from 8 ft
5:56.0,,,107-97,,Offensive rebound by A. Davis
5:49.0,,,107-99,2,A. Davis makes 2-pt shot from 8 ft
5:30.0,,,107-99,,Shooting block foul by A. Davis (drawn by J. Grant)
5:30.0,,,107-99,,New Orleans full timeout
5:30.0,J. Grant misses free throw 1 of 2,,107-99,,
5:30.0,Offensive rebound by Team,,107-99,,
5:30.0,J. Grant makes free throw 2 of 2,1,108-99,,
5:11.0,,,108-99,,A. Davis misses 2-pt shot from 10 ft
5:10.0,Defensive rebound by R. Westbrook,,108-99,,
4:49.0,R. Westbrook makes 2-pt shot from 16 ft,2,110-99,,
4:35.0,,,110-99,,T. Jones misses 3-pt shot from 27 ft
4:34.0,,,110-99,,Offensive rebound by A. Davis
4:33.0,,,110-99,,A. Davis misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by J. Lauvergne,,110-99,,
4:09.0,A. Abrines misses 3-pt shot from 25 ft,,110-99,,
4:09.0,,,110-99,,Defensive rebound by Team
4:09.0,E. Kanter enters the game for J. Lauvergne,,110-99,,
4:09.0,A. Roberson enters the game for J. Grant,,110-99,,
4:00.0,,,110-101,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
3:41.0,E. Kanter misses 2-pt shot from 17 ft,,110-101,,
3:40.0,,,110-101,,Defensive rebound by J. Holiday
3:33.0,,,110-101,,J. Holiday misses 3-pt shot from 27 ft
3:32.0,Defensive rebound by A. Roberson,,110-101,,
3:32.0,Oklahoma City full timeout,,110-101,,
3:32.0,,,110-101,,L. Galloway enters the game for B. Hield
3:18.0,R. Westbrook makes 2-pt shot from 16 ft,2,112-101,,
3:05.0,,,112-101,,T. Jones misses 2-pt shot from 5 ft
