time,Detroit,pts.away,score,pts.home,Toronto
9:25.0,,,54-66,2,D. DeRozan makes 2-pt shot from 16 ft
8:58.0,M. Morris misses 3-pt shot from 25 ft,,54-66,,
8:58.0,,,54-66,,Defensive rebound by D. DeRozan
8:45.0,,,54-68,2,D. DeRozan makes 2-pt shot from 16 ft
8:31.0,I. Smith misses 2-pt shot from 21 ft,,54-68,,
8:30.0,,,54-68,,Defensive rebound by D. DeRozan
8:23.0,,,54-68,,Turnover by D. DeRozan (bad pass; steal by M. Morris)
8:18.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by M. Morris),2,56-68,,
8:01.0,,,56-68,,D. DeRozan misses 3-pt shot from 27 ft
8:01.0,Defensive rebound by A. Drummond,,56-68,,
7:49.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,58-68,,
7:25.0,,,58-70,2,D. DeRozan makes 2-pt shot from 14 ft
7:10.0,K. Caldwell-Pope misses 2-pt shot from 8 ft,,58-70,,
7:10.0,,,58-70,,Defensive rebound by K. Lowry
7:03.0,,,58-70,,D. Carroll misses 2-pt shot from 22 ft
7:02.0,,,58-70,,Offensive rebound by P. Siakam
7:01.0,,,58-70,,Shooting foul by A. Drummond (drawn by D. Carroll)
7:01.0,,,58-71,1,D. Carroll makes free throw 1 of 2
7:01.0,,,58-71,,D. Carroll misses free throw 2 of 2
7:00.0,Defensive rebound by T. Harris,,58-71,,
7:00.0,Detroit full timeout,,58-71,,
6:47.0,Shooting foul by J. Valanciunas (drawn by A. Drummond),,58-71,,
6:47.0,A. Drummond misses free throw 1 of 2,,58-71,,
6:47.0,Offensive rebound by Team,,58-71,,
6:47.0,A. Drummond misses free throw 2 of 2,,58-71,,
6:45.0,,,58-71,,Defensive rebound by J. Valanciunas
6:31.0,,,58-71,,D. DeRozan misses 2-pt shot from 13 ft
6:31.0,,,58-71,,Offensive rebound by J. Valanciunas
6:30.0,,,58-71,,J. Valanciunas misses 2-pt shot from 2 ft
6:29.0,Defensive rebound by M. Morris,,58-71,,
6:19.0,M. Morris misses 3-pt shot from 26 ft,,58-71,,
6:19.0,,,58-71,,Defensive rebound by P. Siakam
6:06.0,,,58-71,,K. Lowry misses 2-pt shot from 22 ft
6:05.0,Defensive rebound by M. Morris,,58-71,,
5:54.0,Turnover by Team (back court),,58-71,,
5:42.0,,,58-73,2,D. DeRozan makes 2-pt shot from 4 ft (assist by J. Valanciunas)
5:27.0,A. Drummond makes 2-pt shot at rim (assist by M. Morris),2,60-73,,
5:05.0,,,60-73,,Turnover by D. DeRozan (lost ball; steal by I. Smith)
4:59.0,A. Drummond makes 2-pt shot at rim (assist by I. Smith),2,62-73,,
4:40.0,,,62-75,2,K. Lowry makes 2-pt shot from 1 ft
4:20.0,Detroit full timeout,,62-75,,
4:20.0,J. Leuer enters the game for M. Morris,,62-75,,
4:17.0,Turnover by A. Drummond (lost ball; steal by K. Lowry),,62-75,,
4:08.0,,,62-75,,D. Carroll misses 2-pt shot from 5 ft
4:08.0,Defensive rebound by A. Drummond,,62-75,,
3:56.0,Turnover by A. Drummond (bad pass; steal by D. Carroll),,62-75,,
3:54.0,S. Johnson enters the game for K. Caldwell-Pope,,62-75,,
3:45.0,,,62-77,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
3:45.0,,,62-77,,Shooting foul by A. Drummond (drawn by D. DeRozan)
3:45.0,,,62-78,1,D. DeRozan makes free throw 1 of 1
3:45.0,,,62-77,,P. Patterson enters the game for P. Siakam
3:45.0,,,62-77,,T. Ross enters the game for D. Carroll
3:35.0,T. Harris makes 2-pt shot from 15 ft,2,64-78,,
3:20.0,,,64-80,2,D. DeRozan makes 2-pt shot from 16 ft
3:06.0,T. Harris makes 2-pt shot from 11 ft,2,66-80,,
2:53.0,,,66-80,,K. Lowry misses 3-pt shot from 23 ft
2:53.0,Defensive rebound by J. Leuer,,66-80,,
2:42.0,J. Leuer makes 3-pt shot from 25 ft (assist by I. Smith),3,69-80,,
2:40.0,,,69-80,,Toronto full timeout
2:40.0,,,69-80,,J. Poeltl enters the game for J. Valanciunas
2:40.0,,,69-80,,C. Joseph enters the game for K. Lowry
2:20.0,,,69-82,2,T. Ross makes 2-pt shot from 5 ft
2:05.0,Turnover by T. Harris (bad pass; steal by D. DeRozan),,69-82,,
1:57.0,,,69-84,2,D. DeRozan makes 2-pt shot from 5 ft
1:44.0,I. Smith misses 3-pt shot from 27 ft,,69-84,,
1:44.0,,,69-84,,Defensive rebound by P. Patterson
1:29.0,,,69-86,2,D. DeRozan makes 2-pt shot from 21 ft
1:00.0,I. Smith misses 3-pt shot from 28 ft,,69-86,,
1:00.0,Offensive rebound by A. Drummond,,69-86,,
0:59.0,Turnover by A. Drummond (bad pass; steal by P. Patterson),,69-86,,
0:48.0,,,69-86,,P. Patterson misses 3-pt shot from 23 ft
0:47.0,Defensive rebound by S. Johnson,,69-86,,
0:37.0,T. Harris misses 3-pt shot from 25 ft,,69-86,,
0:37.0,,,69-86,,Defensive rebound by D. DeRozan
0:29.0,,,69-86,,D. DeRozan misses 2-pt shot from 6 ft
0:29.0,Defensive rebound by J. Leuer,,69-86,,
0:20.0,S. Johnson makes 2-pt shot from 6 ft,2,71-86,,
0:00.0,,,71-86,,D. DeRozan misses 2-pt shot from 5 ft
0:00.0,,,71-86,,Offensive rebound by D. DeRozan
0:00.0,Personal foul by T. Harris (drawn by D. DeRozan),,71-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,71-86,,
11:38.0,,,71-86,,Defensive rebound by K. Lowry
11:25.0,,,71-86,,Shooting foul by A. Baynes (drawn by K. Lowry)
11:25.0,,,71-87,1,K. Lowry makes free throw 1 of 2
11:25.0,,,71-88,1,K. Lowry makes free throw 2 of 2
11:04.0,B. Udrih makes 2-pt shot from 10 ft,2,73-88,,
10:37.0,,,73-88,,J. Poeltl misses 2-pt shot from 6 ft
10:37.0,Defensive rebound by A. Baynes,,73-88,,
10:14.0,J. Leuer makes 2-pt shot from 15 ft,2,75-88,,
9:57.0,,,75-90,2,C. Joseph makes 2-pt shot from 1 ft
9:32.0,J. Leuer makes 2-pt shot from 1 ft (assist by S. Johnson),2,77-90,,
9:19.0,,,77-90,,P. Patterson misses 3-pt shot from 26 ft
9:19.0,,,77-90,,Offensive rebound by K. Lowry
9:15.0,,,77-90,,Turnover by K. Lowry (bad pass; steal by J. Leuer)
9:09.0,Shooting foul by J. Poeltl (drawn by B. Udrih),,77-90,,
9:09.0,B. Udrih makes free throw 1 of 2,1,78-90,,
9:09.0,B. Udrih misses free throw 2 of 2,,78-90,,
9:08.0,,,78-90,,Defensive rebound by P. Patterson
8:54.0,,,78-90,,T. Ross misses 3-pt shot from 26 ft
8:54.0,Defensive rebound by Team,,78-90,,
8:54.0,,,78-90,,Loose ball foul by P. Patterson (drawn by J. Leuer)
8:54.0,Official timeout,,78-90,,
8:45.0,B. Udrih misses 2-pt shot from 16 ft,,78-90,,
8:44.0,Offensive rebound by A. Baynes,,78-90,,
8:42.0,A. Baynes makes 2-pt shot at rim,2,80-90,,
8:16.0,,,80-90,,C. Joseph misses 2-pt shot from 17 ft
8:15.0,Defensive rebound by J. Leuer,,80-90,,
8:05.0,J. Leuer misses 3-pt shot from 25 ft,,80-90,,
8:04.0,,,80-90,,Defensive rebound by Team
8:04.0,Loose ball foul by A. Baynes (drawn by K. Lowry),,80-90,,
8:04.0,A. Drummond enters the game for A. Baynes,,80-90,,
7:45.0,,,80-92,2,J. Poeltl makes 2-pt shot at rim (assist by T. Ross)
7:29.0,Shooting foul by J. Poeltl (drawn by A. Drummond),,80-92,,
7:29.0,A. Drummond misses free throw 1 of 2,,80-92,,
7:29.0,Offensive rebound by Team,,80-92,,
7:29.0,A. Drummond misses free throw 2 of 2,,80-92,,
7:29.0,,,80-92,,Defensive rebound by T. Ross
7:29.0,M. Morris enters the game for S. Johnson,,80-92,,
7:29.0,T. Harris enters the game for J. Leuer,,80-92,,
7:16.0,,,80-95,3,K. Lowry makes 3-pt shot from 29 ft
7:03.0,Turnover by K. Caldwell-Pope (bad pass),,80-95,,
6:58.0,Personal foul by K. Caldwell-Pope (drawn by T. Ross),,80-95,,
6:58.0,I. Smith enters the game for B. Udrih,,80-95,,
6:44.0,,,80-95,,K. Lowry misses 2-pt shot from 4 ft
6:43.0,Defensive rebound by A. Drummond,,80-95,,
6:25.0,A. Drummond makes 2-pt shot from 11 ft,2,82-95,,
6:12.0,Personal foul by A. Drummond (drawn by K. Lowry),,82-95,,
6:12.0,,,82-95,,J. Valanciunas enters the game for J. Poeltl
6:12.0,,,82-95,,D. DeRozan enters the game for C. Joseph
5:58.0,,,82-95,,D. DeRozan misses 3-pt shot from 27 ft
5:57.0,Defensive rebound by Team,,82-95,,
5:57.0,,,82-95,,Loose ball foul by P. Patterson (drawn by T. Harris)
5:57.0,,,82-95,,Toronto full timeout
5:57.0,,,82-95,,D. Carroll enters the game for T. Ross
5:42.0,A. Drummond misses 2-pt shot from 11 ft,,82-95,,
5:41.0,,,82-95,,Defensive rebound by D. Carroll
5:33.0,,,82-97,2,J. Valanciunas makes 2-pt shot from 15 ft (assist by K. Lowry)
5:16.0,I. Smith makes 2-pt shot from 7 ft,2,84-97,,
4:56.0,,,84-99,2,P. Patterson makes 2-pt shot from 10 ft (assist by K. Lowry)
4:39.0,A. Drummond makes 2-pt shot from 4 ft (assist by I. Smith),2,86-99,,
4:39.0,Shooting foul by J. Valanciunas (drawn by A. Drummond),,86-99,,
4:39.0,A. Drummond makes free throw 1 of 1,1,87-99,,
4:19.0,,,87-99,,D. DeRozan misses 2-pt shot from 14 ft
4:19.0,,,87-99,,Offensive rebound by J. Valanciunas
4:17.0,,,87-99,,J. Valanciunas misses 2-pt shot from 2 ft
