time,Houston,pts.away,score,pts.home,Dallas
3:33.0,,,24-20,,H. Barnes misses 2-pt shot from 14 ft
3:32.0,,,24-20,,Offensive rebound by A. Bogut
3:29.0,,,24-23,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Bogut)
3:17.0,E. Gordon misses 2-pt shot from 5 ft,,24-23,,
3:15.0,,,24-23,,Defensive rebound by W. Matthews
3:07.0,,,24-23,,Turnover by A. Bogut (bad pass)
2:52.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,26-23,,
2:32.0,,,26-23,,D. Harris misses 3-pt shot from 23 ft
2:32.0,,,26-23,,Offensive rebound by A. Bogut
2:26.0,,,26-26,3,S. Curry makes 3-pt shot from 27 ft (assist by A. Bogut)
1:58.0,T. Ariza misses 2-pt shot from 3 ft,,26-26,,
1:56.0,,,26-26,,Defensive rebound by A. Bogut
1:41.0,,,26-26,,W. Matthews misses 2-pt shot from 10 ft
1:40.0,Defensive rebound by S. Dekker,,26-26,,
1:36.0,Turnover by J. Harden (bad pass; steal by S. Curry),,26-26,,
1:24.0,,,26-29,3,W. Matthews makes 3-pt shot from 25 ft
1:15.0,,,26-29,,Personal foul by W. Matthews (drawn by J. Harden)
0:56.0,J. Harden misses 2-pt shot from 18 ft,,26-29,,
0:55.0,,,26-29,,Defensive rebound by A. Bogut
0:41.0,,,26-29,,S. Curry misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by T. Ariza,,26-29,,
0:34.0,T. Ariza misses 3-pt shot from 25 ft,,26-29,,
0:33.0,Offensive rebound by S. Dekker,,26-29,,
0:32.0,S. Dekker makes 2-pt shot from 3 ft,2,28-29,,
0:11.0,,,28-29,,Shooting foul by T. Ariza (drawn by H. Barnes)
0:11.0,,,28-30,1,H. Barnes makes free throw 1 of 2
0:11.0,,,28-31,1,H. Barnes makes free throw 2 of 2
0:11.0,,,28-30,,D. Powell enters the game for A. Bogut
0:04.0,J. Harden makes 3-pt shot from 27 ft,3,31-31,,
0:01.0,,,31-31,,W. Matthews misses 3-pt shot from 34 ft
0:00.0,,,31-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,E. Gordon makes 2-pt shot from 3 ft,2,33-31,,
11:16.0,,,33-31,,S. Curry misses 2-pt shot from 11 ft
11:16.0,Defensive rebound by E. Gordon,,33-31,,
11:11.0,S. Dekker makes 2-pt shot from 6 ft (assist by T. Ennis),2,35-31,,
10:49.0,,,35-31,,D. Nowitzki misses 2-pt shot from 10 ft
10:48.0,,,35-31,,Offensive rebound by S. Curry
10:35.0,,,35-34,3,D. Williams makes 3-pt shot from 26 ft
10:16.0,R. Anderson misses 2-pt shot from 10 ft,,35-34,,
10:15.0,,,35-34,,Defensive rebound by S. Curry
9:59.0,,,35-34,,S. Curry misses 2-pt shot from 3 ft (block by M. Harrell)
9:57.0,Defensive rebound by S. Dekker,,35-34,,
9:46.0,M. Harrell makes 2-pt shot at rim (assist by E. Gordon),2,37-34,,
9:32.0,,,37-37,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Williams)
9:15.0,R. Anderson makes 2-pt shot from 3 ft (assist by E. Gordon),2,39-37,,
9:04.0,,,39-37,,D. Williams misses 3-pt shot from 25 ft
9:03.0,Defensive rebound by S. Dekker,,39-37,,
8:47.0,R. Anderson makes 3-pt shot from 27 ft (assist by S. Dekker),3,42-37,,
8:46.0,,,42-37,,Dallas full timeout
8:46.0,,,42-37,,D. Harris enters the game for S. Curry
8:28.0,,,42-37,,Turnover by D. Nowitzki (bad pass; steal by S. Dekker)
8:25.0,,,42-37,,Personal foul by D. Williams (drawn by E. Gordon)
8:04.0,T. Ennis makes 3-pt shot from 25 ft (assist by S. Dekker),3,45-37,,
7:50.0,,,45-37,,Turnover by D. Williams (bad pass; steal by S. Dekker)
7:45.0,,,45-37,,Personal foul by D. Powell (drawn by T. Ennis)
7:45.0,,,45-37,,A. Bogut enters the game for D. Powell
7:45.0,,,45-37,,H. Barnes enters the game for D. Nowitzki
7:38.0,M. Harrell misses 2-pt shot from 16 ft,,45-37,,
7:37.0,,,45-37,,Defensive rebound by A. Bogut
7:23.0,,,45-37,,D. Williams misses 3-pt shot from 25 ft (block by E. Gordon)
7:22.0,Defensive rebound by S. Dekker,,45-37,,
7:17.0,R. Anderson makes 3-pt shot from 24 ft (assist by T. Ennis),3,48-37,,
6:56.0,,,48-37,,D. Harris misses 3-pt shot from 23 ft
6:55.0,Defensive rebound by S. Dekker,,48-37,,
6:50.0,Offensive charge foul by S. Dekker,,48-37,,
6:50.0,Turnover by S. Dekker (offensive foul),,48-37,,
6:50.0,N. Hilario enters the game for M. Harrell,,48-37,,
6:50.0,,,48-37,,J. Anderson enters the game for D. Finney-Smith
6:30.0,,,48-37,,D. Williams misses 2-pt shot from 20 ft
6:28.0,Defensive rebound by N. Hilario,,48-37,,
6:20.0,T. Ennis misses 2-pt shot from 19 ft,,48-37,,
6:19.0,,,48-37,,Defensive rebound by H. Barnes
5:58.0,,,48-37,,H. Barnes misses 2-pt shot from 6 ft
5:57.0,Defensive rebound by Team,,48-37,,
5:57.0,Official timeout,,48-37,,
5:57.0,,,48-37,,S. Curry enters the game for D. Williams
5:57.0,J. Harden enters the game for E. Gordon,,48-37,,
5:57.0,T. Ariza enters the game for T. Ennis,,48-37,,
5:57.0,,,48-37,,W. Matthews enters the game for D. Harris
5:45.0,Turnover by J. Harden (lost ball),,48-37,,
5:31.0,,,48-37,,Flagrant foul type 1 by A. Bogut (drawn by J. Harden)
5:31.0,,,48-37,,Turnover by A. Bogut (offensive foul)
5:31.0,J. Harden makes flagrant free throw 1 of 2,1,49-37,,
5:31.0,J. Harden makes flagrant free throw 2 of 2,1,50-37,,
5:25.0,J. Harden makes 3-pt shot from 26 ft,3,53-37,,
5:23.0,,,53-37,,Dallas full timeout
5:23.0,,,53-37,,D. Nowitzki enters the game for A. Bogut
5:06.0,Personal foul by J. Harden (drawn by H. Barnes),,53-37,,
4:56.0,,,53-37,,S. Curry misses 2-pt shot from 3 ft
4:55.0,Defensive rebound by T. Ariza,,53-37,,
4:42.0,S. Dekker misses 3-pt shot from 23 ft,,53-37,,
4:42.0,,,53-37,,Defensive rebound by H. Barnes
4:42.0,Loose ball foul by N. Hilario (drawn by J. Anderson),,53-37,,
4:42.0,,,53-37,,Technical foul by J. Anderson
4:42.0,Technical foul by N. Hilario (drawn by J. Anderson),,53-37,,
4:42.0,,,53-37,,D. Williams enters the game for J. Anderson
4:40.0,E. Gordon enters the game for S. Dekker,,53-37,,
4:32.0,,,53-39,2,W. Matthews makes 2-pt shot from 1 ft
4:17.0,J. Harden makes 2-pt shot from 10 ft,2,55-39,,
4:06.0,,,55-39,,Shooting foul by N. Hilario (drawn by D. Nowitzki)
4:06.0,,,55-40,1,D. Nowitzki makes free throw 1 of 2
4:06.0,,,55-40,,D. Nowitzki misses free throw 2 of 2
4:06.0,Defensive rebound by J. Harden,,55-40,,
3:56.0,E. Gordon misses 3-pt shot from 26 ft,,55-40,,
3:55.0,,,55-40,,Defensive rebound by D. Williams
3:42.0,,,55-40,,D. Williams misses 2-pt shot from 10 ft
3:41.0,Defensive rebound by E. Gordon,,55-40,,
3:36.0,J. Harden misses 3-pt shot from 24 ft,,55-40,,
3:36.0,,,55-40,,Defensive rebound by Team
3:18.0,,,55-40,,D. Nowitzki misses 2-pt shot from 10 ft
3:16.0,Defensive rebound by R. Anderson,,55-40,,
3:08.0,J. Harden makes 2-pt shot from 2 ft,2,57-40,,
3:01.0,,,57-40,,W. Matthews misses 2-pt shot from 2 ft (block by R. Anderson)
3:01.0,,,57-40,,Offensive rebound by Team
2:56.0,,,57-40,,H. Barnes misses 2-pt shot from 11 ft
2:55.0,Defensive rebound by R. Anderson,,57-40,,
2:46.0,,,57-40,,Violation by D. Nowitzki (kicked ball)
2:46.0,Houston full timeout,,57-40,,
2:46.0,M. Harrell enters the game for N. Hilario,,57-40,,
2:30.0,E. Gordon misses 2-pt shot from 12 ft,,57-40,,
2:28.0,,,57-40,,Defensive rebound by D. Nowitzki
2:10.0,,,57-42,2,D. Nowitzki makes 2-pt shot from 2 ft
1:46.0,Shooting foul by W. Matthews (drawn by J. Harden),,57-42,,
1:46.0,J. Harden makes free throw 1 of 3,1,58-42,,
1:46.0,J. Harden makes free throw 2 of 3,1,59-42,,
1:46.0,J. Harden makes free throw 3 of 3,1,60-42,,
1:30.0,,,60-44,2,W. Matthews makes 2-pt shot from 14 ft
1:30.0,,,60-44,,Shooting foul by E. Gordon (drawn by W. Matthews)
1:30.0,,,60-45,1,W. Matthews makes free throw 1 of 1
1:19.0,R. Anderson misses 3-pt shot from 29 ft,,60-45,,
1:18.0,Offensive rebound by M. Harrell,,60-45,,
1:13.0,E. Gordon misses 3-pt shot from 25 ft,,60-45,,
1:13.0,,,60-45,,Defensive rebound by S. Curry
1:07.0,Personal foul by R. Anderson (drawn by D. Nowitzki),,60-45,,
1:07.0,,,60-46,1,D. Nowitzki makes free throw 1 of 2
1:07.0,,,60-47,1,D. Nowitzki makes free throw 2 of 2
0:54.0,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden),3,63-47,,
0:34.0,,,63-47,,D. Williams misses 2-pt shot from 18 ft (block by J. Harden)
0:33.0,,,63-47,,Offensive rebound by D. Williams
0:31.0,,,63-47,,D. Williams misses 2-pt shot from 4 ft
0:31.0,,,63-47,,Offensive rebound by D. Williams
0:30.0,,,63-47,,Turnover by Team (shot clock)
0:30.0,,,63-47,,D. Finney-Smith enters the game for D. Nowitzki
0:09.0,Shooting foul by D. Finney-Smith (drawn by J. Harden),,63-47,,
0:09.0,J. Harden makes free throw 1 of 3,1,64-47,,
0:09.0,J. Harden makes free throw 2 of 3,1,65-47,,
0:09.0,J. Harden makes free throw 3 of 3,1,66-47,,
0:09.0,S. Dekker enters the game for R. Anderson,,65-47,,
0:09.0,,,65-47,,D. Nowitzki enters the game for D. Finney-Smith
0:02.0,,,66-47,,D. Williams misses 2-pt shot from 5 ft
0:01.0,,,66-47,,Offensive rebound by D. Nowitzki
0:01.0,,,66-47,,D. Nowitzki misses 2-pt shot from 1 ft
0:00.0,,,66-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by J. Harden (bad pass),,66-47,,
11:32.0,,,66-47,,H. Barnes misses 2-pt shot from 13 ft
11:30.0,,,66-47,,Offensive rebound by S. Mejri
11:24.0,,,66-49,2,W. Matthews makes 2-pt shot from 16 ft
10:57.0,J. Harden misses 2-pt shot from 9 ft,,66-49,,
10:57.0,Offensive rebound by J. Harden,,66-49,,
10:57.0,,,66-49,,Personal foul by S. Mejri (drawn by J. Harden)
10:57.0,,,66-49,,Technical foul by S. Mejri (drawn by J. Harden)
10:57.0,J. Harden makes technical free throw,1,67-49,,
10:50.0,C. Brewer misses 3-pt shot from 24 ft,,67-49,,
10:49.0,Offensive rebound by N. Hilario,,67-49,,
10:45.0,N. Hilario misses 2-pt shot from 1 ft,,67-49,,
10:44.0,Offensive rebound by J. Harden,,67-49,,
10:40.0,N. Hilario makes 2-pt shot at rim (assist by T. Ariza),2,69-49,,
10:22.0,,,69-52,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Williams)
10:10.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,72-52,,
9:49.0,,,72-54,2,D. Finney-Smith makes 2-pt shot from 4 ft
9:42.0,Shooting foul by D. Williams (drawn by N. Hilario),,72-54,,
9:42.0,Technical foul by T. Ariza,,72-54,,
9:42.0,,,72-54,,D. Williams misses technical free throw
9:42.0,Offensive rebound by Team,,72-54,,
9:42.0,N. Hilario makes free throw 1 of 2,1,73-54,,
9:42.0,N. Hilario misses free throw 2 of 2,,73-54,,
9:42.0,,,73-54,,Defensive rebound by S. Mejri
9:42.0,,,73-54,,Technical foul by Team
9:42.0,J. Harden makes technical free throw,1,74-54,,
9:26.0,,,74-54,,H. Barnes misses 3-pt shot from 23 ft
9:25.0,Defensive rebound by N. Hilario,,74-54,,
9:18.0,Shooting foul by S. Mejri (drawn by R. Anderson),,74-54,,
9:18.0,R. Anderson makes free throw 1 of 2,1,75-54,,
9:18.0,R. Anderson makes free throw 2 of 2,1,76-54,,
9:01.0,,,76-54,,Turnover by D. Williams (bad pass; steal by N. Hilario)
8:50.0,N. Hilario misses 2-pt shot from 1 ft (block by S. Mejri),,76-54,,
8:49.0,Offensive rebound by Team,,76-54,,
8:43.0,Turnover by J. Harden (lost ball),,76-54,,
8:34.0,,,76-54,,D. Williams misses 3-pt shot from 24 ft
8:33.0,,,76-54,,Offensive rebound by S. Mejri
8:23.0,,,76-54,,D. Finney-Smith misses 3-pt shot from 26 ft
8:22.0,Defensive rebound by J. Harden,,76-54,,
8:13.0,T. Ariza makes 3-pt shot from 25 ft,3,79-54,,
8:11.0,,,79-54,,Dallas full timeout
8:01.0,,,79-57,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Williams)
7:47.0,,,79-57,,Shooting block foul by S. Mejri (drawn by N. Hilario)
7:47.0,N. Hilario misses free throw 1 of 2,,79-57,,
7:47.0,Offensive rebound by Team,,79-57,,
7:47.0,N. Hilario misses free throw 2 of 2,,79-57,,
7:46.0,,,79-57,,Defensive rebound by S. Mejri
7:30.0,,,79-57,,H. Barnes misses 2-pt shot from 19 ft
7:29.0,Defensive rebound by N. Hilario,,79-57,,
7:16.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,81-57,,
6:59.0,,,81-57,,Turnover by S. Mejri (bad pass; steal by T. Ariza)
6:52.0,Turnover by R. Anderson (offensive foul),,81-57,,
6:52.0,Offensive foul by R. Anderson,,81-57,,
6:52.0,,,81-57,,J. Anderson enters the game for H. Barnes
6:52.0,,,81-57,,D. Powell enters the game for D. Williams
6:52.0,,,81-57,,D. Harris enters the game for D. Finney-Smith
6:52.0,,,81-57,,S. Curry enters the game for S. Mejri
6:52.0,M. Harrell enters the game for N. Hilario,,81-57,,
6:35.0,,,81-57,,J. Anderson misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by T. Ariza,,81-57,,
6:22.0,Turnover by J. Harden (lost ball),,81-57,,
6:06.0,,,81-57,,W. Matthews misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by C. Brewer,,81-57,,
5:56.0,R. Anderson misses 3-pt shot from 26 ft,,81-57,,
5:54.0,,,81-57,,Defensive rebound by J. Anderson
5:47.0,Violation by R. Anderson (kicked ball),,81-57,,
5:47.0,E. Gordon enters the game for C. Brewer,,81-57,,
5:36.0,,,81-59,2,S. Curry makes 2-pt shot from 6 ft
5:14.0,,,81-59,,Flagrant foul type 1 by D. Powell (drawn by R. Anderson)
5:14.0,R. Anderson makes flagrant free throw 1 of 2,1,82-59,,
5:14.0,R. Anderson makes flagrant free throw 2 of 2,1,83-59,,
5:07.0,Turnover by J. Harden (lost ball; steal by D. Powell),,83-59,,
5:03.0,,,83-61,2,J. Anderson makes 2-pt shot at rim (assist by D. Powell)
4:46.0,Shooting foul by D. Harris (drawn by J. Harden),,83-61,,
4:46.0,J. Harden makes free throw 1 of 2,1,84-61,,
4:46.0,J. Harden makes free throw 2 of 2,1,85-61,,
4:46.0,Technical foul by M. Harrell,,85-61,,
4:46.0,,,85-62,1,W. Matthews makes technical free throw
4:33.0,,,85-62,,W. Matthews misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by T. Ariza,,85-62,,
4:23.0,R. Anderson misses 3-pt shot from 24 ft,,85-62,,
4:22.0,Offensive rebound by M. Harrell,,85-62,,
4:19.0,J. Harden makes 3-pt shot from 26 ft (assist by M. Harrell),3,88-62,,
4:10.0,Personal foul by E. Gordon (drawn by D. Powell),,88-62,,
4:10.0,,,88-62,,H. Barnes enters the game for W. Matthews
4:04.0,Personal foul by T. Ariza (drawn by H. Barnes),,88-62,,
3:54.0,,,88-62,,H. Barnes misses 2-pt shot from 15 ft
3:53.0,Defensive rebound by E. Gordon,,88-62,,
3:44.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,90-62,,
3:33.0,,,90-64,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
3:21.0,M. Harrell misses 2-pt shot from 8 ft,,90-64,,
3:20.0,,,90-64,,Defensive rebound by J. Anderson
3:06.0,,,90-66,2,H. Barnes makes 2-pt shot from 1 ft (assist by J. Anderson)
2:52.0,E. Gordon makes 2-pt shot from 9 ft,2,92-66,,
2:52.0,Shooting foul by J. Anderson (drawn by E. Gordon),,92-66,,
2:52.0,Houston full timeout,,92-66,,
2:52.0,E. Gordon makes free throw 1 of 1,1,93-66,,
2:52.0,S. Dekker enters the game for R. Anderson,,92-66,,
2:28.0,,,93-68,2,D. Powell makes 2-pt shot from 2 ft (assist by J. Anderson)
2:06.0,M. Harrell misses 2-pt shot from 2 ft (block by J. Anderson),,93-68,,
2:05.0,Offensive rebound by E. Gordon,,93-68,,
2:02.0,Turnover by Team (shot clock),,93-68,,
1:50.0,Shooting block foul by M. Harrell (drawn by H. Barnes),,93-68,,
1:50.0,,,93-69,1,H. Barnes makes free throw 1 of 2
1:50.0,,,93-70,1,H. Barnes makes free throw 2 of 2
1:50.0,Technical foul by J. Harden,,93-70,,
1:50.0,,,93-71,1,H. Barnes makes technical free throw
1:50.0,N. Hilario enters the game for M. Harrell,,93-69,,
1:29.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,95-71,,
1:10.0,,,95-71,,S. Curry misses 3-pt shot from 29 ft
1:09.0,Defensive rebound by N. Hilario,,95-71,,
1:00.0,J. Harden makes 3-pt shot from 24 ft,3,98-71,,
0:43.0,,,98-71,,H. Barnes misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by J. Harden,,98-71,,
0:33.0,J. Harden misses 3-pt shot from 27 ft,,98-71,,
0:31.0,,,98-71,,Defensive rebound by J. Anderson
0:13.0,,,98-74,3,D. Harris makes 3-pt shot from 23 ft (assist by H. Barnes)
0:01.0,J. Harden misses 2-pt shot from 18 ft,,98-74,,
0:00.0,Offensive rebound by Team,,98-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Technical foul by T. Ariza,,98-74,,
12:00.0,,,98-75,1,H. Barnes makes technical free throw
11:46.0,,,98-77,2,J. Anderson makes 2-pt shot from 6 ft (assist by S. Curry)
11:29.0,,,98-77,,Personal foul by H. Barnes (drawn by N. Hilario)
11:26.0,Offensive foul by N. Hilario,,98-77,,
11:26.0,Turnover by N. Hilario (offensive foul),,98-77,,
11:13.0,,,98-77,,S. Curry misses 3-pt shot from 26 ft
11:12.0,Defensive rebound by S. Dekker,,98-77,,
10:59.0,C. Brewer makes 3-pt shot from 23 ft (assist by E. Gordon),3,101-77,,
10:47.0,,,101-77,,J. Anderson misses 3-pt shot from 28 ft
10:46.0,Defensive rebound by S. Dekker,,101-77,,
10:38.0,C. Brewer misses 2-pt shot from 4 ft (block by J. Anderson),,101-77,,
10:35.0,Offensive rebound by Team,,101-77,,
10:35.0,,,101-77,,P. Jackson enters the game for S. Curry
10:20.0,T. Ennis misses 2-pt shot from 7 ft,,101-77,,
10:18.0,,,101-77,,Defensive rebound by D. Powell
10:06.0,,,101-77,,J. Anderson misses 3-pt shot from 23 ft
10:06.0,Defensive rebound by S. Dekker,,101-77,,
9:57.0,E. Gordon makes 3-pt shot from 26 ft (assist by S. Dekker),3,104-77,,
9:57.0,,,104-77,,Dallas full timeout
9:57.0,M. Harrell enters the game for N. Hilario,,104-77,,
9:35.0,,,104-77,,J. Anderson misses 3-pt shot from 27 ft
9:34.0,Defensive rebound by E. Gordon,,104-77,,
9:20.0,T. Ennis makes 2-pt shot from 2 ft,2,106-77,,
9:12.0,,,106-79,2,D. Powell makes 2-pt shot from 1 ft (assist by P. Jackson)
9:12.0,,,106-79,,Shooting foul by T. Ennis (drawn by D. Powell)
9:12.0,,,106-80,1,D. Powell makes free throw 1 of 1
9:12.0,,,106-79,,N. Brussino enters the game for W. Matthews
9:12.0,,,106-79,,D. Finney-Smith enters the game for H. Barnes
8:54.0,E. Gordon misses 3-pt shot from 29 ft,,106-80,,
8:53.0,Offensive rebound by S. Dekker,,106-80,,
8:45.0,Turnover by T. Ennis (lost ball),,106-80,,
8:34.0,,,106-83,3,D. Powell makes 3-pt shot from 26 ft (assist by P. Jackson)
8:14.0,Shooting foul by D. Powell (drawn by E. Gordon),,106-83,,
8:14.0,E. Gordon makes free throw 1 of 2,1,107-83,,
8:14.0,E. Gordon makes free throw 2 of 2,1,108-83,,
8:05.0,,,108-83,,Turnover by P. Jackson (bad pass; steal by C. Brewer)
7:57.0,S. Dekker misses 3-pt shot from 26 ft,,108-83,,
7:54.0,,,108-83,,Defensive rebound by P. Jackson
7:43.0,,,108-83,,N. Brussino misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by C. Brewer,,108-83,,
7:35.0,Turnover by E. Gordon (lost ball),,108-83,,
7:35.0,,,108-83,,Dallas full timeout
7:35.0,K. McDaniels enters the game for E. Gordon,,108-83,,
7:27.0,,,108-85,2,P. Jackson makes 2-pt shot from 21 ft
7:07.0,Turnover by T. Ennis (bad pass; steal by N. Brussino),,108-85,,
6:57.0,,,108-85,,Shooting foul by M. Harrell (drawn by P. Jackson)
6:57.0,,,108-86,1,P. Jackson makes free throw 1 of 2
6:57.0,,,108-87,1,P. Jackson makes free throw 2 of 2
6:42.0,Turnover by C. Brewer (bad pass; steal by J. Anderson),,108-87,,
6:33.0,Personal foul by T. Ennis (drawn by P. Jackson),,108-87,,
6:27.0,,,108-87,,Turnover by P. Jackson (lost ball; steal by S. Dekker)
6:23.0,Shooting foul by D. Powell (drawn by M. Harrell),,108-87,,
6:23.0,M. Harrell makes free throw 1 of 2,1,109-87,,
6:23.0,M. Harrell misses free throw 2 of 2,,109-87,,
6:21.0,Offensive rebound by S. Dekker,,109-87,,
6:20.0,S. Dekker makes 2-pt shot at rim,2,111-87,,
5:59.0,,,111-90,3,N. Brussino makes 3-pt shot from 23 ft (assist by D. Finney-Smith)
5:42.0,Turnover by T. Ennis (traveling),,111-90,,
5:42.0,Official timeout,,111-90,,
5:34.0,,,111-90,,Shooting foul by T. Ennis (drawn by D. Powell)
5:34.0,,,111-91,1,D. Powell makes free throw 1 of 3
5:34.0,,,111-92,1,D. Powell makes free throw 2 of 3
5:34.0,,,111-93,1,D. Powell makes free throw 3 of 3
5:17.0,C. Brewer makes 2-pt shot from 1 ft,2,113-93,,
5:02.0,,,113-93,,D. Powell misses 2-pt shot from 5 ft
5:00.0,Defensive rebound by T. Ennis,,113-93,,
4:54.0,K. McDaniels misses 3-pt shot from 24 ft,,113-93,,
4:52.0,,,113-93,,Defensive rebound by N. Brussino
4:42.0,,,113-95,2,D. Powell makes 2-pt shot from 2 ft (assist by N. Brussino)
4:24.0,Shooting foul by D. Powell (drawn by K. McDaniels),,113-95,,
4:24.0,K. McDaniels makes free throw 1 of 2,1,114-95,,
4:24.0,K. McDaniels makes free throw 2 of 2,1,115-95,,
4:10.0,,,115-95,,N. Brussino misses 3-pt shot from 25 ft
4:10.0,,,115-95,,Offensive rebound by D. Powell
