time,Minnesota,pts.away,score,pts.home,Denver
3:35.0,,,102-94,,Offensive rebound by Team
3:35.0,,,102-95,1,G. Harris makes free throw 2 of 2
3:21.0,,,102-95,,Personal foul by M. Plumlee (drawn by K. Towns)
3:06.0,B. Rush makes 3-pt shot from 23 ft (assist by R. Rubio),3,105-95,,
2:56.0,,,105-97,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
2:56.0,,,105-97,,Shooting foul by K. Towns (drawn by W. Barton)
2:56.0,Minnesota full timeout,,105-97,,
2:56.0,,,105-98,1,W. Barton makes free throw 1 of 1
2:37.0,A. Wiggins misses 3-pt shot from 24 ft,,105-98,,
2:37.0,,,105-98,,Defensive rebound by J. Nelson
2:25.0,,,105-98,,Turnover by G. Harris (lost ball; steal by B. Rush)
2:24.0,Jump ball: G. Harris vs. R. Rubio,,,,Jump ball: G. Harris vs. R. Rubio
2:06.0,Turnover by B. Rush (traveling),,105-98,,
1:53.0,,,105-98,,Turnover by N. Jokic (lost ball; steal by K. Towns)
1:49.0,A. Wiggins misses 2-pt shot from 2 ft,,105-98,,
1:49.0,Offensive rebound by N. Bjelica,,105-98,,
1:49.0,N. Bjelica makes 2-pt shot from 2 ft,2,107-98,,
1:49.0,,,107-98,,Denver full timeout
1:39.0,,,107-98,,G. Harris misses 2-pt shot from 2 ft (block by B. Rush)
1:38.0,,,107-98,,Offensive rebound by Team
1:38.0,,,107-98,,Shooting foul by R. Rubio (drawn by M. Plumlee)
1:38.0,,,107-98,,M. Plumlee misses free throw 1 of 2
1:38.0,,,107-98,,Offensive rebound by Team
1:38.0,,,107-98,,M. Plumlee misses free throw 2 of 2
1:35.0,,,107-98,,Offensive rebound by G. Harris
1:34.0,,,107-98,,G. Harris misses 3-pt shot from 29 ft
1:33.0,,,107-98,,Offensive rebound by M. Plumlee
1:32.0,,,107-98,,Shooting foul by N. Bjelica (drawn by M. Plumlee)
1:32.0,,,107-99,1,M. Plumlee makes free throw 1 of 2
1:32.0,,,107-99,,M. Plumlee misses free throw 2 of 2
1:32.0,G. Dieng enters the game for N. Bjelica,,107-99,,
1:31.0,Defensive rebound by A. Wiggins,,107-99,,
1:30.0,,,107-99,,Technical foul by N. Jokic
1:30.0,A. Wiggins makes technical free throw,1,108-99,,
1:13.0,R. Rubio misses 3-pt shot from 25 ft,,108-99,,
1:13.0,,,108-99,,Defensive rebound by M. Plumlee
1:07.0,,,108-99,,J. Nelson misses 3-pt shot from 26 ft
1:04.0,Defensive rebound by R. Rubio,,108-99,,
1:04.0,Minnesota full timeout,,108-99,,
1:04.0,N. Bjelica enters the game for G. Dieng,,108-99,,
1:04.0,,,108-99,,J. Hernangomez enters the game for N. Jokic
1:04.0,Minnesota full timeout,,108-99,,
1:04.0,T. Jones enters the game for B. Rush,,108-99,,
1:03.0,T. Jones makes 2-pt shot from 1 ft (assist by R. Rubio),2,110-99,,
1:02.0,,,110-99,,N. Jokic enters the game for M. Plumlee
0:52.0,,,110-99,,J. Hernangomez misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by A. Wiggins,,110-99,,
0:32.0,T. Jones misses 3-pt shot from 23 ft,,110-99,,
0:31.0,Offensive rebound by K. Towns,,110-99,,
0:30.0,Shooting foul by N. Jokic (drawn by K. Towns),,110-99,,
0:30.0,K. Towns makes free throw 1 of 2,1,111-99,,
0:30.0,K. Towns makes free throw 2 of 2,1,112-99,,
0:30.0,,,110-99,,M. Plumlee enters the game for N. Jokic
0:21.0,,,112-99,,Turnover by J. Nelson (bad pass; steal by R. Rubio)
0:00.0,End of 4th quarter,,,,End of 4th quarter
