time,Miami,pts.away,score,pts.home,Washington
6:14.0,J. Johnson makes 3-pt shot from 24 ft (assist by T. Johnson),3,45-46,,
6:00.0,,,45-46,,Washington full timeout
6:00.0,,,45-46,,O. Porter enters the game for M. Thornton
6:00.0,G. Dragic enters the game for T. Johnson,,45-46,,
6:00.0,,,45-46,,T. Satoransky enters the game for M. Morris
5:52.0,,,45-46,,Shooting foul by R. McGruder (drawn by B. Beal)
5:52.0,,,45-47,1,B. Beal makes free throw 1 of 2
5:52.0,,,45-48,1,B. Beal makes free throw 2 of 2
5:38.0,D. Waiters misses 2-pt shot from 2 ft (block by M. Gortat),,45-48,,
5:36.0,Offensive rebound by D. Waiters,,45-48,,
5:31.0,Turnover by D. Waiters (bad pass; steal by B. Beal),,45-48,,
5:31.0,,,45-48,,Shooting foul by R. McGruder (drawn by J. Wall)
5:31.0,,,45-49,1,J. Wall makes free throw 1 of 2
5:31.0,,,45-50,1,J. Wall makes free throw 2 of 2
5:31.0,J. Richardson enters the game for R. McGruder,,45-49,,
5:13.0,H. Whiteside misses 2-pt shot from 11 ft,,45-50,,
5:12.0,,,45-50,,Defensive rebound by M. Gortat
5:08.0,,,45-50,,Turnover by J. Wall (lost ball)
4:55.0,G. Dragic misses 2-pt shot from 3 ft,,45-50,,
4:54.0,Offensive rebound by J. Johnson,,45-50,,
4:50.0,D. Waiters misses 3-pt shot from 27 ft,,45-50,,
4:48.0,,,45-50,,Defensive rebound by J. Wall
4:47.0,Personal foul by H. Whiteside (drawn by J. Wall),,45-50,,
4:47.0,L. Babbitt enters the game for J. Johnson,,45-50,,
4:35.0,,,45-50,,J. Wall misses 2-pt shot from 10 ft
4:33.0,,,45-50,,Offensive rebound by J. Wall
4:24.0,,,45-50,,Turnover by J. Wall (lost ball; steal by L. Babbitt)
4:18.0,D. Waiters makes 2-pt shot from 2 ft,2,47-50,,
4:03.0,,,47-53,3,O. Porter makes 3-pt shot from 25 ft (assist by T. Satoransky)
3:39.0,D. Waiters misses 2-pt shot from 19 ft,,47-53,,
3:38.0,Offensive rebound by H. Whiteside,,47-53,,
3:35.0,H. Whiteside misses 2-pt shot from 1 ft,,47-53,,
3:34.0,Offensive rebound by H. Whiteside,,47-53,,
3:29.0,H. Whiteside misses 2-pt shot from 1 ft,,47-53,,
3:29.0,Offensive rebound by H. Whiteside,,47-53,,
3:23.0,H. Whiteside makes 2-pt shot from 1 ft,2,49-53,,
3:17.0,,,49-53,,B. Beal misses 2-pt shot from 2 ft
3:16.0,Defensive rebound by H. Whiteside,,49-53,,
3:02.0,,,49-53,,Personal foul by T. Satoransky (drawn by G. Dragic)
3:02.0,T. Johnson enters the game for J. Richardson,,49-53,,
2:49.0,Turnover by L. Babbitt (traveling),,49-53,,
2:49.0,Miami full timeout,,49-53,,
2:40.0,,,49-53,,B. Beal misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by Team,,49-53,,
2:26.0,T. Johnson misses 2-pt shot from 7 ft (block by M. Gortat),,49-53,,
2:24.0,,,49-53,,Defensive rebound by O. Porter
2:17.0,,,49-53,,J. Wall misses 2-pt shot from 1 ft
2:16.0,,,49-53,,Offensive rebound by M. Gortat
2:16.0,Personal foul by D. Waiters (drawn by M. Gortat),,49-53,,
2:16.0,,,49-54,1,M. Gortat makes free throw 1 of 2
2:16.0,,,49-55,1,M. Gortat makes free throw 2 of 2
2:13.0,,,49-55,,Personal foul by T. Satoransky (drawn by G. Dragic)
2:13.0,G. Dragic makes free throw 1 of 2,1,50-55,,
2:13.0,G. Dragic makes free throw 2 of 2,1,51-55,,
2:04.0,,,51-55,,T. Satoransky misses 2-pt shot from 14 ft (block by D. Waiters)
2:02.0,Defensive rebound by H. Whiteside,,51-55,,
1:51.0,D. Waiters misses 2-pt shot from 3 ft (block by M. Gortat),,51-55,,
1:51.0,Offensive rebound by H. Whiteside,,51-55,,
1:51.0,H. Whiteside makes 2-pt shot at rim,2,53-55,,
1:51.0,Shooting foul by O. Porter (drawn by H. Whiteside),,53-55,,
1:51.0,H. Whiteside misses free throw 1 of 1,,53-55,,
1:51.0,,,53-55,,M. Thornton enters the game for T. Satoransky
1:49.0,,,53-55,,Defensive rebound by M. Gortat
1:29.0,,,53-55,,J. Wall misses 2-pt shot from 14 ft
1:28.0,Defensive rebound by D. Waiters,,53-55,,
1:21.0,L. Babbitt makes 3-pt shot from 26 ft (assist by D. Waiters),3,56-55,,
1:05.0,,,56-55,,Turnover by M. Thornton (lost ball; steal by L. Babbitt)
0:59.0,Turnover by L. Babbitt (bad pass; steal by O. Porter),,56-55,,
0:56.0,,,56-57,2,J. Wall makes 2-pt shot from 2 ft (assist by O. Porter)
0:44.0,H. Whiteside makes 2-pt shot from 15 ft (assist by G. Dragic),2,58-57,,
0:36.0,,,58-57,,Shooting foul by T. Johnson (drawn by J. Wall)
0:36.0,,,58-58,1,J. Wall makes free throw 1 of 2
0:36.0,,,58-59,1,J. Wall makes free throw 2 of 2
0:36.0,J. Johnson enters the game for D. Waiters,,58-58,,
0:36.0,,,58-58,,K. Oubre enters the game for B. Beal
0:25.0,G. Dragic makes 2-pt shot from 14 ft,2,60-59,,
0:01.0,,,60-59,,J. Wall misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by T. Johnson,,60-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,D. Waiters makes 2-pt shot from 18 ft (assist by G. Dragic),2,62-59,,
11:22.0,,,62-61,2,J. Smith makes 2-pt shot from 15 ft (assist by B. Beal)
11:02.0,J. Richardson makes 3-pt shot from 26 ft (assist by D. Waiters),3,65-61,,
10:47.0,,,65-63,2,M. Gortat makes 2-pt shot from 9 ft
10:28.0,G. Dragic makes 3-pt shot from 26 ft (assist by D. Waiters),3,68-63,,
10:00.0,,,68-63,,B. Beal misses 3-pt shot from 27 ft
9:59.0,Defensive rebound by Team,,68-63,,
9:59.0,,,68-63,,Loose ball foul by J. Smith (drawn by D. Williams)
9:45.0,D. Waiters misses 2-pt shot from 19 ft,,68-63,,
9:44.0,Offensive rebound by H. Whiteside,,68-63,,
9:40.0,H. Whiteside makes 2-pt shot from 6 ft,2,70-63,,
9:39.0,,,70-63,,Washington full timeout
9:26.0,,,70-63,,O. Porter misses 3-pt shot from 24 ft
9:25.0,,,70-63,,Offensive rebound by M. Gortat
9:22.0,,,70-66,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Gortat)
8:58.0,D. Waiters makes 2-pt shot from 1 ft,2,72-66,,
8:43.0,,,72-66,,Turnover by B. Beal (bad pass)
8:24.0,G. Dragic misses 3-pt shot from 26 ft,,72-66,,
8:24.0,Offensive rebound by H. Whiteside,,72-66,,
8:24.0,,,72-66,,Loose ball foul by M. Gortat (drawn by H. Whiteside)
8:13.0,J. Richardson misses 3-pt shot from 30 ft,,72-66,,
8:12.0,,,72-66,,Defensive rebound by B. Beal
8:03.0,,,72-66,,Shooting foul by D. Waiters (drawn by B. Beal)
8:03.0,,,72-67,1,B. Beal makes free throw 1 of 2
8:03.0,,,72-68,1,B. Beal makes free throw 2 of 2
7:53.0,J. Richardson makes 3-pt shot from 26 ft (assist by G. Dragic),3,75-68,,
7:36.0,Jump ball: M. Gortat vs. H. Whiteside,,,,Jump ball: M. Gortat vs. H. Whiteside
7:36.0,Personal foul by H. Whiteside (drawn by M. Gortat),,75-68,,
7:24.0,,,75-68,,M. Gortat misses 2-pt shot from 4 ft (block by H. Whiteside)
7:23.0,,,75-68,,Offensive rebound by M. Gortat
7:17.0,,,75-70,2,B. Beal makes 2-pt shot from 13 ft
7:02.0,D. Williams misses 3-pt shot from 26 ft,,75-70,,
7:01.0,,,75-70,,Defensive rebound by M. Gortat
6:52.0,,,75-72,2,J. Smith makes 2-pt shot from 16 ft (assist by J. Wall)
6:24.0,D. Waiters makes 2-pt shot from 21 ft (assist by H. Whiteside),2,77-72,,
6:13.0,,,77-72,,Shooting foul by H. Whiteside (drawn by M. Gortat)
6:13.0,,,77-72,,M. Gortat misses free throw 1 of 2
6:13.0,,,77-72,,Offensive rebound by Team
6:13.0,,,77-72,,M. Gortat misses free throw 2 of 2
6:13.0,Defensive rebound by D. Williams,,77-72,,
6:03.0,,,77-72,,Personal foul by B. Beal (drawn by J. Richardson)
5:48.0,D. Williams makes 3-pt shot from 28 ft,3,80-72,,
5:34.0,,,80-72,,Washington full timeout
5:34.0,,,80-72,,T. Satoransky enters the game for J. Smith
5:27.0,,,80-74,2,J. Wall makes 2-pt shot from 19 ft
5:19.0,,,80-74,,Personal foul by T. Satoransky (drawn by J. Richardson)
5:14.0,J. Richardson makes 3-pt shot from 27 ft (assist by G. Dragic),3,83-74,,
5:01.0,,,83-74,,J. Wall misses 3-pt shot from 25 ft
5:00.0,Defensive rebound by H. Whiteside,,83-74,,
4:41.0,D. Williams makes 2-pt shot from 13 ft (assist by D. Waiters),2,85-74,,
4:25.0,,,85-76,2,B. Beal makes 2-pt shot from 10 ft
4:08.0,Turnover by G. Dragic (bad pass),,85-76,,
3:57.0,,,85-76,,B. Beal misses 2-pt shot from 1 ft (block by H. Whiteside)
3:55.0,Defensive rebound by J. Richardson,,85-76,,
3:45.0,G. Dragic makes 2-pt shot from 1 ft,2,87-76,,
3:34.0,,,87-76,,J. Wall misses 2-pt shot from 14 ft
3:33.0,Defensive rebound by D. Williams,,87-76,,
3:19.0,Miami full timeout,,87-76,,
3:19.0,,,87-76,,K. Oubre enters the game for O. Porter
3:10.0,D. Waiters misses 2-pt shot from 7 ft,,87-76,,
3:08.0,,,87-76,,Defensive rebound by M. Gortat
3:04.0,Personal foul by D. Waiters (drawn by T. Satoransky),,87-76,,
3:04.0,J. Johnson enters the game for D. Williams,,87-76,,
3:04.0,T. Johnson enters the game for D. Waiters,,87-76,,
3:04.0,R. McGruder enters the game for J. Richardson,,87-76,,
2:51.0,,,87-76,,J. Wall misses 2-pt shot from 2 ft
2:50.0,Defensive rebound by H. Whiteside,,87-76,,
2:41.0,G. Dragic makes 2-pt shot from 2 ft,2,89-76,,
2:30.0,,,89-76,,B. Beal misses 3-pt shot from 25 ft
2:29.0,,,89-76,,Offensive rebound by M. Gortat
2:25.0,,,89-78,2,J. Wall makes 2-pt shot from 1 ft (assist by M. Gortat)
1:57.0,G. Dragic misses 2-pt shot from 20 ft,,89-78,,
1:56.0,Offensive rebound by H. Whiteside,,89-78,,
1:54.0,H. Whiteside makes 2-pt shot from 2 ft,2,91-78,,
1:42.0,,,91-78,,J. Smith enters the game for M. Gortat
1:35.0,,,91-78,,Shooting foul by R. McGruder (drawn by B. Beal)
1:35.0,,,91-79,1,B. Beal makes free throw 1 of 2
1:35.0,,,91-80,1,B. Beal makes free throw 2 of 2
1:35.0,L. Babbitt enters the game for H. Whiteside,,91-79,,
1:17.0,G. Dragic misses 2-pt shot from 7 ft,,91-80,,
1:16.0,Offensive rebound by L. Babbitt,,91-80,,
1:08.0,Turnover by R. McGruder (bad pass; steal by K. Oubre),,91-80,,
0:50.0,,,91-80,,Turnover by J. Wall (bad pass; steal by G. Dragic)
0:43.0,T. Johnson misses 3-pt shot from 25 ft,,91-80,,
0:42.0,,,91-80,,Defensive rebound by J. Smith
0:32.0,,,91-80,,J. Smith misses 2-pt shot from 3 ft
0:31.0,Defensive rebound by Team,,91-80,,
0:11.0,T. Johnson misses 2-pt shot from 14 ft,,91-80,,
0:10.0,,,91-80,,Defensive rebound by T. Satoransky
0:05.0,,,91-82,2,K. Oubre makes 2-pt shot from 2 ft (assist by T. Satoransky)
0:01.0,L. Babbitt misses 2-pt shot from 16 ft,,91-82,,
0:00.0,Offensive rebound by Team,,91-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Personal foul by J. Richardson (drawn by J. Wall),,91-82,,
11:37.0,,,91-82,,K. Oubre misses 3-pt shot from 26 ft
11:36.0,Defensive rebound by J. Richardson,,91-82,,
11:25.0,Shooting foul by J. Smith (drawn by J. Richardson),,91-82,,
11:25.0,J. Richardson makes free throw 1 of 2,1,92-82,,
11:25.0,J. Richardson makes free throw 2 of 2,1,93-82,,
11:17.0,,,93-84,2,J. Wall makes 2-pt shot from 1 ft
11:07.0,Shooting foul by K. Oubre (drawn by J. Richardson),,93-84,,
11:07.0,J. Richardson misses free throw 1 of 3,,93-84,,
11:07.0,Offensive rebound by Team,,93-84,,
11:07.0,J. Richardson misses free throw 2 of 3,,93-84,,
11:07.0,Offensive rebound by Team,,93-84,,
11:07.0,J. Richardson makes free throw 3 of 3,1,94-84,,
10:52.0,,,94-86,2,T. Satoransky makes 2-pt shot from 2 ft
10:52.0,,,94-86,,Shooting foul by T. Johnson (drawn by T. Satoransky)
10:52.0,,,94-87,1,T. Satoransky makes free throw 1 of 1
10:52.0,,,94-86,,B. Beal enters the game for J. Wall
10:39.0,T. Johnson makes 3-pt shot from 27 ft (assist by J. Richardson),3,97-87,,
10:29.0,,,97-90,3,B. Beal makes 3-pt shot from 26 ft
10:09.0,J. Richardson makes 3-pt shot from 26 ft (assist by T. Johnson),3,100-90,,
10:09.0,,,100-90,,Washington full timeout
10:09.0,H. Whiteside enters the game for L. Babbitt,,100-90,,
9:56.0,,,100-90,,K. Oubre misses 2-pt shot from 1 ft (block by H. Whiteside)
9:54.0,Defensive rebound by H. Whiteside,,100-90,,
9:47.0,J. Richardson misses 2-pt shot from 18 ft,,100-90,,
9:46.0,Offensive rebound by H. Whiteside,,100-90,,
9:44.0,Shooting foul by T. Satoransky (drawn by H. Whiteside),,100-90,,
9:44.0,H. Whiteside misses free throw 1 of 2,,100-90,,
9:44.0,Offensive rebound by Team,,100-90,,
9:44.0,H. Whiteside misses free throw 2 of 2,,100-90,,
9:44.0,,,100-90,,Defensive rebound by O. Porter
9:44.0,,,100-90,,M. Gortat enters the game for J. Smith
9:44.0,,,100-90,,O. Porter enters the game for K. Oubre
9:34.0,,,100-90,,Shooting foul by H. Whiteside (drawn by T. Satoransky)
9:34.0,,,100-91,1,T. Satoransky makes free throw 1 of 2
9:34.0,,,100-91,,T. Satoransky misses free throw 2 of 2
9:33.0,Defensive rebound by J. Richardson,,100-91,,
9:11.0,J. Richardson misses 2-pt shot from 12 ft,,100-91,,
9:10.0,,,100-91,,Defensive rebound by M. Gortat
9:05.0,,,100-91,,Turnover by B. Beal (bad pass; steal by J. Johnson)
9:02.0,Turnover by J. Johnson (lost ball; steal by M. Thornton),,100-91,,
8:59.0,,,100-91,,M. Thornton misses 3-pt shot from 23 ft
8:57.0,Defensive rebound by H. Whiteside,,100-91,,
8:42.0,R. McGruder makes 2-pt shot from 10 ft,2,102-91,,
8:25.0,,,102-91,,B. Beal misses 2-pt shot from 6 ft
8:24.0,Defensive rebound by H. Whiteside,,102-91,,
8:13.0,T. Johnson misses 3-pt shot from 26 ft,,102-91,,
8:12.0,,,102-91,,Defensive rebound by M. Thornton
7:59.0,,,102-91,,O. Porter misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by R. McGruder,,102-91,,
7:36.0,R. McGruder misses 2-pt shot from 13 ft,,102-91,,
7:35.0,Offensive rebound by H. Whiteside,,102-91,,
7:33.0,H. Whiteside misses 2-pt shot from 1 ft,,102-91,,
7:32.0,,,102-91,,Defensive rebound by T. Satoransky
7:26.0,,,102-91,,B. Beal misses 3-pt shot from 28 ft
7:24.0,,,102-91,,Offensive rebound by B. Beal
7:17.0,,,102-91,,Turnover by M. Gortat (bad pass)
7:17.0,,,102-91,,J. Wall enters the game for T. Satoransky
7:13.0,Miami full timeout,,102-91,,
7:13.0,G. Dragic enters the game for J. Richardson,,102-91,,
6:59.0,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson),2,104-91,,
6:39.0,,,104-91,,B. Beal misses 3-pt shot from 24 ft
6:37.0,Defensive rebound by R. McGruder,,104-91,,
6:17.0,J. Johnson makes 3-pt shot from 28 ft (assist by G. Dragic),3,107-91,,
6:02.0,,,107-91,,O. Porter misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by H. Whiteside,,107-91,,
5:40.0,G. Dragic misses 2-pt shot from 7 ft,,107-91,,
5:39.0,,,107-91,,Defensive rebound by O. Porter
5:25.0,,,107-91,,J. Wall misses 2-pt shot from 17 ft
5:23.0,Defensive rebound by G. Dragic,,107-91,,
5:18.0,Shooting foul by J. Wall (drawn by R. McGruder),,107-91,,
5:18.0,R. McGruder misses free throw 1 of 2,,107-91,,
5:18.0,Offensive rebound by Team,,107-91,,
5:18.0,R. McGruder makes free throw 2 of 2,1,108-91,,
5:05.0,,,108-91,,B. Beal misses 2-pt shot from 1 ft (block by J. Johnson)
5:03.0,,,108-91,,Offensive rebound by B. Beal
5:01.0,,,108-93,2,B. Beal makes 2-pt shot from 1 ft
4:45.0,R. McGruder misses 2-pt shot from 4 ft (block by M. Gortat),,108-93,,
4:43.0,,,108-93,,Defensive rebound by O. Porter
4:37.0,,,108-93,,J. Wall misses 2-pt shot from 3 ft
4:36.0,,,108-93,,Offensive rebound by M. Gortat
4:34.0,,,108-96,3,B. Beal makes 3-pt shot from 24 ft (assist by M. Gortat)
4:13.0,,,108-96,,Personal foul by J. Wall (drawn by T. Johnson)
4:13.0,T. Johnson makes free throw 1 of 2,1,109-96,,
4:13.0,T. Johnson makes free throw 2 of 2,1,110-96,,
4:13.0,J. Richardson enters the game for R. McGruder,,109-96,,
4:06.0,,,110-96,,B. Beal misses 3-pt shot from 28 ft
4:05.0,Defensive rebound by J. Johnson,,110-96,,
3:45.0,Turnover by G. Dragic (traveling),,110-96,,
3:45.0,D. Waiters enters the game for T. Johnson,,110-96,,
3:33.0,,,110-96,,B. Beal misses 2-pt shot from 3 ft (block by J. Johnson)
3:32.0,,,110-96,,Offensive rebound by Team
