time,Houston,pts.away,score,pts.home,New Orleans
10:51.0,,,29-38,,Offensive rebound by D. Cunningham
10:45.0,,,29-40,2,A. Ajinca makes 2-pt shot from 17 ft (assist by T. Frazier)
10:34.0,,,29-40,,Shooting block foul by A. Ajinca (drawn by M. Harrell)
10:34.0,M. Harrell misses free throw 1 of 2,,29-40,,
10:34.0,Offensive rebound by Team,,29-40,,
10:34.0,M. Harrell makes free throw 2 of 2,1,30-40,,
10:24.0,,,30-40,,Turnover by J. Crawford (bad pass)
10:18.0,E. Gordon misses 3-pt shot from 25 ft,,30-40,,
10:16.0,Offensive rebound by P. Beverley,,30-40,,
10:11.0,L. Williams misses 2-pt shot from 6 ft,,30-40,,
10:10.0,,,30-40,,Defensive rebound by D. Cunningham
10:00.0,,,30-42,2,A. Ajinca makes 2-pt shot from 13 ft
10:00.0,,,30-42,,Shooting foul by M. Harrell (drawn by A. Ajinca)
10:00.0,,,30-43,1,A. Ajinca makes free throw 1 of 1
9:46.0,L. Williams makes 2-pt shot from 3 ft,2,32-43,,
9:29.0,,,32-43,,Shooting foul by P. Beverley (drawn by T. Frazier)
9:29.0,Technical foul by P. Beverley (drawn by T. Frazier),,32-43,,
9:29.0,,,32-43,,J. Crawford misses technical free throw
9:29.0,,,32-43,,Offensive rebound by Team
9:29.0,,,32-43,,T. Frazier misses free throw 1 of 2
9:29.0,,,32-43,,Offensive rebound by Team
9:29.0,,,32-44,1,T. Frazier makes free throw 2 of 2
9:14.0,Turnover by L. Williams (bad pass; steal by T. Frazier),,32-44,,
9:12.0,Personal foul by P. Beverley (drawn by T. Frazier),,32-44,,
9:00.0,,,32-44,,E. Moore misses 2-pt shot from 21 ft
8:58.0,,,32-44,,Offensive rebound by A. Ajinca
8:50.0,,,32-44,,J. Crawford misses 2-pt shot from 5 ft
8:49.0,Defensive rebound by M. Harrell,,32-44,,
8:37.0,P. Beverley misses 2-pt shot from 9 ft,,32-44,,
8:36.0,,,32-44,,Defensive rebound by A. Ajinca
8:36.0,Personal foul by M. Harrell (drawn by A. Ajinca),,32-44,,
8:36.0,Official timeout,,32-44,,
8:36.0,C. Capela enters the game for M. Harrell,,32-44,,
8:23.0,,,32-44,,A. Ajinca misses 2-pt shot from 3 ft (block by C. Capela)
8:21.0,Defensive rebound by L. Williams,,32-44,,
8:16.0,L. Williams misses 2-pt shot from 5 ft,,32-44,,
8:16.0,,,32-44,,Defensive rebound by Team
7:58.0,,,32-46,2,A. Ajinca makes 2-pt shot from 3 ft (assist by J. Crawford)
7:39.0,C. Capela makes 2-pt shot from 2 ft (assist by L. Williams),2,34-46,,
7:24.0,,,34-48,2,J. Crawford makes 2-pt shot from 5 ft
7:20.0,Shooting foul by J. Crawford (drawn by L. Williams),,34-48,,
7:20.0,L. Williams makes free throw 1 of 2,1,35-48,,
7:20.0,L. Williams makes free throw 2 of 2,1,36-48,,
7:20.0,R. Anderson enters the game for S. Dekker,,35-48,,
6:58.0,,,36-48,,J. Crawford misses 3-pt shot from 26 ft
6:57.0,,,36-48,,Offensive rebound by T. Frazier
6:54.0,,,36-50,2,T. Frazier makes 2-pt shot from 14 ft
6:38.0,C. Capela misses 2-pt shot from 5 ft,,36-50,,
6:37.0,,,36-50,,Defensive rebound by J. Crawford
6:31.0,,,36-52,2,J. Crawford makes 2-pt shot from 2 ft
6:30.0,Houston full timeout,,36-52,,
6:30.0,J. Harden enters the game for C. Capela,,36-52,,
6:30.0,,,36-52,,S. Hill enters the game for T. Frazier
6:30.0,,,36-52,,A. Davis enters the game for E. Moore
6:30.0,,,36-52,,J. Holiday enters the game for A. Ajinca
6:17.0,R. Anderson misses 3-pt shot from 27 ft,,36-52,,
6:15.0,,,36-52,,Defensive rebound by A. Davis
5:59.0,,,36-54,2,J. Holiday makes 2-pt shot from 3 ft (assist by A. Davis)
5:52.0,Shooting foul by A. Davis (drawn by J. Harden),,36-54,,
5:52.0,J. Harden makes free throw 1 of 2,1,37-54,,
5:52.0,J. Harden makes free throw 2 of 2,1,38-54,,
5:52.0,T. Ariza enters the game for P. Beverley,,37-54,,
5:29.0,,,38-56,2,J. Holiday makes 2-pt shot from 16 ft
5:04.0,J. Harden makes 3-pt shot from 26 ft,3,41-56,,
4:58.0,Personal foul by J. Harden (drawn by A. Davis),,41-56,,
4:58.0,,,41-56,,A. Davis misses free throw 1 of 2
4:58.0,,,41-56,,Offensive rebound by Team
4:58.0,,,41-57,1,A. Davis makes free throw 2 of 2
4:48.0,R. Anderson misses 3-pt shot from 29 ft,,41-57,,
4:47.0,,,41-57,,Defensive rebound by J. Holiday
4:37.0,,,41-59,2,A. Davis makes 2-pt shot from 7 ft
4:27.0,L. Williams makes 2-pt shot from 6 ft,2,43-59,,
4:07.0,,,43-59,,J. Holiday misses 3-pt shot from 28 ft
4:06.0,Defensive rebound by T. Ariza,,43-59,,
3:57.0,R. Anderson misses 3-pt shot from 28 ft,,43-59,,
3:56.0,,,43-59,,Defensive rebound by J. Crawford
3:48.0,,,43-59,,J. Crawford misses 2-pt shot from 3 ft
3:48.0,,,43-59,,Offensive rebound by D. Cunningham
3:45.0,,,43-61,2,D. Cunningham makes 2-pt shot at rim
3:43.0,L. Williams misses 2-pt shot from 2 ft (block by A. Davis),,43-61,,
3:42.0,,,43-61,,Defensive rebound by D. Cunningham
3:30.0,,,43-61,,J. Crawford misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by E. Gordon,,43-61,,
3:23.0,T. Ariza misses 3-pt shot from 26 ft,,43-61,,
3:23.0,,,43-61,,Defensive rebound by J. Crawford
3:10.0,,,43-63,2,A. Davis makes 2-pt shot from 2 ft
3:08.0,Technical foul by R. Anderson,,43-63,,
3:08.0,Houston full timeout,,43-63,,
3:08.0,,,43-64,1,A. Davis makes technical free throw
3:08.0,,,43-63,,E. Moore enters the game for J. Crawford
2:56.0,J. Harden makes 3-pt shot from 26 ft,3,46-64,,
2:38.0,,,46-64,,A. Davis misses 2-pt shot from 17 ft
2:37.0,Defensive rebound by R. Anderson,,46-64,,
2:25.0,E. Gordon misses 3-pt shot from 26 ft,,46-64,,
2:23.0,Offensive rebound by J. Harden,,46-64,,
2:23.0,,,46-64,,Personal foul by E. Moore (drawn by J. Harden)
2:23.0,,,46-64,,New Orleans full timeout
2:23.0,J. Harden makes free throw 1 of 2,1,47-64,,
2:23.0,J. Harden makes free throw 2 of 2,1,48-64,,
2:23.0,P. Beverley enters the game for E. Gordon,,46-64,,
2:23.0,C. Capela enters the game for L. Williams,,46-64,,
2:05.0,,,48-64,,Turnover by A. Davis (bad pass; steal by R. Anderson)
1:54.0,P. Beverley misses 3-pt shot from 24 ft (block by J. Holiday),,48-64,,
1:51.0,,,48-64,,Defensive rebound by E. Moore
1:47.0,,,48-64,,S. Hill misses 3-pt shot from 26 ft
1:46.0,Defensive rebound by C. Capela,,48-64,,
1:33.0,C. Capela misses 2-pt shot from 4 ft (block by D. Cunningham),,48-64,,
1:31.0,,,48-64,,Defensive rebound by E. Moore
1:26.0,,,48-64,,J. Holiday misses 3-pt shot from 27 ft
1:25.0,Defensive rebound by C. Capela,,48-64,,
1:15.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,50-64,,
0:56.0,,,50-64,,J. Holiday misses 2-pt shot from 4 ft
0:55.0,Defensive rebound by P. Beverley,,50-64,,
0:41.0,C. Capela misses 2-pt shot from 4 ft (block by J. Holiday),,50-64,,
0:38.0,,,50-64,,Defensive rebound by E. Moore
0:37.0,,,50-66,2,J. Holiday makes 2-pt shot from 2 ft
0:27.0,J. Harden misses 3-pt shot from 27 ft,,50-66,,
0:26.0,,,50-66,,Defensive rebound by J. Holiday
0:02.0,,,50-68,2,J. Holiday makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,53-68,,
11:23.0,,,53-68,,J. Holiday misses 2-pt shot from 4 ft (block by C. Capela)
11:21.0,Defensive rebound by T. Ariza,,53-68,,
11:14.0,P. Beverley makes 3-pt shot from 26 ft (assist by J. Harden),3,56-68,,
11:14.0,,,56-68,,New Orleans full timeout
11:01.0,Shooting block foul by P. Beverley (drawn by S. Hill),,56-68,,
11:01.0,,,56-69,1,S. Hill makes free throw 1 of 2
11:01.0,,,56-70,1,S. Hill makes free throw 2 of 2
10:46.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,58-70,,
10:37.0,,,58-70,,D. Cunningham misses 3-pt shot from 24 ft
10:36.0,Defensive rebound by P. Beverley,,58-70,,
10:27.0,J. Harden misses 2-pt shot from 4 ft,,58-70,,
10:27.0,,,58-70,,Defensive rebound by A. Davis
10:27.0,Loose ball foul by C. Capela (drawn by A. Davis),,58-70,,
10:10.0,,,58-70,,A. Davis misses 2-pt shot from 7 ft
10:09.0,Defensive rebound by J. Harden,,58-70,,
9:54.0,T. Ariza misses 3-pt shot from 23 ft,,58-70,,
9:54.0,Offensive rebound by J. Harden,,58-70,,
9:51.0,T. Ariza misses 3-pt shot from 26 ft,,58-70,,
9:50.0,,,58-70,,Defensive rebound by S. Hill
9:47.0,Violation by P. Beverley (kicked ball),,58-70,,
9:44.0,,,58-72,2,S. Hill makes 2-pt shot from 3 ft
9:44.0,,,58-72,,Shooting foul by R. Anderson (drawn by S. Hill)
9:44.0,,,58-73,1,S. Hill makes free throw 1 of 1
9:28.0,C. Capela misses 2-pt shot from 3 ft,,58-73,,
9:28.0,,,58-73,,Defensive rebound by Team
9:13.0,,,58-73,,A. Davis misses 2-pt shot from 8 ft
9:13.0,Defensive rebound by J. Harden,,58-73,,
9:03.0,C. Capela misses 2-pt shot from 4 ft,,58-73,,
9:02.0,,,58-73,,Defensive rebound by J. Holiday
8:56.0,,,58-76,3,W. Selden makes 3-pt shot from 26 ft (assist by J. Holiday)
8:36.0,J. Harden makes 3-pt shot from 26 ft,3,61-76,,
8:21.0,,,61-76,,Offensive foul by D. Cunningham
8:21.0,,,61-76,,Turnover by D. Cunningham (offensive foul)
8:10.0,J. Harden misses 3-pt shot from 27 ft,,61-76,,
8:09.0,Offensive rebound by R. Anderson,,61-76,,
8:06.0,Turnover by R. Anderson (lost ball; steal by J. Holiday),,61-76,,
7:50.0,,,61-76,,A. Davis misses 2-pt shot from 4 ft
7:49.0,,,61-76,,Offensive rebound by D. Cunningham
7:34.0,,,61-78,2,J. Holiday makes 2-pt shot from 5 ft
7:15.0,J. Harden misses 2-pt shot from 2 ft,,61-78,,
7:14.0,Offensive rebound by C. Capela,,61-78,,
7:12.0,Turnover by C. Capela (bad pass; steal by W. Selden),,61-78,,
6:55.0,,,61-78,,Turnover by J. Holiday (bad pass; steal by C. Capela)
6:44.0,J. Harden makes 2-pt shot from 2 ft,2,63-78,,
6:30.0,,,63-78,,Shooting foul by J. Harden (drawn by S. Hill)
6:30.0,,,63-79,1,S. Hill makes free throw 1 of 2
6:30.0,,,63-80,1,S. Hill makes free throw 2 of 2
6:30.0,M. Harrell enters the game for C. Capela,,63-79,,
6:30.0,E. Gordon enters the game for P. Beverley,,63-79,,
6:09.0,M. Harrell makes 2-pt shot from 3 ft (assist by E. Gordon),2,65-80,,
5:59.0,,,65-80,,S. Hill misses 2-pt shot from 2 ft
5:58.0,Defensive rebound by M. Harrell,,65-80,,
5:49.0,J. Harden makes 2-pt shot from 1 ft,2,67-80,,
5:29.0,,,67-83,3,W. Selden makes 3-pt shot from 24 ft (assist by S. Hill)
5:14.0,J. Harden misses 3-pt shot from 27 ft,,67-83,,
5:13.0,,,67-83,,Defensive rebound by S. Hill
4:52.0,,,67-85,2,J. Holiday makes 2-pt shot from 4 ft
4:51.0,Houston full timeout,,67-85,,
4:51.0,L. Williams enters the game for R. Anderson,,67-85,,
4:37.0,E. Gordon misses 3-pt shot from 26 ft,,67-85,,
4:36.0,,,67-85,,Defensive rebound by A. Davis
4:18.0,,,67-85,,Offensive foul by A. Davis
4:18.0,,,67-85,,Turnover by A. Davis (offensive foul)
4:10.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,69-85,,
3:46.0,,,69-87,2,J. Holiday makes 2-pt shot from 23 ft
3:29.0,L. Williams makes 2-pt shot from 15 ft,2,71-87,,
3:05.0,,,71-89,2,J. Holiday makes 2-pt shot from 8 ft (assist by A. Davis)
2:49.0,L. Williams misses 3-pt shot from 29 ft,,71-89,,
2:48.0,,,71-89,,Defensive rebound by D. Cunningham
2:36.0,,,71-91,2,A. Davis makes 2-pt shot from 19 ft (assist by J. Holiday)
2:20.0,T. Ariza misses 3-pt shot from 25 ft,,71-91,,
2:19.0,,,71-91,,Defensive rebound by W. Selden
2:03.0,,,71-91,,J. Holiday misses 3-pt shot from 26 ft
2:02.0,Defensive rebound by J. Harden,,71-91,,
1:54.0,E. Gordon misses 2-pt shot from 2 ft,,71-91,,
1:53.0,,,71-91,,Defensive rebound by S. Hill
1:46.0,,,71-93,2,J. Holiday makes 2-pt shot from 4 ft (assist by S. Hill)
1:33.0,J. Harden makes 3-pt shot from 26 ft,3,74-93,,
1:21.0,,,74-93,,Turnover by S. Hill (bad pass)
1:21.0,,,74-93,,E. Moore enters the game for A. Davis
1:21.0,,,74-93,,T. Frazier enters the game for W. Selden
1:21.0,,,74-93,,A. Ajinca enters the game for J. Holiday
1:14.0,J. Harden makes 2-pt shot from 3 ft,2,76-93,,
1:00.0,,,76-95,2,E. Moore makes 2-pt shot from 17 ft (assist by T. Frazier)
0:52.0,J. Harden makes 2-pt shot from 13 ft,2,78-95,,
0:32.0,,,78-98,3,S. Hill makes 3-pt shot from 27 ft (assist by T. Frazier)
0:29.0,Shooting foul by S. Hill (drawn by J. Harden),,78-98,,
0:29.0,J. Harden makes free throw 1 of 3,1,79-98,,
0:29.0,J. Harden makes free throw 2 of 3,1,80-98,,
0:29.0,J. Harden makes free throw 3 of 3,1,81-98,,
0:06.0,,,81-98,,S. Hill misses 2-pt shot from 3 ft (block by M. Harrell)
0:06.0,,,81-98,,Offensive rebound by S. Hill
0:06.0,,,81-98,,Shooting foul by M. Harrell (drawn by S. Hill)
0:06.0,,,81-98,,S. Hill misses free throw 1 of 2
0:06.0,,,81-98,,Offensive rebound by Team
0:06.0,,,81-99,1,S. Hill makes free throw 2 of 2
0:06.0,,,81-98,,W. Selden enters the game for A. Ajinca
0:02.0,Turnover by J. Harden (lost ball; steal by E. Moore),,81-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,81-99,,T. Frazier misses 2-pt shot from 2 ft
11:39.0,Defensive rebound by M. Harrell,,81-99,,
11:35.0,Turnover by E. Gordon (lost ball),,81-99,,
11:35.0,,,81-99,,S. Hill enters the game for D. Cunningham
11:15.0,,,81-99,,Shooting foul by P. Beverley (drawn by S. Hill)
11:15.0,,,81-100,1,S. Hill makes free throw 1 of 2
11:15.0,,,81-101,1,S. Hill makes free throw 2 of 2
10:59.0,M. Harrell makes 2-pt shot at rim (assist by L. Williams),2,83-101,,
10:48.0,,,83-103,2,T. Frazier makes 2-pt shot from 2 ft
10:36.0,E. Gordon misses 2-pt shot from 20 ft,,83-103,,
10:34.0,,,83-103,,Defensive rebound by A. Ajinca
10:26.0,,,83-106,3,J. Crawford makes 3-pt shot from 26 ft (assist by S. Hill)
10:16.0,Shooting foul by J. Crawford (drawn by L. Williams),,83-106,,
10:16.0,L. Williams makes free throw 1 of 3,1,84-106,,
10:16.0,L. Williams makes free throw 2 of 3,1,85-106,,
10:16.0,L. Williams misses free throw 3 of 3,,85-106,,
10:15.0,,,85-106,,Defensive rebound by S. Hill
10:03.0,,,85-106,,E. Moore misses 2-pt shot from 18 ft
10:02.0,Defensive rebound by J. Harden,,85-106,,
9:48.0,E. Gordon misses 2-pt shot from 3 ft,,85-106,,
9:48.0,Offensive rebound by M. Harrell,,85-106,,
9:48.0,M. Harrell makes 2-pt shot from 2 ft,2,87-106,,
9:48.0,Shooting foul by J. Crawford (drawn by M. Harrell),,87-106,,
9:48.0,M. Harrell makes free throw 1 of 1,1,88-106,,
9:32.0,,,88-108,2,T. Frazier makes 2-pt shot from 2 ft
9:14.0,Shooting foul by A. Ajinca (drawn by M. Harrell),,88-108,,
9:14.0,M. Harrell makes free throw 1 of 2,1,89-108,,
9:14.0,M. Harrell misses free throw 2 of 2,,89-108,,
9:13.0,,,89-108,,Defensive rebound by T. Frazier
8:47.0,,,89-108,,E. Moore misses 2-pt shot from 15 ft
8:46.0,,,89-108,,Offensive rebound by A. Ajinca
8:44.0,,,89-108,,Shooting foul by M. Harrell (drawn by E. Moore)
8:44.0,Official timeout,,89-108,,
8:44.0,,,89-109,1,E. Moore makes free throw 1 of 2
8:44.0,,,89-110,1,E. Moore makes free throw 2 of 2
8:44.0,R. Anderson enters the game for M. Harrell,,89-108,,
8:44.0,,,89-108,,A. Davis enters the game for A. Ajinca
8:24.0,R. Anderson makes 2-pt shot from 11 ft,2,91-110,,
8:03.0,,,91-110,,S. Hill misses 3-pt shot from 24 ft
8:01.0,Defensive rebound by J. Harden,,91-110,,
7:51.0,J. Harden makes 2-pt shot from 2 ft,2,93-110,,
7:30.0,,,93-110,,J. Crawford misses 3-pt shot from 27 ft
7:30.0,Defensive rebound by P. Beverley,,93-110,,
7:17.0,R. Anderson misses 3-pt shot from 28 ft,,93-110,,
7:16.0,,,93-110,,Defensive rebound by T. Frazier
7:00.0,,,93-110,,A. Davis misses 3-pt shot from 26 ft
6:59.0,Defensive rebound by J. Harden,,93-110,,
6:51.0,Shooting foul by S. Hill (drawn by J. Harden),,93-110,,
6:51.0,J. Harden makes 2-pt shot from 2 ft,2,95-110,,
6:51.0,J. Harden makes free throw 1 of 1,1,96-110,,
6:51.0,,,95-110,,J. Holiday enters the game for T. Frazier
6:37.0,,,96-112,2,A. Davis makes 2-pt shot from 7 ft (assist by E. Moore)
6:28.0,L. Williams makes 2-pt shot from 2 ft,2,98-112,,
6:11.0,,,98-114,2,E. Moore makes 2-pt shot from 2 ft (assist by S. Hill)
5:46.0,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden),3,101-114,,
5:32.0,,,101-114,,Turnover by A. Davis (lost ball; steal by J. Harden)
5:27.0,P. Beverley makes 2-pt shot from 3 ft (assist by J. Harden),2,103-114,,
5:27.0,,,103-114,,New Orleans full timeout
5:10.0,,,103-117,3,S. Hill makes 3-pt shot from 24 ft (assist by J. Crawford)
4:54.0,R. Anderson misses 2-pt shot from 20 ft,,103-117,,
4:51.0,,,103-117,,Defensive rebound by J. Crawford
