time,Dallas,pts.away,score,pts.home,Phoenix
5:36.0,D. Powell makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,54-55,,
5:22.0,,,54-55,,A. Williams misses 2-pt shot from 4 ft
5:22.0,,,54-55,,Offensive rebound by Team
5:22.0,Loose ball foul by D. Powell (drawn by D. Bender),,54-55,,
5:22.0,,,54-55,,Phoenix full timeout
5:22.0,,,54-55,,T. Warren enters the game for R. Price
5:22.0,D. Nowitzki enters the game for S. Mejri,,54-55,,
5:22.0,W. Matthews enters the game for D. Powell,,54-55,,
5:13.0,,,54-55,,A. Williams misses 2-pt shot from 6 ft
5:12.0,Defensive rebound by D. Finney-Smith,,54-55,,
5:07.0,,,54-55,,Personal foul by A. Williams (drawn by D. Nowitzki)
4:55.0,D. Nowitzki makes 2-pt shot from 12 ft,2,56-55,,
4:41.0,,,56-57,2,D. Booker makes 2-pt shot from 21 ft (assist by T. Ulis)
4:23.0,Y. Ferrell misses 2-pt shot from 2 ft (block by T. Ulis),,56-57,,
4:22.0,,,56-57,,Defensive rebound by T. Warren
4:18.0,,,56-57,,Shooting foul by N. Brussino (drawn by A. Williams)
4:18.0,,,56-58,1,A. Williams makes free throw 1 of 2
4:18.0,,,56-58,,A. Williams misses free throw 2 of 2
4:18.0,J. Uthoff enters the game for N. Brussino,,56-58,,
4:17.0,Defensive rebound by D. Nowitzki,,56-58,,
4:04.0,W. Matthews misses 3-pt shot from 25 ft,,56-58,,
4:03.0,,,56-58,,Defensive rebound by A. Williams
3:43.0,,,56-60,2,D. Booker makes 2-pt shot from 11 ft
3:43.0,,,56-60,,Shooting foul by J. Uthoff (drawn by D. Booker)
3:43.0,,,56-61,1,D. Booker makes free throw 1 of 1
3:43.0,,,56-60,,M. Chriss enters the game for A. Williams
3:22.0,,,56-61,,Personal foul by D. Booker (drawn by J. Uthoff)
3:16.0,Y. Ferrell misses 2-pt shot from 1 ft,,56-61,,
3:14.0,,,56-61,,Defensive rebound by D. Bender
3:08.0,,,56-63,2,T. Ulis makes 2-pt shot from 12 ft
2:49.0,J. Uthoff makes 3-pt shot from 23 ft (assist by D. Nowitzki),3,59-63,,
2:28.0,,,59-63,,D. Booker misses 2-pt shot from 21 ft
2:28.0,Defensive rebound by J. Uthoff,,59-63,,
2:21.0,D. Nowitzki misses 3-pt shot from 25 ft,,59-63,,
2:20.0,,,59-63,,Defensive rebound by M. Chriss
2:12.0,,,59-63,,D. Bender misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by Y. Ferrell,,59-63,,
1:59.0,W. Matthews misses 3-pt shot from 25 ft,,59-63,,
1:59.0,,,59-63,,Defensive rebound by T. Ulis
1:53.0,,,59-63,,T. Ulis misses 2-pt shot from 19 ft
1:50.0,Defensive rebound by D. Finney-Smith,,59-63,,
1:44.0,Dallas full timeout,,59-63,,
1:44.0,D. Powell enters the game for D. Nowitzki,,59-63,,
1:44.0,N. Brussino enters the game for W. Matthews,,59-63,,
1:27.0,J. Uthoff makes 2-pt shot from 1 ft (assist by N. Brussino),2,61-63,,
1:09.0,,,61-63,,D. Bender misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by D. Powell,,61-63,,
1:00.0,Y. Ferrell misses 3-pt shot from 25 ft,,61-63,,
0:58.0,,,61-63,,Defensive rebound by T. Warren
0:55.0,,,61-65,2,D. Booker makes 2-pt shot from 1 ft (assist by T. Ulis)
0:49.0,,,61-65,,Personal foul by M. Chriss (drawn by Y. Ferrell)
0:49.0,Y. Ferrell makes free throw 1 of 2,1,62-65,,
0:49.0,Y. Ferrell makes free throw 2 of 2,1,63-65,,
0:33.0,,,63-67,2,D. Booker makes 2-pt shot from 5 ft (assist by T. Ulis)
0:12.0,N. Brussino misses 3-pt shot from 24 ft,,63-67,,
0:11.0,Offensive rebound by D. Finney-Smith,,63-67,,
0:09.0,D. Finney-Smith misses 2-pt shot at rim,,63-67,,
0:09.0,Offensive rebound by D. Finney-Smith,,63-67,,
0:09.0,D. Finney-Smith makes 2-pt shot at rim,2,65-67,,
0:04.0,Personal foul by N. Brussino (drawn by D. Booker),,65-67,,
0:04.0,,,65-68,1,D. Booker makes free throw 1 of 2
0:04.0,,,65-68,,D. Booker misses free throw 2 of 2
0:04.0,Defensive rebound by D. Finney-Smith,,65-68,,
0:00.0,D. Finney-Smith misses 3-pt shot from 64 ft,,65-68,,
0:00.0,Offensive rebound by Team,,65-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,65-70,2,T. Warren makes 2-pt shot from 1 ft (assist by M. Chriss)
11:25.0,D. Finney-Smith misses 2-pt shot from 19 ft,,65-70,,
11:25.0,Offensive rebound by Y. Ferrell,,65-70,,
11:21.0,Y. Ferrell makes 2-pt shot from 17 ft,2,67-70,,
11:03.0,,,67-72,2,D. Booker makes 2-pt shot from 5 ft (assist by M. Chriss)
10:54.0,A. Hammons makes 2-pt shot from 19 ft (assist by Y. Ferrell),2,69-72,,
10:43.0,,,69-72,,D. Booker misses 2-pt shot from 21 ft
10:43.0,,,69-72,,Offensive rebound by Team
10:42.0,Personal foul by D. Finney-Smith,,69-72,,
10:34.0,,,69-74,2,T. Ulis makes 2-pt shot from 1 ft
10:07.0,A. Hammons misses 2-pt shot from 22 ft,,69-74,,
10:07.0,,,69-74,,Defensive rebound by M. Chriss
9:57.0,Personal foul by D. Powell (drawn by M. Chriss),,69-74,,
9:52.0,,,69-74,,D. Booker misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by J. Uthoff,,69-74,,
9:39.0,J. Uthoff misses 2-pt shot from 1 ft,,69-74,,
9:39.0,Offensive rebound by J. Uthoff,,69-74,,
9:34.0,J. Uthoff misses 2-pt shot from 5 ft,,69-74,,
9:32.0,,,69-74,,Defensive rebound by A. Len
9:20.0,,,69-74,,T. Ulis misses 2-pt shot from 6 ft
9:20.0,,,69-74,,Offensive rebound by Team
9:09.0,,,69-76,2,D. Booker makes 2-pt shot from 13 ft
8:52.0,Y. Ferrell makes 2-pt shot from 8 ft,2,71-76,,
8:35.0,,,71-76,,Shooting foul by Y. Ferrell (drawn by T. Ulis)
8:35.0,,,71-77,1,T. Ulis makes free throw 1 of 2
8:35.0,,,71-78,1,T. Ulis makes free throw 2 of 2
8:35.0,,,71-77,,D. Jones enters the game for D. Booker
8:18.0,Y. Ferrell misses 2-pt shot from 1 ft (block by A. Len),,71-78,,
8:16.0,Offensive rebound by J. Uthoff,,71-78,,
8:10.0,D. Powell misses 3-pt shot from 25 ft,,71-78,,
8:10.0,,,71-78,,Defensive rebound by A. Len
8:06.0,,,71-78,,Phoenix full timeout
8:06.0,,,71-78,,D. Bender enters the game for M. Chriss
8:06.0,N. Brussino enters the game for J. Uthoff,,71-78,,
7:54.0,,,71-78,,D. Jones misses 2-pt shot from 21 ft
7:53.0,,,71-78,,Offensive rebound by Team
7:45.0,,,71-78,,Offensive foul by D. Bender
7:45.0,,,71-78,,Turnover by D. Bender (offensive foul)
7:27.0,A. Hammons misses 3-pt shot from 25 ft,,71-78,,
7:27.0,,,71-78,,Defensive rebound by T. Warren
7:16.0,,,71-80,2,T. Warren makes 2-pt shot from 2 ft (assist by A. Len)
7:01.0,Y. Ferrell makes 2-pt shot from 16 ft,2,73-80,,
6:40.0,,,73-80,,D. Bender misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by N. Brussino,,73-80,,
6:36.0,D. Powell makes 2-pt shot from 1 ft (assist by N. Brussino),2,75-80,,
6:36.0,Shooting foul by D. Bender (drawn by D. Powell),,75-80,,
6:36.0,D. Powell misses free throw 1 of 1,,75-80,,
6:36.0,J. Uthoff enters the game for Y. Ferrell,,75-80,,
6:35.0,,,75-80,,Defensive rebound by A. Len
6:18.0,,,75-82,2,T. Ulis makes 2-pt shot from 20 ft
5:59.0,N. Brussino makes 3-pt shot from 26 ft (assist by D. Powell),3,78-82,,
5:47.0,,,78-84,2,T. Ulis makes 2-pt shot from 12 ft
5:24.0,A. Hammons misses 2-pt shot from 14 ft,,78-84,,
5:22.0,,,78-84,,Defensive rebound by T. Warren
5:09.0,,,78-86,2,A. Len makes 2-pt shot from 2 ft (assist by T. Ulis)
5:09.0,,,78-86,,Shooting foul by J. Uthoff (drawn by A. Len)
5:09.0,,,78-87,1,A. Len makes free throw 1 of 1
4:49.0,A. Hammons misses 2-pt shot from 6 ft (block by A. Len),,78-87,,
4:48.0,,,78-87,,Defensive rebound by A. Len
4:39.0,,,78-87,,Shooting foul by D. Finney-Smith (drawn by D. Jones)
4:39.0,,,78-88,1,D. Jones makes free throw 1 of 2
4:39.0,,,78-89,1,D. Jones makes free throw 2 of 2
4:39.0,,,78-88,,A. Williams enters the game for A. Len
4:24.0,Offensive foul by A. Hammons,,78-89,,
4:24.0,Turnover by A. Hammons (offensive foul),,78-89,,
4:18.0,,,78-92,3,T. Ulis makes 3-pt shot from 25 ft
4:18.0,Dallas full timeout,,78-92,,
4:18.0,Y. Ferrell enters the game for A. Hammons,,78-92,,
4:04.0,,,78-92,,Personal foul by D. Jones (drawn by N. Brussino)
4:04.0,N. Brussino misses free throw 1 of 2,,78-92,,
4:04.0,Offensive rebound by Team,,78-92,,
4:04.0,N. Brussino makes free throw 2 of 2,1,79-92,,
3:54.0,Shooting block foul by N. Brussino (drawn by D. Jones),,79-92,,
3:54.0,,,79-93,1,D. Jones makes free throw 1 of 2
3:54.0,,,79-94,1,D. Jones makes free throw 2 of 2
3:40.0,D. Powell misses 2-pt shot from 20 ft,,79-94,,
3:40.0,,,79-94,,Defensive rebound by D. Jones
3:25.0,,,79-96,2,D. Bender makes 2-pt shot from 20 ft (assist by T. Ulis)
3:12.0,Y. Ferrell makes 3-pt shot from 25 ft,3,82-96,,
2:57.0,,,82-98,2,T. Ulis makes 2-pt shot from 17 ft
2:39.0,N. Brussino misses 3-pt shot from 27 ft,,82-98,,
2:39.0,,,82-98,,Defensive rebound by T. Ulis
2:30.0,,,82-98,,T. Ulis misses 2-pt shot from 14 ft
2:29.0,Defensive rebound by J. Uthoff,,82-98,,
2:14.0,D. Finney-Smith misses 2-pt shot from 2 ft,,82-98,,
2:14.0,Offensive rebound by D. Finney-Smith,,82-98,,
2:09.0,N. Brussino makes 3-pt shot from 23 ft (assist by D. Finney-Smith),3,85-98,,
1:43.0,,,85-98,,D. Jones misses 2-pt shot from 3 ft
1:43.0,Defensive rebound by D. Finney-Smith,,85-98,,
1:33.0,J. Uthoff misses 2-pt shot from 2 ft,,85-98,,
1:31.0,,,85-98,,Defensive rebound by D. Bender
1:25.0,Personal foul by J. Uthoff (drawn by A. Williams),,85-98,,
1:25.0,,,85-99,1,A. Williams makes free throw 1 of 2
1:25.0,,,85-100,1,A. Williams makes free throw 2 of 2
1:25.0,A. Hammons enters the game for D. Powell,,85-99,,
1:13.0,Turnover by Y. Ferrell (bad pass; steal by D. Jones),,85-100,,
1:07.0,,,85-102,2,T. Warren makes 2-pt shot from 1 ft (assist by A. Williams)
0:48.0,J. Uthoff misses 3-pt shot from 25 ft,,85-102,,
0:47.0,Offensive rebound by D. Finney-Smith,,85-102,,
0:42.0,D. Finney-Smith misses 2-pt shot from 1 ft,,85-102,,
0:42.0,Offensive rebound by D. Finney-Smith,,85-102,,
0:37.0,Y. Ferrell misses 3-pt shot from 26 ft,,85-102,,
0:37.0,Offensive rebound by D. Finney-Smith,,85-102,,
0:21.0,N. Brussino misses 3-pt shot from 26 ft,,85-102,,
0:21.0,,,85-102,,Defensive rebound by D. Bender
0:02.0,,,85-102,,Shooting foul by Y. Ferrell (drawn by T. Ulis)
0:02.0,,,85-103,1,T. Ulis makes free throw 1 of 2
0:02.0,,,85-104,1,T. Ulis makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Turnover by Y. Ferrell (lost ball),,85-104,,
11:28.0,,,85-104,,A. Len misses 2-pt shot from 6 ft
11:28.0,Defensive rebound by N. Brussino,,85-104,,
11:17.0,D. Powell misses 3-pt shot from 23 ft,,85-104,,
11:17.0,Offensive rebound by Team,,85-104,,
11:13.0,D. Powell makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,88-104,,
11:03.0,,,88-106,2,D. Jones makes 2-pt shot from 17 ft (assist by R. Price)
10:48.0,,,88-106,,Personal block foul by R. Price (drawn by D. Powell)
10:36.0,Turnover by J. Uthoff (bad pass; steal by D. Jones),,88-106,,
10:30.0,,,88-106,,Turnover by D. Jones (lost ball; steal by D. Powell)
10:17.0,D. Powell misses 2-pt shot from 20 ft,,88-106,,
10:17.0,,,88-106,,Defensive rebound by E. Millsap
9:56.0,,,88-106,,A. Len misses 2-pt shot at rim
9:53.0,Defensive rebound by D. Powell,,88-106,,
9:44.0,Y. Ferrell misses 2-pt shot from 1 ft (block by D. Bender),,88-106,,
9:44.0,Offensive rebound by Team,,88-106,,
9:37.0,Shooting foul by D. Bender,,88-106,,
9:37.0,A. Hammons makes free throw 1 of 2,1,89-106,,
9:37.0,A. Hammons misses free throw 2 of 2,,89-106,,
9:37.0,,,89-106,,Defensive rebound by A. Len
9:12.0,,,89-106,,Turnover by E. Millsap (bad pass; steal by D. Powell)
9:10.0,Turnover by D. Powell (bad pass; steal by D. Jones),,89-106,,
9:01.0,,,89-106,,E. Millsap misses 3-pt shot from 25 ft
9:00.0,,,89-106,,Offensive rebound by D. Jones
9:00.0,,,89-108,2,D. Jones makes 2-pt shot at rim
8:42.0,N. Brussino misses 3-pt shot from 26 ft,,89-108,,
8:41.0,,,89-108,,Defensive rebound by Team
8:41.0,Official timeout,,89-108,,
8:23.0,,,89-108,,D. Jones misses 2-pt shot at rim (block by A. Hammons)
8:20.0,,,89-108,,Offensive rebound by D. Jones
8:20.0,,,89-108,,D. Jones misses 2-pt shot from 2 ft
8:20.0,,,89-108,,Offensive rebound by A. Len
8:20.0,,,89-110,2,A. Len makes 2-pt shot at rim
7:58.0,D. Powell misses 3-pt shot from 25 ft,,89-110,,
7:58.0,,,89-110,,Defensive rebound by R. Price
7:42.0,,,89-110,,Turnover by D. Bender (lost ball)
7:24.0,N. Brussino makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,91-110,,
7:08.0,,,91-110,,Shooting foul by A. Hammons (drawn by A. Len)
7:08.0,,,91-111,1,A. Len makes free throw 1 of 2
7:08.0,,,91-112,1,A. Len makes free throw 2 of 2
7:08.0,D. Finney-Smith enters the game for A. Hammons,,91-111,,
6:58.0,Y. Ferrell makes 2-pt shot from 19 ft,2,93-112,,
6:44.0,,,93-112,,D. Jones misses 2-pt shot from 18 ft
6:43.0,,,93-112,,Offensive rebound by D. Bender
6:43.0,,,93-114,2,D. Bender makes 2-pt shot from 2 ft
6:27.0,Turnover by D. Powell (lost ball),,93-114,,
6:13.0,,,93-114,,E. Millsap misses 2-pt shot from 2 ft
6:13.0,Defensive rebound by D. Powell,,93-114,,
6:02.0,D. Powell makes 2-pt shot from 22 ft,2,95-114,,
5:50.0,,,95-114,,Turnover by A. Len (lost ball; steal by D. Finney-Smith)
5:44.0,Shooting foul by E. Millsap (drawn by D. Finney-Smith),,95-114,,
5:44.0,,,95-114,,Phoenix full timeout
5:44.0,D. Finney-Smith makes free throw 1 of 2,1,96-114,,
5:44.0,D. Finney-Smith makes free throw 2 of 2,1,97-114,,
5:30.0,,,97-116,2,A. Len makes 2-pt shot from 2 ft (assist by D. Bender)
5:15.0,Y. Ferrell misses 2-pt shot from 20 ft,,97-116,,
5:14.0,,,97-116,,Defensive rebound by E. Millsap
5:00.0,,,97-119,3,D. Bender makes 3-pt shot from 25 ft (assist by R. Price)
4:58.0,Dallas full timeout,,97-119,,
4:58.0,A. Hammons enters the game for Y. Ferrell,,97-119,,
4:39.0,D. Finney-Smith misses 2-pt shot from 19 ft,,97-119,,
4:38.0,Offensive rebound by J. Uthoff,,97-119,,
4:33.0,N. Brussino misses 3-pt shot from 28 ft,,97-119,,
4:33.0,Offensive rebound by D. Finney-Smith,,97-119,,
4:10.0,A. Hammons misses 2-pt shot from 20 ft,,97-119,,
4:09.0,,,97-119,,Defensive rebound by A. Len
4:02.0,,,97-119,,E. Millsap misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by A. Hammons,,97-119,,
3:55.0,,,97-119,,Personal block foul by E. Millsap (drawn by D. Finney-Smith)
3:42.0,A. Hammons makes 2-pt shot at rim (assist by N. Brussino),2,99-119,,
3:25.0,,,99-119,,D. Bender misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by N. Brussino,,99-119,,
