time,Houston,pts.away,score,pts.home,Sacramento
3:40.0,,,25-18,,Shooting foul by N. Hilario (drawn by D. Cousins)
3:40.0,,,25-19,1,D. Cousins makes free throw 1 of 1
3:29.0,E. Gordon makes 3-pt shot from 25 ft,3,28-19,,
3:14.0,,,28-19,,M. Barnes misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by T. Ariza,,28-19,,
3:04.0,J. Harden misses 3-pt shot from 24 ft,,28-19,,
3:04.0,Offensive rebound by Team,,28-19,,
2:55.0,S. Dekker makes 3-pt shot from 25 ft (assist by J. Harden),3,31-19,,
2:43.0,,,31-19,,D. Collison misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by E. Gordon,,31-19,,
2:33.0,N. Hilario makes 2-pt shot from 4 ft,2,33-19,,
2:15.0,,,33-19,,Shooting foul by N. Hilario (drawn by D. Cousins)
2:15.0,Houston full timeout,,33-19,,
2:15.0,,,33-19,,D. Cousins misses free throw 1 of 2
2:15.0,,,33-19,,Offensive rebound by Team
2:15.0,,,33-19,,D. Cousins misses free throw 2 of 2
2:15.0,C. Brewer enters the game for T. Ariza,,33-19,,
2:15.0,,,33-19,,R. Gay enters the game for M. Barnes
2:15.0,,,33-19,,T. Lawson enters the game for D. Collison
2:14.0,Defensive rebound by J. Harden,,33-19,,
2:02.0,J. Harden misses 2-pt shot from 2 ft,,33-19,,
2:01.0,,,33-19,,Defensive rebound by A. Afflalo
1:50.0,,,33-19,,T. Lawson misses 2-pt shot from 5 ft
1:49.0,Defensive rebound by S. Dekker,,33-19,,
1:41.0,,,33-19,,Violation by D. Cousins (kicked ball)
1:27.0,C. Brewer misses 2-pt shot from 9 ft,,33-19,,
1:26.0,,,33-19,,Defensive rebound by Team
1:20.0,,,33-19,,Turnover by D. Cousins (bad pass)
1:08.0,C. Brewer makes 3-pt shot from 25 ft (assist by J. Harden),3,36-19,,
0:51.0,,,36-19,,Turnover by B. McLemore (bad pass; steal by S. Dekker)
0:49.0,C. Brewer makes 2-pt shot at rim (assist by S. Dekker),2,38-19,,
0:36.0,,,38-19,,Sacramento full timeout
0:36.0,,,38-19,,K. Koufos enters the game for D. Cousins
0:25.0,,,38-19,,A. Afflalo misses 2-pt shot from 18 ft
0:24.0,Defensive rebound by J. Harden,,38-19,,
0:00.0,J. Harden misses 2-pt shot from 20 ft,,38-19,,
0:00.0,Offensive rebound by Team,,38-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,38-19,,R. Gay misses 2-pt shot from 11 ft
11:41.0,,,38-19,,Offensive rebound by K. Koufos
11:40.0,,,38-21,2,K. Koufos makes 2-pt shot from 1 ft
11:15.0,C. Brewer makes 3-pt shot from 24 ft (assist by S. Dekker),3,41-21,,
11:01.0,,,41-21,,O. Casspi misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by C. Brewer,,41-21,,
10:53.0,Shooting foul by K. Koufos (drawn by N. Hilario),,41-21,,
10:53.0,N. Hilario makes free throw 1 of 2,1,42-21,,
10:53.0,N. Hilario makes free throw 2 of 2,1,43-21,,
10:41.0,,,43-21,,Turnover by G. Temple (bad pass; steal by S. Dekker)
10:33.0,E. Gordon makes 3-pt shot from 26 ft (assist by P. Beverley),3,46-21,,
10:25.0,,,46-21,,Shooting foul by C. Brewer (drawn by T. Lawson)
10:25.0,,,46-22,1,T. Lawson makes free throw 1 of 2
10:25.0,,,46-22,,T. Lawson misses free throw 2 of 2
10:24.0,Defensive rebound by E. Gordon,,46-22,,
10:18.0,Turnover by S. Dekker (lost ball; steal by G. Temple),,46-22,,
10:15.0,,,46-22,,Shooting foul by P. Beverley (drawn by G. Temple)
10:15.0,,,46-23,1,G. Temple makes free throw 1 of 2
10:15.0,,,46-24,1,G. Temple makes free throw 2 of 2
10:04.0,P. Beverley makes 3-pt shot from 25 ft,3,49-24,,
9:55.0,,,49-24,,Turnover by T. Lawson (bad pass)
9:44.0,,,49-24,,Violation by K. Koufos (kicked ball)
9:35.0,S. Dekker misses 3-pt shot from 25 ft,,49-24,,
9:34.0,,,49-24,,Defensive rebound by K. Koufos
9:22.0,,,49-24,,R. Gay misses 2-pt shot from 5 ft
9:21.0,Defensive rebound by C. Brewer,,49-24,,
9:10.0,N. Hilario makes 2-pt shot from 2 ft (assist by E. Gordon),2,51-24,,
9:01.0,Personal foul by N. Hilario (drawn by K. Koufos),,51-24,,
9:01.0,C. Capela enters the game for N. Hilario,,51-24,,
8:53.0,Official timeout,,51-24,,
8:49.0,,,51-24,,Turnover by T. Lawson (bad pass; steal by P. Beverley)
8:36.0,Shooting foul by O. Casspi (drawn by C. Capela),,51-24,,
8:36.0,C. Capela makes free throw 1 of 2,1,52-24,,
8:36.0,C. Capela makes free throw 2 of 2,1,53-24,,
8:19.0,,,53-24,,Shooting foul by C. Brewer (drawn by R. Gay)
8:19.0,,,53-25,1,R. Gay makes free throw 1 of 2
8:19.0,,,53-26,1,R. Gay makes free throw 2 of 2
8:04.0,E. Gordon misses 3-pt shot from 25 ft,,53-26,,
8:04.0,Offensive rebound by S. Dekker,,53-26,,
7:55.0,Turnover by E. Gordon (lost ball; steal by G. Temple),,53-26,,
7:52.0,,,53-26,,Turnover by G. Temple (lost ball; steal by P. Beverley)
7:49.0,C. Capela makes 2-pt shot at rim (assist by S. Dekker),2,55-26,,
7:27.0,,,55-29,3,G. Temple makes 3-pt shot from 23 ft (assist by O. Casspi)
7:15.0,,,55-29,,Personal foul by G. Temple (drawn by E. Gordon)
7:15.0,J. Harden enters the game for P. Beverley,,55-29,,
7:15.0,T. Ariza enters the game for S. Dekker,,55-29,,
7:15.0,R. Anderson enters the game for C. Brewer,,55-29,,
7:15.0,P. Beverley enters the game for E. Gordon,,55-29,,
7:01.0,Turnover by Team (shot clock),,55-29,,
6:46.0,,,55-31,2,R. Gay makes 2-pt shot at rim (assist by T. Lawson)
6:36.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,58-31,,
6:20.0,,,58-31,,R. Gay misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by C. Capela,,58-31,,
6:07.0,Turnover by T. Ariza (kicked ball),,58-31,,
5:47.0,,,58-33,2,R. Gay makes 2-pt shot from 16 ft
5:36.0,T. Ariza misses 3-pt shot from 25 ft,,58-33,,
5:35.0,,,58-33,,Defensive rebound by O. Casspi
5:16.0,,,58-33,,G. Temple misses 3-pt shot from 22 ft
5:16.0,Defensive rebound by C. Capela,,58-33,,
5:04.0,Offensive foul by J. Harden,,58-33,,
5:04.0,Turnover by J. Harden (offensive foul),,58-33,,
5:04.0,,,58-33,,Sacramento full timeout
5:04.0,E. Gordon enters the game for P. Beverley,,58-33,,
5:04.0,,,58-33,,D. Cousins enters the game for T. Lawson
5:04.0,,,58-33,,D. Collison enters the game for K. Koufos
4:54.0,,,58-33,,Turnover by D. Collison (bad pass; steal by T. Ariza)
4:46.0,R. Anderson misses 3-pt shot from 24 ft,,58-33,,
4:45.0,,,58-33,,Defensive rebound by R. Gay
4:36.0,,,58-35,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Gay)
4:21.0,R. Anderson makes 3-pt shot from 24 ft (assist by J. Harden),3,61-35,,
3:59.0,,,61-35,,D. Cousins misses 2-pt shot from 4 ft (block by C. Capela)
3:57.0,Defensive rebound by C. Capela,,61-35,,
3:50.0,Turnover by J. Harden (bad pass; steal by R. Gay),,61-35,,
3:45.0,,,61-37,2,O. Casspi makes 2-pt shot from 2 ft (assist by D. Collison)
3:28.0,R. Anderson makes 2-pt shot from 16 ft,2,63-37,,
3:16.0,,,63-40,3,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison)
3:02.0,C. Capela misses 2-pt shot from 4 ft,,63-40,,
3:00.0,,,63-40,,Defensive rebound by O. Casspi
2:58.0,,,63-40,,Shooting foul by E. Gordon (drawn by D. Collison)
2:58.0,Houston full timeout,,63-40,,
2:58.0,,,63-41,1,D. Collison makes free throw 1 of 2
2:58.0,,,63-42,1,D. Collison makes free throw 2 of 2
2:58.0,M. Harrell enters the game for C. Capela,,63-40,,
2:58.0,,,63-40,,M. Barnes enters the game for R. Gay
2:35.0,R. Anderson misses 2-pt shot from 21 ft,,63-42,,
2:35.0,,,63-42,,Defensive rebound by G. Temple
2:20.0,,,63-44,2,M. Barnes makes 2-pt shot from 18 ft (assist by G. Temple)
2:16.0,Turnover by M. Harrell (bad pass; steal by D. Collison),,63-44,,
2:13.0,,,63-46,2,O. Casspi makes 2-pt shot from 2 ft (assist by D. Collison)
1:50.0,Turnover by T. Ariza (bad pass; steal by D. Collison),,63-46,,
1:45.0,,,63-48,2,G. Temple makes 2-pt shot from 2 ft (assist by O. Casspi)
1:44.0,Houston full timeout,,63-48,,
1:32.0,Shooting foul by O. Casspi (drawn by M. Harrell),,63-48,,
1:32.0,M. Harrell misses free throw 1 of 2,,63-48,,
1:32.0,Offensive rebound by Team,,63-48,,
1:32.0,M. Harrell misses free throw 2 of 2,,63-48,,
1:30.0,,,63-48,,Defensive rebound by M. Barnes
1:18.0,,,63-48,,Turnover by M. Barnes (bad pass)
1:06.0,M. Harrell makes 2-pt shot from 3 ft (assist by J. Harden),2,65-48,,
0:54.0,,,65-48,,D. Cousins misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by T. Ariza,,65-48,,
0:45.0,J. Harden makes 3-pt shot from 25 ft,3,68-48,,
0:30.0,,,68-48,,Offensive charge foul by D. Cousins
0:30.0,,,68-48,,Turnover by D. Cousins (offensive foul)
0:06.0,J. Harden misses 2-pt shot from 3 ft (block by D. Cousins),,68-48,,
0:04.0,,,68-48,,Defensive rebound by G. Temple
0:02.0,Violation by M. Harrell (def goaltending),,68-48,,
0:02.0,,,68-50,2,D. Collison makes 2-pt shot from 3 ft
0:00.0,T. Ariza misses 3-pt shot from 36 ft,,68-50,,
0:00.0,Offensive rebound by Team,,68-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,68-50,,R. Gay misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by J. Harden,,68-50,,
11:32.0,R. Anderson misses 3-pt shot from 27 ft,,68-50,,
11:31.0,,,68-50,,Defensive rebound by D. Cousins
11:22.0,,,68-52,2,A. Afflalo makes 2-pt shot from 21 ft (assist by M. Barnes)
10:55.0,C. Capela misses 2-pt shot from 4 ft (block by D. Cousins),,68-52,,
10:54.0,,,68-52,,Defensive rebound by D. Cousins
10:44.0,,,68-52,,A. Afflalo misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by P. Beverley,,68-52,,
10:39.0,Turnover by P. Beverley (bad pass),,68-52,,
10:14.0,,,68-52,,D. Cousins misses 2-pt shot from 18 ft
10:14.0,Defensive rebound by T. Ariza,,68-52,,
9:58.0,R. Anderson makes 3-pt shot from 25 ft (assist by P. Beverley),3,71-52,,
9:44.0,,,71-52,,D. Collison misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by T. Ariza,,71-52,,
9:34.0,R. Anderson misses 3-pt shot from 26 ft,,71-52,,
9:34.0,Offensive rebound by Team,,71-52,,
9:34.0,,,71-52,,Personal foul by D. Cousins (drawn by P. Beverley)
9:23.0,J. Harden misses 2-pt shot from 6 ft,,71-52,,
9:22.0,Offensive rebound by J. Harden,,71-52,,
9:20.0,C. Capela misses 2-pt shot from 2 ft,,71-52,,
9:18.0,,,71-52,,Defensive rebound by A. Afflalo
9:14.0,,,71-54,2,M. Barnes makes 2-pt shot from 3 ft (assist by A. Afflalo)
8:59.0,R. Anderson misses 2-pt shot from 3 ft,,71-54,,
8:58.0,,,71-54,,Defensive rebound by R. Gay
8:52.0,,,71-54,,R. Gay misses 3-pt shot from 25 ft
8:51.0,Defensive rebound by C. Capela,,71-54,,
8:43.0,R. Anderson makes 3-pt shot from 27 ft (assist by T. Ariza),3,74-54,,
8:42.0,,,74-54,,Sacramento full timeout
8:27.0,,,74-57,3,M. Barnes makes 3-pt shot from 25 ft (assist by A. Afflalo)
8:03.0,J. Harden misses 3-pt shot from 26 ft,,74-57,,
8:02.0,,,74-57,,Defensive rebound by R. Gay
7:51.0,,,74-57,,M. Barnes misses 3-pt shot from 25 ft
7:50.0,Defensive rebound by J. Harden,,74-57,,
7:47.0,J. Harden makes 2-pt shot at rim (assist by P. Beverley),2,76-57,,
7:47.0,Shooting foul by D. Collison (drawn by J. Harden),,76-57,,
7:47.0,J. Harden makes free throw 1 of 1,1,77-57,,
7:28.0,,,77-57,,D. Cousins misses 2-pt shot from 1 ft (block by C. Capela)
7:26.0,Defensive rebound by T. Ariza,,77-57,,
7:20.0,Shooting foul by R. Gay (drawn by R. Anderson),,77-57,,
7:20.0,R. Anderson makes free throw 1 of 2,1,78-57,,
7:20.0,R. Anderson makes free throw 2 of 2,1,79-57,,
7:02.0,Personal foul by P. Beverley (drawn by D. Cousins),,79-57,,
6:54.0,,,79-57,,R. Gay misses 2-pt shot from 8 ft
6:54.0,Defensive rebound by Team,,79-57,,
6:54.0,,,79-57,,Loose ball foul by D. Cousins (drawn by P. Beverley)
6:42.0,C. Capela misses 2-pt shot at rim,,79-57,,
6:40.0,,,79-57,,Defensive rebound by D. Collison
6:36.0,,,79-59,2,D. Cousins makes 2-pt shot from 2 ft (assist by A. Afflalo)
6:21.0,T. Ariza makes 3-pt shot from 25 ft (assist by R. Anderson),3,82-59,,
5:55.0,,,82-61,2,A. Afflalo makes 2-pt shot from 15 ft
5:30.0,Turnover by J. Harden (lost ball),,82-61,,
5:30.0,E. Gordon enters the game for C. Capela,,82-61,,
5:30.0,N. Hilario enters the game for P. Beverley,,82-61,,
5:21.0,,,82-61,,K. Koufos enters the game for D. Cousins
5:15.0,,,82-61,,M. Barnes misses 3-pt shot from 26 ft
5:14.0,Defensive rebound by T. Ariza,,82-61,,
4:55.0,N. Hilario misses 2-pt shot from 4 ft (block by K. Koufos),,82-61,,
4:49.0,,,82-61,,Defensive rebound by D. Collison
4:38.0,,,82-63,2,R. Gay makes 2-pt shot at rim (assist by A. Afflalo)
4:29.0,T. Ariza misses 3-pt shot from 25 ft,,82-63,,
4:28.0,,,82-63,,Defensive rebound by D. Collison
4:15.0,,,82-65,2,K. Koufos makes 2-pt shot from 2 ft (assist by A. Afflalo)
4:15.0,Houston full timeout,,82-65,,
4:15.0,,,82-65,,O. Casspi enters the game for M. Barnes
4:15.0,,,82-65,,G. Temple enters the game for A. Afflalo
4:00.0,Houston full timeout,,82-65,,
3:54.0,Jump ball: J. Harden vs. G. Temple (E. Gordon gains possession),,,,Jump ball: J. Harden vs. G. Temple (E. Gordon gains possession)
3:48.0,E. Gordon misses 3-pt shot from 25 ft,,82-65,,
3:48.0,,,82-65,,Defensive rebound by G. Temple
3:26.0,,,82-67,2,D. Collison makes 2-pt shot from 21 ft
3:00.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,84-67,,
2:37.0,,,84-67,,O. Casspi misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by T. Ariza,,84-67,,
2:24.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,86-67,,
2:02.0,S. Dekker enters the game for R. Anderson,,86-67,,
2:02.0,,,86-67,,T. Lawson enters the game for D. Collison
1:56.0,,,86-69,2,G. Temple makes 2-pt shot from 20 ft (assist by R. Gay)
1:51.0,Shooting foul by K. Koufos (drawn by J. Harden),,86-69,,
1:51.0,J. Harden makes free throw 1 of 2,1,87-69,,
1:51.0,J. Harden makes free throw 2 of 2,1,88-69,,
1:29.0,,,88-69,,O. Casspi misses 2-pt shot from 4 ft
1:28.0,,,88-69,,Offensive rebound by K. Koufos
1:28.0,,,88-71,2,K. Koufos makes 2-pt shot from 2 ft
1:15.0,J. Harden misses 3-pt shot from 26 ft,,88-71,,
1:14.0,,,88-71,,Defensive rebound by K. Koufos
1:01.0,,,88-71,,Shooting foul by N. Hilario (drawn by O. Casspi)
1:01.0,,,88-71,,O. Casspi misses free throw 1 of 2
1:01.0,,,88-71,,Offensive rebound by Team
1:01.0,,,88-72,1,O. Casspi makes free throw 2 of 2
1:01.0,,,88-71,,M. Barnes enters the game for R. Gay
0:41.0,J. Harden misses 3-pt shot from 23 ft,,88-72,,
0:41.0,Offensive rebound by Team,,88-72,,
0:30.0,N. Hilario makes 2-pt shot at rim (assist by T. Ariza),2,90-72,,
0:11.0,,,90-72,,G. Temple misses 3-pt shot from 23 ft
0:11.0,,,90-72,,Offensive rebound by Team
0:02.0,,,90-72,,Shooting foul by E. Gordon (drawn by T. Lawson)
0:02.0,,,90-73,1,T. Lawson makes free throw 1 of 2
0:02.0,,,90-74,1,T. Lawson makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,S. Dekker misses 3-pt shot from 25 ft,,90-74,,
11:39.0,,,90-74,,Defensive rebound by K. Koufos
11:16.0,,,90-76,2,T. Lawson makes 2-pt shot from 15 ft
11:02.0,E. Gordon misses 3-pt shot from 25 ft,,90-76,,
11:02.0,,,90-76,,Defensive rebound by O. Casspi
10:53.0,,,90-76,,T. Lawson misses 2-pt shot from 16 ft
10:53.0,,,90-76,,Offensive rebound by Team
10:50.0,,,90-78,2,K. Koufos makes 2-pt shot from 2 ft (assist by O. Casspi)
10:31.0,E. Gordon makes 3-pt shot from 25 ft,3,93-78,,
10:08.0,,,93-78,,M. Barnes misses 3-pt shot from 24 ft
10:07.0,,,93-78,,Offensive rebound by T. Lawson
10:07.0,,,93-78,,Shooting foul by C. Brewer (drawn by T. Lawson)
10:07.0,,,93-79,1,T. Lawson makes free throw 1 of 2
10:07.0,,,93-80,1,T. Lawson makes free throw 2 of 2
10:07.0,C. Capela enters the game for N. Hilario,,93-79,,
9:59.0,Shooting foul by T. Lawson (drawn by P. Beverley),,93-80,,
9:59.0,P. Beverley makes free throw 1 of 2,1,94-80,,
9:59.0,P. Beverley misses free throw 2 of 2,,94-80,,
9:58.0,,,94-80,,Defensive rebound by M. Barnes
9:46.0,,,94-80,,O. Casspi misses 2-pt shot from 4 ft
9:45.0,,,94-80,,Offensive rebound by Team
9:35.0,,,94-80,,Turnover by K. Koufos (lost ball; steal by C. Brewer)
9:26.0,E. Gordon misses 3-pt shot from 25 ft,,94-80,,
9:25.0,,,94-80,,Defensive rebound by O. Casspi
9:15.0,,,94-80,,G. Temple misses 3-pt shot from 25 ft
9:15.0,,,94-80,,Offensive rebound by T. Lawson
9:12.0,,,94-82,2,T. Lawson makes 2-pt shot from 2 ft
8:44.0,Turnover by Team (shot clock),,94-82,,
8:44.0,Official timeout,,94-82,,
8:44.0,J. Harden enters the game for E. Gordon,,94-82,,
8:22.0,,,94-84,2,K. Koufos makes 2-pt shot from 7 ft
7:58.0,C. Brewer makes 2-pt shot from 3 ft,2,96-84,,
7:45.0,,,96-86,2,O. Casspi makes 2-pt shot from 3 ft (assist by T. Lawson)
7:33.0,,,96-86,,Personal foul by K. Koufos (drawn by J. Harden)
7:33.0,R. Anderson enters the game for S. Dekker,,96-86,,
7:19.0,J. Harden makes 2-pt shot from 3 ft,2,98-86,,
7:19.0,Shooting foul by G. Temple (drawn by J. Harden),,98-86,,
7:19.0,J. Harden makes free throw 1 of 1,1,99-86,,
7:19.0,,,98-86,,D. Cousins enters the game for K. Koufos
7:10.0,,,99-86,,M. Barnes misses 3-pt shot from 23 ft
7:09.0,Defensive rebound by J. Harden,,99-86,,
6:46.0,P. Beverley misses 3-pt shot from 25 ft,,99-86,,
6:45.0,,,99-86,,Defensive rebound by T. Lawson
6:39.0,,,99-86,,Turnover by O. Casspi (step out of bounds)
6:39.0,,,99-86,,R. Gay enters the game for T. Lawson
6:20.0,Turnover by J. Harden (lost ball),,99-86,,
6:20.0,Loose ball foul by J. Harden (drawn by G. Temple),,99-86,,
6:20.0,T. Ariza enters the game for C. Brewer,,99-86,,
6:09.0,,,99-88,2,R. Gay makes 2-pt shot at rim (assist by D. Cousins)
5:48.0,P. Beverley misses 2-pt shot from 5 ft,,99-88,,
5:46.0,Offensive rebound by C. Capela,,99-88,,
5:45.0,C. Capela makes 2-pt shot at rim,2,101-88,,
5:41.0,,,101-88,,Turnover by G. Temple (bad pass; steal by T. Ariza)
5:35.0,J. Harden makes 3-pt shot from 25 ft,3,104-88,,
5:35.0,,,104-88,,Sacramento full timeout
5:35.0,E. Gordon enters the game for P. Beverley,,104-88,,
5:20.0,,,104-88,,D. Cousins misses 2-pt shot from 4 ft
5:19.0,Defensive rebound by Team,,104-88,,
5:08.0,Offensive foul by T. Ariza,,104-88,,
5:08.0,Turnover by T. Ariza (offensive foul),,104-88,,
4:54.0,Personal foul by C. Capela (drawn by D. Cousins),,104-88,,
4:43.0,,,104-90,2,D. Cousins makes 2-pt shot from 3 ft
4:27.0,J. Harden misses 3-pt shot from 26 ft,,104-90,,
4:26.0,,,104-90,,Defensive rebound by D. Cousins
4:19.0,,,104-90,,Offensive charge foul by D. Cousins
4:19.0,,,104-90,,Turnover by D. Cousins (offensive foul)
4:11.0,E. Gordon misses 3-pt shot from 23 ft,,104-90,,
4:11.0,,,104-90,,Defensive rebound by R. Gay
4:01.0,,,104-90,,D. Cousins misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by T. Ariza,,104-90,,
3:53.0,E. Gordon misses 3-pt shot from 25 ft,,104-90,,
3:53.0,,,104-90,,Defensive rebound by D. Cousins
3:53.0,,,104-90,,Sacramento full timeout
3:53.0,,,104-90,,Technical foul by Team
3:53.0,J. Harden makes technical free throw,1,105-90,,
3:53.0,P. Beverley enters the game for R. Anderson,,104-90,,
3:53.0,,,104-90,,T. Lawson enters the game for G. Temple
3:37.0,,,105-90,,Shooting foul by C. Capela (drawn by D. Cousins)
3:37.0,,,105-91,1,D. Cousins makes free throw 1 of 2
3:37.0,,,105-92,1,D. Cousins makes free throw 2 of 2
3:23.0,C. Capela misses 2-pt shot from 3 ft (block by D. Cousins),,105-92,,
3:22.0,,,105-92,,Defensive rebound by T. Lawson
3:13.0,,,105-95,3,D. Cousins makes 3-pt shot from 25 ft (assist by O. Casspi)
3:12.0,,,105-95,,Violation by Team (jump ball)
2:53.0,C. Capela misses 2-pt shot from 3 ft (block by D. Cousins),,105-95,,
2:52.0,Offensive rebound by P. Beverley,,105-95,,
2:45.0,J. Harden makes 3-pt shot from 26 ft,3,108-95,,
2:31.0,,,108-98,3,D. Cousins makes 3-pt shot from 25 ft (assist by M. Barnes)
2:07.0,C. Capela makes 2-pt shot from 4 ft (assist by P. Beverley),2,110-98,,
