time,Orlando,pts.away,score,pts.home,Philadelphia
7:05.0,,,2-14,,R. Holmes misses 2-pt shot from 10 ft
7:03.0,Defensive rebound by E. Fournier,,2-14,,
6:59.0,E. Fournier misses 2-pt shot from 2 ft (block by R. Holmes),,2-14,,
6:59.0,Offensive rebound by Team,,2-14,,
6:49.0,A. Gordon misses 2-pt shot from 1 ft,,2-14,,
6:48.0,Offensive rebound by N. Vucevic,,2-14,,
6:46.0,N. Vucevic makes 2-pt shot from 7 ft,2,4-14,,
6:33.0,,,4-14,,Turnover by R. Holmes (lost ball; steal by A. Gordon)
6:29.0,S. Ibaka makes 2-pt shot from 2 ft (assist by A. Gordon),2,6-14,,
6:11.0,,,6-14,,D. Saric misses 2-pt shot from 1 ft
6:09.0,Defensive rebound by N. Vucevic,,6-14,,
6:04.0,S. Ibaka makes 2-pt shot at rim (assist by E. Fournier),2,8-14,,
5:40.0,,,8-17,3,D. Saric makes 3-pt shot from 26 ft (assist by S. Rodriguez)
5:19.0,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon),2,10-17,,
5:19.0,Shooting foul by N. Stauskas (drawn by N. Vucevic),,10-17,,
5:19.0,N. Vucevic makes free throw 1 of 1,1,11-17,,
5:19.0,,,10-17,,R. Covington enters the game for D. Saric
5:19.0,,,10-17,,H. Thompson enters the game for G. Henderson
5:19.0,,,10-17,,T. McConnell enters the game for S. Rodriguez
5:04.0,,,11-17,,R. Covington misses 3-pt shot from 23 ft
5:03.0,Defensive rebound by E. Payton,,11-17,,
4:59.0,,,11-17,,Personal foul by R. Covington (drawn by N. Vucevic)
4:59.0,B. Biyombo enters the game for S. Ibaka,,11-17,,
4:44.0,A. Gordon misses 3-pt shot from 25 ft,,11-17,,
4:42.0,Offensive rebound by N. Vucevic,,11-17,,
4:35.0,E. Payton makes 2-pt shot from 8 ft,2,13-17,,
4:23.0,,,13-19,2,T. McConnell makes 2-pt shot from 1 ft (assist by R. Holmes)
4:13.0,N. Vucevic makes 2-pt shot from 13 ft (assist by E. Payton),2,15-19,,
4:02.0,,,15-19,,Turnover by R. Holmes (lost ball; steal by A. Gordon)
3:58.0,A. Gordon makes 2-pt shot at rim,2,17-19,,
3:30.0,,,17-19,,N. Stauskas misses 2-pt shot from 18 ft
3:28.0,Defensive rebound by N. Vucevic,,17-19,,
3:20.0,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon),2,19-19,,
3:20.0,,,19-19,,Philadelphia full timeout
3:20.0,,,19-19,,J. Embiid enters the game for R. Holmes
3:20.0,M. Hezonja enters the game for A. Gordon,,19-19,,
3:07.0,,,19-19,,Shooting foul by N. Vucevic (drawn by J. Embiid)
3:07.0,,,19-20,1,J. Embiid makes free throw 1 of 2
3:07.0,,,19-20,,J. Embiid misses free throw 2 of 2
3:07.0,J. Green enters the game for N. Vucevic,,19-20,,
3:06.0,,,19-20,,Offensive rebound by J. Embiid
3:05.0,,,19-20,,Shooting foul by B. Biyombo (drawn by J. Embiid)
3:05.0,,,19-20,,J. Embiid misses free throw 1 of 2
3:05.0,,,19-20,,Offensive rebound by Team
3:05.0,,,19-21,1,J. Embiid makes free throw 2 of 2
2:46.0,E. Fournier makes 2-pt shot from 5 ft (assist by B. Biyombo),2,21-21,,
2:29.0,,,21-21,,N. Stauskas misses 2-pt shot from 21 ft
2:28.0,Defensive rebound by E. Fournier,,21-21,,
2:21.0,E. Fournier misses 2-pt shot from 3 ft,,21-21,,
2:20.0,,,21-21,,Defensive rebound by R. Covington
2:13.0,,,21-21,,H. Thompson misses 2-pt shot from 5 ft (block by B. Biyombo)
2:12.0,Defensive rebound by M. Hezonja,,21-21,,
2:09.0,E. Payton makes 2-pt shot from 1 ft (assist by M. Hezonja),2,23-21,,
2:09.0,Shooting foul by R. Covington (drawn by E. Payton),,23-21,,
2:09.0,E. Payton misses free throw 1 of 1,,23-21,,
2:09.0,,,23-21,,T. Luwawu-Cabarrot enters the game for N. Stauskas
2:07.0,,,23-21,,Defensive rebound by J. Embiid
1:51.0,,,23-23,2,J. Embiid makes 2-pt shot from 10 ft
1:34.0,J. Green misses 2-pt shot from 6 ft,,23-23,,
1:33.0,,,23-23,,Defensive rebound by J. Embiid
1:25.0,,,23-23,,J. Embiid misses 2-pt shot from 18 ft
1:23.0,Defensive rebound by J. Green,,23-23,,
1:05.0,E. Payton misses 2-pt shot from 17 ft,,23-23,,
1:03.0,,,23-23,,Defensive rebound by H. Thompson
1:00.0,Personal foul by J. Green (drawn by T. McConnell),,23-23,,
1:00.0,,,23-23,,D. Saric enters the game for R. Covington
1:00.0,D. Augustin enters the game for E. Payton,,23-23,,
0:50.0,,,23-26,3,H. Thompson makes 3-pt shot from 26 ft (assist by T. McConnell)
0:50.0,,,23-26,,Violation by Team (jump ball)
0:35.0,E. Fournier misses 3-pt shot from 26 ft,,23-26,,
0:34.0,,,23-26,,Defensive rebound by H. Thompson
0:19.0,,,23-29,3,D. Saric makes 3-pt shot from 25 ft (assist by T. McConnell)
0:19.0,,,23-29,,Violation by Team (jump ball)
0:19.0,,,23-29,,Technical foul by Team
0:19.0,E. Fournier makes technical free throw,1,24-29,,
0:08.0,,,24-29,,Personal foul by T. McConnell (drawn by B. Biyombo)
0:02.0,J. Green misses 3-pt shot from 23 ft,,24-29,,
0:01.0,,,24-29,,Defensive rebound by H. Thompson
0:00.0,,,24-29,,D. Saric misses 3-pt shot from 54 ft
0:00.0,,,24-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,24-31,2,D. Saric makes 2-pt shot from 18 ft
11:29.0,D. Augustin makes 2-pt shot at rim (assist by C. Wilcox),2,26-31,,
11:23.0,,,26-34,3,H. Thompson makes 3-pt shot from 24 ft (assist by T. McConnell)
11:11.0,M. Hezonja misses 2-pt shot from 18 ft,,26-34,,
11:10.0,,,26-34,,Defensive rebound by T. McConnell
11:04.0,,,26-36,2,H. Thompson makes 2-pt shot from 2 ft (assist by T. McConnell)
10:53.0,Offensive foul by B. Biyombo,,26-36,,
10:53.0,Turnover by B. Biyombo (offensive foul),,26-36,,
10:53.0,,,26-36,,G. Henderson enters the game for T. Luwawu-Cabarrot
10:53.0,S. Ibaka enters the game for B. Biyombo,,26-36,,
10:39.0,,,26-36,,Turnover by D. Saric (traveling)
10:21.0,,,26-36,,Violation by R. Holmes (kicked ball)
10:21.0,,,26-36,,S. Rodriguez enters the game for T. McConnell
10:14.0,,,26-36,,Personal foul by R. Holmes (drawn by S. Ibaka)
10:14.0,,,26-36,,N. Stauskas enters the game for H. Thompson
10:03.0,J. Green makes 2-pt shot from 2 ft (assist by D. Augustin),2,28-36,,
9:46.0,,,28-38,2,D. Saric makes 2-pt shot from 6 ft (assist by S. Rodriguez)
9:33.0,Turnover by M. Hezonja (bad pass),,28-38,,
9:18.0,,,28-38,,N. Stauskas misses 3-pt shot from 25 ft
9:17.0,,,28-38,,Offensive rebound by D. Saric
9:14.0,,,28-40,2,D. Saric makes 2-pt shot from 2 ft
9:12.0,Orlando full timeout,,28-40,,
9:12.0,N. Vucevic enters the game for J. Green,,28-40,,
9:06.0,D. Augustin misses 2-pt shot from 2 ft,,28-40,,
9:04.0,,,28-40,,Defensive rebound by R. Holmes
8:50.0,,,28-42,2,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez)
8:42.0,C. Wilcox misses 3-pt shot from 27 ft,,28-42,,
8:41.0,Offensive rebound by S. Ibaka,,28-42,,
8:39.0,S. Ibaka makes 2-pt shot from 6 ft,2,30-42,,
8:23.0,,,30-44,2,G. Henderson makes 2-pt shot from 10 ft
8:08.0,,,30-44,,Personal foul by G. Henderson
8:08.0,E. Payton enters the game for C. Wilcox,,30-44,,
8:08.0,A. Gordon enters the game for M. Hezonja,,30-44,,
8:08.0,,,30-44,,J. Embiid enters the game for R. Holmes
8:08.0,,,30-44,,R. Covington enters the game for D. Saric
8:01.0,D. Augustin makes 2-pt shot from 2 ft,2,32-44,,
7:51.0,,,32-46,2,J. Embiid makes 2-pt shot from 4 ft (assist by S. Rodriguez)
7:44.0,S. Ibaka misses 2-pt shot from 7 ft (block by J. Embiid),,32-46,,
7:42.0,,,32-46,,Defensive rebound by R. Covington
7:31.0,,,32-46,,Turnover by J. Embiid (traveling)
7:19.0,E. Payton makes 2-pt shot from 1 ft (assist by N. Vucevic),2,34-46,,
7:01.0,,,34-48,2,J. Embiid makes 2-pt shot at rim (assist by S. Rodriguez)
6:58.0,Orlando full timeout,,34-48,,
6:58.0,E. Fournier enters the game for D. Augustin,,34-48,,
6:58.0,B. Biyombo enters the game for N. Vucevic,,34-48,,
6:45.0,,,34-48,,Personal foul by N. Stauskas (drawn by E. Fournier)
6:32.0,S. Ibaka misses 2-pt shot from 6 ft,,34-48,,
6:31.0,Offensive rebound by Team,,34-48,,
6:19.0,E. Payton makes 3-pt shot from 27 ft (assist by A. Gordon),3,37-48,,
6:13.0,,,37-48,,Philadelphia full timeout
6:13.0,,,37-48,,H. Thompson enters the game for N. Stauskas
5:57.0,,,37-48,,Turnover by S. Rodriguez (palming)
5:36.0,E. Fournier misses 2-pt shot from 5 ft (block by J. Embiid),,37-48,,
5:34.0,,,37-48,,Defensive rebound by S. Rodriguez
5:30.0,,,37-48,,G. Henderson misses 2-pt shot from 3 ft (block by S. Ibaka)
5:29.0,,,37-48,,Offensive rebound by J. Embiid
5:28.0,,,37-50,2,J. Embiid makes 2-pt shot at rim
5:13.0,Orlando full timeout,,37-50,,
5:06.0,E. Payton misses 2-pt shot from 18 ft,,37-50,,
5:05.0,,,37-50,,Defensive rebound by J. Embiid
4:54.0,,,37-50,,R. Covington misses 3-pt shot from 27 ft
4:54.0,Defensive rebound by Team,,37-50,,
4:54.0,,,37-50,,Loose ball foul by J. Embiid (drawn by S. Ibaka)
4:37.0,B. Biyombo misses 2-pt shot from 2 ft (block by J. Embiid),,37-50,,
4:35.0,,,37-50,,Defensive rebound by R. Covington
4:27.0,,,37-50,,Turnover by J. Embiid (lost ball; steal by E. Fournier)
4:23.0,E. Fournier misses 2-pt shot from 5 ft (block by R. Covington),,37-50,,
4:23.0,Offensive rebound by Team,,37-50,,
4:23.0,,,37-50,,R. Holmes enters the game for J. Embiid
4:12.0,A. Gordon misses 2-pt shot from 17 ft,,37-50,,
4:10.0,,,37-50,,Defensive rebound by S. Rodriguez
3:59.0,,,37-50,,Turnover by R. Covington (traveling)
3:47.0,A. Gordon misses 3-pt shot from 27 ft,,37-50,,
3:45.0,,,37-50,,Defensive rebound by H. Thompson
3:30.0,,,37-53,3,H. Thompson makes 3-pt shot from 25 ft (assist by S. Rodriguez)
3:16.0,E. Fournier misses 2-pt shot from 18 ft,,37-53,,
3:15.0,,,37-53,,Defensive rebound by R. Holmes
3:00.0,,,37-55,2,G. Henderson makes 2-pt shot from 13 ft (assist by S. Rodriguez)
2:40.0,,,37-55,,Def 3 sec tech foul by R. Holmes
2:40.0,E. Fournier makes technical free throw,1,38-55,,
2:40.0,N. Vucevic enters the game for S. Ibaka,,38-55,,
2:40.0,,,38-55,,N. Stauskas enters the game for R. Covington
2:40.0,,,38-55,,T. McConnell enters the game for G. Henderson
2:40.0,,,38-55,,D. Saric enters the game for S. Rodriguez
2:24.0,E. Payton misses 2-pt shot from 21 ft,,38-55,,
2:24.0,Offensive rebound by N. Vucevic,,38-55,,
2:24.0,,,38-55,,Personal foul by T. McConnell (drawn by N. Vucevic)
2:24.0,N. Vucevic makes free throw 1 of 2,1,39-55,,
2:24.0,N. Vucevic misses free throw 2 of 2,,39-55,,
2:22.0,Offensive rebound by N. Vucevic,,39-55,,
2:12.0,Turnover by N. Vucevic (offensive goaltending),,39-55,,
1:59.0,,,39-55,,N. Stauskas misses 2-pt shot from 6 ft
1:57.0,Defensive rebound by Team,,39-55,,
1:46.0,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton),2,41-55,,
1:32.0,Violation by A. Gordon (def goaltending),,41-55,,
1:32.0,,,41-57,2,H. Thompson makes 2-pt shot at rim (assist by D. Saric)
1:19.0,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton),2,43-57,,
1:03.0,,,43-57,,N. Stauskas misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by B. Biyombo,,43-57,,
0:57.0,E. Payton misses 2-pt shot from 6 ft,,43-57,,
0:55.0,,,43-57,,Defensive rebound by H. Thompson
0:32.0,,,43-57,,D. Saric misses 2-pt shot from 4 ft
0:30.0,Defensive rebound by B. Biyombo,,43-57,,
0:24.0,E. Payton misses 3-pt shot from 25 ft,,43-57,,
0:22.0,,,43-57,,Defensive rebound by Team
0:22.0,,,43-57,,J. Embiid enters the game for R. Holmes
0:22.0,,,43-57,,Philadelphia full timeout
0:22.0,S. Ibaka enters the game for B. Biyombo,,43-57,,
0:22.0,J. Green enters the game for N. Vucevic,,43-57,,
0:01.0,,,43-57,,J. Embiid misses 2-pt shot from 6 ft (block by S. Ibaka)
0:01.0,,,43-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-57,,S. Rodriguez misses 3-pt shot from 26 ft
11:41.0,Defensive rebound by N. Vucevic,,43-57,,
11:29.0,E. Fournier makes 2-pt shot at rim (assist by N. Vucevic),2,45-57,,
11:11.0,,,45-60,3,D. Saric makes 3-pt shot from 22 ft (assist by G. Henderson)
10:45.0,Turnover by A. Gordon (bad pass; steal by G. Henderson),,45-60,,
10:42.0,,,45-60,,Shooting foul by N. Vucevic (drawn by G. Henderson)
10:42.0,,,45-61,1,G. Henderson makes free throw 1 of 2
10:42.0,,,45-62,1,G. Henderson makes free throw 2 of 2
10:27.0,E. Payton makes 2-pt shot at rim,2,47-62,,
10:12.0,,,47-62,,G. Henderson misses 2-pt shot from 17 ft
10:10.0,Defensive rebound by A. Gordon,,47-62,,
10:03.0,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton),3,50-62,,
9:43.0,,,50-64,2,G. Henderson makes 2-pt shot from 18 ft (assist by J. Embiid)
9:23.0,S. Ibaka makes 2-pt shot from 16 ft (assist by E. Payton),2,52-64,,
9:06.0,,,52-66,2,D. Saric makes 2-pt shot from 17 ft (assist by S. Rodriguez)
8:48.0,E. Fournier makes 3-pt shot from 22 ft (assist by N. Vucevic),3,55-66,,
8:34.0,,,55-66,,Turnover by S. Rodriguez (lost ball; steal by E. Payton)
8:31.0,E. Payton makes 2-pt shot at rim,2,57-66,,
8:31.0,,,57-66,,Philadelphia full timeout
8:31.0,,,57-66,,N. Stauskas enters the game for R. Covington
8:11.0,,,57-68,2,N. Stauskas makes 2-pt shot from 1 ft (assist by J. Embiid)
7:52.0,N. Vucevic makes 2-pt shot from 20 ft (assist by E. Payton),2,59-68,,
7:39.0,,,59-70,2,S. Rodriguez makes 2-pt shot from 1 ft
7:23.0,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton),2,61-70,,
7:12.0,Personal foul by S. Ibaka (drawn by G. Henderson),,61-70,,
7:12.0,,,61-70,,R. Holmes enters the game for J. Embiid
6:57.0,,,61-70,,Offensive foul by D. Saric
6:57.0,,,61-70,,Turnover by D. Saric (offensive foul)
6:44.0,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier),2,63-70,,
6:26.0,,,63-70,,S. Rodriguez misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by E. Payton,,63-70,,
6:19.0,Shooting foul by R. Holmes (drawn by S. Ibaka),,63-70,,
6:19.0,S. Ibaka makes free throw 1 of 2,1,64-70,,
6:19.0,S. Ibaka makes free throw 2 of 2,1,65-70,,
6:19.0,,,64-70,,H. Thompson enters the game for G. Henderson
6:09.0,,,65-72,2,S. Rodriguez makes 2-pt shot from 15 ft
5:56.0,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton),2,67-72,,
5:42.0,,,67-72,,Turnover by S. Rodriguez (bad pass; steal by A. Gordon)
5:38.0,S. Ibaka makes 2-pt shot at rim (assist by E. Fournier),2,69-72,,
5:21.0,,,69-72,,R. Covington enters the game for D. Saric
5:21.0,,,69-72,,Turnover by Team (5 sec inbounds)
5:08.0,A. Gordon misses 3-pt shot from 27 ft,,69-72,,
5:06.0,,,69-72,,Defensive rebound by R. Holmes
4:58.0,,,69-74,2,R. Holmes makes 2-pt shot from 3 ft (assist by S. Rodriguez)
4:53.0,,,69-74,,Personal foul by S. Rodriguez (drawn by E. Payton)
4:53.0,,,69-74,,T. McConnell enters the game for S. Rodriguez
4:44.0,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton),2,71-74,,
4:44.0,Shooting foul by H. Thompson (drawn by A. Gordon),,71-74,,
4:44.0,A. Gordon makes free throw 1 of 1,1,72-74,,
4:44.0,B. Biyombo enters the game for S. Ibaka,,71-74,,
4:36.0,,,72-76,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
4:20.0,E. Fournier misses 2-pt shot from 18 ft,,72-76,,
4:17.0,,,72-76,,Defensive rebound by R. Holmes
4:11.0,,,72-79,3,H. Thompson makes 3-pt shot from 26 ft (assist by T. McConnell)
4:10.0,Orlando full timeout,,72-79,,
4:06.0,Turnover by E. Payton (lost ball; steal by R. Covington),,72-79,,
4:06.0,Jump ball: R. Covington vs. E. Payton (T. McConnell gains possession),,,,Jump ball: R. Covington vs. E. Payton (T. McConnell gains possession)
3:55.0,,,72-81,2,H. Thompson makes 2-pt shot from 11 ft (assist by N. Stauskas)
3:33.0,E. Fournier misses 3-pt shot from 26 ft,,72-81,,
3:32.0,Offensive rebound by Team,,72-81,,
3:22.0,Turnover by A. Gordon (dbl dribble),,72-81,,
3:12.0,Personal foul by A. Gordon (drawn by H. Thompson),,72-81,,
3:12.0,D. Augustin enters the game for A. Gordon,,72-81,,
3:05.0,,,72-81,,T. McConnell misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by B. Biyombo,,72-81,,
2:52.0,,,72-81,,Personal foul by H. Thompson (drawn by E. Payton)
2:44.0,N. Vucevic misses 2-pt shot from 19 ft,,72-81,,
2:43.0,,,72-81,,Defensive rebound by H. Thompson
2:27.0,,,72-81,,T. McConnell misses 2-pt shot from 12 ft
2:26.0,Defensive rebound by N. Vucevic,,72-81,,
2:14.0,D. Augustin makes 3-pt shot from 26 ft (assist by N. Vucevic),3,75-81,,
1:51.0,,,75-81,,R. Covington misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by E. Fournier,,75-81,,
1:43.0,,,75-81,,Personal foul by N. Stauskas (drawn by B. Biyombo)
1:43.0,B. Biyombo makes free throw 1 of 2,1,76-81,,
1:43.0,B. Biyombo makes free throw 2 of 2,1,77-81,,
1:43.0,M. Hezonja enters the game for E. Payton,,76-81,,
1:43.0,J. Green enters the game for N. Vucevic,,76-81,,
1:43.0,,,76-81,,J. Embiid enters the game for R. Holmes
1:43.0,,,76-81,,D. Saric enters the game for R. Covington
1:43.0,,,76-81,,G. Henderson enters the game for N. Stauskas
1:33.0,,,77-81,,Shooting foul by E. Fournier (drawn by G. Henderson)
1:33.0,,,77-82,1,G. Henderson makes free throw 1 of 2
1:33.0,,,77-82,,G. Henderson misses free throw 2 of 2
1:32.0,Defensive rebound by B. Biyombo,,77-82,,
1:20.0,J. Green misses 2-pt shot from 5 ft (block by H. Thompson),,77-82,,
1:17.0,Offensive rebound by B. Biyombo,,77-82,,
1:12.0,M. Hezonja makes 2-pt shot from 22 ft (assist by E. Fournier),2,79-82,,
1:02.0,,,79-82,,J. Embiid misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by Team,,79-82,,
0:51.0,E. Fournier makes 3-pt shot from 27 ft (assist by B. Biyombo),3,82-82,,
0:33.0,Personal block foul by B. Biyombo (drawn by H. Thompson),,82-82,,
0:33.0,,,82-83,1,H. Thompson makes free throw 1 of 2
0:33.0,,,82-84,1,H. Thompson makes free throw 2 of 2
0:33.0,Technical foul by B. Biyombo (drawn by H. Thompson),,82-84,,
0:33.0,,,82-85,1,J. Embiid makes technical free throw
0:24.0,D. Augustin makes 2-pt shot from 7 ft,2,84-85,,
0:04.0,,,84-87,2,J. Embiid makes 2-pt shot from 17 ft (assist by T. McConnell)
0:01.0,D. Augustin misses 3-pt shot from 25 ft,,84-87,,
0:00.0,Offensive rebound by Team,,84-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,M. Hezonja misses 3-pt shot from 25 ft,,84-87,,
11:41.0,,,84-87,,Defensive rebound by G. Henderson
11:37.0,,,84-87,,D. Saric misses 2-pt shot from 4 ft (block by J. Green)
11:34.0,,,84-87,,Offensive rebound by R. Holmes
11:23.0,,,84-89,2,D. Saric makes 2-pt shot at rim (assist by S. Rodriguez)
11:06.0,D. Augustin misses 3-pt shot from 27 ft,,84-89,,
11:04.0,,,84-89,,Defensive rebound by G. Henderson
10:47.0,,,84-89,,G. Henderson misses 2-pt shot from 15 ft
10:45.0,,,84-89,,Offensive rebound by H. Thompson
10:45.0,,,84-91,2,H. Thompson makes 2-pt shot from 2 ft
10:22.0,D. Augustin misses 3-pt shot from 26 ft,,84-91,,
10:20.0,,,84-91,,Defensive rebound by D. Saric
10:05.0,,,84-91,,Turnover by D. Saric (traveling)
10:05.0,,,84-91,,J. Embiid enters the game for R. Holmes
9:57.0,,,84-91,,Violation by D. Saric (kicked ball)
9:41.0,D. Augustin misses 3-pt shot from 27 ft,,84-91,,
9:39.0,Offensive rebound by B. Biyombo,,84-91,,
9:33.0,M. Hezonja misses 2-pt shot from 3 ft,,84-91,,
9:31.0,Offensive rebound by B. Biyombo,,84-91,,
9:26.0,J. Green misses 3-pt shot from 25 ft,,84-91,,
9:24.0,Offensive rebound by B. Biyombo,,84-91,,
9:21.0,D. Augustin misses 3-pt shot from 25 ft,,84-91,,
9:21.0,,,84-91,,Defensive rebound by Team
9:21.0,Loose ball foul by B. Biyombo (drawn by J. Embiid),,84-91,,
9:21.0,S. Ibaka enters the game for B. Biyombo,,84-91,,
9:12.0,,,84-91,,S. Rodriguez misses 2-pt shot from 13 ft
9:11.0,Defensive rebound by J. Green,,84-91,,
9:00.0,Turnover by M. Hezonja (bad pass; steal by D. Saric),,84-91,,
8:44.0,Personal foul by S. Ibaka (drawn by J. Embiid),,84-91,,
8:44.0,Official timeout,,84-91,,
8:44.0,A. Gordon enters the game for M. Hezonja,,84-91,,
8:44.0,E. Payton enters the game for D. Augustin,,84-91,,
8:31.0,,,84-94,3,S. Rodriguez makes 3-pt shot from 31 ft
8:15.0,,,84-94,,Shooting block foul by J. Embiid (drawn by E. Payton)
8:15.0,E. Payton makes free throw 1 of 2,1,85-94,,
8:15.0,E. Payton misses free throw 2 of 2,,85-94,,
8:15.0,,,85-94,,R. Holmes enters the game for J. Embiid
8:15.0,N. Vucevic enters the game for J. Green,,85-94,,
8:14.0,,,85-94,,Defensive rebound by S. Rodriguez
8:00.0,,,85-94,,S. Rodriguez misses 2-pt shot from 13 ft
7:58.0,Defensive rebound by N. Vucevic,,85-94,,
7:52.0,,,85-94,,Personal foul by D. Saric (drawn by S. Ibaka)
7:45.0,E. Payton makes 2-pt shot from 17 ft,2,87-94,,
7:25.0,,,87-94,,Turnover by G. Henderson (traveling)
7:25.0,,,87-94,,R. Covington enters the game for D. Saric
7:14.0,E. Payton misses 2-pt shot from 9 ft,,87-94,,
7:12.0,,,87-94,,Defensive rebound by R. Holmes
6:58.0,,,87-94,,R. Holmes misses 2-pt shot from 16 ft
6:56.0,Defensive rebound by S. Ibaka,,87-94,,
6:47.0,S. Ibaka makes 3-pt shot from 25 ft (assist by C. Watson),3,90-94,,
6:22.0,,,90-94,,G. Henderson misses 2-pt shot from 16 ft
6:20.0,Defensive rebound by N. Vucevic,,90-94,,
6:15.0,,,90-94,,Shooting block foul by R. Covington (drawn by C. Watson)
6:15.0,C. Watson misses free throw 1 of 2,,90-94,,
6:15.0,Offensive rebound by Team,,90-94,,
6:15.0,C. Watson makes free throw 2 of 2,1,91-94,,
6:15.0,E. Fournier enters the game for A. Gordon,,90-94,,
6:15.0,,,90-94,,N. Stauskas enters the game for G. Henderson
6:02.0,,,91-94,,Turnover by S. Rodriguez (bad pass; steal by N. Vucevic)
5:40.0,Turnover by E. Fournier (lost ball; steal by R. Covington),,91-94,,
5:34.0,,,91-94,,R. Holmes misses 2-pt shot from 2 ft (block by N. Vucevic)
5:34.0,,,91-94,,Offensive rebound by Team
5:34.0,,,91-94,,Philadelphia full timeout
5:34.0,,,91-94,,T. McConnell enters the game for S. Rodriguez
5:34.0,,,91-94,,J. Embiid enters the game for R. Holmes
5:31.0,Violation by C. Watson (kicked ball),,91-94,,
5:19.0,,,91-94,,H. Thompson misses 2-pt shot from 2 ft
