time,Toronto,pts.away,score,pts.home,Brooklyn
7:52.0,,,6-8,2,B. Lopez makes 2-pt shot from 9 ft (assist by R. Foye)
7:34.0,J. Valanciunas makes 2-pt shot from 17 ft,2,8-8,,
7:17.0,,,8-11,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by R. Foye)
7:04.0,K. Lowry misses 2-pt shot from 7 ft,,8-11,,
7:03.0,,,8-11,,Defensive rebound by R. Hollis-Jefferson
7:02.0,Personal foul by J. Valanciunas (drawn by R. Hollis-Jefferson),,8-11,,
7:02.0,L. Nogueira enters the game for J. Valanciunas,,8-11,,
6:38.0,,,8-11,,R. Hollis-Jefferson misses 2-pt shot from 3 ft
6:36.0,Defensive rebound by L. Nogueira,,8-11,,
6:31.0,N. Powell misses 3-pt shot from 25 ft,,8-11,,
6:29.0,Offensive rebound by D. Carroll,,8-11,,
6:27.0,D. Carroll makes 2-pt shot from 4 ft,2,10-11,,
6:11.0,,,10-13,2,I. Whitehead makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson)
5:44.0,D. Carroll makes 3-pt shot from 24 ft (assist by K. Lowry),3,13-13,,
5:33.0,,,13-13,,Turnover by B. Bogdanovic (lost ball; steal by D. Carroll)
5:29.0,D. Carroll misses 2-pt shot from 2 ft (block by R. Foye),,13-13,,
5:27.0,,,13-13,,Defensive rebound by B. Bogdanovic
5:19.0,,,13-13,,Shooting foul by L. Nogueira (drawn by B. Lopez)
5:19.0,,,13-13,,Brooklyn full timeout
5:19.0,,,13-14,1,B. Lopez makes free throw 1 of 2
5:19.0,,,13-15,1,B. Lopez makes free throw 2 of 2
5:19.0,,,13-13,,J. Harris enters the game for R. Foye
5:19.0,,,13-13,,S. Dinwiddie enters the game for I. Whitehead
5:19.0,,,13-13,,T. Booker enters the game for R. Hollis-Jefferson
5:19.0,T. Ross enters the game for K. Lowry,,13-13,,
5:19.0,F. VanVleet enters the game for P. Siakam,,13-13,,
5:00.0,T. Ross misses 2-pt shot from 6 ft,,13-15,,
4:58.0,Offensive rebound by L. Nogueira,,13-15,,
4:57.0,L. Nogueira misses 2-pt shot from 2 ft,,13-15,,
4:56.0,,,13-15,,Defensive rebound by J. Harris
4:47.0,,,13-15,,J. Harris misses 2-pt shot from 3 ft (block by D. Carroll)
4:45.0,Defensive rebound by D. Carroll,,13-15,,
4:39.0,N. Powell makes 2-pt shot from 2 ft (assist by T. Ross),2,15-15,,
4:29.0,,,15-15,,Turnover by B. Lopez (3 sec)
4:29.0,,,15-15,,S. Kilpatrick enters the game for B. Bogdanovic
4:29.0,,,15-15,,J. Hamilton enters the game for B. Lopez
4:29.0,,,15-15,,Violation by Team (jump ball)
4:09.0,L. Nogueira makes 2-pt shot from 2 ft (assist by F. VanVleet),2,17-15,,
3:57.0,,,17-15,,Turnover by S. Kilpatrick (bad pass; steal by L. Nogueira)
3:51.0,D. Carroll misses 3-pt shot from 25 ft,,17-15,,
3:49.0,,,17-15,,Defensive rebound by J. Hamilton
3:39.0,,,17-15,,J. Hamilton misses 3-pt shot from 26 ft
3:38.0,Defensive rebound by T. Ross,,17-15,,
3:30.0,T. Ross makes 2-pt shot from 9 ft,2,19-15,,
3:15.0,,,19-18,3,J. Harris makes 3-pt shot from 25 ft (assist by J. Hamilton)
2:58.0,N. Powell misses 2-pt shot from 6 ft (block by J. Hamilton),,19-18,,
2:57.0,Offensive rebound by N. Powell,,19-18,,
2:52.0,F. VanVleet misses 3-pt shot from 25 ft,,19-18,,
2:50.0,,,19-18,,Defensive rebound by J. Hamilton
2:40.0,,,19-18,,S. Kilpatrick misses 3-pt shot from 23 ft
2:39.0,,,19-18,,Offensive rebound by T. Booker
2:37.0,,,19-18,,Turnover by S. Dinwiddie (bad pass)
2:37.0,Toronto full timeout,,19-18,,
2:37.0,J. Sullinger enters the game for D. Carroll,,19-18,,
2:19.0,T. Ross makes 2-pt shot from 18 ft,2,21-18,,
2:03.0,,,21-18,,T. Booker misses 2-pt shot from 4 ft
2:02.0,Defensive rebound by L. Nogueira,,21-18,,
2:01.0,,,21-18,,Personal foul by J. Harris (drawn by L. Nogueira)
1:57.0,K. Lowry enters the game for N. Powell,,21-18,,
1:44.0,Turnover by F. VanVleet (bad pass; steal by S. Dinwiddie),,21-18,,
1:41.0,,,21-18,,S. Dinwiddie misses 2-pt shot from 1 ft
1:40.0,,,21-18,,Offensive rebound by J. Hamilton
1:39.0,,,21-20,2,J. Hamilton makes 2-pt shot from 2 ft
1:24.0,F. VanVleet misses 3-pt shot from 25 ft,,21-20,,
1:23.0,,,21-20,,Defensive rebound by T. Booker
1:18.0,,,21-22,2,J. Hamilton makes 2-pt shot at rim (assist by T. Booker)
0:55.0,T. Ross makes 3-pt shot from 24 ft,3,24-22,,
0:37.0,,,24-22,,J. Harris misses 2-pt shot from 19 ft
0:35.0,,,24-22,,Offensive rebound by T. Booker
0:33.0,,,24-22,,T. Booker misses 2-pt shot from 2 ft (block by T. Ross)
0:31.0,Defensive rebound by F. VanVleet,,24-22,,
0:15.0,L. Nogueira makes 2-pt shot from 2 ft (assist by F. VanVleet),2,26-22,,
0:01.0,,,26-22,,Shooting foul by L. Nogueira (drawn by S. Dinwiddie)
0:01.0,,,26-23,1,S. Dinwiddie makes free throw 1 of 2
0:01.0,,,26-24,1,S. Dinwiddie makes free throw 2 of 2
0:00.0,F. VanVleet misses 3-pt shot from 57 ft,,26-24,,
0:00.0,Offensive rebound by Team,,26-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,F. VanVleet misses 2-pt shot from 2 ft,,26-24,,
11:40.0,,,26-24,,Defensive rebound by J. Hamilton
11:34.0,,,26-24,,T. Booker misses 2-pt shot from 2 ft (block by L. Nogueira)
11:31.0,Defensive rebound by J. Sullinger,,26-24,,
11:27.0,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry),2,28-24,,
11:01.0,,,28-24,,J. Harris misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by K. Lowry,,28-24,,
10:55.0,T. Ross misses 3-pt shot from 25 ft,,28-24,,
10:54.0,,,28-24,,Defensive rebound by S. Kilpatrick
10:41.0,,,28-27,3,S. Dinwiddie makes 3-pt shot from 24 ft
10:26.0,F. VanVleet misses 2-pt shot from 3 ft,,28-27,,
10:25.0,,,28-27,,Defensive rebound by J. Harris
10:17.0,,,28-30,3,T. Booker makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
10:00.0,,,28-30,,Personal foul by J. Harris (drawn by T. Ross)
9:58.0,Turnover by T. Ross (bad pass; steal by T. Booker),,28-30,,
9:55.0,,,28-32,2,T. Booker makes 2-pt shot at rim
9:46.0,Toronto full timeout,,28-32,,
9:46.0,N. Powell enters the game for F. VanVleet,,28-32,,
9:46.0,P. Siakam enters the game for J. Sullinger,,28-32,,
9:35.0,K. Lowry makes 2-pt shot from 6 ft,2,30-32,,
9:15.0,,,30-34,2,T. Booker makes 2-pt shot from 6 ft
9:03.0,N. Powell misses 2-pt shot from 18 ft,,30-34,,
9:02.0,,,30-34,,Defensive rebound by J. Harris
8:46.0,,,30-34,,Turnover by T. Booker (traveling)
8:32.0,P. Siakam makes 2-pt shot from 5 ft (assist by N. Powell),2,32-34,,
8:08.0,,,32-34,,Turnover by S. Dinwiddie (bad pass; steal by P. Siakam)
8:02.0,,,32-34,,Personal foul by S. Kilpatrick (drawn by P. Siakam)
8:02.0,,,32-34,,B. Lopez enters the game for J. Hamilton
8:02.0,J. Valanciunas enters the game for L. Nogueira,,32-34,,
7:56.0,Shooting foul by B. Lopez (drawn by K. Lowry),,32-34,,
7:56.0,K. Lowry makes free throw 1 of 2,1,33-34,,
7:56.0,K. Lowry makes free throw 2 of 2,1,34-34,,
7:39.0,,,34-36,2,T. Booker makes 2-pt shot from 7 ft
7:28.0,J. Valanciunas misses 2-pt shot from 17 ft,,34-36,,
7:27.0,,,34-36,,Defensive rebound by S. Kilpatrick
7:06.0,,,34-36,,Turnover by Team (back court)
7:06.0,,,34-36,,R. Hollis-Jefferson enters the game for T. Booker
6:53.0,J. Valanciunas makes 2-pt shot from 6 ft (assist by T. Ross),2,36-36,,
6:38.0,,,36-36,,Offensive foul by B. Lopez
6:38.0,,,36-36,,Turnover by B. Lopez (offensive foul)
6:24.0,J. Valanciunas misses 2-pt shot from 16 ft,,36-36,,
6:23.0,,,36-36,,Defensive rebound by R. Hollis-Jefferson
6:10.0,,,36-36,,B. Lopez misses 2-pt shot from 11 ft
6:09.0,Defensive rebound by K. Lowry,,36-36,,
6:04.0,Turnover by K. Lowry (bad pass),,36-36,,
5:53.0,,,36-36,,Turnover by S. Kilpatrick (lost ball; steal by J. Valanciunas)
5:48.0,J. Valanciunas makes 2-pt shot from 7 ft (assist by K. Lowry),2,38-36,,
5:29.0,,,38-36,,Offensive foul by B. Lopez
5:29.0,,,38-36,,Turnover by B. Lopez (offensive foul)
5:29.0,Official timeout,,38-36,,
5:29.0,D. Carroll enters the game for N. Powell,,38-36,,
5:29.0,,,38-36,,Q. Acy enters the game for B. Lopez
5:29.0,,,38-36,,B. Bogdanovic enters the game for S. Dinwiddie
5:29.0,,,38-36,,I. Whitehead enters the game for J. Harris
5:04.0,J. Valanciunas misses 2-pt shot from 5 ft,,38-36,,
5:01.0,,,38-36,,Defensive rebound by Q. Acy
4:43.0,,,38-39,3,S. Kilpatrick makes 3-pt shot from 26 ft (assist by B. Bogdanovic)
4:32.0,Shooting foul by S. Kilpatrick (drawn by K. Lowry),,38-39,,
4:32.0,K. Lowry misses free throw 1 of 2,,38-39,,
4:32.0,Offensive rebound by Team,,38-39,,
4:32.0,K. Lowry makes free throw 2 of 2,1,39-39,,
4:17.0,,,39-39,,Q. Acy misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by T. Ross,,39-39,,
4:07.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,41-39,,
3:50.0,,,41-39,,Turnover by S. Kilpatrick (lost ball)
3:40.0,T. Ross makes 3-pt shot from 24 ft,3,44-39,,
3:29.0,,,44-39,,Brooklyn full timeout
3:29.0,,,44-39,,J. Hamilton enters the game for Q. Acy
3:29.0,,,44-39,,R. Foye enters the game for S. Kilpatrick
3:25.0,,,44-39,,Turnover by I. Whitehead (bad pass; steal by D. Carroll)
3:12.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,46-39,,
2:55.0,,,46-39,,I. Whitehead misses 2-pt shot from 23 ft
2:54.0,Defensive rebound by J. Valanciunas,,46-39,,
2:45.0,J. Valanciunas misses 2-pt shot from 19 ft,,46-39,,
2:44.0,,,46-39,,Defensive rebound by B. Bogdanovic
2:37.0,,,46-39,,Shooting foul by K. Lowry (drawn by B. Bogdanovic)
2:37.0,,,46-40,1,B. Bogdanovic makes free throw 1 of 2
2:37.0,,,46-41,1,B. Bogdanovic makes free throw 2 of 2
2:37.0,,,46-40,,S. Kilpatrick enters the game for I. Whitehead
2:23.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,48-41,,
2:02.0,,,48-41,,B. Bogdanovic misses 3-pt shot from 24 ft
2:01.0,Defensive rebound by P. Siakam,,48-41,,
1:52.0,Turnover by P. Siakam (lost ball; steal by J. Hamilton),,48-41,,
1:46.0,,,48-41,,Turnover by B. Bogdanovic (bad pass; steal by D. Carroll)
1:43.0,T. Ross makes 2-pt shot at rim (assist by D. Carroll),2,50-41,,
1:33.0,,,50-41,,J. Hamilton misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by K. Lowry,,50-41,,
1:25.0,K. Lowry misses 2-pt shot from 1 ft (block by J. Hamilton),,50-41,,
1:23.0,,,50-41,,Defensive rebound by J. Hamilton
1:18.0,,,50-41,,Turnover by S. Kilpatrick (lost ball)
1:18.0,F. VanVleet enters the game for K. Lowry,,50-41,,
1:18.0,N. Powell enters the game for T. Ross,,50-41,,
1:03.0,J. Valanciunas makes 2-pt shot from 3 ft (assist by N. Powell),2,52-41,,
0:52.0,,,52-41,,B. Bogdanovic misses 2-pt shot from 18 ft
0:51.0,Defensive rebound by N. Powell,,52-41,,
0:44.0,D. Carroll makes 3-pt shot from 25 ft (assist by N. Powell),3,55-41,,
0:40.0,,,55-41,,Brooklyn full timeout
0:40.0,L. Nogueira enters the game for J. Valanciunas,,55-41,,
0:40.0,,,55-41,,J. Harris enters the game for B. Bogdanovic
0:29.0,,,55-41,,J. Harris misses 3-pt shot from 24 ft
0:28.0,,,55-41,,Offensive rebound by R. Hollis-Jefferson
0:28.0,,,55-41,,Shooting foul by P. Siakam (drawn by R. Hollis-Jefferson)
0:28.0,,,55-42,1,R. Hollis-Jefferson makes free throw 1 of 2
0:28.0,,,55-43,1,R. Hollis-Jefferson makes free throw 2 of 2
0:04.0,Turnover by P. Siakam (lost ball; steal by S. Kilpatrick),,55-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,J. Valanciunas misses 2-pt shot from 10 ft,,55-43,,
11:47.0,,,55-43,,Defensive rebound by B. Lopez
11:29.0,,,55-43,,R. Hollis-Jefferson misses 3-pt shot from 23 ft
11:27.0,Defensive rebound by K. Lowry,,55-43,,
11:07.0,K. Lowry makes 2-pt shot from 6 ft,2,57-43,,
10:58.0,,,57-45,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by B. Lopez)
10:34.0,N. Powell makes 2-pt shot from 3 ft,2,59-45,,
10:15.0,Violation by P. Siakam (kicked ball),,59-45,,
10:01.0,,,59-47,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by I. Whitehead)
9:41.0,P. Siakam makes 2-pt shot from 6 ft,2,61-47,,
9:25.0,,,61-47,,Turnover by R. Hollis-Jefferson (bad pass)
9:14.0,J. Valanciunas misses 2-pt shot from 6 ft,,61-47,,
9:13.0,,,61-47,,Defensive rebound by R. Hollis-Jefferson
9:01.0,,,61-47,,B. Lopez misses 2-pt shot from 18 ft
9:00.0,Defensive rebound by D. Carroll,,61-47,,
8:51.0,D. Carroll makes 2-pt shot from 2 ft (assist by K. Lowry),2,63-47,,
8:31.0,,,63-47,,B. Lopez misses 2-pt shot from 5 ft
8:30.0,Defensive rebound by P. Siakam,,63-47,,
8:22.0,,,63-47,,Personal foul by R. Foye (drawn by J. Valanciunas)
8:12.0,P. Siakam misses 2-pt shot from 5 ft (block by R. Hollis-Jefferson),,63-47,,
8:10.0,Offensive rebound by Team,,63-47,,
8:06.0,Turnover by Team (shot clock),,63-47,,
7:53.0,,,63-50,3,B. Bogdanovic makes 3-pt shot from 25 ft
7:38.0,Shooting foul by R. Hollis-Jefferson (drawn by J. Valanciunas),,63-50,,
7:38.0,J. Valanciunas makes free throw 1 of 2,1,64-50,,
7:38.0,J. Valanciunas makes free throw 2 of 2,1,65-50,,
7:25.0,Personal foul by P. Siakam (drawn by B. Bogdanovic),,65-50,,
7:14.0,,,65-50,,I. Whitehead misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by K. Lowry,,65-50,,
7:05.0,K. Lowry makes 2-pt shot from 23 ft,2,67-50,,
6:52.0,,,67-50,,B. Lopez misses 2-pt shot from 8 ft
6:51.0,Defensive rebound by J. Valanciunas,,67-50,,
6:47.0,Turnover by J. Valanciunas (lost ball; steal by R. Hollis-Jefferson),,67-50,,
6:44.0,,,67-50,,B. Bogdanovic misses 3-pt shot from 24 ft
6:43.0,,,67-50,,Offensive rebound by B. Lopez
6:40.0,,,67-50,,J. Harris enters the game for I. Whitehead
6:34.0,,,67-53,3,R. Foye makes 3-pt shot from 25 ft (assist by B. Bogdanovic)
6:06.0,Shooting foul by R. Hollis-Jefferson (drawn by P. Siakam),,67-53,,
6:06.0,P. Siakam makes free throw 1 of 2,1,68-53,,
6:06.0,P. Siakam makes free throw 2 of 2,1,69-53,,
6:06.0,,,68-53,,T. Booker enters the game for R. Hollis-Jefferson
5:52.0,Personal block foul by J. Valanciunas (drawn by B. Bogdanovic),,69-53,,
5:52.0,,,69-53,,Brooklyn full timeout
5:44.0,,,69-53,,Turnover by B. Bogdanovic (step out of bounds)
5:29.0,Turnover by N. Powell (lost ball; steal by B. Lopez),,69-53,,
5:23.0,,,69-53,,B. Bogdanovic misses 3-pt shot from 24 ft
5:21.0,Defensive rebound by D. Carroll,,69-53,,
4:59.0,N. Powell misses 2-pt shot from 16 ft,,69-53,,
4:58.0,Offensive rebound by P. Siakam,,69-53,,
4:56.0,P. Siakam misses 2-pt shot from 2 ft,,69-53,,
4:55.0,,,69-53,,Defensive rebound by Team
4:36.0,,,69-55,2,B. Lopez makes 2-pt shot from 2 ft
4:23.0,K. Lowry misses 3-pt shot from 25 ft,,69-55,,
4:22.0,,,69-55,,Defensive rebound by J. Harris
4:11.0,,,69-58,3,B. Lopez makes 3-pt shot from 25 ft (assist by R. Foye)
4:07.0,Toronto full timeout,,69-58,,
4:07.0,,,69-58,,S. Kilpatrick enters the game for B. Bogdanovic
4:07.0,L. Nogueira enters the game for J. Valanciunas,,69-58,,
4:07.0,T. Ross enters the game for K. Lowry,,69-58,,
4:07.0,F. VanVleet enters the game for P. Siakam,,69-58,,
3:50.0,D. Carroll misses 3-pt shot from 25 ft,,69-58,,
3:49.0,,,69-58,,Defensive rebound by S. Kilpatrick
3:39.0,,,69-60,2,B. Lopez makes 2-pt shot from 5 ft
3:25.0,N. Powell makes 2-pt shot from 2 ft,2,71-60,,
3:03.0,,,71-60,,Turnover by B. Lopez (lost ball; steal by L. Nogueira)
2:49.0,Turnover by D. Carroll (lost ball),,71-60,,
2:36.0,,,71-60,,T. Booker misses 2-pt shot from 5 ft
2:35.0,Defensive rebound by F. VanVleet,,71-60,,
2:21.0,F. VanVleet misses 2-pt shot from 2 ft,,71-60,,
2:20.0,,,71-60,,Defensive rebound by T. Booker
2:11.0,,,71-62,2,T. Booker makes 2-pt shot from 2 ft
1:57.0,L. Nogueira makes 2-pt shot at rim (assist by F. VanVleet),2,73-62,,
1:39.0,,,73-62,,T. Booker misses 2-pt shot from 5 ft
1:38.0,Defensive rebound by D. Carroll,,73-62,,
1:30.0,F. VanVleet makes 2-pt shot from 15 ft,2,75-62,,
1:14.0,Def 3 sec tech foul by L. Nogueira,,75-62,,
1:14.0,,,75-63,1,S. Kilpatrick makes technical free throw
1:14.0,K. Lowry enters the game for N. Powell,,75-62,,
1:14.0,J. Poeltl enters the game for D. Carroll,,75-62,,
1:14.0,,,75-62,,S. Dinwiddie enters the game for R. Foye
1:05.0,,,75-63,,S. Kilpatrick misses 3-pt shot from 23 ft
1:04.0,Defensive rebound by K. Lowry,,75-63,,
1:04.0,,,75-63,,Personal foul by J. Harris (drawn by K. Lowry)
0:42.0,F. VanVleet misses 2-pt shot from 13 ft (block by S. Dinwiddie),,75-63,,
0:40.0,,,75-63,,Defensive rebound by T. Booker
0:32.0,,,75-63,,B. Lopez misses 3-pt shot from 28 ft
0:31.0,Defensive rebound by F. VanVleet,,75-63,,
0:26.0,K. Lowry misses 3-pt shot from 25 ft,,75-63,,
0:25.0,,,75-63,,Defensive rebound by B. Lopez
0:03.0,Personal foul by K. Lowry (drawn by B. Lopez),,75-63,,
0:01.0,,,75-63,,B. Lopez misses 2-pt shot from 15 ft
0:00.0,,,75-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,75-63,,Turnover by J. Harris (traveling)
11:31.0,F. VanVleet makes 2-pt shot from 22 ft (assist by K. Lowry),2,77-63,,
11:11.0,,,77-63,,Turnover by S. Kilpatrick (bad pass; steal by K. Lowry)
10:54.0,T. Ross makes 2-pt shot at rim (assist by F. VanVleet),2,79-63,,
10:33.0,,,79-65,2,J. Hamilton makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
10:07.0,Turnover by K. Lowry (lost ball; steal by T. Booker),,79-65,,
9:54.0,Personal foul by J. Poeltl (drawn by S. Dinwiddie),,79-65,,
9:47.0,,,79-65,,J. Hamilton misses 3-pt shot from 25 ft
9:46.0,Defensive rebound by L. Nogueira,,79-65,,
9:31.0,T. Ross misses 2-pt shot from 10 ft,,79-65,,
9:30.0,Offensive rebound by T. Ross,,79-65,,
9:20.0,Shooting foul by T. Booker (drawn by F. VanVleet),,79-65,,
9:20.0,F. VanVleet makes free throw 1 of 2,1,80-65,,
9:20.0,F. VanVleet makes free throw 2 of 2,1,81-65,,
9:06.0,,,81-65,,Shooting foul by K. Lowry (drawn by S. Dinwiddie)
9:06.0,,,81-66,1,S. Dinwiddie makes free throw 1 of 2
9:06.0,,,81-67,1,S. Dinwiddie makes free throw 2 of 2
8:44.0,L. Nogueira misses 3-pt shot from 25 ft,,81-67,,
8:43.0,,,81-67,,Defensive rebound by T. Booker
8:30.0,,,81-69,2,T. Booker makes 2-pt shot at rim
8:11.0,T. Ross makes 3-pt shot from 26 ft,3,84-69,,
7:55.0,,,84-69,,S. Kilpatrick misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by L. Nogueira,,84-69,,
7:52.0,Turnover by L. Nogueira (lost ball; steal by T. Booker),,84-69,,
7:51.0,,,84-71,2,T. Booker makes 2-pt shot from 1 ft
7:43.0,Toronto full timeout,,84-71,,
7:43.0,,,84-71,,B. Lopez enters the game for J. Hamilton
7:29.0,J. Poeltl misses 2-pt shot from 9 ft,,84-71,,
7:28.0,,,84-71,,Defensive rebound by T. Booker
7:20.0,,,84-71,,J. Harris misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by K. Lowry,,84-71,,
7:12.0,K. Lowry misses 3-pt shot from 24 ft,,84-71,,
7:11.0,,,84-71,,Defensive rebound by S. Kilpatrick
7:00.0,Personal foul by F. VanVleet (drawn by T. Booker),,84-71,,
7:00.0,,,84-71,,B. Bogdanovic enters the game for J. Harris
7:00.0,N. Powell enters the game for K. Lowry,,84-71,,
6:53.0,,,84-74,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by B. Lopez)
6:32.0,T. Ross misses 2-pt shot from 11 ft,,84-74,,
6:31.0,,,84-74,,Defensive rebound by B. Lopez
6:21.0,,,84-77,3,S. Kilpatrick makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
6:02.0,F. VanVleet misses 2-pt shot from 19 ft,,84-77,,
6:01.0,,,84-77,,Defensive rebound by T. Booker
5:54.0,Personal foul by J. Poeltl (drawn by S. Dinwiddie),,84-77,,
5:54.0,Official timeout,,84-77,,
5:54.0,K. Lowry enters the game for L. Nogueira,,84-77,,
5:54.0,J. Valanciunas enters the game for T. Ross,,84-77,,
5:54.0,P. Siakam enters the game for F. VanVleet,,84-77,,
5:54.0,D. Carroll enters the game for J. Poeltl,,84-77,,
5:46.0,Personal foul by J. Valanciunas (drawn by B. Lopez),,84-77,,
5:46.0,,,84-78,1,B. Lopez makes free throw 1 of 2
5:46.0,,,84-78,,B. Lopez misses free throw 2 of 2
5:45.0,Defensive rebound by J. Valanciunas,,84-78,,
5:28.0,J. Valanciunas misses 2-pt shot from 3 ft (block by B. Lopez),,84-78,,
5:26.0,,,84-78,,Defensive rebound by T. Booker
5:23.0,,,84-80,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by T. Booker)
5:02.0,Shooting foul by T. Booker (drawn by J. Valanciunas),,84-80,,
5:02.0,J. Valanciunas makes free throw 1 of 2,1,85-80,,
5:02.0,J. Valanciunas makes free throw 2 of 2,1,86-80,,
5:02.0,,,85-80,,J. Hamilton enters the game for T. Booker
4:52.0,,,86-80,,B. Lopez misses 2-pt shot from 5 ft
4:51.0,Defensive rebound by K. Lowry,,86-80,,
4:43.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,88-80,,
4:23.0,,,88-80,,S. Kilpatrick misses 3-pt shot from 23 ft
4:22.0,,,88-80,,Offensive rebound by J. Hamilton
4:20.0,,,88-82,2,J. Hamilton makes 2-pt shot from 2 ft
4:05.0,Shooting foul by S. Dinwiddie (drawn by K. Lowry),,88-82,,
4:05.0,K. Lowry makes free throw 1 of 2,1,89-82,,
4:05.0,K. Lowry makes free throw 2 of 2,1,90-82,,
3:52.0,,,90-82,,S. Kilpatrick misses 2-pt shot from 2 ft (block by N. Powell)
3:51.0,Defensive rebound by K. Lowry,,90-82,,
3:40.0,D. Carroll makes 2-pt shot from 2 ft (assist by K. Lowry),2,92-82,,
3:40.0,,,92-82,,Brooklyn full timeout
3:40.0,,,92-82,,R. Foye enters the game for S. Dinwiddie
3:40.0,,,92-82,,T. Booker enters the game for J. Hamilton
3:26.0,,,92-82,,Shooting foul by K. Lowry (drawn by B. Lopez)
3:26.0,,,92-83,1,B. Lopez makes free throw 1 of 2
3:26.0,,,92-84,1,B. Lopez makes free throw 2 of 2
3:06.0,N. Powell misses 2-pt shot from 8 ft,,92-84,,
