time,Phoenix,pts.away,score,pts.home,LA Clippers
6:08.0,,,9-12,,Turnover by R. Felton (bad pass; steal by D. Booker)
6:03.0,D. Booker makes 2-pt shot from 4 ft,2,11-12,,
5:51.0,,,11-15,3,A. Rivers makes 3-pt shot from 24 ft (assist by R. Felton)
5:42.0,Turnover by M. Chriss (bad pass),,11-15,,
5:42.0,,,11-15,,B. Bass enters the game for L. Mbah a Moute
5:38.0,,,11-15,,Offensive charge foul by R. Felton
5:38.0,,,11-15,,Turnover by R. Felton (offensive foul)
5:38.0,P. Tucker enters the game for M. Chriss,,11-15,,
5:20.0,D. Booker misses 3-pt shot from 26 ft,,11-15,,
5:19.0,,,11-15,,Defensive rebound by A. Rivers
5:10.0,,,11-15,,D. Jordan misses 2-pt shot from 4 ft
5:05.0,,,11-15,,Offensive rebound by D. Jordan
5:05.0,,,11-17,2,D. Jordan makes 2-pt shot at rim
4:53.0,T. Warren makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,13-17,,
4:44.0,Personal foul by D. Booker (drawn by J. Redick),,13-17,,
4:44.0,A. Len enters the game for T. Chandler,,13-17,,
4:39.0,,,13-17,,Turnover by B. Bass (lost ball; steal by P. Tucker)
4:33.0,A. Len misses 2-pt shot from 4 ft,,13-17,,
4:30.0,Offensive rebound by A. Len,,13-17,,
4:30.0,A. Len makes 2-pt shot from 2 ft,2,15-17,,
4:13.0,,,15-17,,A. Rivers misses 3-pt shot from 26 ft
4:10.0,Defensive rebound by E. Bledsoe,,15-17,,
4:05.0,Jump ball: E. Bledsoe vs. A. Rivers (T. Warren gains possession),,,,Jump ball: E. Bledsoe vs. A. Rivers (T. Warren gains possession)
4:01.0,T. Warren makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,17-17,,
3:33.0,,,17-19,2,B. Bass makes 2-pt shot from 13 ft (assist by A. Rivers)
3:21.0,E. Bledsoe makes 2-pt shot from 4 ft,2,19-19,,
3:09.0,,,19-19,,R. Felton misses 2-pt shot from 17 ft
3:09.0,,,19-19,,Offensive rebound by Team
3:09.0,,,19-19,,J. Crawford enters the game for J. Redick
3:09.0,,,19-19,,W. Johnson enters the game for A. Rivers
3:05.0,,,19-19,,Turnover by D. Jordan (bad pass; steal by E. Bledsoe)
2:53.0,E. Bledsoe misses 2-pt shot from 17 ft,,19-19,,
2:50.0,,,19-19,,Defensive rebound by D. Jordan
2:43.0,,,19-21,2,B. Bass makes 2-pt shot from 2 ft (assist by J. Crawford)
2:43.0,Shooting block foul by A. Len (drawn by B. Bass),,19-21,,
2:43.0,,,19-21,,LA Clippers full timeout
2:43.0,,,19-21,,B. Bass misses free throw 1 of 1
2:43.0,B. Knight enters the game for E. Bledsoe,,19-21,,
2:43.0,,,19-21,,A. Rivers enters the game for R. Felton
2:42.0,Defensive rebound by A. Len,,19-21,,
2:30.0,T. Warren makes 2-pt shot from 18 ft (assist by B. Knight),2,21-21,,
2:13.0,,,21-21,,D. Jordan misses 2-pt shot from 5 ft
2:10.0,Defensive rebound by A. Len,,21-21,,
2:03.0,B. Knight misses 2-pt shot from 7 ft,,21-21,,
2:01.0,,,21-21,,Defensive rebound by W. Johnson
1:55.0,,,21-23,2,J. Crawford makes 2-pt shot from 3 ft
1:39.0,A. Len misses 2-pt shot from 15 ft,,21-23,,
1:37.0,Offensive rebound by P. Tucker,,21-23,,
1:30.0,,,21-23,,Personal foul by A. Rivers (drawn by B. Knight)
1:30.0,,,21-23,,M. Speights enters the game for D. Jordan
1:25.0,T. Warren misses 2-pt shot from 12 ft,,21-23,,
1:23.0,,,21-23,,Defensive rebound by Team
1:00.0,,,21-25,2,B. Bass makes 2-pt shot at rim (assist by J. Crawford)
0:54.0,,,21-25,,Personal foul by J. Crawford (drawn by D. Booker)
0:54.0,D. Booker makes free throw 1 of 2,1,22-25,,
0:54.0,D. Booker misses free throw 2 of 2,,22-25,,
0:51.0,,,22-25,,Defensive rebound by M. Speights
0:44.0,,,22-25,,Turnover by J. Crawford (lost ball; steal by P. Tucker)
0:40.0,T. Warren makes 2-pt shot from 3 ft (assist by B. Knight),2,24-25,,
0:26.0,,,24-25,,Shooting foul by P. Tucker (drawn by A. Rivers)
0:26.0,,,24-26,1,A. Rivers makes free throw 1 of 2
0:26.0,,,24-27,1,A. Rivers makes free throw 2 of 2
0:04.0,B. Knight makes 2-pt shot from 3 ft,2,26-27,,
0:01.0,,,26-27,,W. Johnson misses 3-pt shot from 52 ft
0:00.0,,,26-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,L. Barbosa misses 2-pt shot from 2 ft,,26-27,,
11:46.0,,,26-27,,Defensive rebound by M. Speights
11:40.0,,,26-27,,Shooting foul by D. Bender (drawn by M. Speights)
11:40.0,,,26-28,1,M. Speights makes free throw 1 of 2
11:40.0,,,26-29,1,M. Speights makes free throw 2 of 2
11:18.0,A. Len makes 2-pt shot at rim (assist by L. Barbosa),2,28-29,,
11:02.0,,,28-32,3,M. Speights makes 3-pt shot from 25 ft (assist by J. Crawford)
10:44.0,A. Len makes 2-pt shot at rim (assist by L. Barbosa),2,30-32,,
10:33.0,,,30-35,3,W. Johnson makes 3-pt shot from 26 ft (assist by A. Rivers)
10:22.0,L. Barbosa misses 2-pt shot from 18 ft (block by W. Johnson),,30-35,,
10:18.0,,,30-35,,Defensive rebound by J. Crawford
10:15.0,,,30-35,,J. Crawford misses 2-pt shot from 5 ft
10:12.0,,,30-35,,Offensive rebound by B. Bass
10:12.0,,,30-35,,B. Bass misses 2-pt shot from 2 ft
10:09.0,Defensive rebound by D. Bender,,30-35,,
10:04.0,Turnover by D. Bender (step out of bounds),,30-35,,
9:52.0,,,30-37,2,A. Rivers makes 2-pt shot from 2 ft
9:52.0,,,30-37,,Shooting foul by B. Knight (drawn by A. Rivers)
9:52.0,,,30-38,1,A. Rivers makes free throw 1 of 1
9:52.0,Phoenix full timeout,,30-38,,
9:29.0,Shooting foul by A. Rivers (drawn by B. Knight),,30-38,,
9:29.0,B. Knight makes 2-pt shot from 17 ft (assist by L. Barbosa),2,32-38,,
9:29.0,B. Knight makes free throw 1 of 1,1,33-38,,
9:14.0,,,33-38,,A. Rivers misses 2-pt shot from 19 ft
9:12.0,Defensive rebound by D. Bender,,33-38,,
9:03.0,L. Barbosa misses 3-pt shot from 26 ft,,33-38,,
9:01.0,,,33-38,,Defensive rebound by M. Speights
8:54.0,,,33-40,2,J. Crawford makes 2-pt shot from 18 ft
8:44.0,B. Knight misses 2-pt shot from 11 ft,,33-40,,
8:39.0,,,33-40,,Defensive rebound by W. Johnson
8:34.0,,,33-42,2,J. Crawford makes 2-pt shot from 20 ft
8:28.0,P. Tucker makes 2-pt shot from 20 ft (assist by B. Knight),2,35-42,,
8:03.0,,,35-42,,Shooting foul by L. Barbosa (drawn by M. Speights)
8:03.0,,,35-43,1,M. Speights makes free throw 1 of 2
8:03.0,,,35-44,1,M. Speights makes free throw 2 of 2
8:03.0,,,35-43,,J. Redick enters the game for W. Johnson
7:48.0,Shooting foul by J. Crawford (drawn by L. Barbosa),,35-44,,
7:48.0,L. Barbosa makes free throw 1 of 2,1,36-44,,
7:48.0,L. Barbosa makes free throw 2 of 2,1,37-44,,
7:35.0,,,37-44,,Shooting foul by D. Bender (drawn by M. Speights)
7:35.0,,,37-45,1,M. Speights makes free throw 1 of 2
7:35.0,,,37-46,1,M. Speights makes free throw 2 of 2
7:20.0,D. Bender misses 2-pt shot from 19 ft,,37-46,,
7:19.0,,,37-46,,Defensive rebound by A. Rivers
7:14.0,Personal foul by B. Knight (drawn by B. Bass),,37-46,,
7:14.0,,,37-47,1,B. Bass makes free throw 1 of 2
7:14.0,,,37-48,1,B. Bass makes free throw 2 of 2
7:14.0,T. Warren enters the game for D. Bender,,37-47,,
7:14.0,D. Booker enters the game for L. Barbosa,,37-47,,
7:14.0,E. Bledsoe enters the game for B. Knight,,37-47,,
7:00.0,A. Len misses 2-pt shot from 3 ft (block by M. Speights),,37-48,,
7:00.0,Offensive rebound by A. Len,,37-48,,
7:00.0,A. Len misses 2-pt shot from 3 ft (block by M. Speights),,37-48,,
7:00.0,Offensive rebound by Team,,37-48,,
7:00.0,,,37-48,,D. Jordan enters the game for B. Bass
7:00.0,,,37-48,,R. Felton enters the game for A. Rivers
6:54.0,A. Len makes 2-pt shot from 18 ft (assist by D. Booker),2,39-48,,
6:33.0,,,39-48,,M. Speights misses 2-pt shot from 8 ft
6:33.0,Defensive rebound by Team,,39-48,,
6:33.0,,,39-48,,Loose ball foul by D. Jordan (drawn by A. Len)
6:33.0,,,39-48,,L. Mbah a Moute enters the game for M. Speights
6:17.0,E. Bledsoe makes 2-pt shot from 20 ft,2,41-48,,
6:00.0,,,41-50,2,J. Crawford makes 2-pt shot from 13 ft (assist by R. Felton)
5:37.0,D. Booker misses 2-pt shot from 12 ft,,41-50,,
5:34.0,Offensive rebound by A. Len,,41-50,,
5:34.0,A. Len makes 2-pt shot at rim,2,43-50,,
5:19.0,,,43-53,3,J. Redick makes 3-pt shot from 26 ft (assist by D. Jordan)
5:06.0,Turnover by D. Booker (bad pass),,43-53,,
5:06.0,Official timeout,,43-53,,
4:59.0,,,43-53,,Turnover by J. Crawford (lost ball; steal by D. Booker)
4:54.0,D. Booker makes 2-pt shot at rim (assist by T. Warren),2,45-53,,
4:40.0,,,45-53,,Turnover by L. Mbah a Moute (lost ball)
4:20.0,T. Warren misses 2-pt shot from 6 ft,,45-53,,
4:19.0,,,45-53,,Defensive rebound by D. Jordan
4:19.0,Personal foul by A. Len (drawn by D. Jordan),,45-53,,
4:19.0,,,45-53,,D. Jordan misses free throw 1 of 2
4:19.0,,,45-53,,Offensive rebound by Team
4:19.0,,,45-53,,D. Jordan misses free throw 2 of 2
4:19.0,T. Chandler enters the game for A. Len,,45-53,,
4:17.0,Defensive rebound by P. Tucker,,45-53,,
4:08.0,P. Tucker makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,47-53,,
3:54.0,,,47-55,2,J. Redick makes 2-pt shot from 6 ft
3:41.0,T. Warren misses 2-pt shot from 17 ft,,47-55,,
3:39.0,,,47-55,,Defensive rebound by J. Crawford
3:30.0,,,47-55,,Turnover by D. Jordan (lost ball; steal by T. Chandler)
3:27.0,E. Bledsoe misses 2-pt shot from 3 ft (block by J. Crawford),,47-55,,
3:26.0,Offensive rebound by T. Warren,,47-55,,
3:24.0,T. Warren makes 2-pt shot from 1 ft,2,49-55,,
3:12.0,Personal foul by T. Warren,,49-55,,
3:12.0,,,49-56,1,J. Crawford makes free throw 1 of 2
3:12.0,,,49-57,1,J. Crawford makes free throw 2 of 2
3:00.0,,,49-57,,Personal foul by L. Mbah a Moute (drawn by T. Chandler)
3:00.0,T. Chandler makes free throw 1 of 2,1,50-57,,
3:00.0,T. Chandler makes free throw 2 of 2,1,51-57,,
3:00.0,,,50-57,,A. Rivers enters the game for J. Crawford
2:43.0,,,51-59,2,L. Mbah a Moute makes 2-pt shot at rim (assist by R. Felton)
2:19.0,E. Bledsoe makes 2-pt shot from 9 ft,2,53-59,,
2:09.0,,,53-61,2,R. Felton makes 2-pt shot from 1 ft
1:55.0,T. Warren misses 3-pt shot from 26 ft,,53-61,,
1:55.0,Offensive rebound by Team,,53-61,,
1:55.0,,,53-61,,Loose ball foul by D. Jordan (drawn by T. Chandler)
1:55.0,,,53-61,,LA Clippers full timeout
1:55.0,,,53-61,,Technical foul by D. Jordan (drawn by T. Chandler)
1:55.0,E. Bledsoe makes technical free throw,1,54-61,,
1:55.0,T. Chandler makes free throw 1 of 2,1,55-61,,
1:55.0,T. Chandler makes free throw 2 of 2,1,56-61,,
1:43.0,,,56-61,,Shooting foul by P. Tucker (drawn by D. Jordan)
1:43.0,,,56-62,1,D. Jordan makes free throw 1 of 2
1:43.0,,,56-63,1,D. Jordan makes free throw 2 of 2
1:29.0,P. Tucker misses 2-pt shot from 3 ft,,56-63,,
1:29.0,,,56-63,,Defensive rebound by Team
1:17.0,Personal foul by T. Chandler (drawn by A. Rivers),,56-63,,
1:17.0,,,56-63,,A. Rivers misses free throw 1 of 2
1:17.0,,,56-63,,Offensive rebound by Team
1:17.0,,,56-64,1,A. Rivers makes free throw 2 of 2
1:05.0,Offensive foul by D. Booker,,56-64,,
1:05.0,Turnover by D. Booker (offensive foul),,56-64,,
1:05.0,,,56-64,,W. Johnson enters the game for L. Mbah a Moute
0:58.0,,,56-64,,Offensive foul by D. Jordan
0:58.0,,,56-64,,Turnover by D. Jordan (offensive foul)
0:58.0,,,56-64,,M. Speights enters the game for D. Jordan
0:44.0,E. Bledsoe misses 2-pt shot from 3 ft (block by W. Johnson),,56-64,,
0:41.0,,,56-64,,Defensive rebound by M. Speights
0:30.0,,,56-64,,A. Rivers misses 3-pt shot from 27 ft
0:29.0,Defensive rebound by P. Tucker,,56-64,,
0:05.0,D. Booker misses 2-pt shot from 21 ft,,56-64,,
0:02.0,Offensive rebound by P. Tucker,,56-64,,
0:02.0,P. Tucker makes 2-pt shot from 16 ft,2,58-64,,
0:01.0,,,58-64,,R. Felton misses 3-pt shot from 53 ft
0:00.0,,,58-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,E. Bledsoe misses 2-pt shot from 19 ft,,58-64,,
11:44.0,,,58-64,,Defensive rebound by L. Mbah a Moute
11:41.0,,,58-64,,Flagrant foul type 1 by J. Redick (drawn by D. Booker)
11:41.0,,,58-64,,Turnover by J. Redick (swinging elbows)
11:41.0,D. Booker makes flagrant free throw 1 of 2,1,59-64,,
11:41.0,D. Booker makes flagrant free throw 2 of 2,1,60-64,,
11:30.0,M. Chriss misses 3-pt shot from 25 ft,,60-64,,
11:29.0,,,60-64,,Defensive rebound by J. Redick
11:12.0,,,60-66,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by A. Rivers)
10:45.0,M. Chriss misses 2-pt shot from 19 ft,,60-66,,
10:44.0,,,60-66,,Defensive rebound by D. Jordan
10:38.0,,,60-66,,Turnover by R. Felton (bad pass; steal by M. Chriss)
10:26.0,E. Bledsoe misses 2-pt shot from 17 ft,,60-66,,
10:25.0,,,60-66,,Defensive rebound by Team
10:25.0,Personal foul by M. Chriss (drawn by J. Redick),,60-66,,
10:10.0,,,60-66,,J. Redick misses 3-pt shot from 27 ft
10:09.0,Defensive rebound by E. Bledsoe,,60-66,,
10:01.0,T. Warren misses 2-pt shot from 19 ft,,60-66,,
10:00.0,,,60-66,,Defensive rebound by A. Rivers
9:56.0,Violation by D. Booker (def goaltending),,60-66,,
9:56.0,,,60-68,2,J. Redick makes 2-pt shot from 2 ft (assist by A. Rivers)
9:46.0,Offensive foul by T. Chandler,,60-68,,
9:46.0,Turnover by T. Chandler (offensive foul),,60-68,,
9:30.0,,,60-68,,J. Redick misses 2-pt shot from 21 ft (block by M. Chriss)
9:29.0,Defensive rebound by T. Chandler,,60-68,,
9:19.0,M. Chriss makes 2-pt shot at rim (assist by D. Booker),2,62-68,,
9:06.0,,,62-68,,A. Rivers misses 2-pt shot from 9 ft
9:03.0,Defensive rebound by D. Booker,,62-68,,
9:00.0,D. Booker makes 2-pt shot from 2 ft,2,64-68,,
8:59.0,,,64-68,,LA Clippers full timeout
8:46.0,Personal foul by E. Bledsoe (drawn by R. Felton),,64-68,,
8:38.0,,,64-68,,R. Felton misses 2-pt shot from 19 ft
8:34.0,Defensive rebound by E. Bledsoe,,64-68,,
8:24.0,E. Bledsoe misses 2-pt shot from 3 ft (block by L. Mbah a Moute),,64-68,,
8:23.0,Offensive rebound by E. Bledsoe,,64-68,,
8:15.0,E. Bledsoe misses 3-pt shot from 27 ft,,64-68,,
8:12.0,Offensive rebound by T. Chandler,,64-68,,
8:09.0,M. Chriss misses 3-pt shot from 25 ft,,64-68,,
8:06.0,,,64-68,,Defensive rebound by A. Rivers
7:56.0,,,64-70,2,L. Mbah a Moute makes 2-pt shot from 2 ft
7:56.0,Shooting block foul by D. Booker (drawn by L. Mbah a Moute),,64-70,,
7:56.0,,,64-71,1,L. Mbah a Moute makes free throw 1 of 1
7:40.0,D. Booker misses 2-pt shot from 16 ft,,64-71,,
7:38.0,,,64-71,,Defensive rebound by D. Jordan
7:38.0,Personal block foul by D. Booker (drawn by A. Rivers),,64-71,,
7:38.0,L. Barbosa enters the game for D. Booker,,64-71,,
7:17.0,,,64-71,,J. Redick misses 2-pt shot from 21 ft
7:15.0,Defensive rebound by T. Chandler,,64-71,,
7:07.0,,,64-71,,Personal foul by J. Redick (drawn by L. Barbosa)
7:01.0,,,64-71,,J. Crawford enters the game for A. Rivers
6:58.0,T. Warren makes 2-pt shot from 14 ft (assist by E. Bledsoe),2,66-71,,
6:35.0,,,66-73,2,J. Crawford makes 2-pt shot from 3 ft
6:25.0,T. Chandler makes 2-pt shot at rim (assist by L. Barbosa),2,68-73,,
6:15.0,,,68-73,,Shooting foul by E. Bledsoe (drawn by R. Felton)
6:15.0,,,68-74,1,R. Felton makes free throw 1 of 2
6:15.0,,,68-75,1,R. Felton makes free throw 2 of 2
6:15.0,P. Tucker enters the game for M. Chriss,,68-74,,
6:06.0,L. Barbosa misses 2-pt shot from 2 ft (block by D. Jordan),,68-75,,
6:04.0,Offensive rebound by L. Barbosa,,68-75,,
6:02.0,,,68-75,,Violation by L. Mbah a Moute (kicked ball)
5:52.0,L. Barbosa makes 2-pt shot from 15 ft,2,70-75,,
5:37.0,,,70-78,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by J. Crawford)
5:27.0,Turnover by T. Warren (bad pass; steal by R. Felton),,70-78,,
5:07.0,,,70-80,2,R. Felton makes 2-pt shot from 2 ft
5:01.0,Phoenix full timeout,,70-80,,
5:01.0,A. Len enters the game for T. Warren,,70-80,,
5:01.0,T. Ulis enters the game for T. Chandler,,70-80,,
4:56.0,,,70-80,,Personal foul by R. Felton (drawn by E. Bledsoe)
4:47.0,E. Bledsoe misses 2-pt shot from 14 ft,,70-80,,
4:44.0,,,70-80,,Defensive rebound by D. Jordan
4:37.0,,,70-80,,J. Crawford misses 2-pt shot from 3 ft
4:32.0,Defensive rebound by P. Tucker,,70-80,,
4:30.0,T. Ulis misses 2-pt shot from 10 ft,,70-80,,
4:24.0,,,70-80,,Defensive rebound by J. Redick
4:14.0,,,70-82,2,R. Felton makes 2-pt shot from 3 ft
4:03.0,T. Ulis misses 2-pt shot from 12 ft,,70-82,,
3:59.0,,,70-82,,Defensive rebound by D. Jordan
3:49.0,Personal foul by P. Tucker (drawn by L. Mbah a Moute),,70-82,,
3:49.0,,,70-82,,L. Mbah a Moute misses free throw 1 of 2
3:49.0,,,70-82,,Offensive rebound by Team
3:49.0,,,70-83,1,L. Mbah a Moute makes free throw 2 of 2
3:33.0,P. Tucker misses 2-pt shot from 16 ft,,70-83,,
3:31.0,,,70-83,,Defensive rebound by D. Jordan
3:21.0,,,70-83,,L. Mbah a Moute misses 2-pt shot from 22 ft
3:18.0,,,70-83,,Offensive rebound by D. Jordan
3:18.0,,,70-85,2,D. Jordan makes 2-pt shot at rim
3:07.0,A. Len misses 2-pt shot from 17 ft,,70-85,,
3:06.0,,,70-85,,Defensive rebound by D. Jordan
2:57.0,,,70-87,2,J. Crawford makes 2-pt shot from 4 ft
2:56.0,Phoenix full timeout,,70-87,,
2:56.0,D. Booker enters the game for L. Barbosa,,70-87,,
2:56.0,T. Warren enters the game for T. Ulis,,70-87,,
2:41.0,E. Bledsoe misses 3-pt shot from 27 ft,,70-87,,
2:40.0,,,70-87,,Defensive rebound by D. Jordan
2:30.0,,,70-87,,Turnover by J. Crawford (bad pass)
2:13.0,D. Booker misses 2-pt shot from 10 ft (block by D. Jordan),,70-87,,
2:09.0,,,70-87,,Defensive rebound by D. Jordan
2:05.0,,,70-87,,J. Crawford misses 2-pt shot from 5 ft
2:02.0,,,70-87,,Offensive rebound by J. Crawford
2:02.0,,,70-87,,J. Crawford misses 2-pt shot from 2 ft
1:59.0,,,70-87,,Offensive rebound by D. Jordan
1:54.0,,,70-87,,R. Felton misses 2-pt shot from 2 ft
1:50.0,,,70-87,,Offensive rebound by D. Jordan
1:50.0,,,70-89,2,D. Jordan makes 2-pt shot at rim
1:36.0,T. Warren makes 2-pt shot from 4 ft,2,72-89,,
1:14.0,,,72-89,,J. Crawford misses 2-pt shot from 10 ft
1:11.0,,,72-89,,Offensive rebound by J. Crawford
1:10.0,,,72-89,,J. Crawford misses 2-pt shot from 6 ft
1:07.0,Defensive rebound by E. Bledsoe,,72-89,,
1:07.0,E. Bledsoe misses 2-pt shot from 2 ft,,72-89,,
1:06.0,Offensive rebound by T. Warren,,72-89,,
1:06.0,T. Warren misses 2-pt shot from 3 ft,,72-89,,
1:05.0,Offensive rebound by T. Warren,,72-89,,
1:01.0,D. Booker misses 3-pt shot from 27 ft,,72-89,,
1:00.0,,,72-89,,Defensive rebound by R. Felton
0:51.0,,,72-89,,R. Felton misses 2-pt shot from 4 ft
0:49.0,,,72-89,,Offensive rebound by Team
0:49.0,,,72-89,,A. Rivers enters the game for R. Felton
0:49.0,,,72-89,,B. Bass enters the game for L. Mbah a Moute
0:43.0,,,72-89,,Turnover by J. Redick (bad pass; steal by A. Len)
0:40.0,Shooting foul by J. Crawford (drawn by D. Booker),,72-89,,
0:40.0,D. Booker misses free throw 1 of 2,,72-89,,
0:40.0,Offensive rebound by Team,,72-89,,
0:40.0,D. Booker makes free throw 2 of 2,1,73-89,,
0:40.0,,,72-89,,W. Johnson enters the game for J. Redick
0:30.0,,,73-89,,Turnover by B. Bass (bad pass; steal by E. Bledsoe)
0:27.0,T. Warren makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,75-89,,
0:06.0,,,75-89,,J. Crawford misses 2-pt shot from 4 ft
0:02.0,Defensive rebound by P. Tucker,,75-89,,
0:02.0,Shooting foul by W. Johnson (drawn by E. Bledsoe),,75-89,,
0:02.0,E. Bledsoe misses free throw 1 of 2,,75-89,,
0:02.0,Offensive rebound by Team,,75-89,,
0:02.0,E. Bledsoe makes free throw 2 of 2,1,76-89,,
0:01.0,,,76-89,,J. Crawford misses 3-pt shot from 43 ft
0:00.0,,,76-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,76-89,,Offensive charge foul by A. Rivers
11:45.0,,,76-89,,Turnover by A. Rivers (offensive foul)
11:32.0,D. Booker misses 2-pt shot from 14 ft,,76-89,,
11:31.0,Offensive rebound by T. Warren,,76-89,,
11:16.0,P. Tucker misses 2-pt shot from 2 ft,,76-89,,
11:15.0,Offensive rebound by P. Tucker,,76-89,,
11:15.0,P. Tucker misses 2-pt shot from 3 ft,,76-89,,
11:14.0,Offensive rebound by P. Tucker,,76-89,,
11:14.0,P. Tucker misses 2-pt shot from 1 ft,,76-89,,
11:12.0,Offensive rebound by A. Len,,76-89,,
11:06.0,Offensive charge foul by E. Bledsoe,,76-89,,
11:06.0,Turnover by E. Bledsoe (offensive foul),,76-89,,
10:44.0,,,76-91,2,B. Bass makes 2-pt shot from 9 ft (assist by J. Crawford)
10:29.0,E. Bledsoe makes 2-pt shot from 2 ft,2,78-91,,
10:20.0,,,78-91,,A. Rivers misses 2-pt shot from 3 ft
10:14.0,Defensive rebound by A. Len,,78-91,,
10:08.0,T. Warren makes 2-pt shot from 18 ft (assist by E. Bledsoe),2,80-91,,
9:52.0,,,80-93,2,J. Crawford makes 2-pt shot from 3 ft
9:30.0,Turnover by E. Bledsoe (step out of bounds),,80-93,,
9:30.0,,,80-93,,R. Felton enters the game for B. Bass
9:18.0,,,80-93,,M. Speights misses 3-pt shot from 26 ft
9:17.0,Defensive rebound by P. Tucker,,80-93,,
9:09.0,E. Bledsoe misses 2-pt shot from 14 ft,,80-93,,
9:07.0,,,80-93,,Defensive rebound by R. Felton
9:04.0,,,80-93,,Shooting foul by D. Booker (drawn by R. Felton)
9:04.0,,,80-93,,R. Felton misses free throw 1 of 2
9:04.0,,,80-93,,Offensive rebound by Team
9:04.0,,,80-93,,R. Felton misses free throw 2 of 2
9:04.0,J. Dudley enters the game for D. Booker,,80-93,,
9:04.0,T. Ulis enters the game for A. Len,,80-93,,
8:59.0,Defensive rebound by P. Tucker,,80-93,,
8:41.0,T. Warren makes 2-pt shot from 9 ft (assist by T. Ulis),2,82-93,,
