time,San Antonio,pts.away,score,pts.home,Houston
10:14.0,,,30-22,,E. Gordon misses 2-pt shot from 5 ft (block by D. Dedmon)
10:12.0,,,30-22,,Offensive rebound by Team
10:12.0,L. Aldridge enters the game for D. Lee,,30-22,,
10:12.0,D. Green enters the game for J. Simmons,,30-22,,
10:04.0,,,30-22,,T. Ennis misses 2-pt shot from 17 ft
10:02.0,,,30-22,,Offensive rebound by T. Ennis
10:02.0,,,30-24,2,T. Ennis makes 2-pt shot from 1 ft
9:39.0,T. Parker makes 2-pt shot from 9 ft,2,32-24,,
9:28.0,,,32-24,,N. Hilario misses 2-pt shot from 19 ft
9:27.0,Defensive rebound by L. Aldridge,,32-24,,
9:08.0,Turnover by L. Aldridge (bad pass; steal by T. Ennis),,32-24,,
9:03.0,,,32-24,,Turnover by T. Ennis (bad pass; steal by D. Dedmon)
8:54.0,San Antonio full timeout,,32-24,,
8:54.0,,,32-24,,R. Anderson enters the game for N. Hilario
8:54.0,,,32-24,,C. Capela enters the game for S. Dekker
8:54.0,K. Leonard enters the game for M. Ginobili,,32-24,,
8:52.0,K. Leonard misses 3-pt shot from 24 ft,,32-24,,
8:51.0,Offensive rebound by D. Dedmon,,32-24,,
8:50.0,D. Dedmon makes 2-pt shot from 3 ft,2,34-24,,
8:27.0,,,34-24,,T. Ennis misses 3-pt shot from 26 ft
8:26.0,Defensive rebound by L. Aldridge,,34-24,,
8:08.0,L. Aldridge misses 2-pt shot from 20 ft,,34-24,,
8:07.0,,,34-24,,Defensive rebound by T. Ennis
7:53.0,,,34-27,3,E. Gordon makes 3-pt shot from 26 ft (assist by T. Ennis)
7:26.0,T. Parker makes 2-pt shot from 6 ft,2,36-27,,
7:14.0,,,36-27,,R. Anderson misses 2-pt shot from 4 ft (block by L. Aldridge)
7:14.0,,,36-27,,Offensive rebound by Team
7:05.0,,,36-29,2,T. Ennis makes 2-pt shot from 9 ft
6:45.0,T. Parker misses 2-pt shot from 4 ft (block by C. Capela),,36-29,,
6:45.0,Offensive rebound by Team,,36-29,,
6:45.0,L. Aldridge misses 2-pt shot from 16 ft,,36-29,,
6:44.0,,,36-29,,Defensive rebound by K. McDaniels
6:35.0,,,36-29,,K. McDaniels misses 3-pt shot from 25 ft
6:35.0,,,36-29,,Offensive rebound by C. Capela
6:30.0,,,36-31,2,T. Ennis makes 2-pt shot from 1 ft
6:01.0,Shooting foul by C. Capela (drawn by L. Aldridge),,36-31,,
6:01.0,L. Aldridge makes free throw 1 of 2,1,37-31,,
6:01.0,L. Aldridge makes free throw 2 of 2,1,38-31,,
6:01.0,,,37-31,,J. Harden enters the game for T. Ennis
6:01.0,,,37-31,,T. Ariza enters the game for K. McDaniels
5:51.0,,,38-31,,E. Gordon misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by Team,,38-31,,
5:50.0,San Antonio full timeout,,38-31,,
5:50.0,P. Gasol enters the game for D. Dedmon,,38-31,,
5:39.0,San Antonio full timeout,,38-31,,
5:31.0,Turnover by K. Leonard (bad pass; steal by T. Ariza),,38-31,,
5:27.0,Personal foul by K. Leonard (drawn by T. Ariza),,38-31,,
5:14.0,,,38-33,2,C. Capela makes 2-pt shot from 3 ft (assist by J. Harden)
5:03.0,,,38-33,,Personal foul by C. Capela (drawn by P. Gasol)
5:03.0,P. Gasol misses free throw 1 of 2,,38-33,,
5:03.0,Offensive rebound by Team,,38-33,,
5:03.0,P. Gasol makes free throw 2 of 2,1,39-33,,
4:46.0,,,39-33,,Turnover by J. Harden (bad pass)
4:46.0,P. Mills enters the game for T. Parker,,39-33,,
4:32.0,P. Gasol misses 2-pt shot from 8 ft,,39-33,,
4:31.0,,,39-33,,Defensive rebound by R. Anderson
4:28.0,Personal foul by D. Green (drawn by C. Capela),,39-33,,
4:28.0,,,39-33,,C. Brewer enters the game for E. Gordon
4:28.0,M. Ginobili enters the game for D. Green,,39-33,,
4:14.0,,,39-33,,Shooting foul by P. Mills (drawn by J. Harden)
4:14.0,,,39-34,1,J. Harden makes free throw 1 of 3
4:14.0,,,39-35,1,J. Harden makes free throw 2 of 3
4:14.0,,,39-36,1,J. Harden makes free throw 3 of 3
3:55.0,Turnover by K. Leonard (bad pass; steal by T. Ariza),,39-36,,
3:45.0,,,39-36,,R. Anderson misses 3-pt shot from 27 ft
3:44.0,Defensive rebound by P. Gasol,,39-36,,
3:28.0,L. Aldridge makes 2-pt shot from 17 ft (assist by M. Ginobili),2,41-36,,
3:15.0,,,41-38,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:59.0,M. Ginobili misses 2-pt shot from 3 ft (block by C. Brewer),,41-38,,
2:57.0,,,41-38,,Defensive rebound by T. Ariza
2:47.0,,,41-40,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:30.0,P. Gasol makes 2-pt shot from 17 ft,2,43-40,,
2:02.0,,,43-40,,T. Ariza misses 3-pt shot from 28 ft
1:59.0,Defensive rebound by Team,,43-40,,
1:59.0,,,43-40,,Loose ball foul by C. Capela (drawn by P. Gasol)
1:59.0,,,43-40,,Houston full timeout
1:59.0,P. Gasol misses free throw 1 of 2,,43-40,,
1:59.0,Offensive rebound by Team,,43-40,,
1:59.0,P. Gasol makes free throw 2 of 2,1,44-40,,
1:59.0,,,43-40,,N. Hilario enters the game for C. Capela
1:59.0,D. Lee enters the game for L. Aldridge,,43-40,,
1:47.0,Personal foul by M. Ginobili (drawn by N. Hilario),,44-40,,
1:39.0,,,44-40,,R. Anderson misses 3-pt shot from 24 ft
1:38.0,,,44-40,,Offensive rebound by J. Harden
1:30.0,,,44-40,,R. Anderson misses 3-pt shot from 24 ft
1:27.0,Defensive rebound by M. Ginobili,,44-40,,
1:15.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,47-40,,
0:55.0,,,47-40,,J. Harden misses 3-pt shot from 28 ft
0:54.0,,,47-40,,Offensive rebound by T. Ariza
0:51.0,,,47-40,,Turnover by T. Ariza (lost ball; steal by K. Leonard)
0:32.0,P. Gasol makes 2-pt shot from 12 ft,2,49-40,,
0:12.0,,,49-40,,N. Hilario misses 2-pt shot from 3 ft (block by D. Lee)
0:10.0,Defensive rebound by P. Mills,,49-40,,
0:03.0,Turnover by P. Mills (lost ball),,49-40,,
0:03.0,,,49-40,,Houston full timeout
0:03.0,,,49-40,,E. Gordon enters the game for C. Brewer
0:03.0,D. Green enters the game for P. Gasol,,49-40,,
0:03.0,J. Simmons enters the game for D. Lee,,49-40,,
0:01.0,,,49-40,,Turnover by R. Anderson (bad pass)
0:01.0,L. Aldridge enters the game for J. Simmons,,49-40,,
0:00.0,K. Leonard misses 3-pt shot from 26 ft,,49-40,,
0:00.0,Offensive rebound by Team,,49-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,T. Parker makes 2-pt shot from 14 ft,2,51-40,,
11:24.0,,,51-40,,Shooting foul by P. Gasol (drawn by C. Capela)
11:24.0,,,51-41,1,C. Capela makes free throw 1 of 2
11:24.0,,,51-42,1,C. Capela makes free throw 2 of 2
11:08.0,L. Aldridge makes 2-pt shot from 14 ft (assist by P. Gasol),2,53-42,,
11:02.0,,,53-42,,Turnover by J. Harden (traveling)
10:53.0,Shooting foul by R. Anderson (drawn by T. Parker),,53-42,,
10:53.0,T. Parker makes free throw 1 of 2,1,54-42,,
10:53.0,T. Parker makes free throw 2 of 2,1,55-42,,
10:37.0,,,55-45,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
10:13.0,P. Gasol makes 2-pt shot from 20 ft (assist by T. Parker),2,57-45,,
9:54.0,,,57-45,,C. Capela misses 2-pt shot from 4 ft (block by P. Gasol)
9:51.0,,,57-45,,Offensive rebound by R. Anderson
9:51.0,,,57-45,,R. Anderson misses 2-pt shot from 3 ft (block by L. Aldridge)
9:51.0,,,57-45,,Offensive rebound by R. Anderson
9:51.0,,,57-45,,Shooting foul by L. Aldridge (drawn by R. Anderson)
9:51.0,,,57-46,1,R. Anderson makes free throw 1 of 2
9:51.0,,,57-46,,R. Anderson misses free throw 2 of 2
9:50.0,Defensive rebound by P. Gasol,,57-46,,
9:36.0,Turnover by T. Parker (bad pass; steal by T. Ariza),,57-46,,
9:20.0,,,57-46,,J. Harden misses 2-pt shot from 4 ft
9:19.0,Defensive rebound by L. Aldridge,,57-46,,
9:06.0,,,57-46,,Personal foul by R. Anderson (drawn by L. Aldridge)
8:55.0,Turnover by L. Aldridge (bad pass; steal by E. Gordon),,57-46,,
8:48.0,,,57-48,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
8:34.0,K. Leonard makes 2-pt shot from 1 ft (assist by P. Gasol),2,59-48,,
8:19.0,,,59-48,,T. Ariza misses 2-pt shot from 10 ft
8:18.0,Defensive rebound by L. Aldridge,,59-48,,
8:09.0,T. Parker makes 2-pt shot from 3 ft,2,61-48,,
7:56.0,,,61-48,,Turnover by C. Capela (lost ball; steal by T. Parker)
7:50.0,D. Green misses 3-pt shot from 27 ft,,61-48,,
7:48.0,,,61-48,,Defensive rebound by C. Capela
7:31.0,,,61-50,2,E. Gordon makes 2-pt shot from 2 ft (assist by C. Capela)
7:10.0,L. Aldridge misses 3-pt shot from 24 ft,,61-50,,
7:08.0,Offensive rebound by P. Gasol,,61-50,,
7:05.0,P. Gasol makes 2-pt shot from 1 ft,2,63-50,,
6:46.0,,,63-50,,E. Gordon misses 3-pt shot from 27 ft
6:45.0,Defensive rebound by L. Aldridge,,63-50,,
6:34.0,L. Aldridge makes 2-pt shot from 15 ft (assist by T. Parker),2,65-50,,
6:34.0,,,65-50,,Houston full timeout
6:34.0,,,65-50,,N. Hilario enters the game for C. Capela
6:34.0,P. Mills enters the game for T. Parker,,65-50,,
6:16.0,,,65-53,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
6:03.0,Shooting foul by R. Anderson (drawn by L. Aldridge),,65-53,,
6:03.0,L. Aldridge makes free throw 1 of 2,1,66-53,,
6:03.0,L. Aldridge makes free throw 2 of 2,1,67-53,,
5:46.0,,,67-56,3,T. Ariza makes 3-pt shot from 24 ft (assist by E. Gordon)
5:33.0,D. Green makes 2-pt shot from 17 ft (assist by P. Gasol),2,69-56,,
5:15.0,,,69-59,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden)
4:56.0,L. Aldridge misses 2-pt shot from 8 ft,,69-59,,
4:55.0,,,69-59,,Defensive rebound by J. Harden
4:52.0,,,69-59,,Shooting foul by L. Aldridge (drawn by J. Harden)
4:52.0,,,69-59,,J. Harden misses free throw 1 of 2
4:52.0,,,69-59,,Offensive rebound by Team
4:52.0,,,69-60,1,J. Harden makes free throw 2 of 2
4:52.0,M. Ginobili enters the game for D. Green,,69-59,,
4:52.0,D. Lee enters the game for P. Gasol,,69-59,,
4:29.0,K. Leonard misses 2-pt shot from 17 ft,,69-60,,
4:27.0,,,69-60,,Defensive rebound by T. Ariza
4:21.0,,,69-63,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden)
4:21.0,San Antonio full timeout,,69-63,,
4:21.0,,,69-63,,S. Dekker enters the game for R. Anderson
4:21.0,J. Simmons enters the game for K. Leonard,,69-63,,
4:00.0,P. Mills misses 2-pt shot from 8 ft (block by E. Gordon),,69-63,,
4:00.0,Offensive rebound by Team,,69-63,,
3:56.0,P. Mills misses 3-pt shot from 27 ft,,69-63,,
3:55.0,,,69-63,,Defensive rebound by N. Hilario
3:50.0,,,69-63,,Turnover by J. Harden (traveling)
3:31.0,M. Ginobili makes 2-pt shot from 2 ft (assist by P. Mills),2,71-63,,
3:20.0,,,71-63,,N. Hilario misses 2-pt shot at rim (block by L. Aldridge)
3:20.0,,,71-63,,Offensive rebound by Team
3:20.0,,,71-63,,C. Brewer enters the game for E. Gordon
3:16.0,,,71-66,3,S. Dekker makes 3-pt shot from 27 ft (assist by T. Ariza)
3:07.0,Offensive foul by L. Aldridge,,71-66,,
3:07.0,Turnover by L. Aldridge (offensive foul),,71-66,,
3:07.0,P. Gasol enters the game for L. Aldridge,,71-66,,
2:52.0,,,71-66,,J. Harden misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by J. Simmons,,71-66,,
2:42.0,P. Mills misses 3-pt shot from 24 ft,,71-66,,
2:40.0,,,71-66,,Defensive rebound by N. Hilario
2:33.0,,,71-66,,T. Ariza misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by P. Mills,,71-66,,
2:20.0,Shooting foul by C. Brewer (drawn by P. Gasol),,71-66,,
2:20.0,P. Gasol makes free throw 1 of 2,1,72-66,,
2:20.0,P. Gasol misses free throw 2 of 2,,72-66,,
2:18.0,,,72-66,,Defensive rebound by T. Ariza
2:00.0,,,72-66,,J. Harden misses 3-pt shot from 27 ft
1:58.0,Defensive rebound by D. Lee,,72-66,,
1:52.0,M. Ginobili makes 3-pt shot from 26 ft,3,75-66,,
1:44.0,,,75-66,,Shooting foul by D. Lee (drawn by J. Harden)
1:44.0,,,75-67,1,J. Harden makes free throw 1 of 2
1:44.0,,,75-68,1,J. Harden makes free throw 2 of 2
1:44.0,,,75-67,,K. McDaniels enters the game for T. Ariza
1:24.0,J. Simmons makes 2-pt shot from 16 ft,2,77-68,,
1:08.0,,,77-68,,S. Dekker misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by D. Lee,,77-68,,
0:51.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Gasol),3,80-68,,
0:33.0,,,80-70,2,S. Dekker makes 2-pt shot from 4 ft (assist by J. Harden)
0:13.0,P. Gasol makes 2-pt shot from 20 ft (assist by P. Mills),2,82-70,,
0:01.0,,,82-70,,J. Harden misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by M. Ginobili,,82-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,82-70,,C. Brewer misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by D. Lee,,82-70,,
11:23.0,P. Mills makes 2-pt shot from 4 ft (assist by M. Ginobili),2,84-70,,
11:11.0,,,84-72,2,N. Hilario makes 2-pt shot from 2 ft
10:53.0,P. Gasol misses 2-pt shot from 21 ft,,84-72,,
10:50.0,,,84-72,,Defensive rebound by N. Hilario
10:50.0,Personal foul by D. Lee (drawn by K. McDaniels),,84-72,,
10:50.0,,,84-72,,R. Anderson enters the game for K. McDaniels
10:34.0,,,84-72,,Shooting foul by M. Ginobili (drawn by R. Anderson)
10:34.0,,,84-73,1,R. Anderson makes free throw 1 of 2
10:34.0,,,84-74,1,R. Anderson makes free throw 2 of 2
10:34.0,K. Leonard enters the game for M. Ginobili,,84-73,,
10:34.0,T. Parker enters the game for P. Mills,,84-73,,
10:15.0,J. Simmons makes 2-pt shot from 19 ft (assist by T. Parker),2,86-74,,
10:04.0,,,86-74,,R. Anderson misses 3-pt shot from 28 ft
10:03.0,Defensive rebound by J. Simmons,,86-74,,
9:53.0,Shooting foul by N. Hilario (drawn by P. Gasol),,86-74,,
9:53.0,P. Gasol makes free throw 1 of 2,1,87-74,,
9:53.0,P. Gasol makes free throw 2 of 2,1,88-74,,
9:53.0,,,87-74,,T. Ariza enters the game for C. Brewer
9:53.0,,,87-74,,C. Capela enters the game for N. Hilario
9:53.0,,,87-74,,E. Gordon enters the game for S. Dekker
9:38.0,,,88-74,,T. Ennis misses 2-pt shot from 8 ft
9:36.0,,,88-74,,Offensive rebound by R. Anderson
9:35.0,,,88-74,,R. Anderson misses 2-pt shot from 5 ft
9:33.0,Defensive rebound by D. Lee,,88-74,,
9:18.0,T. Parker misses 2-pt shot from 17 ft,,88-74,,
9:16.0,,,88-74,,Defensive rebound by C. Capela
9:04.0,,,88-74,,T. Ariza misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by P. Gasol,,88-74,,
8:55.0,T. Parker makes 2-pt shot from 6 ft,2,90-74,,
8:55.0,,,90-74,,Houston full timeout
8:55.0,,,90-74,,J. Harden enters the game for T. Ennis
8:39.0,,,90-76,2,J. Harden makes 2-pt shot from 14 ft
8:11.0,J. Simmons misses 3-pt shot from 24 ft,,90-76,,
8:09.0,,,90-76,,Defensive rebound by R. Anderson
8:01.0,,,90-76,,Shooting foul by D. Lee (drawn by J. Harden)
8:01.0,,,90-76,,J. Harden misses free throw 1 of 2
8:01.0,,,90-76,,Offensive rebound by Team
8:01.0,,,90-77,1,J. Harden makes free throw 2 of 2
8:01.0,L. Aldridge enters the game for P. Gasol,,90-76,,
7:45.0,L. Aldridge misses 2-pt shot from 21 ft,,90-77,,
7:44.0,,,90-77,,Defensive rebound by E. Gordon
7:36.0,,,90-77,,R. Anderson misses 3-pt shot from 28 ft
7:35.0,,,90-77,,Offensive rebound by J. Harden
7:25.0,,,90-77,,J. Harden misses 3-pt shot from 26 ft
7:23.0,Defensive rebound by K. Leonard,,90-77,,
7:14.0,K. Leonard misses 3-pt shot from 27 ft,,90-77,,
7:12.0,,,90-77,,Defensive rebound by E. Gordon
6:58.0,,,90-79,2,E. Gordon makes 2-pt shot from 19 ft
6:40.0,Shooting foul by R. Anderson (drawn by D. Lee),,90-79,,
6:40.0,D. Lee makes 2-pt shot from 7 ft,2,92-79,,
6:40.0,D. Lee misses free throw 1 of 1,,92-79,,
6:40.0,D. Green enters the game for J. Simmons,,92-79,,
6:38.0,,,92-79,,Defensive rebound by C. Capela
6:19.0,,,92-79,,T. Ariza misses 3-pt shot from 25 ft
6:17.0,,,92-79,,Offensive rebound by R. Anderson
6:12.0,,,92-81,2,E. Gordon makes 2-pt shot at rim (assist by R. Anderson)
5:51.0,T. Parker misses 2-pt shot from 3 ft,,92-81,,
5:49.0,,,92-81,,Defensive rebound by J. Harden
5:43.0,,,92-84,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
5:42.0,San Antonio full timeout,,92-84,,
5:42.0,P. Gasol enters the game for D. Lee,,92-84,,
5:26.0,K. Leonard makes 2-pt shot from 5 ft,2,94-84,,
5:16.0,,,94-84,,Turnover by J. Harden (bad pass)
4:53.0,Turnover by Team (shot clock),,94-84,,
4:43.0,,,94-87,3,E. Gordon makes 3-pt shot from 26 ft (assist by T. Ariza)
4:18.0,P. Gasol misses 3-pt shot from 24 ft,,94-87,,
4:18.0,Offensive rebound by Team,,94-87,,
4:18.0,,,94-87,,Loose ball foul by R. Anderson (drawn by L. Aldridge)
4:13.0,K. Leonard makes 2-pt shot at rim (assist by L. Aldridge),2,96-87,,
4:01.0,,,96-87,,Turnover by J. Harden (bad pass; steal by K. Leonard)
3:58.0,Shooting foul by C. Capela (drawn by K. Leonard),,96-87,,
3:58.0,K. Leonard makes free throw 1 of 2,1,97-87,,
3:58.0,K. Leonard makes free throw 2 of 2,1,98-87,,
3:50.0,,,98-87,,J. Harden misses 2-pt shot from 3 ft (block by P. Gasol)
3:50.0,,,98-87,,Offensive rebound by Team
3:39.0,Personal foul by K. Leonard (drawn by J. Harden),,98-87,,
3:39.0,,,98-87,,N. Hilario enters the game for C. Capela
3:37.0,,,98-87,,Violation by Team (jump ball)
3:28.0,,,98-90,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
3:11.0,K. Leonard misses 3-pt shot from 25 ft,,98-90,,
3:09.0,,,98-90,,Defensive rebound by E. Gordon
