time,San Antonio,pts.away,score,pts.home,Portland
6:42.0,Offensive rebound by D. Dedmon,,9-16,,
6:33.0,T. Parker makes 2-pt shot from 20 ft,2,11-16,,
6:12.0,,,11-16,,N. Vonleh misses 2-pt shot from 1 ft (block by D. Green)
6:11.0,,,11-16,,Offensive rebound by N. Vonleh
6:11.0,,,11-18,2,N. Vonleh makes 2-pt shot from 1 ft
6:00.0,T. Parker makes 2-pt shot from 16 ft,2,13-18,,
5:41.0,,,13-18,,S. Napier misses 2-pt shot from 19 ft
5:40.0,,,13-18,,Offensive rebound by N. Vonleh
5:32.0,Violation by D. Dedmon (def goaltending),,13-18,,
5:32.0,,,13-20,2,M. Leonard makes 2-pt shot from 2 ft (assist by E. Turner)
5:32.0,San Antonio full timeout,,13-20,,
5:32.0,P. Gasol enters the game for D. Dedmon,,13-20,,
5:32.0,,,13-20,,J. Layman enters the game for E. Turner
5:32.0,,,13-20,,T. Quarterman enters the game for P. Connaughton
5:32.0,P. Mills enters the game for T. Parker,,13-20,,
5:18.0,K. Leonard makes 2-pt shot from 7 ft,2,15-20,,
5:18.0,Shooting foul by M. Leonard (drawn by K. Leonard),,15-20,,
5:18.0,K. Leonard makes free throw 1 of 1,1,16-20,,
5:18.0,M. Ginobili enters the game for D. Green,,15-20,,
5:02.0,,,16-20,,Shooting foul by P. Mills (drawn by S. Napier)
5:02.0,,,16-21,1,S. Napier makes free throw 1 of 2
5:02.0,,,16-22,1,S. Napier makes free throw 2 of 2
5:02.0,D. Lee enters the game for L. Aldridge,,16-21,,
5:02.0,,,16-21,,A. Aminu enters the game for M. Leonard
4:52.0,Turnover by M. Ginobili (bad pass),,16-22,,
4:29.0,,,16-22,,T. Quarterman misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by Team,,16-22,,
4:12.0,K. Leonard misses 2-pt shot from 1 ft,,16-22,,
4:12.0,Offensive rebound by Team,,16-22,,
4:09.0,M. Ginobili misses 2-pt shot from 10 ft,,16-22,,
4:08.0,Offensive rebound by D. Lee,,16-22,,
4:08.0,Shooting foul by A. Aminu (drawn by D. Lee),,16-22,,
4:08.0,D. Lee makes free throw 1 of 2,1,17-22,,
4:08.0,D. Lee misses free throw 2 of 2,,17-22,,
4:08.0,K. Anderson enters the game for K. Leonard,,17-22,,
4:06.0,Offensive rebound by P. Gasol,,17-22,,
4:05.0,P. Gasol misses 2-pt shot from 1 ft,,17-22,,
4:04.0,,,17-22,,Defensive rebound by N. Vonleh
3:47.0,,,17-22,,J. Layman misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by P. Gasol,,17-22,,
3:35.0,P. Gasol misses 2-pt shot from 23 ft,,17-22,,
3:34.0,Offensive rebound by K. Anderson,,17-22,,
3:34.0,K. Anderson makes 2-pt shot from 1 ft,2,19-22,,
3:12.0,,,19-22,,S. Napier misses 2-pt shot from 15 ft
3:11.0,Defensive rebound by P. Mills,,19-22,,
3:00.0,D. Lee makes 2-pt shot from 1 ft (assist by P. Gasol),2,21-22,,
3:00.0,,,21-22,,Portland full timeout
3:00.0,,,21-22,,M. Leonard enters the game for N. Vonleh
2:35.0,,,21-22,,J. Layman misses 2-pt shot from 23 ft
2:35.0,Defensive rebound by K. Anderson,,21-22,,
2:18.0,P. Gasol makes 2-pt shot from 14 ft (assist by P. Mills),2,23-22,,
1:54.0,,,23-25,3,A. Aminu makes 3-pt shot from 24 ft (assist by S. Napier)
1:38.0,,,23-25,,E. Turner enters the game for S. Napier
1:30.0,P. Gasol misses 2-pt shot from 6 ft,,23-25,,
1:29.0,,,23-25,,Defensive rebound by T. Quarterman
1:22.0,,,23-28,3,M. Leonard makes 3-pt shot from 24 ft (assist by E. Turner)
1:09.0,P. Gasol misses 2-pt shot from 2 ft,,23-28,,
1:08.0,Offensive rebound by D. Lee,,23-28,,
1:08.0,D. Lee misses 2-pt shot from 1 ft,,23-28,,
1:06.0,,,23-28,,Defensive rebound by M. Leonard
0:58.0,,,23-28,,E. Turner misses 2-pt shot from 2 ft
0:57.0,Defensive rebound by P. Gasol,,23-28,,
0:50.0,M. Ginobili makes 3-pt shot from 24 ft,3,26-28,,
0:34.0,,,26-31,3,M. Leonard makes 3-pt shot from 25 ft (assist by E. Turner)
0:31.0,,,26-31,,Personal foul by E. Turner (drawn by M. Ginobili)
0:25.0,Turnover by P. Mills (bad pass),,26-31,,
0:06.0,,,26-31,,M. Leonard misses 2-pt shot from 5 ft
0:05.0,Defensive rebound by P. Gasol,,26-31,,
0:01.0,P. Mills makes 2-pt shot from 1 ft (assist by M. Ginobili),2,28-31,,
0:00.0,,,28-31,,A. Aminu misses 3-pt shot from 51 ft
0:00.0,,,28-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by M. Ginobili (bad pass; steal by M. Leonard),,28-31,,
11:39.0,,,28-31,,Turnover by E. Turner (lost ball; steal by K. Anderson)
11:28.0,P. Gasol misses 2-pt shot from 3 ft,,28-31,,
11:27.0,,,28-31,,Defensive rebound by E. Turner
11:22.0,,,28-31,,P. Connaughton misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by P. Gasol,,28-31,,
11:14.0,P. Mills misses 2-pt shot from 20 ft,,28-31,,
11:13.0,,,28-31,,Defensive rebound by P. Connaughton
10:58.0,,,28-31,,J. Layman misses 2-pt shot from 2 ft
10:58.0,Defensive rebound by P. Gasol,,28-31,,
10:47.0,P. Gasol misses 2-pt shot from 22 ft,,28-31,,
10:47.0,Offensive rebound by D. Lee,,28-31,,
10:43.0,D. Lee misses 2-pt shot from 8 ft (block by A. Aminu),,28-31,,
10:43.0,D. Green enters the game for P. Mills,,28-31,,
10:43.0,L. Aldridge enters the game for P. Gasol,,28-31,,
10:43.0,T. Parker enters the game for M. Ginobili,,28-31,,
10:37.0,Jump ball: A. Aminu vs. D. Lee (E. Turner gains possession),,,,Jump ball: A. Aminu vs. D. Lee (E. Turner gains possession)
10:37.0,,,28-31,,Offensive rebound by Team
10:32.0,,,28-31,,E. Turner misses 2-pt shot from 2 ft
10:32.0,Defensive rebound by T. Parker,,28-31,,
10:22.0,D. Green misses 3-pt shot from 25 ft,,28-31,,
10:22.0,,,28-31,,Defensive rebound by M. Leonard
10:13.0,,,28-31,,J. Layman misses 2-pt shot from 10 ft
10:13.0,Defensive rebound by D. Green,,28-31,,
10:05.0,T. Parker misses 2-pt shot from 2 ft,,28-31,,
10:04.0,,,28-31,,Defensive rebound by E. Turner
9:47.0,,,28-31,,P. Connaughton misses 2-pt shot from 18 ft
9:45.0,Defensive rebound by D. Green,,28-31,,
9:43.0,Shooting foul by E. Turner (drawn by T. Parker),,28-31,,
9:43.0,T. Parker makes free throw 1 of 2,1,29-31,,
9:43.0,T. Parker makes free throw 2 of 2,1,30-31,,
9:43.0,D. Bertans enters the game for D. Lee,,29-31,,
9:25.0,,,30-31,,E. Turner misses 2-pt shot from 11 ft
9:24.0,Defensive rebound by L. Aldridge,,30-31,,
9:16.0,T. Parker misses 2-pt shot from 1 ft,,30-31,,
9:16.0,,,30-31,,Defensive rebound by A. Aminu
9:04.0,,,30-31,,J. Layman misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by L. Aldridge,,30-31,,
8:53.0,L. Aldridge misses 3-pt shot from 24 ft,,30-31,,
8:52.0,Offensive rebound by D. Bertans,,30-31,,
8:37.0,K. Anderson misses 3-pt shot from 23 ft,,30-31,,
8:36.0,,,30-31,,Defensive rebound by P. Connaughton
8:13.0,,,30-31,,J. Layman misses 2-pt shot from 18 ft
8:13.0,Defensive rebound by T. Parker,,30-31,,
7:56.0,Turnover by K. Anderson (back court),,30-31,,
7:56.0,Official timeout,,30-31,,
7:56.0,,,30-31,,S. Napier enters the game for J. Layman
7:56.0,K. Leonard enters the game for K. Anderson,,30-31,,
7:34.0,,,30-31,,E. Turner misses 2-pt shot from 20 ft
7:32.0,,,30-31,,Offensive rebound by S. Napier
7:14.0,,,30-31,,S. Napier misses 2-pt shot from 15 ft
7:13.0,Defensive rebound by D. Green,,30-31,,
7:03.0,K. Leonard misses 3-pt shot from 24 ft,,30-31,,
7:02.0,,,30-31,,Defensive rebound by M. Leonard
6:55.0,,,30-33,2,E. Turner makes 2-pt shot from 2 ft
6:55.0,,,30-33,,Shooting foul by D. Bertans (drawn by E. Turner)
6:55.0,,,30-34,1,E. Turner makes free throw 1 of 1
6:55.0,,,30-33,,N. Vonleh enters the game for M. Leonard
6:39.0,K. Leonard makes 2-pt shot from 19 ft (assist by D. Bertans),2,32-34,,
6:18.0,,,32-36,2,S. Napier makes 2-pt shot from 20 ft
6:00.0,K. Leonard misses 2-pt shot from 8 ft,,32-36,,
5:59.0,,,32-36,,Defensive rebound by N. Vonleh
5:44.0,,,32-38,2,N. Vonleh makes 2-pt shot from 4 ft (assist by S. Napier)
5:28.0,D. Bertans misses 3-pt shot from 26 ft,,32-38,,
5:26.0,,,32-38,,Defensive rebound by P. Connaughton
5:18.0,,,32-38,,A. Aminu misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by L. Aldridge,,32-38,,
5:08.0,Shooting foul by N. Vonleh (drawn by L. Aldridge),,32-38,,
5:08.0,,,32-38,,Portland full timeout
5:08.0,L. Aldridge makes free throw 1 of 2,1,33-38,,
5:08.0,L. Aldridge makes free throw 2 of 2,1,34-38,,
5:08.0,,,32-38,,T. Quarterman enters the game for E. Turner
4:49.0,,,34-40,2,N. Vonleh makes 2-pt shot from 20 ft (assist by S. Napier)
4:31.0,L. Aldridge makes 2-pt shot from 20 ft,2,36-40,,
4:09.0,,,36-42,2,S. Napier makes 2-pt shot from 2 ft
4:09.0,,,36-42,,Shooting foul by L. Aldridge (drawn by S. Napier)
4:09.0,,,36-43,1,S. Napier makes free throw 1 of 1
4:09.0,M. Ginobili enters the game for L. Aldridge,,36-42,,
4:09.0,P. Gasol enters the game for D. Green,,36-42,,
4:09.0,P. Mills enters the game for T. Parker,,36-42,,
3:56.0,Shooting foul by N. Vonleh (drawn by P. Gasol),,36-43,,
3:56.0,P. Gasol makes free throw 1 of 2,1,37-43,,
3:56.0,P. Gasol makes free throw 2 of 2,1,38-43,,
3:42.0,,,38-43,,S. Napier misses 2-pt shot from 23 ft
3:41.0,Defensive rebound by P. Gasol,,38-43,,
3:25.0,K. Leonard makes 2-pt shot from 2 ft,2,40-43,,
3:09.0,,,40-43,,T. Quarterman misses 3-pt shot from 23 ft
3:08.0,Defensive rebound by P. Gasol,,40-43,,
2:58.0,M. Ginobili misses 3-pt shot from 25 ft,,40-43,,
2:57.0,,,40-43,,Defensive rebound by T. Quarterman
2:47.0,,,40-43,,T. Quarterman misses 2-pt shot from 18 ft
2:46.0,,,40-43,,Offensive rebound by N. Vonleh
2:46.0,,,40-45,2,N. Vonleh makes 2-pt shot from 1 ft
2:29.0,Turnover by K. Leonard (bad pass),,40-45,,
2:29.0,San Antonio full timeout,,40-45,,
2:29.0,,,40-45,,J. Layman enters the game for P. Connaughton
2:29.0,K. Anderson enters the game for K. Leonard,,40-45,,
2:29.0,D. Lee enters the game for D. Bertans,,40-45,,
2:17.0,,,40-45,,J. Layman misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by P. Gasol,,40-45,,
2:03.0,Shooting foul by A. Aminu (drawn by D. Lee),,40-45,,
2:03.0,D. Lee misses free throw 1 of 2,,40-45,,
2:03.0,Offensive rebound by Team,,40-45,,
2:03.0,D. Lee misses free throw 2 of 2,,40-45,,
2:03.0,,,40-45,,E. Turner enters the game for T. Quarterman
2:02.0,,,40-45,,Defensive rebound by A. Aminu
1:40.0,,,40-45,,A. Aminu misses 2-pt shot from 6 ft
1:39.0,,,40-45,,Offensive rebound by J. Layman
1:39.0,,,40-45,,J. Layman misses 2-pt shot from 1 ft
1:38.0,Defensive rebound by Team,,40-45,,
1:15.0,Turnover by M. Ginobili (bad pass; steal by J. Layman),,40-45,,
1:12.0,,,40-47,2,J. Layman makes 2-pt shot at rim (assist by S. Napier)
0:58.0,Turnover by D. Lee (bad pass),,40-47,,
0:34.0,,,40-47,,J. Layman misses 2-pt shot from 2 ft (block by D. Lee)
0:34.0,,,40-47,,Offensive rebound by J. Layman
0:34.0,,,40-47,,J. Layman misses 2-pt shot from 2 ft (block by D. Lee)
0:34.0,,,40-47,,Offensive rebound by Team
0:34.0,,,40-47,,Turnover by E. Turner (bad pass)
0:28.0,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Anderson),3,43-47,,
0:18.0,,,43-47,,S. Napier misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by P. Gasol,,43-47,,
0:00.0,P. Mills misses 3-pt shot from 25 ft,,43-47,,
0:00.0,,,43-47,,Defensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:28.0,D. Dedmon misses 2-pt shot from 18 ft,,43-47,,
11:28.0,,,43-47,,Defensive rebound by S. Napier
11:28.0,,,43-49,2,S. Napier makes 2-pt shot from 20 ft
11:28.0,,,43-49,,Shooting foul by T. Parker (drawn by S. Napier)
11:28.0,,,43-50,1,S. Napier makes free throw 1 of 1
11:21.0,,,43-50,,Personal foul by S. Napier (drawn by T. Parker)
11:21.0,D. Lee enters the game for D. Dedmon,,43-50,,
11:09.0,K. Leonard makes 3-pt shot from 26 ft,3,46-50,,
10:45.0,,,46-52,2,E. Turner makes 2-pt shot from 10 ft
10:26.0,L. Aldridge makes 2-pt shot from 16 ft,2,48-52,,
10:08.0,,,48-52,,Shooting foul by T. Parker (drawn by S. Napier)
10:08.0,,,48-53,1,S. Napier makes free throw 1 of 2
10:08.0,,,48-53,,S. Napier misses free throw 2 of 2
10:07.0,Defensive rebound by L. Aldridge,,48-53,,
9:56.0,,,48-53,,Personal foul by S. Napier (drawn by T. Parker)
9:39.0,D. Green makes 3-pt shot from 25 ft,3,51-53,,
9:27.0,,,51-55,2,E. Turner makes 2-pt shot from 9 ft
9:16.0,T. Parker makes 2-pt shot from 19 ft,2,53-55,,
9:01.0,,,53-58,3,P. Connaughton makes 3-pt shot from 24 ft (assist by E. Turner)
8:45.0,T. Parker makes 2-pt shot from 19 ft (assist by D. Green),2,55-58,,
8:27.0,,,55-58,,E. Turner misses 2-pt shot from 4 ft
8:27.0,Defensive rebound by D. Lee,,55-58,,
8:13.0,L. Aldridge makes 2-pt shot from 9 ft (assist by D. Green),2,57-58,,
7:47.0,,,57-58,,S. Napier misses 2-pt shot from 7 ft
7:47.0,Defensive rebound by Team,,57-58,,
7:31.0,D. Green misses 3-pt shot from 25 ft,,57-58,,
7:30.0,,,57-58,,Defensive rebound by M. Leonard
7:22.0,,,57-60,2,P. Connaughton makes 2-pt shot at rim (assist by S. Napier)
7:22.0,San Antonio full timeout,,57-60,,
7:22.0,P. Gasol enters the game for L. Aldridge,,57-60,,
7:08.0,K. Leonard makes 2-pt shot from 15 ft,2,59-60,,
6:49.0,,,59-60,,N. Vonleh misses 2-pt shot from 2 ft (block by K. Leonard)
6:48.0,Defensive rebound by P. Gasol,,59-60,,
6:42.0,K. Leonard makes 2-pt shot from 13 ft,2,61-60,,
6:21.0,,,61-60,,Turnover by S. Napier (lost ball; steal by K. Leonard)
6:08.0,T. Parker makes 2-pt shot from 19 ft,2,63-60,,
5:51.0,,,63-60,,P. Connaughton misses 2-pt shot from 2 ft
5:50.0,,,63-60,,Offensive rebound by N. Vonleh
5:50.0,,,63-60,,N. Vonleh misses 2-pt shot from 2 ft
5:49.0,Defensive rebound by D. Lee,,63-60,,
5:34.0,K. Leonard makes 2-pt shot from 12 ft (assist by T. Parker),2,65-60,,
5:11.0,,,65-62,2,E. Turner makes 2-pt shot from 17 ft
5:10.0,San Antonio full timeout,,65-62,,
5:10.0,M. Ginobili enters the game for K. Leonard,,65-62,,
5:10.0,K. Anderson enters the game for D. Green,,65-62,,
5:10.0,P. Mills enters the game for T. Parker,,65-62,,
5:10.0,,,65-62,,J. Layman enters the game for P. Connaughton
5:10.0,,,65-62,,A. Aminu enters the game for N. Vonleh
4:59.0,M. Ginobili misses 2-pt shot from 2 ft,,65-62,,
4:59.0,,,65-62,,Defensive rebound by Team
4:42.0,,,65-64,2,E. Turner makes 2-pt shot from 14 ft
4:24.0,Turnover by P. Mills (bad pass; steal by A. Aminu),,65-64,,
4:19.0,,,65-64,,S. Napier misses 2-pt shot from 2 ft
4:19.0,Defensive rebound by K. Anderson,,65-64,,
4:13.0,,,65-64,,Personal foul by J. Layman (drawn by K. Anderson)
4:01.0,P. Gasol misses 2-pt shot from 4 ft,,65-64,,
4:00.0,,,65-64,,Defensive rebound by J. Layman
3:47.0,,,65-66,2,E. Turner makes 2-pt shot from 9 ft
3:23.0,K. Anderson misses 2-pt shot from 3 ft,,65-66,,
3:22.0,,,65-66,,Defensive rebound by J. Layman
3:16.0,,,65-66,,S. Napier misses 2-pt shot from 2 ft
3:15.0,Defensive rebound by D. Lee,,65-66,,
3:05.0,P. Gasol makes 3-pt shot from 23 ft (assist by D. Lee),3,68-66,,
2:42.0,,,68-66,,A. Aminu misses 3-pt shot from 24 ft
2:41.0,Defensive rebound by K. Anderson,,68-66,,
2:35.0,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Anderson),3,71-66,,
2:34.0,,,71-66,,Portland full timeout
2:34.0,D. Dedmon enters the game for D. Lee,,71-66,,
2:22.0,,,71-66,,J. Layman misses 3-pt shot from 25 ft
2:21.0,,,71-66,,Offensive rebound by S. Napier
2:18.0,,,71-66,,Shooting foul by D. Dedmon (drawn by A. Aminu)
2:18.0,,,71-67,1,A. Aminu makes free throw 1 of 2
2:18.0,,,71-68,1,A. Aminu makes free throw 2 of 2
2:18.0,,,71-67,,N. Vonleh enters the game for M. Leonard
2:18.0,,,71-67,,T. Quarterman enters the game for S. Napier
2:06.0,P. Mills makes 3-pt shot from 24 ft (assist by K. Anderson),3,74-68,,
1:53.0,,,74-68,,Turnover by E. Turner (bad pass)
1:37.0,Turnover by P. Mills (bad pass),,74-68,,
1:24.0,,,74-68,,E. Turner misses 3-pt shot from 24 ft
1:23.0,Defensive rebound by P. Gasol,,74-68,,
1:11.0,P. Gasol misses 2-pt shot from 7 ft (block by A. Aminu),,74-68,,
1:10.0,,,74-68,,Defensive rebound by A. Aminu
1:03.0,,,74-71,3,E. Turner makes 3-pt shot from 24 ft (assist by A. Aminu)
0:47.0,P. Mills misses 2-pt shot from 19 ft,,74-71,,
0:47.0,,,74-71,,Defensive rebound by Team
0:47.0,Loose ball foul by P. Gasol (drawn by A. Aminu),,74-71,,
0:30.0,,,74-71,,E. Turner misses 2-pt shot from 1 ft (block by P. Gasol)
0:28.0,Defensive rebound by P. Gasol,,74-71,,
0:09.0,M. Ginobili makes 2-pt shot from 14 ft,2,76-71,,
0:00.0,,,76-71,,E. Turner misses 2-pt shot from 16 ft
0:00.0,,,76-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:33.0,B. Forbes misses 2-pt shot from 5 ft,,76-71,,
11:31.0,,,76-71,,Defensive rebound by T. Quarterman
11:29.0,,,76-71,,A. Aminu misses 3-pt shot from 26 ft
11:29.0,Defensive rebound by Team,,76-71,,
11:14.0,Turnover by B. Forbes (bad pass; steal by A. Aminu),,76-71,,
11:04.0,,,76-73,2,T. Quarterman makes 2-pt shot from 9 ft
11:04.0,,,76-73,,Shooting foul by D. Dedmon (drawn by T. Quarterman)
11:04.0,,,76-73,,T. Quarterman misses free throw 1 of 1
11:03.0,Defensive rebound by D. Bertans,,76-73,,
10:40.0,D. Bertans makes 2-pt shot at rim (assist by J. Simmons),2,78-73,,
10:17.0,,,78-73,,J. Layman misses 2-pt shot from 1 ft (block by D. Bertans)
10:16.0,Defensive rebound by D. Dedmon,,78-73,,
10:00.0,K. Anderson misses 2-pt shot from 2 ft,,78-73,,
9:59.0,Offensive rebound by D. Dedmon,,78-73,,
9:56.0,B. Forbes misses 3-pt shot from 25 ft,,78-73,,
9:54.0,,,78-73,,Defensive rebound by T. Quarterman
9:43.0,,,78-73,,T. Quarterman misses 2-pt shot from 15 ft (block by D. Dedmon)
9:43.0,,,78-73,,Offensive rebound by N. Vonleh
9:43.0,Personal foul by D. Bertans (drawn by N. Vonleh),,78-73,,
9:43.0,D. Lee enters the game for K. Anderson,,78-73,,
9:34.0,,,78-73,,A. Aminu misses 2-pt shot from 2 ft
9:34.0,Defensive rebound by D. Dedmon,,78-73,,
9:17.0,J. Simmons misses 2-pt shot from 3 ft,,78-73,,
9:17.0,Offensive rebound by D. Dedmon,,78-73,,
9:14.0,D. Dedmon misses 2-pt shot from 2 ft,,78-73,,
9:13.0,,,78-73,,Defensive rebound by A. Aminu
9:07.0,,,78-73,,P. Connaughton misses 2-pt shot from 2 ft (block by D. Bertans)
9:06.0,Defensive rebound by B. Forbes,,78-73,,
8:57.0,Shooting foul by N. Vonleh (drawn by J. Simmons),,78-73,,
8:57.0,Official timeout,,78-73,,
8:57.0,J. Simmons makes free throw 1 of 2,1,79-73,,
8:57.0,J. Simmons misses free throw 2 of 2,,79-73,,
8:57.0,Offensive rebound by Team,,79-73,,
8:57.0,,,79-73,,Loose ball foul by M. Leonard (drawn by D. Dedmon)
8:57.0,,,78-73,,M. Leonard enters the game for T. Quarterman
8:57.0,,,78-73,,S. Napier enters the game for A. Aminu
8:50.0,B. Forbes misses 3-pt shot from 23 ft,,79-73,,
8:50.0,,,79-73,,Defensive rebound by P. Connaughton
8:34.0,,,79-76,3,P. Connaughton makes 3-pt shot from 24 ft (assist by J. Layman)
8:19.0,D. Bertans misses 3-pt shot from 25 ft,,79-76,,
8:17.0,Offensive rebound by D. Lee,,79-76,,
8:16.0,D. Lee makes 2-pt shot from 2 ft,2,81-76,,
8:03.0,Personal foul by D. Bertans (drawn by J. Layman),,81-76,,
7:58.0,,,81-76,,S. Napier misses 3-pt shot from 25 ft
7:58.0,Jump ball: D. Dedmon vs. N. Vonleh (B. Forbes gains possession),,,,Jump ball: D. Dedmon vs. N. Vonleh (B. Forbes gains possession)
7:58.0,Defensive rebound by Team,,81-76,,
7:44.0,Offensive foul by D. Dedmon,,81-76,,
7:44.0,Turnover by D. Dedmon (offensive foul),,81-76,,
7:34.0,Personal foul by D. Dedmon (drawn by J. Layman),,81-76,,
7:26.0,,,81-79,3,S. Napier makes 3-pt shot from 25 ft (assist by P. Connaughton)
7:02.0,D. Dedmon misses 2-pt shot at rim,,81-79,,
7:01.0,Offensive rebound by D. Dedmon,,81-79,,
6:58.0,Turnover by D. Lee (lost ball; steal by P. Connaughton),,81-79,,
6:42.0,Personal foul by J. Simmons (drawn by S. Napier),,81-79,,
6:42.0,,,81-80,1,S. Napier makes free throw 1 of 2
6:42.0,San Antonio full timeout,,81-80,,
6:42.0,,,81-81,1,S. Napier makes free throw 2 of 2
6:30.0,D. Bertans misses 3-pt shot from 26 ft,,81-81,,
6:29.0,,,81-81,,Defensive rebound by S. Napier
6:12.0,,,81-81,,Offensive charge foul by P. Connaughton
6:12.0,,,81-81,,Turnover by P. Connaughton (offensive foul)
6:12.0,K. Anderson enters the game for D. Bertans,,81-81,,
5:47.0,K. Anderson misses 2-pt shot from 19 ft,,81-81,,
5:47.0,Offensive rebound by D. Lee,,81-81,,
5:45.0,D. Lee misses 2-pt shot at rim (block by J. Layman),,81-81,,
5:43.0,,,81-81,,Defensive rebound by S. Napier
5:39.0,,,81-83,2,S. Napier makes 2-pt shot from 1 ft
5:26.0,J. Simmons misses 2-pt shot from 19 ft,,81-83,,
5:25.0,,,81-83,,Defensive rebound by N. Vonleh
5:07.0,,,81-83,,Turnover by S. Napier (traveling)
4:50.0,J. Simmons makes 2-pt shot from 2 ft,2,83-83,,
4:36.0,,,83-83,,S. Napier misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by D. Dedmon,,83-83,,
4:26.0,,,83-83,,Shooting block foul by M. Leonard (drawn by D. Lee)
4:26.0,D. Lee makes free throw 1 of 2,1,84-83,,
4:26.0,D. Lee makes free throw 2 of 2,1,85-83,,
4:09.0,,,85-83,,Turnover by J. Layman (lost ball; steal by K. Anderson)
4:05.0,D. Lee misses 2-pt shot at rim,,85-83,,
4:04.0,,,85-83,,Defensive rebound by N. Vonleh
3:50.0,,,85-85,2,S. Napier makes 2-pt shot from 19 ft
3:49.0,San Antonio full timeout,,85-85,,
3:33.0,Offensive foul by B. Forbes,,85-85,,
3:33.0,Turnover by B. Forbes (offensive foul),,85-85,,
3:13.0,,,85-85,,M. Leonard misses 2-pt shot from 5 ft
3:13.0,Defensive rebound by Team,,85-85,,
2:50.0,D. Dedmon makes 2-pt shot from 3 ft,2,87-85,,
2:35.0,,,87-88,3,S. Napier makes 3-pt shot from 25 ft
2:17.0,B. Forbes makes 3-pt shot from 23 ft,3,90-88,,
2:16.0,,,90-88,,Portland full timeout
2:00.0,,,90-88,,Turnover by S. Napier (lost ball; steal by K. Anderson)
1:56.0,J. Simmons makes 2-pt shot from 1 ft (assist by B. Forbes),2,92-88,,
1:44.0,,,92-88,,Shooting foul by B. Forbes (drawn by S. Napier)
1:44.0,,,92-89,1,S. Napier makes free throw 1 of 3
1:44.0,,,92-90,1,S. Napier makes free throw 2 of 3
1:44.0,,,92-91,1,S. Napier makes free throw 3 of 3
1:32.0,J. Simmons makes 2-pt shot at rim (assist by B. Forbes),2,94-91,,
