time,Minnesota,pts.away,score,pts.home,New Orleans
3:04.0,G. Dieng makes 2-pt shot from 2 ft (assist by R. Rubio),2,28-21,,
3:04.0,G. Dieng makes free throw 1 of 1,1,29-21,,
3:04.0,C. Aldrich enters the game for K. Towns,,28-21,,
3:04.0,,,28-21,,E. Moore enters the game for T. Frazier
3:04.0,,,28-21,,D. Cunningham enters the game for D. Cousins
2:54.0,,,29-23,2,A. Davis makes 2-pt shot at rim (assist by E. Moore)
2:34.0,Turnover by A. Wiggins (lost ball; steal by S. Hill),,29-23,,
2:31.0,Personal foul by A. Wiggins (drawn by S. Hill),,29-23,,
2:31.0,Minnesota full timeout,,29-23,,
2:24.0,,,29-23,,E. Moore misses 2-pt shot from 23 ft
2:21.0,Defensive rebound by C. Aldrich,,29-23,,
2:07.0,A. Wiggins misses 2-pt shot from 20 ft,,29-23,,
2:06.0,,,29-23,,Defensive rebound by A. Davis
1:57.0,,,29-23,,D. Cunningham misses 2-pt shot from 2 ft (block by C. Aldrich)
1:56.0,Defensive rebound by R. Rubio,,29-23,,
1:46.0,,,29-23,,Personal foul by E. Moore (drawn by A. Wiggins)
1:46.0,S. Muhammad enters the game for B. Rush,,29-23,,
1:37.0,A. Wiggins makes 2-pt shot from 18 ft (assist by R. Rubio),2,31-23,,
1:27.0,,,31-25,2,E. Moore makes 2-pt shot from 1 ft (assist by S. Hill)
1:08.0,Turnover by A. Wiggins (lost ball; steal by S. Hill),,31-25,,
1:02.0,,,31-25,,E. Moore misses 3-pt shot from 23 ft
1:01.0,,,31-25,,Offensive rebound by Team
1:01.0,,,31-25,,J. Crawford enters the game for J. Holiday
1:01.0,,,31-25,,D. Cousins enters the game for A. Davis
1:01.0,K. Dunn enters the game for R. Rubio,,31-25,,
0:50.0,,,31-25,,D. Cousins misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by G. Dieng,,31-25,,
0:36.0,S. Muhammad makes 2-pt shot from 3 ft (assist by A. Wiggins),2,33-25,,
0:24.0,,,33-28,3,D. Cunningham makes 3-pt shot from 24 ft (assist by D. Cousins)
0:02.0,Shooting foul by D. Cousins (drawn by A. Wiggins),,33-28,,
0:02.0,A. Wiggins misses free throw 1 of 2,,33-28,,
0:02.0,Offensive rebound by Team,,33-28,,
0:02.0,A. Wiggins makes free throw 2 of 2,1,34-28,,
0:00.0,,,34-28,,J. Crawford misses 3-pt shot from 43 ft
0:00.0,,,34-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,34-30,2,E. Moore makes 2-pt shot from 3 ft
11:46.0,,,34-30,,Shooting foul by T. Jones (drawn by E. Moore)
11:46.0,,,34-31,1,E. Moore makes free throw 1 of 1
11:46.0,,,34-30,,T. Frazier enters the game for S. Hill
11:34.0,K. Towns makes 2-pt shot from 13 ft (assist by T. Jones),2,36-31,,
11:17.0,,,36-31,,Shooting foul by K. Dunn (drawn by D. Motiejunas)
11:17.0,,,36-31,,D. Motiejunas misses free throw 1 of 2
11:17.0,,,36-31,,Offensive rebound by Team
11:17.0,,,36-31,,D. Motiejunas misses free throw 2 of 2
11:17.0,Defensive rebound by B. Rush,,36-31,,
10:51.0,S. Muhammad misses 2-pt shot from 8 ft,,36-31,,
10:51.0,Offensive rebound by K. Towns,,36-31,,
10:38.0,Turnover by K. Dunn (step out of bounds),,36-31,,
10:23.0,,,36-33,2,D. Motiejunas makes 2-pt shot from 8 ft (assist by T. Frazier)
10:09.0,K. Towns misses 2-pt shot from 1 ft,,36-33,,
10:08.0,Offensive rebound by S. Muhammad,,36-33,,
10:07.0,S. Muhammad makes 2-pt shot from 2 ft,2,38-33,,
9:49.0,,,38-35,2,D. Motiejunas makes 2-pt shot from 5 ft (assist by T. Frazier)
9:27.0,K. Dunn misses 2-pt shot from 14 ft,,38-35,,
9:25.0,,,38-35,,Defensive rebound by T. Frazier
9:17.0,,,38-35,,J. Crawford misses 2-pt shot from 10 ft (block by K. Dunn)
9:16.0,,,38-35,,Offensive rebound by Team
9:04.0,,,38-35,,D. Motiejunas misses 2-pt shot from 6 ft
9:02.0,Defensive rebound by B. Rush,,38-35,,
8:54.0,Shooting foul by T. Frazier (drawn by S. Muhammad),,38-35,,
8:54.0,Official timeout,,38-35,,
8:54.0,S. Muhammad makes free throw 1 of 2,1,39-35,,
8:54.0,S. Muhammad makes free throw 2 of 2,1,40-35,,
8:42.0,,,40-35,,Turnover by J. Crawford (lost ball)
8:27.0,K. Towns misses 2-pt shot from 1 ft (block by D. Motiejunas),,40-35,,
8:26.0,,,40-35,,Defensive rebound by J. Crawford
8:21.0,,,40-37,2,J. Crawford makes 2-pt shot from 10 ft
7:55.0,K. Towns makes 2-pt shot at rim (assist by S. Muhammad),2,42-37,,
7:40.0,,,42-37,,T. Frazier misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by K. Dunn,,42-37,,
7:26.0,,,42-37,,Violation by D. Motiejunas (kicked ball)
7:25.0,,,42-37,,A. Davis enters the game for D. Motiejunas
7:25.0,,,42-37,,J. Holiday enters the game for T. Frazier
7:20.0,K. Towns makes 2-pt shot from 16 ft (assist by T. Jones),2,44-37,,
7:03.0,,,44-37,,Offensive charge foul by J. Crawford
7:03.0,,,44-37,,Turnover by J. Crawford (offensive foul)
7:03.0,R. Rubio enters the game for T. Jones,,44-37,,
7:03.0,A. Wiggins enters the game for K. Dunn,,44-37,,
6:48.0,S. Muhammad makes 2-pt shot at rim (assist by K. Towns),2,46-37,,
6:29.0,,,46-37,,Turnover by A. Davis (bad pass; steal by K. Towns)
6:08.0,S. Muhammad misses 3-pt shot from 25 ft,,46-37,,
6:07.0,,,46-37,,Defensive rebound by J. Holiday
5:51.0,,,46-37,,J. Crawford misses 3-pt shot from 28 ft
5:50.0,Defensive rebound by K. Towns,,46-37,,
5:26.0,S. Muhammad makes 2-pt shot from 4 ft (assist by R. Rubio),2,48-37,,
5:24.0,,,48-37,,New Orleans full timeout
5:24.0,G. Dieng enters the game for S. Muhammad,,48-37,,
5:13.0,,,48-37,,J. Holiday misses 2-pt shot from 17 ft
5:12.0,,,48-37,,Offensive rebound by A. Davis
5:12.0,Loose ball foul by G. Dieng (drawn by A. Davis),,48-37,,
5:05.0,,,48-37,,J. Holiday misses 2-pt shot from 1 ft
5:04.0,Defensive rebound by G. Dieng,,48-37,,
4:51.0,A. Wiggins misses 2-pt shot from 2 ft,,48-37,,
4:50.0,Offensive rebound by A. Wiggins,,48-37,,
4:49.0,A. Wiggins makes 2-pt shot from 2 ft,2,50-37,,
4:32.0,,,50-40,3,J. Crawford makes 3-pt shot from 25 ft (assist by J. Holiday)
4:15.0,Shooting foul by J. Holiday (drawn by G. Dieng),,50-40,,
4:15.0,G. Dieng makes free throw 1 of 2,1,51-40,,
4:15.0,G. Dieng makes free throw 2 of 2,1,52-40,,
4:15.0,,,51-40,,S. Hill enters the game for D. Cunningham
4:15.0,,,51-40,,D. Cousins enters the game for J. Crawford
3:49.0,,,52-40,,J. Holiday misses 2-pt shot from 20 ft
3:49.0,,,52-40,,Offensive rebound by A. Davis
3:49.0,,,52-40,,Turnover by A. Davis (offensive goaltending)
3:35.0,A. Wiggins misses 2-pt shot from 15 ft,,52-40,,
3:34.0,,,52-40,,Defensive rebound by A. Davis
3:14.0,,,52-40,,Turnover by D. Cousins (lost ball; steal by G. Dieng)
3:07.0,Turnover by A. Wiggins (bad pass),,52-40,,
2:55.0,,,52-40,,A. Davis misses 2-pt shot from 21 ft
2:54.0,,,52-40,,Offensive rebound by Team
2:54.0,Loose ball foul by R. Rubio (drawn by D. Cousins),,52-40,,
2:54.0,Minnesota full timeout,,52-40,,
2:54.0,,,52-40,,J. Crawford enters the game for E. Moore
2:46.0,,,52-40,,Turnover by J. Holiday (step out of bounds)
2:34.0,Turnover by G. Dieng (lost ball; steal by D. Cousins),,52-40,,
2:29.0,,,52-42,2,J. Crawford makes 2-pt shot at rim
2:07.0,K. Towns misses 2-pt shot from 10 ft,,52-42,,
2:06.0,,,52-42,,Defensive rebound by J. Holiday
1:56.0,,,52-42,,Turnover by J. Holiday (bad pass; steal by A. Wiggins)
1:37.0,B. Rush misses 3-pt shot from 23 ft,,52-42,,
1:37.0,,,52-42,,Defensive rebound by D. Cousins
1:29.0,,,52-42,,J. Holiday misses 2-pt shot from 2 ft
1:28.0,,,52-42,,Offensive rebound by A. Davis
1:26.0,,,52-42,,Turnover by A. Davis (bad pass; steal by A. Wiggins)
1:21.0,A. Wiggins makes 2-pt shot from 2 ft,2,54-42,,
1:12.0,,,54-45,3,J. Holiday makes 3-pt shot from 25 ft (assist by S. Hill)
0:57.0,Turnover by R. Rubio (bad pass; steal by S. Hill),,54-45,,
0:54.0,,,54-45,,Shooting foul by A. Wiggins (drawn by S. Hill)
0:54.0,,,54-45,,S. Hill misses free throw 1 of 2
0:54.0,,,54-45,,Offensive rebound by Team
0:54.0,,,54-46,1,S. Hill makes free throw 2 of 2
0:54.0,,,54-45,,D. Cunningham enters the game for D. Cousins
0:42.0,K. Towns misses 2-pt shot from 5 ft,,54-46,,
0:40.0,,,54-46,,Defensive rebound by A. Davis
0:25.0,,,54-48,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
0:00.0,R. Rubio misses 2-pt shot from 4 ft,,54-48,,
0:00.0,Offensive rebound by Team,,54-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,54-50,2,J. Holiday makes 2-pt shot from 4 ft
11:22.0,Turnover by A. Wiggins (lost ball; steal by D. Cousins),,54-50,,
11:12.0,,,54-50,,A. Davis misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by G. Dieng,,54-50,,
11:03.0,,,54-50,,Violation by T. Frazier (kicked ball)
10:59.0,R. Rubio makes 2-pt shot from 18 ft,2,56-50,,
10:47.0,,,56-52,2,D. Cousins makes 2-pt shot from 22 ft (assist by J. Holiday)
10:23.0,A. Wiggins misses 3-pt shot from 28 ft,,56-52,,
10:22.0,,,56-52,,Defensive rebound by D. Cousins
10:14.0,,,56-52,,D. Cousins misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by R. Rubio,,56-52,,
10:06.0,,,56-52,,Personal foul by A. Davis (drawn by R. Rubio)
10:02.0,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio),3,59-52,,
9:40.0,,,59-55,3,J. Holiday makes 3-pt shot from 24 ft (assist by T. Frazier)
9:22.0,R. Rubio misses 3-pt shot from 28 ft,,59-55,,
9:21.0,,,59-55,,Defensive rebound by A. Davis
9:09.0,,,59-55,,S. Hill misses 3-pt shot from 26 ft
9:08.0,Defensive rebound by K. Towns,,59-55,,
8:57.0,K. Towns makes 2-pt shot from 6 ft (assist by R. Rubio),2,61-55,,
8:47.0,,,61-55,,Turnover by S. Hill (bad pass; steal by G. Dieng)
8:41.0,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio),2,63-55,,
8:28.0,,,63-57,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Frazier)
8:10.0,K. Towns misses 3-pt shot from 23 ft,,63-57,,
8:09.0,,,63-57,,Defensive rebound by D. Cousins
8:01.0,,,63-60,3,S. Hill makes 3-pt shot from 24 ft (assist by A. Davis)
8:00.0,Minnesota full timeout,,63-60,,
7:42.0,Turnover by A. Wiggins (lost ball),,63-60,,
7:23.0,,,63-63,3,J. Holiday makes 3-pt shot from 25 ft (assist by S. Hill)
7:05.0,A. Wiggins misses 2-pt shot from 18 ft,,63-63,,
7:04.0,Offensive rebound by G. Dieng,,63-63,,
7:00.0,R. Rubio makes 3-pt shot from 28 ft (assist by G. Dieng),3,66-63,,
6:35.0,,,66-65,2,D. Cousins makes 2-pt shot from 13 ft
6:12.0,Turnover by R. Rubio (bad pass),,66-65,,
6:02.0,,,66-67,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
5:46.0,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio),3,69-67,,
5:26.0,,,69-67,,Shooting foul by B. Rush (drawn by S. Hill)
5:26.0,,,69-68,1,S. Hill makes free throw 1 of 2
5:26.0,,,69-69,1,S. Hill makes free throw 2 of 2
5:26.0,,,69-68,,E. Moore enters the game for T. Frazier
5:14.0,K. Towns misses 3-pt shot from 25 ft,,69-69,,
5:13.0,,,69-69,,Defensive rebound by D. Cousins
5:09.0,,,69-71,2,A. Davis makes 2-pt shot from 2 ft (assist by E. Moore)
5:09.0,,,69-71,,Shooting foul by K. Towns (drawn by A. Davis)
5:09.0,,,69-72,1,A. Davis makes free throw 1 of 1
4:55.0,A. Wiggins misses 2-pt shot from 2 ft,,69-72,,
4:54.0,,,69-72,,Defensive rebound by S. Hill
4:47.0,,,69-74,2,A. Davis makes 2-pt shot from 2 ft (assist by S. Hill)
4:47.0,Technical foul by Team,,69-74,,
4:47.0,,,69-75,1,A. Davis makes technical free throw
4:36.0,B. Rush misses 2-pt shot from 21 ft,,69-75,,
4:34.0,,,69-75,,Defensive rebound by J. Holiday
4:23.0,,,69-75,,D. Cousins misses 2-pt shot from 2 ft (block by G. Dieng)
4:22.0,Defensive rebound by G. Dieng,,69-75,,
4:04.0,R. Rubio misses 3-pt shot from 24 ft,,69-75,,
4:03.0,Offensive rebound by G. Dieng,,69-75,,
4:03.0,,,69-75,,Loose ball foul by D. Cousins (drawn by G. Dieng)
4:03.0,,,69-75,,D. Cunningham enters the game for D. Cousins
3:58.0,Shooting foul by S. Hill (drawn by A. Wiggins),,69-75,,
3:58.0,A. Wiggins misses free throw 1 of 2,,69-75,,
3:58.0,Offensive rebound by Team,,69-75,,
3:58.0,A. Wiggins makes free throw 2 of 2,1,70-75,,
3:58.0,C. Aldrich enters the game for K. Towns,,69-75,,
3:43.0,,,70-77,2,S. Hill makes 2-pt shot from 2 ft
3:18.0,A. Wiggins makes 2-pt shot from 21 ft,2,72-77,,
3:08.0,,,72-77,,Shooting foul by A. Wiggins (drawn by A. Davis)
3:08.0,,,72-78,1,A. Davis makes free throw 1 of 2
3:08.0,,,72-79,1,A. Davis makes free throw 2 of 2
3:08.0,S. Muhammad enters the game for B. Rush,,72-78,,
2:59.0,S. Muhammad makes 3-pt shot from 24 ft (assist by A. Wiggins),3,75-79,,
2:48.0,,,75-81,2,E. Moore makes 2-pt shot from 7 ft (assist by J. Holiday)
2:31.0,C. Aldrich makes 2-pt shot from 3 ft (assist by R. Rubio),2,77-81,,
2:23.0,,,77-81,,E. Moore misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by C. Aldrich,,77-81,,
2:12.0,,,77-81,,Personal foul by D. Cunningham (drawn by R. Rubio)
2:12.0,,,77-81,,New Orleans full timeout
2:12.0,,,77-81,,D. Cousins enters the game for A. Davis
2:12.0,,,77-81,,J. Crawford enters the game for J. Holiday
2:10.0,A. Wiggins misses 2-pt shot at rim,,77-81,,
2:08.0,,,77-81,,Defensive rebound by D. Cunningham
1:50.0,,,77-81,,Turnover by D. Cousins (lost ball; steal by R. Rubio)
1:44.0,C. Aldrich makes 2-pt shot from 3 ft (assist by R. Rubio),2,79-81,,
1:25.0,,,79-81,,Turnover by D. Cousins (bad pass; steal by C. Aldrich)
1:10.0,R. Rubio misses 2-pt shot from 14 ft,,79-81,,
1:09.0,,,79-81,,Defensive rebound by D. Cunningham
1:01.0,,,79-83,2,J. Crawford makes 2-pt shot from 14 ft
0:48.0,G. Dieng misses 2-pt shot from 5 ft,,79-83,,
0:47.0,Offensive rebound by S. Muhammad,,79-83,,
0:44.0,Shooting foul by D. Cousins (drawn by S. Muhammad),,79-83,,
0:44.0,S. Muhammad makes free throw 1 of 2,1,80-83,,
0:44.0,S. Muhammad misses free throw 2 of 2,,80-83,,
0:43.0,,,80-83,,Defensive rebound by S. Hill
0:38.0,,,80-85,2,J. Crawford makes 2-pt shot from 17 ft
0:32.0,A. Wiggins makes 2-pt shot from 1 ft,2,82-85,,
0:19.0,,,82-88,3,D. Cousins makes 3-pt shot from 25 ft (assist by E. Moore)
0:03.0,A. Wiggins makes 2-pt shot from 21 ft,2,84-88,,
0:00.0,,,84-88,,S. Hill misses 3-pt shot from 33 ft
0:00.0,,,84-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,K. Towns makes 2-pt shot from 2 ft (assist by T. Jones),2,86-88,,
11:34.0,Personal foul by K. Dunn (drawn by J. Crawford),,86-88,,
11:23.0,,,86-88,,E. Moore misses 2-pt shot from 5 ft
11:21.0,Defensive rebound by T. Jones,,86-88,,
11:15.0,T. Jones misses 2-pt shot from 4 ft,,86-88,,
11:13.0,,,86-88,,Defensive rebound by J. Crawford
11:05.0,,,86-91,3,J. Crawford makes 3-pt shot from 28 ft (assist by T. Frazier)
10:46.0,K. Towns misses 3-pt shot from 25 ft,,86-91,,
10:45.0,,,86-91,,Defensive rebound by D. Cousins
10:38.0,,,86-94,3,J. Crawford makes 3-pt shot from 25 ft (assist by T. Frazier)
10:36.0,Minnesota full timeout,,86-94,,
10:27.0,K. Towns makes 2-pt shot from 20 ft (assist by T. Jones),2,88-94,,
10:07.0,,,88-96,2,J. Crawford makes 2-pt shot from 13 ft
9:46.0,K. Towns misses 2-pt shot from 2 ft,,88-96,,
9:45.0,,,88-96,,Defensive rebound by D. Cousins
9:42.0,,,88-96,,Turnover by E. Moore (lost ball; steal by S. Muhammad)
9:39.0,K. Towns misses 2-pt shot from 6 ft,,88-96,,
9:38.0,,,88-96,,Defensive rebound by E. Moore
9:33.0,,,88-96,,J. Crawford misses 3-pt shot from 27 ft
9:31.0,Defensive rebound by K. Towns,,88-96,,
9:30.0,Turnover by K. Towns (lost ball; steal by D. Cunningham),,88-96,,
9:29.0,,,88-96,,D. Cunningham misses 2-pt shot from 1 ft (block by K. Dunn)
9:28.0,,,88-96,,Offensive rebound by D. Cunningham
9:26.0,,,88-96,,Turnover by D. Cunningham (bad pass; steal by T. Jones)
9:23.0,S. Muhammad misses 2-pt shot from 3 ft,,88-96,,
9:22.0,Offensive rebound by T. Jones,,88-96,,
9:22.0,Turnover by S. Muhammad (traveling),,88-96,,
9:01.0,,,88-98,2,D. Cousins makes 2-pt shot from 2 ft
8:54.0,B. Rush makes 3-pt shot from 26 ft (assist by T. Jones),3,91-98,,
8:32.0,,,91-98,,Turnover by D. Cousins (lost ball; steal by K. Dunn)
8:29.0,S. Muhammad makes 2-pt shot from 1 ft,2,93-98,,
8:29.0,,,93-98,,New Orleans full timeout
8:29.0,,,93-98,,J. Holiday enters the game for T. Frazier
8:29.0,,,93-98,,A. Davis enters the game for D. Cunningham
8:27.0,G. Dieng enters the game for B. Rush,,93-98,,
8:16.0,,,93-100,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
8:02.0,S. Muhammad misses 2-pt shot from 7 ft,,93-100,,
8:01.0,,,93-100,,Defensive rebound by D. Cousins
7:49.0,,,93-100,,D. Cousins misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by T. Jones,,93-100,,
7:37.0,S. Muhammad makes 2-pt shot from 3 ft,2,95-100,,
7:20.0,,,95-100,,A. Davis misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by S. Muhammad,,95-100,,
7:07.0,K. Dunn makes 2-pt shot from 10 ft,2,97-100,,
6:54.0,,,97-102,2,J. Holiday makes 2-pt shot from 6 ft
6:32.0,K. Towns makes 2-pt shot at rim (assist by T. Jones),2,99-102,,
6:12.0,,,99-104,2,J. Holiday makes 2-pt shot from 16 ft
6:09.0,Minnesota full timeout,,99-104,,
6:09.0,,,99-104,,S. Hill enters the game for J. Crawford
6:09.0,R. Rubio enters the game for K. Dunn,,99-104,,
6:09.0,A. Wiggins enters the game for T. Jones,,99-104,,
5:59.0,Turnover by G. Dieng (offensive goaltending),,99-104,,
5:50.0,,,99-104,,J. Holiday misses 3-pt shot from 25 ft
5:49.0,,,99-104,,Offensive rebound by D. Cousins
5:46.0,,,99-104,,D. Cousins misses 2-pt shot from 2 ft
5:46.0,Defensive rebound by S. Muhammad,,99-104,,
5:22.0,K. Towns misses 2-pt shot from 19 ft,,99-104,,
5:21.0,,,99-104,,Defensive rebound by D. Cousins
5:14.0,,,99-107,3,S. Hill makes 3-pt shot from 26 ft (assist by J. Holiday)
4:55.0,K. Towns misses 3-pt shot from 23 ft,,99-107,,
4:53.0,,,99-107,,Defensive rebound by S. Hill
4:41.0,,,99-107,,D. Cousins misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by S. Muhammad,,99-107,,
4:32.0,Turnover by K. Towns (lost ball; steal by J. Holiday),,99-107,,
4:22.0,Personal foul by R. Rubio (drawn by A. Davis),,99-107,,
4:22.0,,,99-107,,D. Cunningham enters the game for D. Cousins
4:14.0,,,99-107,,J. Holiday misses 2-pt shot from 22 ft
4:14.0,,,99-107,,Offensive rebound by A. Davis
4:13.0,Violation by G. Dieng (def goaltending),,99-107,,
4:13.0,,,99-109,2,A. Davis makes 2-pt shot from 2 ft
3:57.0,Turnover by K. Towns (lost ball),,99-109,,
3:57.0,B. Rush enters the game for G. Dieng,,99-109,,
3:38.0,,,99-112,3,E. Moore makes 3-pt shot from 24 ft (assist by A. Davis)
3:18.0,K. Towns misses 2-pt shot from 2 ft,,99-112,,
3:18.0,,,99-112,,Defensive rebound by A. Davis
3:14.0,,,99-114,2,E. Moore makes 2-pt shot from 2 ft (assist by A. Davis)
3:12.0,Minnesota full timeout,,99-114,,
3:01.0,S. Muhammad misses 3-pt shot from 23 ft,,99-114,,
3:00.0,Offensive rebound by K. Towns,,99-114,,
2:57.0,K. Towns makes 2-pt shot at rim,2,101-114,,
2:42.0,,,101-116,2,A. Davis makes 2-pt shot from 8 ft
2:27.0,,,101-116,,Shooting block foul by D. Cunningham (drawn by K. Towns)
2:27.0,K. Towns misses free throw 1 of 2,,101-116,,
2:27.0,Offensive rebound by Team,,101-116,,
2:27.0,K. Towns makes free throw 2 of 2,1,102-116,,
2:07.0,,,102-116,,E. Moore misses 2-pt shot from 3 ft
2:06.0,,,102-116,,Offensive rebound by E. Moore
1:54.0,,,102-118,2,A. Davis makes 2-pt shot from 13 ft
1:43.0,A. Wiggins misses 3-pt shot from 28 ft,,102-118,,
1:42.0,,,102-118,,Defensive rebound by S. Hill
1:31.0,,,102-118,,J. Holiday misses 2-pt shot from 8 ft
1:30.0,,,102-118,,Offensive rebound by E. Moore
1:29.0,,,102-120,2,E. Moore makes 2-pt shot from 3 ft
1:29.0,Minnesota full timeout,,102-120,,
1:29.0,G. Dieng enters the game for K. Towns,,102-120,,
1:29.0,,,102-120,,C. Diallo enters the game for A. Davis
1:29.0,,,102-120,,J. Crawford enters the game for J. Holiday
1:29.0,,,102-120,,D. Motiejunas enters the game for E. Moore
1:29.0,,,102-120,,Q. Cook enters the game for D. Cunningham
1:24.0,A. Wiggins makes 2-pt shot from 6 ft,2,104-120,,
1:24.0,Shooting foul by D. Motiejunas (drawn by A. Wiggins),,104-120,,
1:24.0,A. Wiggins makes free throw 1 of 1,1,105-120,,
1:24.0,K. Dunn enters the game for R. Rubio,,104-120,,
