time,Milwaukee,pts.away,score,pts.home,Orlando
2:52.0,Turnover by J. Parker (bad pass; steal by E. Payton),,23-18,,
2:47.0,,,23-20,2,J. Green makes 2-pt shot from 3 ft (assist by D. Augustin)
2:47.0,Milwaukee full timeout,,23-20,,
2:47.0,G. Antetokounmpo enters the game for J. Parker,,23-20,,
2:47.0,,,23-20,,B. Biyombo enters the game for N. Vucevic
2:33.0,M. Dellavedova misses 2-pt shot from 19 ft,,23-20,,
2:32.0,Offensive rebound by Team,,23-20,,
2:32.0,,,23-20,,Loose ball foul by E. Payton (drawn by G. Antetokounmpo)
2:25.0,M. Beasley misses 2-pt shot from 7 ft,,23-20,,
2:22.0,,,23-20,,Defensive rebound by M. Hezonja
2:06.0,,,23-20,,Turnover by E. Payton (bad pass; steal by G. Monroe)
1:53.0,G. Monroe misses 2-pt shot from 7 ft,,23-20,,
1:52.0,,,23-20,,Defensive rebound by J. Green
1:38.0,,,23-23,3,E. Payton makes 3-pt shot from 25 ft (assist by J. Green)
1:17.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,23-23,,
1:16.0,,,23-23,,Defensive rebound by E. Payton
1:11.0,,,23-25,2,J. Green makes 2-pt shot from 2 ft (assist by E. Payton)
0:53.0,M. Beasley misses 2-pt shot from 15 ft,,23-25,,
0:52.0,,,23-25,,Defensive rebound by E. Payton
0:42.0,,,23-25,,E. Payton misses 3-pt shot from 26 ft
0:41.0,Defensive rebound by M. Beasley,,23-25,,
0:34.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by M. Hezonja),,23-25,,
0:33.0,,,23-25,,Defensive rebound by M. Hezonja
0:33.0,Personal foul by M. Dellavedova (drawn by D. Augustin),,23-25,,
0:11.0,,,23-25,,D. Augustin misses 3-pt shot from 23 ft (block by J. Terry)
0:11.0,,,23-25,,Offensive rebound by Team
0:09.0,,,23-25,,M. Hezonja misses 2-pt shot from 21 ft
0:09.0,,,23-25,,Offensive rebound by Team
0:08.0,,,23-25,,Turnover by Team (shot clock)
0:00.0,G. Monroe misses 2-pt shot from 14 ft,,23-25,,
0:00.0,Offensive rebound by Team,,23-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,23-27,2,D. Augustin makes 2-pt shot from 15 ft
11:17.0,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe),2,25-27,,
11:05.0,,,25-30,3,D. Augustin makes 3-pt shot from 26 ft
10:47.0,G. Monroe misses 2-pt shot from 8 ft,,25-30,,
10:46.0,Offensive rebound by G. Monroe,,25-30,,
10:46.0,Shooting foul by B. Biyombo (drawn by G. Monroe),,25-30,,
10:46.0,G. Monroe makes free throw 1 of 2,1,26-30,,
10:46.0,G. Monroe misses free throw 2 of 2,,26-30,,
10:45.0,Offensive rebound by G. Monroe,,26-30,,
10:38.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Green),,26-30,,
10:35.0,,,26-32,2,J. Green makes 2-pt shot from 5 ft
10:35.0,,,26-32,,Shooting foul by M. Teletovic (drawn by J. Green)
10:35.0,,,26-33,1,J. Green makes free throw 1 of 1
10:14.0,M. Dellavedova misses 2-pt shot from 12 ft,,26-33,,
10:12.0,,,26-33,,Defensive rebound by M. Hezonja
10:08.0,Personal foul by G. Monroe (drawn by J. Green),,26-33,,
10:00.0,,,26-35,2,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Payton)
10:00.0,,,26-35,,Shooting foul by M. Dellavedova (drawn by B. Biyombo)
10:00.0,,,26-36,1,B. Biyombo makes free throw 1 of 1
9:44.0,M. Teletovic misses 3-pt shot from 25 ft,,26-36,,
9:42.0,,,26-36,,Defensive rebound by B. Biyombo
9:31.0,,,26-36,,Shooting foul by M. Teletovic (drawn by B. Biyombo)
9:31.0,Milwaukee full timeout,,26-36,,
9:31.0,,,26-36,,B. Biyombo misses free throw 1 of 2
9:31.0,,,26-36,,Offensive rebound by Team
9:31.0,,,26-37,1,B. Biyombo makes free throw 2 of 2
9:31.0,M. Brogdon enters the game for G. Monroe,,26-36,,
9:31.0,J. Parker enters the game for J. Terry,,26-36,,
9:31.0,T. Snell enters the game for M. Dellavedova,,26-36,,
9:15.0,J. Parker makes 2-pt shot from 8 ft (assist by T. Snell),2,28-37,,
8:54.0,,,28-37,,J. Green misses 2-pt shot from 16 ft
8:52.0,Defensive rebound by J. Parker,,28-37,,
8:31.0,,,28-37,,Violation by B. Biyombo (def goaltending)
8:31.0,M. Brogdon makes 2-pt shot from 7 ft,2,30-37,,
8:20.0,,,30-37,,M. Hezonja misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by G. Antetokounmpo,,30-37,,
8:12.0,,,30-37,,Personal foul by J. Green (drawn by M. Teletovic)
8:12.0,,,30-37,,A. Gordon enters the game for M. Hezonja
8:12.0,,,30-37,,C. Watson enters the game for E. Payton
8:01.0,T. Snell misses 3-pt shot from 25 ft,,30-37,,
8:00.0,,,30-37,,Defensive rebound by B. Biyombo
7:53.0,Personal foul by M. Teletovic (drawn by D. Augustin),,30-37,,
7:53.0,,,30-37,,Orlando full timeout
7:53.0,,,30-37,,D. Augustin misses free throw 1 of 2
7:53.0,,,30-37,,Offensive rebound by Team
7:53.0,,,30-38,1,D. Augustin makes free throw 2 of 2
7:53.0,J. Henson enters the game for M. Teletovic,,30-37,,
7:36.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,30-38,,
7:35.0,,,30-38,,Defensive rebound by B. Biyombo
7:23.0,,,30-40,2,B. Biyombo makes 2-pt shot from 2 ft (assist by D. Augustin)
7:00.0,M. Brogdon makes 3-pt shot from 25 ft (assist by J. Parker),3,33-40,,
6:41.0,,,33-42,2,A. Gordon makes 2-pt shot from 8 ft
6:26.0,,,33-42,,Personal foul by B. Biyombo (drawn by J. Henson)
6:20.0,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),,33-42,,
6:20.0,G. Antetokounmpo makes free throw 1 of 2,1,34-42,,
6:20.0,G. Antetokounmpo makes free throw 2 of 2,1,35-42,,
6:04.0,,,35-42,,D. Augustin misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by G. Antetokounmpo,,35-42,,
5:43.0,Shooting foul by J. Green (drawn by J. Parker),,35-42,,
5:43.0,J. Parker makes free throw 1 of 2,1,36-42,,
5:43.0,J. Parker makes free throw 2 of 2,1,37-42,,
5:43.0,,,36-42,,S. Ibaka enters the game for J. Green
5:33.0,,,37-45,3,S. Ibaka makes 3-pt shot from 25 ft (assist by C. Watson)
5:21.0,J. Parker misses 3-pt shot from 26 ft,,37-45,,
5:19.0,,,37-45,,Defensive rebound by A. Gordon
5:07.0,,,37-48,3,C. Watson makes 3-pt shot from 26 ft (assist by A. Gordon)
4:55.0,M. Brogdon misses 2-pt shot from 3 ft (block by B. Biyombo),,37-48,,
4:53.0,,,37-48,,Defensive rebound by D. Augustin
4:50.0,,,37-48,,D. Augustin misses 2-pt shot from 2 ft
4:49.0,Defensive rebound by G. Antetokounmpo,,37-48,,
4:29.0,J. Henson misses 2-pt shot from 18 ft,,37-48,,
4:28.0,,,37-48,,Defensive rebound by A. Gordon
4:17.0,,,37-48,,S. Ibaka misses 2-pt shot from 20 ft
4:16.0,Defensive rebound by T. Snell,,37-48,,
4:06.0,,,37-48,,Personal foul by A. Gordon (drawn by J. Henson)
4:06.0,J. Henson makes free throw 1 of 2,1,38-48,,
4:06.0,J. Henson makes free throw 2 of 2,1,39-48,,
4:06.0,,,38-48,,E. Payton enters the game for D. Augustin
4:06.0,,,38-48,,N. Vucevic enters the game for B. Biyombo
3:56.0,,,39-48,,Shooting foul by J. Henson (drawn by A. Gordon)
3:56.0,,,39-48,,A. Gordon misses free throw 1 of 2
3:56.0,,,39-48,,Offensive rebound by Team
3:56.0,,,39-49,1,A. Gordon makes free throw 2 of 2
3:56.0,M. Plumlee enters the game for J. Henson,,39-48,,
3:41.0,,,39-49,,Violation by S. Ibaka (def goaltending)
3:41.0,M. Plumlee makes 2-pt shot from 7 ft (assist by M. Brogdon),2,41-49,,
3:41.0,Shooting foul by C. Watson (drawn by M. Plumlee),,41-49,,
3:41.0,M. Plumlee misses free throw 1 of 1,,41-49,,
3:40.0,Offensive rebound by Team,,41-49,,
3:40.0,,,41-49,,Loose ball foul by N. Vucevic (drawn by J. Parker)
3:40.0,J. Parker makes free throw 1 of 2,1,42-49,,
3:40.0,J. Parker makes free throw 2 of 2,1,43-49,,
3:28.0,,,43-51,2,E. Payton makes 2-pt shot from 7 ft
3:17.0,Shooting foul by S. Ibaka (drawn by J. Parker),,43-51,,
3:17.0,J. Parker makes free throw 1 of 2,1,44-51,,
3:17.0,J. Parker makes free throw 2 of 2,1,45-51,,
3:04.0,,,45-51,,A. Gordon misses 2-pt shot from 9 ft
3:02.0,,,45-51,,Offensive rebound by E. Payton
2:50.0,,,45-53,2,S. Ibaka makes 2-pt shot from 3 ft (assist by E. Payton)
2:28.0,J. Parker makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,48-53,,
2:18.0,Violation by M. Brogdon (kicked ball),,48-53,,
2:18.0,Official timeout,,48-53,,
2:10.0,,,48-53,,N. Vucevic misses 2-pt shot from 14 ft
2:09.0,Defensive rebound by J. Parker,,48-53,,
1:59.0,Turnover by M. Brogdon (bad pass; steal by S. Ibaka),,48-53,,
1:57.0,,,48-53,,Shooting foul by M. Brogdon (drawn by E. Payton)
1:57.0,,,48-54,1,E. Payton makes free throw 1 of 2
1:57.0,,,48-55,1,E. Payton makes free throw 2 of 2
1:35.0,J. Parker makes 3-pt shot from 26 ft (assist by M. Brogdon),3,51-55,,
1:17.0,,,51-55,,Turnover by S. Ibaka (offensive goaltending)
1:08.0,M. Plumlee makes 2-pt shot from 6 ft (assist by G. Antetokounmpo),2,53-55,,
0:52.0,,,53-55,,S. Ibaka misses 2-pt shot from 2 ft
0:52.0,Defensive rebound by Team,,53-55,,
0:52.0,,,53-55,,J. Green enters the game for C. Watson
0:52.0,,,53-55,,D. Augustin enters the game for A. Gordon
0:40.0,,,53-55,,Personal foul by D. Augustin (drawn by M. Plumlee)
0:40.0,M. Plumlee misses free throw 1 of 2,,53-55,,
0:40.0,Offensive rebound by Team,,53-55,,
0:40.0,M. Plumlee misses free throw 2 of 2,,53-55,,
0:40.0,,,53-55,,Defensive rebound by S. Ibaka
0:36.0,,,53-55,,Orlando full timeout
0:28.0,,,53-55,,Shooting foul by G. Antetokounmpo (drawn by D. Augustin)
0:28.0,,,53-56,1,D. Augustin makes free throw 1 of 2
0:28.0,,,53-57,1,D. Augustin makes free throw 2 of 2
0:08.0,G. Antetokounmpo makes 2-pt shot from 3 ft,2,55-57,,
0:02.0,Personal block foul by M. Plumlee (drawn by E. Payton),,55-57,,
0:02.0,,,55-58,1,E. Payton makes free throw 1 of 2
0:02.0,,,55-59,1,E. Payton makes free throw 2 of 2
0:02.0,,,55-58,,M. Hezonja enters the game for S. Ibaka
0:00.0,G. Antetokounmpo misses 3-pt shot from 25 ft (block by J. Green),,55-59,,
0:00.0,Offensive rebound by Team,,55-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,55-59,,Turnover by E. Payton (lost ball; steal by T. Snell)
11:14.0,T. Snell misses 3-pt shot from 25 ft,,55-59,,
11:13.0,,,55-59,,Defensive rebound by S. Ibaka
11:08.0,Personal foul by M. Brogdon (drawn by C. Watson),,55-59,,
10:58.0,,,55-59,,Turnover by N. Vucevic (traveling)
10:48.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,55-59,,
10:46.0,,,55-59,,Defensive rebound by C. Watson
10:42.0,,,55-59,,Shooting foul by G. Antetokounmpo (drawn by S. Ibaka)
10:42.0,,,55-60,1,S. Ibaka makes free throw 1 of 2
10:42.0,,,55-61,1,S. Ibaka makes free throw 2 of 2
10:29.0,,,55-61,,Personal foul by E. Payton (drawn by M. Brogdon)
10:24.0,M. Brogdon misses 2-pt shot from 20 ft,,55-61,,
10:22.0,,,55-61,,Defensive rebound by A. Gordon
10:13.0,,,55-61,,C. Watson misses 2-pt shot from 11 ft
10:12.0,,,55-61,,Offensive rebound by S. Ibaka
9:56.0,,,55-63,2,N. Vucevic makes 2-pt shot at rim (assist by A. Gordon)
9:42.0,J. Parker makes 2-pt shot from 7 ft,2,57-63,,
9:42.0,Shooting foul by C. Watson (drawn by J. Parker),,57-63,,
9:42.0,J. Parker misses free throw 1 of 1,,57-63,,
9:41.0,,,57-63,,Defensive rebound by S. Ibaka
9:31.0,,,57-66,3,S. Ibaka makes 3-pt shot from 25 ft (assist by N. Vucevic)
9:10.0,G. Antetokounmpo makes 2-pt shot from 6 ft (assist by J. Parker),2,59-66,,
8:53.0,,,59-66,,A. Gordon misses 2-pt shot from 17 ft
8:52.0,Defensive rebound by G. Antetokounmpo,,59-66,,
8:40.0,,,59-66,,Personal foul by E. Payton (drawn by M. Brogdon)
8:34.0,M. Brogdon makes 3-pt shot from 26 ft (assist by J. Henson),3,62-66,,
8:17.0,,,62-66,,A. Gordon misses 3-pt shot from 26 ft
8:15.0,,,62-66,,Offensive rebound by N. Vucevic
8:15.0,,,62-68,2,N. Vucevic makes 2-pt shot from 1 ft
8:01.0,Offensive foul by J. Henson,,62-68,,
8:01.0,Turnover by J. Henson (offensive foul),,62-68,,
7:52.0,,,62-68,,E. Payton misses 2-pt shot from 5 ft
7:51.0,,,62-68,,Offensive rebound by N. Vucevic
7:51.0,,,62-68,,N. Vucevic misses 2-pt shot from 2 ft
7:51.0,,,62-68,,Offensive rebound by Team
7:51.0,,,62-68,,Shooting foul by M. Brogdon (drawn by N. Vucevic)
7:51.0,,,62-69,1,N. Vucevic makes free throw 1 of 2
7:51.0,,,62-69,,N. Vucevic misses free throw 2 of 2
7:50.0,Defensive rebound by J. Parker,,62-69,,
7:38.0,Turnover by J. Henson (bad pass; steal by A. Gordon),,62-69,,
7:23.0,,,62-69,,A. Gordon misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by G. Antetokounmpo,,62-69,,
7:06.0,G. Antetokounmpo makes 2-pt shot from 13 ft,2,64-69,,
6:51.0,,,64-71,2,N. Vucevic makes 2-pt shot from 10 ft (assist by S. Ibaka)
6:36.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,64-71,,
6:35.0,,,64-71,,Defensive rebound by C. Watson
6:21.0,,,64-71,,S. Ibaka misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by J. Parker,,64-71,,
6:19.0,Milwaukee full timeout,,64-71,,
6:19.0,G. Monroe enters the game for J. Henson,,64-71,,
6:19.0,M. Dellavedova enters the game for M. Brogdon,,64-71,,
6:04.0,,,64-71,,Personal foul by N. Vucevic (drawn by G. Monroe)
5:57.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,66-71,,
5:38.0,,,66-71,,N. Vucevic misses 2-pt shot from 17 ft
5:37.0,,,66-71,,Offensive rebound by Team
5:37.0,Loose ball foul by M. Dellavedova (drawn by A. Gordon),,66-71,,
5:31.0,,,66-73,2,A. Gordon makes 2-pt shot from 2 ft (assist by N. Vucevic)
5:13.0,M. Dellavedova misses 2-pt shot from 8 ft,,66-73,,
5:12.0,,,66-73,,Defensive rebound by C. Watson
4:57.0,,,66-75,2,A. Gordon makes 2-pt shot from 11 ft
4:44.0,J. Parker misses 2-pt shot from 12 ft,,66-75,,
4:43.0,,,66-75,,Defensive rebound by A. Gordon
4:35.0,,,66-75,,A. Gordon misses 3-pt shot from 23 ft
4:34.0,Defensive rebound by G. Antetokounmpo,,66-75,,
4:27.0,G. Monroe makes 2-pt shot from 3 ft (assist by G. Antetokounmpo),2,68-75,,
4:17.0,,,68-75,,E. Payton misses 2-pt shot from 3 ft
4:15.0,Defensive rebound by M. Dellavedova,,68-75,,
4:14.0,Shooting foul by N. Vucevic (drawn by G. Monroe),,68-75,,
4:14.0,G. Monroe makes free throw 1 of 2,1,69-75,,
4:14.0,G. Monroe makes free throw 2 of 2,1,70-75,,
4:14.0,,,69-75,,J. Green enters the game for S. Ibaka
3:58.0,,,70-75,,J. Green misses 2-pt shot from 13 ft
3:56.0,Defensive rebound by G. Antetokounmpo,,70-75,,
3:51.0,Turnover by G. Antetokounmpo (lost ball; steal by A. Gordon),,70-75,,
3:50.0,Personal foul by G. Monroe (drawn by A. Gordon),,70-75,,
3:50.0,,,70-76,1,A. Gordon makes free throw 1 of 2
3:50.0,,,70-76,,A. Gordon misses free throw 2 of 2
3:50.0,J. Terry enters the game for T. Snell,,70-76,,
3:49.0,Defensive rebound by G. Monroe,,70-76,,
3:37.0,G. Monroe makes 2-pt shot from 18 ft,2,72-76,,
3:19.0,,,72-76,,C. Watson misses 3-pt shot from 25 ft
3:18.0,,,72-76,,Offensive rebound by J. Green
3:17.0,,,72-76,,Shooting foul by J. Parker (drawn by J. Green)
3:17.0,,,72-77,1,J. Green makes free throw 1 of 2
3:17.0,,,72-78,1,J. Green makes free throw 2 of 2
3:17.0,M. Teletovic enters the game for J. Parker,,72-77,,
3:17.0,,,72-77,,D. Augustin enters the game for E. Payton
2:55.0,G. Monroe misses 2-pt shot from 8 ft,,72-78,,
2:54.0,,,72-78,,Defensive rebound by N. Vucevic
2:33.0,,,72-81,3,J. Green makes 3-pt shot from 26 ft (assist by D. Augustin)
2:19.0,Shooting foul by J. Green (drawn by G. Antetokounmpo),,72-81,,
2:19.0,,,72-81,,Orlando full timeout
2:19.0,G. Antetokounmpo makes free throw 1 of 2,1,73-81,,
2:19.0,G. Antetokounmpo makes free throw 2 of 2,1,74-81,,
2:19.0,,,72-81,,B. Biyombo enters the game for A. Gordon
2:19.0,,,72-81,,M. Hezonja enters the game for N. Vucevic
2:03.0,,,74-83,2,C. Watson makes 2-pt shot from 3 ft (assist by J. Green)
1:42.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by B. Biyombo),,74-83,,
1:38.0,Offensive rebound by G. Antetokounmpo,,74-83,,
1:38.0,G. Antetokounmpo misses 2-pt shot from 7 ft (block by B. Biyombo),,74-83,,
1:38.0,Offensive rebound by G. Monroe,,74-83,,
1:38.0,Shooting foul by B. Biyombo (drawn by G. Monroe),,74-83,,
1:38.0,G. Monroe misses free throw 1 of 2,,74-83,,
1:38.0,Offensive rebound by Team,,74-83,,
1:38.0,G. Monroe misses free throw 2 of 2,,74-83,,
1:37.0,,,74-83,,Defensive rebound by J. Green
1:19.0,,,74-86,3,M. Hezonja makes 3-pt shot from 26 ft (assist by C. Watson)
1:05.0,J. Terry misses 3-pt shot from 24 ft,,74-86,,
1:04.0,,,74-86,,Defensive rebound by B. Biyombo
0:48.0,,,74-88,2,D. Augustin makes 2-pt shot from 3 ft
0:28.0,M. Dellavedova misses 3-pt shot from 25 ft,,74-88,,
0:27.0,,,74-88,,Defensive rebound by D. Augustin
0:08.0,,,74-88,,Turnover by D. Augustin (bad pass; steal by G. Antetokounmpo)
0:04.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,74-88,,
0:00.0,,,74-88,,Defensive rebound by C. Watson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. Parker makes 2-pt shot from 19 ft,2,76-88,,
11:24.0,,,76-88,,C. Watson misses 2-pt shot from 21 ft
11:23.0,,,76-88,,Offensive rebound by J. Green
11:18.0,,,76-88,,J. Green misses 2-pt shot from 4 ft
11:16.0,,,76-88,,Offensive rebound by M. Hezonja
11:00.0,,,76-88,,J. Green misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by M. Brogdon,,76-88,,
10:46.0,Shooting foul by M. Hezonja (drawn by M. Plumlee),,76-88,,
10:46.0,M. Plumlee makes free throw 1 of 2,1,77-88,,
10:46.0,M. Plumlee misses free throw 2 of 2,,77-88,,
10:46.0,Offensive rebound by Team,,77-88,,
10:45.0,,,77-88,,Personal foul by M. Hezonja (drawn by M. Plumlee)
10:42.0,,,77-88,,Personal foul by C. Watson (drawn by M. Brogdon)
10:42.0,,,77-88,,E. Payton enters the game for C. Watson
10:33.0,M. Teletovic makes 2-pt shot from 6 ft (assist by M. Brogdon),2,79-88,,
10:19.0,,,79-88,,M. Hezonja misses 3-pt shot from 23 ft
10:18.0,Defensive rebound by R. Vaughn,,79-88,,
10:10.0,J. Parker makes 2-pt shot from 3 ft (assist by R. Vaughn),2,81-88,,
10:10.0,,,81-88,,Orlando full timeout
10:10.0,,,81-88,,A. Gordon enters the game for M. Hezonja
9:56.0,,,81-88,,D. Augustin misses 3-pt shot from 24 ft
9:54.0,,,81-88,,Offensive rebound by B. Biyombo
9:48.0,,,81-88,,A. Gordon misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by Team,,81-88,,
9:48.0,,,81-88,,Loose ball foul by B. Biyombo (drawn by M. Plumlee)
9:36.0,M. Plumlee misses 2-pt shot at rim,,81-88,,
9:34.0,,,81-88,,Defensive rebound by B. Biyombo
9:14.0,,,81-91,3,E. Payton makes 3-pt shot from 25 ft (assist by A. Gordon)
8:54.0,Turnover by J. Parker (lost ball; steal by E. Payton),,81-91,,
8:49.0,,,81-93,2,J. Green makes 2-pt shot at rim (assist by D. Augustin)
8:32.0,M. Teletovic misses 3-pt shot from 25 ft,,81-93,,
8:30.0,,,81-93,,Defensive rebound by B. Biyombo
8:21.0,,,81-95,2,A. Gordon makes 2-pt shot from 9 ft
8:21.0,Milwaukee full timeout,,81-95,,
8:21.0,G. Antetokounmpo enters the game for R. Vaughn,,81-95,,
8:08.0,M. Plumlee misses 2-pt shot from 2 ft (block by B. Biyombo),,81-95,,
8:07.0,,,81-95,,Defensive rebound by J. Green
7:49.0,,,81-95,,J. Green misses 3-pt shot from 29 ft
