time,New York,pts.away,score,pts.home,Washington
2:50.0,,,18-20,,Defensive rebound by O. Porter
2:39.0,,,18-20,,Turnover by J. Wall (bad pass; steal by B. Jennings)
2:32.0,K. O'Quinn makes 2-pt shot at rim (assist by M. Kuzminskas),2,20-20,,
2:19.0,,,20-20,,J. Wall misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by C. Anthony,,20-20,,
2:06.0,C. Anthony makes 3-pt shot from 29 ft,3,23-20,,
1:50.0,,,23-22,2,M. Gortat makes 2-pt shot at rim (assist by B. Beal)
1:42.0,B. Jennings misses 2-pt shot from 1 ft,,23-22,,
1:41.0,Offensive rebound by K. O'Quinn,,23-22,,
1:37.0,J. Holiday misses 3-pt shot from 26 ft,,23-22,,
1:36.0,Offensive rebound by C. Anthony,,23-22,,
1:29.0,K. O'Quinn makes 2-pt shot from 1 ft,2,25-22,,
1:29.0,Shooting foul by O. Porter (drawn by K. O'Quinn),,25-22,,
1:29.0,K. O'Quinn makes free throw 1 of 1,1,26-22,,
1:29.0,,,25-22,,J. Smith enters the game for M. Gortat
1:29.0,,,25-22,,T. Burke enters the game for B. Beal
1:29.0,R. Baker enters the game for B. Jennings,,25-22,,
1:14.0,,,26-25,3,K. Oubre makes 3-pt shot from 25 ft (assist by J. Wall)
1:08.0,,,26-25,,Personal block foul by T. Burke (drawn by R. Baker)
1:08.0,R. Baker misses free throw 1 of 2,,26-25,,
1:08.0,Offensive rebound by Team,,26-25,,
1:08.0,R. Baker misses free throw 2 of 2,,26-25,,
1:06.0,,,26-25,,Defensive rebound by K. Oubre
0:58.0,,,26-27,2,J. Smith makes 2-pt shot from 15 ft (assist by J. Wall)
0:38.0,K. O'Quinn misses 2-pt shot from 2 ft (block by J. Smith),,26-27,,
0:36.0,Offensive rebound by K. O'Quinn,,26-27,,
0:32.0,K. O'Quinn misses 2-pt shot from 2 ft,,26-27,,
0:31.0,,,26-27,,Defensive rebound by J. Smith
0:26.0,,,26-27,,Shooting foul by R. Baker (drawn by J. Wall)
0:26.0,,,26-27,,J. Wall misses free throw 1 of 2
0:26.0,,,26-27,,Offensive rebound by Team
0:26.0,,,26-28,1,J. Wall makes free throw 2 of 2
0:26.0,B. Jennings enters the game for M. Kuzminskas,,26-27,,
0:04.0,Shooting foul by K. Oubre (drawn by C. Anthony),,26-28,,
0:04.0,C. Anthony makes free throw 1 of 2,1,27-28,,
0:04.0,C. Anthony makes free throw 2 of 2,1,28-28,,
0:01.0,,,28-28,,J. Wall misses 2-pt shot from 11 ft (block by K. O'Quinn)
0:01.0,Defensive rebound by K. O'Quinn,,28-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,28-28,,Shooting foul by M. Kuzminskas (drawn by M. Morris)
11:48.0,,,28-29,1,M. Morris makes free throw 1 of 2
11:48.0,,,28-30,1,M. Morris makes free throw 2 of 2
11:27.0,M. Kuzminskas misses 2-pt shot from 14 ft,,28-30,,
11:26.0,,,28-30,,Defensive rebound by T. Burke
11:15.0,,,28-30,,M. Morris misses 3-pt shot from 26 ft
11:14.0,Defensive rebound by J. Holiday,,28-30,,
11:03.0,M. Kuzminskas misses 3-pt shot from 27 ft,,28-30,,
11:02.0,,,28-30,,Defensive rebound by M. Morris
10:58.0,,,28-30,,Turnover by M. Morris (bad pass; steal by B. Jennings)
10:53.0,W. Hernangomez makes 2-pt shot at rim (assist by R. Baker),2,30-30,,
10:53.0,Shooting foul by T. Satoransky (drawn by W. Hernangomez),,30-30,,
10:53.0,W. Hernangomez makes free throw 1 of 1,1,31-30,,
10:36.0,,,31-30,,T. Burke misses 2-pt shot from 19 ft
10:35.0,Defensive rebound by M. Kuzminskas,,31-30,,
10:23.0,Turnover by B. Jennings (traveling),,31-30,,
10:05.0,,,31-30,,M. Morris misses 2-pt shot from 3 ft
10:04.0,Defensive rebound by B. Jennings,,31-30,,
9:58.0,R. Baker makes 2-pt shot from 2 ft (assist by B. Jennings),2,33-30,,
9:58.0,Shooting foul by J. Smith (drawn by R. Baker),,33-30,,
9:58.0,R. Baker makes free throw 1 of 1,1,34-30,,
9:43.0,,,34-30,,T. Satoransky misses 2-pt shot from 10 ft
9:42.0,Defensive rebound by W. Hernangomez,,34-30,,
9:39.0,Turnover by B. Jennings (traveling),,34-30,,
9:22.0,,,34-30,,T. Satoransky misses 2-pt shot from 4 ft
9:21.0,Defensive rebound by W. Hernangomez,,34-30,,
9:10.0,M. Kuzminskas misses 2-pt shot from 5 ft,,34-30,,
9:09.0,,,34-30,,Defensive rebound by K. Oubre
9:04.0,,,34-32,2,K. Oubre makes 2-pt shot from 2 ft
8:49.0,M. Kuzminskas misses 3-pt shot from 26 ft,,34-32,,
8:48.0,,,34-32,,Defensive rebound by T. Burke
8:37.0,,,34-32,,J. Smith misses 3-pt shot from 23 ft
8:36.0,,,34-32,,Offensive rebound by M. Morris
8:30.0,,,34-32,,Shooting foul by W. Hernangomez (drawn by M. Morris)
8:30.0,Official timeout,,34-32,,
8:30.0,,,34-33,1,M. Morris makes free throw 1 of 2
8:30.0,,,34-34,1,M. Morris makes free throw 2 of 2
8:30.0,M. Ndour enters the game for M. Kuzminskas,,34-32,,
8:30.0,,,34-32,,B. Beal enters the game for T. Satoransky
8:07.0,B. Jennings makes 2-pt shot from 4 ft,2,36-34,,
7:52.0,,,36-34,,Offensive foul by T. Burke
7:52.0,,,36-34,,Turnover by T. Burke (offensive foul)
7:41.0,Shooting foul by M. Morris (drawn by J. Holiday),,36-34,,
7:41.0,J. Holiday misses free throw 1 of 2,,36-34,,
7:41.0,Offensive rebound by Team,,36-34,,
7:41.0,J. Holiday makes free throw 2 of 2,1,37-34,,
7:41.0,,,36-34,,J. Wall enters the game for T. Burke
7:41.0,,,36-34,,M. Gortat enters the game for J. Smith
7:31.0,,,37-34,,Turnover by B. Beal (lost ball; steal by R. Baker)
7:26.0,R. Baker misses 2-pt shot from 2 ft,,37-34,,
7:25.0,Offensive rebound by W. Hernangomez,,37-34,,
7:24.0,W. Hernangomez makes 2-pt shot from 2 ft,2,39-34,,
7:09.0,,,39-34,,J. Wall misses 2-pt shot from 1 ft
7:07.0,,,39-34,,Offensive rebound by J. Wall
7:04.0,,,39-34,,Turnover by M. Gortat (lost ball; steal by B. Jennings)
7:00.0,Turnover by J. Holiday (bad pass),,39-34,,
6:50.0,,,39-36,2,B. Beal makes 2-pt shot from 20 ft
6:40.0,B. Jennings misses 3-pt shot from 27 ft,,39-36,,
6:39.0,,,39-36,,Defensive rebound by M. Gortat
6:29.0,,,39-36,,B. Beal misses 2-pt shot from 21 ft
6:27.0,Defensive rebound by J. Holiday,,39-36,,
6:16.0,W. Hernangomez misses 2-pt shot from 20 ft,,39-36,,
6:15.0,Offensive rebound by M. Ndour,,39-36,,
6:09.0,M. Ndour misses 3-pt shot from 26 ft,,39-36,,
6:08.0,,,39-36,,Defensive rebound by M. Gortat
5:57.0,,,39-39,3,J. Wall makes 3-pt shot from 26 ft
5:38.0,J. Holiday makes 2-pt shot from 20 ft (assist by W. Hernangomez),2,41-39,,
5:27.0,,,41-42,3,M. Morris makes 3-pt shot from 25 ft (assist by J. Wall)
5:14.0,J. Holiday misses 2-pt shot from 21 ft,,41-42,,
5:13.0,,,41-42,,Defensive rebound by M. Gortat
5:04.0,,,41-44,2,J. Wall makes 2-pt shot from 18 ft
5:04.0,New York full timeout,,41-44,,
5:04.0,,,41-44,,O. Porter enters the game for K. Oubre
5:04.0,C. Lee enters the game for W. Hernangomez,,41-44,,
5:04.0,C. Anthony enters the game for J. Holiday,,41-44,,
5:04.0,J. Noah enters the game for M. Ndour,,41-44,,
4:40.0,C. Anthony misses 3-pt shot from 30 ft,,41-44,,
4:39.0,,,41-44,,Defensive rebound by O. Porter
4:31.0,Personal foul by R. Baker (drawn by O. Porter),,41-44,,
4:19.0,,,41-46,2,M. Morris makes 2-pt shot from 5 ft (assist by J. Wall)
4:04.0,C. Lee makes 3-pt shot from 25 ft (assist by R. Baker),3,44-46,,
3:48.0,,,44-46,,Turnover by J. Wall (bad pass)
3:31.0,Shooting foul by J. Wall (drawn by B. Jennings),,44-46,,
3:31.0,B. Jennings makes free throw 1 of 2,1,45-46,,
3:31.0,B. Jennings misses free throw 2 of 2,,45-46,,
3:30.0,,,45-46,,Defensive rebound by M. Morris
3:22.0,,,45-48,2,B. Beal makes 2-pt shot from 2 ft
3:17.0,Shooting foul by M. Morris (drawn by B. Jennings),,45-48,,
3:17.0,B. Jennings misses free throw 1 of 2,,45-48,,
3:17.0,Offensive rebound by Team,,45-48,,
3:17.0,B. Jennings makes free throw 2 of 2,1,46-48,,
3:04.0,,,46-48,,Turnover by B. Beal (lost ball; steal by J. Noah)
2:51.0,Turnover by C. Lee (bad pass; steal by B. Beal),,46-48,,
2:47.0,,,46-50,2,B. Beal makes 2-pt shot at rim
2:27.0,C. Anthony makes 2-pt shot from 15 ft,2,48-50,,
2:09.0,,,48-52,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
1:56.0,,,48-52,,Washington full timeout
1:56.0,,,48-52,,K. Oubre enters the game for M. Morris
1:52.0,Turnover by J. Noah (bad pass),,48-52,,
1:41.0,,,48-52,,Turnover by B. Beal (bad pass)
1:32.0,,,48-52,,Personal foul by B. Beal (drawn by B. Jennings)
1:32.0,B. Jennings makes free throw 1 of 2,1,49-52,,
1:32.0,B. Jennings makes free throw 2 of 2,1,50-52,,
1:20.0,,,50-52,,J. Wall misses 3-pt shot from 27 ft
1:20.0,,,50-52,,Offensive rebound by B. Beal
1:17.0,,,50-54,2,B. Beal makes 2-pt shot from 1 ft
0:56.0,C. Anthony makes 2-pt shot from 17 ft,2,52-54,,
0:41.0,,,52-56,2,J. Wall makes 2-pt shot from 18 ft
0:33.0,B. Jennings misses 2-pt shot from 3 ft,,52-56,,
0:32.0,,,52-56,,Defensive rebound by M. Gortat
0:15.0,,,52-58,2,J. Wall makes 2-pt shot from 1 ft
0:15.0,,,52-58,,Shooting foul by B. Jennings (drawn by J. Wall)
0:15.0,,,52-59,1,J. Wall makes free throw 1 of 1
0:15.0,M. Kuzminskas enters the game for J. Noah,,52-58,,
0:15.0,,,52-58,,J. Smith enters the game for M. Gortat
0:01.0,C. Anthony misses 3-pt shot from 30 ft,,52-59,,
0:00.0,Offensive rebound by R. Baker,,52-59,,
0:00.0,R. Baker makes 2-pt shot from 1 ft,2,54-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,54-61,2,M. Morris makes 2-pt shot from 6 ft
11:17.0,C. Anthony makes 2-pt shot from 18 ft (assist by W. Hernangomez),2,56-61,,
11:00.0,,,56-63,2,M. Gortat makes 2-pt shot from 16 ft (assist by B. Beal)
10:38.0,Offensive foul by W. Hernangomez,,56-63,,
10:38.0,Turnover by W. Hernangomez (offensive foul),,56-63,,
10:23.0,,,56-63,,O. Porter misses 3-pt shot from 26 ft
10:21.0,Defensive rebound by W. Hernangomez,,56-63,,
10:11.0,C. Lee misses 2-pt shot from 17 ft,,56-63,,
10:10.0,,,56-63,,Defensive rebound by M. Gortat
10:05.0,,,56-66,3,B. Beal makes 3-pt shot from 28 ft (assist by J. Wall)
9:43.0,J. Noah misses 2-pt shot from 2 ft,,56-66,,
9:42.0,,,56-66,,Defensive rebound by O. Porter
9:30.0,,,56-68,2,O. Porter makes 2-pt shot from 21 ft
9:18.0,C. Anthony misses 2-pt shot from 18 ft,,56-68,,
9:17.0,,,56-68,,Defensive rebound by M. Gortat
9:06.0,,,56-70,2,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal)
9:06.0,,,56-70,,Shooting foul by J. Noah (drawn by M. Gortat)
9:06.0,,,56-71,1,M. Gortat makes free throw 1 of 1
9:06.0,New York full timeout,,56-71,,
8:44.0,C. Anthony misses 2-pt shot from 19 ft,,56-71,,
8:43.0,,,56-71,,Defensive rebound by J. Wall
8:38.0,K. O'Quinn enters the game for J. Noah,,56-71,,
8:33.0,Jump ball: B. Beal vs. C. Lee (J. Wall gains possession),,,,Jump ball: B. Beal vs. C. Lee (J. Wall gains possession)
8:22.0,,,56-71,,J. Wall misses 2-pt shot from 19 ft
8:21.0,Defensive rebound by K. O'Quinn,,56-71,,
8:17.0,Turnover by B. Jennings (bad pass; steal by M. Gortat),,56-71,,
8:07.0,,,56-73,2,B. Beal makes 2-pt shot from 3 ft
7:45.0,W. Hernangomez misses 2-pt shot from 17 ft,,56-73,,
7:44.0,,,56-73,,Defensive rebound by B. Beal
7:32.0,,,56-75,2,O. Porter makes 2-pt shot from 15 ft (assist by M. Morris)
7:05.0,C. Lee misses 3-pt shot from 24 ft,,56-75,,
7:04.0,,,56-75,,Defensive rebound by O. Porter
6:53.0,,,56-75,,M. Morris misses 3-pt shot from 23 ft
6:52.0,Defensive rebound by B. Jennings,,56-75,,
6:41.0,B. Jennings makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,58-75,,
6:41.0,Shooting foul by M. Gortat (drawn by B. Jennings),,58-75,,
6:41.0,B. Jennings makes free throw 1 of 1,1,59-75,,
6:24.0,,,59-78,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
6:03.0,C. Lee makes 2-pt shot from 6 ft (assist by B. Jennings),2,61-78,,
5:47.0,,,61-78,,O. Porter misses 3-pt shot from 27 ft
5:46.0,Defensive rebound by W. Hernangomez,,61-78,,
5:33.0,K. O'Quinn misses 2-pt shot from 1 ft,,61-78,,
5:32.0,Offensive rebound by K. O'Quinn,,61-78,,
5:31.0,K. O'Quinn makes 2-pt shot from 2 ft,2,63-78,,
5:15.0,,,63-78,,J. Wall misses 2-pt shot from 2 ft (block by K. O'Quinn)
5:13.0,Defensive rebound by B. Jennings,,63-78,,
5:09.0,B. Jennings misses 3-pt shot from 27 ft,,63-78,,
5:07.0,Offensive rebound by C. Lee,,63-78,,
5:04.0,B. Jennings misses 3-pt shot from 28 ft,,63-78,,
5:03.0,Offensive rebound by K. O'Quinn,,63-78,,
4:56.0,C. Lee misses 2-pt shot from 8 ft,,63-78,,
4:56.0,Offensive rebound by W. Hernangomez,,63-78,,
4:56.0,W. Hernangomez makes 2-pt shot from 1 ft,2,65-78,,
4:56.0,,,65-78,,Washington full timeout
4:56.0,,,65-78,,K. Oubre enters the game for M. Morris
4:56.0,R. Baker enters the game for B. Jennings,,65-78,,
4:33.0,,,65-78,,K. Oubre misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by C. Lee,,65-78,,
4:12.0,W. Hernangomez misses 2-pt shot from 1 ft,,65-78,,
4:11.0,,,65-78,,Defensive rebound by O. Porter
4:02.0,,,65-80,2,O. Porter makes 2-pt shot from 2 ft (assist by M. Gortat)
3:42.0,R. Baker misses 2-pt shot from 20 ft,,65-80,,
3:41.0,Offensive rebound by W. Hernangomez,,65-80,,
3:37.0,C. Lee misses 2-pt shot from 11 ft,,65-80,,
3:36.0,Offensive rebound by W. Hernangomez,,65-80,,
3:36.0,Shooting foul by O. Porter (drawn by W. Hernangomez),,65-80,,
3:36.0,W. Hernangomez makes free throw 1 of 2,1,66-80,,
3:36.0,W. Hernangomez makes free throw 2 of 2,1,67-80,,
3:36.0,,,66-80,,J. Smith enters the game for M. Gortat
3:36.0,,,66-80,,T. Burke enters the game for B. Beal
3:23.0,,,67-82,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
3:23.0,,,67-82,,Shooting foul by K. O'Quinn (drawn by O. Porter)
3:23.0,,,67-82,,O. Porter misses free throw 1 of 1
3:22.0,Defensive rebound by K. O'Quinn,,67-82,,
3:06.0,C. Anthony misses 2-pt shot from 17 ft,,67-82,,
3:05.0,,,67-82,,Defensive rebound by T. Burke
2:55.0,,,67-82,,J. Wall misses 2-pt shot from 20 ft
2:53.0,Defensive rebound by W. Hernangomez,,67-82,,
2:44.0,Turnover by K. O'Quinn (traveling),,67-82,,
2:30.0,,,67-82,,Shooting foul by W. Hernangomez (drawn by K. Oubre)
2:30.0,,,67-83,1,K. Oubre makes free throw 1 of 2
2:30.0,,,67-84,1,K. Oubre makes free throw 2 of 2
2:30.0,M. Kuzminskas enters the game for W. Hernangomez,,67-83,,
2:12.0,Shooting foul by O. Porter (drawn by C. Anthony),,67-84,,
2:12.0,C. Anthony makes free throw 1 of 2,1,68-84,,
2:12.0,C. Anthony makes free throw 2 of 2,1,69-84,,
2:12.0,J. Holiday enters the game for C. Lee,,68-84,,
1:55.0,,,69-87,3,K. Oubre makes 3-pt shot from 26 ft (assist by O. Porter)
1:40.0,R. Baker misses 2-pt shot at rim,,69-87,,
1:40.0,Offensive rebound by K. O'Quinn,,69-87,,
1:34.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by J. Holiday),2,71-87,,
1:21.0,,,71-87,,J. Wall misses 2-pt shot from 19 ft
1:20.0,Defensive rebound by C. Anthony,,71-87,,
1:07.0,J. Holiday misses 2-pt shot from 1 ft (block by J. Smith),,71-87,,
1:05.0,,,71-87,,Defensive rebound by T. Burke
1:03.0,,,71-89,2,K. Oubre makes 2-pt shot at rim (assist by T. Burke)
0:41.0,C. Anthony makes 2-pt shot from 16 ft,2,73-89,,
0:32.0,,,73-89,,J. Wall misses 2-pt shot from 14 ft
0:30.0,,,73-89,,Offensive rebound by J. Smith
0:28.0,,,73-91,2,O. Porter makes 2-pt shot from 5 ft (assist by J. Smith)
0:06.0,C. Anthony makes 2-pt shot from 1 ft,2,75-91,,
0:06.0,Shooting foul by O. Porter (drawn by C. Anthony),,75-91,,
0:06.0,C. Anthony makes free throw 1 of 1,1,76-91,,
0:04.0,Personal foul by R. Baker (drawn by J. Wall),,76-91,,
0:01.0,,,76-91,,J. Wall misses 2-pt shot from 16 ft
0:00.0,,,76-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Offensive foul by B. Jennings,,76-91,,
11:48.0,Turnover by B. Jennings (offensive foul),,76-91,,
11:36.0,,,76-93,2,K. Oubre makes 2-pt shot from 13 ft
11:29.0,Shooting foul by K. Oubre (drawn by B. Jennings),,76-93,,
11:29.0,B. Jennings makes free throw 1 of 2,1,77-93,,
11:29.0,B. Jennings makes free throw 2 of 2,1,78-93,,
11:14.0,,,78-95,2,M. Morris makes 2-pt shot from 17 ft
10:58.0,J. Holiday misses 2-pt shot from 19 ft (block by J. Smith),,78-95,,
10:57.0,,,78-95,,Defensive rebound by J. Smith
10:57.0,Loose ball foul by J. Holiday (drawn by J. Smith),,78-95,,
10:41.0,,,78-97,2,M. Morris makes 2-pt shot from 19 ft
10:22.0,J. Holiday misses 3-pt shot from 27 ft,,78-97,,
10:21.0,Offensive rebound by B. Jennings,,78-97,,
10:13.0,Shooting foul by M. Morris (drawn by W. Hernangomez),,78-97,,
10:13.0,W. Hernangomez makes free throw 1 of 2,1,79-97,,
10:13.0,W. Hernangomez makes free throw 2 of 2,1,80-97,,
10:13.0,K. O'Quinn enters the game for C. Lee,,79-97,,
10:01.0,Personal foul by K. O'Quinn (drawn by M. Morris),,80-97,,
9:53.0,,,80-97,,T. Burke misses 2-pt shot from 19 ft
9:52.0,,,80-97,,Offensive rebound by T. Satoransky
9:50.0,,,80-97,,T. Satoransky misses 2-pt shot from 2 ft
9:50.0,Defensive rebound by W. Hernangomez,,80-97,,
9:41.0,B. Jennings makes 2-pt shot from 1 ft (assist by J. Holiday),2,82-97,,
9:21.0,,,82-97,,K. Oubre misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by W. Hernangomez,,82-97,,
9:09.0,B. Jennings misses 2-pt shot from 8 ft,,82-97,,
9:08.0,Offensive rebound by W. Hernangomez,,82-97,,
9:07.0,W. Hernangomez misses 2-pt shot from 2 ft,,82-97,,
9:06.0,Offensive rebound by K. O'Quinn,,82-97,,
9:04.0,K. O'Quinn makes 2-pt shot from 2 ft,2,84-97,,
9:00.0,,,84-99,2,T. Burke makes 2-pt shot from 2 ft
8:49.0,,,84-99,,Personal foul by T. Satoransky (drawn by K. O'Quinn)
8:49.0,Official timeout,,84-99,,
8:49.0,,,84-99,,B. Beal enters the game for T. Satoransky
8:37.0,J. Holiday misses 3-pt shot from 25 ft,,84-99,,
8:36.0,,,84-99,,Defensive rebound by M. Morris
8:13.0,,,84-99,,T. Burke misses 3-pt shot from 26 ft
8:12.0,,,84-99,,Offensive rebound by J. Smith
8:01.0,,,84-102,3,M. Morris makes 3-pt shot from 26 ft (assist by T. Burke)
7:53.0,,,84-102,,Personal foul by T. Burke (drawn by B. Jennings)
7:40.0,R. Baker misses 3-pt shot from 29 ft,,84-102,,
7:39.0,,,84-102,,Defensive rebound by M. Morris
7:16.0,,,84-102,,Turnover by T. Burke (lost ball)
7:16.0,C. Anthony enters the game for R. Baker,,84-102,,
7:06.0,J. Holiday misses 2-pt shot from 19 ft,,84-102,,
7:05.0,,,84-102,,Defensive rebound by J. Smith
6:43.0,,,84-102,,B. Beal misses 3-pt shot from 26 ft
6:42.0,Defensive rebound by C. Anthony,,84-102,,
6:38.0,K. O'Quinn makes 2-pt shot at rim (assist by J. Holiday),2,86-102,,
6:37.0,,,86-102,,Washington full timeout
6:37.0,C. Lee enters the game for K. O'Quinn,,86-102,,
6:37.0,,,86-102,,J. Wall enters the game for J. Smith
6:37.0,,,86-102,,M. Gortat enters the game for T. Burke
6:22.0,,,86-104,2,B. Beal makes 2-pt shot at rim (assist by M. Gortat)
6:05.0,B. Jennings misses 3-pt shot from 25 ft,,86-104,,
6:04.0,,,86-104,,Defensive rebound by M. Morris
5:45.0,,,86-106,2,B. Beal makes 2-pt shot at rim
5:32.0,Shooting foul by M. Gortat (drawn by J. Holiday),,86-106,,
5:32.0,J. Holiday makes free throw 1 of 2,1,87-106,,
5:32.0,J. Holiday makes free throw 2 of 2,1,88-106,,
5:20.0,,,88-106,,B. Beal misses 3-pt shot from 27 ft
5:19.0,Defensive rebound by W. Hernangomez,,88-106,,
5:10.0,W. Hernangomez misses 2-pt shot from 2 ft (block by M. Gortat),,88-106,,
5:08.0,,,88-106,,Defensive rebound by M. Gortat
5:03.0,,,88-108,2,M. Morris makes 2-pt shot at rim (assist by B. Beal)
4:45.0,B. Jennings misses 2-pt shot from 12 ft,,88-108,,
4:44.0,Offensive rebound by B. Jennings,,88-108,,
