time,New York,pts.away,score,pts.home,Chicago
7:24.0,,,40-35,,J. Butler enters the game for D. Wade
7:21.0,,,40-35,,Defensive rebound by I. Canaan
7:04.0,,,40-35,,I. Canaan misses 2-pt shot from 16 ft
7:02.0,,,40-35,,Offensive rebound by C. Felicio
7:02.0,,,40-37,2,C. Felicio makes 2-pt shot from 2 ft
6:53.0,B. Jennings makes 2-pt shot from 2 ft,2,42-37,,
6:30.0,,,42-39,2,D. McDermott makes 2-pt shot from 16 ft (assist by I. Canaan)
6:17.0,K. Porzingis makes 2-pt shot from 13 ft (assist by D. Rose),2,44-39,,
5:59.0,,,44-41,2,J. Butler makes 2-pt shot from 10 ft
5:47.0,B. Jennings misses 3-pt shot from 24 ft,,44-41,,
5:46.0,Offensive rebound by K. O'Quinn,,44-41,,
5:43.0,K. O'Quinn misses 2-pt shot from 2 ft,,44-41,,
5:42.0,,,44-41,,Defensive rebound by N. Mirotic
5:36.0,,,44-43,2,I. Canaan makes 2-pt shot from 3 ft
5:35.0,New York full timeout,,44-43,,
5:35.0,C. Anthony enters the game for K. O'Quinn,,44-43,,
5:35.0,J. Noah enters the game for J. Holiday,,44-43,,
5:13.0,Turnover by D. Rose (bad pass; steal by J. Butler),,44-43,,
5:11.0,,,44-43,,Shooting foul by C. Anthony (drawn by J. Butler)
5:11.0,,,44-44,1,J. Butler makes free throw 1 of 2
5:11.0,,,44-45,1,J. Butler makes free throw 2 of 2
4:56.0,D. Rose misses 2-pt shot from 7 ft (block by N. Mirotic),,44-45,,
4:54.0,,,44-45,,Defensive rebound by N. Mirotic
4:49.0,,,44-48,3,N. Mirotic makes 3-pt shot from 25 ft
4:41.0,K. Porzingis makes 3-pt shot from 24 ft (assist by D. Rose),3,47-48,,
4:15.0,,,47-48,,I. Canaan misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by B. Jennings,,47-48,,
3:54.0,J. Noah makes 2-pt shot from 3 ft,2,49-48,,
3:37.0,,,49-50,2,N. Mirotic makes 2-pt shot from 6 ft (assist by J. Butler)
3:28.0,K. Porzingis misses 2-pt shot from 2 ft,,49-50,,
3:28.0,Offensive rebound by Team,,49-50,,
3:28.0,,,49-50,,Loose ball foul by C. Felicio (drawn by K. Porzingis)
3:28.0,,,49-50,,T. Gibson enters the game for C. Felicio
3:28.0,C. Lee enters the game for B. Jennings,,49-50,,
3:28.0,,,49-50,,R. Rondo enters the game for D. McDermott
3:16.0,K. Porzingis misses 3-pt shot from 24 ft,,49-50,,
3:15.0,,,49-50,,Defensive rebound by N. Mirotic
3:05.0,,,49-50,,N. Mirotic misses 3-pt shot from 25 ft
3:04.0,,,49-50,,Offensive rebound by T. Gibson
2:51.0,,,49-53,3,N. Mirotic makes 3-pt shot from 23 ft (assist by T. Gibson)
2:25.0,Turnover by C. Anthony (lost ball; steal by R. Rondo),,49-53,,
2:25.0,Personal foul by C. Anthony (drawn by J. Butler),,49-53,,
2:25.0,,,49-53,,Chicago full timeout
2:25.0,,,49-53,,D. Wade enters the game for I. Canaan
2:03.0,,,49-53,,Shooting foul by C. Anthony (drawn by J. Butler)
2:03.0,,,49-54,1,J. Butler makes free throw 1 of 2
2:03.0,,,49-55,1,J. Butler makes free throw 2 of 2
1:38.0,D. Rose misses 2-pt shot from 1 ft,,49-55,,
1:37.0,Offensive rebound by J. Noah,,49-55,,
1:37.0,J. Noah makes 2-pt shot from 2 ft,2,51-55,,
1:26.0,,,51-55,,D. Wade misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by J. Noah,,51-55,,
1:18.0,K. Porzingis makes 2-pt shot at rim (assist by C. Lee),2,53-55,,
1:02.0,,,53-55,,N. Mirotic misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by J. Noah,,53-55,,
0:49.0,Shooting foul by D. Wade (drawn by K. Porzingis),,53-55,,
0:49.0,K. Porzingis misses free throw 1 of 2,,53-55,,
0:49.0,Offensive rebound by Team,,53-55,,
0:49.0,K. Porzingis makes free throw 2 of 2,1,54-55,,
0:49.0,J. Holiday enters the game for C. Anthony,,53-55,,
0:39.0,,,54-55,,Turnover by N. Mirotic (traveling)
0:33.0,D. Rose misses 2-pt shot from 14 ft,,54-55,,
0:32.0,,,54-55,,Defensive rebound by N. Mirotic
0:13.0,,,54-55,,R. Rondo misses 3-pt shot from 23 ft (block by D. Rose)
0:11.0,,,54-55,,Offensive rebound by R. Rondo
0:05.0,,,54-55,,R. Rondo misses 3-pt shot from 24 ft
0:05.0,,,54-55,,Offensive rebound by Team
0:05.0,Loose ball foul by J. Noah (drawn by N. Mirotic),,54-55,,
0:05.0,New York full timeout,,54-55,,
0:05.0,,,54-56,1,N. Mirotic makes free throw 1 of 2
0:05.0,,,54-57,1,N. Mirotic makes free throw 2 of 2
0:05.0,C. Anthony enters the game for J. Noah,,54-55,,
0:02.0,D. Rose makes 2-pt shot from 2 ft (assist by K. Porzingis),2,56-57,,
0:01.0,,,56-57,,Turnover by J. Butler (bad pass)
0:01.0,,,56-57,,R. Lopez enters the game for N. Mirotic
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,D. Rose misses 2-pt shot from 2 ft (block by T. Gibson),,56-57,,
11:39.0,,,56-57,,Defensive rebound by D. Wade
11:24.0,,,56-57,,J. Butler misses 2-pt shot from 20 ft
11:24.0,,,56-57,,Offensive rebound by Team
11:24.0,Loose ball foul by K. Porzingis (drawn by R. Lopez),,56-57,,
11:11.0,,,56-57,,Turnover by R. Lopez (lost ball)
10:54.0,,,56-57,,Personal foul by T. Gibson (drawn by K. Porzingis)
10:49.0,J. Noah makes 2-pt shot at rim (assist by D. Rose),2,58-57,,
10:39.0,,,58-57,,Turnover by R. Rondo (bad pass; steal by J. Noah)
10:27.0,C. Lee misses 2-pt shot from 18 ft,,58-57,,
10:25.0,,,58-57,,Defensive rebound by D. Wade
10:15.0,,,58-59,2,T. Gibson makes 2-pt shot from 3 ft (assist by R. Rondo)
10:00.0,C. Anthony makes 2-pt shot from 12 ft,2,60-59,,
9:44.0,,,60-59,,D. Wade misses 2-pt shot from 16 ft
9:43.0,,,60-59,,Offensive rebound by T. Gibson
9:36.0,,,60-59,,R. Lopez misses 2-pt shot from 6 ft
9:34.0,,,60-59,,Offensive rebound by T. Gibson
9:34.0,Personal foul by J. Noah (drawn by T. Gibson),,60-59,,
9:19.0,,,60-61,2,T. Gibson makes 2-pt shot from 2 ft
9:00.0,C. Anthony makes 2-pt shot from 19 ft,2,62-61,,
8:41.0,Personal foul by J. Noah (drawn by T. Gibson),,62-61,,
8:28.0,,,62-61,,D. Wade misses 2-pt shot from 12 ft
8:27.0,,,62-61,,Offensive rebound by R. Lopez
8:27.0,,,62-61,,R. Lopez misses 2-pt shot from 2 ft
8:26.0,Defensive rebound by D. Rose,,62-61,,
8:11.0,K. Porzingis makes 2-pt shot from 9 ft (assist by C. Anthony),2,64-61,,
7:56.0,,,64-61,,R. Rondo misses 2-pt shot from 19 ft
7:55.0,,,64-61,,Offensive rebound by J. Butler
7:51.0,,,64-64,3,J. Butler makes 3-pt shot from 26 ft
7:37.0,C. Anthony makes 2-pt shot from 21 ft,2,66-64,,
7:12.0,,,66-64,,J. Butler misses 2-pt shot from 2 ft
7:09.0,Defensive rebound by C. Anthony,,66-64,,
7:06.0,,,66-64,,Personal foul by R. Rondo (drawn by D. Rose)
6:55.0,J. Noah misses 2-pt shot from 3 ft (block by R. Lopez),,66-64,,
6:53.0,Offensive rebound by K. Porzingis,,66-64,,
6:53.0,K. Porzingis makes 2-pt shot from 2 ft,2,68-64,,
6:41.0,,,68-66,2,T. Gibson makes 2-pt shot at rim (assist by J. Butler)
6:26.0,Shooting foul by R. Lopez (drawn by D. Rose),,68-66,,
6:26.0,D. Rose makes free throw 1 of 2,1,69-66,,
6:26.0,D. Rose makes free throw 2 of 2,1,70-66,,
6:26.0,K. O'Quinn enters the game for J. Noah,,69-66,,
6:26.0,M. Ndour enters the game for K. Porzingis,,69-66,,
6:13.0,,,70-66,,Turnover by D. Wade (bad pass; steal by D. Rose)
6:04.0,C. Lee misses 2-pt shot from 5 ft,,70-66,,
6:03.0,,,70-66,,Defensive rebound by R. Lopez
5:54.0,,,70-68,2,R. Lopez makes 2-pt shot from 2 ft (assist by R. Rondo)
5:33.0,K. O'Quinn makes 2-pt shot from 16 ft (assist by C. Anthony),2,72-68,,
5:21.0,,,72-68,,R. Rondo misses 2-pt shot from 17 ft
5:20.0,Defensive rebound by M. Ndour,,72-68,,
5:13.0,D. Rose makes 2-pt shot from 18 ft,2,74-68,,
5:12.0,,,74-68,,Chicago full timeout
5:12.0,,,74-68,,D. McDermott enters the game for D. Wade
5:12.0,,,74-68,,J. Grant enters the game for R. Rondo
4:55.0,Personal foul by M. Ndour (drawn by T. Gibson),,74-68,,
4:46.0,,,74-68,,Turnover by T. Gibson (lost ball)
4:26.0,,,74-68,,Def 3 sec tech foul by T. Gibson
4:26.0,C. Anthony makes technical free throw,1,75-68,,
4:19.0,D. Rose misses 2-pt shot from 3 ft,,75-68,,
4:18.0,,,75-68,,Defensive rebound by T. Gibson
4:10.0,,,75-68,,Shooting foul by C. Lee (drawn by J. Butler)
4:10.0,,,75-69,1,J. Butler makes free throw 1 of 2
4:10.0,,,75-70,1,J. Butler makes free throw 2 of 2
3:56.0,Turnover by D. Rose (bad pass; steal by D. McDermott),,75-70,,
3:52.0,,,75-72,2,D. McDermott makes 2-pt shot from 3 ft
3:33.0,C. Anthony misses 2-pt shot from 3 ft,,75-72,,
3:32.0,Offensive rebound by M. Ndour,,75-72,,
3:24.0,C. Anthony misses 3-pt shot from 23 ft,,75-72,,
3:23.0,,,75-72,,Defensive rebound by T. Gibson
3:17.0,,,75-72,,J. Grant misses 2-pt shot from 1 ft
3:17.0,,,75-72,,Offensive rebound by J. Butler
3:17.0,,,75-72,,Shooting foul by M. Ndour (drawn by J. Butler)
3:17.0,,,75-74,2,J. Butler makes 2-pt shot from 2 ft
3:17.0,,,75-75,1,J. Butler makes free throw 1 of 1
3:17.0,K. Porzingis enters the game for M. Ndour,,75-74,,
2:57.0,C. Anthony makes 2-pt shot from 4 ft,2,77-75,,
2:39.0,,,77-75,,J. Butler misses 2-pt shot from 15 ft
2:38.0,Defensive rebound by D. Rose,,77-75,,
2:26.0,C. Lee makes 2-pt shot from 2 ft,2,79-75,,
2:07.0,,,79-75,,J. Grant misses 2-pt shot from 12 ft
2:05.0,Defensive rebound by K. Porzingis,,79-75,,
1:55.0,C. Anthony misses 3-pt shot from 26 ft,,79-75,,
1:54.0,,,79-75,,Defensive rebound by Team
1:54.0,New York full timeout,,79-75,,
1:54.0,,,79-75,,N. Mirotic enters the game for T. Gibson
1:54.0,J. Noah enters the game for K. O'Quinn,,79-75,,
1:31.0,,,79-75,,J. Grant misses 3-pt shot from 26 ft
1:30.0,,,79-75,,Offensive rebound by Team
1:30.0,,,79-75,,Turnover by Team (shot clock)
1:30.0,,,79-75,,D. Wade enters the game for J. Butler
1:07.0,D. Rose makes 2-pt shot from 2 ft (assist by J. Noah),2,81-75,,
1:00.0,,,81-77,2,D. Wade makes 2-pt shot from 19 ft (assist by J. Grant)
0:43.0,B. Jennings enters the game for D. Rose,,81-77,,
0:43.0,New York full timeout,,81-77,,
0:39.0,J. Noah misses 2-pt shot from 3 ft,,81-77,,
0:39.0,,,81-77,,Defensive rebound by Team
0:39.0,Loose ball foul by C. Anthony (drawn by D. Wade),,81-77,,
0:39.0,,,81-77,,D. Wade misses free throw 1 of 2
0:39.0,,,81-77,,Offensive rebound by Team
0:39.0,,,81-78,1,D. Wade makes free throw 2 of 2
0:39.0,J. Holiday enters the game for C. Anthony,,81-77,,
0:23.0,C. Lee makes 3-pt shot from 26 ft (assist by B. Jennings),3,84-78,,
0:04.0,,,84-81,3,D. Wade makes 3-pt shot from 25 ft
0:00.0,J. Noah misses 3-pt shot from 25 ft,,84-81,,
0:00.0,Offensive rebound by Team,,84-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,84-81,,I. Canaan misses 3-pt shot from 26 ft
11:31.0,Offensive rebound by Team,,84-81,,
11:31.0,Jump ball: N. Mirotic vs. J. Noah (B. Jennings gains possession),,,,Jump ball: N. Mirotic vs. J. Noah (B. Jennings gains possession)
11:06.0,J. Noah makes 2-pt shot from 9 ft,2,86-81,,
10:56.0,Personal foul by K. Porzingis (drawn by N. Mirotic),,86-81,,
10:47.0,,,86-81,,B. Portis misses 2-pt shot from 19 ft
10:46.0,Defensive rebound by B. Jennings,,86-81,,
10:25.0,K. Porzingis makes 3-pt shot from 24 ft (assist by B. Jennings),3,89-81,,
10:10.0,,,89-81,,Turnover by N. Mirotic (lost ball; steal by J. Noah)
10:06.0,Shooting foul by B. Portis (drawn by J. Holiday),,89-81,,
10:06.0,J. Holiday misses free throw 1 of 2,,89-81,,
10:06.0,Offensive rebound by Team,,89-81,,
10:06.0,J. Holiday makes free throw 2 of 2,1,90-81,,
9:48.0,,,90-81,,D. Wade misses 2-pt shot from 22 ft
9:47.0,Defensive rebound by B. Jennings,,90-81,,
9:39.0,K. Porzingis misses 3-pt shot from 25 ft,,90-81,,
9:38.0,Offensive rebound by J. Noah,,90-81,,
9:26.0,Shooting foul by B. Portis (drawn by K. Porzingis),,90-81,,
9:26.0,K. Porzingis makes free throw 1 of 2,1,91-81,,
9:26.0,K. Porzingis makes free throw 2 of 2,1,92-81,,
9:26.0,D. Rose enters the game for C. Lee,,91-81,,
9:14.0,,,92-81,,N. Mirotic misses 3-pt shot from 26 ft
9:13.0,Defensive rebound by B. Jennings,,92-81,,
9:09.0,K. Porzingis makes 2-pt shot at rim (assist by B. Jennings),2,94-81,,
9:09.0,,,94-81,,Chicago full timeout
9:09.0,,,94-81,,R. Rondo enters the game for D. McDermott
9:09.0,,,94-81,,T. Gibson enters the game for I. Canaan
9:09.0,,,94-81,,J. Butler enters the game for B. Portis
8:49.0,,,94-83,2,N. Mirotic makes 2-pt shot from 2 ft (assist by R. Rondo)
8:40.0,,,94-83,,Violation by J. Butler (kicked ball)
8:34.0,J. Noah makes 2-pt shot from 2 ft (assist by D. Rose),2,96-83,,
8:14.0,,,96-83,,N. Mirotic misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by D. Rose,,96-83,,
8:05.0,Shooting foul by R. Rondo (drawn by J. Noah),,96-83,,
8:05.0,J. Noah makes free throw 1 of 2,1,97-83,,
8:05.0,J. Noah makes free throw 2 of 2,1,98-83,,
8:05.0,,,97-83,,R. Lopez enters the game for N. Mirotic
7:53.0,,,98-85,2,J. Butler makes 2-pt shot from 5 ft
7:53.0,,,98-85,,Shooting foul by J. Noah (drawn by J. Butler)
7:53.0,,,98-86,1,J. Butler makes free throw 1 of 1
7:42.0,J. Holiday misses 3-pt shot from 23 ft,,98-86,,
7:42.0,,,98-86,,Defensive rebound by Team
7:42.0,Loose ball foul by K. Porzingis (drawn by R. Rondo),,98-86,,
7:42.0,C. Anthony enters the game for J. Holiday,,98-86,,
7:22.0,,,98-86,,Shooting foul by K. Porzingis (drawn by D. Wade)
7:22.0,,,98-87,1,D. Wade makes free throw 1 of 2
7:22.0,,,98-88,1,D. Wade makes free throw 2 of 2
7:22.0,C. Lee enters the game for K. Porzingis,,98-87,,
6:58.0,C. Anthony misses 2-pt shot from 12 ft,,98-88,,
6:57.0,,,98-88,,Defensive rebound by R. Lopez
6:51.0,,,98-90,2,D. Wade makes 2-pt shot from 12 ft
6:51.0,,,98-90,,Shooting foul by D. Rose (drawn by D. Wade)
6:51.0,,,98-91,1,D. Wade makes free throw 1 of 1
6:26.0,B. Jennings misses 3-pt shot from 23 ft,,98-91,,
6:25.0,,,98-91,,Defensive rebound by D. Wade
6:18.0,,,98-91,,J. Butler misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by C. Anthony,,98-91,,
6:07.0,B. Jennings makes 3-pt shot from 24 ft (assist by D. Rose),3,101-91,,
5:50.0,,,101-91,,Shooting foul by D. Rose (drawn by J. Butler)
5:50.0,,,101-91,,Chicago full timeout
5:50.0,,,101-92,1,J. Butler makes free throw 1 of 2
5:50.0,,,101-93,1,J. Butler makes free throw 2 of 2
5:50.0,,,101-91,,D. McDermott enters the game for D. Wade
5:38.0,C. Lee makes 2-pt shot from 2 ft (assist by D. Rose),2,103-93,,
5:15.0,,,103-93,,J. Butler misses 2-pt shot from 18 ft
5:14.0,Defensive rebound by J. Noah,,103-93,,
4:51.0,C. Anthony misses 3-pt shot from 25 ft,,103-93,,
4:50.0,,,103-93,,Defensive rebound by J. Butler
4:37.0,,,103-93,,D. McDermott misses 2-pt shot from 2 ft
4:36.0,Defensive rebound by J. Noah,,103-93,,
4:30.0,C. Anthony makes 3-pt shot from 25 ft (assist by C. Lee),3,106-93,,
4:11.0,,,106-95,2,R. Rondo makes 2-pt shot from 8 ft
3:47.0,D. Rose misses 2-pt shot from 11 ft,,106-95,,
3:46.0,,,106-95,,Defensive rebound by J. Butler
3:27.0,,,106-97,2,R. Lopez makes 2-pt shot from 13 ft (assist by R. Rondo)
3:27.0,New York full timeout,,106-97,,
