time,Minnesota,pts.away,score,pts.home,Golden State
3:25.0,Defensive rebound by G. Dieng,,54-60,,
3:19.0,R. Rubio makes 2-pt shot from 18 ft,2,56-60,,
3:08.0,Personal foul by R. Rubio (drawn by S. Curry),,56-60,,
2:59.0,,,56-60,,S. Curry misses 3-pt shot from 27 ft
2:58.0,Defensive rebound by G. Dieng,,56-60,,
2:34.0,A. Wiggins misses 2-pt shot from 17 ft,,56-60,,
2:33.0,Offensive rebound by R. Rubio,,56-60,,
2:31.0,R. Rubio misses 3-pt shot from 26 ft,,56-60,,
2:29.0,,,56-60,,Defensive rebound by Z. Pachulia
2:28.0,,,56-60,,Golden State full timeout
2:28.0,,,56-60,,A. Iguodala enters the game for P. McCaw
2:11.0,,,56-60,,S. Curry misses 2-pt shot from 6 ft
2:10.0,Defensive rebound by G. Dieng,,56-60,,
1:51.0,A. Wiggins misses 2-pt shot from 13 ft,,56-60,,
1:50.0,,,56-60,,Defensive rebound by Z. Pachulia
1:42.0,,,56-63,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala)
1:18.0,S. Muhammad misses 2-pt shot from 5 ft (block by K. Thompson),,56-63,,
1:18.0,Offensive rebound by S. Muhammad,,56-63,,
1:18.0,Shooting foul by K. Thompson (drawn by S. Muhammad),,56-63,,
1:18.0,S. Muhammad misses free throw 1 of 2,,56-63,,
1:18.0,Offensive rebound by Team,,56-63,,
1:18.0,S. Muhammad misses free throw 2 of 2,,56-63,,
1:17.0,,,56-63,,Defensive rebound by A. Iguodala
1:00.0,,,56-63,,Turnover by S. Curry (bad pass; steal by K. Towns)
0:55.0,A. Wiggins makes 2-pt shot from 2 ft (assist by K. Towns),2,58-63,,
0:48.0,,,58-65,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
0:39.0,A. Wiggins misses 3-pt shot from 26 ft,,58-65,,
0:38.0,,,58-65,,Defensive rebound by Z. Pachulia
0:37.0,Personal foul by K. Towns (drawn by Z. Pachulia),,58-65,,
0:31.0,,,58-65,,Turnover by S. Curry (bad pass; steal by A. Wiggins)
0:09.0,R. Rubio makes 2-pt shot from 20 ft,2,60-65,,
0:04.0,,,60-68,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,60-68,,Turnover by D. Green (bad pass; steal by A. Wiggins)
11:34.0,Turnover by K. Towns (bad pass; steal by K. Thompson),,60-68,,
11:26.0,,,60-68,,Z. Pachulia misses 2-pt shot from 3 ft (block by K. Towns)
11:25.0,Defensive rebound by B. Rush,,60-68,,
11:05.0,A. Wiggins misses 2-pt shot from 8 ft (block by S. Curry),,60-68,,
11:03.0,Offensive rebound by A. Wiggins,,60-68,,
10:58.0,R. Rubio misses 3-pt shot from 24 ft,,60-68,,
10:57.0,Offensive rebound by K. Towns,,60-68,,
10:57.0,K. Towns makes 2-pt shot from 1 ft,2,62-68,,
10:38.0,,,62-71,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
10:19.0,K. Towns makes 2-pt shot from 21 ft (assist by A. Wiggins),2,64-71,,
10:10.0,,,64-71,,K. Thompson misses 2-pt shot from 12 ft
10:09.0,Defensive rebound by G. Dieng,,64-71,,
9:53.0,B. Rush misses 3-pt shot from 23 ft,,64-71,,
9:52.0,,,64-71,,Defensive rebound by Z. Pachulia
9:43.0,,,64-71,,D. Green misses 2-pt shot from 2 ft
9:43.0,,,64-71,,Offensive rebound by Team
9:41.0,,,64-73,2,M. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
9:20.0,G. Dieng makes 2-pt shot from 2 ft (assist by K. Towns),2,66-73,,
9:11.0,,,66-73,,K. Thompson misses 3-pt shot from 25 ft
9:09.0,,,66-73,,Offensive rebound by Z. Pachulia
8:59.0,,,66-73,,Z. Pachulia misses 2-pt shot from 7 ft
8:58.0,Defensive rebound by K. Towns,,66-73,,
8:39.0,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio),3,69-73,,
8:27.0,,,69-75,2,Z. Pachulia makes 2-pt shot at rim (assist by S. Curry)
8:26.0,Minnesota full timeout,,69-75,,
8:14.0,Turnover by A. Wiggins (bad pass; steal by S. Curry),,69-75,,
8:11.0,,,69-77,2,S. Curry makes 2-pt shot at rim
8:02.0,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio),2,71-77,,
7:45.0,,,71-79,2,S. Curry makes 2-pt shot from 17 ft
7:23.0,A. Wiggins misses 2-pt shot from 6 ft,,71-79,,
7:23.0,,,71-79,,Defensive rebound by Z. Pachulia
7:13.0,,,71-82,3,M. Barnes makes 3-pt shot from 23 ft (assist by K. Thompson)
7:13.0,Minnesota full timeout,,71-82,,
7:03.0,Turnover by K. Towns (bad pass; steal by D. Green),,71-82,,
6:56.0,,,71-84,2,K. Thompson makes 2-pt shot from 1 ft (assist by M. Barnes)
6:55.0,,,71-84,,Personal foul by S. Curry (drawn by R. Rubio)
6:55.0,Minnesota full timeout,,71-84,,
6:40.0,G. Dieng misses 2-pt shot from 19 ft,,71-84,,
6:39.0,,,71-84,,Defensive rebound by M. Barnes
6:32.0,,,71-86,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by M. Barnes)
6:05.0,R. Rubio misses 3-pt shot from 25 ft,,71-86,,
6:05.0,,,71-86,,Defensive rebound by K. Thompson
5:56.0,,,71-88,2,K. Thompson makes 2-pt shot from 22 ft
5:35.0,A. Wiggins makes 2-pt shot from 15 ft,2,73-88,,
5:19.0,,,73-88,,Turnover by D. Green (bad pass)
5:19.0,O. Casspi enters the game for K. Towns,,73-88,,
5:19.0,S. Muhammad enters the game for B. Rush,,73-88,,
5:19.0,,,73-88,,A. Iguodala enters the game for M. Barnes
5:06.0,Shooting foul by A. Iguodala (drawn by A. Wiggins),,73-88,,
5:06.0,A. Wiggins makes free throw 1 of 2,1,74-88,,
5:06.0,A. Wiggins makes free throw 2 of 2,1,75-88,,
5:06.0,,,74-88,,S. Livingston enters the game for D. Green
4:52.0,,,75-91,3,S. Curry makes 3-pt shot from 26 ft
4:36.0,R. Rubio misses 2-pt shot from 16 ft,,75-91,,
4:36.0,,,75-91,,Defensive rebound by S. Curry
4:29.0,,,75-94,3,S. Curry makes 3-pt shot from 26 ft
4:29.0,Minnesota full timeout,,75-94,,
4:29.0,,,75-94,,J. McGee enters the game for Z. Pachulia
4:19.0,A. Wiggins makes 3-pt shot from 26 ft (assist by G. Dieng),3,78-94,,
4:19.0,Shooting foul by S. Livingston (drawn by A. Wiggins),,78-94,,
4:19.0,A. Wiggins misses free throw 1 of 1,,78-94,,
4:17.0,,,78-94,,Defensive rebound by J. McGee
4:11.0,,,78-97,3,K. Thompson makes 3-pt shot from 33 ft (assist by S. Curry)
3:51.0,Turnover by A. Wiggins (lost ball; steal by S. Curry),,78-97,,
3:46.0,,,78-99,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry)
3:21.0,R. Rubio misses 2-pt shot from 16 ft (block by S. Curry),,78-99,,
3:20.0,Offensive rebound by S. Muhammad,,78-99,,
3:18.0,S. Muhammad makes 2-pt shot from 2 ft,2,80-99,,
3:06.0,,,80-99,,D. Green enters the game for K. Thompson
2:57.0,Personal foul by A. Wiggins (drawn by S. Curry),,80-99,,
2:52.0,,,80-99,,S. Curry misses 2-pt shot from 21 ft
2:51.0,,,80-99,,Offensive rebound by J. McGee
2:51.0,,,80-101,2,J. McGee makes 2-pt shot at rim
2:26.0,S. Muhammad misses 2-pt shot from 13 ft,,80-101,,
2:26.0,,,80-101,,Defensive rebound by S. Livingston
2:22.0,Personal foul by R. Rubio (drawn by J. McGee),,80-101,,
2:22.0,A. Payne enters the game for G. Dieng,,80-101,,
2:19.0,Personal foul by A. Wiggins (drawn by A. Iguodala),,80-101,,
2:04.0,,,80-103,2,S. Curry makes 2-pt shot from 3 ft (assist by S. Livingston)
1:52.0,Shooting foul by J. McGee (drawn by A. Wiggins),,80-103,,
1:52.0,A. Wiggins misses free throw 1 of 2,,80-103,,
1:52.0,Offensive rebound by Team,,80-103,,
1:52.0,A. Wiggins makes free throw 2 of 2,1,81-103,,
1:52.0,K. Dunn enters the game for R. Rubio,,80-103,,
1:39.0,,,81-103,,S. Curry misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by K. Dunn,,81-103,,
1:30.0,A. Payne makes 3-pt shot from 26 ft (assist by K. Dunn),3,84-103,,
1:12.0,,,84-103,,S. Curry misses 2-pt shot from 8 ft
1:12.0,Defensive rebound by A. Wiggins,,84-103,,
1:05.0,,,84-103,,Violation by J. McGee (def goaltending)
1:05.0,O. Casspi makes 2-pt shot from 3 ft (assist by A. Payne),2,86-103,,
1:05.0,,,86-103,,Golden State full timeout
1:05.0,,,86-103,,J. McAdoo enters the game for J. McGee
0:53.0,,,86-103,,Shooting foul by A. Payne (drawn by S. Curry)
0:53.0,,,86-104,1,S. Curry makes free throw 1 of 2
0:53.0,,,86-104,,S. Curry misses free throw 2 of 2
0:52.0,Defensive rebound by O. Casspi,,86-104,,
0:34.0,S. Muhammad misses 2-pt shot from 4 ft (block by S. Livingston),,86-104,,
0:33.0,Offensive rebound by S. Muhammad,,86-104,,
0:32.0,S. Muhammad misses 2-pt shot from 3 ft,,86-104,,
0:31.0,Offensive rebound by A. Payne,,86-104,,
0:31.0,A. Payne misses 2-pt shot from 3 ft,,86-104,,
0:30.0,Offensive rebound by Team,,86-104,,
0:23.0,Turnover by K. Dunn (bad pass),,86-104,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,K. Dunn misses 2-pt shot from 18 ft,,86-104,,
11:42.0,,,86-104,,Defensive rebound by M. Barnes
11:32.0,,,86-104,,K. Thompson misses 3-pt shot from 32 ft
11:32.0,Defensive rebound by A. Payne,,86-104,,
11:09.0,T. Jones misses 3-pt shot from 26 ft,,86-104,,
11:09.0,Offensive rebound by S. Muhammad,,86-104,,
11:07.0,S. Muhammad makes 2-pt shot from 3 ft,2,88-104,,
10:40.0,,,88-104,,K. Thompson misses 3-pt shot from 26 ft
10:39.0,,,88-104,,Offensive rebound by Team
10:39.0,Loose ball foul by T. Jones (drawn by D. West),,88-104,,
10:33.0,,,88-104,,K. Thompson misses 2-pt shot from 4 ft (block by A. Payne)
10:31.0,Defensive rebound by S. Muhammad,,88-104,,
10:15.0,S. Muhammad misses 3-pt shot from 25 ft,,88-104,,
10:14.0,Offensive rebound by S. Muhammad,,88-104,,
10:11.0,S. Muhammad misses 2-pt shot from 4 ft,,88-104,,
10:10.0,,,88-104,,Defensive rebound by K. Thompson
10:06.0,,,88-104,,Turnover by D. West (lost ball)
9:50.0,C. Aldrich misses 2-pt shot from 3 ft,,88-104,,
9:49.0,Offensive rebound by S. Muhammad,,88-104,,
9:48.0,S. Muhammad misses 2-pt shot from 2 ft,,88-104,,
9:47.0,Offensive rebound by C. Aldrich,,88-104,,
9:47.0,C. Aldrich misses 2-pt shot from 1 ft,,88-104,,
9:45.0,Offensive rebound by S. Muhammad,,88-104,,
9:45.0,S. Muhammad makes 2-pt shot from 2 ft,2,90-104,,
9:26.0,,,90-105,1,K. Thompson makes free throw 1 of 1
9:26.0,,,90-107,2,K. Thompson makes 2-pt shot from 11 ft
9:26.0,,,90-107,,Shooting foul by K. Dunn (drawn by K. Thompson)
9:13.0,A. Payne misses 3-pt shot from 26 ft,,90-107,,
9:13.0,,,90-107,,Defensive rebound by D. West
9:01.0,,,90-107,,Turnover by D. West (lost ball)
8:35.0,C. Aldrich makes 2-pt shot from 6 ft (assist by S. Muhammad),2,92-107,,
8:23.0,,,92-107,,Shooting foul by K. Dunn (drawn by K. Thompson)
8:23.0,Official timeout,,92-107,,
8:23.0,,,92-108,1,K. Thompson makes free throw 1 of 2
8:23.0,,,92-109,1,K. Thompson makes free throw 2 of 2
8:01.0,A. Payne makes 2-pt shot from 2 ft,2,94-109,,
7:37.0,,,94-109,,M. Barnes misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by Team,,94-109,,
7:24.0,C. Aldrich misses 2-pt shot from 6 ft (block by D. West),,94-109,,
7:23.0,,,94-109,,Defensive rebound by M. Barnes
7:16.0,,,94-109,,Shooting foul by K. Dunn (drawn by K. Thompson)
7:16.0,,,94-109,,K. Thompson misses free throw 1 of 2
7:16.0,,,94-109,,Offensive rebound by Team
7:16.0,,,94-110,1,K. Thompson makes free throw 2 of 2
7:16.0,,,94-109,,S. Livingston enters the game for A. Iguodala
7:04.0,K. Dunn misses 2-pt shot from 4 ft,,94-110,,
7:04.0,,,94-110,,Defensive rebound by I. Clark
6:48.0,,,94-112,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
6:35.0,S. Muhammad makes 2-pt shot at rim (assist by T. Jones),2,96-112,,
6:35.0,Shooting foul by K. Thompson (drawn by S. Muhammad),,96-112,,
6:35.0,S. Muhammad makes free throw 1 of 1,1,97-112,,
6:16.0,,,97-114,2,D. West makes 2-pt shot from 7 ft (assist by K. Thompson)
6:02.0,A. Payne misses 2-pt shot from 5 ft,,97-114,,
6:02.0,,,97-114,,Defensive rebound by D. West
5:47.0,,,97-114,,K. Thompson misses 3-pt shot from 24 ft
5:46.0,,,97-114,,Offensive rebound by D. West
5:45.0,,,97-116,2,D. West makes 2-pt shot from 2 ft
5:45.0,,,97-116,,Shooting foul by K. Dunn (drawn by D. West)
5:45.0,,,97-116,,Golden State full timeout
5:45.0,,,97-117,1,D. West makes free throw 1 of 1
5:45.0,J. Hill enters the game for C. Aldrich,,97-116,,
5:45.0,,,97-116,,J. McAdoo enters the game for M. Barnes
5:45.0,,,97-116,,P. McCaw enters the game for K. Thompson
5:32.0,Shooting foul by S. Livingston (drawn by S. Muhammad),,97-117,,
5:32.0,S. Muhammad makes free throw 1 of 2,1,98-117,,
5:32.0,S. Muhammad makes free throw 2 of 2,1,99-117,,
5:18.0,,,99-117,,D. West misses 2-pt shot from 16 ft
5:18.0,Defensive rebound by T. Jones,,99-117,,
5:01.0,Turnover by K. Dunn (lost ball; steal by P. McCaw),,99-117,,
