time,Oklahoma City,pts.away,score,pts.home,Houston
7:00.0,Turnover by V. Oladipo (lost ball; steal by T. Ariza),,16-4,,
6:59.0,Personal foul by V. Oladipo (drawn by P. Beverley),,16-4,,
6:52.0,,,16-4,,Shooting foul by A. Roberson (drawn by J. Harden)
6:52.0,,,16-5,1,J. Harden makes free throw 1 of 3
6:52.0,,,16-6,1,J. Harden makes free throw 2 of 3
6:52.0,,,16-7,1,J. Harden makes free throw 3 of 3
6:39.0,R. Westbrook makes 2-pt shot from 18 ft (assist by V. Oladipo),2,18-7,,
6:27.0,,,18-7,,R. Anderson misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by R. Westbrook,,18-7,,
6:20.0,Shooting foul by R. Anderson (drawn by R. Westbrook),,18-7,,
6:20.0,R. Westbrook makes free throw 1 of 2,1,19-7,,
6:20.0,R. Westbrook makes free throw 2 of 2,1,20-7,,
6:20.0,,,19-7,,E. Gordon enters the game for P. Beverley
6:20.0,,,19-7,,N. Hilario enters the game for C. Capela
6:04.0,,,20-9,2,N. Hilario makes 2-pt shot at rim (assist by J. Harden)
5:45.0,A. Roberson misses 2-pt shot from 11 ft,,20-9,,
5:44.0,,,20-9,,Defensive rebound by R. Anderson
5:33.0,,,20-11,2,N. Hilario makes 2-pt shot from 1 ft (assist by T. Ariza)
5:21.0,R. Westbrook makes 2-pt shot from 15 ft,2,22-11,,
5:01.0,,,22-11,,E. Gordon misses 3-pt shot from 28 ft
5:00.0,Defensive rebound by V. Oladipo,,22-11,,
4:49.0,Turnover by R. Westbrook (bad pass; steal by N. Hilario),,22-11,,
4:31.0,,,22-11,,T. Ariza misses 2-pt shot from 2 ft
4:30.0,Defensive rebound by T. Gibson,,22-11,,
4:25.0,Shooting foul by N. Hilario (drawn by T. Gibson),,22-11,,
4:25.0,T. Gibson makes free throw 1 of 2,1,23-11,,
4:25.0,T. Gibson makes free throw 2 of 2,1,24-11,,
4:25.0,A. Abrines enters the game for V. Oladipo,,23-11,,
4:25.0,D. Sabonis enters the game for S. Adams,,23-11,,
4:25.0,,,23-11,,L. Williams enters the game for T. Ariza
4:10.0,,,24-13,2,E. Gordon makes 2-pt shot from 2 ft
3:52.0,R. Westbrook misses 2-pt shot from 13 ft (block by E. Gordon),,24-13,,
3:52.0,Offensive rebound by R. Westbrook,,24-13,,
3:52.0,Oklahoma City full timeout,,24-13,,
3:52.0,J. Grant enters the game for T. Gibson,,24-13,,
3:48.0,R. Westbrook misses 2-pt shot from 14 ft,,24-13,,
3:48.0,,,24-13,,Defensive rebound by R. Anderson
3:47.0,Personal foul by D. Sabonis (drawn by R. Anderson),,24-13,,
3:36.0,,,24-13,,Shooting foul by D. Sabonis (drawn by N. Hilario)
3:36.0,,,24-13,,N. Hilario misses free throw 1 of 2
3:36.0,,,24-13,,Offensive rebound by Team
3:36.0,,,24-13,,N. Hilario misses free throw 2 of 2
3:36.0,Defensive rebound by R. Westbrook,,24-13,,
3:36.0,S. Adams enters the game for D. Sabonis,,24-13,,
3:26.0,R. Westbrook makes 2-pt shot from 2 ft,2,26-13,,
3:16.0,,,26-13,,R. Anderson misses 3-pt shot from 27 ft
3:16.0,Defensive rebound by R. Westbrook,,26-13,,
3:13.0,Shooting foul by J. Harden (drawn by J. Grant),,26-13,,
3:13.0,J. Grant makes free throw 1 of 2,1,27-13,,
3:13.0,J. Grant makes free throw 2 of 2,1,28-13,,
3:13.0,,,27-13,,T. Ariza enters the game for R. Anderson
3:01.0,,,28-16,3,L. Williams makes 3-pt shot from 23 ft
2:45.0,R. Westbrook makes 2-pt shot from 12 ft,2,30-16,,
2:33.0,,,30-18,2,J. Harden makes 2-pt shot from 13 ft
2:12.0,A. Abrines misses 3-pt shot from 26 ft,,30-18,,
2:12.0,Offensive rebound by J. Grant,,30-18,,
2:11.0,J. Grant makes 2-pt shot at rim,2,32-18,,
1:55.0,,,32-20,2,L. Williams makes 2-pt shot from 2 ft
1:34.0,A. Roberson misses 2-pt shot from 4 ft,,32-20,,
1:32.0,Offensive rebound by S. Adams,,32-20,,
1:31.0,Oklahoma City full timeout,,32-20,,
1:31.0,S. Christon enters the game for R. Westbrook,,32-20,,
1:28.0,,,32-20,,Personal foul by N. Hilario (drawn by S. Adams)
1:28.0,S. Adams makes free throw 1 of 2,1,33-20,,
1:28.0,S. Adams misses free throw 2 of 2,,33-20,,
1:27.0,Offensive rebound by A. Roberson,,33-20,,
1:13.0,S. Christon misses 2-pt shot from 18 ft,,33-20,,
1:13.0,,,33-20,,Defensive rebound by E. Gordon
1:08.0,Personal foul by S. Adams (drawn by N. Hilario),,33-20,,
1:08.0,,,33-20,,N. Hilario misses free throw 1 of 2
1:08.0,,,33-20,,Offensive rebound by Team
1:08.0,,,33-21,1,N. Hilario makes free throw 2 of 2
0:51.0,A. Roberson misses 3-pt shot from 25 ft,,33-21,,
0:50.0,,,33-21,,Defensive rebound by Team
0:39.0,,,33-21,,J. Harden misses 2-pt shot from 3 ft (block by A. Roberson)
0:39.0,,,33-21,,Offensive rebound by Team
0:39.0,,,33-21,,C. Capela enters the game for N. Hilario
0:38.0,,,33-21,,Shooting foul by S. Adams (drawn by E. Gordon)
0:38.0,,,33-22,1,E. Gordon makes free throw 1 of 2
0:38.0,,,33-23,1,E. Gordon makes free throw 2 of 2
0:38.0,T. Gibson enters the game for S. Adams,,33-22,,
0:20.0,T. Gibson misses 2-pt shot from 12 ft,,33-23,,
0:20.0,Offensive rebound by A. Roberson,,33-23,,
0:19.0,A. Roberson makes 2-pt shot from 1 ft,2,35-23,,
0:01.0,,,35-26,3,L. Williams makes 3-pt shot from 25 ft (assist by J. Harden)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,35-26,,L. Williams misses 2-pt shot from 2 ft (block by E. Kanter)
11:43.0,,,35-26,,Offensive rebound by L. Williams
11:43.0,,,35-28,2,L. Williams makes 2-pt shot from 2 ft
11:23.0,V. Oladipo makes 2-pt shot from 1 ft (assist by S. Christon),2,37-28,,
11:15.0,,,37-30,2,L. Williams makes 2-pt shot from 2 ft
10:57.0,E. Kanter misses 2-pt shot from 3 ft,,37-30,,
10:56.0,,,37-30,,Defensive rebound by C. Capela
10:48.0,,,37-30,,T. Ariza misses 2-pt shot from 3 ft (block by E. Kanter)
10:46.0,Defensive rebound by S. Christon,,37-30,,
10:40.0,V. Oladipo makes 2-pt shot from 2 ft (assist by S. Christon),2,39-30,,
10:26.0,,,39-32,2,T. Ariza makes 2-pt shot from 2 ft (assist by P. Beverley)
10:10.0,V. Oladipo misses 2-pt shot from 1 ft (block by C. Capela),,39-32,,
10:10.0,Offensive rebound by E. Kanter,,39-32,,
10:09.0,E. Kanter makes 2-pt shot from 2 ft,2,41-32,,
9:54.0,,,41-32,,Shooting foul by E. Kanter (drawn by C. Capela)
9:54.0,,,41-33,1,C. Capela makes free throw 1 of 2
9:54.0,,,41-33,,C. Capela misses free throw 2 of 2
9:54.0,Defensive rebound by J. Grant,,41-33,,
9:36.0,E. Kanter misses 2-pt shot from 1 ft,,41-33,,
9:35.0,,,41-33,,Defensive rebound by C. Capela
9:29.0,,,41-35,2,P. Beverley makes 2-pt shot from 2 ft
9:14.0,,,41-35,,Personal foul by P. Beverley (drawn by J. Grant)
9:14.0,R. Westbrook enters the game for S. Christon,,41-35,,
9:14.0,K. Singler enters the game for J. Grant,,41-35,,
9:03.0,Shooting foul by P. Beverley (drawn by R. Westbrook),,41-35,,
9:03.0,R. Westbrook makes free throw 1 of 2,1,42-35,,
9:03.0,R. Westbrook makes free throw 2 of 2,1,43-35,,
8:54.0,,,43-37,2,L. Williams makes 2-pt shot from 15 ft
8:41.0,Turnover by R. Westbrook (lost ball; steal by L. Williams),,43-37,,
8:33.0,,,43-40,3,P. Beverley makes 3-pt shot from 23 ft (assist by L. Williams)
8:18.0,D. McDermott makes 3-pt shot from 26 ft (assist by R. Westbrook),3,46-40,,
8:07.0,,,46-40,,E. Gordon misses 2-pt shot from 4 ft (block by E. Kanter)
8:06.0,Defensive rebound by R. Westbrook,,46-40,,
7:59.0,V. Oladipo misses 3-pt shot from 25 ft,,46-40,,
7:58.0,,,46-40,,Defensive rebound by E. Gordon
7:55.0,,,46-40,,Shooting foul by K. Singler (drawn by L. Williams)
7:55.0,,,46-40,,Houston full timeout
7:55.0,,,46-41,1,L. Williams makes free throw 1 of 2
7:55.0,,,46-42,1,L. Williams makes free throw 2 of 2
7:55.0,A. Roberson enters the game for V. Oladipo,,46-40,,
7:55.0,S. Adams enters the game for E. Kanter,,46-40,,
7:55.0,,,46-40,,R. Anderson enters the game for T. Ariza
7:55.0,V. Oladipo enters the game for A. Roberson,,46-41,,
7:45.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,48-42,,
7:28.0,,,48-44,2,C. Capela makes 2-pt shot from 1 ft (assist by P. Beverley)
7:11.0,D. McDermott makes 2-pt shot from 5 ft (assist by R. Westbrook),2,50-44,,
6:54.0,,,50-44,,Turnover by E. Gordon (traveling)
6:43.0,D. McDermott makes 3-pt shot from 25 ft (assist by R. Westbrook),3,53-44,,
6:25.0,,,53-44,,C. Capela misses 2-pt shot from 3 ft (block by R. Westbrook)
6:24.0,Defensive rebound by K. Singler,,53-44,,
6:20.0,R. Westbrook makes 2-pt shot from 1 ft,2,55-44,,
6:17.0,,,55-44,,Houston full timeout
6:17.0,A. Roberson enters the game for K. Singler,,55-44,,
6:17.0,,,55-44,,J. Harden enters the game for C. Capela
6:17.0,,,55-44,,N. Hilario enters the game for P. Beverley
6:04.0,,,55-46,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
5:52.0,R. Westbrook misses 2-pt shot from 1 ft,,55-46,,
5:51.0,,,55-46,,Defensive rebound by E. Gordon
5:45.0,,,55-46,,L. Williams misses 2-pt shot from 16 ft
5:45.0,Defensive rebound by D. McDermott,,55-46,,
5:25.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,55-46,,
5:25.0,R. Westbrook makes free throw 1 of 2,1,56-46,,
5:25.0,R. Westbrook makes free throw 2 of 2,1,57-46,,
5:10.0,,,57-46,,E. Gordon misses 3-pt shot from 23 ft
5:08.0,,,57-46,,Offensive rebound by Team
4:52.0,,,57-49,3,E. Gordon makes 3-pt shot from 23 ft (assist by N. Hilario)
4:32.0,S. Adams misses 2-pt shot from 4 ft,,57-49,,
4:31.0,,,57-49,,Defensive rebound by Team
4:31.0,,,57-49,,P. Beverley enters the game for L. Williams
4:31.0,,,57-49,,T. Ariza enters the game for R. Anderson
4:20.0,,,57-51,2,J. Harden makes 2-pt shot from 1 ft
4:09.0,,,57-51,,Personal foul by J. Harden (drawn by S. Adams)
4:09.0,J. Grant enters the game for D. McDermott,,57-51,,
4:05.0,R. Westbrook misses 2-pt shot from 1 ft,,57-51,,
4:04.0,,,57-51,,Defensive rebound by N. Hilario
4:04.0,Personal foul by R. Westbrook (drawn by N. Hilario),,57-51,,
3:54.0,,,57-51,,Turnover by J. Harden (lost ball; steal by A. Roberson)
3:49.0,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook),2,59-51,,
3:30.0,,,59-51,,Turnover by N. Hilario (traveling)
3:12.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,61-51,,
3:01.0,,,61-51,,Shooting foul by J. Grant (drawn by J. Harden)
3:01.0,,,61-52,1,J. Harden makes free throw 1 of 3
3:01.0,,,61-53,1,J. Harden makes free throw 2 of 3
3:01.0,,,61-54,1,J. Harden makes free throw 3 of 3
2:45.0,R. Westbrook misses 3-pt shot from 28 ft,,61-54,,
2:44.0,Offensive rebound by S. Adams,,61-54,,
2:34.0,J. Grant makes 3-pt shot from 23 ft (assist by V. Oladipo),3,64-54,,
2:20.0,Oklahoma City full timeout,,64-54,,
2:20.0,,,64-54,,R. Anderson enters the game for E. Gordon
2:05.0,,,64-56,2,P. Beverley makes 2-pt shot from 16 ft (assist by J. Harden)
1:49.0,R. Westbrook makes 2-pt shot from 3 ft,2,66-56,,
1:31.0,,,66-56,,Shooting foul by S. Adams (drawn by J. Harden)
1:31.0,,,66-57,1,J. Harden makes free throw 1 of 2
1:31.0,,,66-58,1,J. Harden makes free throw 2 of 2
1:31.0,T. Gibson enters the game for S. Adams,,66-57,,
1:31.0,,,66-57,,C. Capela enters the game for N. Hilario
1:18.0,V. Oladipo misses 3-pt shot from 25 ft,,66-58,,
1:17.0,,,66-58,,Defensive rebound by C. Capela
1:09.0,,,66-58,,Shooting foul by T. Gibson (drawn by J. Harden)
1:09.0,,,66-59,1,J. Harden makes free throw 1 of 2
1:09.0,,,66-60,1,J. Harden makes free throw 2 of 2
1:09.0,K. Singler enters the game for T. Gibson,,66-59,,
0:58.0,R. Westbrook makes 2-pt shot from 18 ft,2,68-60,,
0:43.0,,,68-62,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
0:32.0,Turnover by R. Westbrook (bad pass; steal by J. Harden),,68-62,,
0:17.0,,,68-62,,J. Harden misses 2-pt shot from 2 ft (block by J. Grant)
0:17.0,Defensive rebound by R. Westbrook,,68-62,,
0:03.0,R. Westbrook misses 3-pt shot from 26 ft,,68-62,,
0:02.0,,,68-62,,Defensive rebound by J. Harden
0:00.0,,,68-62,,J. Harden misses 3-pt shot from 46 ft
0:00.0,,,68-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,68-62,,J. Harden misses 3-pt shot from 25 ft
11:34.0,,,68-62,,Offensive rebound by Team
11:26.0,,,68-62,,Offensive charge foul by J. Harden
11:26.0,,,68-62,,Turnover by J. Harden (offensive foul)
11:18.0,,,68-62,,Personal foul by R. Anderson (drawn by T. Gibson)
11:06.0,Shooting foul by C. Capela (drawn by R. Westbrook),,68-62,,
11:06.0,R. Westbrook makes free throw 1 of 2,1,69-62,,
11:06.0,R. Westbrook makes free throw 2 of 2,1,70-62,,
10:52.0,,,70-62,,P. Beverley misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by S. Adams,,70-62,,
10:38.0,T. Gibson misses 2-pt shot from 1 ft,,70-62,,
10:37.0,,,70-62,,Defensive rebound by J. Harden
10:27.0,,,70-62,,R. Anderson misses 3-pt shot from 26 ft
10:26.0,,,70-62,,Offensive rebound by P. Beverley
10:15.0,,,70-62,,Turnover by P. Beverley (bad pass; steal by R. Westbrook)
10:11.0,Shooting foul by P. Beverley (drawn by R. Westbrook),,70-62,,
10:11.0,R. Westbrook misses free throw 1 of 2,,70-62,,
10:11.0,Offensive rebound by Team,,70-62,,
10:11.0,R. Westbrook makes free throw 2 of 2,1,71-62,,
9:57.0,,,71-62,,Shooting foul by T. Gibson (drawn by R. Anderson)
9:57.0,,,71-63,1,R. Anderson makes free throw 1 of 2
9:57.0,,,71-64,1,R. Anderson makes free throw 2 of 2
9:47.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,73-64,,
9:36.0,,,73-64,,J. Harden misses 2-pt shot from 2 ft (block by S. Adams)
9:35.0,Defensive rebound by S. Adams,,73-64,,
9:23.0,R. Westbrook makes 2-pt shot from 17 ft,2,75-64,,
9:11.0,,,75-66,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
9:11.0,,,75-66,,Shooting foul by R. Westbrook (drawn by C. Capela)
9:11.0,,,75-66,,C. Capela misses free throw 1 of 1
9:11.0,Defensive rebound by S. Adams,,75-66,,
8:55.0,Turnover by V. Oladipo (lost ball; steal by P. Beverley),,75-66,,
8:41.0,,,75-68,2,R. Anderson makes 2-pt shot at rim
8:41.0,Oklahoma City full timeout,,75-68,,
8:26.0,R. Westbrook makes 2-pt shot from 16 ft,2,77-68,,
8:07.0,,,77-68,,P. Beverley misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by T. Gibson,,77-68,,
7:42.0,V. Oladipo misses 3-pt shot from 23 ft,,77-68,,
7:41.0,Offensive rebound by S. Adams,,77-68,,
7:25.0,R. Westbrook makes 2-pt shot from 19 ft,2,79-68,,
7:10.0,,,79-68,,C. Capela misses 2-pt shot from 2 ft (block by S. Adams)
7:09.0,Defensive rebound by A. Roberson,,79-68,,
7:01.0,R. Westbrook misses 2-pt shot from 20 ft,,79-68,,
7:00.0,,,79-68,,Defensive rebound by T. Ariza
6:53.0,,,79-68,,Shooting foul by V. Oladipo (drawn by J. Harden)
6:53.0,,,79-69,1,J. Harden makes free throw 1 of 2
6:53.0,,,79-70,1,J. Harden makes free throw 2 of 2
6:53.0,J. Grant enters the game for T. Gibson,,79-69,,
6:40.0,R. Westbrook misses 2-pt shot at rim,,79-70,,
6:39.0,,,79-70,,Defensive rebound by C. Capela
6:17.0,,,79-70,,Shooting foul by S. Adams (drawn by J. Harden)
6:17.0,,,79-71,1,J. Harden makes free throw 1 of 2
6:17.0,,,79-72,1,J. Harden makes free throw 2 of 2
6:17.0,,,79-71,,E. Gordon enters the game for P. Beverley
6:17.0,,,79-71,,N. Hilario enters the game for C. Capela
6:17.0,T. Gibson enters the game for S. Adams,,79-71,,
6:12.0,Turnover by R. Westbrook (bad pass),,79-72,,
5:58.0,,,79-72,,J. Harden misses 2-pt shot from 1 ft
5:57.0,Defensive rebound by V. Oladipo,,79-72,,
5:51.0,R. Westbrook misses 2-pt shot from 2 ft,,79-72,,
5:50.0,Offensive rebound by A. Roberson,,79-72,,
5:44.0,V. Oladipo misses 2-pt shot from 4 ft (block by R. Anderson),,79-72,,
5:44.0,,,79-72,,Defensive rebound by Team
5:26.0,,,79-74,2,E. Gordon makes 2-pt shot from 3 ft
5:12.0,Shooting foul by R. Anderson (drawn by J. Grant),,79-74,,
5:12.0,J. Grant makes free throw 1 of 2,1,80-74,,
5:12.0,J. Grant makes free throw 2 of 2,1,81-74,,
4:53.0,,,81-74,,Turnover by J. Harden (bad pass)
4:42.0,V. Oladipo misses 3-pt shot from 24 ft,,81-74,,
4:41.0,Offensive rebound by R. Westbrook,,81-74,,
4:28.0,R. Westbrook makes 2-pt shot from 18 ft,2,83-74,,
4:06.0,,,83-74,,R. Anderson misses 3-pt shot from 26 ft
4:06.0,Defensive rebound by V. Oladipo,,83-74,,
3:51.0,R. Westbrook makes 3-pt shot from 25 ft,3,86-74,,
3:38.0,,,86-74,,Turnover by E. Gordon (bad pass; steal by A. Roberson)
3:29.0,A. Roberson misses 3-pt shot from 25 ft,,86-74,,
3:29.0,,,86-74,,Defensive rebound by R. Anderson
3:17.0,,,86-74,,Turnover by T. Ariza (bad pass; steal by V. Oladipo)
3:16.0,Oklahoma City full timeout,,86-74,,
3:16.0,K. Singler enters the game for V. Oladipo,,86-74,,
3:16.0,,,86-74,,L. Williams enters the game for R. Anderson
2:58.0,R. Westbrook misses 3-pt shot from 26 ft,,86-74,,
2:57.0,,,86-74,,Defensive rebound by J. Harden
2:50.0,,,86-74,,L. Williams misses 2-pt shot from 13 ft
2:49.0,Defensive rebound by T. Gibson,,86-74,,
2:41.0,R. Westbrook misses 2-pt shot from 18 ft,,86-74,,
2:40.0,Offensive rebound by A. Roberson,,86-74,,
2:21.0,Turnover by J. Grant (lost ball),,86-74,,
2:21.0,,,86-74,,Houston full timeout
2:21.0,S. Christon enters the game for T. Gibson,,86-74,,
2:21.0,V. Oladipo enters the game for R. Westbrook,,86-74,,
2:07.0,,,86-77,3,J. Harden makes 3-pt shot from 25 ft
1:53.0,V. Oladipo misses 2-pt shot from 18 ft,,86-77,,
1:52.0,,,86-77,,Defensive rebound by T. Ariza
1:35.0,,,86-79,2,E. Gordon makes 2-pt shot from 3 ft (assist by L. Williams)
1:14.0,S. Christon misses 3-pt shot from 25 ft,,86-79,,
1:13.0,,,86-79,,Defensive rebound by N. Hilario
1:04.0,,,86-81,2,L. Williams makes 2-pt shot from 4 ft
1:04.0,Oklahoma City full timeout,,86-81,,
0:54.0,J. Grant misses 2-pt shot from 4 ft (block by N. Hilario),,86-81,,
0:53.0,,,86-81,,Defensive rebound by J. Harden
0:44.0,,,86-83,2,J. Harden makes 2-pt shot from 2 ft
0:24.0,V. Oladipo makes 3-pt shot from 25 ft (assist by S. Christon),3,89-83,,
0:03.0,,,89-86,3,J. Harden makes 3-pt shot from 28 ft
0:00.0,S. Christon misses 3-pt shot from 52 ft,,89-86,,
0:00.0,Offensive rebound by Team,,89-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,D. McDermott makes 3-pt shot from 25 ft (assist by R. Westbrook),3,92-86,,
11:35.0,,,92-86,,Turnover by P. Beverley (bad pass; steal by S. Adams)
11:31.0,Shooting foul by P. Beverley (drawn by R. Westbrook),,92-86,,
11:31.0,R. Westbrook makes free throw 1 of 2,1,93-86,,
11:31.0,R. Westbrook makes free throw 2 of 2,1,94-86,,
11:13.0,,,94-88,2,P. Beverley makes 2-pt shot from 9 ft (assist by N. Hilario)
11:01.0,D. McDermott misses 3-pt shot from 26 ft,,94-88,,
11:00.0,,,94-88,,Defensive rebound by T. Ariza
10:54.0,Personal foul by S. Adams (drawn by N. Hilario),,94-88,,
10:54.0,D. Sabonis enters the game for S. Adams,,94-88,,
10:54.0,,,94-88,,C. Capela enters the game for N. Hilario
10:52.0,Personal foul by K. Singler (drawn by E. Gordon),,94-88,,
10:47.0,,,94-88,,E. Gordon misses 2-pt shot from 18 ft
10:47.0,Defensive rebound by V. Oladipo,,94-88,,
10:32.0,K. Singler misses 2-pt shot from 4 ft (block by C. Capela),,94-88,,
10:31.0,,,94-88,,Defensive rebound by C. Capela
10:22.0,,,94-88,,L. Williams misses 2-pt shot from 4 ft
10:22.0,,,94-88,,Offensive rebound by Team
10:07.0,,,94-90,2,P. Beverley makes 2-pt shot from 7 ft
9:52.0,D. Sabonis misses 2-pt shot at rim,,94-90,,
9:51.0,,,94-90,,Defensive rebound by C. Capela
9:45.0,,,94-90,,L. Williams misses 2-pt shot from 3 ft (block by D. Sabonis)
9:45.0,,,94-90,,Offensive rebound by Team
9:38.0,,,94-90,,C. Capela misses 2-pt shot from 3 ft
9:38.0,Defensive rebound by R. Westbrook,,94-90,,
9:30.0,R. Westbrook misses 2-pt shot from 3 ft (block by C. Capela),,94-90,,
9:29.0,,,94-90,,Defensive rebound by P. Beverley
9:23.0,,,94-90,,Shooting foul by D. Sabonis (drawn by P. Beverley)
9:23.0,,,94-90,,P. Beverley misses free throw 1 of 2
9:23.0,,,94-90,,Offensive rebound by Team
9:23.0,,,94-91,1,P. Beverley makes free throw 2 of 2
9:23.0,E. Kanter enters the game for D. Sabonis,,94-90,,
9:06.0,V. Oladipo misses 2-pt shot from 4 ft (block by C. Capela),,94-91,,
9:05.0,,,94-91,,Defensive rebound by C. Capela
8:56.0,Personal foul by E. Kanter (drawn by C. Capela),,94-91,,
8:56.0,,,94-91,,Houston full timeout
8:56.0,,,94-91,,R. Anderson enters the game for T. Ariza
8:56.0,J. Grant enters the game for K. Singler,,94-91,,
8:51.0,,,94-93,2,E. Gordon makes 2-pt shot from 9 ft (assist by C. Capela)
8:34.0,R. Westbrook misses 2-pt shot from 22 ft,,94-93,,
8:33.0,,,94-93,,Defensive rebound by P. Beverley
8:26.0,,,94-93,,E. Gordon misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by V. Oladipo,,94-93,,
8:17.0,R. Westbrook misses 2-pt shot from 2 ft,,94-93,,
8:16.0,,,94-93,,Defensive rebound by E. Gordon
8:08.0,,,94-96,3,E. Gordon makes 3-pt shot from 26 ft (assist by P. Beverley)
7:51.0,R. Westbrook makes 2-pt shot from 14 ft,2,96-96,,
7:39.0,,,96-99,3,L. Williams makes 3-pt shot from 26 ft (assist by E. Gordon)
7:22.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,98-99,,
7:10.0,,,98-99,,E. Gordon misses 2-pt shot from 3 ft (block by J. Grant)
7:10.0,Defensive rebound by Team,,98-99,,
7:10.0,,,98-99,,Loose ball foul by C. Capela (drawn by E. Kanter)
7:10.0,A. Roberson enters the game for V. Oladipo,,98-99,,
7:10.0,,,98-99,,N. Hilario enters the game for C. Capela
7:10.0,,,98-99,,J. Harden enters the game for E. Gordon
6:58.0,R. Westbrook misses 3-pt shot from 25 ft,,98-99,,
6:57.0,,,98-99,,Defensive rebound by N. Hilario
6:38.0,,,98-99,,L. Williams misses 3-pt shot from 27 ft
6:38.0,Defensive rebound by J. Grant,,98-99,,
6:22.0,R. Westbrook makes 2-pt shot from 13 ft,2,100-99,,
6:08.0,,,100-101,2,J. Harden makes 2-pt shot from 1 ft
5:52.0,R. Westbrook misses 2-pt shot from 12 ft,,100-101,,
5:52.0,Offensive rebound by Team,,100-101,,
