time,Minnesota,pts.away,score,pts.home,Dallas
0:49.0,N. Bjelica makes 2-pt shot from 3 ft,2,25-23,,
0:35.0,,,25-23,,Shooting foul by K. Dunn (drawn by D. Harris)
0:35.0,,,25-24,1,D. Harris makes free throw 1 of 2
0:35.0,,,25-25,1,D. Harris makes free throw 2 of 2
0:35.0,,,25-24,,D. Powell enters the game for D. Nowitzki
0:35.0,,,25-24,,D. Finney-Smith enters the game for W. Matthews
0:30.0,Turnover by K. Dunn (lost ball; steal by D. Finney-Smith),,25-25,,
0:12.0,Personal take foul by S. Muhammad (drawn by D. Harris),,25-25,,
0:12.0,,,25-26,1,D. Harris makes free throw 1 of 2
0:12.0,,,25-27,1,D. Harris makes free throw 2 of 2
0:04.0,,,25-27,,Personal take foul by D. Finney-Smith (drawn by A. Wiggins)
0:04.0,,,25-27,,S. Curry enters the game for J. Barea
0:01.0,Turnover by A. Wiggins (traveling),,25-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,25-29,2,D. Harris makes 2-pt shot from 9 ft (assist by D. Powell)
11:44.0,Shooting block foul by C. Aldrich (drawn by D. Harris),,25-29,,
11:44.0,,,25-30,1,D. Harris makes free throw 1 of 1
11:24.0,K. Dunn misses 3-pt shot from 25 ft,,25-30,,
11:23.0,,,25-30,,Defensive rebound by D. Harris
11:16.0,,,25-33,3,D. Nowitzki makes 3-pt shot from 27 ft (assist by J. Barea)
10:58.0,S. Muhammad misses 2-pt shot from 7 ft,,25-33,,
10:57.0,,,25-33,,Defensive rebound by D. Nowitzki
10:48.0,,,25-33,,Shooting foul by K. Dunn
10:48.0,,,25-34,1,J. Barea makes free throw 1 of 2
10:48.0,,,25-34,,J. Barea misses free throw 2 of 2
10:48.0,B. Rush enters the game for S. Muhammad,,25-34,,
10:47.0,Defensive rebound by C. Aldrich,,25-34,,
10:35.0,Z. LaVine misses 3-pt shot from 25 ft,,25-34,,
10:34.0,,,25-34,,Defensive rebound by D. Powell
10:21.0,,,25-34,,D. Nowitzki misses 2-pt shot from 21 ft
10:21.0,Defensive rebound by C. Aldrich,,25-34,,
10:15.0,N. Bjelica makes 2-pt shot from 4 ft,2,27-34,,
10:15.0,Shooting foul by D. Powell (drawn by N. Bjelica),,27-34,,
10:15.0,N. Bjelica misses free throw 1 of 1,,27-34,,
10:14.0,,,27-34,,Defensive rebound by D. Nowitzki
10:01.0,,,27-34,,Shooting foul by K. Dunn
10:01.0,,,27-35,1,J. Barea makes free throw 1 of 3
10:01.0,,,27-36,1,J. Barea makes free throw 2 of 3
10:01.0,,,27-37,1,J. Barea makes free throw 3 of 3
10:01.0,,,27-36,,S. Curry enters the game for D. Harris
10:01.0,R. Rubio enters the game for K. Dunn,,27-36,,
9:50.0,Z. LaVine misses 2-pt shot from 2 ft (block by D. Nowitzki),,27-37,,
9:49.0,,,27-37,,Defensive rebound by S. Curry
9:42.0,,,27-37,,Turnover by J. Barea (bad pass; steal by N. Bjelica)
9:29.0,Turnover by N. Bjelica (lost ball; steal by S. Curry),,27-37,,
9:19.0,,,27-37,,S. Curry misses 2-pt shot from 4 ft
9:16.0,Defensive rebound by C. Aldrich,,27-37,,
8:53.0,N. Bjelica makes 2-pt shot from 15 ft,2,29-37,,
8:35.0,,,29-39,2,D. Nowitzki makes 2-pt shot from 4 ft (assist by J. Barea)
8:21.0,B. Rush misses 2-pt shot from 21 ft,,29-39,,
8:20.0,,,29-39,,Defensive rebound by J. Barea
8:08.0,,,29-41,2,D. Nowitzki makes 2-pt shot from 22 ft (assist by J. Barea)
7:45.0,R. Rubio misses 2-pt shot from 2 ft (block by D. Finney-Smith),,29-41,,
7:44.0,,,29-41,,Defensive rebound by D. Nowitzki
7:35.0,,,29-44,3,D. Nowitzki makes 3-pt shot from 29 ft (assist by D. Finney-Smith)
7:27.0,Minnesota full timeout,,29-44,,
7:27.0,,,29-44,,H. Barnes enters the game for D. Nowitzki
7:27.0,G. Dieng enters the game for N. Bjelica,,29-44,,
7:27.0,K. Towns enters the game for C. Aldrich,,29-44,,
7:27.0,A. Wiggins enters the game for B. Rush,,29-44,,
7:27.0,,,29-44,,Violation by Team (jump ball)
7:09.0,Shooting foul by H. Barnes (drawn by G. Dieng),,29-44,,
7:09.0,G. Dieng misses free throw 1 of 2,,29-44,,
7:09.0,Offensive rebound by Team,,29-44,,
7:09.0,G. Dieng misses free throw 2 of 2,,29-44,,
7:08.0,,,29-44,,Defensive rebound by D. Powell
6:45.0,,,29-44,,Turnover by H. Barnes (bad pass; steal by A. Wiggins)
6:42.0,Turnover by R. Rubio (bad pass; steal by D. Finney-Smith),,29-44,,
6:37.0,,,29-44,,Turnover by J. Barea (bad pass; steal by Z. LaVine)
6:26.0,A. Wiggins misses 2-pt shot from 14 ft,,29-44,,
6:25.0,Offensive rebound by G. Dieng,,29-44,,
6:20.0,R. Rubio makes 2-pt shot from 14 ft,2,31-44,,
6:02.0,,,31-44,,S. Curry misses 3-pt shot from 28 ft
6:01.0,Defensive rebound by A. Wiggins,,31-44,,
5:55.0,Shooting foul by D. Powell (drawn by Z. LaVine),,31-44,,
5:55.0,Official timeout,,31-44,,
5:55.0,Z. LaVine makes free throw 1 of 2,1,32-44,,
5:55.0,Z. LaVine makes free throw 2 of 2,1,33-44,,
5:55.0,,,31-44,,D. Williams enters the game for J. Barea
5:55.0,,,31-44,,S. Mejri enters the game for D. Powell
5:55.0,,,31-44,,W. Matthews enters the game for D. Finney-Smith
5:38.0,,,33-46,2,H. Barnes makes 2-pt shot at rim (assist by D. Williams)
5:12.0,,,33-46,,Violation by S. Mejri (def goaltending)
5:12.0,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio),2,35-46,,
5:00.0,,,35-46,,Shooting foul by Z. LaVine (drawn by S. Curry)
5:00.0,,,35-47,1,S. Curry makes free throw 1 of 2
5:00.0,,,35-48,1,S. Curry makes free throw 2 of 2
4:47.0,K. Towns makes 2-pt shot from 7 ft (assist by R. Rubio),2,37-48,,
4:40.0,,,37-48,,Turnover by D. Williams (bad pass; steal by R. Rubio)
4:39.0,,,37-48,,Personal take foul by D. Williams (drawn by R. Rubio)
4:31.0,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio),2,39-48,,
4:11.0,,,39-50,2,H. Barnes makes 2-pt shot from 9 ft
3:42.0,A. Wiggins makes 2-pt shot from 17 ft (assist by R. Rubio),2,41-50,,
3:30.0,,,41-50,,D. Williams misses 2-pt shot from 4 ft
3:28.0,Defensive rebound by Z. LaVine,,41-50,,
3:19.0,G. Dieng misses 2-pt shot from 4 ft (block by S. Mejri),,41-50,,
3:18.0,Offensive rebound by K. Towns,,41-50,,
3:18.0,K. Towns misses 2-pt shot from 2 ft,,41-50,,
3:16.0,Offensive rebound by R. Rubio,,41-50,,
3:13.0,R. Rubio misses 2-pt shot from 21 ft,,41-50,,
3:12.0,,,41-50,,Defensive rebound by W. Matthews
3:09.0,,,41-50,,Dallas full timeout
3:09.0,,,41-50,,D. Harris enters the game for S. Curry
3:09.0,,,41-50,,D. Nowitzki enters the game for S. Mejri
3:03.0,,,41-53,3,D. Williams makes 3-pt shot from 25 ft (assist by D. Harris)
2:43.0,G. Dieng makes 2-pt shot from 19 ft (assist by A. Wiggins),2,43-53,,
2:20.0,,,43-53,,H. Barnes misses 2-pt shot from 8 ft
2:19.0,Defensive rebound by G. Dieng,,43-53,,
2:02.0,G. Dieng makes 2-pt shot from 8 ft (assist by K. Towns),2,45-53,,
1:37.0,,,45-53,,H. Barnes misses 2-pt shot from 4 ft (block by K. Towns)
1:35.0,Defensive rebound by R. Rubio,,45-53,,
1:29.0,Z. LaVine misses 2-pt shot from 2 ft (block by D. Nowitzki),,45-53,,
1:27.0,,,45-53,,Defensive rebound by D. Williams
1:13.0,,,45-53,,W. Matthews misses 2-pt shot from 21 ft
1:11.0,Defensive rebound by K. Towns,,45-53,,
0:53.0,A. Wiggins makes 2-pt shot from 1 ft,2,47-53,,
0:53.0,,,47-53,,Dallas full timeout
0:41.0,,,47-53,,H. Barnes misses 3-pt shot from 25 ft
0:41.0,,,47-53,,Offensive rebound by D. Harris
0:33.0,,,47-53,,Turnover by D. Nowitzki (bad pass; steal by R. Rubio)
0:23.0,Turnover by K. Towns (bad pass),,47-53,,
0:02.0,,,47-56,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
0:00.0,R. Rubio misses 3-pt shot from 77 ft,,47-56,,
0:00.0,Offensive rebound by Team,,47-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,47-58,2,H. Barnes makes 2-pt shot from 18 ft
11:34.0,A. Wiggins misses 2-pt shot from 19 ft,,47-58,,
11:33.0,,,47-58,,Defensive rebound by Team
11:23.0,,,47-58,,H. Barnes misses 2-pt shot from 4 ft
11:21.0,Defensive rebound by G. Dieng,,47-58,,
11:03.0,Z. LaVine misses 2-pt shot from 3 ft (block by W. Matthews),,47-58,,
11:02.0,,,47-58,,Defensive rebound by W. Matthews
10:44.0,,,47-61,3,D. Williams makes 3-pt shot from 23 ft (assist by D. Nowitzki)
10:19.0,A. Wiggins misses 3-pt shot from 24 ft,,47-61,,
10:18.0,,,47-61,,Defensive rebound by S. Curry
10:04.0,,,47-61,,W. Matthews misses 2-pt shot from 3 ft
10:03.0,Defensive rebound by K. Towns,,47-61,,
9:46.0,Z. LaVine makes 3-pt shot from 26 ft (assist by A. Wiggins),3,50-61,,
9:26.0,,,50-61,,S. Curry misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by A. Wiggins,,50-61,,
9:17.0,R. Rubio misses 2-pt shot from 2 ft,,50-61,,
9:14.0,,,50-61,,Defensive rebound by D. Nowitzki
8:59.0,,,50-64,3,D. Nowitzki makes 3-pt shot from 26 ft (assist by D. Williams)
8:37.0,G. Dieng makes 2-pt shot from 1 ft,2,52-64,,
8:37.0,Shooting foul by D. Nowitzki (drawn by G. Dieng),,52-64,,
8:37.0,G. Dieng makes free throw 1 of 1,1,53-64,,
8:30.0,,,53-64,,Offensive foul by D. Williams
8:30.0,,,53-64,,Turnover by D. Williams (offensive foul)
8:17.0,Z. LaVine makes 3-pt shot from 25 ft,3,56-64,,
8:03.0,,,56-66,2,W. Matthews makes 2-pt shot from 20 ft (assist by D. Williams)
7:47.0,K. Towns misses 2-pt shot from 20 ft,,56-66,,
7:45.0,,,56-66,,Defensive rebound by W. Matthews
7:29.0,,,56-66,,W. Matthews misses 2-pt shot from 8 ft
7:28.0,Defensive rebound by Z. LaVine,,56-66,,
7:17.0,Z. LaVine misses 2-pt shot from 19 ft,,56-66,,
7:15.0,Offensive rebound by G. Dieng,,56-66,,
7:14.0,G. Dieng makes 2-pt shot at rim,2,58-66,,
6:53.0,,,58-66,,D. Nowitzki misses 3-pt shot from 24 ft
6:52.0,Defensive rebound by K. Towns,,58-66,,
6:44.0,G. Dieng makes 2-pt shot from 5 ft (assist by R. Rubio),2,60-66,,
6:44.0,,,60-66,,Dallas full timeout
6:44.0,,,60-66,,S. Mejri enters the game for D. Nowitzki
6:31.0,,,60-66,,Turnover by S. Mejri (traveling)
6:19.0,,,60-66,,Personal foul by S. Mejri (drawn by K. Towns)
6:16.0,,,60-66,,Personal foul by S. Mejri (drawn by K. Towns)
6:02.0,K. Towns misses 2-pt shot from 22 ft,,60-66,,
6:00.0,,,60-66,,Defensive rebound by W. Matthews
5:51.0,,,60-66,,H. Barnes misses 3-pt shot from 26 ft
5:51.0,Defensive rebound by Z. LaVine,,60-66,,
5:43.0,Shooting foul by H. Barnes (drawn by K. Towns),,60-66,,
5:43.0,K. Towns misses free throw 1 of 2,,60-66,,
5:43.0,Offensive rebound by Team,,60-66,,
5:43.0,K. Towns makes free throw 2 of 2,1,61-66,,
5:17.0,,,61-68,2,W. Matthews makes 2-pt shot from 2 ft
5:16.0,,,61-68,,Personal foul by S. Mejri (drawn by R. Rubio)
5:16.0,R. Rubio makes free throw 1 of 2,1,62-68,,
5:16.0,R. Rubio makes free throw 2 of 2,1,63-68,,
5:01.0,,,63-68,,H. Barnes misses 2-pt shot from 14 ft
5:00.0,Defensive rebound by A. Wiggins,,63-68,,
4:47.0,,,63-68,,Personal foul by S. Mejri (drawn by R. Rubio)
4:47.0,R. Rubio misses free throw 1 of 2,,63-68,,
4:47.0,Offensive rebound by Team,,63-68,,
4:47.0,R. Rubio makes free throw 2 of 2,1,64-68,,
4:47.0,,,63-68,,D. Powell enters the game for S. Mejri
4:37.0,,,64-68,,Turnover by S. Curry (bad pass; steal by G. Dieng)
4:32.0,G. Dieng makes 2-pt shot from 4 ft,2,66-68,,
4:16.0,,,66-70,2,D. Williams makes 2-pt shot from 13 ft
4:02.0,K. Towns misses 3-pt shot from 26 ft,,66-70,,
4:02.0,,,66-70,,Defensive rebound by D. Williams
3:57.0,,,66-70,,Shooting foul by G. Dieng (drawn by W. Matthews)
3:57.0,,,66-70,,W. Matthews misses free throw 1 of 2
3:57.0,,,66-70,,Offensive rebound by Team
3:57.0,,,66-71,1,W. Matthews makes free throw 2 of 2
3:57.0,,,66-70,,D. Harris enters the game for S. Curry
3:47.0,K. Towns makes 2-pt shot from 6 ft (assist by R. Rubio),2,68-71,,
3:29.0,,,68-71,,H. Barnes misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by A. Wiggins,,68-71,,
3:13.0,A. Wiggins misses 2-pt shot from 11 ft,,68-71,,
3:12.0,,,68-71,,Defensive rebound by D. Williams
3:04.0,,,68-73,2,D. Williams makes 2-pt shot from 20 ft
2:43.0,K. Towns misses 2-pt shot from 3 ft (block by H. Barnes),,68-73,,
2:41.0,,,68-73,,Defensive rebound by H. Barnes
2:39.0,,,68-73,,Turnover by D. Williams (traveling)
2:39.0,Minnesota full timeout,,68-73,,
2:39.0,,,68-73,,D. Nowitzki enters the game for H. Barnes
2:39.0,,,68-73,,J. Barea enters the game for D. Williams
2:39.0,K. Dunn enters the game for G. Dieng,,68-73,,
2:39.0,T. Jones enters the game for Z. LaVine,,68-73,,
2:39.0,N. Bjelica enters the game for R. Rubio,,68-73,,
2:26.0,A. Wiggins makes 2-pt shot from 17 ft,2,70-73,,
1:59.0,,,70-75,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by D. Harris)
1:38.0,Turnover by K. Towns (traveling),,70-75,,
1:25.0,,,70-77,2,W. Matthews makes 2-pt shot at rim (assist by D. Harris)
1:00.0,T. Jones misses 2-pt shot from 14 ft,,70-77,,
0:59.0,,,70-77,,Defensive rebound by J. Barea
0:38.0,Personal foul by T. Jones (drawn by D. Nowitzki),,70-77,,
0:33.0,,,70-77,,D. Harris misses 3-pt shot from 29 ft
0:33.0,,,70-77,,Offensive rebound by J. Barea
0:14.0,,,70-79,2,J. Barea makes 2-pt shot from 16 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,K. Dunn misses 2-pt shot from 16 ft,,70-79,,
11:44.0,,,70-79,,Defensive rebound by D. Harris
11:33.0,,,70-81,2,J. Barea makes 2-pt shot from 7 ft
11:12.0,T. Jones misses 3-pt shot from 24 ft,,70-81,,
11:11.0,,,70-81,,Defensive rebound by D. Powell
11:02.0,,,70-81,,D. Powell misses 2-pt shot from 8 ft
10:59.0,Defensive rebound by S. Muhammad,,70-81,,
10:48.0,,,70-81,,Personal block foul by D. Powell (drawn by N. Bjelica)
10:34.0,G. Dieng makes 2-pt shot from 14 ft (assist by K. Dunn),2,72-81,,
10:15.0,,,72-81,,D. Harris misses 3-pt shot from 24 ft
10:14.0,Defensive rebound by G. Dieng,,72-81,,
10:06.0,N. Bjelica misses 3-pt shot from 26 ft,,72-81,,
10:04.0,Offensive rebound by G. Dieng,,72-81,,
9:42.0,G. Dieng misses 3-pt shot from 24 ft,,72-81,,
9:41.0,,,72-81,,Defensive rebound by D. Nowitzki
9:29.0,,,72-83,2,J. Barea makes 2-pt shot from 4 ft
9:11.0,S. Muhammad misses 3-pt shot from 23 ft,,72-83,,
9:10.0,Offensive rebound by G. Dieng,,72-83,,
9:07.0,N. Bjelica misses 3-pt shot from 27 ft,,72-83,,
9:06.0,Offensive rebound by G. Dieng,,72-83,,
9:02.0,G. Dieng makes 2-pt shot from 3 ft,2,74-83,,
8:44.0,,,74-86,3,J. Barea makes 3-pt shot from 24 ft
8:20.0,S. Muhammad misses 2-pt shot from 8 ft,,74-86,,
8:19.0,Offensive rebound by N. Bjelica,,74-86,,
8:19.0,Shooting foul by D. Powell (drawn by N. Bjelica),,74-86,,
8:19.0,Minnesota full timeout,,74-86,,
8:19.0,N. Bjelica makes free throw 1 of 2,1,75-86,,
8:19.0,N. Bjelica makes free throw 2 of 2,1,76-86,,
8:19.0,,,74-86,,S. Curry enters the game for D. Harris
8:01.0,,,76-88,2,J. Barea makes 2-pt shot from 10 ft (assist by D. Nowitzki)
7:37.0,S. Muhammad misses 2-pt shot from 8 ft (block by D. Powell),,76-88,,
7:35.0,,,76-88,,Defensive rebound by D. Finney-Smith
7:13.0,,,76-88,,D. Nowitzki misses 2-pt shot from 13 ft
7:13.0,Defensive rebound by K. Dunn,,76-88,,
6:51.0,K. Dunn misses 3-pt shot from 25 ft,,76-88,,
6:51.0,,,76-88,,Defensive rebound by D. Nowitzki
6:37.0,Personal foul by T. Jones,,76-88,,
6:37.0,R. Rubio enters the game for N. Bjelica,,76-88,,
6:37.0,Z. LaVine enters the game for K. Dunn,,76-88,,
6:37.0,K. Towns enters the game for T. Jones,,76-88,,
6:37.0,,,76-88,,D. Williams enters the game for D. Nowitzki
6:37.0,,,76-88,,W. Matthews enters the game for J. Barea
6:37.0,,,76-88,,H. Barnes enters the game for D. Finney-Smith
6:37.0,,,76-88,,S. Mejri enters the game for D. Powell
6:25.0,,,76-88,,H. Barnes misses 2-pt shot from 4 ft
6:24.0,Defensive rebound by R. Rubio,,76-88,,
6:20.0,Turnover by R. Rubio (bad pass; steal by D. Williams),,76-88,,
6:10.0,,,76-91,3,S. Curry makes 3-pt shot from 25 ft
6:10.0,Minnesota full timeout,,76-91,,
6:10.0,N. Bjelica enters the game for G. Dieng,,76-91,,
6:10.0,A. Wiggins enters the game for S. Muhammad,,76-91,,
6:01.0,Turnover by K. Towns (bad pass; steal by S. Curry),,76-91,,
5:57.0,,,76-93,2,S. Curry makes 2-pt shot from 3 ft
5:32.0,K. Towns makes 2-pt shot at rim (assist by N. Bjelica),2,78-93,,
5:22.0,Personal foul by N. Bjelica (drawn by H. Barnes),,78-93,,
5:12.0,,,78-93,,S. Curry misses 3-pt shot from 29 ft
5:11.0,Defensive rebound by A. Wiggins,,78-93,,
4:58.0,N. Bjelica misses 3-pt shot from 25 ft,,78-93,,
4:57.0,,,78-93,,Defensive rebound by W. Matthews
4:35.0,,,78-93,,H. Barnes misses 2-pt shot from 8 ft
4:34.0,,,78-93,,Offensive rebound by S. Mejri
4:33.0,,,78-95,2,S. Mejri makes 2-pt shot from 2 ft
4:17.0,,,78-95,,Personal foul by D. Williams (drawn by K. Towns)
4:13.0,,,78-95,,Shooting block foul by W. Matthews (drawn by R. Rubio)
4:13.0,R. Rubio makes free throw 1 of 2,1,79-95,,
4:13.0,R. Rubio misses free throw 2 of 2,,79-95,,
4:12.0,,,79-95,,Defensive rebound by S. Mejri
3:47.0,,,79-95,,S. Curry misses 2-pt shot from 2 ft
3:45.0,Defensive rebound by N. Bjelica,,79-95,,
3:41.0,R. Rubio makes 2-pt shot from 19 ft,2,81-95,,
3:40.0,,,81-95,,Dallas full timeout
3:26.0,,,81-95,,D. Williams misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by N. Bjelica,,81-95,,
3:10.0,K. Towns misses 2-pt shot from 10 ft,,81-95,,
3:08.0,Offensive rebound by K. Towns,,81-95,,
3:06.0,K. Towns makes 2-pt shot from 3 ft,2,83-95,,
2:47.0,Personal foul by N. Bjelica (drawn by H. Barnes),,83-95,,
2:42.0,,,83-98,3,W. Matthews makes 3-pt shot from 27 ft (assist by D. Williams)
2:24.0,R. Rubio misses 3-pt shot from 25 ft,,83-98,,
2:24.0,,,83-98,,Defensive rebound by S. Mejri
2:10.0,,,83-98,,W. Matthews misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by Team,,83-98,,
2:03.0,K. Towns misses 3-pt shot from 25 ft,,83-98,,
2:02.0,,,83-98,,Defensive rebound by Team
1:45.0,,,83-98,,W. Matthews misses 3-pt shot from 26 ft
1:45.0,,,83-98,,Offensive rebound by S. Curry
1:26.0,,,83-98,,D. Williams misses 2-pt shot from 21 ft
1:25.0,Defensive rebound by K. Towns,,83-98,,
1:20.0,Turnover by Z. LaVine (lost ball; steal by H. Barnes),,83-98,,
1:02.0,,,83-98,,W. Matthews misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by Team,,83-98,,
1:01.0,T. Jones enters the game for Z. LaVine,,83-98,,
0:54.0,Shooting foul by S. Mejri (drawn by A. Wiggins),,83-98,,
0:54.0,A. Wiggins makes free throw 1 of 2,1,84-98,,
0:54.0,A. Wiggins makes free throw 2 of 2,1,85-98,,
0:31.0,,,85-98,,S. Curry misses 2-pt shot from 18 ft
0:30.0,,,85-98,,Offensive rebound by S. Mejri
0:30.0,,,85-98,,S. Mejri misses 2-pt shot from 2 ft
0:30.0,,,85-98,,Offensive rebound by Team
0:30.0,Loose ball foul by K. Towns (drawn by S. Mejri),,85-98,,
0:30.0,,,85-98,,N. Brussino enters the game for W. Matthews
0:30.0,,,85-98,,P. Jackson enters the game for H. Barnes
0:30.0,,,85-98,,D. Finney-Smith enters the game for S. Curry
0:30.0,,,85-98,,D. Powell enters the game for D. Williams
0:30.0,,,85-98,,J. Anderson enters the game for S. Mejri
0:23.0,Violation by R. Rubio (kicked ball),,85-98,,
