time,Houston,pts.away,score,pts.home,Minnesota
8:16.0,,,5-9,,K. Towns misses 2-pt shot from 10 ft
8:15.0,Defensive rebound by C. Capela,,5-9,,
7:57.0,Shooting foul by Z. LaVine (drawn by J. Harden),,5-9,,
7:57.0,J. Harden makes free throw 1 of 3,1,6-9,,
7:57.0,J. Harden makes free throw 2 of 3,1,7-9,,
7:57.0,J. Harden makes free throw 3 of 3,1,8-9,,
7:50.0,,,8-9,,K. Towns misses 2-pt shot from 3 ft
7:49.0,Defensive rebound by J. Harden,,8-9,,
7:42.0,C. Capela makes 2-pt shot from 3 ft (assist by J. Harden),2,10-9,,
7:23.0,,,10-9,,Shooting foul by C. Capela (drawn by K. Towns)
7:23.0,,,10-10,1,K. Towns makes free throw 1 of 2
7:23.0,,,10-11,1,K. Towns makes free throw 2 of 2
7:10.0,R. Anderson makes 2-pt shot from 4 ft (assist by P. Beverley),2,12-11,,
6:56.0,,,12-11,,K. Towns misses 2-pt shot from 6 ft
6:55.0,,,12-11,,Offensive rebound by A. Wiggins
6:53.0,,,12-13,2,A. Wiggins makes 2-pt shot from 12 ft
6:35.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,15-13,,
6:17.0,,,15-13,,R. Rubio misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by P. Beverley,,15-13,,
6:08.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,18-13,,
6:01.0,,,18-13,,Minnesota full timeout
6:01.0,E. Gordon enters the game for P. Beverley,,18-13,,
5:43.0,,,18-15,2,G. Dieng makes 2-pt shot from 17 ft (assist by Z. LaVine)
5:15.0,J. Harden misses 2-pt shot from 19 ft,,18-15,,
5:15.0,Offensive rebound by Team,,18-15,,
5:15.0,Turnover by Team (shot clock),,18-15,,
4:59.0,,,18-15,,A. Wiggins misses 2-pt shot from 10 ft
4:58.0,Defensive rebound by R. Anderson,,18-15,,
4:56.0,Turnover by R. Anderson (bad pass; steal by R. Rubio),,18-15,,
4:53.0,,,18-17,2,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio)
4:39.0,Shooting foul by G. Dieng (drawn by J. Harden),,18-17,,
4:39.0,J. Harden makes free throw 1 of 2,1,19-17,,
4:39.0,J. Harden makes free throw 2 of 2,1,20-17,,
4:39.0,,,19-17,,S. Muhammad enters the game for Z. LaVine
4:39.0,N. Hilario enters the game for C. Capela,,19-17,,
4:29.0,Personal foul by E. Gordon (drawn by R. Rubio),,20-17,,
4:29.0,S. Dekker enters the game for R. Anderson,,20-17,,
4:15.0,,,20-17,,Turnover by Team (shot clock)
4:01.0,J. Harden misses 3-pt shot from 27 ft,,20-17,,
4:00.0,Offensive rebound by S. Dekker,,20-17,,
3:57.0,T. Ariza makes 3-pt shot from 24 ft (assist by S. Dekker),3,23-17,,
3:39.0,,,23-17,,R. Rubio misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by E. Gordon,,23-17,,
3:33.0,Turnover by J. Harden (bad pass),,23-17,,
3:33.0,,,23-17,,C. Aldrich enters the game for G. Dieng
3:18.0,,,23-17,,A. Wiggins misses 2-pt shot from 19 ft
3:17.0,Defensive rebound by S. Dekker,,23-17,,
3:11.0,T. Ariza misses 3-pt shot from 25 ft,,23-17,,
3:10.0,,,23-17,,Defensive rebound by K. Towns
2:58.0,,,23-17,,Shooting foul by J. Harden (drawn by S. Muhammad)
2:58.0,Houston full timeout,,23-17,,
2:58.0,,,23-18,1,S. Muhammad makes free throw 1 of 2
2:58.0,,,23-18,,S. Muhammad misses free throw 2 of 2
2:58.0,Defensive rebound by J. Harden,,23-18,,
2:58.0,P. Beverley enters the game for T. Ariza,,23-17,,
2:35.0,S. Dekker misses 3-pt shot from 25 ft,,23-18,,
2:34.0,,,23-18,,Defensive rebound by R. Rubio
2:34.0,Personal foul by P. Beverley (drawn by R. Rubio),,23-18,,
2:22.0,,,23-18,,A. Wiggins misses 2-pt shot from 17 ft
2:21.0,,,23-18,,Offensive rebound by C. Aldrich
2:18.0,,,23-18,,K. Towns misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by P. Beverley,,23-18,,
2:10.0,N. Hilario misses 2-pt shot from 2 ft,,23-18,,
2:09.0,,,23-18,,Defensive rebound by C. Aldrich
2:06.0,,,23-20,2,S. Muhammad makes 2-pt shot from 1 ft (assist by C. Aldrich)
1:53.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,25-20,,
1:53.0,Shooting foul by K. Towns (drawn by N. Hilario),,25-20,,
1:53.0,N. Hilario misses free throw 1 of 1,,25-20,,
1:53.0,,,25-20,,Defensive rebound by N. Bjelica
1:53.0,,,25-20,,N. Bjelica enters the game for K. Towns
1:53.0,C. Brewer enters the game for J. Harden,,25-20,,
1:35.0,,,25-20,,A. Wiggins misses 2-pt shot from 12 ft
1:35.0,Defensive rebound by P. Beverley,,25-20,,
1:22.0,N. Hilario misses 2-pt shot from 16 ft,,25-20,,
1:21.0,,,25-20,,Defensive rebound by S. Muhammad
1:10.0,,,25-20,,A. Wiggins misses 2-pt shot from 12 ft
1:09.0,Defensive rebound by P. Beverley,,25-20,,
1:04.0,Turnover by S. Dekker (lost ball),,25-20,,
0:45.0,,,25-20,,S. Muhammad misses 3-pt shot from 24 ft
0:44.0,,,25-20,,Offensive rebound by C. Aldrich
0:38.0,,,25-23,3,N. Bjelica makes 3-pt shot from 24 ft (assist by R. Rubio)
0:13.0,E. Gordon makes 3-pt shot from 26 ft (assist by S. Dekker),3,28-23,,
0:01.0,,,28-23,,Shooting foul by E. Gordon (drawn by A. Wiggins)
0:01.0,,,28-23,,A. Wiggins misses free throw 1 of 2
0:01.0,,,28-23,,Offensive rebound by Team
0:01.0,,,28-24,1,A. Wiggins makes free throw 2 of 2
0:00.0,E. Gordon misses 3-pt shot from 67 ft,,28-24,,
0:00.0,Offensive rebound by Team,,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,28-27,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
11:30.0,E. Gordon makes 3-pt shot from 26 ft,3,31-27,,
11:14.0,,,31-27,,Z. LaVine misses 2-pt shot from 20 ft
11:12.0,Defensive rebound by N. Hilario,,31-27,,
11:07.0,,,31-27,,Personal foul by K. Dunn (drawn by E. Gordon)
11:00.0,N. Hilario misses 2-pt shot from 2 ft,,31-27,,
10:59.0,,,31-27,,Defensive rebound by S. Muhammad
10:55.0,,,31-29,2,S. Muhammad makes 2-pt shot from 1 ft
10:41.0,E. Gordon misses 3-pt shot from 24 ft,,31-29,,
10:40.0,,,31-29,,Defensive rebound by S. Muhammad
10:28.0,,,31-31,2,K. Dunn makes 2-pt shot from 22 ft
10:16.0,Turnover by N. Hilario (bad pass),,31-31,,
10:16.0,C. Capela enters the game for N. Hilario,,31-31,,
10:04.0,,,31-31,,N. Bjelica misses 2-pt shot from 7 ft
10:03.0,,,31-31,,Offensive rebound by N. Bjelica
10:00.0,,,31-33,2,N. Bjelica makes 2-pt shot from 7 ft
9:51.0,E. Gordon misses 3-pt shot from 23 ft,,31-33,,
9:49.0,,,31-33,,Defensive rebound by C. Aldrich
9:35.0,,,31-33,,K. Dunn misses 2-pt shot from 18 ft
9:34.0,Defensive rebound by C. Capela,,31-33,,
9:22.0,,,31-33,,Personal block foul by C. Aldrich (drawn by P. Beverley)
9:14.0,P. Beverley misses 2-pt shot from 11 ft,,31-33,,
9:13.0,Offensive rebound by C. Capela,,31-33,,
9:11.0,C. Capela makes 2-pt shot from 1 ft,2,33-33,,
8:53.0,,,33-35,2,N. Bjelica makes 2-pt shot from 3 ft
8:39.0,E. Gordon makes 2-pt shot from 18 ft (assist by P. Beverley),2,35-35,,
8:18.0,,,35-35,,Z. LaVine misses 2-pt shot from 6 ft
8:17.0,,,35-35,,Offensive rebound by S. Muhammad
8:15.0,,,35-37,2,S. Muhammad makes 2-pt shot from 2 ft
7:52.0,Shooting foul by K. Dunn (drawn by E. Gordon),,35-37,,
7:52.0,Houston full timeout,,35-37,,
7:52.0,E. Gordon makes free throw 1 of 2,1,36-37,,
7:52.0,E. Gordon makes free throw 2 of 2,1,37-37,,
7:52.0,,,35-37,,G. Dieng enters the game for C. Aldrich
7:52.0,T. Ariza enters the game for P. Beverley,,35-37,,
7:52.0,R. Anderson enters the game for S. Dekker,,35-37,,
7:52.0,J. Harden enters the game for C. Brewer,,35-37,,
7:39.0,,,37-37,,S. Muhammad misses 2-pt shot from 1 ft
7:38.0,Defensive rebound by C. Capela,,37-37,,
7:31.0,,,37-37,,Personal foul by N. Bjelica (drawn by R. Anderson)
7:31.0,,,37-37,,K. Towns enters the game for N. Bjelica
7:19.0,J. Harden makes 2-pt shot from 2 ft,2,39-37,,
7:01.0,,,39-37,,K. Towns misses 3-pt shot from 25 ft
7:00.0,,,39-37,,Offensive rebound by Team
6:49.0,,,39-37,,K. Dunn misses 3-pt shot from 25 ft
6:47.0,Defensive rebound by E. Gordon,,39-37,,
6:39.0,R. Anderson misses 3-pt shot from 26 ft,,39-37,,
6:37.0,Offensive rebound by E. Gordon,,39-37,,
6:28.0,Turnover by J. Harden (lost ball; steal by K. Dunn),,39-37,,
6:24.0,,,39-39,2,Z. LaVine makes 2-pt shot from 2 ft (assist by S. Muhammad)
6:15.0,Turnover by T. Ariza (back court),,39-39,,
6:15.0,,,39-39,,A. Wiggins enters the game for S. Muhammad
6:00.0,,,39-41,2,K. Towns makes 2-pt shot from 14 ft (assist by A. Wiggins)
5:45.0,C. Capela makes 2-pt shot at rim (assist by E. Gordon),2,41-41,,
5:15.0,,,41-41,,K. Dunn misses 3-pt shot from 26 ft
5:14.0,,,41-41,,Offensive rebound by G. Dieng
5:02.0,,,41-41,,Shooting foul by R. Anderson (drawn by K. Towns)
5:02.0,,,41-41,,Minnesota full timeout
5:02.0,,,41-42,1,K. Towns makes free throw 1 of 2
5:02.0,,,41-43,1,K. Towns makes free throw 2 of 2
5:02.0,P. Beverley enters the game for E. Gordon,,41-41,,
4:45.0,Turnover by C. Capela (traveling),,41-43,,
4:28.0,,,41-45,2,A. Wiggins makes 2-pt shot from 18 ft (assist by Z. LaVine)
4:22.0,T. Ariza misses 2-pt shot from 2 ft (block by A. Wiggins),,41-45,,
4:21.0,Offensive rebound by Team,,41-45,,
4:21.0,M. Harrell enters the game for C. Capela,,41-45,,
4:12.0,J. Harden misses 2-pt shot from 5 ft,,41-45,,
4:11.0,,,41-45,,Defensive rebound by Team
3:55.0,,,41-48,3,K. Towns makes 3-pt shot from 25 ft (assist by K. Dunn)
3:42.0,J. Harden misses 3-pt shot from 25 ft,,41-48,,
3:40.0,,,41-48,,Defensive rebound by K. Dunn
3:34.0,,,41-48,,Turnover by Z. LaVine (lost ball)
3:34.0,,,41-48,,R. Rubio enters the game for K. Dunn
3:21.0,T. Ariza misses 3-pt shot from 22 ft,,41-48,,
3:20.0,,,41-48,,Defensive rebound by R. Rubio
3:15.0,,,41-50,2,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio)
3:01.0,J. Harden makes 2-pt shot from 20 ft,2,43-50,,
2:37.0,,,43-50,,K. Towns misses 2-pt shot from 11 ft
2:35.0,Defensive rebound by T. Ariza,,43-50,,
2:29.0,R. Anderson misses 3-pt shot from 25 ft,,43-50,,
2:28.0,,,43-50,,Defensive rebound by K. Towns
2:15.0,,,43-50,,Shooting foul by M. Harrell (drawn by Z. LaVine)
2:15.0,Houston full timeout,,43-50,,
2:15.0,,,43-50,,Z. LaVine misses free throw 1 of 2
2:15.0,,,43-50,,Offensive rebound by Team
2:15.0,,,43-51,1,Z. LaVine makes free throw 2 of 2
2:12.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,43-51,,
2:09.0,Shooting block foul by R. Anderson (drawn by Z. LaVine),,43-51,,
2:09.0,,,43-52,1,Z. LaVine makes free throw 1 of 2
2:09.0,,,43-53,1,Z. LaVine makes free throw 2 of 2
1:54.0,R. Anderson misses 3-pt shot from 24 ft,,43-53,,
1:53.0,,,43-53,,Defensive rebound by R. Rubio
1:42.0,,,43-55,2,K. Towns makes 2-pt shot from 5 ft
1:25.0,,,43-55,,Personal foul by Z. LaVine (drawn by J. Harden)
1:25.0,J. Harden makes free throw 1 of 2,1,44-55,,
1:25.0,J. Harden misses free throw 2 of 2,,44-55,,
1:25.0,,,44-55,,Defensive rebound by K. Towns
1:17.0,,,44-55,,R. Rubio misses 2-pt shot from 1 ft (block by J. Harden)
1:16.0,Defensive rebound by R. Anderson,,44-55,,
1:08.0,P. Beverley misses 2-pt shot from 1 ft,,44-55,,
1:07.0,,,44-55,,Defensive rebound by K. Towns
0:50.0,,,44-57,2,K. Towns makes 2-pt shot from 2 ft (assist by Z. LaVine)
0:50.0,,,44-57,,Shooting foul by T. Ariza (drawn by K. Towns)
0:50.0,,,44-57,,K. Towns misses free throw 1 of 1
0:50.0,Defensive rebound by J. Harden,,44-57,,
0:33.0,J. Harden misses 3-pt shot from 25 ft,,44-57,,
0:32.0,,,44-57,,Defensive rebound by G. Dieng
0:11.0,,,44-57,,Offensive charge foul by Z. LaVine
0:11.0,,,44-57,,Turnover by Z. LaVine (offensive foul)
0:11.0,,,44-57,,K. Dunn enters the game for R. Rubio
0:11.0,,,44-57,,T. Jones enters the game for Z. LaVine
0:01.0,J. Harden misses 2-pt shot from 5 ft,,44-57,,
0:00.0,,,44-57,,Defensive rebound by G. Dieng
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,44-59,2,K. Towns makes 2-pt shot from 7 ft
11:25.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,46-59,,
11:02.0,,,46-61,2,R. Rubio makes 2-pt shot from 16 ft (assist by K. Towns)
10:51.0,J. Harden misses 3-pt shot from 25 ft,,46-61,,
10:50.0,,,46-61,,Defensive rebound by K. Towns
10:35.0,,,46-61,,K. Towns misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by J. Harden,,46-61,,
10:26.0,J. Harden makes 2-pt shot at rim,2,48-61,,
10:16.0,N. Hilario enters the game for C. Capela,,48-61,,
10:07.0,,,48-61,,Turnover by R. Rubio (bad pass; steal by N. Hilario)
10:00.0,Turnover by J. Harden (lost ball; steal by A. Wiggins),,48-61,,
9:54.0,,,48-63,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
9:32.0,R. Anderson misses 3-pt shot from 26 ft,,48-63,,
9:31.0,,,48-63,,Defensive rebound by G. Dieng
9:23.0,,,48-65,2,A. Wiggins makes 2-pt shot from 21 ft (assist by Z. LaVine)
9:05.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,51-65,,
8:45.0,,,51-65,,Turnover by Z. LaVine (bad pass; steal by J. Harden)
8:37.0,T. Ariza misses 3-pt shot from 24 ft,,51-65,,
8:35.0,,,51-65,,Defensive rebound by Team
8:17.0,,,51-65,,Turnover by K. Towns (lost ball; steal by N. Hilario)
8:12.0,T. Ariza misses 2-pt shot from 3 ft,,51-65,,
8:11.0,Offensive rebound by T. Ariza,,51-65,,
8:10.0,T. Ariza makes 2-pt shot from 1 ft,2,53-65,,
8:09.0,,,53-65,,Minnesota full timeout
7:53.0,,,53-65,,Turnover by Z. LaVine (traveling)
7:43.0,Turnover by R. Anderson (lost ball),,53-65,,
7:26.0,,,53-67,2,Z. LaVine makes 2-pt shot from 21 ft (assist by K. Towns)
7:16.0,J. Harden misses 2-pt shot from 1 ft (block by G. Dieng),,53-67,,
7:14.0,,,53-67,,Defensive rebound by A. Wiggins
7:10.0,,,53-69,2,K. Towns makes 2-pt shot from 4 ft (assist by A. Wiggins)
6:59.0,R. Anderson misses 3-pt shot from 25 ft,,53-69,,
6:57.0,Offensive rebound by P. Beverley,,53-69,,
6:42.0,T. Ariza misses 3-pt shot from 23 ft,,53-69,,
6:40.0,,,53-69,,Defensive rebound by K. Towns
6:33.0,Personal foul by J. Harden (drawn by G. Dieng),,53-69,,
6:19.0,,,53-69,,Turnover by K. Towns (bad pass; steal by R. Anderson)
6:06.0,R. Anderson misses 3-pt shot from 25 ft,,53-69,,
6:04.0,,,53-69,,Defensive rebound by Team
5:48.0,,,53-69,,K. Towns misses 2-pt shot at rim (block by R. Anderson)
5:46.0,Defensive rebound by N. Hilario,,53-69,,
5:41.0,P. Beverley misses 2-pt shot from 3 ft (block by G. Dieng),,53-69,,
5:39.0,Offensive rebound by R. Anderson,,53-69,,
5:39.0,Shooting foul by G. Dieng (drawn by R. Anderson),,53-69,,
5:39.0,R. Anderson makes free throw 1 of 2,1,54-69,,
5:39.0,R. Anderson makes free throw 2 of 2,1,55-69,,
5:39.0,E. Gordon enters the game for P. Beverley,,54-69,,
5:26.0,,,55-69,,G. Dieng misses 2-pt shot from 7 ft
5:25.0,,,55-69,,Offensive rebound by R. Rubio
5:22.0,,,55-69,,Z. LaVine misses 3-pt shot from 22 ft
5:21.0,,,55-69,,Offensive rebound by Team
5:20.0,Personal foul by N. Hilario (drawn by K. Towns),,55-69,,
5:14.0,,,55-71,2,Z. LaVine makes 2-pt shot from 1 ft (assist by K. Towns)
5:00.0,E. Gordon misses 2-pt shot from 18 ft,,55-71,,
4:59.0,Offensive rebound by R. Anderson,,55-71,,
4:57.0,R. Anderson makes 2-pt shot from 1 ft,2,57-71,,
4:32.0,,,57-73,2,K. Towns makes 2-pt shot from 4 ft (assist by Z. LaVine)
4:09.0,R. Anderson misses 2-pt shot from 20 ft,,57-73,,
4:08.0,,,57-73,,Defensive rebound by Z. LaVine
3:54.0,,,57-73,,Turnover by Z. LaVine (bad pass; steal by N. Hilario)
3:49.0,T. Ariza misses 2-pt shot from 1 ft,,57-73,,
3:48.0,,,57-73,,Defensive rebound by K. Towns
3:33.0,,,57-73,,Z. LaVine misses 2-pt shot from 3 ft
3:31.0,Defensive rebound by E. Gordon,,57-73,,
3:24.0,R. Anderson makes 3-pt shot from 23 ft (assist by E. Gordon),3,60-73,,
3:23.0,,,60-73,,Minnesota full timeout
3:23.0,M. Harrell enters the game for R. Anderson,,60-73,,
3:23.0,S. Dekker enters the game for N. Hilario,,60-73,,
3:23.0,,,60-73,,S. Muhammad enters the game for Z. LaVine
3:09.0,,,60-73,,K. Towns misses 2-pt shot from 5 ft
3:08.0,,,60-73,,Offensive rebound by S. Muhammad
3:08.0,,,60-73,,S. Muhammad misses 2-pt shot from 1 ft
3:07.0,,,60-73,,Offensive rebound by K. Towns
3:06.0,,,60-73,,Shooting foul by J. Harden (drawn by K. Towns)
3:06.0,,,60-74,1,K. Towns makes free throw 1 of 2
3:06.0,,,60-75,1,K. Towns makes free throw 2 of 2
3:06.0,,,60-74,,C. Aldrich enters the game for G. Dieng
2:56.0,M. Harrell makes 2-pt shot at rim (assist by E. Gordon),2,62-75,,
2:34.0,,,62-75,,A. Wiggins misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by T. Ariza,,62-75,,
2:26.0,J. Harden misses 3-pt shot from 24 ft,,62-75,,
2:25.0,,,62-75,,Defensive rebound by K. Towns
2:13.0,,,62-75,,A. Wiggins misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by T. Ariza,,62-75,,
1:51.0,Turnover by E. Gordon (lost ball; steal by R. Rubio),,62-75,,
1:47.0,,,62-75,,Shooting foul by J. Harden (drawn by A. Wiggins)
1:47.0,Houston full timeout,,62-75,,
1:47.0,,,62-76,1,A. Wiggins makes free throw 1 of 2
1:47.0,,,62-77,1,A. Wiggins makes free throw 2 of 2
1:47.0,P. Beverley enters the game for T. Ariza,,62-75,,
1:47.0,,,62-75,,K. Dunn enters the game for R. Rubio
1:37.0,J. Harden makes 3-pt shot from 24 ft,3,65-77,,
1:19.0,,,65-79,2,K. Towns makes 2-pt shot from 13 ft (assist by A. Wiggins)
1:04.0,S. Dekker misses 2-pt shot from 1 ft,,65-79,,
1:03.0,,,65-79,,Defensive rebound by K. Towns
0:47.0,,,65-79,,K. Towns misses 2-pt shot from 19 ft
0:46.0,Defensive rebound by P. Beverley,,65-79,,
0:32.0,M. Harrell misses 2-pt shot from 12 ft,,65-79,,
0:31.0,,,65-79,,Defensive rebound by S. Muhammad
0:11.0,,,65-79,,Turnover by S. Muhammad (lost ball; steal by P. Beverley)
0:07.0,S. Dekker makes 2-pt shot at rim (assist by J. Harden),2,67-79,,
0:04.0,Shooting block foul by P. Beverley (drawn by S. Muhammad),,67-79,,
0:04.0,,,67-79,,S. Muhammad misses free throw 1 of 2
0:04.0,,,67-79,,Offensive rebound by Team
0:04.0,,,67-80,1,S. Muhammad makes free throw 2 of 2
0:00.0,J. Harden misses 3-pt shot from 33 ft,,67-80,,
0:00.0,Offensive rebound by Team,,67-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,67-80,,Personal foul by Z. LaVine (drawn by E. Gordon)
11:32.0,M. Harrell misses 2-pt shot from 8 ft (block by C. Aldrich),,67-80,,
11:31.0,,,67-80,,Defensive rebound by N. Bjelica
11:17.0,Personal foul by C. Brewer (drawn by S. Muhammad),,67-80,,
11:02.0,,,67-80,,Turnover by S. Muhammad (lost ball; steal by E. Gordon)
10:55.0,C. Brewer misses 3-pt shot from 23 ft,,67-80,,
10:54.0,,,67-80,,Defensive rebound by C. Aldrich
10:48.0,,,67-80,,K. Dunn misses 2-pt shot from 1 ft
10:47.0,,,67-80,,Offensive rebound by K. Dunn
10:45.0,,,67-80,,K. Dunn misses 2-pt shot from 1 ft (block by C. Brewer)
10:44.0,Defensive rebound by S. Dekker,,67-80,,
10:30.0,,,67-80,,R. Rubio enters the game for K. Dunn
10:24.0,S. Dekker misses 3-pt shot from 24 ft,,67-80,,
10:23.0,,,67-80,,Defensive rebound by R. Rubio
10:05.0,,,67-80,,N. Bjelica misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by C. Brewer,,67-80,,
9:58.0,C. Brewer misses 2-pt shot from 3 ft (block by S. Muhammad),,67-80,,
9:56.0,,,67-80,,Defensive rebound by R. Rubio
9:49.0,,,67-80,,S. Muhammad misses 2-pt shot from 4 ft
9:48.0,Defensive rebound by E. Gordon,,67-80,,
9:37.0,M. Harrell makes 2-pt shot at rim (assist by S. Dekker),2,69-80,,
9:20.0,,,69-82,2,Z. LaVine makes 2-pt shot from 20 ft (assist by C. Aldrich)
9:09.0,E. Gordon makes 3-pt shot from 24 ft (assist by P. Beverley),3,72-82,,
8:44.0,,,72-82,,Z. LaVine misses 2-pt shot from 20 ft
8:43.0,Defensive rebound by P. Beverley,,72-82,,
8:34.0,E. Gordon misses 3-pt shot from 26 ft,,72-82,,
8:32.0,Offensive rebound by S. Dekker,,72-82,,
8:29.0,E. Gordon misses 3-pt shot from 24 ft,,72-82,,
8:28.0,,,72-82,,Defensive rebound by N. Bjelica
8:22.0,,,72-82,,Turnover by R. Rubio (bad pass; steal by E. Gordon)
8:20.0,,,72-82,,Personal foul by C. Aldrich (drawn by E. Gordon)
8:20.0,Houston full timeout,,72-82,,
8:20.0,,,72-82,,G. Dieng enters the game for C. Aldrich
8:20.0,,,72-82,,K. Towns enters the game for N. Bjelica
8:20.0,,,72-82,,A. Wiggins enters the game for S. Muhammad
8:10.0,C. Brewer misses 2-pt shot from 5 ft,,72-82,,
8:09.0,,,72-82,,Defensive rebound by G. Dieng
7:56.0,,,72-82,,K. Towns misses 2-pt shot from 19 ft
7:55.0,,,72-82,,Offensive rebound by Team
7:55.0,Loose ball foul by P. Beverley (drawn by A. Wiggins),,72-82,,
7:55.0,J. Harden enters the game for C. Brewer,,72-82,,
7:46.0,,,72-82,,A. Wiggins misses 2-pt shot from 12 ft
7:45.0,Defensive rebound by Team,,72-82,,
7:45.0,,,72-82,,Loose ball foul by G. Dieng (drawn by J. Harden)
7:25.0,P. Beverley makes 2-pt shot from 6 ft (assist by S. Dekker),2,74-82,,
7:06.0,,,74-82,,Z. LaVine misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by J. Harden,,74-82,,
6:56.0,R. Anderson enters the game for S. Dekker,,74-82,,
6:56.0,Jump ball: J. Harden vs. A. Wiggins (G. Dieng gains possession),,,,Jump ball: J. Harden vs. A. Wiggins (G. Dieng gains possession)
6:56.0,Turnover by J. Harden (lost ball; steal by A. Wiggins),,74-82,,
6:36.0,,,74-82,,R. Rubio misses 2-pt shot from 15 ft
6:35.0,Defensive rebound by J. Harden,,74-82,,
6:18.0,P. Beverley misses 2-pt shot from 6 ft,,74-82,,
6:17.0,,,74-82,,Defensive rebound by K. Towns
6:10.0,,,74-82,,Shooting foul by M. Harrell (drawn by Z. LaVine)
6:10.0,,,74-84,2,Z. LaVine makes 2-pt shot from 1 ft
6:10.0,,,74-84,,Z. LaVine misses free throw 1 of 1
6:10.0,Defensive rebound by J. Harden,,74-84,,
6:10.0,T. Ariza enters the game for M. Harrell,,74-84,,
5:57.0,E. Gordon makes 2-pt shot from 4 ft,2,76-84,,
5:45.0,,,76-84,,Offensive foul by K. Towns
5:45.0,,,76-84,,Turnover by K. Towns (offensive foul)
5:45.0,,,76-84,,Minnesota full timeout
5:27.0,T. Ariza misses 3-pt shot from 25 ft,,76-84,,
5:26.0,,,76-84,,Defensive rebound by G. Dieng
5:10.0,,,76-84,,Z. LaVine misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by P. Beverley,,76-84,,
5:03.0,Turnover by J. Harden (bad pass; steal by A. Wiggins),,76-84,,
4:42.0,,,76-87,3,R. Rubio makes 3-pt shot from 25 ft (assist by G. Dieng)
4:26.0,E. Gordon misses 2-pt shot from 5 ft (block by K. Towns),,76-87,,
4:24.0,Offensive rebound by R. Anderson,,76-87,,
