time,Boston,pts.away,score,pts.home,Indiana
5:56.0,K. Olynyk enters the game for A. Johnson,,15-16,,
5:41.0,Jump ball: A. Horford vs. G. Robinson (A. Bradley gains possession),,,,Jump ball: A. Horford vs. G. Robinson (A. Bradley gains possession)
5:29.0,I. Thomas misses 3-pt shot from 23 ft,,15-16,,
5:29.0,,,15-16,,Defensive rebound by Team
5:29.0,Loose ball foul by K. Olynyk (drawn by M. Turner),,15-16,,
5:29.0,M. Smart enters the game for J. Crowder,,15-16,,
5:16.0,,,15-18,2,P. George makes 2-pt shot from 22 ft (assist by T. Young)
4:58.0,A. Bradley misses 3-pt shot from 27 ft,,15-18,,
4:58.0,,,15-18,,Defensive rebound by J. Teague
4:43.0,,,15-18,,P. George misses 2-pt shot from 16 ft
4:43.0,,,15-18,,Offensive rebound by G. Robinson
4:40.0,,,15-18,,G. Robinson misses 2-pt shot from 2 ft
4:40.0,Defensive rebound by K. Olynyk,,15-18,,
4:15.0,K. Olynyk makes 2-pt shot from 13 ft,2,17-18,,
4:03.0,,,17-18,,G. Robinson misses 2-pt shot from 19 ft
4:02.0,Defensive rebound by A. Horford,,17-18,,
3:56.0,Shooting foul by M. Turner (drawn by I. Thomas),,17-18,,
3:56.0,I. Thomas makes free throw 1 of 2,1,18-18,,
3:56.0,I. Thomas makes free throw 2 of 2,1,19-18,,
3:56.0,,,18-18,,C. Miles enters the game for G. Robinson
3:45.0,,,19-20,2,M. Turner makes 2-pt shot from 2 ft (assist by P. George)
3:33.0,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas),3,22-20,,
3:24.0,,,22-20,,J. Teague misses 2-pt shot from 9 ft
3:23.0,,,22-20,,Offensive rebound by J. Teague
3:23.0,,,22-20,,Offensive charge foul by J. Teague
3:23.0,,,22-20,,Turnover by J. Teague (offensive foul)
3:23.0,T. Rozier enters the game for I. Thomas,,22-20,,
3:23.0,,,22-20,,A. Brooks enters the game for J. Teague
3:07.0,T. Rozier misses 3-pt shot from 26 ft,,22-20,,
3:06.0,,,22-20,,Defensive rebound by A. Brooks
3:00.0,,,22-22,2,M. Turner makes 2-pt shot at rim (assist by A. Brooks)
2:40.0,A. Bradley misses 3-pt shot from 28 ft,,22-22,,
2:40.0,,,22-22,,Defensive rebound by M. Turner
2:33.0,Personal foul by A. Bradley (drawn by P. George),,22-22,,
2:33.0,Boston full timeout,,22-22,,
2:33.0,,,22-23,1,P. George makes free throw 1 of 2
2:33.0,,,22-24,1,P. George makes free throw 2 of 2
2:33.0,J. Jerebko enters the game for A. Horford,,22-22,,
2:33.0,,,22-22,,L. Allen enters the game for M. Turner
2:18.0,T. Rozier misses 3-pt shot from 24 ft,,22-24,,
2:18.0,,,22-24,,Defensive rebound by L. Allen
2:13.0,Personal foul by A. Bradley (drawn by P. George),,22-24,,
2:13.0,Technical foul by A. Bradley (drawn by P. George),,22-24,,
2:13.0,,,22-25,1,P. George makes technical free throw
2:13.0,,,22-26,1,P. George makes free throw 1 of 2
2:13.0,,,22-27,1,P. George makes free throw 2 of 2
2:13.0,J. Brown enters the game for A. Bradley,,22-26,,
2:02.0,Turnover by K. Olynyk (lost ball; steal by T. Young),,22-27,,
1:58.0,,,22-27,,Turnover by P. George (bad pass)
1:46.0,K. Olynyk misses 3-pt shot from 27 ft,,22-27,,
1:45.0,,,22-27,,Defensive rebound by T. Young
1:30.0,,,22-27,,A. Brooks misses 3-pt shot from 27 ft
1:29.0,Defensive rebound by J. Jerebko,,22-27,,
1:19.0,M. Smart misses 3-pt shot from 26 ft,,22-27,,
1:19.0,,,22-27,,Defensive rebound by T. Young
1:07.0,,,22-27,,Turnover by P. George (kicked ball)
1:07.0,,,22-27,,G. Robinson enters the game for P. George
0:58.0,J. Brown misses 2-pt shot from 2 ft,,22-27,,
0:57.0,Offensive rebound by J. Brown,,22-27,,
0:44.0,Turnover by K. Olynyk (bad pass; steal by G. Robinson),,22-27,,
0:30.0,,,22-29,2,T. Young makes 2-pt shot from 20 ft (assist by G. Robinson)
0:12.0,K. Olynyk misses 3-pt shot from 26 ft,,22-29,,
0:11.0,,,22-29,,Defensive rebound by C. Miles
0:04.0,Personal block foul by K. Olynyk (drawn by A. Brooks),,22-29,,
0:04.0,,,22-30,1,A. Brooks makes free throw 1 of 2
0:04.0,,,22-31,1,A. Brooks makes free throw 2 of 2
0:04.0,I. Thomas enters the game for M. Smart,,22-30,,
0:04.0,,,22-30,,J. Teague enters the game for C. Miles
0:00.0,I. Thomas misses 3-pt shot from 35 ft,,22-31,,
0:00.0,Offensive rebound by Team,,22-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-31,,C. Miles misses 2-pt shot from 22 ft
11:47.0,Defensive rebound by K. Olynyk,,22-31,,
11:32.0,Shooting foul by A. Brooks (drawn by M. Smart),,22-31,,
11:32.0,M. Smart makes free throw 1 of 2,1,23-31,,
11:32.0,M. Smart makes free throw 2 of 2,1,24-31,,
11:22.0,,,24-31,,M. Turner misses 2-pt shot from 21 ft
11:21.0,Defensive rebound by Team,,24-31,,
10:59.0,J. Jerebko makes 3-pt shot from 27 ft (assist by M. Smart),3,27-31,,
10:35.0,,,27-31,,M. Turner misses 2-pt shot from 7 ft (block by M. Smart)
10:34.0,Defensive rebound by J. Crowder,,27-31,,
10:30.0,J. Brown makes 2-pt shot at rim (assist by J. Crowder),2,29-31,,
10:18.0,Personal foul by J. Brown (drawn by G. Robinson),,29-31,,
10:09.0,,,29-31,,Turnover by M. Turner (lost ball)
9:54.0,K. Olynyk misses 3-pt shot from 26 ft,,29-31,,
9:53.0,,,29-31,,Defensive rebound by C. Miles
9:45.0,,,29-31,,C. Miles misses 3-pt shot from 25 ft
9:43.0,,,29-31,,Offensive rebound by L. Allen
9:42.0,,,29-31,,Turnover by L. Allen (lost ball; steal by J. Brown)
9:35.0,J. Jerebko misses 3-pt shot from 24 ft,,29-31,,
9:35.0,,,29-31,,Defensive rebound by Team
9:23.0,,,29-31,,C. Miles misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by J. Jerebko,,29-31,,
9:10.0,J. Jerebko makes 2-pt shot from 7 ft,2,31-31,,
8:53.0,Official timeout,,31-31,,
8:53.0,,,31-31,,T. Young enters the game for L. Allen
8:46.0,,,31-31,,A. Brooks misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by M. Smart,,31-31,,
8:22.0,J. Brown misses 2-pt shot from 1 ft (block by M. Turner),,31-31,,
8:19.0,,,31-31,,Defensive rebound by Team
8:09.0,,,31-31,,Turnover by A. Brooks (lost ball; steal by M. Smart)
7:57.0,Shooting foul by A. Brooks (drawn by M. Smart),,31-31,,
7:57.0,M. Smart makes free throw 1 of 2,1,32-31,,
7:57.0,M. Smart makes free throw 2 of 2,1,33-31,,
7:57.0,,,32-31,,P. George enters the game for C. Miles
7:40.0,,,33-31,,M. Turner misses 2-pt shot from 3 ft
7:40.0,Defensive rebound by M. Smart,,33-31,,
7:27.0,J. Crowder makes 3-pt shot from 23 ft (assist by M. Smart),3,36-31,,
7:17.0,,,36-31,,Offensive foul by M. Turner
7:17.0,,,36-31,,Turnover by M. Turner (offensive foul)
7:17.0,A. Johnson enters the game for K. Olynyk,,36-31,,
7:17.0,,,36-31,,J. Teague enters the game for A. Brooks
7:17.0,,,36-31,,A. Jefferson enters the game for M. Turner
7:02.0,M. Smart makes 3-pt shot from 27 ft (assist by J. Jerebko),3,39-31,,
6:41.0,,,39-31,,G. Robinson misses 2-pt shot from 18 ft
6:41.0,,,39-31,,Offensive rebound by Team
6:41.0,Loose ball foul by M. Smart (drawn by T. Young),,39-31,,
6:32.0,,,39-33,2,P. George makes 2-pt shot from 19 ft
6:11.0,M. Smart misses 2-pt shot from 15 ft,,39-33,,
6:11.0,Offensive rebound by Team,,39-33,,
6:11.0,I. Thomas enters the game for M. Smart,,39-33,,
6:11.0,A. Horford enters the game for J. Jerebko,,39-33,,
6:06.0,Shooting foul by A. Jefferson (drawn by A. Johnson),,39-33,,
6:06.0,A. Johnson misses free throw 1 of 2,,39-33,,
6:06.0,Offensive rebound by Team,,39-33,,
6:06.0,A. Johnson misses free throw 2 of 2,,39-33,,
6:06.0,,,39-33,,Defensive rebound by T. Young
5:46.0,,,39-33,,Turnover by T. Young (bad pass; steal by A. Johnson)
5:33.0,A. Horford misses 2-pt shot from 9 ft,,39-33,,
5:31.0,,,39-33,,Defensive rebound by T. Young
5:26.0,,,39-33,,Shooting foul by J. Brown (drawn by J. Teague)
5:26.0,,,39-33,,Indiana full timeout
5:26.0,,,39-34,1,J. Teague makes free throw 1 of 2
5:26.0,,,39-35,1,J. Teague makes free throw 2 of 2
5:26.0,A. Bradley enters the game for J. Crowder,,39-33,,
5:12.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,41-35,,
4:53.0,,,41-37,2,A. Jefferson makes 2-pt shot from 8 ft
4:35.0,I. Thomas misses 3-pt shot from 27 ft,,41-37,,
4:34.0,,,41-37,,Defensive rebound by P. George
4:21.0,,,41-37,,T. Young misses 2-pt shot from 1 ft
4:20.0,Defensive rebound by A. Horford,,41-37,,
4:06.0,,,41-37,,Def 3 sec tech foul by T. Young
4:06.0,I. Thomas makes technical free throw,1,42-37,,
4:01.0,A. Johnson makes 2-pt shot from 2 ft (assist by I. Thomas),2,44-37,,
3:40.0,,,44-37,,P. George misses 2-pt shot from 23 ft
3:39.0,Defensive rebound by I. Thomas,,44-37,,
3:32.0,A. Bradley misses 3-pt shot from 24 ft,,44-37,,
3:31.0,,,44-37,,Defensive rebound by T. Young
3:22.0,,,44-40,3,T. Young makes 3-pt shot from 28 ft (assist by J. Teague)
2:58.0,A. Johnson misses 3-pt shot from 26 ft,,44-40,,
2:58.0,,,44-40,,Defensive rebound by P. George
2:48.0,,,44-40,,G. Robinson misses 2-pt shot from 2 ft
2:47.0,,,44-40,,Offensive rebound by G. Robinson
2:43.0,,,44-40,,J. Teague misses 2-pt shot from 7 ft
2:42.0,,,44-40,,Offensive rebound by A. Jefferson
2:42.0,Personal foul by J. Brown (drawn by A. Jefferson),,44-40,,
2:42.0,Boston full timeout,,44-40,,
2:42.0,J. Crowder enters the game for A. Johnson,,44-40,,
2:42.0,K. Olynyk enters the game for J. Brown,,44-40,,
2:27.0,,,44-40,,P. George misses 3-pt shot from 26 ft
2:26.0,Defensive rebound by Team,,44-40,,
2:26.0,,,44-40,,C. Miles enters the game for G. Robinson
2:17.0,A. Horford misses 2-pt shot from 23 ft,,44-40,,
2:16.0,,,44-40,,Defensive rebound by P. George
2:08.0,,,44-40,,C. Miles misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by A. Horford,,44-40,,
1:59.0,J. Crowder misses 3-pt shot from 28 ft,,44-40,,
1:58.0,,,44-40,,Defensive rebound by A. Jefferson
1:51.0,,,44-40,,Turnover by J. Teague (bad pass; steal by J. Crowder)
1:49.0,Offensive charge foul by J. Crowder,,44-40,,
1:49.0,Turnover by J. Crowder (offensive foul),,44-40,,
1:33.0,,,44-40,,Turnover by C. Miles (traveling)
1:25.0,I. Thomas misses 2-pt shot from 11 ft,,44-40,,
1:24.0,,,44-40,,Defensive rebound by T. Young
1:18.0,,,44-40,,J. Teague misses 2-pt shot from 17 ft
1:18.0,Defensive rebound by K. Olynyk,,44-40,,
1:10.0,I. Thomas makes 2-pt shot from 2 ft,2,46-40,,
0:55.0,,,46-40,,P. George misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by K. Olynyk,,46-40,,
0:48.0,A. Bradley makes 2-pt shot from 2 ft (assist by I. Thomas),2,48-40,,
0:41.0,,,48-40,,Indiana full timeout
0:41.0,,,48-40,,K. Seraphin enters the game for A. Jefferson
0:29.0,,,48-40,,T. Young misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by J. Crowder,,48-40,,
0:01.0,J. Crowder makes 3-pt shot from 26 ft (assist by I. Thomas),3,51-40,,
0:00.0,,,51-40,,J. Teague misses 3-pt shot from 66 ft
0:00.0,,,51-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,51-40,,Shooting foul by A. Horford (drawn by J. Teague)
11:44.0,,,51-41,1,J. Teague makes free throw 1 of 2
11:44.0,,,51-42,1,J. Teague makes free throw 2 of 2
11:22.0,A. Horford misses 2-pt shot from 8 ft,,51-42,,
11:22.0,Offensive rebound by A. Johnson,,51-42,,
11:19.0,A. Johnson makes 2-pt shot from 1 ft,2,53-42,,
11:03.0,,,53-45,3,T. Young makes 3-pt shot from 25 ft (assist by J. Teague)
10:48.0,I. Thomas misses 3-pt shot from 23 ft,,53-45,,
10:48.0,Offensive rebound by J. Crowder,,53-45,,
10:42.0,I. Thomas makes 2-pt shot from 2 ft,2,55-45,,
10:34.0,Personal foul by A. Johnson (drawn by T. Young),,55-45,,
10:23.0,,,55-47,2,G. Robinson makes 2-pt shot from 21 ft (assist by T. Young)
10:10.0,Turnover by A. Johnson (offensive foul),,55-47,,
10:10.0,Offensive foul by A. Johnson,,55-47,,
9:50.0,,,55-49,2,J. Teague makes 2-pt shot from 2 ft
9:31.0,A. Bradley misses 2-pt shot from 19 ft,,55-49,,
9:30.0,,,55-49,,Defensive rebound by M. Turner
9:22.0,,,55-49,,G. Robinson misses 3-pt shot from 23 ft
9:21.0,Defensive rebound by A. Johnson,,55-49,,
9:14.0,A. Bradley makes 2-pt shot from 2 ft (assist by I. Thomas),2,57-49,,
9:02.0,,,57-49,,Offensive charge foul by G. Robinson
9:02.0,,,57-49,,Turnover by G. Robinson (offensive foul)
8:37.0,A. Bradley misses 2-pt shot from 4 ft,,57-49,,
8:37.0,Offensive rebound by A. Bradley,,57-49,,
8:37.0,A. Bradley makes 2-pt shot from 4 ft,2,59-49,,
8:24.0,,,59-49,,P. George misses 2-pt shot from 15 ft (block by A. Horford)
8:24.0,Defensive rebound by A. Horford,,59-49,,
8:23.0,Jump ball: P. George vs. A. Horford (A. Johnson gains possession),,,,Jump ball: P. George vs. A. Horford (A. Johnson gains possession)
8:11.0,Shooting foul by T. Young (drawn by A. Horford),,59-49,,
8:11.0,A. Horford makes free throw 1 of 2,1,60-49,,
8:11.0,A. Horford makes free throw 2 of 2,1,61-49,,
8:00.0,Personal foul by A. Bradley (drawn by P. George),,61-49,,
7:51.0,,,61-49,,P. George misses 2-pt shot from 13 ft
7:51.0,Defensive rebound by Team,,61-49,,
7:51.0,,,61-49,,Loose ball foul by M. Turner (drawn by A. Horford)
7:39.0,A. Bradley makes 2-pt shot from 1 ft,2,63-49,,
7:33.0,,,63-49,,Indiana full timeout
7:26.0,,,63-49,,M. Turner misses 2-pt shot from 19 ft
7:25.0,Defensive rebound by A. Johnson,,63-49,,
7:07.0,J. Crowder makes 2-pt shot from 22 ft (assist by A. Johnson),2,65-49,,
6:53.0,,,65-51,2,J. Teague makes 2-pt shot from 16 ft
6:40.0,I. Thomas misses 2-pt shot from 10 ft,,65-51,,
6:39.0,,,65-51,,Defensive rebound by M. Turner
6:27.0,,,65-51,,G. Robinson misses 2-pt shot from 19 ft
6:25.0,Defensive rebound by A. Bradley,,65-51,,
6:15.0,J. Crowder misses 2-pt shot from 20 ft,,65-51,,
6:14.0,,,65-51,,Defensive rebound by M. Turner
6:04.0,,,65-53,2,T. Young makes 2-pt shot from 8 ft (assist by J. Teague)
5:51.0,Offensive foul by A. Bradley,,65-53,,
5:51.0,Turnover by A. Bradley (offensive foul),,65-53,,
5:41.0,,,65-53,,T. Young misses 3-pt shot from 27 ft
5:41.0,Defensive rebound by J. Crowder,,65-53,,
5:30.0,A. Johnson misses 2-pt shot from 3 ft (block by J. Teague),,65-53,,
5:30.0,,,65-53,,Defensive rebound by J. Teague
5:30.0,Personal foul by I. Thomas (drawn by J. Teague),,65-53,,
5:30.0,M. Smart enters the game for A. Bradley,,65-53,,
5:15.0,,,65-53,,P. George misses 2-pt shot from 14 ft
5:15.0,Defensive rebound by A. Horford,,65-53,,
4:59.0,M. Smart misses 3-pt shot from 23 ft,,65-53,,
4:57.0,Offensive rebound by A. Horford,,65-53,,
4:57.0,A. Horford makes 2-pt shot at rim,2,67-53,,
4:41.0,,,67-53,,P. George misses 2-pt shot from 16 ft
4:40.0,Defensive rebound by A. Johnson,,67-53,,
4:30.0,A. Horford misses 3-pt shot from 24 ft,,67-53,,
4:29.0,,,67-53,,Defensive rebound by J. Teague
4:24.0,,,67-53,,Turnover by J. Teague (lost ball)
4:24.0,,,67-53,,C. Miles enters the game for G. Robinson
4:10.0,A. Johnson makes 2-pt shot from 4 ft,2,69-53,,
3:59.0,,,69-53,,M. Turner misses 3-pt shot from 29 ft
3:58.0,Defensive rebound by A. Johnson,,69-53,,
3:52.0,I. Thomas misses 3-pt shot from 30 ft,,69-53,,
3:51.0,,,69-53,,Defensive rebound by M. Turner
3:45.0,,,69-55,2,M. Turner makes 2-pt shot from 5 ft (assist by P. George)
3:44.0,Boston full timeout,,69-55,,
3:44.0,,,69-55,,A. Jefferson enters the game for M. Turner
3:25.0,Shooting foul by C. Miles (drawn by M. Smart),,69-55,,
3:25.0,M. Smart misses free throw 1 of 2,,69-55,,
3:25.0,Offensive rebound by Team,,69-55,,
3:25.0,M. Smart makes free throw 2 of 2,1,70-55,,
3:25.0,K. Olynyk enters the game for A. Horford,,69-55,,
3:09.0,,,70-57,2,J. Teague makes 2-pt shot from 7 ft
2:50.0,I. Thomas makes 2-pt shot from 2 ft,2,72-57,,
2:30.0,,,72-57,,A. Jefferson misses 2-pt shot from 2 ft
2:28.0,Defensive rebound by J. Crowder,,72-57,,
2:18.0,I. Thomas makes 2-pt shot from 1 ft,2,74-57,,
1:55.0,,,74-59,2,J. Teague makes 2-pt shot from 2 ft
1:43.0,,,74-59,,Personal foul by P. George (drawn by J. Crowder)
1:43.0,J. Brown enters the game for I. Thomas,,74-59,,
1:43.0,,,74-59,,G. Robinson enters the game for P. George
1:38.0,M. Smart misses 2-pt shot from 18 ft,,74-59,,
1:37.0,,,74-59,,Defensive rebound by A. Jefferson
1:28.0,,,74-62,3,J. Teague makes 3-pt shot from 27 ft
1:28.0,,,74-62,,Shooting foul by M. Smart (drawn by J. Teague)
1:28.0,,,74-63,1,J. Teague makes free throw 1 of 1
1:13.0,J. Jerebko enters the game for A. Johnson,,74-63,,
1:04.0,M. Smart misses 3-pt shot from 30 ft,,74-63,,
1:03.0,,,74-63,,Defensive rebound by T. Young
0:43.0,,,74-65,2,A. Jefferson makes 2-pt shot at rim (assist by J. Teague)
0:31.0,K. Olynyk makes 3-pt shot from 27 ft (assist by M. Smart),3,77-65,,
0:16.0,,,77-67,2,J. Teague makes 2-pt shot from 15 ft
0:02.0,M. Smart misses 2-pt shot from 2 ft,,77-67,,
0:01.0,,,77-67,,Defensive rebound by T. Young
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,J. Brown makes 2-pt shot from 2 ft (assist by K. Olynyk),2,79-67,,
11:38.0,Personal foul by J. Brown (drawn by G. Robinson),,79-67,,
11:27.0,,,79-69,2,C. Miles makes 2-pt shot from 18 ft (assist by A. Brooks)
11:16.0,K. Olynyk makes 2-pt shot from 1 ft,2,81-69,,
11:16.0,Shooting foul by A. Jefferson (drawn by K. Olynyk),,81-69,,
11:16.0,K. Olynyk makes free throw 1 of 1,1,82-69,,
11:01.0,,,82-69,,A. Brooks misses 2-pt shot from 11 ft
11:00.0,,,82-69,,Offensive rebound by A. Jefferson
11:00.0,,,82-69,,A. Jefferson misses 2-pt shot from 2 ft
10:59.0,Defensive rebound by J. Jerebko,,82-69,,
10:47.0,J. Brown misses 2-pt shot from 22 ft (block by C. Miles),,82-69,,
10:46.0,,,82-69,,Defensive rebound by A. Jefferson
10:40.0,,,82-71,2,C. Miles makes 2-pt shot from 10 ft
10:17.0,M. Smart makes 2-pt shot from 2 ft (assist by K. Olynyk),2,84-71,,
9:52.0,,,84-71,,Turnover by P. George (lost ball; steal by T. Rozier)
9:48.0,Turnover by T. Rozier (bad pass; steal by A. Brooks),,84-71,,
9:42.0,,,84-71,,Turnover by A. Brooks (bad pass; steal by K. Olynyk)
9:35.0,J. Brown misses 2-pt shot from 2 ft,,84-71,,
9:34.0,Offensive rebound by J. Brown,,84-71,,
9:34.0,J. Brown misses 2-pt shot from 2 ft,,84-71,,
9:33.0,,,84-71,,Defensive rebound by A. Jefferson
9:27.0,Personal foul by M. Smart (drawn by P. George),,84-71,,
9:22.0,,,84-71,,P. George misses 2-pt shot from 21 ft
9:21.0,,,84-71,,Offensive rebound by P. George
9:20.0,,,84-73,2,P. George makes 2-pt shot from 4 ft
9:20.0,,,84-73,,Shooting foul by K. Olynyk (drawn by P. George)
9:20.0,,,84-74,1,P. George makes free throw 1 of 1
9:03.0,K. Olynyk misses 2-pt shot from 20 ft,,84-74,,
9:01.0,Offensive rebound by J. Jerebko,,84-74,,
8:56.0,T. Rozier misses 3-pt shot from 26 ft,,84-74,,
8:55.0,,,84-74,,Defensive rebound by A. Jefferson
8:47.0,Shooting block foul by M. Smart (drawn by P. George),,84-74,,
8:47.0,Official timeout,,84-74,,
8:47.0,,,84-75,1,P. George makes free throw 1 of 2
8:47.0,,,84-75,,P. George misses free throw 2 of 2
8:47.0,A. Bradley enters the game for K. Olynyk,,84-74,,
8:47.0,A. Horford enters the game for T. Rozier,,84-74,,
8:45.0,Defensive rebound by A. Horford,,84-75,,
8:44.0,Turnover by A. Horford (lost ball; steal by P. George),,84-75,,
8:38.0,,,84-75,,G. Robinson misses 3-pt shot from 24 ft
8:37.0,Defensive rebound by M. Smart,,84-75,,
8:37.0,,,84-75,,Technical foul by P. George
8:37.0,A. Bradley makes technical free throw,1,85-75,,
8:15.0,J. Jerebko misses 3-pt shot from 26 ft,,85-75,,
8:13.0,,,85-75,,Defensive rebound by A. Brooks
7:54.0,,,85-75,,P. George misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by A. Bradley,,85-75,,
7:36.0,Turnover by A. Bradley (back court),,85-75,,
7:36.0,,,85-75,,M. Turner enters the game for A. Jefferson
7:36.0,I. Thomas enters the game for M. Smart,,85-75,,
7:23.0,,,85-75,,C. Miles misses 2-pt shot from 4 ft
7:23.0,,,85-75,,Offensive rebound by Team
7:23.0,,,85-75,,J. Teague enters the game for A. Brooks
7:23.0,J. Crowder enters the game for J. Brown,,85-75,,
7:23.0,,,85-75,,Turnover by G. Robinson (bad pass)
7:07.0,A. Horford misses 3-pt shot from 26 ft,,85-75,,
7:07.0,,,85-75,,Defensive rebound by G. Robinson
6:56.0,,,85-78,3,C. Miles makes 3-pt shot from 26 ft (assist by P. George)
6:37.0,A. Horford misses 2-pt shot from 17 ft,,85-78,,
6:36.0,,,85-78,,Defensive rebound by P. George
6:21.0,,,85-78,,Shooting foul by I. Thomas (drawn by J. Teague)
6:21.0,,,85-79,1,J. Teague makes free throw 1 of 2
6:21.0,,,85-80,1,J. Teague makes free throw 2 of 2
6:17.0,Boston full timeout,,85-80,,
6:17.0,M. Smart enters the game for J. Jerebko,,85-80,,
6:12.0,A. Bradley misses 2-pt shot from 17 ft,,85-80,,
6:11.0,,,85-80,,Defensive rebound by P. George
6:02.0,,,85-80,,J. Teague misses 2-pt shot from 1 ft
6:01.0,Defensive rebound by A. Horford,,85-80,,
5:52.0,I. Thomas makes 2-pt shot from 2 ft,2,87-80,,
5:49.0,,,87-80,,Turnover by P. George (bad pass; steal by A. Bradley)
5:43.0,J. Crowder misses 3-pt shot from 25 ft,,87-80,,
5:43.0,,,87-80,,Defensive rebound by G. Robinson
5:26.0,,,87-83,3,C. Miles makes 3-pt shot from 28 ft (assist by J. Teague)
5:10.0,I. Thomas misses 3-pt shot from 26 ft,,87-83,,
5:06.0,Offensive rebound by A. Horford,,87-83,,
5:06.0,,,87-83,,Personal foul by C. Miles (drawn by J. Crowder)
4:56.0,A. Horford makes 2-pt shot from 1 ft,2,89-83,,
4:37.0,,,89-83,,Turnover by P. George (bad pass; steal by M. Smart)
4:35.0,Shooting foul by C. Miles (drawn by I. Thomas),,89-83,,
4:35.0,I. Thomas makes free throw 1 of 2,1,90-83,,
4:35.0,I. Thomas makes free throw 2 of 2,1,91-83,,
4:35.0,,,90-83,,T. Young enters the game for G. Robinson
4:25.0,,,91-83,,C. Miles misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by A. Bradley,,91-83,,
