time,Utah,pts.away,score,pts.home,Oklahoma City
10:53.0,,,50-64,,R. Westbrook misses 3-pt shot from 26 ft
10:53.0,Defensive rebound by G. Hill,,50-64,,
10:36.0,G. Hill makes 3-pt shot from 23 ft,3,53-64,,
10:19.0,,,53-66,2,V. Oladipo makes 2-pt shot from 9 ft
9:55.0,R. Hood misses 2-pt shot from 11 ft,,53-66,,
9:54.0,,,53-66,,Defensive rebound by A. Roberson
9:47.0,,,53-68,2,S. Adams makes 2-pt shot from 12 ft (assist by R. Westbrook)
9:29.0,J. Withey misses 2-pt shot from 2 ft (block by S. Adams),,53-68,,
9:28.0,,,53-68,,Defensive rebound by R. Westbrook
9:14.0,,,53-70,2,T. Gibson makes 2-pt shot from 15 ft (assist by R. Westbrook)
8:57.0,G. Hill misses 2-pt shot from 2 ft,,53-70,,
8:56.0,,,53-70,,Defensive rebound by R. Westbrook
8:50.0,,,53-72,2,A. Roberson makes 2-pt shot from 1 ft (assist by V. Oladipo)
8:50.0,Utah full timeout,,53-72,,
8:50.0,D. Exum enters the game for G. Hayward,,53-72,,
8:50.0,J. Ingles enters the game for G. Hill,,53-72,,
8:41.0,R. Hood misses 3-pt shot from 26 ft,,53-72,,
8:40.0,,,53-72,,Defensive rebound by T. Gibson
8:23.0,,,53-74,2,R. Westbrook makes 2-pt shot from 13 ft
7:56.0,R. Hood misses 3-pt shot from 27 ft,,53-74,,
7:56.0,,,53-74,,Defensive rebound by Team
7:41.0,,,53-76,2,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook)
7:21.0,,,53-76,,Violation by S. Adams (kicked ball)
7:21.0,T. Lyles enters the game for J. Johnson,,53-76,,
7:13.0,J. Withey makes 2-pt shot at rim (assist by J. Ingles),2,55-76,,
6:56.0,,,55-76,,T. Gibson misses 2-pt shot from 16 ft
6:56.0,Defensive rebound by J. Ingles,,55-76,,
6:43.0,Shooting foul by T. Gibson (drawn by J. Ingles),,55-76,,
6:43.0,J. Ingles makes free throw 1 of 2,1,56-76,,
6:43.0,J. Ingles misses free throw 2 of 2,,56-76,,
6:42.0,,,56-76,,Defensive rebound by T. Gibson
6:32.0,,,56-76,,R. Westbrook misses 2-pt shot from 9 ft
6:32.0,Defensive rebound by J. Ingles,,56-76,,
6:20.0,D. Exum makes 2-pt shot from 1 ft,2,58-76,,
5:58.0,,,58-78,2,T. Gibson makes 2-pt shot at rim
5:37.0,T. Lyles misses 2-pt shot from 2 ft,,58-78,,
5:37.0,,,58-78,,Defensive rebound by T. Gibson
5:32.0,,,58-78,,Turnover by R. Westbrook (bad pass; steal by R. Hood)
5:22.0,Turnover by T. Lyles (step out of bounds),,58-78,,
5:22.0,,,58-78,,Oklahoma City full timeout
5:22.0,A. Burks enters the game for R. Hood,,58-78,,
5:22.0,,,58-78,,S. Christon enters the game for A. Roberson
5:22.0,,,58-78,,A. Abrines enters the game for V. Oladipo
5:12.0,Personal foul by J. Ingles (drawn by A. Abrines),,58-78,,
5:07.0,,,58-78,,Turnover by T. Gibson (traveling)
4:50.0,J. Withey misses 2-pt shot at rim (block by R. Westbrook),,58-78,,
4:48.0,Offensive rebound by D. Exum,,58-78,,
4:48.0,,,58-78,,Personal foul by S. Christon (drawn by D. Exum)
4:48.0,,,58-78,,E. Kanter enters the game for T. Gibson
4:35.0,D. Exum makes 2-pt shot from 9 ft,2,60-78,,
4:20.0,,,60-80,2,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook)
3:58.0,Turnover by J. Ingles (bad pass; steal by R. Westbrook),,60-80,,
3:54.0,,,60-82,2,R. Westbrook makes 2-pt shot at rim
3:35.0,T. Lyles misses 3-pt shot from 24 ft,,60-82,,
3:35.0,Offensive rebound by J. Withey,,60-82,,
3:33.0,J. Withey misses 2-pt shot from 1 ft (block by E. Kanter),,60-82,,
3:31.0,Offensive rebound by J. Withey,,60-82,,
3:24.0,T. Lyles makes 3-pt shot from 25 ft (assist by A. Burks),3,63-82,,
3:04.0,,,63-84,2,E. Kanter makes 2-pt shot from 1 ft
2:54.0,T. Lyles makes 2-pt shot from 1 ft,2,65-84,,
2:40.0,,,65-84,,R. Westbrook misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by T. Lyles,,65-84,,
2:32.0,Shooting foul by E. Kanter (drawn by A. Burks),,65-84,,
2:32.0,A. Burks makes free throw 1 of 2,1,66-84,,
2:32.0,A. Burks makes free throw 2 of 2,1,67-84,,
2:32.0,J. Bolomboy enters the game for J. Withey,,66-84,,
2:32.0,,,66-84,,V. Oladipo enters the game for R. Westbrook
2:32.0,,,66-84,,D. Sabonis enters the game for S. Adams
2:09.0,,,67-87,3,A. Abrines makes 3-pt shot from 23 ft (assist by E. Kanter)
2:00.0,Shooting foul by D. Sabonis (drawn by D. Exum),,67-87,,
2:00.0,D. Exum misses free throw 1 of 2,,67-87,,
2:00.0,Offensive rebound by Team,,67-87,,
2:00.0,D. Exum makes free throw 2 of 2,1,68-87,,
1:49.0,,,68-87,,Shooting foul by T. Lyles (drawn by V. Oladipo)
1:49.0,,,68-88,1,V. Oladipo makes free throw 1 of 2
1:49.0,,,68-89,1,V. Oladipo makes free throw 2 of 2
1:40.0,A. Burks makes 2-pt shot from 2 ft,2,70-89,,
1:40.0,Shooting foul by S. Christon (drawn by A. Burks),,70-89,,
1:40.0,,,70-89,,Violation by E. Kanter (lane)
1:40.0,A. Burks makes free throw 1 of 1,1,71-89,,
1:25.0,,,71-89,,S. Christon misses 2-pt shot from 1 ft
1:25.0,Defensive rebound by T. Lyles,,71-89,,
1:06.0,J. Bolomboy makes 2-pt shot from 4 ft,2,73-89,,
1:05.0,,,73-89,,Oklahoma City full timeout
1:05.0,R. Neto enters the game for D. Exum,,73-89,,
0:51.0,,,73-89,,E. Kanter misses 2-pt shot from 4 ft
0:50.0,Defensive rebound by J. Bolomboy,,73-89,,
0:34.0,T. Lyles makes 2-pt shot from 18 ft (assist by A. Burks),2,75-89,,
0:24.0,,,75-89,,E. Kanter misses 2-pt shot from 17 ft
0:23.0,,,75-89,,Offensive rebound by D. Sabonis
0:18.0,,,75-91,2,D. Sabonis makes 2-pt shot from 3 ft
0:03.0,Shooting foul by D. Sabonis (drawn by A. Burks),,75-91,,
0:03.0,A. Burks misses free throw 1 of 2,,75-91,,
0:03.0,Offensive rebound by Team,,75-91,,
0:03.0,A. Burks makes free throw 2 of 2,1,76-91,,
0:03.0,,,75-91,,J. Grant enters the game for D. Sabonis
0:00.0,,,76-91,,S. Christon misses 3-pt shot from 33 ft
0:00.0,,,76-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,76-91,,J. Grant misses 2-pt shot from 14 ft
11:43.0,,,76-91,,Offensive rebound by E. Kanter
11:42.0,,,76-93,2,E. Kanter makes 2-pt shot from 2 ft
11:22.0,J. Ingles misses 3-pt shot from 22 ft,,76-93,,
11:22.0,,,76-93,,Defensive rebound by E. Kanter
11:02.0,,,76-93,,S. Christon misses 3-pt shot from 22 ft
11:01.0,Defensive rebound by J. Ingles,,76-93,,
10:48.0,J. Bolomboy misses 2-pt shot at rim,,76-93,,
10:47.0,,,76-93,,Defensive rebound by V. Oladipo
10:41.0,,,76-93,,E. Kanter misses 2-pt shot from 1 ft
10:41.0,Defensive rebound by J. Ingles,,76-93,,
10:29.0,R. Neto misses 2-pt shot from 15 ft,,76-93,,
10:29.0,,,76-93,,Defensive rebound by E. Kanter
10:05.0,,,76-93,,V. Oladipo misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by J. Ingles,,76-93,,
9:56.0,Turnover by J. Bolomboy (step out of bounds),,76-93,,
9:56.0,D. Exum enters the game for J. Ingles,,76-93,,
9:46.0,,,76-95,2,E. Kanter makes 2-pt shot at rim (assist by S. Christon)
9:29.0,J. Bolomboy makes 2-pt shot at rim (assist by R. Neto),2,78-95,,
9:17.0,,,78-95,,Offensive foul by E. Kanter
9:17.0,,,78-95,,Turnover by E. Kanter (offensive foul)
9:17.0,,,78-95,,R. Westbrook enters the game for V. Oladipo
8:59.0,J. Bolomboy makes 2-pt shot from 1 ft (assist by T. Lyles),2,80-95,,
8:47.0,,,80-95,,A. Abrines misses 2-pt shot from 2 ft
8:47.0,Defensive rebound by T. Lyles,,80-95,,
8:35.0,A. Burks makes 3-pt shot from 23 ft (assist by J. Bolomboy),3,83-95,,
8:16.0,,,83-95,,R. Westbrook misses 2-pt shot from 2 ft
8:15.0,Defensive rebound by A. Burks,,83-95,,
8:09.0,A. Burks misses 2-pt shot from 2 ft,,83-95,,
8:08.0,Offensive rebound by A. Burks,,83-95,,
8:08.0,A. Burks misses 2-pt shot from 1 ft,,83-95,,
8:07.0,,,83-95,,Defensive rebound by J. Grant
7:59.0,,,83-95,,Shooting foul by A. Burks (drawn by R. Westbrook)
7:59.0,Official timeout,,83-95,,
7:59.0,,,83-96,1,R. Westbrook makes free throw 1 of 2
7:59.0,,,83-97,1,R. Westbrook makes free throw 2 of 2
7:59.0,,,83-95,,S. Adams enters the game for E. Kanter
7:51.0,D. Exum makes 2-pt shot from 1 ft,2,85-97,,
7:51.0,Shooting foul by S. Adams (drawn by D. Exum),,85-97,,
7:51.0,D. Exum makes free throw 1 of 1,1,86-97,,
7:51.0,,,85-97,,A. Roberson enters the game for S. Christon
7:51.0,,,85-97,,V. Oladipo enters the game for A. Abrines
7:38.0,,,86-99,2,R. Westbrook makes 2-pt shot from 15 ft (assist by V. Oladipo)
7:19.0,D. Exum misses 2-pt shot from 1 ft (block by A. Roberson),,86-99,,
7:19.0,,,86-99,,Defensive rebound by S. Adams
7:12.0,,,86-99,,Turnover by J. Grant (bad pass; steal by R. Neto)
6:57.0,A. Burks makes 3-pt shot from 25 ft (assist by R. Neto),3,89-99,,
6:42.0,,,89-99,,Turnover by R. Westbrook (bad pass; steal by T. Lyles)
6:38.0,R. Neto makes 2-pt shot from 1 ft,2,91-99,,
6:38.0,Shooting foul by J. Grant (drawn by R. Neto),,91-99,,
6:38.0,R. Neto makes free throw 1 of 1,1,92-99,,
6:26.0,Shooting block foul by T. Lyles (drawn by R. Westbrook),,92-99,,
6:26.0,,,92-100,1,R. Westbrook makes free throw 1 of 2
6:26.0,,,92-101,1,R. Westbrook makes free throw 2 of 2
6:07.0,A. Burks misses 3-pt shot from 23 ft,,92-101,,
6:06.0,,,92-101,,Defensive rebound by A. Roberson
5:53.0,,,92-101,,R. Westbrook misses 2-pt shot from 14 ft
5:53.0,Defensive rebound by A. Burks,,92-101,,
5:52.0,,,92-101,,Personal foul by R. Westbrook (drawn by A. Burks)
5:52.0,,,92-101,,Oklahoma City full timeout
5:30.0,A. Burks misses 3-pt shot from 24 ft,,92-101,,
5:30.0,,,92-101,,Defensive rebound by S. Adams
5:16.0,,,92-103,2,R. Westbrook makes 2-pt shot from 20 ft
4:49.0,Shooting foul by V. Oladipo (drawn by D. Exum),,92-103,,
4:49.0,D. Exum makes free throw 1 of 2,1,93-103,,
4:49.0,D. Exum makes free throw 2 of 2,1,94-103,,
4:38.0,,,94-103,,R. Westbrook misses 3-pt shot from 24 ft
4:38.0,Defensive rebound by Team,,94-103,,
4:24.0,Turnover by D. Exum (lost ball),,94-103,,
4:11.0,,,94-103,,R. Westbrook misses 2-pt shot from 12 ft
4:10.0,Defensive rebound by A. Burks,,94-103,,
4:04.0,J. Bolomboy misses 2-pt shot from 3 ft (block by V. Oladipo),,94-103,,
4:02.0,Offensive rebound by T. Lyles,,94-103,,
3:58.0,Utah full timeout,,94-103,,
3:50.0,T. Lyles misses 2-pt shot from 2 ft,,94-103,,
3:49.0,,,94-103,,Defensive rebound by S. Adams
3:30.0,,,94-103,,R. Westbrook misses 2-pt shot from 17 ft
3:29.0,,,94-103,,Offensive rebound by J. Grant
3:15.0,,,94-103,,Turnover by V. Oladipo (lost ball; steal by R. Neto)
3:10.0,D. Exum makes 2-pt shot from 1 ft,2,96-103,,
2:49.0,,,96-103,,R. Westbrook misses 2-pt shot from 2 ft
2:49.0,,,96-103,,Offensive rebound by S. Adams
2:49.0,Personal foul by T. Lyles (drawn by S. Adams),,96-103,,
2:43.0,,,96-103,,Shooting foul by A. Burks (drawn by R. Westbrook)
2:43.0,,,96-104,1,R. Westbrook makes free throw 1 of 2
2:43.0,,,96-105,1,R. Westbrook makes free throw 2 of 2
2:30.0,Turnover by D. Exum (lost ball; steal by R. Westbrook),,96-105,,
2:29.0,Clear path foul by D. Exum,,96-105,,
2:29.0,,,96-106,1,R. Westbrook makes clear path free throw 1 of 2
2:29.0,,,96-107,1,R. Westbrook makes clear path free throw 2 of 2
2:19.0,,,96-107,,Shooting foul by D. Exum (drawn by V. Oladipo)
2:19.0,,,96-108,1,V. Oladipo makes free throw 1 of 2
2:19.0,,,96-108,,V. Oladipo misses free throw 2 of 2
