time,Utah,pts.away,score,pts.home,Portland
10:57.0,,,26-30,1,E. Davis makes free throw 1 of 2
10:57.0,,,26-31,1,E. Davis makes free throw 2 of 2
10:45.0,B. Diaw misses 3-pt shot from 24 ft,,26-31,,
10:44.0,,,26-31,,Defensive rebound by E. Davis
10:40.0,,,26-31,,Turnover by A. Crabbe (traveling)
10:18.0,B. Diaw misses 3-pt shot from 24 ft,,26-31,,
10:16.0,,,26-31,,Defensive rebound by E. Turner
10:11.0,,,26-31,,E. Turner misses 2-pt shot from 3 ft (block by J. Withey)
10:10.0,Defensive rebound by J. Johnson,,26-31,,
9:59.0,Turnover by J. Johnson (lost ball; steal by E. Turner),,26-31,,
9:41.0,,,26-31,,A. Crabbe misses 2-pt shot from 8 ft
9:41.0,,,26-31,,Offensive rebound by Team
9:41.0,Loose ball foul by D. Exum (drawn by E. Davis),,26-31,,
9:35.0,,,26-31,,Turnover by C. McCollum (lost ball; steal by S. Mack)
9:30.0,S. Mack makes 2-pt shot from 1 ft,2,28-31,,
9:16.0,,,28-31,,C. McCollum misses 2-pt shot from 4 ft
9:15.0,,,28-31,,Offensive rebound by C. McCollum
9:09.0,,,28-34,3,N. Vonleh makes 3-pt shot from 25 ft (assist by E. Turner)
8:43.0,B. Diaw misses 3-pt shot from 24 ft,,28-34,,
8:42.0,,,28-34,,Defensive rebound by A. Crabbe
8:30.0,,,28-37,3,A. Crabbe makes 3-pt shot from 25 ft (assist by E. Turner)
8:30.0,Utah full timeout,,28-37,,
8:30.0,G. Hill enters the game for S. Mack,,28-37,,
8:30.0,R. Gobert enters the game for J. Withey,,28-37,,
8:15.0,,,28-37,,Personal foul by E. Turner (drawn by R. Gobert)
8:01.0,Turnover by Team (shot clock),,28-37,,
7:47.0,,,28-39,2,A. Crabbe makes 2-pt shot from 18 ft (assist by E. Turner)
7:28.0,J. Johnson misses 2-pt shot from 15 ft,,28-39,,
7:26.0,Offensive rebound by R. Gobert,,28-39,,
7:21.0,D. Exum misses 3-pt shot from 24 ft,,28-39,,
7:21.0,,,28-39,,Defensive rebound by Team
7:21.0,Loose ball foul by R. Gobert (drawn by E. Davis),,28-39,,
7:21.0,R. Hood enters the game for D. Exum,,28-39,,
7:21.0,,,28-39,,M. Harkless enters the game for C. McCollum
7:21.0,,,28-39,,D. Lillard enters the game for E. Davis
7:21.0,,,28-39,,M. Plumlee enters the game for N. Vonleh
7:04.0,,,28-39,,Turnover by A. Crabbe (lost ball; steal by R. Hood)
6:55.0,R. Hood misses 3-pt shot from 27 ft,,28-39,,
6:55.0,,,28-39,,Defensive rebound by D. Lillard
6:43.0,,,28-41,2,A. Crabbe makes 2-pt shot from 9 ft (assist by D. Lillard)
6:22.0,R. Gobert misses 2-pt shot from 8 ft,,28-41,,
6:21.0,,,28-41,,Defensive rebound by M. Plumlee
6:18.0,,,28-41,,Turnover by D. Lillard (bad pass; steal by G. Hill)
6:12.0,G. Hill makes 2-pt shot from 2 ft,2,30-41,,
5:49.0,,,30-41,,M. Plumlee misses 2-pt shot from 7 ft
5:48.0,Defensive rebound by G. Hill,,30-41,,
5:37.0,R. Hood makes 2-pt shot from 15 ft (assist by G. Hill),2,32-41,,
5:37.0,,,32-41,,Portland full timeout
5:37.0,J. Ingles enters the game for J. Johnson,,32-41,,
5:20.0,,,32-41,,M. Harkless misses 2-pt shot from 3 ft (block by R. Gobert)
5:19.0,Defensive rebound by G. Hill,,32-41,,
5:13.0,G. Hill makes 2-pt shot from 1 ft,2,34-41,,
4:55.0,,,34-43,2,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee)
4:38.0,R. Hood makes 3-pt shot from 25 ft (assist by G. Hill),3,37-43,,
4:15.0,,,37-43,,D. Lillard misses 2-pt shot from 19 ft
4:14.0,Defensive rebound by R. Gobert,,37-43,,
3:54.0,B. Diaw misses 2-pt shot from 3 ft,,37-43,,
3:53.0,Offensive rebound by B. Diaw,,37-43,,
3:52.0,B. Diaw misses 2-pt shot from 3 ft,,37-43,,
3:51.0,Offensive rebound by R. Gobert,,37-43,,
3:51.0,R. Gobert misses 2-pt shot from 2 ft (block by E. Turner),,37-43,,
3:51.0,Offensive rebound by Team,,37-43,,
3:51.0,,,37-43,,A. Aminu enters the game for E. Turner
3:51.0,,,37-43,,C. McCollum enters the game for A. Crabbe
3:51.0,T. Lyles enters the game for B. Diaw,,37-43,,
3:50.0,Turnover by Team (shot clock),,37-43,,
3:36.0,,,37-43,,Turnover by D. Lillard (bad pass; steal by J. Ingles)
3:21.0,R. Hood misses 2-pt shot from 16 ft,,37-43,,
3:20.0,,,37-43,,Defensive rebound by A. Aminu
3:09.0,,,37-45,2,C. McCollum makes 2-pt shot from 14 ft
2:49.0,R. Hood misses 3-pt shot from 23 ft,,37-45,,
2:48.0,Offensive rebound by Team,,37-45,,
2:48.0,,,37-45,,Loose ball foul by M. Plumlee (drawn by R. Gobert)
2:48.0,Official timeout,,37-45,,
2:48.0,,,37-45,,M. Leonard enters the game for M. Plumlee
2:48.0,S. Mack enters the game for J. Ingles,,37-45,,
2:39.0,,,37-45,,Def 3 sec tech foul by M. Leonard
2:39.0,G. Hill makes technical free throw,1,38-45,,
2:32.0,,,38-45,,Personal foul by D. Lillard (drawn by G. Hill)
2:26.0,S. Mack misses 3-pt shot from 26 ft,,38-45,,
2:25.0,,,38-45,,Defensive rebound by D. Lillard
2:17.0,,,38-48,3,D. Lillard makes 3-pt shot from 25 ft
1:57.0,R. Gobert makes 2-pt shot at rim (assist by S. Mack),2,40-48,,
1:37.0,,,40-48,,D. Lillard misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by Team,,40-48,,
1:25.0,G. Hill misses 3-pt shot from 25 ft,,40-48,,
1:24.0,,,40-48,,Defensive rebound by M. Leonard
1:09.0,,,40-48,,Turnover by D. Lillard (bad pass; steal by G. Hill)
1:05.0,Turnover by G. Hill (lost ball; steal by M. Harkless),,40-48,,
1:03.0,Personal foul by R. Hood (drawn by C. McCollum),,40-48,,
1:03.0,,,40-49,1,C. McCollum makes free throw 1 of 2
1:03.0,,,40-50,1,C. McCollum makes free throw 2 of 2
0:53.0,R. Hood makes 3-pt shot from 24 ft (assist by T. Lyles),3,43-50,,
0:35.0,,,43-52,2,D. Lillard makes 2-pt shot from 1 ft
0:18.0,G. Hill misses 3-pt shot from 24 ft,,43-52,,
0:17.0,,,43-52,,Defensive rebound by D. Lillard
0:05.0,,,43-54,2,D. Lillard makes 2-pt shot from 2 ft
0:01.0,,,43-54,,Personal foul by D. Lillard (drawn by S. Mack)
0:01.0,Utah full timeout,,43-54,,
0:01.0,,,43-54,,E. Turner enters the game for D. Lillard
0:01.0,,,43-54,,A. Crabbe enters the game for C. McCollum
0:00.0,T. Lyles makes 3-pt shot from 25 ft (assist by S. Mack),3,46-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,46-56,2,C. McCollum makes 2-pt shot from 19 ft
11:25.0,J. Johnson makes 3-pt shot from 25 ft (assist by R. Hood),3,49-56,,
11:16.0,,,49-56,,Turnover by D. Lillard (bad pass)
10:59.0,G. Hill misses 2-pt shot from 17 ft,,49-56,,
10:58.0,,,49-56,,Defensive rebound by D. Lillard
10:38.0,,,49-58,2,A. Aminu makes 2-pt shot from 6 ft
10:38.0,,,49-58,,Shooting foul by B. Diaw (drawn by A. Aminu)
10:38.0,,,49-59,1,A. Aminu makes free throw 1 of 1
10:19.0,J. Johnson makes 2-pt shot from 5 ft (assist by G. Hill),2,51-59,,
10:19.0,Shooting foul by M. Harkless (drawn by J. Johnson),,51-59,,
10:19.0,J. Johnson makes free throw 1 of 1,1,52-59,,
10:05.0,,,52-59,,C. McCollum misses 2-pt shot from 16 ft
10:04.0,Defensive rebound by R. Gobert,,52-59,,
9:50.0,G. Hill makes 2-pt shot from 12 ft,2,54-59,,
9:37.0,,,54-59,,A. Aminu misses 2-pt shot from 3 ft
9:36.0,Defensive rebound by R. Gobert,,54-59,,
9:24.0,Shooting foul by M. Plumlee (drawn by R. Gobert),,54-59,,
9:24.0,R. Gobert makes free throw 1 of 2,1,55-59,,
9:24.0,R. Gobert makes free throw 2 of 2,1,56-59,,
9:24.0,,,55-59,,M. Leonard enters the game for M. Plumlee
9:11.0,,,56-61,2,D. Lillard makes 2-pt shot from 2 ft
9:02.0,,,56-61,,Def 3 sec tech foul by M. Leonard
9:02.0,G. Hill makes technical free throw,1,57-61,,
8:54.0,R. Hood misses 2-pt shot from 15 ft,,57-61,,
8:53.0,,,57-61,,Defensive rebound by A. Aminu
8:42.0,,,57-63,2,D. Lillard makes 2-pt shot from 1 ft (assist by A. Aminu)
8:21.0,J. Johnson makes 2-pt shot from 18 ft,2,59-63,,
8:14.0,,,59-65,2,D. Lillard makes 2-pt shot from 1 ft
8:14.0,,,59-65,,Shooting foul by B. Diaw (drawn by D. Lillard)
8:14.0,,,59-66,1,D. Lillard makes free throw 1 of 1
7:58.0,R. Gobert makes 2-pt shot at rim (assist by G. Hill),2,61-66,,
7:45.0,,,61-66,,D. Lillard misses 3-pt shot from 27 ft
7:45.0,Defensive rebound by R. Gobert,,61-66,,
7:30.0,Turnover by B. Diaw (lost ball),,61-66,,
7:13.0,,,61-66,,C. McCollum misses 2-pt shot from 20 ft
7:13.0,Defensive rebound by J. Johnson,,61-66,,
7:03.0,J. Johnson makes 2-pt shot from 12 ft,2,63-66,,
6:38.0,,,63-68,2,C. McCollum makes 2-pt shot from 5 ft (assist by D. Lillard)
6:13.0,R. Hood makes 3-pt shot from 26 ft (assist by J. Johnson),3,66-68,,
5:55.0,,,66-68,,M. Harkless misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by R. Gobert,,66-68,,
5:54.0,,,66-68,,Personal foul by M. Leonard (drawn by R. Gobert)
5:54.0,,,66-68,,Portland full timeout
5:40.0,J. Johnson makes 2-pt shot from 3 ft,2,68-68,,
5:18.0,,,68-68,,D. Lillard misses 2-pt shot from 2 ft (block by R. Gobert)
5:18.0,Defensive rebound by B. Diaw,,68-68,,
5:11.0,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hill),3,71-68,,
4:57.0,,,71-68,,Turnover by M. Harkless (bad pass; steal by J. Johnson)
4:53.0,Turnover by J. Johnson (lost ball; steal by M. Harkless),,71-68,,
4:44.0,,,71-68,,M. Leonard misses 3-pt shot from 24 ft
4:44.0,,,71-68,,Offensive rebound by Team
4:44.0,Loose ball foul by G. Hill (drawn by M. Harkless),,71-68,,
4:44.0,T. Lyles enters the game for B. Diaw,,71-68,,
4:44.0,,,71-68,,E. Turner enters the game for M. Harkless
4:44.0,,,71-68,,A. Crabbe enters the game for C. McCollum
4:31.0,,,71-71,3,A. Aminu makes 3-pt shot from 24 ft (assist by M. Leonard)
4:12.0,T. Lyles misses 3-pt shot from 23 ft,,71-71,,
4:12.0,,,71-71,,Defensive rebound by E. Turner
4:05.0,,,71-71,,A. Aminu misses 3-pt shot from 24 ft
4:05.0,Defensive rebound by J. Johnson,,71-71,,
3:53.0,G. Hill misses 2-pt shot from 3 ft,,71-71,,
3:52.0,Offensive rebound by R. Gobert,,71-71,,
3:52.0,R. Gobert makes 2-pt shot at rim,2,73-71,,
3:32.0,,,73-71,,D. Lillard misses 2-pt shot from 19 ft
3:31.0,Defensive rebound by R. Hood,,73-71,,
3:22.0,R. Hood makes 2-pt shot from 15 ft,2,75-71,,
3:05.0,,,75-71,,M. Leonard misses 2-pt shot from 4 ft
3:04.0,Defensive rebound by T. Lyles,,75-71,,
2:57.0,Utah full timeout,,75-71,,
2:57.0,,,75-71,,N. Vonleh enters the game for A. Aminu
2:57.0,,,75-71,,E. Davis enters the game for M. Leonard
2:57.0,J. Ingles enters the game for J. Johnson,,75-71,,
2:47.0,R. Hood makes 2-pt shot from 13 ft,2,77-71,,
2:31.0,,,77-73,2,N. Vonleh makes 2-pt shot from 8 ft (assist by D. Lillard)
2:11.0,G. Hill misses 2-pt shot from 15 ft,,77-73,,
2:10.0,,,77-73,,Defensive rebound by E. Turner
2:01.0,,,77-75,2,N. Vonleh makes 2-pt shot from 5 ft
1:37.0,R. Hood makes 2-pt shot at rim (assist by J. Ingles),2,79-75,,
1:10.0,,,79-75,,E. Turner misses 2-pt shot from 7 ft
1:09.0,Defensive rebound by Team,,79-75,,
1:09.0,S. Mack enters the game for R. Hood,,79-75,,
1:09.0,,,79-75,,C. McCollum enters the game for D. Lillard
0:51.0,G. Hill makes 2-pt shot from 2 ft,2,81-75,,
0:34.0,,,81-75,,Shooting foul by R. Gobert (drawn by C. McCollum)
0:34.0,,,81-76,1,C. McCollum makes free throw 1 of 2
0:34.0,,,81-77,1,C. McCollum makes free throw 2 of 2
0:13.0,T. Lyles makes 2-pt shot from 6 ft (assist by S. Mack),2,83-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by J. Ingles (traveling),,83-77,,
11:35.0,,,83-77,,C. McCollum misses 2-pt shot from 11 ft
11:35.0,Defensive rebound by Team,,83-77,,
11:35.0,,,83-77,,Loose ball foul by N. Vonleh (drawn by T. Lyles)
11:22.0,S. Mack misses 2-pt shot from 1 ft,,83-77,,
11:21.0,,,83-77,,Defensive rebound by E. Davis
11:14.0,,,83-77,,A. Crabbe misses 2-pt shot from 2 ft
11:14.0,Defensive rebound by D. Exum,,83-77,,
11:04.0,D. Exum misses 2-pt shot from 3 ft,,83-77,,
11:03.0,Offensive rebound by D. Exum,,83-77,,
11:03.0,D. Exum makes 2-pt shot from 2 ft,2,85-77,,
10:48.0,Personal foul by S. Mack (drawn by C. McCollum),,85-77,,
10:42.0,,,85-80,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
10:20.0,Turnover by T. Lyles (traveling),,85-80,,
10:00.0,,,85-82,2,E. Davis makes 2-pt shot from 2 ft (assist by A. Crabbe)
9:52.0,Utah full timeout,,85-82,,
9:52.0,J. Johnson enters the game for J. Ingles,,85-82,,
9:52.0,R. Gobert enters the game for T. Lyles,,85-82,,
9:40.0,Turnover by R. Gobert (traveling),,85-82,,
9:26.0,,,85-85,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
9:14.0,D. Exum makes 2-pt shot from 2 ft,2,87-85,,
9:14.0,Shooting foul by E. Davis (drawn by D. Exum),,87-85,,
9:14.0,D. Exum makes free throw 1 of 1,1,88-85,,
9:14.0,G. Hill enters the game for S. Mack,,87-85,,
9:03.0,,,88-85,,Shooting foul by D. Exum (drawn by A. Crabbe)
9:03.0,,,88-86,1,A. Crabbe makes free throw 1 of 2
9:03.0,,,88-87,1,A. Crabbe makes free throw 2 of 2
9:03.0,R. Hood enters the game for D. Exum,,88-86,,
8:48.0,J. Johnson makes 2-pt shot from 12 ft,2,90-87,,
8:37.0,,,90-87,,C. McCollum misses 2-pt shot from 16 ft
8:35.0,Defensive rebound by R. Gobert,,90-87,,
8:30.0,G. Hill misses 2-pt shot from 1 ft (block by N. Vonleh),,90-87,,
8:30.0,Offensive rebound by Team,,90-87,,
8:26.0,,,90-87,,Personal foul by C. McCollum (drawn by G. Hill)
8:13.0,Utah full timeout,,90-87,,
8:13.0,,,90-87,,D. Lillard enters the game for C. McCollum
8:10.0,B. Diaw misses 2-pt shot from 22 ft,,90-87,,
8:09.0,,,90-87,,Defensive rebound by D. Lillard
7:57.0,,,90-89,2,D. Lillard makes 2-pt shot from 2 ft
7:31.0,J. Johnson makes 2-pt shot from 2 ft,2,92-89,,
7:11.0,,,92-91,2,D. Lillard makes 2-pt shot from 22 ft (assist by E. Davis)
6:47.0,J. Johnson makes 2-pt shot from 5 ft,2,94-91,,
6:29.0,,,94-93,2,E. Turner makes 2-pt shot from 20 ft
6:29.0,,,94-93,,Shooting foul by B. Diaw (drawn by E. Turner)
6:29.0,,,94-94,1,E. Turner makes free throw 1 of 1
6:29.0,,,94-93,,A. Aminu enters the game for N. Vonleh
6:08.0,B. Diaw makes 2-pt shot from 5 ft,2,96-94,,
5:55.0,,,96-94,,A. Crabbe misses 3-pt shot from 22 ft
5:55.0,,,96-94,,Offensive rebound by D. Lillard
5:50.0,,,96-97,3,D. Lillard makes 3-pt shot from 27 ft (assist by A. Crabbe)
5:32.0,J. Johnson makes 3-pt shot from 25 ft (assist by G. Hill),3,99-97,,
5:08.0,,,99-97,,E. Turner misses 2-pt shot from 10 ft
5:06.0,Defensive rebound by B. Diaw,,99-97,,
4:55.0,R. Hood misses 3-pt shot from 25 ft,,99-97,,
4:54.0,,,99-97,,Defensive rebound by E. Davis
4:46.0,,,99-97,,Shooting foul by G. Hill (drawn by D. Lillard)
4:46.0,Official timeout,,99-97,,
4:46.0,,,99-98,1,D. Lillard makes free throw 1 of 2
4:46.0,,,99-99,1,D. Lillard makes free throw 2 of 2
4:46.0,,,99-97,,C. McCollum enters the game for E. Turner
4:35.0,,,99-99,,Personal foul by A. Crabbe (drawn by J. Johnson)
4:24.0,J. Johnson makes 2-pt shot from 3 ft,2,101-99,,
4:24.0,Shooting foul by A. Crabbe (drawn by J. Johnson),,101-99,,
4:24.0,J. Johnson makes free throw 1 of 1,1,102-99,,
4:09.0,,,102-99,,D. Lillard misses 2-pt shot from 9 ft
4:09.0,Defensive rebound by R. Gobert,,102-99,,
3:45.0,G. Hill misses 3-pt shot from 23 ft,,102-99,,
3:44.0,,,102-99,,Defensive rebound by E. Davis
3:36.0,,,102-101,2,C. McCollum makes 2-pt shot from 18 ft (assist by D. Lillard)
3:15.0,G. Hill misses 2-pt shot from 15 ft,,102-101,,
3:14.0,,,102-101,,Defensive rebound by A. Aminu
2:53.0,,,102-104,3,C. McCollum makes 3-pt shot from 28 ft
2:26.0,J. Johnson misses 2-pt shot from 6 ft,,102-104,,
2:23.0,,,102-104,,Defensive rebound by A. Crabbe
2:21.0,,,102-104,,Portland full timeout
2:00.0,,,102-104,,C. McCollum misses 2-pt shot from 3 ft
2:00.0,,,102-104,,Offensive rebound by E. Davis
2:00.0,,,102-104,,Turnover by Team (shot clock)
1:47.0,R. Hood misses 2-pt shot from 12 ft,,102-104,,
1:46.0,,,102-104,,Defensive rebound by A. Aminu
1:38.0,,,102-104,,Shooting foul by B. Diaw (drawn by D. Lillard)
1:38.0,,,102-105,1,D. Lillard makes free throw 1 of 2
1:38.0,,,102-106,1,D. Lillard makes free throw 2 of 2
1:38.0,,,102-105,,M. Harkless enters the game for A. Crabbe
1:17.0,G. Hill misses 3-pt shot from 25 ft,,102-106,,
1:16.0,,,102-106,,Defensive rebound by C. McCollum
1:02.0,,,102-109,3,D. Lillard makes 3-pt shot from 24 ft
1:02.0,Utah full timeout,,102-109,,
0:52.0,J. Johnson misses 3-pt shot from 25 ft,,102-109,,
0:52.0,,,102-109,,Defensive rebound by D. Lillard
0:31.0,,,102-109,,Turnover by A. Aminu (bad pass; steal by R. Hood)
0:27.0,,,102-109,,Personal foul by C. McCollum (drawn by R. Hood)
0:27.0,R. Hood makes free throw 1 of 2,1,103-109,,
0:27.0,R. Hood makes free throw 2 of 2,1,104-109,,
0:27.0,,,104-109,,Portland full timeout
0:27.0,,,104-109,,A. Crabbe enters the game for M. Harkless
0:27.0,,,104-109,,E. Turner enters the game for E. Davis
0:27.0,J. Ingles enters the game for B. Diaw,,104-109,,
0:27.0,D. Exum enters the game for R. Gobert,,104-109,,
0:24.0,Personal take foul by J. Ingles (drawn by C. McCollum),,104-109,,
0:24.0,,,104-110,1,C. McCollum makes free throw 1 of 2
0:24.0,,,104-111,1,C. McCollum makes free throw 2 of 2
0:24.0,R. Gobert enters the game for D. Exum,,104-110,,
0:24.0,T. Lyles enters the game for J. Ingles,,104-110,,
0:24.0,,,104-110,,M. Harkless enters the game for A. Crabbe
0:24.0,,,104-110,,E. Davis enters the game for E. Turner
0:15.0,R. Gobert misses 2-pt shot from 3 ft,,104-111,,
0:15.0,Offensive rebound by R. Gobert,,104-111,,
0:12.0,Turnover by R. Gobert (lost ball; steal by A. Aminu),,104-111,,
0:10.0,Personal foul by R. Hood (drawn by D. Lillard),,104-111,,
0:10.0,,,104-112,1,D. Lillard makes free throw 1 of 2
0:10.0,,,104-113,1,D. Lillard makes free throw 2 of 2
0:04.0,G. Hill misses 3-pt shot from 23 ft,,104-113,,
0:03.0,,,104-113,,Defensive rebound by D. Lillard
