time,Golden State,pts.away,score,pts.home,Cleveland
7:26.0,,,105-122,,Defensive rebound by T. Thompson
7:01.0,,,105-124,2,L. James makes 2-pt shot from 23 ft
6:49.0,D. Green makes 2-pt shot from 3 ft (assist by S. Livingston),2,107-124,,
6:23.0,,,107-124,,J. Smith misses 2-pt shot from 24 ft
6:23.0,,,107-124,,Offensive rebound by Team
6:23.0,Loose ball foul by S. Livingston (drawn by T. Thompson),,107-124,,
6:08.0,,,107-124,,L. James misses 3-pt shot from 25 ft
6:08.0,,,107-124,,Offensive rebound by K. Irving
6:07.0,Personal foul by S. Livingston (drawn by T. Thompson),,107-124,,
6:00.0,,,107-124,,L. James misses 3-pt shot from 25 ft
6:00.0,,,107-124,,Offensive rebound by Team
6:00.0,Loose ball foul by S. Livingston (drawn by R. Jefferson),,107-124,,
5:45.0,,,107-124,,K. Irving misses 2-pt shot from 7 ft
5:42.0,,,107-124,,Offensive rebound by T. Thompson
5:42.0,,,107-126,2,T. Thompson makes 2-pt shot from 1 ft
5:26.0,D. Green misses 3-pt shot from 24 ft,,107-126,,
5:26.0,,,107-126,,Defensive rebound by L. James
5:13.0,,,107-126,,K. Irving misses 3-pt shot from 26 ft
5:13.0,Defensive rebound by D. Green,,107-126,,
5:08.0,A. Iguodala enters the game for S. Livingston,,107-126,,
4:51.0,A. Iguodala misses 2-pt shot from 2 ft,,107-126,,
4:49.0,,,107-126,,Defensive rebound by L. James
4:41.0,,,107-126,,R. Jefferson misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by S. Curry,,107-126,,
4:36.0,Shooting foul by K. Irving (drawn by K. Durant),,107-126,,
4:36.0,K. Durant makes free throw 1 of 2,1,108-126,,
4:36.0,,,108-126,,Cleveland full timeout
4:36.0,K. Durant makes free throw 2 of 2,1,109-126,,
4:15.0,,,109-126,,L. James misses 2-pt shot from 14 ft
4:15.0,,,109-126,,Offensive rebound by Team
4:04.0,,,109-126,,K. Irving misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by Team,,109-126,,
3:58.0,K. Durant misses 3-pt shot from 25 ft,,109-126,,
3:58.0,,,109-126,,Defensive rebound by R. Jefferson
3:51.0,,,109-126,,K. Irving misses 2-pt shot from 1 ft (block by K. Durant)
3:48.0,,,109-126,,Offensive rebound by K. Irving
3:34.0,,,109-126,,L. James misses 2-pt shot from 15 ft
3:33.0,Defensive rebound by K. Thompson,,109-126,,
3:31.0,,,109-126,,Personal foul by K. Irving (drawn by S. Curry)
3:23.0,Shooting foul by T. Thompson (drawn by K. Durant),,109-126,,
3:23.0,K. Durant makes free throw 1 of 2,1,110-126,,
3:23.0,K. Durant makes free throw 2 of 2,1,111-126,,
3:18.0,Personal foul by K. Durant (drawn by R. Jefferson),,111-126,,
3:18.0,P. McCaw enters the game for A. Iguodala,,111-126,,
3:18.0,,,111-126,,K. Love enters the game for T. Thompson
2:59.0,,,111-129,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
2:49.0,S. Curry misses 3-pt shot from 30 ft,,111-129,,
2:49.0,Offensive rebound by P. McCaw,,111-129,,
2:40.0,K. Thompson misses 3-pt shot from 26 ft,,111-129,,
2:40.0,,,111-129,,Defensive rebound by J. Smith
2:16.0,,,111-132,3,K. Irving makes 3-pt shot from 26 ft
2:16.0,Golden State full timeout,,111-132,,
2:16.0,M. Barnes enters the game for K. Durant,,111-132,,
2:16.0,J. McGee enters the game for D. Green,,111-132,,
2:16.0,I. Clark enters the game for K. Thompson,,111-132,,
2:16.0,J. McAdoo enters the game for S. Curry,,111-132,,
2:16.0,,,111-132,,D. Williams enters the game for L. James
2:16.0,,,111-132,,I. Shumpert enters the game for K. Love
2:16.0,,,111-132,,J. Jones enters the game for J. Smith
2:16.0,,,111-132,,D. Jones enters the game for K. Irving
2:16.0,,,111-132,,D. Williams enters the game for R. Jefferson
1:58.0,Shooting foul by I. Shumpert (drawn by J. McGee),,111-132,,
1:58.0,J. McGee makes free throw 1 of 2,1,112-132,,
1:58.0,J. McGee makes free throw 2 of 2,1,113-132,,
1:35.0,,,113-132,,D. Williams misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by M. Barnes,,113-132,,
1:30.0,Offensive foul by M. Barnes,,113-132,,
1:30.0,Turnover by M. Barnes (offensive foul),,113-132,,
1:22.0,,,113-132,,Shooting foul by J. McGee (drawn by D. Williams)
1:22.0,,,113-133,1,D. Williams makes free throw 1 of 2
1:22.0,,,113-134,1,D. Williams makes free throw 2 of 2
1:05.0,I. Clark misses 3-pt shot from 26 ft,,113-134,,
1:05.0,,,113-134,,Defensive rebound by D. Jones
0:50.0,,,113-137,3,I. Shumpert makes 3-pt shot from 24 ft (assist by D. Williams)
0:34.0,P. McCaw misses 3-pt shot from 25 ft,,113-137,,
0:34.0,,,113-137,,Defensive rebound by D. Williams
0:13.0,,,113-137,,Turnover by I. Shumpert (bad pass; steal by J. McAdoo)
0:08.0,I. Clark makes 3-pt shot from 26 ft (assist by M. Barnes),3,116-137,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
