time,Memphis,pts.away,score,pts.home,Denver
8:46.0,,,4-3,,Turnover by W. Chandler (bad pass; steal by M. Conley)
8:34.0,C. Parsons misses 3-pt shot from 25 ft,,4-3,,
8:33.0,Offensive rebound by T. Allen,,4-3,,
8:17.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,7-3,,
8:00.0,,,7-5,2,N. Jokic makes 2-pt shot from 23 ft
7:44.0,T. Allen misses 3-pt shot from 22 ft,,7-5,,
7:44.0,,,7-5,,Defensive rebound by W. Chandler
7:34.0,,,7-7,2,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic)
7:14.0,M. Conley makes 2-pt shot from 8 ft,2,9-7,,
7:03.0,,,9-9,2,D. Gallinari makes 2-pt shot from 1 ft (assist by J. Nelson)
6:45.0,C. Parsons misses 3-pt shot from 25 ft,,9-9,,
6:45.0,,,9-9,,Defensive rebound by N. Jokic
6:43.0,Personal foul by C. Parsons (drawn by D. Gallinari),,9-9,,
6:30.0,,,9-12,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Chandler)
6:21.0,Memphis full timeout,,9-12,,
6:21.0,T. Douglas enters the game for J. Green,,9-12,,
6:21.0,V. Carter enters the game for T. Allen,,9-12,,
6:10.0,M. Conley misses 2-pt shot from 11 ft,,9-12,,
6:09.0,,,9-12,,Defensive rebound by N. Jokic
6:01.0,,,9-12,,J. Nelson misses 2-pt shot from 19 ft
6:00.0,Defensive rebound by C. Parsons,,9-12,,
5:41.0,T. Douglas misses 2-pt shot from 10 ft,,9-12,,
5:41.0,Offensive rebound by T. Douglas,,9-12,,
5:37.0,V. Carter misses 3-pt shot from 24 ft,,9-12,,
5:37.0,,,9-12,,Defensive rebound by N. Jokic
5:32.0,Z. Randolph enters the game for M. Gasol,,9-12,,
5:32.0,,,9-12,,M. Plumlee enters the game for W. Chandler
5:32.0,,,9-12,,W. Barton enters the game for G. Harris
5:24.0,,,9-12,,D. Gallinari misses 2-pt shot from 20 ft
5:23.0,Defensive rebound by Z. Randolph,,9-12,,
5:13.0,Z. Randolph makes 2-pt shot from 20 ft (assist by M. Conley),2,11-12,,
4:52.0,,,11-12,,M. Plumlee misses 2-pt shot from 2 ft
4:51.0,,,11-12,,Offensive rebound by N. Jokic
4:51.0,,,11-14,2,N. Jokic makes 2-pt shot from 1 ft
4:29.0,Z. Randolph misses 2-pt shot from 19 ft,,11-14,,
4:25.0,,,11-14,,Defensive rebound by W. Barton
4:19.0,,,11-14,,Shooting foul by T. Douglas (drawn by W. Barton)
4:19.0,,,11-15,1,W. Barton makes free throw 1 of 2
4:19.0,,,11-15,,W. Barton misses free throw 2 of 2
4:19.0,T. Daniels enters the game for M. Conley,,11-15,,
4:18.0,Defensive rebound by Z. Randolph,,11-15,,
4:04.0,T. Daniels misses 3-pt shot from 24 ft,,11-15,,
4:03.0,,,11-15,,Defensive rebound by M. Plumlee
3:50.0,,,11-15,,Turnover by M. Plumlee (lost ball; steal by V. Carter)
3:42.0,Z. Randolph misses 3-pt shot from 25 ft,,11-15,,
3:38.0,Offensive rebound by T. Douglas,,11-15,,
3:34.0,T. Daniels misses 3-pt shot from 23 ft,,11-15,,
3:33.0,,,11-15,,Defensive rebound by M. Plumlee
3:24.0,,,11-15,,Shooting foul by T. Daniels (drawn by M. Plumlee)
3:24.0,,,11-15,,M. Plumlee misses free throw 1 of 2
3:24.0,,,11-15,,Offensive rebound by Team
3:24.0,,,11-15,,M. Plumlee misses free throw 2 of 2
3:24.0,M. Gasol enters the game for C. Parsons,,11-15,,
3:24.0,,,11-15,,J. Murray enters the game for J. Nelson
3:23.0,Defensive rebound by M. Gasol,,11-15,,
3:03.0,V. Carter makes 2-pt shot from 3 ft,2,13-15,,
2:49.0,,,13-15,,Turnover by W. Barton (bad pass)
2:49.0,,,13-15,,Denver full timeout
2:49.0,,,13-15,,D. Arthur enters the game for D. Gallinari
2:49.0,,,13-15,,W. Chandler enters the game for N. Jokic
2:33.0,T. Douglas misses 3-pt shot from 26 ft,,13-15,,
2:32.0,Offensive rebound by Z. Randolph,,13-15,,
2:29.0,Z. Randolph makes 2-pt shot at rim,2,15-15,,
2:05.0,,,15-17,2,W. Chandler makes 2-pt shot at rim (assist by J. Murray)
1:48.0,M. Gasol misses 2-pt shot from 5 ft,,15-17,,
1:45.0,Offensive rebound by M. Gasol,,15-17,,
1:45.0,M. Gasol makes 2-pt shot from 2 ft,2,17-17,,
1:26.0,,,17-17,,J. Murray misses 2-pt shot from 19 ft
1:25.0,Defensive rebound by Z. Randolph,,17-17,,
1:12.0,M. Gasol makes 3-pt shot from 24 ft (assist by T. Douglas),3,20-17,,
0:56.0,,,20-17,,M. Plumlee misses 2-pt shot from 15 ft
0:56.0,Defensive rebound by Z. Randolph,,20-17,,
0:42.0,M. Gasol misses 3-pt shot from 24 ft,,20-17,,
0:40.0,,,20-17,,Defensive rebound by J. Murray
0:33.0,,,20-17,,W. Chandler misses 3-pt shot from 26 ft
0:32.0,Defensive rebound by M. Gasol,,20-17,,
0:12.0,V. Carter makes 2-pt shot from 18 ft (assist by Z. Randolph),2,22-17,,
0:03.0,,,22-19,2,W. Barton makes 2-pt shot at rim
0:02.0,,,22-19,,Personal take foul by J. Murray (drawn by T. Douglas)
0:00.0,T. Douglas misses 3-pt shot from 27 ft,,22-19,,
0:00.0,Offensive rebound by Team,,22-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Z. Randolph misses 2-pt shot from 6 ft,,22-19,,
11:43.0,,,22-19,,Defensive rebound by J. Murray
11:36.0,,,22-21,2,J. Murray makes 2-pt shot from 3 ft
11:19.0,M. Gasol misses 2-pt shot from 16 ft,,22-21,,
11:18.0,,,22-21,,Defensive rebound by J. Murray
11:12.0,,,22-23,2,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton)
11:05.0,Memphis full timeout,,22-23,,
10:59.0,,,22-23,,Personal foul by W. Chandler (drawn by T. Douglas)
10:42.0,Z. Randolph makes 2-pt shot from 4 ft (assist by T. Douglas),2,24-23,,
10:21.0,,,24-25,2,J. Murray makes 2-pt shot from 2 ft (assist by W. Chandler)
10:04.0,Turnover by M. Gasol (lost ball; steal by M. Plumlee),,24-25,,
9:53.0,,,24-27,2,M. Plumlee makes 2-pt shot from 2 ft (assist by W. Chandler)
9:37.0,V. Carter misses 3-pt shot from 24 ft,,24-27,,
9:36.0,Offensive rebound by Z. Randolph,,24-27,,
9:32.0,Z. Randolph makes 2-pt shot from 4 ft,2,26-27,,
9:26.0,,,26-27,,W. Chandler misses 2-pt shot from 2 ft
9:26.0,Defensive rebound by Z. Randolph,,26-27,,
9:12.0,C. Parsons enters the game for V. Carter,,26-27,,
9:12.0,J. Green enters the game for Z. Randolph,,26-27,,
9:06.0,M. Gasol makes 2-pt shot from 15 ft (assist by T. Douglas),2,28-27,,
8:49.0,,,28-27,,W. Barton misses 2-pt shot from 13 ft
8:49.0,Defensive rebound by J. Green,,28-27,,
8:43.0,T. Douglas makes 2-pt shot from 3 ft,2,30-27,,
8:43.0,,,30-27,,Denver full timeout
8:43.0,T. Allen enters the game for T. Douglas,,30-27,,
8:43.0,M. Conley enters the game for T. Daniels,,30-27,,
8:43.0,,,30-27,,G. Harris enters the game for W. Chandler
8:43.0,,,30-27,,D. Gallinari enters the game for D. Arthur
8:25.0,Personal foul by M. Conley (drawn by M. Plumlee),,30-27,,
8:16.0,,,30-27,,J. Murray misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by C. Parsons,,30-27,,
7:51.0,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley),2,32-27,,
7:41.0,Shooting block foul by J. Green (drawn by D. Gallinari),,32-27,,
7:41.0,,,32-28,1,D. Gallinari makes free throw 1 of 2
7:41.0,,,32-29,1,D. Gallinari makes free throw 2 of 2
7:41.0,,,32-28,,N. Jokic enters the game for M. Plumlee
7:28.0,Turnover by M. Gasol (lost ball; steal by D. Gallinari),,32-29,,
7:22.0,,,32-31,2,G. Harris makes 2-pt shot from 3 ft (assist by D. Gallinari)
7:07.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,35-31,,
6:55.0,,,35-31,,J. Nelson enters the game for J. Murray
6:55.0,Jump ball: D. Gallinari vs. J. Green (M. Gasol gains possession),,,,Jump ball: D. Gallinari vs. J. Green (M. Gasol gains possession)
6:55.0,,,35-31,,Turnover by D. Gallinari (lost ball; steal by J. Green)
6:44.0,M. Gasol misses 3-pt shot from 25 ft,,35-31,,
6:43.0,,,35-31,,Defensive rebound by N. Jokic
6:32.0,,,35-31,,Turnover by N. Jokic (bad pass; steal by T. Allen)
6:26.0,Turnover by T. Allen (bad pass; steal by D. Gallinari),,35-31,,
6:17.0,,,35-31,,D. Gallinari misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by J. Green,,35-31,,
6:07.0,Turnover by T. Allen (bad pass; steal by W. Barton),,35-31,,
6:06.0,Personal foul by C. Parsons (drawn by W. Barton),,35-31,,
5:45.0,,,35-34,3,G. Harris makes 3-pt shot from 24 ft (assist by W. Barton)
5:27.0,M. Conley makes 2-pt shot from 14 ft,2,37-34,,
5:08.0,,,37-34,,D. Gallinari misses 3-pt shot from 23 ft
5:07.0,Defensive rebound by C. Parsons,,37-34,,
4:58.0,Official timeout,,37-34,,
4:58.0,Z. Randolph enters the game for M. Gasol,,37-34,,
4:58.0,,,37-34,,W. Chandler enters the game for W. Barton
4:46.0,M. Conley misses 2-pt shot from 19 ft,,37-34,,
4:44.0,,,37-34,,Defensive rebound by D. Gallinari
4:26.0,,,37-34,,D. Gallinari misses 3-pt shot from 25 ft
4:25.0,,,37-34,,Offensive rebound by W. Chandler
4:19.0,,,37-36,2,G. Harris makes 2-pt shot at rim (assist by J. Nelson)
3:50.0,Z. Randolph misses 2-pt shot from 1 ft,,37-36,,
3:49.0,Offensive rebound by Z. Randolph,,37-36,,
3:49.0,Z. Randolph makes 2-pt shot from 2 ft,2,39-36,,
3:43.0,,,39-36,,Shooting foul by C. Parsons (drawn by D. Gallinari)
3:43.0,,,39-37,1,D. Gallinari makes free throw 1 of 2
3:43.0,,,39-38,1,D. Gallinari makes free throw 2 of 2
3:35.0,M. Conley makes 3-pt shot from 25 ft,3,42-38,,
3:25.0,,,42-40,2,G. Harris makes 2-pt shot from 1 ft (assist by J. Nelson)
3:06.0,,,42-40,,Personal foul by J. Nelson (drawn by T. Allen)
3:06.0,M. Gasol enters the game for J. Green,,42-40,,
3:06.0,V. Carter enters the game for C. Parsons,,42-40,,
2:58.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,45-40,,
2:41.0,,,45-42,2,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic)
2:17.0,Turnover by V. Carter (bad pass),,45-42,,
2:17.0,Memphis full timeout,,45-42,,
2:00.0,,,45-42,,G. Harris misses 3-pt shot from 24 ft
1:59.0,Defensive rebound by T. Allen,,45-42,,
1:44.0,V. Carter misses 2-pt shot from 19 ft,,45-42,,
1:43.0,,,45-42,,Defensive rebound by N. Jokic
1:39.0,,,45-42,,Shooting foul by V. Carter (drawn by D. Gallinari)
1:39.0,Technical foul by V. Carter (drawn by D. Gallinari),,45-42,,
1:39.0,,,45-42,,D. Gallinari misses technical free throw
1:39.0,,,45-42,,Offensive rebound by Team
1:39.0,,,45-43,1,D. Gallinari makes free throw 1 of 2
1:39.0,,,45-44,1,D. Gallinari makes free throw 2 of 2
1:39.0,T. Douglas enters the game for T. Allen,,45-43,,
1:21.0,M. Conley misses 3-pt shot from 24 ft,,45-44,,
1:20.0,,,45-44,,Defensive rebound by N. Jokic
1:08.0,,,45-44,,Turnover by G. Harris (step out of bounds)
1:08.0,,,45-44,,D. Arthur enters the game for W. Chandler
1:08.0,T. Daniels enters the game for T. Douglas,,45-44,,
1:00.0,M. Gasol makes 2-pt shot from 5 ft (assist by M. Conley),2,47-44,,
0:44.0,,,47-44,,D. Gallinari misses 2-pt shot from 14 ft
0:43.0,Defensive rebound by M. Gasol,,47-44,,
0:37.0,M. Conley misses 2-pt shot from 5 ft,,47-44,,
0:36.0,,,47-44,,Defensive rebound by Team
0:28.0,,,47-47,3,J. Nelson makes 3-pt shot from 27 ft
0:08.0,T. Daniels makes 3-pt shot from 25 ft (assist by M. Conley),3,50-47,,
0:01.0,,,50-47,,G. Harris misses 3-pt shot from 25 ft
0:00.0,,,50-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,T. Allen misses 2-pt shot from 2 ft,,50-47,,
11:42.0,,,50-47,,Defensive rebound by G. Harris
11:22.0,,,50-50,3,D. Gallinari makes 3-pt shot from 25 ft (assist by G. Harris)
10:58.0,Turnover by C. Parsons (bad pass),,50-50,,
10:45.0,,,50-52,2,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic)
10:26.0,,,50-52,,Personal foul by G. Harris (drawn by T. Allen)
10:19.0,C. Parsons misses 2-pt shot from 20 ft,,50-52,,
10:18.0,Offensive rebound by Team,,50-52,,
10:15.0,Turnover by T. Allen (bad pass; steal by W. Chandler),,50-52,,
9:54.0,,,50-52,,D. Gallinari misses 2-pt shot from 20 ft
9:52.0,,,50-52,,Offensive rebound by W. Chandler
9:51.0,,,50-52,,Turnover by W. Chandler (bad pass)
9:32.0,M. Conley misses 3-pt shot from 24 ft (block by J. Nelson),,50-52,,
9:31.0,,,50-52,,Defensive rebound by W. Chandler
9:24.0,Personal foul by T. Allen (drawn by D. Gallinari),,50-52,,
9:16.0,,,50-52,,G. Harris misses 2-pt shot from 1 ft
9:16.0,,,50-52,,Offensive rebound by G. Harris
9:11.0,,,50-52,,Turnover by N. Jokic (bad pass; steal by T. Allen)
9:02.0,M. Conley misses 3-pt shot from 23 ft,,50-52,,
9:01.0,,,50-52,,Defensive rebound by N. Jokic
8:53.0,,,50-55,3,J. Nelson makes 3-pt shot from 26 ft
8:29.0,M. Conley makes 2-pt shot from 3 ft,2,52-55,,
8:03.0,,,52-55,,J. Nelson misses 3-pt shot from 27 ft
8:02.0,Defensive rebound by T. Allen,,52-55,,
7:53.0,M. Conley misses 3-pt shot from 25 ft,,52-55,,
7:52.0,,,52-55,,Defensive rebound by W. Chandler
7:45.0,,,52-55,,Turnover by W. Chandler (bad pass; steal by T. Allen)
7:42.0,Turnover by T. Allen (bad pass; steal by J. Nelson),,52-55,,
7:37.0,,,52-55,,N. Jokic misses 2-pt shot at rim
7:33.0,,,52-55,,Offensive rebound by N. Jokic
7:33.0,,,52-57,2,N. Jokic makes 2-pt shot from 2 ft
7:29.0,Memphis full timeout,,52-57,,
7:09.0,M. Gasol makes 2-pt shot from 14 ft (assist by C. Parsons),2,54-57,,
6:47.0,Personal foul by J. Green (drawn by W. Chandler),,54-57,,
6:39.0,,,54-60,3,G. Harris makes 3-pt shot from 29 ft (assist by J. Nelson)
6:20.0,T. Allen misses 2-pt shot from 2 ft (block by G. Harris),,54-60,,
6:19.0,Offensive rebound by T. Allen,,54-60,,
6:13.0,T. Allen makes 2-pt shot from 2 ft,2,56-60,,
6:04.0,,,56-62,2,J. Nelson makes 2-pt shot from 3 ft (assist by G. Harris)
5:45.0,Offensive foul by J. Green,,56-62,,
5:45.0,Turnover by J. Green (offensive foul),,56-62,,
5:45.0,V. Carter enters the game for C. Parsons,,56-62,,
5:45.0,T. Douglas enters the game for M. Gasol,,56-62,,
5:45.0,Z. Randolph enters the game for T. Allen,,56-62,,
5:31.0,,,56-62,,G. Harris misses 3-pt shot from 28 ft
5:30.0,Defensive rebound by J. Green,,56-62,,
5:13.0,Z. Randolph makes 2-pt shot from 2 ft (assist by V. Carter),2,58-62,,
4:55.0,,,58-62,,W. Chandler misses 2-pt shot from 1 ft
4:54.0,Defensive rebound by J. Green,,58-62,,
4:42.0,Z. Randolph misses 2-pt shot from 1 ft,,58-62,,
4:41.0,Offensive rebound by Z. Randolph,,58-62,,
4:40.0,Z. Randolph makes 2-pt shot from 1 ft,2,60-62,,
4:40.0,,,60-62,,Denver full timeout
4:40.0,,,60-62,,W. Barton enters the game for W. Chandler
4:40.0,,,60-62,,D. Arthur enters the game for G. Harris
4:21.0,,,60-62,,W. Barton misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by J. Green,,60-62,,
4:01.0,Z. Randolph misses 2-pt shot from 17 ft,,60-62,,
4:00.0,,,60-62,,Defensive rebound by D. Gallinari
3:47.0,,,60-62,,Turnover by D. Arthur (bad pass; steal by M. Conley)
3:47.0,,,60-62,,Personal foul by J. Nelson (drawn by M. Conley)
3:29.0,Z. Randolph misses 2-pt shot from 4 ft,,60-62,,
3:29.0,,,60-62,,Defensive rebound by D. Arthur
3:20.0,,,60-62,,N. Jokic misses 2-pt shot from 11 ft
3:19.0,Defensive rebound by T. Douglas,,60-62,,
3:02.0,J. Green makes 3-pt shot from 25 ft (assist by T. Douglas),3,63-62,,
2:38.0,,,63-62,,N. Jokic misses 3-pt shot from 26 ft
2:38.0,Defensive rebound by Z. Randolph,,63-62,,
2:18.0,Z. Randolph misses 2-pt shot from 18 ft,,63-62,,
2:17.0,,,63-62,,Defensive rebound by W. Barton
2:10.0,,,63-62,,D. Gallinari misses 3-pt shot from 25 ft
2:10.0,,,63-62,,Offensive rebound by Team
2:10.0,Personal foul by J. Green (drawn by N. Jokic),,63-62,,
2:10.0,M. Gasol enters the game for Z. Randolph,,63-62,,
2:10.0,T. Daniels enters the game for J. Green,,63-62,,
2:10.0,,,63-62,,M. Plumlee enters the game for D. Gallinari
2:10.0,,,63-62,,J. Murray enters the game for N. Jokic
2:10.0,,,63-62,,G. Harris enters the game for J. Nelson
2:10.0,Z. Randolph enters the game for M. Gasol,,63-62,,
2:03.0,,,63-62,,G. Harris misses 2-pt shot from 22 ft
2:02.0,Defensive rebound by T. Douglas,,63-62,,
1:50.0,,,63-62,,Personal foul by D. Arthur (drawn by Z. Randolph)
1:44.0,,,63-62,,Shooting block foul by D. Arthur (drawn by Z. Randolph)
1:44.0,Z. Randolph makes free throw 1 of 2,1,64-62,,
1:44.0,Z. Randolph makes free throw 2 of 2,1,65-62,,
1:27.0,,,65-62,,D. Arthur misses 3-pt shot from 23 ft
1:26.0,Defensive rebound by V. Carter,,65-62,,
1:12.0,T. Daniels makes 3-pt shot from 25 ft (assist by T. Douglas),3,68-62,,
1:12.0,,,68-62,,Denver full timeout
1:12.0,M. Gasol enters the game for M. Conley,,68-62,,
0:59.0,,,68-65,3,W. Barton makes 3-pt shot from 25 ft (assist by D. Arthur)
0:39.0,Turnover by Z. Randolph (lost ball; steal by D. Arthur),,68-65,,
0:33.0,,,68-65,,W. Barton misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Daniels,,68-65,,
0:17.0,V. Carter misses 3-pt shot from 26 ft,,68-65,,
0:16.0,,,68-65,,Defensive rebound by M. Plumlee
0:01.0,,,68-68,3,J. Murray makes 3-pt shot from 23 ft (assist by W. Barton)
0:00.0,Z. Randolph misses 3-pt shot from 64 ft,,68-68,,
0:00.0,Offensive rebound by Team,,68-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,68-68,,Turnover by Team (shot clock)
11:26.0,,,68-68,,Personal foul by G. Harris (drawn by V. Carter)
11:12.0,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Gasol),2,70-68,,
10:51.0,,,70-71,3,W. Chandler makes 3-pt shot from 26 ft (assist by G. Harris)
10:29.0,M. Gasol makes 2-pt shot from 14 ft (assist by Z. Randolph),2,72-71,,
10:00.0,,,72-71,,J. Murray misses 2-pt shot from 22 ft
9:59.0,,,72-71,,Offensive rebound by Team
9:59.0,Loose ball foul by T. Daniels (drawn by M. Plumlee),,72-71,,
9:51.0,,,72-73,2,J. Murray makes 2-pt shot from 1 ft
9:36.0,M. Gasol makes 3-pt shot from 25 ft (assist by V. Carter),3,75-73,,
9:16.0,,,75-75,2,J. Murray makes 2-pt shot from 2 ft (assist by M. Plumlee)
9:03.0,,,75-75,,Personal foul by M. Plumlee (drawn by V. Carter)
8:58.0,Turnover by V. Carter (lost ball),,75-75,,
8:58.0,Official timeout,,75-75,,
8:58.0,J. Green enters the game for Z. Randolph,,75-75,,
8:58.0,T. Allen enters the game for T. Daniels,,75-75,,
8:44.0,,,75-75,,W. Chandler misses 3-pt shot from 27 ft
8:43.0,Defensive rebound by V. Carter,,75-75,,
8:23.0,J. Green misses 3-pt shot from 24 ft,,75-75,,
8:22.0,,,75-75,,Defensive rebound by J. Murray
8:15.0,Personal foul by T. Allen (drawn by J. Murray),,75-75,,
8:15.0,M. Conley enters the game for T. Douglas,,75-75,,
8:07.0,,,75-75,,J. Murray misses 2-pt shot from 16 ft
8:07.0,Defensive rebound by M. Gasol,,75-75,,
7:54.0,Shooting foul by J. Murray (drawn by M. Conley),,75-75,,
7:54.0,M. Conley makes free throw 1 of 2,1,76-75,,
7:54.0,M. Conley makes free throw 2 of 2,1,77-75,,
7:42.0,,,77-75,,Turnover by W. Barton (lost ball; steal by T. Allen)
7:37.0,Turnover by M. Gasol (bad pass),,77-75,,
7:30.0,,,77-75,,G. Harris misses 3-pt shot from 23 ft
7:29.0,Defensive rebound by M. Conley,,77-75,,
7:28.0,,,77-75,,Personal foul by M. Plumlee (drawn by M. Conley)
7:15.0,M. Gasol misses 3-pt shot from 26 ft,,77-75,,
7:14.0,Offensive rebound by J. Green,,77-75,,
7:03.0,Shooting foul by M. Plumlee (drawn by M. Gasol),,77-75,,
7:03.0,M. Gasol makes free throw 1 of 2,1,78-75,,
7:03.0,M. Gasol makes free throw 2 of 2,1,79-75,,
7:03.0,T. Daniels enters the game for V. Carter,,78-75,,
7:03.0,,,78-75,,D. Gallinari enters the game for G. Harris
6:54.0,,,79-75,,Turnover by W. Chandler (bad pass; steal by T. Allen)
6:38.0,Shooting foul by J. Murray (drawn by M. Conley),,79-75,,
6:38.0,M. Conley makes free throw 1 of 3,1,80-75,,
6:38.0,M. Conley makes free throw 2 of 3,1,81-75,,
6:38.0,M. Conley makes free throw 3 of 3,1,82-75,,
6:38.0,,,81-75,,N. Jokic enters the game for M. Plumlee
6:38.0,,,81-75,,J. Nelson enters the game for J. Murray
6:29.0,Personal foul by J. Green (drawn by W. Chandler),,82-75,,
6:14.0,,,82-77,2,W. Chandler makes 2-pt shot at rim (assist by N. Jokic)
5:48.0,Turnover by M. Gasol (bad pass),,82-77,,
5:48.0,,,82-77,,Denver full timeout
5:48.0,Z. Randolph enters the game for M. Gasol,,82-77,,
5:37.0,,,82-77,,N. Jokic misses 2-pt shot from 11 ft
5:34.0,Defensive rebound by T. Allen,,82-77,,
5:20.0,T. Daniels misses 3-pt shot from 25 ft,,82-77,,
5:19.0,,,82-77,,Defensive rebound by D. Gallinari
5:11.0,,,82-77,,Shooting foul by T. Daniels (drawn by W. Chandler)
5:11.0,,,82-78,1,W. Chandler makes free throw 1 of 2
5:11.0,,,82-79,1,W. Chandler makes free throw 2 of 2
5:00.0,M. Conley makes 2-pt shot from 5 ft,2,84-79,,
4:43.0,,,84-79,,D. Gallinari misses 2-pt shot from 15 ft
4:41.0,Defensive rebound by Z. Randolph,,84-79,,
4:21.0,M. Conley makes 3-pt shot from 26 ft,3,87-79,,
4:21.0,,,87-79,,Denver full timeout
4:21.0,M. Gasol enters the game for J. Green,,87-79,,
4:21.0,,,87-79,,G. Harris enters the game for W. Barton
4:08.0,,,87-79,,W. Chandler misses 2-pt shot from 9 ft
4:08.0,,,87-79,,Offensive rebound by W. Chandler
4:05.0,,,87-79,,D. Gallinari misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by T. Daniels,,87-79,,
3:40.0,M. Gasol misses 2-pt shot from 18 ft,,87-79,,
3:40.0,,,87-79,,Defensive rebound by J. Nelson
3:28.0,,,87-81,2,N. Jokic makes 2-pt shot from 4 ft
3:14.0,,,87-81,,Personal foul by J. Nelson (drawn by T. Daniels)
3:14.0,Personal foul by T. Daniels,,87-81,,
3:14.0,Memphis full timeout,,87-81,,
3:14.0,V. Carter enters the game for T. Daniels,,87-81,,
3:02.0,M. Gasol misses 2-pt shot from 4 ft (block by N. Jokic),,87-81,,
3:01.0,Offensive rebound by T. Allen,,87-81,,
2:59.0,T. Allen misses 2-pt shot from 13 ft,,87-81,,
2:58.0,Offensive rebound by T. Allen,,87-81,,
2:36.0,Z. Randolph makes 2-pt shot from 7 ft (assist by M. Gasol),2,89-81,,
2:23.0,,,89-81,,N. Jokic misses 2-pt shot from 20 ft
2:22.0,Defensive rebound by M. Conley,,89-81,,
2:03.0,M. Gasol makes 3-pt shot from 26 ft,3,92-81,,
1:51.0,,,92-83,2,J. Nelson makes 2-pt shot from 2 ft (assist by N. Jokic)
1:45.0,,,92-83,,Personal take foul by J. Nelson (drawn by T. Allen)
1:45.0,T. Allen makes free throw 1 of 2,1,93-83,,
1:45.0,T. Allen makes free throw 2 of 2,1,94-83,,
1:45.0,J. Green enters the game for Z. Randolph,,93-83,,
1:39.0,,,94-85,2,J. Nelson makes 2-pt shot from 1 ft
1:33.0,,,94-85,,Personal take foul by N. Jokic (drawn by M. Conley)
1:33.0,M. Conley misses free throw 1 of 2,,94-85,,
1:33.0,Offensive rebound by Team,,94-85,,
1:33.0,M. Conley misses free throw 2 of 2,,94-85,,
1:32.0,,,94-85,,Defensive rebound by J. Nelson
1:23.0,,,94-85,,D. Gallinari misses 2-pt shot from 12 ft (block by T. Allen)
