time,San Antonio,pts.away,score,pts.home,Golden State
6:46.0,,,115-91,2,S. Curry makes 2-pt shot from 4 ft (assist by K. Durant)
6:26.0,M. Ginobili makes 2-pt shot from 2 ft (assist by L. Aldridge),2,117-91,,
6:11.0,,,117-91,,S. Curry misses 3-pt shot from 23 ft
6:11.0,Defensive rebound by K. Anderson,,117-91,,
5:56.0,L. Aldridge misses 2-pt shot from 6 ft,,117-91,,
5:53.0,Offensive rebound by L. Aldridge,,117-91,,
5:50.0,L. Aldridge misses 2-pt shot from 3 ft,,117-91,,
5:49.0,,,117-91,,Defensive rebound by D. Green
5:41.0,,,117-93,2,K. Durant makes 2-pt shot from 2 ft (assist by D. Green)
5:23.0,K. Anderson makes 3-pt shot from 23 ft (assist by L. Aldridge),3,120-93,,
5:14.0,,,120-93,,Shooting foul by T. Parker (drawn by K. Durant)
5:14.0,,,120-94,1,K. Durant makes free throw 1 of 2
5:14.0,,,120-95,1,K. Durant makes free throw 2 of 2
5:14.0,,,120-94,,P. McCaw enters the game for K. Thompson
5:14.0,,,120-94,,S. Livingston enters the game for A. Iguodala
5:14.0,,,120-94,,I. Clark enters the game for S. Curry
4:46.0,J. Simmons misses 3-pt shot from 25 ft,,120-95,,
4:46.0,,,120-95,,Defensive rebound by K. Durant
4:40.0,,,120-95,,I. Clark misses 2-pt shot from 16 ft
4:40.0,Defensive rebound by L. Aldridge,,120-95,,
4:19.0,M. Ginobili misses 3-pt shot from 27 ft,,120-95,,
4:18.0,Offensive rebound by K. Anderson,,120-95,,
3:56.0,Turnover by J. Simmons (lost ball; steal by P. McCaw),,120-95,,
3:50.0,,,120-97,2,P. McCaw makes 2-pt shot from 10 ft (assist by I. Clark)
3:41.0,San Antonio full timeout,,120-97,,
3:41.0,,,120-97,,J. McGee enters the game for K. Durant
3:41.0,,,120-97,,K. Looney enters the game for D. Green
3:41.0,D. Dedmon enters the game for L. Aldridge,,120-97,,
3:41.0,B. Forbes enters the game for K. Anderson,,120-97,,
3:41.0,N. Laprovittola enters the game for T. Parker,,120-97,,
3:41.0,D. Bertans enters the game for M. Ginobili,,120-97,,
3:30.0,J. Simmons misses 2-pt shot from 17 ft,,120-97,,
3:29.0,Offensive rebound by D. Dedmon,,120-97,,
3:14.0,Turnover by N. Laprovittola (lost ball),,120-97,,
2:56.0,Personal foul by N. Laprovittola (drawn by I. Clark),,120-97,,
2:56.0,,,120-98,1,I. Clark makes free throw 1 of 2
2:56.0,,,120-98,,I. Clark misses free throw 2 of 2
2:54.0,Defensive rebound by D. Dedmon,,120-98,,
2:36.0,J. Simmons misses 2-pt shot from 3 ft (block by P. McCaw),,120-98,,
2:34.0,Offensive rebound by Team,,120-98,,
2:30.0,D. Dedmon makes 2-pt shot from 1 ft (assist by N. Laprovittola),2,122-98,,
2:05.0,,,122-100,2,J. McGee makes 2-pt shot from 1 ft (assist by I. Clark)
2:05.0,,,122-100,,Shooting foul by D. Dedmon (drawn by J. McGee)
2:05.0,,,122-100,,J. McGee misses free throw 1 of 1
2:04.0,Defensive rebound by J. Simmons,,122-100,,
1:43.0,D. Bertans makes 2-pt shot from 17 ft,2,124-100,,
1:24.0,,,124-100,,J. McGee misses 2-pt shot from 5 ft
1:24.0,Defensive rebound by D. Bertans,,124-100,,
1:21.0,Turnover by D. Dedmon (bad pass; steal by S. Livingston),,124-100,,
1:18.0,,,124-100,,Turnover by S. Livingston (bad pass; steal by D. Dedmon)
1:10.0,J. Simmons misses 2-pt shot from 3 ft,,124-100,,
1:09.0,Offensive rebound by D. Dedmon,,124-100,,
1:09.0,D. Dedmon misses 2-pt shot from 1 ft,,124-100,,
1:08.0,,,124-100,,Defensive rebound by S. Livingston
0:58.0,,,124-100,,I. Clark misses 2-pt shot from 9 ft
0:58.0,Defensive rebound by Team,,124-100,,
0:51.0,D. Bertans makes 3-pt shot from 27 ft (assist by N. Laprovittola),3,127-100,,
0:28.0,,,127-100,,I. Clark misses 3-pt shot from 31 ft
0:27.0,Defensive rebound by D. Dedmon,,127-100,,
0:04.0,J. Simmons makes 2-pt shot at rim,2,129-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
