time,New Orleans,pts.away,score,pts.home,Oklahoma City
7:44.0,,,10-13,2,R. Westbrook makes 2-pt shot from 12 ft
7:22.0,A. Davis misses 2-pt shot from 2 ft,,10-13,,
7:21.0,,,10-13,,Defensive rebound by R. Westbrook
7:14.0,,,10-13,,V. Oladipo misses 3-pt shot from 23 ft
7:13.0,Defensive rebound by A. Davis,,10-13,,
7:05.0,J. Holiday misses 3-pt shot from 24 ft,,10-13,,
7:05.0,,,10-13,,Defensive rebound by V. Oladipo
6:48.0,,,10-13,,V. Oladipo misses 3-pt shot from 25 ft
6:47.0,Defensive rebound by A. Davis,,10-13,,
6:35.0,E. Moore misses 3-pt shot from 22 ft,,10-13,,
6:35.0,,,10-13,,Defensive rebound by S. Adams
6:28.0,,,10-15,2,D. Sabonis makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:10.0,Turnover by J. Holiday (lost ball; steal by S. Adams),,10-15,,
6:07.0,,,10-17,2,A. Roberson makes 2-pt shot at rim (assist by V. Oladipo)
5:49.0,S. Hill makes 3-pt shot from 23 ft (assist by A. Davis),3,13-17,,
5:43.0,,,13-17,,Oklahoma City full timeout
5:39.0,,,13-17,,A. Morrow enters the game for V. Oladipo
5:33.0,,,13-17,,A. Morrow misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by A. Davis,,13-17,,
5:17.0,Turnover by J. Holiday (bad pass; steal by D. Sabonis),,13-17,,
5:11.0,,,13-19,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
5:00.0,E. Moore makes 2-pt shot from 4 ft,2,15-19,,
4:42.0,,,15-19,,R. Westbrook misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by S. Hill,,15-19,,
4:32.0,A. Davis misses 2-pt shot from 18 ft,,15-19,,
4:32.0,,,15-19,,Defensive rebound by R. Westbrook
4:15.0,,,15-21,2,S. Adams makes 2-pt shot from 7 ft
3:56.0,E. Moore misses 2-pt shot from 6 ft,,15-21,,
3:56.0,,,15-21,,Defensive rebound by S. Adams
3:52.0,,,15-23,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:52.0,Violation by J. Holiday (def goaltending),,15-23,,
3:34.0,J. Holiday makes 2-pt shot from 12 ft,2,17-23,,
3:17.0,,,17-23,,Turnover by R. Westbrook (lost ball)
3:17.0,,,17-23,,E. Kanter enters the game for S. Adams
3:17.0,T. Jones enters the game for O. Asik,,17-23,,
3:17.0,L. Galloway enters the game for E. Moore,,17-23,,
3:00.0,Shooting foul by D. Sabonis (drawn by A. Davis),,17-23,,
3:00.0,A. Davis makes free throw 1 of 2,1,18-23,,
3:00.0,A. Davis misses free throw 2 of 2,,18-23,,
3:00.0,,,18-23,,Defensive rebound by J. Lauvergne
3:00.0,,,18-23,,J. Lauvergne enters the game for D. Sabonis
3:00.0,,,18-23,,S. Christon enters the game for R. Westbrook
3:00.0,T. Frazier enters the game for J. Holiday,,18-23,,
2:40.0,,,18-25,2,E. Kanter makes 2-pt shot from 1 ft
2:23.0,Turnover by A. Davis (traveling),,18-25,,
2:14.0,,,18-25,,A. Morrow misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by A. Davis,,18-25,,
2:05.0,T. Frazier misses 2-pt shot from 1 ft,,18-25,,
2:04.0,Offensive rebound by T. Frazier,,18-25,,
2:00.0,A. Davis makes 2-pt shot from 19 ft (assist by S. Hill),2,20-25,,
1:37.0,,,20-27,2,E. Kanter makes 2-pt shot from 1 ft (assist by A. Roberson)
1:17.0,A. Davis makes 2-pt shot from 8 ft,2,22-27,,
1:00.0,,,22-27,,J. Lauvergne misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by T. Frazier,,22-27,,
0:57.0,Shooting foul by A. Roberson (drawn by T. Jones),,22-27,,
0:57.0,T. Jones makes free throw 1 of 2,1,23-27,,
0:57.0,T. Jones misses free throw 2 of 2,,23-27,,
0:57.0,,,23-27,,Defensive rebound by J. Lauvergne
0:57.0,O. Asik enters the game for A. Davis,,23-27,,
0:57.0,,,23-27,,V. Oladipo enters the game for A. Roberson
0:57.0,A. Brown enters the game for S. Hill,,23-27,,
0:42.0,,,23-27,,S. Christon misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by A. Brown,,23-27,,
0:30.0,A. Brown makes 3-pt shot from 24 ft (assist by T. Frazier),3,26-27,,
0:12.0,,,26-29,2,J. Lauvergne makes 2-pt shot from 2 ft (assist by S. Christon)
0:02.0,T. Frazier misses 2-pt shot from 2 ft (block by E. Kanter),,26-29,,
0:01.0,,,26-29,,Defensive rebound by S. Christon
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,26-29,,S. Christon misses 2-pt shot from 6 ft
11:40.0,,,26-29,,Offensive rebound by J. Lauvergne
11:34.0,,,26-29,,V. Oladipo misses 3-pt shot from 24 ft
11:33.0,,,26-29,,Offensive rebound by J. Lauvergne
11:32.0,,,26-29,,Shooting foul by T. Jones (drawn by V. Oladipo)
11:32.0,,,26-30,1,V. Oladipo makes free throw 1 of 2
11:32.0,,,26-30,,V. Oladipo misses free throw 2 of 2
11:32.0,A. Davis enters the game for T. Jones,,26-30,,
11:31.0,,,26-30,,Offensive rebound by Team
11:31.0,Loose ball foul by O. Asik (drawn by E. Kanter),,26-30,,
11:20.0,,,26-30,,V. Oladipo misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by O. Asik,,26-30,,
11:09.0,,,26-30,,Personal foul by A. Morrow (drawn by O. Asik)
11:09.0,T. Jones enters the game for O. Asik,,26-30,,
10:57.0,L. Galloway misses 3-pt shot from 26 ft,,26-30,,
10:56.0,Offensive rebound by A. Davis,,26-30,,
10:54.0,A. Davis makes 2-pt shot from 12 ft,2,28-30,,
10:32.0,,,28-32,2,J. Lauvergne makes 2-pt shot at rim (assist by S. Christon)
10:12.0,Turnover by T. Jones (lost ball; steal by E. Kanter),,28-32,,
10:08.0,,,28-34,2,E. Kanter makes 2-pt shot at rim (assist by S. Christon)
9:55.0,L. Galloway misses 3-pt shot from 25 ft,,28-34,,
9:54.0,Offensive rebound by T. Jones,,28-34,,
9:41.0,Shooting foul by J. Lauvergne (drawn by A. Davis),,28-34,,
9:41.0,A. Davis makes free throw 1 of 2,1,29-34,,
9:41.0,A. Davis makes free throw 2 of 2,1,30-34,,
9:41.0,,,29-34,,J. Grant enters the game for J. Lauvergne
9:24.0,,,30-34,,Turnover by S. Christon (lost ball; steal by T. Frazier)
9:19.0,T. Jones misses 2-pt shot from 2 ft,,30-34,,
9:19.0,,,30-34,,Defensive rebound by A. Morrow
9:16.0,,,30-34,,Shooting foul by L. Galloway (drawn by E. Kanter)
9:16.0,,,30-35,1,E. Kanter makes free throw 1 of 2
9:16.0,,,30-36,1,E. Kanter makes free throw 2 of 2
9:16.0,,,30-35,,R. Westbrook enters the game for S. Christon
9:16.0,S. Hill enters the game for T. Jones,,30-35,,
9:16.0,J. Holiday enters the game for L. Galloway,,30-35,,
9:00.0,,,30-36,,D. Sabonis enters the game for E. Kanter
9:00.0,,,30-36,,A. Roberson enters the game for A. Morrow
8:53.0,A. Davis makes 2-pt shot from 9 ft,2,32-36,,
8:53.0,Shooting foul by J. Grant (drawn by A. Davis),,32-36,,
8:53.0,Official timeout,,32-36,,
8:53.0,A. Davis makes free throw 1 of 1,1,33-36,,
8:43.0,,,33-36,,J. Grant misses 2-pt shot from 2 ft
8:43.0,Defensive rebound by A. Davis,,33-36,,
8:37.0,A. Brown misses 3-pt shot from 24 ft,,33-36,,
8:37.0,,,33-36,,Defensive rebound by R. Westbrook
8:30.0,,,33-36,,Turnover by R. Westbrook (bad pass)
8:12.0,A. Davis misses 2-pt shot from 15 ft,,33-36,,
8:11.0,,,33-36,,Defensive rebound by R. Westbrook
8:05.0,,,33-38,2,R. Westbrook makes 2-pt shot from 1 ft
7:54.0,S. Hill misses 3-pt shot from 25 ft,,33-38,,
7:53.0,,,33-38,,Defensive rebound by J. Grant
7:35.0,,,33-38,,D. Sabonis misses 2-pt shot at rim
7:35.0,Defensive rebound by T. Frazier,,33-38,,
7:30.0,J. Holiday misses 2-pt shot from 5 ft,,33-38,,
7:29.0,,,33-38,,Defensive rebound by J. Grant
7:26.0,,,33-40,2,V. Oladipo makes 2-pt shot from 2 ft (assist by R. Westbrook)
7:26.0,,,33-40,,Shooting foul by A. Davis (drawn by V. Oladipo)
7:26.0,,,33-40,,V. Oladipo misses free throw 1 of 1
7:24.0,Defensive rebound by A. Brown,,33-40,,
7:12.0,J. Holiday misses 2-pt shot from 1 ft,,33-40,,
7:11.0,,,33-40,,Defensive rebound by R. Westbrook
7:06.0,,,33-40,,Turnover by R. Westbrook (lost ball; steal by T. Frazier)
7:01.0,T. Frazier misses 2-pt shot from 2 ft,,33-40,,
7:00.0,,,33-40,,Defensive rebound by A. Roberson
6:54.0,,,33-40,,V. Oladipo misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by Team,,33-40,,
6:41.0,,,33-40,,Personal foul by J. Grant (drawn by A. Davis)
6:41.0,,,33-40,,E. Kanter enters the game for D. Sabonis
6:34.0,J. Holiday makes 2-pt shot from 1 ft,2,35-40,,
6:18.0,,,35-42,2,R. Westbrook makes 2-pt shot from 18 ft
6:02.0,A. Davis misses 2-pt shot from 4 ft,,35-42,,
6:02.0,Offensive rebound by A. Davis,,35-42,,
6:02.0,Shooting foul by E. Kanter (drawn by A. Davis),,35-42,,
6:02.0,A. Davis makes free throw 1 of 2,1,36-42,,
6:02.0,A. Davis makes free throw 2 of 2,1,37-42,,
6:02.0,,,36-42,,A. Morrow enters the game for V. Oladipo
5:51.0,,,37-42,,J. Grant misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by T. Frazier,,37-42,,
5:45.0,Turnover by A. Davis (lost ball; steal by A. Roberson),,37-42,,
5:41.0,,,37-42,,E. Kanter misses 2-pt shot at rim
5:41.0,,,37-42,,Offensive rebound by A. Morrow
5:39.0,,,37-42,,A. Morrow misses 3-pt shot from 24 ft
5:37.0,,,37-42,,Offensive rebound by E. Kanter
5:36.0,,,37-44,2,E. Kanter makes 2-pt shot at rim
5:22.0,Turnover by A. Davis (lost ball),,37-44,,
5:22.0,,,37-44,,Oklahoma City full timeout
5:22.0,E. Moore enters the game for T. Frazier,,37-44,,
5:11.0,,,37-44,,Shooting foul by E. Moore (drawn by E. Kanter)
5:11.0,,,37-45,1,E. Kanter makes free throw 1 of 2
5:11.0,,,37-45,,E. Kanter misses free throw 2 of 2
5:11.0,O. Asik enters the game for S. Hill,,37-45,,
5:09.0,Defensive rebound by E. Moore,,37-45,,
4:55.0,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday),2,39-45,,
4:36.0,,,39-45,,E. Kanter misses 2-pt shot from 16 ft
4:36.0,,,39-45,,Offensive rebound by R. Westbrook
4:32.0,,,39-45,,Turnover by E. Kanter (lost ball; steal by J. Holiday)
4:21.0,A. Davis misses 2-pt shot from 5 ft,,39-45,,
4:20.0,Offensive rebound by J. Holiday,,39-45,,
4:19.0,O. Asik misses 2-pt shot from 1 ft (block by E. Kanter),,39-45,,
4:17.0,,,39-45,,Defensive rebound by R. Westbrook
4:15.0,Jump ball: O. Asik vs. R. Westbrook (A. Brown gains possession),,,,Jump ball: O. Asik vs. R. Westbrook (A. Brown gains possession)
4:15.0,,,39-45,,Turnover by R. Westbrook (lost ball; steal by O. Asik)
4:09.0,J. Holiday misses 3-pt shot from 25 ft,,39-45,,
4:08.0,,,39-45,,Defensive rebound by R. Westbrook
4:02.0,,,39-45,,R. Westbrook misses 2-pt shot from 16 ft
4:00.0,Defensive rebound by A. Brown,,39-45,,
3:48.0,J. Holiday makes 2-pt shot from 4 ft,2,41-45,,
3:39.0,,,41-45,,Oklahoma City full timeout
3:33.0,,,41-45,,R. Westbrook misses 2-pt shot at rim
3:32.0,Defensive rebound by A. Brown,,41-45,,
3:19.0,A. Davis misses 2-pt shot from 10 ft,,41-45,,
3:19.0,,,41-45,,Defensive rebound by A. Roberson
3:09.0,,,41-45,,R. Westbrook misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by A. Davis,,41-45,,
2:57.0,J. Holiday misses 2-pt shot from 1 ft (block by A. Roberson),,41-45,,
2:55.0,,,41-45,,Defensive rebound by A. Roberson
2:54.0,,,41-45,,Shooting foul by A. Brown (drawn by R. Westbrook)
2:54.0,,,41-45,,R. Westbrook misses free throw 1 of 2
2:54.0,,,41-45,,Offensive rebound by Team
2:54.0,,,41-46,1,R. Westbrook makes free throw 2 of 2
2:54.0,,,41-45,,V. Oladipo enters the game for A. Roberson
2:54.0,,,41-45,,J. Lauvergne enters the game for J. Grant
2:54.0,S. Hill enters the game for A. Brown,,41-45,,
2:40.0,E. Moore misses 2-pt shot from 11 ft,,41-46,,
2:40.0,,,41-46,,Defensive rebound by V. Oladipo
2:22.0,,,41-48,2,R. Westbrook makes 2-pt shot from 2 ft
2:22.0,,,41-48,,Shooting foul by E. Moore (drawn by R. Westbrook)
2:22.0,,,41-49,1,R. Westbrook makes free throw 1 of 1
2:10.0,Shooting foul by E. Kanter (drawn by O. Asik),,41-49,,
2:10.0,O. Asik misses free throw 1 of 2,,41-49,,
2:10.0,Offensive rebound by Team,,41-49,,
2:10.0,O. Asik misses free throw 2 of 2,,41-49,,
2:09.0,,,41-49,,Defensive rebound by J. Lauvergne
1:55.0,,,41-49,,A. Morrow misses 2-pt shot from 7 ft
1:55.0,Defensive rebound by A. Davis,,41-49,,
1:46.0,S. Hill misses 3-pt shot from 23 ft,,41-49,,
1:45.0,,,41-49,,Defensive rebound by E. Kanter
1:40.0,Personal foul by J. Holiday (drawn by R. Westbrook),,41-49,,
1:40.0,,,41-49,,R. Westbrook misses free throw 1 of 2
1:40.0,,,41-49,,Offensive rebound by Team
1:40.0,,,41-49,,R. Westbrook misses free throw 2 of 2
1:40.0,T. Jones enters the game for O. Asik,,41-49,,
1:40.0,B. Hield enters the game for E. Moore,,41-49,,
1:38.0,,,41-49,,Offensive rebound by J. Lauvergne
1:38.0,,,41-49,,J. Lauvergne misses 2-pt shot from 1 ft
1:37.0,Defensive rebound by T. Jones,,41-49,,
1:32.0,B. Hield misses 3-pt shot from 25 ft,,41-49,,
1:32.0,,,41-49,,Defensive rebound by J. Lauvergne
1:19.0,,,41-49,,R. Westbrook misses 2-pt shot from 13 ft
1:19.0,,,41-49,,Offensive rebound by E. Kanter
1:17.0,,,41-49,,Turnover by E. Kanter (lost ball)
1:07.0,New Orleans full timeout,,41-49,,
1:00.0,A. Davis misses 3-pt shot from 24 ft,,41-49,,
0:59.0,,,41-49,,Defensive rebound by V. Oladipo
0:36.0,,,41-49,,R. Westbrook misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by J. Holiday,,41-49,,
0:26.0,J. Holiday misses 3-pt shot from 24 ft,,41-49,,
0:24.0,,,41-49,,Defensive rebound by V. Oladipo
0:03.0,,,41-49,,R. Westbrook misses 2-pt shot from 3 ft
0:03.0,Defensive rebound by J. Holiday,,41-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,,,41-49,,Shooting foul by O. Asik (drawn by R. Westbrook)
12:00.0,,,41-50,1,R. Westbrook makes free throw 1 of 2
12:00.0,,,41-51,1,R. Westbrook makes free throw 2 of 2
11:35.0,Shooting foul by A. Roberson (drawn by J. Holiday),,41-51,,
11:35.0,J. Holiday makes free throw 1 of 2,1,42-51,,
11:35.0,J. Holiday makes free throw 2 of 2,1,43-51,,
11:35.0,T. Jones enters the game for O. Asik,,42-51,,
11:24.0,,,43-51,,Turnover by R. Westbrook (bad pass; steal by J. Holiday)
11:18.0,E. Moore makes 2-pt shot at rim (assist by J. Holiday),2,45-51,,
11:02.0,,,45-53,2,V. Oladipo makes 2-pt shot from 15 ft
10:52.0,J. Holiday misses 3-pt shot from 24 ft,,45-53,,
10:51.0,,,45-53,,Defensive rebound by R. Westbrook
10:44.0,,,45-55,2,R. Westbrook makes 2-pt shot from 2 ft
10:32.0,A. Davis misses 2-pt shot from 7 ft,,45-55,,
10:32.0,,,45-55,,Defensive rebound by J. Lauvergne
10:31.0,Loose ball foul by A. Davis (drawn by J. Lauvergne),,45-55,,
10:31.0,,,45-55,,E. Kanter enters the game for D. Sabonis
10:24.0,,,45-55,,Shooting foul by E. Moore (drawn by E. Kanter)
10:24.0,,,45-55,,E. Kanter misses free throw 1 of 2
10:24.0,,,45-55,,Offensive rebound by Team
10:24.0,,,45-55,,E. Kanter misses free throw 2 of 2
10:23.0,Defensive rebound by T. Jones,,45-55,,
10:12.0,A. Davis makes 2-pt shot from 2 ft (assist by E. Moore),2,47-55,,
9:54.0,,,47-57,2,R. Westbrook makes 2-pt shot at rim
9:37.0,T. Jones misses 2-pt shot from 20 ft,,47-57,,
9:37.0,,,47-57,,Defensive rebound by R. Westbrook
9:19.0,,,47-59,2,V. Oladipo makes 2-pt shot from 11 ft
9:03.0,A. Davis makes 2-pt shot from 14 ft,2,49-59,,
8:42.0,,,49-59,,J. Lauvergne misses 2-pt shot from 3 ft (block by A. Davis)
8:41.0,,,49-59,,Offensive rebound by J. Lauvergne
8:37.0,,,49-62,3,R. Westbrook makes 3-pt shot from 25 ft (assist by V. Oladipo)
8:17.0,E. Moore misses 3-pt shot from 25 ft,,49-62,,
8:17.0,,,49-62,,Defensive rebound by R. Westbrook
8:10.0,,,49-62,,R. Westbrook misses 2-pt shot from 15 ft
8:10.0,Defensive rebound by E. Moore,,49-62,,
8:09.0,,,49-62,,Personal take foul by R. Westbrook (drawn by E. Moore)
7:58.0,E. Moore makes 2-pt shot from 15 ft (assist by J. Holiday),2,51-62,,
7:47.0,,,51-62,,Turnover by R. Westbrook (bad pass)
7:33.0,E. Moore misses 2-pt shot from 2 ft,,51-62,,
7:33.0,,,51-62,,Defensive rebound by E. Kanter
7:25.0,,,51-62,,V. Oladipo misses 2-pt shot from 2 ft
7:24.0,Defensive rebound by S. Hill,,51-62,,
7:19.0,Shooting foul by A. Roberson (drawn by S. Hill),,51-62,,
7:19.0,S. Hill makes free throw 1 of 2,1,52-62,,
7:19.0,S. Hill makes free throw 2 of 2,1,53-62,,
7:19.0,,,52-62,,D. Sabonis enters the game for J. Lauvergne
7:07.0,,,53-62,,E. Kanter misses 2-pt shot from 4 ft (block by S. Hill)
7:07.0,Defensive rebound by Team,,53-62,,
6:58.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,55-62,,
6:58.0,,,55-62,,Oklahoma City full timeout
6:42.0,,,55-64,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:26.0,O. Asik enters the game for T. Jones,,55-64,,
6:26.0,Jump ball: A. Davis vs. E. Kanter (J. Holiday gains possession),,,,Jump ball: A. Davis vs. E. Kanter (J. Holiday gains possession)
6:15.0,J. Holiday makes 2-pt shot from 6 ft,2,57-64,,
6:01.0,,,57-67,3,A. Roberson makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:39.0,E. Moore makes 2-pt shot from 15 ft,2,59-67,,
5:26.0,Personal block foul by J. Holiday (drawn by R. Westbrook),,59-67,,
5:26.0,,,59-67,,A. Morrow enters the game for V. Oladipo
5:13.0,,,59-67,,R. Westbrook misses 2-pt shot from 17 ft
5:13.0,,,59-67,,Offensive rebound by E. Kanter
5:12.0,,,59-69,2,E. Kanter makes 2-pt shot from 5 ft
4:58.0,A. Davis misses 2-pt shot from 6 ft (block by A. Roberson),,59-69,,
4:57.0,Offensive rebound by A. Davis,,59-69,,
4:53.0,A. Davis misses 2-pt shot from 4 ft,,59-69,,
4:53.0,,,59-69,,Defensive rebound by R. Westbrook
4:51.0,,,59-71,2,A. Roberson makes 2-pt shot from 1 ft (assist by E. Kanter)
4:51.0,,,59-71,,Shooting foul by O. Asik (drawn by A. Roberson)
4:51.0,,,59-71,,A. Roberson misses free throw 1 of 1
4:50.0,Defensive rebound by S. Hill,,59-71,,
4:47.0,New Orleans full timeout,,59-71,,
4:33.0,Shooting foul by D. Sabonis (drawn by A. Davis),,59-71,,
4:33.0,A. Davis makes free throw 1 of 2,1,60-71,,
4:33.0,A. Davis makes free throw 2 of 2,1,61-71,,
4:33.0,A. Brown enters the game for O. Asik,,60-71,,
4:17.0,,,61-71,,Turnover by R. Westbrook (lost ball)
4:01.0,A. Davis misses 2-pt shot from 6 ft,,61-71,,
4:01.0,,,61-71,,Defensive rebound by E. Kanter
3:51.0,,,61-74,3,D. Sabonis makes 3-pt shot from 23 ft (assist by A. Roberson)
3:28.0,A. Davis misses 2-pt shot from 17 ft,,61-74,,
3:27.0,,,61-74,,Defensive rebound by Team
3:14.0,,,61-74,,R. Westbrook misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by Team,,61-74,,
3:14.0,T. Jones enters the game for A. Davis,,61-74,,
2:51.0,E. Moore misses 2-pt shot from 2 ft,,61-74,,
2:51.0,,,61-74,,Defensive rebound by D. Sabonis
2:46.0,,,61-76,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:33.0,T. Jones makes 2-pt shot at rim (assist by J. Holiday),2,63-76,,
2:14.0,,,63-78,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
1:59.0,S. Hill misses 2-pt shot from 7 ft,,63-78,,
1:58.0,,,63-78,,Defensive rebound by E. Kanter
1:55.0,,,63-78,,Offensive foul by D. Sabonis
1:55.0,,,63-78,,Turnover by D. Sabonis (offensive foul)
1:55.0,New Orleans full timeout,,63-78,,
1:55.0,,,63-78,,S. Christon enters the game for R. Westbrook
1:55.0,B. Hield enters the game for J. Holiday,,63-78,,
1:55.0,T. Frazier enters the game for E. Moore,,63-78,,
1:55.0,,,63-78,,J. Lauvergne enters the game for E. Kanter
1:40.0,A. Brown misses 3-pt shot from 25 ft,,63-78,,
1:40.0,,,63-78,,Defensive rebound by J. Lauvergne
1:22.0,,,63-78,,D. Sabonis misses 2-pt shot from 3 ft
1:22.0,Defensive rebound by T. Jones,,63-78,,
1:09.0,B. Hield makes 3-pt shot from 25 ft (assist by S. Hill),3,66-78,,
0:55.0,,,66-78,,A. Morrow misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by B. Hield,,66-78,,
0:32.0,S. Hill misses 3-pt shot from 22 ft,,66-78,,
0:32.0,,,66-78,,Defensive rebound by A. Morrow
0:22.0,,,66-78,,Oklahoma City full timeout
0:05.0,,,66-78,,Turnover by Team (shot clock)
0:00.0,B. Hield misses 2-pt shot from 22 ft,,66-78,,
0:00.0,Offensive rebound by Team,,66-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,B. Hield makes 2-pt shot from 2 ft,2,68-78,,
11:28.0,Personal foul by T. Jones (drawn by D. Sabonis),,68-78,,
11:17.0,,,68-81,3,V. Oladipo makes 3-pt shot from 25 ft (assist by S. Christon)
10:54.0,A. Brown misses 2-pt shot from 7 ft,,68-81,,
10:54.0,Offensive rebound by A. Brown,,68-81,,
10:48.0,Turnover by A. Brown (bad pass; steal by D. Sabonis),,68-81,,
10:45.0,,,68-83,2,S. Christon makes 2-pt shot from 6 ft
10:45.0,,,68-83,,Shooting foul by T. Frazier (drawn by S. Christon)
10:45.0,,,68-83,,S. Christon misses free throw 1 of 1
10:44.0,Defensive rebound by T. Jones,,68-83,,
10:31.0,T. Frazier misses 2-pt shot from 20 ft,,68-83,,
10:31.0,Offensive rebound by B. Hield,,68-83,,
10:25.0,T. Frazier misses 2-pt shot from 2 ft,,68-83,,
10:25.0,Offensive rebound by A. Davis,,68-83,,
10:25.0,A. Davis misses 2-pt shot from 2 ft,,68-83,,
10:24.0,Offensive rebound by Team,,68-83,,
10:15.0,T. Jones makes 2-pt shot from 1 ft (assist by A. Davis),2,70-83,,
10:03.0,Personal foul by A. Brown (drawn by A. Morrow),,70-83,,
10:03.0,L. Galloway enters the game for A. Brown,,70-83,,
9:52.0,,,70-83,,J. Lauvergne misses 2-pt shot from 2 ft (block by A. Davis)
9:52.0,Defensive rebound by Team,,70-83,,
9:35.0,B. Hield makes 3-pt shot from 24 ft,3,73-83,,
9:21.0,,,73-83,,A. Morrow misses 3-pt shot from 25 ft
9:20.0,Defensive rebound by A. Davis,,73-83,,
9:11.0,L. Galloway misses 3-pt shot from 24 ft,,73-83,,
9:11.0,,,73-83,,Defensive rebound by J. Lauvergne
9:10.0,,,73-83,,Oklahoma City full timeout
9:10.0,,,73-83,,R. Westbrook enters the game for J. Lauvergne
9:10.0,,,73-83,,E. Kanter enters the game for S. Christon
8:53.0,,,73-83,,E. Kanter misses 2-pt shot from 6 ft
8:53.0,Defensive rebound by B. Hield,,73-83,,
8:32.0,A. Davis misses 2-pt shot from 7 ft (block by D. Sabonis),,73-83,,
8:31.0,,,73-83,,Defensive rebound by D. Sabonis
8:25.0,,,73-83,,Turnover by R. Westbrook (bad pass; steal by A. Davis)
8:19.0,B. Hield misses 3-pt shot from 25 ft,,73-83,,
8:18.0,Offensive rebound by L. Galloway,,73-83,,
8:17.0,L. Galloway makes 2-pt shot from 1 ft,2,75-83,,
7:55.0,,,75-85,2,A. Morrow makes 2-pt shot from 4 ft
7:36.0,L. Galloway misses 2-pt shot from 4 ft,,75-85,,
7:36.0,Offensive rebound by L. Galloway,,75-85,,
7:35.0,Shooting foul by D. Sabonis (drawn by A. Davis),,75-85,,
7:35.0,A. Davis misses free throw 1 of 2,,75-85,,
7:35.0,Offensive rebound by Team,,75-85,,
7:35.0,A. Davis makes free throw 2 of 2,1,76-85,,
7:35.0,,,75-85,,J. Grant enters the game for D. Sabonis
7:35.0,,,75-85,,A. Roberson enters the game for A. Morrow
