time,Portland,pts.away,score,pts.home,Dallas
6:39.0,,,15-10,,Defensive rebound by D. Harris
6:24.0,,,15-13,3,D. Harris makes 3-pt shot from 25 ft (assist by W. Matthews)
6:07.0,Turnover by E. Turner (bad pass),,15-13,,
5:49.0,,,15-13,,H. Barnes misses 2-pt shot from 6 ft
5:48.0,Defensive rebound by M. Plumlee,,15-13,,
5:38.0,E. Turner makes 2-pt shot from 13 ft,2,17-13,,
5:17.0,,,17-13,,W. Matthews misses 2-pt shot from 12 ft
5:16.0,Defensive rebound by D. Lillard,,17-13,,
4:58.0,N. Vonleh misses 2-pt shot from 1 ft (block by S. Mejri),,17-13,,
4:56.0,,,17-13,,Defensive rebound by H. Barnes
4:50.0,,,17-13,,H. Barnes misses 2-pt shot from 4 ft
4:48.0,Defensive rebound by N. Vonleh,,17-13,,
4:45.0,,,17-13,,Personal block foul by W. Matthews (drawn by D. Lillard)
4:45.0,M. Harkless enters the game for E. Turner,,17-13,,
4:45.0,A. Crabbe enters the game for C. McCollum,,17-13,,
4:31.0,A. Crabbe misses 2-pt shot from 24 ft,,17-13,,
4:30.0,,,17-13,,Defensive rebound by S. Mejri
4:26.0,,,17-15,2,W. Matthews makes 2-pt shot from 12 ft
4:26.0,,,17-15,,Shooting foul by D. Lillard (drawn by W. Matthews)
4:26.0,,,17-16,1,W. Matthews makes free throw 1 of 1
4:14.0,Shooting foul by S. Mejri (drawn by M. Plumlee),,17-16,,
4:14.0,M. Plumlee makes free throw 1 of 2,1,18-16,,
4:14.0,M. Plumlee makes free throw 2 of 2,1,19-16,,
4:01.0,,,19-16,,H. Barnes misses 2-pt shot from 17 ft
4:00.0,Defensive rebound by M. Plumlee,,19-16,,
3:50.0,D. Lillard misses 2-pt shot from 18 ft,,19-16,,
3:49.0,Offensive rebound by M. Plumlee,,19-16,,
3:44.0,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee),2,21-16,,
3:42.0,,,21-16,,Dallas full timeout
3:42.0,,,21-16,,Y. Ferrell enters the game for H. Barnes
3:42.0,,,21-16,,D. Nowitzki enters the game for S. Curry
3:42.0,E. Davis enters the game for N. Vonleh,,21-16,,
3:42.0,C. McCollum enters the game for M. Plumlee,,21-16,,
3:42.0,A. Aminu enters the game for D. Lillard,,21-16,,
3:25.0,Shooting block foul by A. Crabbe (drawn by D. Harris),,21-16,,
3:25.0,,,21-17,1,D. Harris makes free throw 1 of 2
3:25.0,,,21-18,1,D. Harris makes free throw 2 of 2
3:25.0,,,21-17,,D. Finney-Smith enters the game for W. Matthews
3:12.0,,,21-18,,Personal foul by Y. Ferrell (drawn by M. Harkless)
3:12.0,M. Harkless makes free throw 1 of 2,1,22-18,,
3:12.0,M. Harkless misses free throw 2 of 2,,22-18,,
3:11.0,,,22-18,,Defensive rebound by D. Harris
2:59.0,,,22-21,3,Y. Ferrell makes 3-pt shot from 24 ft
2:49.0,C. McCollum makes 2-pt shot from 16 ft,2,24-21,,
2:49.0,Shooting foul by D. Harris (drawn by C. McCollum),,24-21,,
2:49.0,Portland full timeout,,24-21,,
2:49.0,C. McCollum makes free throw 1 of 1,1,25-21,,
2:39.0,Personal foul by A. Aminu (drawn by D. Nowitzki),,25-21,,
2:39.0,,,25-22,1,D. Nowitzki makes free throw 1 of 2
2:39.0,,,25-23,1,D. Nowitzki makes free throw 2 of 2
2:27.0,A. Crabbe makes 2-pt shot from 2 ft,2,27-23,,
2:05.0,,,27-25,2,S. Mejri makes 2-pt shot from 4 ft
1:54.0,C. McCollum makes 2-pt shot from 10 ft,2,29-25,,
1:40.0,,,29-25,,D. Finney-Smith misses 3-pt shot from 24 ft
1:39.0,,,29-25,,Offensive rebound by S. Mejri
1:35.0,,,29-25,,Y. Ferrell misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by M. Harkless,,29-25,,
1:25.0,C. McCollum misses 2-pt shot from 16 ft,,29-25,,
1:24.0,,,29-25,,Defensive rebound by D. Harris
1:18.0,,,29-25,,D. Harris misses 2-pt shot from 1 ft
1:17.0,Defensive rebound by E. Davis,,29-25,,
1:11.0,,,29-25,,Personal foul by D. Finney-Smith (drawn by M. Harkless)
1:11.0,M. Harkless makes free throw 1 of 2,1,30-25,,
1:11.0,M. Harkless misses free throw 2 of 2,,30-25,,
1:10.0,,,30-25,,Defensive rebound by D. Harris
0:58.0,Personal foul by A. Crabbe (drawn by D. Nowitzki),,30-25,,
0:58.0,,,30-26,1,D. Nowitzki makes free throw 1 of 2
0:58.0,,,30-27,1,D. Nowitzki makes free throw 2 of 2
0:34.0,A. Aminu misses 3-pt shot from 25 ft,,30-27,,
0:33.0,,,30-27,,Defensive rebound by D. Finney-Smith
0:17.0,,,30-27,,D. Nowitzki misses 2-pt shot from 15 ft
0:15.0,Defensive rebound by A. Aminu,,30-27,,
0:02.0,C. McCollum misses 2-pt shot from 1 ft (block by S. Mejri),,30-27,,
0:00.0,Offensive rebound by E. Davis,,30-27,,
0:00.0,E. Davis makes 2-pt shot from 1 ft,2,32-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-27,,Y. Ferrell misses 2-pt shot from 18 ft
11:45.0,Defensive rebound by A. Aminu,,32-27,,
11:25.0,A. Aminu misses 3-pt shot from 24 ft,,32-27,,
11:24.0,Offensive rebound by M. Harkless,,32-27,,
11:21.0,M. Harkless makes 2-pt shot at rim,2,34-27,,
11:12.0,Personal foul by A. Aminu (drawn by D. Nowitzki),,34-27,,
11:00.0,,,34-29,2,W. Matthews makes 2-pt shot from 12 ft
10:38.0,E. Davis misses 2-pt shot from 3 ft (block by D. Nowitzki),,34-29,,
10:35.0,Offensive rebound by E. Davis,,34-29,,
10:33.0,A. Aminu makes 3-pt shot from 26 ft (assist by E. Davis),3,37-29,,
10:12.0,,,37-32,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Finney-Smith)
9:55.0,M. Harkless misses 2-pt shot from 3 ft (block by D. Nowitzki),,37-32,,
9:52.0,,,37-32,,Defensive rebound by D. Finney-Smith
9:48.0,,,37-32,,Y. Ferrell misses 2-pt shot from 2 ft (block by M. Harkless)
9:48.0,,,37-32,,Offensive rebound by Team
9:44.0,,,37-32,,D. Nowitzki misses 2-pt shot from 15 ft
9:43.0,Defensive rebound by M. Harkless,,37-32,,
9:32.0,Turnover by A. Crabbe (bad pass),,37-32,,
9:20.0,,,37-35,3,D. Finney-Smith makes 3-pt shot from 25 ft (assist by Y. Ferrell)
8:58.0,M. Harkless misses 2-pt shot from 21 ft,,37-35,,
8:57.0,,,37-35,,Defensive rebound by Y. Ferrell
8:53.0,Shooting block foul by A. Crabbe (drawn by D. Finney-Smith),,37-35,,
8:53.0,Official timeout,,37-35,,
8:53.0,,,37-36,1,D. Finney-Smith makes free throw 1 of 2
8:53.0,,,37-37,1,D. Finney-Smith makes free throw 2 of 2
8:53.0,,,37-35,,S. Curry enters the game for D. Nowitzki
8:53.0,,,37-35,,H. Barnes enters the game for Y. Ferrell
8:53.0,D. Lillard enters the game for C. McCollum,,37-35,,
8:53.0,E. Turner enters the game for A. Crabbe,,37-35,,
8:34.0,E. Turner misses 3-pt shot from 22 ft,,37-37,,
8:33.0,,,37-37,,Defensive rebound by H. Barnes
8:18.0,,,37-37,,W. Matthews misses 2-pt shot from 22 ft
8:17.0,Defensive rebound by D. Lillard,,37-37,,
8:05.0,D. Lillard makes 2-pt shot from 2 ft,2,39-37,,
7:49.0,Def 3 sec tech foul by E. Davis,,39-37,,
7:49.0,,,39-38,1,W. Matthews makes technical free throw
7:34.0,,,39-38,,W. Matthews misses 3-pt shot from 23 ft
7:33.0,Defensive rebound by A. Aminu,,39-38,,
7:23.0,E. Davis makes 2-pt shot from 2 ft (assist by D. Lillard),2,41-38,,
7:16.0,,,41-38,,Dallas full timeout
7:16.0,M. Plumlee enters the game for A. Aminu,,41-38,,
7:16.0,N. Vonleh enters the game for E. Davis,,41-38,,
7:06.0,,,41-40,2,H. Barnes makes 2-pt shot from 4 ft
6:44.0,M. Harkless makes 3-pt shot from 23 ft (assist by E. Turner),3,44-40,,
6:24.0,,,44-42,2,W. Matthews makes 2-pt shot from 4 ft
6:03.0,M. Harkless misses 2-pt shot from 20 ft,,44-42,,
6:02.0,,,44-42,,Defensive rebound by H. Barnes
5:39.0,,,44-42,,H. Barnes misses 2-pt shot from 17 ft
5:38.0,Defensive rebound by E. Turner,,44-42,,
5:29.0,E. Turner makes 2-pt shot from 9 ft,2,46-42,,
5:04.0,,,46-42,,D. Finney-Smith misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by N. Vonleh,,46-42,,
4:54.0,M. Plumlee misses 2-pt shot from 6 ft (block by D. Powell),,46-42,,
4:53.0,Offensive rebound by M. Plumlee,,46-42,,
4:52.0,M. Plumlee makes 2-pt shot from 2 ft,2,48-42,,
4:51.0,,,48-42,,Dallas full timeout
4:51.0,,,48-42,,D. Harris enters the game for W. Matthews
4:51.0,,,48-42,,D. Nowitzki enters the game for D. Powell
4:31.0,,,48-42,,D. Harris misses 2-pt shot from 19 ft
4:30.0,Defensive rebound by M. Plumlee,,48-42,,
4:23.0,,,48-42,,Personal foul by S. Curry (drawn by M. Harkless)
4:23.0,C. McCollum enters the game for M. Harkless,,48-42,,
4:22.0,C. McCollum makes 2-pt shot at rim (assist by E. Turner),2,50-42,,
3:54.0,,,50-44,2,H. Barnes makes 2-pt shot from 8 ft
3:43.0,D. Lillard makes 2-pt shot from 2 ft,2,52-44,,
3:25.0,,,52-44,,D. Harris misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by M. Plumlee,,52-44,,
3:11.0,D. Lillard misses 2-pt shot from 2 ft,,52-44,,
3:11.0,Offensive rebound by M. Plumlee,,52-44,,
3:11.0,,,52-44,,Y. Ferrell enters the game for S. Curry
3:11.0,,,52-44,,W. Matthews enters the game for D. Finney-Smith
3:11.0,A. Aminu enters the game for N. Vonleh,,52-44,,
3:07.0,M. Plumlee makes 2-pt shot from 2 ft (assist by A. Aminu),2,54-44,,
2:53.0,,,54-44,,Turnover by Y. Ferrell (bad pass; steal by C. McCollum)
2:40.0,D. Lillard makes 3-pt shot from 26 ft (assist by C. McCollum),3,57-44,,
2:22.0,,,57-44,,Y. Ferrell misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by M. Plumlee,,57-44,,
2:10.0,D. Lillard makes 3-pt shot from 26 ft,3,60-44,,
1:50.0,,,60-47,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Harris)
1:36.0,,,60-47,,Personal foul by Y. Ferrell (drawn by D. Lillard)
1:26.0,E. Turner misses 3-pt shot from 24 ft,,60-47,,
1:25.0,,,60-47,,Defensive rebound by D. Harris
1:17.0,Personal foul by M. Plumlee (drawn by D. Nowitzki),,60-47,,
1:10.0,Shooting block foul by M. Plumlee (drawn by H. Barnes),,60-47,,
1:10.0,,,60-47,,H. Barnes misses free throw 1 of 2
1:10.0,,,60-47,,Offensive rebound by Team
1:10.0,,,60-48,1,H. Barnes makes free throw 2 of 2
1:10.0,M. Harkless enters the game for M. Plumlee,,60-47,,
1:00.0,,,60-48,,Personal foul by W. Matthews (drawn by E. Turner)
1:00.0,E. Turner makes free throw 1 of 2,1,61-48,,
1:00.0,E. Turner makes free throw 2 of 2,1,62-48,,
0:49.0,,,62-50,2,H. Barnes makes 2-pt shot at rim
0:34.0,A. Aminu misses 3-pt shot from 24 ft,,62-50,,
0:33.0,Offensive rebound by M. Harkless,,62-50,,
0:29.0,Turnover by M. Harkless (bad pass; steal by H. Barnes),,62-50,,
0:20.0,,,62-50,,D. Nowitzki misses 2-pt shot from 19 ft
0:19.0,Defensive rebound by A. Aminu,,62-50,,
0:18.0,Portland full timeout,,62-50,,
0:18.0,,,62-50,,D. Finney-Smith enters the game for D. Nowitzki
0:18.0,A. Crabbe enters the game for A. Aminu,,62-50,,
0:05.0,D. Lillard makes 2-pt shot from 1 ft,2,64-50,,
0:00.0,,,64-53,3,D. Harris makes 3-pt shot from 30 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,64-55,2,H. Barnes makes 2-pt shot from 3 ft (assist by D. Nowitzki)
11:33.0,Turnover by D. Lillard (lost ball; steal by Y. Ferrell),,64-55,,
11:19.0,,,64-55,,D. Nowitzki misses 3-pt shot from 23 ft
11:18.0,Defensive rebound by D. Lillard,,64-55,,
11:12.0,Turnover by E. Turner (bad pass; steal by H. Barnes),,64-55,,
11:02.0,,,64-55,,Turnover by H. Barnes (offensive goaltending)
10:48.0,D. Lillard misses 3-pt shot from 25 ft,,64-55,,
10:45.0,,,64-55,,Defensive rebound by D. Nowitzki
10:27.0,,,64-57,2,H. Barnes makes 2-pt shot from 9 ft (assist by W. Matthews)
10:05.0,C. McCollum makes 2-pt shot from 19 ft,2,66-57,,
10:05.0,Shooting foul by S. Curry (drawn by C. McCollum),,66-57,,
10:05.0,C. McCollum makes free throw 1 of 1,1,67-57,,
9:47.0,,,67-60,3,D. Nowitzki makes 3-pt shot from 22 ft (assist by W. Matthews)
9:30.0,,,67-60,,Personal foul by W. Matthews (drawn by M. Plumlee)
9:22.0,C. McCollum makes 3-pt shot from 24 ft,3,70-60,,
9:04.0,Personal foul by C. McCollum (drawn by W. Matthews),,70-60,,
8:49.0,,,70-63,3,W. Matthews makes 3-pt shot from 28 ft (assist by S. Curry)
8:44.0,,,70-63,,Personal take foul by D. Nowitzki (drawn by E. Turner)
8:44.0,,,70-63,,D. Harris enters the game for S. Curry
8:37.0,Turnover by E. Turner (palming),,70-63,,
8:29.0,,,70-65,2,Y. Ferrell makes 2-pt shot from 9 ft
8:16.0,D. Lillard makes 3-pt shot from 26 ft,3,73-65,,
7:58.0,,,73-65,,D. Harris misses 2-pt shot from 1 ft
7:57.0,Defensive rebound by E. Turner,,73-65,,
7:50.0,Offensive foul by M. Plumlee,,73-65,,
7:50.0,Turnover by M. Plumlee (offensive foul),,73-65,,
7:50.0,A. Aminu enters the game for M. Plumlee,,73-65,,
7:36.0,,,73-68,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Harris)
7:35.0,Portland full timeout,,73-68,,
7:23.0,,,73-68,,Personal foul by D. Harris (drawn by N. Vonleh)
7:14.0,E. Turner misses 3-pt shot from 25 ft,,73-68,,
7:13.0,,,73-68,,Defensive rebound by D. Harris
6:59.0,,,73-70,2,W. Matthews makes 2-pt shot from 14 ft
6:41.0,C. McCollum misses 2-pt shot from 18 ft,,73-70,,
6:40.0,,,73-70,,Defensive rebound by D. Nowitzki
6:29.0,,,73-70,,W. Matthews misses 3-pt shot from 23 ft
6:28.0,Defensive rebound by A. Aminu,,73-70,,
6:19.0,D. Lillard misses 3-pt shot from 25 ft,,73-70,,
6:18.0,,,73-70,,Defensive rebound by D. Nowitzki
5:59.0,,,73-72,2,D. Nowitzki makes 2-pt shot from 11 ft
5:35.0,C. McCollum makes 2-pt shot from 1 ft,2,75-72,,
5:14.0,,,75-72,,Turnover by W. Matthews (lost ball; steal by D. Lillard)
5:08.0,A. Aminu makes 2-pt shot from 1 ft (assist by E. Turner),2,77-72,,
5:08.0,,,77-72,,Dallas full timeout
5:08.0,,,77-72,,S. Curry enters the game for D. Nowitzki
5:08.0,,,77-72,,S. Mejri enters the game for Y. Ferrell
5:08.0,E. Davis enters the game for E. Turner,,77-72,,
5:08.0,A. Crabbe enters the game for C. McCollum,,77-72,,
5:08.0,M. Harkless enters the game for A. Aminu,,77-72,,
4:51.0,,,77-74,2,W. Matthews makes 2-pt shot from 8 ft
4:37.0,,,77-74,,Personal foul by S. Curry (drawn by A. Crabbe)
4:37.0,A. Crabbe makes free throw 1 of 2,1,78-74,,
4:37.0,A. Crabbe makes free throw 2 of 2,1,79-74,,
4:20.0,,,79-74,,H. Barnes misses 2-pt shot from 18 ft
4:19.0,Defensive rebound by N. Vonleh,,79-74,,
4:05.0,Turnover by N. Vonleh (3 sec),,79-74,,
3:47.0,,,79-74,,H. Barnes misses 2-pt shot from 12 ft
3:46.0,Defensive rebound by N. Vonleh,,79-74,,
3:40.0,Turnover by N. Vonleh (offensive foul),,79-74,,
3:40.0,Offensive foul by N. Vonleh,,79-74,,
3:28.0,Personal foul by A. Crabbe (drawn by S. Curry),,79-74,,
3:22.0,,,79-74,,Shooting foul by N. Vonleh (drawn by S. Mejri)
3:22.0,,,79-75,1,S. Mejri makes free throw 1 of 2
3:22.0,,,79-76,1,S. Mejri makes free throw 2 of 2
3:01.0,M. Harkless misses 3-pt shot from 23 ft,,79-76,,
3:00.0,Offensive rebound by D. Lillard,,79-76,,
2:51.0,E. Davis makes 2-pt shot at rim (assist by D. Lillard),2,81-76,,
2:32.0,,,81-78,2,W. Matthews makes 2-pt shot from 2 ft
2:15.0,A. Crabbe misses 3-pt shot from 25 ft,,81-78,,
2:14.0,,,81-78,,Defensive rebound by W. Matthews
2:07.0,,,81-78,,Shooting foul by D. Lillard (drawn by D. Harris)
2:07.0,,,81-78,,D. Harris misses free throw 1 of 2
2:07.0,,,81-78,,Offensive rebound by Team
2:07.0,,,81-78,,D. Harris misses free throw 2 of 2
2:07.0,A. Aminu enters the game for N. Vonleh,,81-78,,
2:07.0,C. McCollum enters the game for D. Lillard,,81-78,,
2:06.0,Defensive rebound by A. Aminu,,81-78,,
1:52.0,A. Crabbe misses 2-pt shot from 7 ft,,81-78,,
1:51.0,,,81-78,,Defensive rebound by S. Mejri
1:41.0,,,81-78,,W. Matthews misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by E. Davis,,81-78,,
1:28.0,,,81-78,,Def 3 sec tech foul by S. Mejri
1:28.0,C. McCollum makes technical free throw,1,82-78,,
1:21.0,C. McCollum misses 2-pt shot from 11 ft,,82-78,,
1:20.0,Offensive rebound by M. Harkless,,82-78,,
1:20.0,M. Harkless misses 2-pt shot from 2 ft,,82-78,,
1:17.0,Offensive rebound by M. Harkless,,82-78,,
1:17.0,Shooting foul by S. Mejri (drawn by M. Harkless),,82-78,,
1:17.0,M. Harkless misses free throw 1 of 2,,82-78,,
1:17.0,Offensive rebound by Team,,82-78,,
1:17.0,M. Harkless makes free throw 2 of 2,1,83-78,,
1:17.0,,,82-78,,D. Finney-Smith enters the game for W. Matthews
1:17.0,,,82-78,,Y. Ferrell enters the game for H. Barnes
1:17.0,,,82-78,,D. Nowitzki enters the game for D. Harris
1:00.0,,,83-78,,Turnover by D. Finney-Smith (bad pass; steal by E. Davis)
0:47.0,M. Harkless misses 2-pt shot from 2 ft (block by S. Mejri),,83-78,,
0:46.0,Offensive rebound by E. Davis,,83-78,,
0:46.0,E. Davis misses 2-pt shot at rim,,83-78,,
0:45.0,,,83-78,,Defensive rebound by D. Nowitzki
0:31.0,,,83-78,,Shooting foul by A. Crabbe (drawn by S. Curry)
0:31.0,,,83-79,1,S. Curry makes free throw 1 of 2
0:31.0,,,83-80,1,S. Curry makes free throw 2 of 2
0:31.0,D. Lillard enters the game for M. Harkless,,83-79,,
0:31.0,,,83-79,,H. Barnes enters the game for D. Nowitzki
0:17.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,86-80,,
0:02.0,,,86-82,2,S. Curry makes 2-pt shot from 22 ft
0:00.0,D. Lillard misses 3-pt shot from 58 ft,,86-82,,
0:00.0,Offensive rebound by Team,,86-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,C. McCollum makes 2-pt shot from 18 ft,2,88-82,,
11:21.0,,,88-84,2,D. Nowitzki makes 2-pt shot from 8 ft
11:07.0,C. McCollum misses 3-pt shot from 23 ft,,88-84,,
11:05.0,,,88-84,,Defensive rebound by S. Mejri
10:56.0,,,88-86,2,S. Mejri makes 2-pt shot from 2 ft (assist by S. Curry)
10:38.0,A. Crabbe misses 3-pt shot from 25 ft,,88-86,,
10:37.0,,,88-86,,Defensive rebound by Y. Ferrell
10:30.0,,,88-86,,Shooting foul by D. Lillard (drawn by D. Nowitzki)
10:30.0,,,88-87,1,D. Nowitzki makes free throw 1 of 3
10:30.0,,,88-88,1,D. Nowitzki makes free throw 2 of 3
10:30.0,,,88-89,1,D. Nowitzki makes free throw 3 of 3
10:30.0,M. Plumlee enters the game for E. Davis,,88-88,,
10:13.0,C. McCollum makes 2-pt shot from 15 ft (assist by D. Lillard),2,90-89,,
10:00.0,,,90-89,,D. Nowitzki misses 3-pt shot from 25 ft
10:00.0,Defensive rebound by M. Plumlee,,90-89,,
10:00.0,,,90-89,,Personal foul by S. Mejri (drawn by M. Plumlee)
9:46.0,D. Lillard makes 2-pt shot from 20 ft,2,92-89,,
9:27.0,,,92-89,,D. Nowitzki misses 2-pt shot from 9 ft (block by A. Aminu)
9:25.0,Defensive rebound by M. Plumlee,,92-89,,
9:18.0,,,92-89,,Personal foul by D. Nowitzki (drawn by D. Lillard)
9:18.0,M. Harkless enters the game for A. Crabbe,,92-89,,
9:15.0,Shooting foul by D. Finney-Smith (drawn by M. Plumlee),,92-89,,
9:15.0,M. Plumlee makes free throw 1 of 2,1,93-89,,
9:15.0,M. Plumlee makes free throw 2 of 2,1,94-89,,
9:15.0,,,93-89,,H. Barnes enters the game for S. Mejri
9:15.0,,,93-89,,W. Matthews enters the game for D. Finney-Smith
8:51.0,,,94-89,,W. Matthews misses 2-pt shot from 12 ft
8:50.0,Defensive rebound by A. Aminu,,94-89,,
8:41.0,C. McCollum makes 3-pt shot from 24 ft,3,97-89,,
8:40.0,,,97-89,,Dallas full timeout
8:30.0,Personal foul by M. Plumlee (drawn by D. Nowitzki),,97-89,,
8:20.0,,,97-89,,W. Matthews misses 3-pt shot from 23 ft
8:19.0,Defensive rebound by M. Plumlee,,97-89,,
8:03.0,A. Aminu misses 2-pt shot from 2 ft,,97-89,,
8:02.0,Offensive rebound by A. Aminu,,97-89,,
8:02.0,A. Aminu makes 2-pt shot at rim,2,99-89,,
7:50.0,,,99-89,,Y. Ferrell misses 3-pt shot from 24 ft
7:49.0,Defensive rebound by A. Aminu,,99-89,,
7:35.0,D. Lillard misses 2-pt shot from 19 ft,,99-89,,
7:34.0,Offensive rebound by M. Plumlee,,99-89,,
7:19.0,Shooting foul by W. Matthews (drawn by M. Plumlee),,99-89,,
7:19.0,M. Plumlee makes free throw 1 of 2,1,100-89,,
7:19.0,M. Plumlee makes free throw 2 of 2,1,101-89,,
7:19.0,,,100-89,,D. Harris enters the game for S. Curry
7:19.0,,,100-89,,D. Powell enters the game for D. Nowitzki
7:01.0,Personal foul by M. Harkless (drawn by W. Matthews),,101-89,,
7:01.0,E. Davis enters the game for M. Plumlee,,101-89,,
6:49.0,,,101-91,2,H. Barnes makes 2-pt shot from 10 ft
6:28.0,A. Aminu misses 2-pt shot from 6 ft,,101-91,,
6:26.0,Offensive rebound by M. Harkless,,101-91,,
6:26.0,M. Harkless misses 2-pt shot from 3 ft,,101-91,,
6:25.0,,,101-91,,Defensive rebound by D. Powell
6:18.0,,,101-91,,Shooting foul by E. Davis (drawn by Y. Ferrell)
6:18.0,,,101-92,1,Y. Ferrell makes free throw 1 of 2
6:18.0,,,101-93,1,Y. Ferrell makes free throw 2 of 2
5:58.0,A. Aminu misses 2-pt shot from 8 ft,,101-93,,
5:56.0,,,101-93,,Defensive rebound by H. Barnes
5:42.0,,,101-95,2,H. Barnes makes 2-pt shot from 18 ft
5:40.0,Portland full timeout,,101-95,,
5:40.0,A. Crabbe enters the game for M. Harkless,,101-95,,
5:28.0,Turnover by C. McCollum (lost ball; steal by D. Powell),,101-95,,
5:26.0,,,101-95,,Shooting foul by C. McCollum (drawn by D. Harris)
5:26.0,,,101-96,1,D. Harris makes free throw 1 of 2
5:26.0,,,101-97,1,D. Harris makes free throw 2 of 2
5:13.0,D. Lillard misses 2-pt shot from 3 ft,,101-97,,
5:12.0,,,101-97,,Defensive rebound by D. Powell
4:52.0,,,101-99,2,H. Barnes makes 2-pt shot from 5 ft
4:31.0,A. Crabbe misses 3-pt shot from 24 ft,,101-99,,
4:30.0,Offensive rebound by C. McCollum,,101-99,,
4:30.0,Offensive foul by E. Davis,,101-99,,
4:30.0,Turnover by E. Davis (offensive foul),,101-99,,
4:30.0,M. Plumlee enters the game for E. Davis,,101-99,,
4:15.0,,,101-99,,Shooting foul by D. Lillard (drawn by Y. Ferrell)
