time,Charlotte,pts.away,score,pts.home,Toronto
2:22.0,,,98-98,,S. Ibaka enters the game for J. Valanciunas
2:22.0,,,98-98,,P. Tucker enters the game for P. Patterson
2:15.0,,,98-100,2,D. DeRozan makes 2-pt shot from 20 ft (assist by C. Joseph)
1:55.0,K. Walker makes 3-pt shot from 24 ft (assist by M. Belinelli),3,101-100,,
1:38.0,,,101-100,,N. Powell misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by M. Williams,,101-100,,
1:14.0,Turnover by Team (shot clock),,101-100,,
1:14.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,101-100,,
0:57.0,,,101-100,,Shooting foul by C. Zeller (drawn by N. Powell)
0:57.0,,,101-100,,N. Powell misses free throw 1 of 2
0:57.0,,,101-100,,Offensive rebound by Team
0:57.0,,,101-101,1,N. Powell makes free throw 2 of 2
0:57.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,101-100,,
0:45.0,K. Walker misses 2-pt shot from 3 ft (block by C. Joseph),,101-101,,
0:45.0,Offensive rebound by Team,,101-101,,
0:38.0,K. Walker makes 3-pt shot from 26 ft,3,104-101,,
0:38.0,,,104-101,,Toronto full timeout
0:38.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,104-101,,
0:30.0,Shooting block foul by C. Zeller (drawn by D. DeRozan),,104-101,,
0:30.0,,,104-102,1,D. DeRozan makes free throw 1 of 2
0:30.0,,,104-103,1,D. DeRozan makes free throw 2 of 2
0:30.0,F. Kaminsky enters the game for C. Zeller,,104-101,,
0:30.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,104-101,,
0:09.0,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum),3,107-103,,
0:09.0,,,107-103,,Toronto full timeout
0:09.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,107-103,,
0:06.0,,,107-103,,S. Ibaka misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by M. Kidd-Gilchrist,,107-103,,
0:04.0,,,107-103,,Personal take foul by C. Joseph (drawn by M. Kidd-Gilchrist)
0:04.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,108-103,,
0:04.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,109-103,,
0:04.0,,,109-103,,Toronto full timeout
0:01.0,,,109-106,3,S. Ibaka makes 3-pt shot from 26 ft (assist by C. Joseph)
0:00.0,,,109-106,,Personal take foul by P. Tucker
0:00.0,F. Kaminsky misses free throw 1 of 2,,109-106,,
0:00.0,Offensive rebound by Team,,109-106,,
0:00.0,F. Kaminsky makes free throw 2 of 2,1,110-106,,
0:00.0,,,110-106,,Turnover by P. Tucker (bad pass; steal by M. Williams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
