time,Atlanta,pts.away,score,pts.home,Washington
9:51.0,P. Millsap makes free throw 1 of 2,1,30-27,,
9:51.0,P. Millsap makes free throw 2 of 2,1,31-27,,
9:51.0,D. Howard enters the game for E. Ilyasova,,30-27,,
9:39.0,Violation by T. Waller-Prince (kicked ball),,31-27,,
9:30.0,,,31-27,,Turnover by M. Morris (lost ball; steal by J. Calderon)
9:15.0,Offensive foul by P. Millsap,,31-27,,
9:15.0,Turnover by P. Millsap (offensive foul),,31-27,,
9:03.0,,,31-29,2,M. Morris makes 2-pt shot from 18 ft (assist by B. Jennings)
8:45.0,Turnover by T. Waller-Prince (lost ball),,31-29,,
8:45.0,Official timeout,,31-29,,
8:45.0,,,31-29,,J. Wall enters the game for K. Oubre
8:45.0,,,31-29,,B. Beal enters the game for B. Jennings
8:28.0,,,31-29,,B. Beal misses 2-pt shot from 5 ft
8:27.0,Defensive rebound by T. Hardaway,,31-29,,
8:22.0,Shooting foul by J. Smith (drawn by P. Millsap),,31-29,,
8:22.0,P. Millsap makes free throw 1 of 2,1,32-29,,
8:22.0,P. Millsap makes free throw 2 of 2,1,33-29,,
8:22.0,,,32-29,,M. Gortat enters the game for J. Smith
8:11.0,Personal foul by J. Calderon (drawn by B. Beal),,33-29,,
8:03.0,,,33-29,,J. Wall misses 2-pt shot from 17 ft
8:02.0,,,33-29,,Offensive rebound by Team
7:59.0,,,33-29,,M. Morris misses 2-pt shot from 16 ft
7:58.0,,,33-29,,Offensive rebound by B. Bogdanovic
7:56.0,,,33-29,,B. Bogdanovic misses 2-pt shot from 2 ft
7:55.0,Defensive rebound by D. Howard,,33-29,,
7:43.0,Shooting foul by M. Morris (drawn by P. Millsap),,33-29,,
7:43.0,P. Millsap makes free throw 1 of 2,1,34-29,,
7:43.0,P. Millsap makes free throw 2 of 2,1,35-29,,
7:43.0,,,34-29,,O. Porter enters the game for B. Bogdanovic
7:32.0,,,35-29,,Turnover by M. Morris (step out of bounds)
7:32.0,D. Schroder enters the game for J. Calderon,,35-29,,
7:17.0,P. Millsap misses 2-pt shot at rim,,35-29,,
7:16.0,Offensive rebound by D. Howard,,35-29,,
7:15.0,D. Howard makes 2-pt shot at rim,2,37-29,,
7:03.0,,,37-31,2,B. Beal makes 2-pt shot from 20 ft (assist by J. Wall)
6:49.0,T. Waller-Prince misses 2-pt shot from 22 ft,,37-31,,
6:48.0,,,37-31,,Defensive rebound by O. Porter
6:42.0,Personal foul by D. Howard (drawn by M. Gortat),,37-31,,
6:42.0,K. Bazemore enters the game for T. Hardaway,,37-31,,
6:32.0,,,37-31,,Turnover by J. Wall (lost ball; steal by D. Schroder)
6:24.0,T. Waller-Prince makes 2-pt shot from 3 ft (assist by D. Schroder),2,39-31,,
6:23.0,,,39-31,,Washington full timeout
6:13.0,,,39-31,,O. Porter misses 2-pt shot from 20 ft
6:12.0,Defensive rebound by D. Schroder,,39-31,,
6:06.0,K. Bazemore misses 3-pt shot from 26 ft,,39-31,,
6:05.0,,,39-31,,Defensive rebound by J. Wall
6:00.0,,,39-33,2,J. Wall makes 2-pt shot from 1 ft
5:46.0,Offensive foul by D. Howard,,39-33,,
5:46.0,Turnover by D. Howard (offensive foul),,39-33,,
5:46.0,E. Ilyasova enters the game for P. Millsap,,39-33,,
5:33.0,,,39-33,,J. Wall misses 2-pt shot at rim
5:32.0,Defensive rebound by T. Waller-Prince,,39-33,,
5:31.0,Turnover by T. Waller-Prince (step out of bounds),,39-33,,
5:26.0,,,39-33,,Turnover by B. Beal (lost ball)
5:15.0,,,39-33,,Personal foul by J. Wall (drawn by D. Schroder)
5:15.0,D. Schroder makes free throw 1 of 2,1,40-33,,
5:15.0,D. Schroder makes free throw 2 of 2,1,41-33,,
5:05.0,,,41-33,,J. Wall misses 2-pt shot from 3 ft
5:04.0,Defensive rebound by D. Howard,,41-33,,
5:00.0,D. Schroder misses 3-pt shot from 24 ft,,41-33,,
4:58.0,,,41-33,,Defensive rebound by M. Morris
4:55.0,,,41-33,,Shooting foul by K. Bazemore (drawn by J. Wall)
4:55.0,,,41-34,1,J. Wall makes free throw 1 of 2
4:55.0,,,41-35,1,J. Wall makes free throw 2 of 2
4:43.0,D. Schroder misses 2-pt shot from 5 ft (block by M. Gortat),,41-35,,
4:41.0,Offensive rebound by D. Howard,,41-35,,
4:40.0,D. Howard misses 2-pt shot from 1 ft (block by M. Morris),,41-35,,
4:38.0,,,41-35,,Defensive rebound by O. Porter
4:28.0,,,41-38,3,B. Beal makes 3-pt shot from 26 ft
4:19.0,Atlanta full timeout,,41-38,,
4:05.0,T. Waller-Prince misses 2-pt shot from 17 ft,,41-38,,
4:04.0,,,41-38,,Defensive rebound by M. Gortat
3:49.0,,,41-38,,B. Beal misses 3-pt shot from 27 ft
3:48.0,Defensive rebound by D. Howard,,41-38,,
3:32.0,D. Schroder makes 2-pt shot from 18 ft,2,43-38,,
3:02.0,,,43-38,,J. Wall misses 2-pt shot from 10 ft
3:01.0,,,43-38,,Offensive rebound by M. Gortat
2:59.0,,,43-38,,B. Beal misses 3-pt shot from 27 ft
2:57.0,Defensive rebound by D. Howard,,43-38,,
2:57.0,E. Ilyasova misses 2-pt shot at rim (block by M. Morris),,43-38,,
2:57.0,Offensive rebound by D. Howard,,43-38,,
2:48.0,D. Howard misses 2-pt shot from 2 ft (block by M. Morris),,43-38,,
2:48.0,Offensive rebound by Team,,43-38,,
2:48.0,T. Hardaway enters the game for T. Waller-Prince,,43-38,,
2:48.0,P. Millsap enters the game for E. Ilyasova,,43-38,,
2:41.0,K. Bazemore misses 2-pt shot from 9 ft,,43-38,,
2:40.0,,,43-38,,Defensive rebound by O. Porter
2:35.0,,,43-40,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
2:17.0,E. Ilyasova enters the game for D. Howard,,43-40,,
2:15.0,Jump ball: P. Millsap vs. M. Morris (O. Porter gains possession),,,,Jump ball: P. Millsap vs. M. Morris (O. Porter gains possession)
1:54.0,,,43-40,,B. Beal misses 3-pt shot from 23 ft
1:53.0,,,43-40,,Offensive rebound by M. Morris
1:51.0,,,43-40,,M. Morris misses 2-pt shot at rim
1:50.0,Defensive rebound by P. Millsap,,43-40,,
1:42.0,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Schroder),3,46-40,,
1:33.0,,,46-40,,Offensive foul by M. Gortat
1:33.0,,,46-40,,Turnover by M. Gortat (offensive foul)
1:17.0,K. Bazemore misses 3-pt shot from 27 ft,,46-40,,
1:16.0,Offensive rebound by E. Ilyasova,,46-40,,
1:07.0,P. Millsap misses 3-pt shot from 23 ft,,46-40,,
1:06.0,,,46-40,,Defensive rebound by O. Porter
1:03.0,,,46-42,2,J. Wall makes 2-pt shot from 17 ft
0:37.0,Turnover by Team (shot clock),,46-42,,
0:34.0,,,46-42,,J. Wall misses 2-pt shot from 19 ft
0:33.0,Defensive rebound by T. Hardaway,,46-42,,
0:15.0,P. Millsap makes 2-pt shot at rim (assist by D. Schroder),2,48-42,,
0:00.0,,,48-42,,Shooting foul by P. Millsap (drawn by M. Morris)
0:00.0,,,48-43,1,M. Morris makes free throw 1 of 3
0:00.0,,,48-44,1,M. Morris makes free throw 2 of 3
0:00.0,,,48-45,1,M. Morris makes free throw 3 of 3
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,48-48,3,M. Morris makes 3-pt shot from 24 ft
11:26.0,D. Schroder misses 2-pt shot from 10 ft,,48-48,,
11:25.0,,,48-48,,Defensive rebound by M. Morris
11:19.0,,,48-48,,B. Beal misses 3-pt shot from 23 ft
11:18.0,Defensive rebound by D. Howard,,48-48,,
11:14.0,Shooting foul by B. Beal (drawn by T. Hardaway),,48-48,,
11:14.0,T. Hardaway makes free throw 1 of 3,1,49-48,,
11:14.0,T. Hardaway misses free throw 2 of 3,,49-48,,
11:14.0,Offensive rebound by Team,,49-48,,
11:14.0,T. Hardaway makes free throw 3 of 3,1,50-48,,
11:02.0,,,50-50,2,M. Morris makes 2-pt shot from 11 ft (assist by O. Porter)
10:52.0,D. Schroder makes 2-pt shot from 1 ft,2,52-50,,
10:37.0,,,52-50,,M. Morris misses 2-pt shot from 9 ft
10:36.0,Defensive rebound by D. Howard,,52-50,,
10:22.0,T. Waller-Prince misses 3-pt shot from 25 ft,,52-50,,
10:21.0,,,52-50,,Defensive rebound by J. Wall
10:12.0,,,52-53,3,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall)
9:53.0,Turnover by D. Schroder (back court),,52-53,,
9:38.0,,,52-55,2,M. Gortat makes 2-pt shot from 10 ft (assist by B. Beal)
9:12.0,P. Millsap misses 2-pt shot from 19 ft,,52-55,,
9:11.0,,,52-55,,Defensive rebound by B. Beal
9:08.0,Personal foul by D. Schroder (drawn by J. Wall),,52-55,,
8:56.0,,,52-57,2,M. Morris makes 2-pt shot from 8 ft (assist by B. Beal)
8:56.0,Atlanta full timeout,,52-57,,
8:36.0,Turnover by P. Millsap (traveling),,52-57,,
8:23.0,,,52-57,,B. Beal misses 2-pt shot from 15 ft
8:22.0,,,52-57,,Offensive rebound by M. Gortat
8:19.0,,,52-57,,M. Gortat misses 2-pt shot from 3 ft
8:19.0,Defensive rebound by D. Howard,,52-57,,
8:11.0,D. Schroder makes 2-pt shot from 1 ft,2,54-57,,
8:04.0,,,54-59,2,J. Wall makes 2-pt shot from 2 ft
7:51.0,T. Hardaway misses 3-pt shot from 27 ft,,54-59,,
7:51.0,,,54-59,,Defensive rebound by M. Morris
7:38.0,,,54-59,,J. Wall misses 2-pt shot from 12 ft
7:37.0,,,54-59,,Offensive rebound by M. Gortat
7:34.0,,,54-59,,M. Gortat misses 2-pt shot from 1 ft (block by D. Howard)
7:31.0,Defensive rebound by T. Hardaway,,54-59,,
7:23.0,T. Hardaway misses 2-pt shot from 1 ft,,54-59,,
7:23.0,Offensive rebound by D. Howard,,54-59,,
7:23.0,Shooting foul by O. Porter (drawn by D. Howard),,54-59,,
7:23.0,D. Howard misses free throw 1 of 2,,54-59,,
7:23.0,Offensive rebound by Team,,54-59,,
7:23.0,D. Howard makes free throw 2 of 2,1,55-59,,
7:12.0,,,55-59,,M. Morris misses 2-pt shot from 13 ft
7:12.0,,,55-59,,Offensive rebound by Team
7:12.0,Loose ball foul by T. Waller-Prince (drawn by M. Gortat),,55-59,,
7:04.0,,,55-61,2,B. Beal makes 2-pt shot from 15 ft (assist by O. Porter)
6:50.0,T. Waller-Prince misses 3-pt shot from 28 ft,,55-61,,
6:49.0,,,55-61,,Defensive rebound by J. Wall
6:47.0,Personal foul by D. Schroder (drawn by J. Wall),,55-61,,
6:47.0,K. Bazemore enters the game for D. Schroder,,55-61,,
6:40.0,,,55-63,2,J. Wall makes 2-pt shot from 1 ft
6:34.0,,,55-63,,Personal foul by M. Morris (drawn by P. Millsap)
6:34.0,D. Schroder enters the game for T. Waller-Prince,,55-63,,
6:20.0,Turnover by D. Schroder (bad pass; steal by B. Beal),,55-63,,
6:15.0,,,55-65,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
5:53.0,P. Millsap makes 2-pt shot from 2 ft,2,57-65,,
5:52.0,Violation by Team (jump ball),,57-65,,
5:34.0,,,57-67,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
5:18.0,D. Howard makes 2-pt shot from 2 ft (assist by K. Bazemore),2,59-67,,
4:57.0,,,59-67,,M. Morris misses 3-pt shot from 26 ft
4:56.0,Defensive rebound by T. Hardaway,,59-67,,
4:39.0,T. Hardaway makes 2-pt shot from 1 ft (assist by D. Schroder),2,61-67,,
4:37.0,,,61-67,,Washington full timeout
4:37.0,E. Ilyasova enters the game for P. Millsap,,61-67,,
4:37.0,M. Dunleavy enters the game for T. Hardaway,,61-67,,
4:37.0,,,61-67,,J. Smith enters the game for M. Morris
4:26.0,,,61-70,3,J. Wall makes 3-pt shot from 29 ft (assist by B. Beal)
4:05.0,D. Schroder misses 2-pt shot at rim (block by M. Gortat),,61-70,,
4:03.0,Offensive rebound by Team,,61-70,,
4:00.0,E. Ilyasova misses 2-pt shot from 18 ft,,61-70,,
3:59.0,,,61-70,,Defensive rebound by J. Wall
3:46.0,,,61-72,2,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall)
3:43.0,Turnover by E. Ilyasova (bad pass),,61-72,,
3:43.0,M. Muscala enters the game for D. Howard,,61-72,,
3:33.0,,,61-74,2,J. Wall makes 2-pt shot from 2 ft
3:33.0,,,61-74,,Shooting foul by D. Schroder (drawn by J. Wall)
3:33.0,,,61-75,1,J. Wall makes free throw 1 of 1
3:20.0,M. Dunleavy misses 3-pt shot from 24 ft,,61-75,,
3:19.0,Offensive rebound by K. Bazemore,,61-75,,
3:11.0,K. Bazemore makes 2-pt shot from 5 ft,2,63-75,,
3:01.0,,,63-75,,Shooting foul by M. Muscala (drawn by B. Beal)
3:01.0,,,63-76,1,B. Beal makes free throw 1 of 2
3:01.0,,,63-76,,B. Beal misses free throw 2 of 2
3:01.0,,,63-76,,K. Oubre enters the game for M. Gortat
3:00.0,Defensive rebound by E. Ilyasova,,63-76,,
2:54.0,,,63-76,,B. Jennings enters the game for B. Beal
2:44.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by K. Bazemore),2,65-76,,
2:25.0,,,65-79,3,J. Wall makes 3-pt shot from 25 ft (assist by B. Jennings)
2:15.0,D. Schroder makes 3-pt shot from 25 ft,3,68-79,,
1:54.0,,,68-81,2,J. Wall makes 2-pt shot from 22 ft
1:44.0,Shooting foul by O. Porter (drawn by M. Muscala),,68-81,,
1:44.0,M. Muscala makes free throw 1 of 2,1,69-81,,
1:44.0,M. Muscala makes free throw 2 of 2,1,70-81,,
1:44.0,T. Hardaway enters the game for D. Schroder,,69-81,,
1:36.0,,,70-81,,J. Wall misses 2-pt shot at rim (block by M. Muscala)
1:35.0,,,70-81,,Offensive rebound by Team
1:35.0,,,70-81,,B. Bogdanovic enters the game for O. Porter
1:19.0,,,70-81,,J. Wall misses 3-pt shot from 35 ft
1:18.0,,,70-81,,Offensive rebound by J. Smith
1:13.0,,,70-81,,Turnover by J. Smith (bad pass; steal by M. Dunleavy)
1:09.0,Shooting foul by J. Wall (drawn by M. Dunleavy),,70-81,,
1:09.0,M. Dunleavy makes free throw 1 of 2,1,71-81,,
1:09.0,M. Dunleavy makes free throw 2 of 2,1,72-81,,
1:09.0,,,71-81,,B. Beal enters the game for J. Wall
0:56.0,,,72-81,,J. Smith misses 2-pt shot from 14 ft
0:55.0,Defensive rebound by E. Ilyasova,,72-81,,
0:46.0,T. Hardaway misses 3-pt shot from 28 ft,,72-81,,
0:45.0,,,72-81,,Defensive rebound by B. Bogdanovic
0:38.0,,,72-81,,Offensive foul by J. Smith
0:38.0,,,72-81,,Turnover by J. Smith (offensive foul)
0:30.0,M. Dunleavy makes 2-pt shot from 3 ft (assist by M. Muscala),2,74-81,,
0:09.0,,,74-83,2,K. Oubre makes 2-pt shot from 14 ft (assist by B. Bogdanovic)
0:03.0,T. Hardaway makes 2-pt shot at rim,2,76-83,,
0:01.0,,,76-83,,Turnover by B. Beal (lost ball)
0:00.0,M. Muscala misses 3-pt shot from 23 ft,,76-83,,
0:00.0,Offensive rebound by Team,,76-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by J. Calderon (lost ball; steal by B. Jennings),,76-83,,
11:40.0,,,76-85,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by B. Jennings)
11:27.0,Turnover by E. Ilyasova (bad pass; steal by B. Beal),,76-85,,
11:23.0,,,76-85,,B. Bogdanovic misses 2-pt shot from 1 ft
11:22.0,Defensive rebound by E. Ilyasova,,76-85,,
11:16.0,J. Calderon makes 2-pt shot from 1 ft,2,78-85,,
11:07.0,,,78-87,2,B. Beal makes 2-pt shot from 6 ft
10:58.0,Turnover by M. Dunleavy (bad pass; steal by B. Beal),,78-87,,
10:46.0,,,78-90,3,B. Beal makes 3-pt shot from 24 ft (assist by K. Oubre)
10:30.0,T. Hardaway misses 3-pt shot from 28 ft,,78-90,,
10:29.0,,,78-90,,Defensive rebound by K. Oubre
10:23.0,Personal foul by E. Ilyasova (drawn by M. Morris),,78-90,,
10:23.0,T. Waller-Prince enters the game for M. Dunleavy,,78-90,,
10:15.0,,,78-90,,M. Morris misses 3-pt shot from 27 ft
10:14.0,Defensive rebound by T. Waller-Prince,,78-90,,
10:04.0,,,78-90,,Personal foul by K. Oubre (drawn by J. Calderon)
9:57.0,T. Hardaway misses 2-pt shot from 3 ft (block by K. Oubre),,78-90,,
9:56.0,,,78-90,,Defensive rebound by B. Jennings
9:52.0,,,78-92,2,B. Bogdanovic makes 2-pt shot at rim (assist by B. Jennings)
9:36.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by P. Millsap),3,81-92,,
9:27.0,,,81-92,,B. Bogdanovic misses 3-pt shot from 27 ft
9:26.0,Defensive rebound by J. Calderon,,81-92,,
9:12.0,P. Millsap makes 2-pt shot from 7 ft (assist by J. Calderon),2,83-92,,
8:51.0,,,83-92,,B. Bogdanovic misses 2-pt shot from 5 ft
8:50.0,Defensive rebound by T. Hardaway,,83-92,,
8:43.0,T. Hardaway misses 3-pt shot from 25 ft,,83-92,,
8:42.0,Offensive rebound by T. Waller-Prince,,83-92,,
8:38.0,T. Hardaway misses 3-pt shot from 29 ft,,83-92,,
