time,Phoenix,pts.away,score,pts.home,Minnesota
4:39.0,,,10-14,,G. Dieng misses 2-pt shot from 19 ft
4:38.0,Defensive rebound by P. Tucker,,10-14,,
4:26.0,Turnover by B. Knight (bad pass; steal by R. Rubio),,10-14,,
4:22.0,,,10-14,,S. Muhammad misses 2-pt shot from 1 ft (block by A. Len)
4:21.0,,,10-14,,Offensive rebound by S. Muhammad
4:20.0,,,10-14,,S. Muhammad misses 2-pt shot from 10 ft
4:19.0,Defensive rebound by T. Chandler,,10-14,,
4:12.0,B. Knight makes 2-pt shot from 13 ft,2,12-14,,
3:49.0,,,12-16,2,A. Wiggins makes 2-pt shot from 2 ft
3:47.0,T. Warren enters the game for E. Bledsoe,,12-16,,
3:31.0,B. Knight makes 2-pt shot from 10 ft,2,14-16,,
3:20.0,,,14-18,2,G. Dieng makes 2-pt shot from 16 ft (assist by S. Muhammad)
3:06.0,,,14-18,,Shooting block foul by G. Dieng (drawn by T. Chandler)
3:06.0,T. Chandler misses free throw 1 of 2,,14-18,,
3:06.0,Offensive rebound by Team,,14-18,,
3:06.0,T. Chandler makes free throw 2 of 2,1,15-18,,
3:06.0,,,14-18,,C. Aldrich enters the game for G. Dieng
3:06.0,L. Barbosa enters the game for P. Tucker,,14-18,,
3:00.0,,,15-20,2,S. Muhammad makes 2-pt shot from 10 ft (assist by R. Rubio)
2:44.0,B. Knight misses 2-pt shot from 13 ft,,15-20,,
2:44.0,,,15-20,,Defensive rebound by Team
2:44.0,Loose ball foul by A. Len (drawn by R. Rubio),,15-20,,
2:44.0,J. Dudley enters the game for T. Chandler,,15-20,,
2:28.0,,,15-22,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
2:13.0,T. Warren misses 2-pt shot from 18 ft,,15-22,,
2:12.0,,,15-22,,Defensive rebound by S. Muhammad
1:53.0,,,15-22,,Turnover by C. Aldrich (lost ball; steal by L. Barbosa)
1:46.0,J. Dudley makes 3-pt shot from 25 ft (assist by T. Warren),3,18-22,,
1:25.0,,,18-25,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
1:11.0,L. Barbosa makes 3-pt shot from 24 ft (assist by B. Knight),3,21-25,,
0:59.0,,,21-25,,Turnover by A. Wiggins (traveling)
0:59.0,,,21-25,,K. Dunn enters the game for R. Rubio
0:59.0,,,21-25,,N. Bjelica enters the game for K. Towns
0:44.0,T. Warren misses 2-pt shot from 14 ft,,21-25,,
0:43.0,Offensive rebound by Team,,21-25,,
0:39.0,Turnover by J. Dudley (bad pass; steal by A. Wiggins),,21-25,,
0:29.0,,,21-27,2,A. Wiggins makes 2-pt shot from 18 ft
0:11.0,B. Knight makes 2-pt shot from 2 ft,2,23-27,,
0:05.0,Personal foul by J. Dudley (drawn by A. Wiggins),,23-27,,
0:00.0,,,23-29,2,A. Wiggins makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,23-29,,K. Dunn misses 2-pt shot from 4 ft
11:44.0,Defensive rebound by A. Len,,23-29,,
11:39.0,J. Dudley makes 2-pt shot from 1 ft (assist by B. Knight),2,25-29,,
11:24.0,Shooting block foul by A. Len (drawn by S. Muhammad),,25-29,,
11:24.0,,,25-30,1,S. Muhammad makes free throw 1 of 2
11:24.0,,,25-31,1,S. Muhammad makes free throw 2 of 2
11:13.0,L. Barbosa makes 2-pt shot from 21 ft,2,27-31,,
10:54.0,,,27-34,3,Z. LaVine makes 3-pt shot from 24 ft
10:46.0,,,27-34,,Personal foul by N. Bjelica (drawn by J. Dudley)
10:33.0,Shooting foul by N. Bjelica (drawn by B. Knight),,27-34,,
10:33.0,B. Knight makes free throw 1 of 2,1,28-34,,
10:33.0,B. Knight makes free throw 2 of 2,1,29-34,,
10:33.0,,,28-34,,G. Dieng enters the game for C. Aldrich
10:26.0,,,29-34,,N. Bjelica misses 3-pt shot from 25 ft
10:25.0,Defensive rebound by B. Knight,,29-34,,
10:10.0,J. Dudley makes 3-pt shot from 24 ft (assist by L. Barbosa),3,32-34,,
9:56.0,,,32-36,2,G. Dieng makes 2-pt shot from 3 ft (assist by N. Bjelica)
9:50.0,T. Warren misses 2-pt shot from 2 ft,,32-36,,
9:49.0,Offensive rebound by Team,,32-36,,
9:48.0,T. Warren misses 2-pt shot from 1 ft (block by G. Dieng),,32-36,,
9:46.0,Offensive rebound by T. Warren,,32-36,,
9:44.0,T. Warren misses 2-pt shot from 4 ft,,32-36,,
9:42.0,,,32-36,,Defensive rebound by Z. LaVine
9:32.0,,,32-36,,K. Dunn misses 2-pt shot from 18 ft
9:30.0,Defensive rebound by B. Knight,,32-36,,
9:23.0,Turnover by B. Knight (lost ball; steal by K. Dunn),,32-36,,
9:19.0,,,32-38,2,K. Dunn makes 2-pt shot from 1 ft (assist by G. Dieng)
9:19.0,,,32-38,,Shooting foul by J. Dudley (drawn by K. Dunn)
9:19.0,,,32-39,1,K. Dunn makes free throw 1 of 1
9:03.0,L. Barbosa makes 3-pt shot from 26 ft (assist by B. Knight),3,35-39,,
8:48.0,,,35-42,3,K. Dunn makes 3-pt shot from 24 ft (assist by N. Bjelica)
8:27.0,Shooting foul by S. Muhammad (drawn by A. Len),,35-42,,
8:27.0,Phoenix full timeout,,35-42,,
8:27.0,A. Len misses free throw 1 of 2,,35-42,,
8:27.0,Offensive rebound by Team,,35-42,,
8:27.0,A. Len makes free throw 2 of 2,1,36-42,,
8:27.0,D. Booker enters the game for T. Warren,,35-42,,
8:08.0,,,36-42,,K. Dunn misses 2-pt shot from 17 ft
8:07.0,,,36-42,,Offensive rebound by G. Dieng
8:04.0,,,36-42,,G. Dieng misses 2-pt shot from 5 ft
8:03.0,Defensive rebound by A. Len,,36-42,,
8:02.0,Turnover by B. Knight (lost ball; steal by G. Dieng),,36-42,,
7:46.0,,,36-42,,Shooting foul by B. Knight (drawn by Z. LaVine)
7:46.0,,,36-43,1,Z. LaVine makes free throw 1 of 2
7:46.0,,,36-44,1,Z. LaVine makes free throw 2 of 2
7:27.0,B. Knight makes 2-pt shot from 19 ft,2,38-44,,
7:04.0,,,38-44,,Turnover by K. Dunn (traveling)
6:53.0,B. Knight misses 3-pt shot from 25 ft,,38-44,,
6:52.0,,,38-44,,Defensive rebound by K. Dunn
6:47.0,,,38-44,,Turnover by K. Dunn (bad pass)
6:47.0,,,38-44,,R. Rubio enters the game for K. Dunn
6:47.0,,,38-44,,K. Towns enters the game for N. Bjelica
6:36.0,D. Booker misses 2-pt shot from 18 ft,,38-44,,
6:35.0,,,38-44,,Defensive rebound by R. Rubio
6:29.0,Personal foul by D. Booker (drawn by S. Muhammad),,38-44,,
6:19.0,,,38-44,,S. Muhammad misses 2-pt shot from 10 ft
6:18.0,Defensive rebound by J. Dudley,,38-44,,
6:13.0,B. Knight makes 2-pt shot from 3 ft (assist by D. Booker),2,40-44,,
5:58.0,,,40-44,,Offensive charge foul by K. Towns
5:58.0,,,40-44,,Turnover by K. Towns (offensive foul)
5:58.0,,,40-44,,Minnesota full timeout
5:58.0,T. Chandler enters the game for A. Len,,40-44,,
5:58.0,E. Bledsoe enters the game for L. Barbosa,,40-44,,
5:58.0,,,40-44,,A. Wiggins enters the game for S. Muhammad
5:38.0,E. Bledsoe misses 2-pt shot from 1 ft,,40-44,,
5:37.0,,,40-44,,Defensive rebound by G. Dieng
5:26.0,Personal foul by B. Knight (drawn by R. Rubio),,40-44,,
5:26.0,,,40-45,1,R. Rubio makes free throw 1 of 2
5:26.0,,,40-46,1,R. Rubio makes free throw 2 of 2
5:14.0,Turnover by E. Bledsoe (lost ball),,40-46,,
5:14.0,Phoenix full timeout,,40-46,,
5:14.0,P. Tucker enters the game for B. Knight,,40-46,,
5:05.0,Personal foul by J. Dudley (drawn by K. Towns),,40-46,,
5:05.0,,,40-47,1,K. Towns makes free throw 1 of 2
5:05.0,,,40-48,1,K. Towns makes free throw 2 of 2
4:51.0,E. Bledsoe misses 2-pt shot from 1 ft (block by G. Dieng),,40-48,,
4:49.0,,,40-48,,Defensive rebound by K. Towns
4:47.0,,,40-50,2,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio)
4:39.0,Shooting foul by A. Wiggins (drawn by T. Chandler),,40-50,,
4:39.0,T. Chandler makes free throw 1 of 2,1,41-50,,
4:39.0,T. Chandler makes free throw 2 of 2,1,42-50,,
4:39.0,M. Chriss enters the game for J. Dudley,,41-50,,
4:29.0,,,42-50,,A. Wiggins misses 3-pt shot from 26 ft
4:26.0,,,42-50,,Offensive rebound by K. Towns
4:06.0,,,42-52,2,K. Towns makes 2-pt shot from 14 ft (assist by A. Wiggins)
3:53.0,M. Chriss misses 3-pt shot from 24 ft,,42-52,,
3:52.0,Offensive rebound by D. Booker,,42-52,,
3:44.0,D. Booker misses 2-pt shot from 19 ft,,42-52,,
3:44.0,,,42-52,,Defensive rebound by G. Dieng
3:35.0,,,42-54,2,R. Rubio makes 2-pt shot from 18 ft
3:31.0,Phoenix full timeout,,42-54,,
3:18.0,Offensive charge foul by M. Chriss,,42-54,,
3:18.0,Turnover by M. Chriss (offensive foul),,42-54,,
2:59.0,,,42-54,,Z. LaVine misses 3-pt shot from 23 ft
2:58.0,Defensive rebound by T. Chandler,,42-54,,
2:57.0,Turnover by T. Chandler (bad pass; steal by A. Wiggins),,42-54,,
2:54.0,,,42-54,,Offensive foul by G. Dieng
2:54.0,,,42-54,,Turnover by G. Dieng (offensive foul)
2:34.0,D. Booker makes 2-pt shot from 23 ft,2,44-54,,
2:18.0,,,44-54,,A. Wiggins misses 2-pt shot from 4 ft (block by E. Bledsoe)
2:17.0,,,44-54,,Offensive rebound by Team
2:10.0,,,44-56,2,Z. LaVine makes 2-pt shot from 17 ft
1:54.0,D. Booker makes 2-pt shot from 11 ft,2,46-56,,
1:34.0,,,46-56,,K. Towns misses 2-pt shot from 6 ft
1:33.0,,,46-56,,Offensive rebound by Team
1:33.0,Loose ball foul by T. Chandler (drawn by K. Towns),,46-56,,
1:33.0,Technical foul by M. Chriss,,46-56,,
1:33.0,,,46-57,1,R. Rubio makes technical free throw
1:33.0,,,46-58,1,K. Towns makes free throw 1 of 2
1:33.0,,,46-59,1,K. Towns makes free throw 2 of 2
1:28.0,Phoenix full timeout,,46-59,,
1:20.0,D. Booker makes 2-pt shot from 16 ft,2,48-59,,
0:57.0,,,48-62,3,Z. LaVine makes 3-pt shot from 25 ft
0:43.0,D. Booker misses 2-pt shot from 5 ft,,48-62,,
0:42.0,,,48-62,,Defensive rebound by K. Towns
0:40.0,,,48-62,,Turnover by R. Rubio (bad pass; steal by P. Tucker)
0:35.0,E. Bledsoe makes 2-pt shot from 2 ft,2,50-62,,
0:35.0,Shooting foul by K. Towns (drawn by E. Bledsoe),,50-62,,
0:35.0,E. Bledsoe makes free throw 1 of 1,1,51-62,,
0:34.0,,,51-62,,Turnover by Z. LaVine (bad pass; steal by M. Chriss)
0:32.0,M. Chriss misses 2-pt shot from 2 ft (block by K. Towns),,51-62,,
0:31.0,Offensive rebound by Team,,51-62,,
0:31.0,,,51-62,,Loose ball foul by K. Towns (drawn by M. Chriss)
0:31.0,M. Chriss misses free throw 1 of 2,,51-62,,
0:31.0,Offensive rebound by Team,,51-62,,
0:31.0,M. Chriss makes free throw 2 of 2,1,52-62,,
0:31.0,,,51-62,,N. Bjelica enters the game for K. Towns
0:08.0,,,52-62,,R. Rubio misses 3-pt shot from 23 ft
0:06.0,,,52-62,,Offensive rebound by Z. LaVine
0:06.0,,,52-62,,Z. LaVine misses 2-pt shot from 2 ft
0:05.0,Defensive rebound by M. Chriss,,52-62,,
0:01.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by M. Chriss),2,54-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,54-64,2,A. Wiggins makes 2-pt shot from 2 ft (assist by K. Towns)
11:21.0,M. Chriss makes 3-pt shot from 25 ft (assist by D. Booker),3,57-64,,
11:04.0,,,57-66,2,A. Wiggins makes 2-pt shot from 12 ft
10:51.0,D. Booker misses 3-pt shot from 25 ft,,57-66,,
10:50.0,,,57-66,,Defensive rebound by K. Towns
10:31.0,,,57-68,2,K. Towns makes 2-pt shot from 7 ft (assist by R. Rubio)
10:13.0,E. Bledsoe misses 2-pt shot from 16 ft,,57-68,,
10:12.0,,,57-68,,Defensive rebound by G. Dieng
10:04.0,,,57-68,,R. Rubio misses 2-pt shot from 2 ft
10:03.0,Defensive rebound by T. Chandler,,57-68,,
10:01.0,,,57-68,,Personal foul by G. Dieng (drawn by E. Bledsoe)
10:01.0,E. Bledsoe makes free throw 1 of 2,1,58-68,,
10:01.0,E. Bledsoe makes free throw 2 of 2,1,59-68,,
9:44.0,,,59-68,,Turnover by K. Towns (bad pass)
9:18.0,E. Bledsoe makes 3-pt shot from 26 ft,3,62-68,,
9:06.0,,,62-71,3,A. Wiggins makes 3-pt shot from 25 ft (assist by K. Towns)
8:57.0,Shooting foul by A. Wiggins (drawn by E. Bledsoe),,62-71,,
8:57.0,E. Bledsoe makes free throw 1 of 2,1,63-71,,
8:57.0,E. Bledsoe misses free throw 2 of 2,,63-71,,
8:57.0,,,63-71,,Defensive rebound by G. Dieng
8:35.0,,,63-71,,Z. LaVine misses 3-pt shot from 26 ft
8:34.0,Defensive rebound by T. Chandler,,63-71,,
8:26.0,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,66-71,,
8:11.0,,,66-73,2,K. Towns makes 2-pt shot from 17 ft (assist by R. Rubio)
8:00.0,D. Booker misses 3-pt shot from 25 ft,,66-73,,
7:59.0,,,66-73,,Defensive rebound by K. Towns
7:36.0,,,66-76,3,Z. LaVine makes 3-pt shot from 23 ft (assist by R. Rubio)
7:32.0,Phoenix full timeout,,66-76,,
7:18.0,P. Tucker misses 3-pt shot from 24 ft,,66-76,,
7:17.0,Offensive rebound by Team,,66-76,,
7:17.0,,,66-76,,Loose ball foul by Z. LaVine (drawn by E. Bledsoe)
7:05.0,E. Bledsoe makes 3-pt shot from 25 ft (assist by M. Chriss),3,69-76,,
6:51.0,,,69-76,,A. Wiggins misses 2-pt shot from 1 ft
6:49.0,Defensive rebound by T. Chandler,,69-76,,
6:47.0,Turnover by D. Booker (bad pass),,69-76,,
6:25.0,,,69-78,2,K. Towns makes 2-pt shot from 7 ft
6:16.0,E. Bledsoe misses 2-pt shot from 1 ft,,69-78,,
6:15.0,Offensive rebound by M. Chriss,,69-78,,
6:15.0,M. Chriss misses 2-pt shot from 2 ft,,69-78,,
6:13.0,,,69-78,,Defensive rebound by Z. LaVine
5:52.0,,,69-78,,Turnover by K. Towns (bad pass; steal by P. Tucker)
5:49.0,Shooting foul by Z. LaVine (drawn by D. Booker),,69-78,,
5:49.0,D. Booker makes free throw 1 of 2,1,70-78,,
5:49.0,D. Booker makes free throw 2 of 2,1,71-78,,
5:49.0,,,70-78,,S. Muhammad enters the game for Z. LaVine
5:49.0,J. Dudley enters the game for M. Chriss,,70-78,,
5:28.0,,,71-78,,A. Wiggins misses 2-pt shot from 19 ft
5:27.0,Defensive rebound by Team,,71-78,,
5:20.0,Shooting foul by R. Rubio (drawn by T. Chandler),,71-78,,
5:20.0,T. Chandler makes free throw 1 of 2,1,72-78,,
5:20.0,T. Chandler makes free throw 2 of 2,1,73-78,,
5:16.0,,,73-80,2,A. Wiggins makes 2-pt shot from 1 ft
5:04.0,E. Bledsoe makes 2-pt shot from 1 ft,2,75-80,,
4:47.0,,,75-80,,K. Towns misses 2-pt shot from 9 ft
4:46.0,Defensive rebound by D. Booker,,75-80,,
4:43.0,Turnover by D. Booker (bad pass),,75-80,,
4:32.0,Personal foul by P. Tucker (drawn by A. Wiggins),,75-80,,
4:27.0,,,75-80,,S. Muhammad misses 3-pt shot from 26 ft
4:26.0,,,75-80,,Offensive rebound by Team
4:26.0,Loose ball foul by J. Dudley (drawn by K. Towns),,75-80,,
4:16.0,,,75-80,,A. Wiggins misses 2-pt shot from 17 ft
4:13.0,,,75-80,,Offensive rebound by G. Dieng
4:08.0,Def 3 sec tech foul by J. Dudley,,75-80,,
4:08.0,,,75-81,1,R. Rubio makes technical free throw
3:57.0,,,75-81,,Turnover by G. Dieng (traveling)
3:51.0,Shooting foul by S. Muhammad (drawn by J. Dudley),,75-81,,
3:51.0,J. Dudley misses free throw 1 of 3,,75-81,,
3:51.0,Offensive rebound by Team,,75-81,,
3:51.0,J. Dudley makes free throw 2 of 3,1,76-81,,
3:51.0,J. Dudley makes free throw 3 of 3,1,77-81,,
3:51.0,B. Knight enters the game for D. Booker,,76-81,,
3:43.0,Personal foul by T. Chandler (drawn by K. Towns),,77-81,,
3:37.0,,,77-83,2,S. Muhammad makes 2-pt shot from 1 ft (assist by R. Rubio)
3:12.0,P. Tucker misses 2-pt shot from 2 ft,,77-83,,
3:11.0,Offensive rebound by T. Chandler,,77-83,,
3:11.0,T. Chandler makes 2-pt shot from 2 ft,2,79-83,,
2:53.0,,,79-83,,Turnover by A. Wiggins (lost ball; steal by P. Tucker)
2:47.0,J. Dudley misses 3-pt shot from 22 ft,,79-83,,
2:46.0,,,79-83,,Defensive rebound by K. Towns
2:41.0,,,79-83,,S. Muhammad misses 2-pt shot from 21 ft
2:40.0,Defensive rebound by Team,,79-83,,
2:40.0,,,79-83,,Loose ball foul by A. Wiggins (drawn by T. Chandler)
2:40.0,,,79-83,,Minnesota full timeout
2:40.0,T. Chandler misses free throw 1 of 2,,79-83,,
2:40.0,Offensive rebound by Team,,79-83,,
2:40.0,T. Chandler misses free throw 2 of 2,,79-83,,
2:40.0,,,79-83,,Defensive rebound by K. Towns
2:20.0,,,79-85,2,K. Towns makes 2-pt shot from 21 ft (assist by A. Wiggins)
2:11.0,,,79-85,,Personal foul by G. Dieng (drawn by B. Knight)
2:11.0,B. Knight makes free throw 1 of 2,1,80-85,,
2:11.0,B. Knight makes free throw 2 of 2,1,81-85,,
2:11.0,,,80-85,,C. Aldrich enters the game for G. Dieng
2:00.0,,,81-85,,K. Towns misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by T. Chandler,,81-85,,
1:41.0,E. Bledsoe misses 2-pt shot from 13 ft,,81-85,,
1:40.0,,,81-85,,Defensive rebound by A. Wiggins
1:28.0,,,81-85,,A. Wiggins misses 2-pt shot from 18 ft
1:28.0,,,81-85,,Offensive rebound by K. Towns
1:25.0,,,81-85,,Shooting foul by B. Knight (drawn by C. Aldrich)
1:25.0,,,81-86,1,C. Aldrich makes free throw 1 of 2
1:25.0,,,81-87,1,C. Aldrich makes free throw 2 of 2
1:25.0,A. Len enters the game for T. Chandler,,81-86,,
1:25.0,,,81-86,,N. Bjelica enters the game for K. Towns
1:14.0,,,81-87,,Violation by R. Rubio (kicked ball)
1:04.0,B. Knight makes 2-pt shot from 1 ft,2,83-87,,
1:04.0,Shooting foul by C. Aldrich (drawn by B. Knight),,83-87,,
1:04.0,B. Knight makes free throw 1 of 1,1,84-87,,
0:58.0,Personal foul by B. Knight (drawn by R. Rubio),,84-87,,
0:58.0,,,84-88,1,R. Rubio makes free throw 1 of 2
0:58.0,,,84-89,1,R. Rubio makes free throw 2 of 2
0:45.0,E. Bledsoe makes 2-pt shot from 16 ft,2,86-89,,
0:33.0,,,86-91,2,A. Wiggins makes 2-pt shot from 15 ft (assist by R. Rubio)
0:28.0,Shooting foul by A. Wiggins (drawn by E. Bledsoe),,86-91,,
0:28.0,E. Bledsoe makes free throw 1 of 2,1,87-91,,
0:28.0,E. Bledsoe misses free throw 2 of 2,,87-91,,
0:28.0,,,87-91,,Defensive rebound by N. Bjelica
0:28.0,,,87-91,,Z. LaVine enters the game for A. Wiggins
0:03.0,,,87-91,,Z. LaVine misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by E. Bledsoe,,87-91,,
0:00.0,E. Bledsoe misses 3-pt shot from 51 ft,,87-91,,
0:00.0,Offensive rebound by Team,,87-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,L. Barbosa makes 2-pt shot from 3 ft,2,89-91,,
11:23.0,,,89-93,2,C. Aldrich makes 2-pt shot from 1 ft (assist by S. Muhammad)
11:02.0,J. Dudley makes 2-pt shot from 20 ft (assist by L. Barbosa),2,91-93,,
10:45.0,,,91-93,,Z. LaVine misses 2-pt shot from 19 ft
10:44.0,,,91-93,,Offensive rebound by Team
10:44.0,Loose ball foul by T. Warren,,91-93,,
10:44.0,,,91-93,,G. Dieng enters the game for C. Aldrich
10:34.0,,,91-95,2,S. Muhammad makes 2-pt shot from 2 ft (assist by K. Dunn)
10:25.0,B. Knight makes 2-pt shot from 2 ft,2,93-95,,
10:07.0,,,93-95,,G. Dieng misses 2-pt shot from 2 ft (block by A. Len)
10:05.0,,,93-95,,Offensive rebound by G. Dieng
9:59.0,,,93-97,2,K. Dunn makes 2-pt shot from 20 ft
9:39.0,B. Knight misses 2-pt shot from 2 ft (block by K. Dunn),,93-97,,
9:38.0,Offensive rebound by Team,,93-97,,
9:35.0,L. Barbosa misses 2-pt shot from 12 ft,,93-97,,
9:33.0,,,93-97,,Defensive rebound by K. Dunn
9:28.0,,,93-97,,Turnover by S. Muhammad (lost ball; steal by J. Dudley)
9:26.0,,,93-97,,Personal take foul by N. Bjelica (drawn by B. Knight)
9:26.0,,,93-97,,A. Wiggins enters the game for S. Muhammad
9:23.0,,,93-97,,Personal foul by K. Dunn (drawn by B. Knight)
9:23.0,P. Tucker enters the game for T. Warren,,93-97,,
9:20.0,Offensive foul by P. Tucker,,93-97,,
9:20.0,Turnover by P. Tucker (offensive foul),,93-97,,
9:20.0,Technical foul by P. Tucker,,93-97,,
9:20.0,,,93-98,1,Z. LaVine makes technical free throw
9:05.0,,,93-98,,Turnover by K. Dunn (lost ball; steal by L. Barbosa)
8:46.0,P. Tucker misses 2-pt shot from 1 ft (block by K. Dunn),,93-98,,
8:45.0,Offensive rebound by P. Tucker,,93-98,,
8:43.0,P. Tucker makes 2-pt shot from 1 ft,2,95-98,,
8:28.0,,,95-98,,Shooting foul by P. Tucker (drawn by A. Wiggins)
8:28.0,,,95-98,,Minnesota full timeout
8:28.0,,,95-98,,A. Wiggins misses free throw 1 of 2
8:28.0,,,95-98,,Offensive rebound by Team
8:28.0,,,95-99,1,A. Wiggins makes free throw 2 of 2
8:07.0,Turnover by A. Len (traveling),,95-99,,
7:44.0,,,95-99,,N. Bjelica misses 3-pt shot from 25 ft
7:43.0,Defensive rebound by A. Len,,95-99,,
7:35.0,L. Barbosa misses 2-pt shot from 22 ft,,95-99,,
7:34.0,,,95-99,,Defensive rebound by K. Dunn
7:23.0,,,95-99,,Z. LaVine misses 3-pt shot from 24 ft
7:22.0,Defensive rebound by P. Tucker,,95-99,,
7:02.0,B. Knight makes 2-pt shot from 4 ft,2,97-99,,
