time,Sacramento,pts.away,score,pts.home,Dallas
5:56.0,,,11-11,,Turnover by H. Barnes (back court)
5:56.0,,,11-11,,Dallas full timeout
5:56.0,,,11-11,,D. Harris enters the game for H. Barnes
5:41.0,R. Gay makes 3-pt shot from 27 ft (assist by D. Cousins),3,14-11,,
5:24.0,Personal foul by R. Gay (drawn by D. Harris),,14-11,,
5:19.0,,,14-11,,S. Mejri misses 2-pt shot from 1 ft
5:16.0,,,14-11,,Offensive rebound by S. Mejri
5:16.0,,,14-13,2,S. Mejri makes 2-pt shot at rim
5:02.0,R. Gay misses 2-pt shot from 20 ft,,14-13,,
5:01.0,,,14-13,,Defensive rebound by D. Harris
4:49.0,,,14-13,,D. Harris misses 3-pt shot from 26 ft
4:46.0,Defensive rebound by D. Cousins,,14-13,,
4:34.0,D. Collison makes 3-pt shot from 25 ft (assist by D. Cousins),3,17-13,,
4:21.0,,,17-13,,Offensive foul by J. Gibson
4:21.0,,,17-13,,Turnover by J. Gibson (offensive foul)
4:21.0,O. Casspi enters the game for R. Gay,,17-13,,
4:21.0,M. Barnes enters the game for K. Koufos,,17-13,,
4:12.0,,,17-13,,Personal foul by S. Mejri (drawn by D. Cousins)
4:03.0,B. McLemore misses 3-pt shot from 23 ft,,17-13,,
4:02.0,,,17-13,,Defensive rebound by W. Matthews
3:45.0,,,17-16,3,J. Gibson makes 3-pt shot from 26 ft (assist by W. Matthews)
3:34.0,D. Cousins misses 2-pt shot from 2 ft,,17-16,,
3:33.0,,,17-16,,Defensive rebound by S. Mejri
3:21.0,,,17-18,2,W. Matthews makes 2-pt shot from 12 ft
3:10.0,D. Collison makes 2-pt shot from 2 ft,2,19-18,,
3:10.0,Shooting foul by S. Mejri (drawn by D. Collison),,19-18,,
3:10.0,D. Collison makes free throw 1 of 1,1,20-18,,
3:10.0,,,19-18,,D. Powell enters the game for D. Finney-Smith
3:10.0,,,19-18,,H. Barnes enters the game for S. Mejri
3:10.0,,,19-18,,J. Anderson enters the game for W. Matthews
2:52.0,,,20-18,,J. Anderson misses 2-pt shot from 9 ft (block by D. Cousins)
2:50.0,Defensive rebound by O. Casspi,,20-18,,
2:48.0,D. Collison makes 2-pt shot from 1 ft (assist by O. Casspi),2,22-18,,
2:47.0,,,22-18,,Dallas full timeout
2:47.0,Sacramento full timeout,,22-18,,
2:47.0,G. Temple enters the game for B. McLemore,,22-18,,
2:47.0,T. Lawson enters the game for D. Collison,,22-18,,
2:32.0,,,22-18,,J. Gibson misses 3-pt shot from 28 ft
2:31.0,Defensive rebound by D. Cousins,,22-18,,
2:17.0,D. Cousins makes 2-pt shot from 6 ft (assist by O. Casspi),2,24-18,,
2:04.0,,,24-18,,H. Barnes misses 2-pt shot from 15 ft
2:03.0,Defensive rebound by D. Cousins,,24-18,,
1:51.0,O. Casspi misses 2-pt shot from 9 ft,,24-18,,
1:50.0,,,24-18,,Defensive rebound by J. Gibson
1:38.0,,,24-18,,H. Barnes misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by D. Cousins,,24-18,,
1:22.0,G. Temple misses 2-pt shot from 23 ft,,24-18,,
1:21.0,,,24-18,,Defensive rebound by J. Anderson
1:13.0,Violation by D. Cousins (def goaltending),,24-18,,
1:13.0,,,24-20,2,H. Barnes makes 2-pt shot from 8 ft
1:13.0,,,24-20,,Shooting foul by O. Casspi (drawn by H. Barnes)
1:13.0,,,24-21,1,H. Barnes makes free throw 1 of 1
0:58.0,O. Casspi makes 2-pt shot from 2 ft,2,26-21,,
0:34.0,,,26-21,,J. Anderson misses 3-pt shot from 24 ft
0:33.0,,,26-21,,Offensive rebound by J. Anderson
0:25.0,,,26-21,,H. Barnes misses 2-pt shot from 1 ft
0:25.0,,,26-21,,Offensive rebound by D. Powell
0:25.0,,,26-23,2,D. Powell makes 2-pt shot from 1 ft
0:01.0,Turnover by D. Cousins (lost ball; steal by D. Powell),,26-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,26-23,,J. Gibson misses 2-pt shot from 2 ft
11:48.0,Defensive rebound by M. Barnes,,26-23,,
11:41.0,G. Temple makes 2-pt shot at rim,2,28-23,,
11:19.0,,,28-23,,H. Barnes misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by O. Casspi,,28-23,,
11:11.0,O. Casspi misses 3-pt shot from 25 ft,,28-23,,
11:10.0,,,28-23,,Defensive rebound by D. Powell
11:04.0,Personal foul by W. Cauley-Stein (drawn by D. Powell),,28-23,,
10:58.0,,,28-23,,Turnover by H. Barnes (lost ball; steal by M. Barnes)
10:54.0,O. Casspi makes 2-pt shot at rim (assist by G. Temple),2,30-23,,
10:34.0,Personal foul by T. Lawson (drawn by D. Powell),,30-23,,
10:20.0,,,30-23,,H. Barnes misses 2-pt shot from 7 ft
10:19.0,Defensive rebound by W. Cauley-Stein,,30-23,,
9:58.0,T. Lawson misses 2-pt shot from 1 ft,,30-23,,
9:57.0,,,30-23,,Defensive rebound by J. Gibson
9:50.0,,,30-23,,Shooting foul by M. Barnes (drawn by J. Anderson)
9:50.0,,,30-24,1,J. Anderson makes free throw 1 of 2
9:50.0,,,30-25,1,J. Anderson makes free throw 2 of 2
9:38.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by T. Lawson),2,32-25,,
9:22.0,,,32-25,,D. Powell misses 2-pt shot from 1 ft
9:20.0,Defensive rebound by Team,,32-25,,
9:20.0,,,32-25,,Dallas full timeout
9:20.0,,,32-25,,D. Harris enters the game for H. Barnes
9:20.0,,,32-25,,D. Finney-Smith enters the game for J. Gibson
9:20.0,,,32-25,,W. Matthews enters the game for J. Anderson
9:05.0,Turnover by O. Casspi (lost ball),,32-25,,
9:02.0,,,32-25,,Turnover by D. Williams (bad pass; steal by T. Lawson)
8:58.0,T. Lawson makes 2-pt shot from 1 ft,2,34-25,,
8:40.0,Personal foul by M. Barnes (drawn by D. Harris),,34-25,,
8:36.0,,,34-28,3,D. Williams makes 3-pt shot from 23 ft (assist by D. Finney-Smith)
8:17.0,T. Lawson misses 2-pt shot from 18 ft,,34-28,,
8:16.0,,,34-28,,Defensive rebound by W. Matthews
7:59.0,,,34-28,,Turnover by D. Williams (back court)
7:59.0,R. Gay enters the game for O. Casspi,,34-28,,
7:39.0,M. Barnes misses 3-pt shot from 25 ft,,34-28,,
7:38.0,,,34-28,,Defensive rebound by W. Matthews
7:36.0,,,34-28,,Turnover by W. Matthews (lost ball; steal by R. Gay)
7:21.0,T. Lawson makes 2-pt shot from 3 ft (assist by W. Cauley-Stein),2,36-28,,
7:00.0,,,36-28,,W. Matthews misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by M. Barnes,,36-28,,
6:54.0,R. Gay makes 2-pt shot at rim (assist by M. Barnes),2,38-28,,
6:54.0,Shooting foul by D. Powell (drawn by R. Gay),,38-28,,
6:54.0,R. Gay makes free throw 1 of 1,1,39-28,,
6:30.0,,,39-28,,D. Finney-Smith misses 2-pt shot from 10 ft
6:30.0,,,39-28,,Offensive rebound by Team
6:30.0,,,39-28,,Turnover by Team (shot clock)
6:11.0,R. Gay misses 2-pt shot from 5 ft,,39-28,,
6:10.0,Offensive rebound by R. Gay,,39-28,,
6:08.0,R. Gay makes 2-pt shot at rim,2,41-28,,
6:08.0,,,41-28,,Dallas full timeout
6:08.0,,,41-28,,H. Barnes enters the game for D. Finney-Smith
5:51.0,,,41-28,,D. Williams misses 3-pt shot from 25 ft
5:50.0,,,41-28,,Offensive rebound by H. Barnes
5:40.0,,,41-28,,D. Powell misses 2-pt shot from 3 ft
5:37.0,,,41-28,,Offensive rebound by D. Powell
5:34.0,,,41-31,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Powell)
5:15.0,T. Lawson misses 2-pt shot from 16 ft,,41-31,,
5:13.0,,,41-31,,Defensive rebound by D. Harris
5:02.0,,,41-34,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Powell)
4:48.0,R. Gay misses 2-pt shot from 5 ft,,41-34,,
4:47.0,,,41-34,,Defensive rebound by D. Harris
4:44.0,,,41-34,,Shooting foul by G. Temple (drawn by D. Harris)
4:44.0,,,41-34,,D. Harris misses free throw 1 of 2
4:44.0,,,41-34,,Offensive rebound by Team
4:44.0,,,41-35,1,D. Harris makes free throw 2 of 2
4:44.0,,,41-34,,S. Mejri enters the game for D. Powell
4:44.0,D. Cousins enters the game for T. Lawson,,41-34,,
4:44.0,D. Collison enters the game for W. Cauley-Stein,,41-34,,
4:30.0,Shooting foul by D. Harris (drawn by G. Temple),,41-35,,
4:30.0,G. Temple makes free throw 1 of 2,1,42-35,,
4:30.0,G. Temple misses free throw 2 of 2,,42-35,,
4:30.0,,,42-35,,J. Gibson enters the game for D. Harris
4:29.0,,,42-35,,Defensive rebound by H. Barnes
4:11.0,,,42-37,2,H. Barnes makes 2-pt shot from 7 ft
4:11.0,,,42-37,,Shooting foul by M. Barnes (drawn by H. Barnes)
4:11.0,,,42-37,,H. Barnes misses free throw 1 of 1
4:11.0,O. Casspi enters the game for M. Barnes,,42-37,,
4:10.0,Defensive rebound by O. Casspi,,42-37,,
3:59.0,,,42-37,,Personal foul by S. Mejri (drawn by O. Casspi)
3:59.0,,,42-37,,Technical foul by S. Mejri (drawn by O. Casspi)
3:59.0,D. Collison misses technical free throw,,42-37,,
3:59.0,Offensive rebound by Team,,42-37,,
3:59.0,,,42-37,,D. Powell enters the game for S. Mejri
3:48.0,Turnover by D. Collison (traveling),,42-37,,
3:37.0,,,42-37,,J. Gibson misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by O. Casspi,,42-37,,
3:31.0,R. Gay makes 2-pt shot from 3 ft,2,44-37,,
3:31.0,,,44-37,,Shooting block foul by D. Powell (drawn by R. Gay)
3:31.0,R. Gay makes free throw 1 of 1,1,45-37,,
3:16.0,,,45-37,,Turnover by H. Barnes (lost ball; steal by R. Gay)
3:02.0,R. Gay misses 3-pt shot from 22 ft,,45-37,,
3:02.0,,,45-37,,Defensive rebound by D. Williams
2:53.0,,,45-40,3,W. Matthews makes 3-pt shot from 23 ft (assist by H. Barnes)
2:32.0,O. Casspi makes 2-pt shot from 1 ft (assist by D. Cousins),2,47-40,,
2:19.0,,,47-42,2,W. Matthews makes 2-pt shot from 6 ft
1:57.0,O. Casspi makes 2-pt shot from 1 ft (assist by D. Cousins),2,49-42,,
1:41.0,,,49-44,2,D. Powell makes 2-pt shot from 18 ft (assist by D. Williams)
1:17.0,G. Temple makes 3-pt shot from 24 ft (assist by O. Casspi),3,52-44,,
1:16.0,,,52-44,,Personal foul by D. Powell (drawn by D. Cousins)
1:16.0,Personal foul by D. Cousins,,52-44,,
1:16.0,Official timeout,,52-44,,
1:16.0,,,52-44,,D. Finney-Smith enters the game for D. Powell
0:53.0,,,52-46,2,J. Gibson makes 2-pt shot from 21 ft
0:40.0,D. Cousins makes 2-pt shot from 1 ft,2,54-46,,
0:31.0,,,54-48,2,D. Williams makes 2-pt shot from 1 ft
0:31.0,,,54-48,,Shooting foul by G. Temple (drawn by D. Williams)
0:31.0,,,54-49,1,D. Williams makes free throw 1 of 1
0:12.0,D. Collison misses 3-pt shot from 23 ft,,54-49,,
0:11.0,Offensive rebound by Team,,54-49,,
0:11.0,,,54-49,,Loose ball foul by D. Finney-Smith (drawn by D. Cousins)
0:11.0,D. Cousins makes free throw 1 of 2,1,55-49,,
0:11.0,D. Cousins makes free throw 2 of 2,1,56-49,,
0:11.0,T. Lawson enters the game for O. Casspi,,55-49,,
0:04.0,,,56-51,2,D. Williams makes 2-pt shot from 4 ft
0:04.0,,,56-51,,Shooting foul by D. Collison (drawn by D. Williams)
0:04.0,,,56-52,1,D. Williams makes free throw 1 of 1
0:01.0,D. Collison misses 3-pt shot from 27 ft,,56-52,,
0:00.0,Offensive rebound by Team,,56-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,56-52,,W. Matthews misses 2-pt shot from 12 ft
11:33.0,,,56-52,,Offensive rebound by S. Mejri
11:23.0,,,56-52,,W. Matthews misses 3-pt shot from 23 ft
11:22.0,Defensive rebound by K. Koufos,,56-52,,
11:02.0,D. Collison misses 2-pt shot from 4 ft,,56-52,,
10:59.0,Offensive rebound by K. Koufos,,56-52,,
10:59.0,K. Koufos makes 2-pt shot from 2 ft,2,58-52,,
10:46.0,,,58-52,,Turnover by H. Barnes (lost ball; steal by R. Gay)
10:36.0,D. Cousins makes 3-pt shot from 25 ft,3,61-52,,
10:20.0,,,61-52,,H. Barnes misses 3-pt shot from 24 ft
10:20.0,Defensive rebound by D. Cousins,,61-52,,
10:20.0,,,61-52,,Loose ball foul by S. Mejri (drawn by D. Cousins)
10:20.0,,,61-52,,D. Powell enters the game for S. Mejri
10:01.0,D. Cousins misses 2-pt shot from 6 ft (block by D. Powell),,61-52,,
9:58.0,,,61-52,,Defensive rebound by W. Matthews
9:55.0,,,61-52,,Offensive charge foul by D. Finney-Smith
9:55.0,,,61-52,,Turnover by D. Finney-Smith (offensive foul)
9:33.0,K. Koufos makes 2-pt shot from 1 ft (assist by R. Gay),2,63-52,,
9:32.0,,,63-52,,Dallas full timeout
9:14.0,,,63-52,,W. Matthews misses 2-pt shot from 2 ft
9:13.0,Defensive rebound by D. Cousins,,63-52,,
8:50.0,R. Gay makes 2-pt shot from 16 ft,2,65-52,,
8:40.0,,,65-52,,Turnover by D. Williams (lost ball)
8:30.0,K. Koufos makes 2-pt shot from 6 ft,2,67-52,,
8:11.0,,,67-54,2,H. Barnes makes 2-pt shot from 17 ft
7:57.0,Turnover by R. Gay (lost ball; steal by D. Powell),,67-54,,
7:52.0,Personal foul by K. Koufos (drawn by D. Williams),,67-54,,
7:40.0,,,67-54,,D. Finney-Smith misses 3-pt shot from 23 ft
7:39.0,Defensive rebound by D. Collison,,67-54,,
7:22.0,B. McLemore misses 3-pt shot from 26 ft,,67-54,,
7:21.0,,,67-54,,Defensive rebound by D. Williams
7:07.0,,,67-54,,H. Barnes misses 2-pt shot from 22 ft
7:05.0,Defensive rebound by D. Collison,,67-54,,
7:01.0,B. McLemore misses 2-pt shot from 1 ft (block by D. Finney-Smith),,67-54,,
6:58.0,Offensive rebound by D. Collison,,67-54,,
6:47.0,B. McLemore misses 2-pt shot from 12 ft,,67-54,,
6:46.0,,,67-54,,Defensive rebound by D. Powell
6:34.0,,,67-54,,D. Powell misses 2-pt shot from 4 ft
6:33.0,Defensive rebound by D. Cousins,,67-54,,
6:26.0,B. McLemore makes 3-pt shot from 23 ft (assist by D. Collison),3,70-54,,
6:20.0,,,70-54,,Dallas full timeout
6:20.0,,,70-54,,D. Harris enters the game for D. Finney-Smith
6:20.0,,,70-54,,J. Anderson enters the game for H. Barnes
6:20.0,,,70-54,,J. Gibson enters the game for D. Williams
6:07.0,,,70-56,2,J. Gibson makes 2-pt shot from 15 ft (assist by D. Powell)
5:46.0,D. Cousins misses 2-pt shot from 2 ft,,70-56,,
5:44.0,Offensive rebound by D. Cousins,,70-56,,
5:44.0,D. Cousins makes 2-pt shot from 1 ft,2,72-56,,
5:32.0,,,72-56,,Turnover by D. Harris (lost ball)
5:16.0,D. Cousins makes 2-pt shot from 17 ft,2,74-56,,
5:00.0,,,74-56,,J. Anderson misses 3-pt shot from 24 ft
4:59.0,Defensive rebound by B. McLemore,,74-56,,
4:45.0,Turnover by B. McLemore (lost ball; steal by J. Anderson),,74-56,,
4:38.0,,,74-56,,Turnover by J. Anderson (bad pass; steal by K. Koufos)
4:33.0,D. Cousins makes 2-pt shot at rim (assist by D. Collison),2,76-56,,
4:10.0,,,76-56,,D. Powell misses 2-pt shot from 19 ft
4:08.0,Defensive rebound by D. Cousins,,76-56,,
3:59.0,Shooting foul by J. Gibson (drawn by D. Collison),,76-56,,
3:59.0,D. Collison makes free throw 1 of 2,1,77-56,,
3:59.0,D. Collison makes free throw 2 of 2,1,78-56,,
3:59.0,M. Barnes enters the game for K. Koufos,,77-56,,
3:38.0,,,78-58,2,J. Anderson makes 2-pt shot from 3 ft
3:25.0,Turnover by D. Collison (bad pass),,78-58,,
3:13.0,,,78-58,,J. Gibson misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by D. Cousins,,78-58,,
3:05.0,D. Collison makes 3-pt shot from 25 ft (assist by D. Cousins),3,81-58,,
3:04.0,,,81-58,,Dallas full timeout
3:04.0,T. Lawson enters the game for B. McLemore,,81-58,,
2:43.0,,,81-58,,J. Anderson misses 2-pt shot from 1 ft
2:41.0,Defensive rebound by D. Cousins,,81-58,,
2:29.0,Turnover by D. Collison (lost ball; steal by J. Gibson),,81-58,,
2:24.0,,,81-60,2,J. Anderson makes 2-pt shot at rim (assist by D. Harris)
2:06.0,M. Barnes makes 2-pt shot from 1 ft (assist by D. Cousins),2,83-60,,
1:55.0,,,83-62,2,D. Harris makes 2-pt shot from 1 ft (assist by D. Powell)
1:35.0,R. Gay misses 3-pt shot from 27 ft,,83-62,,
1:34.0,,,83-62,,Defensive rebound by D. Harris
1:16.0,,,83-62,,J. Anderson misses 2-pt shot from 2 ft
1:15.0,Defensive rebound by D. Cousins,,83-62,,
1:09.0,R. Gay makes 2-pt shot at rim (assist by M. Barnes),2,85-62,,
1:03.0,,,85-62,,Dallas full timeout
1:03.0,,,85-62,,D. Williams enters the game for W. Matthews
1:03.0,,,85-62,,H. Barnes enters the game for J. Anderson
1:03.0,O. Casspi enters the game for R. Gay,,85-62,,
1:03.0,W. Cauley-Stein enters the game for D. Cousins,,85-62,,
0:56.0,,,85-64,2,D. Powell makes 2-pt shot from 5 ft (assist by D. Williams)
0:39.0,Turnover by D. Collison (step out of bounds),,85-64,,
0:27.0,,,85-64,,Turnover by D. Williams (bad pass)
0:06.0,T. Lawson misses 3-pt shot from 25 ft,,85-64,,
0:05.0,Offensive rebound by W. Cauley-Stein,,85-64,,
0:03.0,W. Cauley-Stein misses 2-pt shot from 7 ft,,85-64,,
0:02.0,,,85-64,,Defensive rebound by D. Powell
0:01.0,,,85-64,,D. Harris misses 3-pt shot from 40 ft
0:00.0,,,85-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Offensive foul by W. Cauley-Stein,,85-64,,
11:51.0,Turnover by W. Cauley-Stein (offensive foul),,85-64,,
11:38.0,,,85-64,,N. Brussino misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by Team,,85-64,,
11:23.0,W. Cauley-Stein makes 2-pt shot at rim (assist by M. Barnes),2,87-64,,
11:10.0,,,87-67,3,D. Williams makes 3-pt shot from 24 ft (assist by D. Powell)
11:10.0,,,87-67,,Shooting foul by G. Temple (drawn by D. Williams)
11:10.0,,,87-68,1,D. Williams makes free throw 1 of 1
10:56.0,T. Lawson makes 2-pt shot from 3 ft,2,89-68,,
10:47.0,,,89-68,,A. Hammons enters the game for D. Powell
10:40.0,,,89-68,,J. Gibson misses 2-pt shot from 18 ft
10:39.0,Defensive rebound by T. Lawson,,89-68,,
10:31.0,Shooting foul by H. Barnes (drawn by W. Cauley-Stein),,89-68,,
10:31.0,W. Cauley-Stein misses free throw 1 of 2,,89-68,,
10:31.0,Offensive rebound by Team,,89-68,,
10:31.0,W. Cauley-Stein misses free throw 2 of 2,,89-68,,
10:29.0,,,89-68,,Defensive rebound by A. Hammons
10:19.0,,,89-68,,J. Gibson misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by O. Casspi,,89-68,,
10:10.0,T. Lawson misses 2-pt shot from 14 ft,,89-68,,
10:09.0,,,89-68,,Defensive rebound by N. Brussino
10:04.0,,,89-70,2,N. Brussino makes 2-pt shot at rim (assist by D. Williams)
10:04.0,,,89-70,,Shooting foul by M. Barnes (drawn by N. Brussino)
10:04.0,,,89-71,1,N. Brussino makes free throw 1 of 1
9:47.0,G. Temple makes 3-pt shot from 24 ft (assist by M. Barnes),3,92-71,,
9:30.0,,,92-71,,Shooting foul by G. Temple (drawn by D. Williams)
9:30.0,,,92-72,1,D. Williams makes free throw 1 of 2
9:30.0,,,92-73,1,D. Williams makes free throw 2 of 2
9:16.0,O. Casspi makes 2-pt shot from 1 ft (assist by M. Barnes),2,94-73,,
8:59.0,,,94-73,,A. Hammons misses 2-pt shot from 21 ft
8:56.0,,,94-73,,Offensive rebound by H. Barnes
8:56.0,,,94-75,2,H. Barnes makes 2-pt shot at rim
8:43.0,,,94-75,,Personal foul by A. Hammons (drawn by O. Casspi)
8:43.0,Official timeout,,94-75,,
8:43.0,,,94-75,,W. Matthews enters the game for J. Gibson
8:36.0,,,94-75,,Personal foul by N. Brussino (drawn by W. Cauley-Stein)
8:30.0,W. Cauley-Stein misses 2-pt shot from 2 ft (block by W. Matthews),,94-75,,
8:29.0,,,94-75,,Defensive rebound by H. Barnes
8:17.0,,,94-78,3,D. Williams makes 3-pt shot from 25 ft
8:02.0,Turnover by M. Barnes (bad pass),,94-78,,
7:50.0,Personal foul by W. Cauley-Stein (drawn by A. Hammons),,94-78,,
7:50.0,D. Cousins enters the game for W. Cauley-Stein,,94-78,,
7:40.0,,,94-78,,N. Brussino misses 3-pt shot from 28 ft
7:39.0,Defensive rebound by G. Temple,,94-78,,
7:20.0,D. Cousins misses 2-pt shot from 4 ft (block by A. Hammons),,94-78,,
7:20.0,Jump ball: D. Cousins vs. A. Hammons (D. Williams gains possession),,,,Jump ball: D. Cousins vs. A. Hammons (D. Williams gains possession)
7:20.0,,,94-78,,Defensive rebound by A. Hammons
7:19.0,Loose ball foul by D. Cousins (drawn by A. Hammons),,94-78,,
7:19.0,,,94-78,,A. Hammons misses free throw 1 of 2
7:19.0,,,94-78,,Offensive rebound by Team
7:19.0,,,94-78,,A. Hammons misses free throw 2 of 2
7:19.0,R. Gay enters the game for O. Casspi,,94-78,,
7:17.0,Defensive rebound by M. Barnes,,94-78,,
7:06.0,,,94-78,,Personal foul by W. Matthews (drawn by R. Gay)
6:51.0,Turnover by R. Gay (lost ball; steal by W. Matthews),,94-78,,
6:41.0,,,94-80,2,D. Williams makes 2-pt shot from 23 ft
6:35.0,Sacramento full timeout,,94-80,,
6:19.0,G. Temple makes 3-pt shot from 25 ft (assist by D. Cousins),3,97-80,,
6:00.0,,,97-80,,A. Hammons misses 2-pt shot from 1 ft (block by D. Cousins)
5:58.0,Defensive rebound by T. Lawson,,97-80,,
5:41.0,T. Lawson misses 2-pt shot from 2 ft (block by A. Hammons),,97-80,,
5:39.0,,,97-80,,Defensive rebound by A. Hammons
5:27.0,,,97-82,2,H. Barnes makes 2-pt shot from 22 ft
5:08.0,D. Cousins makes 2-pt shot from 16 ft,2,99-82,,
4:56.0,,,99-82,,D. Williams misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by R. Gay,,99-82,,
4:41.0,R. Gay makes 2-pt shot from 10 ft,2,101-82,,
4:27.0,,,101-82,,Turnover by H. Barnes (lost ball; steal by T. Lawson)
4:24.0,,,101-82,,Shooting block foul by H. Barnes (drawn by G. Temple)
4:24.0,G. Temple makes free throw 1 of 2,1,102-82,,
4:24.0,G. Temple makes free throw 2 of 2,1,103-82,,
4:24.0,,,102-82,,D. Finney-Smith enters the game for H. Barnes
4:24.0,,,102-82,,J. Anderson enters the game for W. Matthews
4:24.0,,,102-82,,J. Gibson enters the game for D. Williams
4:24.0,K. Koufos enters the game for M. Barnes,,102-82,,
4:24.0,D. Collison enters the game for T. Lawson,,102-82,,
4:10.0,,,103-82,,N. Brussino misses 3-pt shot from 26 ft (block by D. Cousins)
4:09.0,Defensive rebound by G. Temple,,103-82,,
4:06.0,D. Cousins makes 2-pt shot from 1 ft (assist by G. Temple),2,105-82,,
4:05.0,,,105-82,,Dallas full timeout
4:05.0,,,105-82,,Technical foul by Team
4:05.0,,,105-82,,Turnover by Team (turnover)
4:05.0,D. Cousins misses technical free throw,,105-82,,
4:05.0,Offensive rebound by Team,,105-82,,
4:02.0,G. Temple makes 3-pt shot from 23 ft (assist by R. Gay),3,108-82,,
3:42.0,,,108-82,,J. Gibson misses 2-pt shot from 20 ft
3:40.0,,,108-82,,Offensive rebound by J. Anderson
3:25.0,Shooting block foul by K. Koufos (drawn by J. Anderson),,108-82,,
3:25.0,,,108-83,1,J. Anderson makes free throw 1 of 2
3:25.0,,,108-84,1,J. Anderson makes free throw 2 of 2
3:08.0,K. Koufos makes 2-pt shot from 2 ft (assist by R. Gay),2,110-84,,
