time,San Antonio,pts.away,score,pts.home,Dallas
1:41.0,D. Bertans makes free throw 2 of 2,1,19-15,,
1:41.0,,,18-15,,H. Barnes enters the game for D. Powell
1:41.0,,,18-15,,J. Anderson enters the game for W. Matthews
1:19.0,,,19-15,,Turnover by H. Barnes (lost ball; steal by K. Anderson)
1:15.0,K. Anderson makes 2-pt shot from 1 ft (assist by P. Mills),2,21-15,,
1:00.0,,,21-17,2,H. Barnes makes 2-pt shot from 16 ft
0:52.0,P. Mills misses 3-pt shot from 24 ft,,21-17,,
0:49.0,Offensive rebound by Team,,21-17,,
0:44.0,J. Simmons misses 2-pt shot from 16 ft,,21-17,,
0:43.0,,,21-17,,Defensive rebound by A. Bogut
0:23.0,,,21-17,,J. Anderson misses 3-pt shot from 25 ft
0:22.0,,,21-17,,Offensive rebound by A. Bogut
0:15.0,,,21-17,,Offensive foul by J. Anderson
0:15.0,,,21-17,,Turnover by J. Anderson (offensive foul)
0:15.0,K. Leonard enters the game for K. Anderson,,21-17,,
0:15.0,,,21-17,,D. Finney-Smith enters the game for S. Curry
0:02.0,K. Leonard misses 2-pt shot from 14 ft,,21-17,,
0:01.0,,,21-17,,Defensive rebound by D. Finney-Smith
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Personal foul by K. Leonard (drawn by S. Curry),,21-17,,
11:36.0,,,21-17,,J. Anderson misses 3-pt shot from 23 ft
11:35.0,Defensive rebound by K. Leonard,,21-17,,
11:18.0,,,21-17,,Shooting block foul by S. Mejri (drawn by D. Dedmon)
11:18.0,D. Dedmon makes free throw 1 of 2,1,22-17,,
11:18.0,D. Dedmon makes free throw 2 of 2,1,23-17,,
11:05.0,,,23-17,,H. Barnes misses 2-pt shot from 18 ft
11:04.0,,,23-17,,Offensive rebound by S. Curry
11:02.0,,,23-17,,S. Curry misses 2-pt shot from 10 ft
11:02.0,Defensive rebound by D. Dedmon,,23-17,,
10:47.0,K. Leonard misses 2-pt shot from 10 ft,,23-17,,
10:46.0,,,23-17,,Defensive rebound by H. Barnes
10:37.0,,,23-17,,Turnover by D. Williams (bad pass; steal by K. Leonard)
10:24.0,D. Dedmon misses 2-pt shot from 7 ft,,23-17,,
10:21.0,Offensive rebound by D. Green,,23-17,,
10:18.0,D. Green makes 3-pt shot from 23 ft,3,26-17,,
10:00.0,,,26-17,,S. Curry misses 3-pt shot from 24 ft
9:59.0,Defensive rebound by D. Dedmon,,26-17,,
9:34.0,N. Laprovittola misses 3-pt shot from 24 ft,,26-17,,
9:33.0,,,26-17,,Defensive rebound by D. Williams
9:19.0,,,26-19,2,J. Anderson makes 2-pt shot from 8 ft
9:08.0,,,26-19,,Violation by S. Curry (kicked ball)
8:58.0,L. Aldridge makes 2-pt shot from 2 ft,2,28-19,,
8:47.0,,,28-19,,D. Williams misses 2-pt shot from 14 ft
8:46.0,Defensive rebound by L. Aldridge,,28-19,,
8:31.0,L. Aldridge misses 2-pt shot from 11 ft,,28-19,,
8:29.0,,,28-19,,Defensive rebound by S. Curry
8:18.0,,,28-19,,D. Williams misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by L. Aldridge,,28-19,,
8:05.0,K. Leonard misses 2-pt shot from 10 ft,,28-19,,
8:04.0,Offensive rebound by L. Aldridge,,28-19,,
7:58.0,,,28-19,,Personal foul by J. Anderson (drawn by L. Aldridge)
7:58.0,Official timeout,,28-19,,
7:58.0,,,28-19,,D. Harris enters the game for H. Barnes
7:58.0,,,28-19,,D. Powell enters the game for D. Williams
7:52.0,N. Laprovittola makes 3-pt shot from 25 ft (assist by K. Leonard),3,31-19,,
7:34.0,Def 3 sec tech foul by D. Dedmon,,31-19,,
7:34.0,,,31-20,1,S. Curry makes technical free throw
7:30.0,,,31-20,,S. Curry misses 2-pt shot from 20 ft
7:29.0,Defensive rebound by L. Aldridge,,31-20,,
7:12.0,Shooting foul by D. Harris (drawn by D. Green),,31-20,,
7:12.0,D. Green misses free throw 1 of 2,,31-20,,
7:12.0,Offensive rebound by Team,,31-20,,
7:12.0,D. Green makes free throw 2 of 2,1,32-20,,
7:04.0,Def 3 sec tech foul by D. Green,,32-20,,
7:04.0,,,32-21,1,S. Curry makes technical free throw
6:50.0,,,32-21,,D. Powell misses 2-pt shot from 1 ft
6:49.0,Defensive rebound by L. Aldridge,,32-21,,
6:28.0,D. Dedmon misses 2-pt shot from 10 ft,,32-21,,
6:27.0,,,32-21,,Defensive rebound by S. Mejri
6:13.0,,,32-23,2,D. Powell makes 2-pt shot at rim
6:13.0,San Antonio full timeout,,32-23,,
6:13.0,,,32-23,,A. Bogut enters the game for D. Powell
6:13.0,,,32-23,,W. Matthews enters the game for J. Anderson
6:13.0,,,32-23,,H. Barnes enters the game for S. Mejri
6:12.0,K. Anderson enters the game for K. Leonard,,32-23,,
6:12.0,J. Simmons enters the game for L. Aldridge,,32-23,,
6:12.0,D. Lee enters the game for D. Dedmon,,32-23,,
6:12.0,P. Mills enters the game for D. Green,,32-23,,
6:12.0,D. Bertans enters the game for N. Laprovittola,,32-23,,
5:59.0,Shooting foul by A. Bogut (drawn by D. Lee),,32-23,,
5:59.0,D. Lee misses free throw 1 of 2,,32-23,,
5:59.0,Offensive rebound by Team,,32-23,,
5:59.0,D. Lee makes free throw 2 of 2,1,33-23,,
5:36.0,Shooting block foul by D. Lee (drawn by W. Matthews),,33-23,,
5:36.0,,,33-24,1,W. Matthews makes free throw 1 of 3
5:36.0,,,33-24,,W. Matthews misses free throw 2 of 3
5:36.0,,,33-24,,Offensive rebound by Team
5:36.0,,,33-25,1,W. Matthews makes free throw 3 of 3
5:25.0,D. Lee makes 2-pt shot from 6 ft (assist by P. Mills),2,35-25,,
5:07.0,,,35-27,2,H. Barnes makes 2-pt shot from 1 ft
4:57.0,Turnover by K. Anderson (bad pass; steal by S. Curry),,35-27,,
4:37.0,,,35-29,2,S. Curry makes 2-pt shot from 2 ft
4:19.0,D. Bertans makes 2-pt shot from 19 ft (assist by J. Simmons),2,37-29,,
4:01.0,,,37-29,,D. Harris misses 3-pt shot from 23 ft
3:58.0,,,37-29,,Offensive rebound by H. Barnes
3:58.0,,,37-31,2,H. Barnes makes 2-pt shot at rim
3:45.0,D. Lee makes 2-pt shot from 1 ft (assist by J. Simmons),2,39-31,,
3:30.0,,,39-31,,W. Matthews misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by P. Mills,,39-31,,
3:18.0,D. Lee misses 2-pt shot from 14 ft,,39-31,,
3:16.0,,,39-31,,Defensive rebound by A. Bogut
3:16.0,,,39-31,,Dallas full timeout
3:16.0,,,39-31,,D. Williams enters the game for D. Harris
2:51.0,,,39-31,,D. Williams misses 2-pt shot from 8 ft
2:51.0,Defensive rebound by P. Mills,,39-31,,
2:36.0,Shooting foul by D. Williams (drawn by J. Simmons),,39-31,,
2:36.0,J. Simmons makes free throw 1 of 2,1,40-31,,
2:36.0,J. Simmons misses free throw 2 of 2,,40-31,,
2:34.0,,,40-31,,Defensive rebound by A. Bogut
2:19.0,,,40-33,2,H. Barnes makes 2-pt shot from 15 ft
2:15.0,Turnover by P. Mills (lost ball),,40-33,,
1:52.0,,,40-35,2,W. Matthews makes 2-pt shot from 10 ft
1:36.0,P. Mills makes 3-pt shot from 24 ft (assist by K. Anderson),3,43-35,,
1:20.0,,,43-35,,H. Barnes misses 2-pt shot at rim (block by K. Anderson)
1:19.0,Defensive rebound by K. Anderson,,43-35,,
1:12.0,Turnover by K. Anderson (lost ball),,43-35,,
1:12.0,K. Leonard enters the game for K. Anderson,,43-35,,
0:59.0,,,43-37,2,A. Bogut makes 2-pt shot from 8 ft
0:48.0,D. Lee misses 2-pt shot from 1 ft,,43-37,,
0:45.0,,,43-37,,Defensive rebound by D. Williams
0:31.0,,,43-40,3,S. Curry makes 3-pt shot from 24 ft (assist by A. Bogut)
0:07.0,K. Leonard misses 3-pt shot from 25 ft,,43-40,,
0:07.0,Offensive rebound by Team,,43-40,,
0:07.0,Turnover by Team (shot clock),,43-40,,
0:00.0,,,43-40,,S. Curry misses 3-pt shot from 26 ft
0:00.0,,,43-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,43-43,3,W. Matthews makes 3-pt shot from 24 ft (assist by H. Barnes)
11:20.0,N. Laprovittola misses 2-pt shot from 2 ft,,43-43,,
11:20.0,,,43-43,,Defensive rebound by Team
11:20.0,K. Anderson enters the game for D. Green,,43-43,,
11:20.0,J. Simmons enters the game for K. Leonard,,43-43,,
11:03.0,,,43-43,,Turnover by H. Barnes (bad pass; steal by J. Simmons)
10:59.0,J. Simmons makes 2-pt shot from 1 ft,2,45-43,,
10:42.0,Violation by N. Laprovittola (kicked ball),,45-43,,
10:37.0,,,45-45,2,A. Bogut makes 2-pt shot at rim (assist by D. Williams)
10:26.0,N. Laprovittola makes 2-pt shot from 1 ft,2,47-45,,
10:04.0,,,47-45,,Turnover by D. Williams (bad pass; steal by D. Dedmon)
9:51.0,Turnover by N. Laprovittola (traveling),,47-45,,
9:37.0,,,47-45,,H. Barnes misses 2-pt shot from 7 ft
9:35.0,Defensive rebound by K. Anderson,,47-45,,
9:32.0,,,47-45,,Personal foul by D. Williams (drawn by D. Dedmon)
9:20.0,L. Aldridge misses 2-pt shot from 15 ft,,47-45,,
9:19.0,,,47-45,,Defensive rebound by D. Williams
9:08.0,,,47-45,,D. Williams misses 2-pt shot from 5 ft (block by D. Dedmon)
9:06.0,Defensive rebound by D. Dedmon,,47-45,,
8:45.0,J. Simmons misses 2-pt shot from 4 ft (block by W. Matthews),,47-45,,
8:43.0,Offensive rebound by J. Simmons,,47-45,,
8:43.0,J. Simmons misses 2-pt shot from 3 ft,,47-45,,
8:42.0,,,47-45,,Defensive rebound by A. Bogut
8:26.0,,,47-47,2,H. Barnes makes 2-pt shot from 13 ft (assist by D. Williams)
8:03.0,Turnover by L. Aldridge (lost ball; steal by W. Matthews),,47-47,,
7:55.0,,,47-49,2,W. Matthews makes 2-pt shot from 2 ft
7:55.0,,,47-49,,Shooting foul by L. Aldridge (drawn by W. Matthews)
7:55.0,,,47-50,1,W. Matthews makes free throw 1 of 1
7:55.0,,,47-49,,D. Powell enters the game for H. Barnes
7:43.0,D. Dedmon misses 2-pt shot from 3 ft (block by A. Bogut),,47-50,,
7:41.0,,,47-50,,Defensive rebound by D. Williams
7:29.0,,,47-50,,D. Finney-Smith misses 3-pt shot from 24 ft
7:28.0,,,47-50,,Offensive rebound by D. Finney-Smith
7:24.0,,,47-53,3,D. Williams makes 3-pt shot from 24 ft (assist by D. Finney-Smith)
7:24.0,San Antonio full timeout,,47-53,,
7:24.0,P. Mills enters the game for N. Laprovittola,,47-53,,
7:24.0,K. Leonard enters the game for K. Anderson,,47-53,,
7:05.0,K. Leonard misses 2-pt shot from 18 ft,,47-53,,
7:05.0,,,47-53,,Defensive rebound by W. Matthews
6:49.0,,,47-55,2,D. Williams makes 2-pt shot from 7 ft (assist by A. Bogut)
6:32.0,Turnover by J. Simmons (bad pass; steal by D. Powell),,47-55,,
6:24.0,,,47-55,,Turnover by A. Bogut (bad pass)
6:24.0,D. Green enters the game for J. Simmons,,47-55,,
6:00.0,L. Aldridge misses 2-pt shot from 14 ft,,47-55,,
5:58.0,,,47-55,,Defensive rebound by D. Powell
5:42.0,,,47-58,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Finney-Smith)
5:27.0,D. Green misses 3-pt shot from 23 ft,,47-58,,
5:26.0,,,47-58,,Defensive rebound by D. Williams
5:16.0,,,47-58,,Shooting foul by D. Dedmon (drawn by A. Bogut)
5:16.0,,,47-58,,A. Bogut misses free throw 1 of 2
5:16.0,,,47-58,,Offensive rebound by Team
5:16.0,,,47-58,,A. Bogut misses free throw 2 of 2
5:16.0,,,47-58,,S. Curry enters the game for D. Williams
5:15.0,Defensive rebound by D. Dedmon,,47-58,,
5:15.0,,,47-58,,H. Barnes enters the game for A. Bogut
4:56.0,K. Leonard misses 2-pt shot from 1 ft (block by H. Barnes),,47-58,,
4:55.0,,,47-58,,Defensive rebound by D. Powell
4:46.0,,,47-58,,S. Curry misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by D. Dedmon,,47-58,,
4:33.0,,,47-58,,Def 3 sec tech foul by D. Finney-Smith
4:33.0,K. Leonard misses technical free throw,,47-58,,
4:33.0,Offensive rebound by Team,,47-58,,
4:33.0,D. Lee enters the game for D. Dedmon,,47-58,,
4:27.0,Turnover by K. Leonard (back court),,47-58,,
4:10.0,,,47-60,2,D. Powell makes 2-pt shot from 1 ft
3:58.0,Turnover by L. Aldridge (lost ball; steal by H. Barnes),,47-60,,
3:43.0,,,47-60,,W. Matthews misses 2-pt shot from 17 ft
3:42.0,Defensive rebound by K. Leonard,,47-60,,
3:27.0,K. Leonard makes 2-pt shot from 1 ft (assist by D. Green),2,49-60,,
3:25.0,,,49-60,,Dallas full timeout
3:25.0,,,49-60,,D. Williams enters the game for W. Matthews
3:25.0,D. Bertans enters the game for L. Aldridge,,49-60,,
3:10.0,,,49-62,2,D. Powell makes 2-pt shot at rim (assist by D. Williams)
2:51.0,D. Lee makes 2-pt shot at rim (assist by D. Green),2,51-62,,
2:32.0,,,51-62,,D. Williams misses 2-pt shot from 21 ft
2:30.0,Defensive rebound by D. Green,,51-62,,
2:19.0,D. Green misses 3-pt shot from 25 ft,,51-62,,
2:18.0,,,51-62,,Defensive rebound by Team
1:56.0,,,51-62,,D. Finney-Smith misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by D. Lee,,51-62,,
1:47.0,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills),3,54-62,,
1:38.0,,,54-62,,Dallas full timeout
1:38.0,,,54-62,,J. Anderson enters the game for D. Finney-Smith
1:38.0,,,54-62,,A. Bogut enters the game for D. Powell
1:23.0,,,54-62,,D. Williams misses 2-pt shot from 7 ft
1:22.0,Defensive rebound by D. Green,,54-62,,
1:14.0,Shooting foul by A. Bogut (drawn by K. Leonard),,54-62,,
1:14.0,K. Leonard makes free throw 1 of 2,1,55-62,,
1:14.0,K. Leonard makes free throw 2 of 2,1,56-62,,
1:01.0,Personal foul by D. Green (drawn by D. Williams),,56-62,,
0:51.0,,,56-62,,Shooting foul by D. Bertans (drawn by J. Anderson)
0:51.0,,,56-63,1,J. Anderson makes free throw 1 of 2
0:51.0,,,56-64,1,J. Anderson makes free throw 2 of 2
0:51.0,,,56-63,,W. Matthews enters the game for S. Curry
0:40.0,P. Mills makes 3-pt shot from 24 ft,3,59-64,,
0:30.0,,,59-66,2,D. Williams makes 2-pt shot from 14 ft
0:13.0,Shooting foul by D. Williams (drawn by K. Leonard),,59-66,,
0:13.0,K. Leonard misses free throw 1 of 3,,59-66,,
0:13.0,Offensive rebound by Team,,59-66,,
0:13.0,K. Leonard makes free throw 2 of 3,1,60-66,,
0:13.0,K. Leonard makes free throw 3 of 3,1,61-66,,
0:13.0,J. Simmons enters the game for D. Bertans,,60-66,,
0:01.0,,,61-66,,W. Matthews misses 2-pt shot from 14 ft
0:00.0,Defensive rebound by K. Leonard,,61-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. Green makes 2-pt shot from 2 ft,2,63-66,,
11:23.0,,,63-66,,H. Barnes misses 2-pt shot from 20 ft
11:22.0,Defensive rebound by K. Leonard,,63-66,,
11:09.0,K. Leonard misses 2-pt shot from 18 ft,,63-66,,
11:08.0,,,63-66,,Defensive rebound by A. Bogut
10:50.0,,,63-68,2,S. Curry makes 2-pt shot from 3 ft
10:33.0,P. Mills makes 2-pt shot from 17 ft,2,65-68,,
10:20.0,,,65-71,3,S. Curry makes 3-pt shot from 24 ft
10:06.0,P. Mills makes 2-pt shot from 19 ft,2,67-71,,
9:53.0,,,67-73,2,S. Curry makes 2-pt shot from 11 ft
9:50.0,Turnover by K. Leonard (bad pass; steal by W. Matthews),,67-73,,
9:50.0,,,67-73,,Shooting foul by P. Mills (drawn by W. Matthews)
9:50.0,,,67-74,1,W. Matthews makes free throw 1 of 2
9:50.0,,,67-75,1,W. Matthews makes free throw 2 of 2
9:50.0,N. Laprovittola enters the game for P. Mills,,67-74,,
9:50.0,J. Simmons enters the game for K. Leonard,,67-74,,
9:36.0,,,67-75,,Personal foul by A. Bogut (drawn by L. Aldridge)
9:23.0,L. Aldridge makes 2-pt shot from 13 ft,2,69-75,,
9:00.0,,,69-75,,H. Barnes misses 2-pt shot from 14 ft
9:00.0,Defensive rebound by D. Lee,,69-75,,
8:50.0,L. Aldridge misses 2-pt shot from 15 ft,,69-75,,
8:48.0,,,69-75,,Defensive rebound by A. Bogut
8:23.0,,,69-75,,Turnover by Team (shot clock)
7:56.0,D. Green misses 2-pt shot from 6 ft,,69-75,,
7:56.0,,,69-75,,Defensive rebound by A. Bogut
7:36.0,,,69-75,,W. Matthews misses 3-pt shot from 27 ft
7:35.0,Defensive rebound by D. Lee,,69-75,,
7:30.0,San Antonio full timeout,,69-75,,
7:30.0,,,69-75,,D. Powell enters the game for H. Barnes
7:30.0,,,69-75,,D. Finney-Smith enters the game for W. Matthews
7:29.0,P. Mills enters the game for D. Green,,69-75,,
7:29.0,K. Leonard enters the game for N. Laprovittola,,69-75,,
7:22.0,L. Aldridge misses 2-pt shot from 19 ft,,69-75,,
7:21.0,,,69-75,,Defensive rebound by J. Anderson
7:00.0,,,69-75,,Shooting foul by L. Aldridge (drawn by D. Powell)
7:00.0,,,69-76,1,D. Powell makes free throw 1 of 2
7:00.0,,,69-77,1,D. Powell makes free throw 2 of 2
7:00.0,D. Dedmon enters the game for D. Lee,,69-76,,
6:37.0,P. Mills makes 3-pt shot from 23 ft (assist by L. Aldridge),3,72-77,,
6:22.0,,,72-77,,Turnover by D. Finney-Smith (lost ball; steal by K. Leonard)
6:18.0,Shooting foul by J. Anderson (drawn by K. Leonard),,72-77,,
6:18.0,,,72-77,,Dallas full timeout
6:18.0,K. Leonard makes free throw 1 of 2,1,73-77,,
6:18.0,K. Leonard makes free throw 2 of 2,1,74-77,,
6:18.0,,,72-77,,W. Matthews enters the game for D. Finney-Smith
6:18.0,,,72-77,,H. Barnes enters the game for A. Bogut
6:06.0,,,74-77,,W. Matthews misses 3-pt shot from 24 ft
6:05.0,,,74-77,,Offensive rebound by D. Powell
5:47.0,,,74-79,2,D. Powell makes 2-pt shot from 1 ft
5:31.0,K. Leonard makes 2-pt shot from 12 ft,2,76-79,,
5:09.0,,,76-79,,H. Barnes misses 2-pt shot at rim (block by D. Dedmon)
5:07.0,Defensive rebound by D. Dedmon,,76-79,,
4:57.0,Shooting foul by D. Powell (drawn by L. Aldridge),,76-79,,
4:57.0,L. Aldridge makes free throw 1 of 2,1,77-79,,
4:57.0,L. Aldridge misses free throw 2 of 2,,77-79,,
4:57.0,,,77-79,,A. Bogut enters the game for D. Powell
4:55.0,,,77-79,,Defensive rebound by A. Bogut
4:34.0,,,77-79,,S. Curry misses 2-pt shot from 17 ft
4:32.0,Defensive rebound by K. Leonard,,77-79,,
4:23.0,K. Leonard makes 3-pt shot from 24 ft (assist by J. Simmons),3,80-79,,
4:23.0,,,80-79,,Dallas full timeout
4:23.0,,,80-79,,J. Gibson enters the game for S. Curry
4:23.0,D. Green enters the game for J. Simmons,,80-79,,
4:00.0,,,80-79,,J. Gibson misses 3-pt shot from 26 ft
3:59.0,Defensive rebound by D. Dedmon,,80-79,,
3:53.0,D. Dedmon makes 2-pt shot at rim (assist by P. Mills),2,82-79,,
3:27.0,,,82-81,2,H. Barnes makes 2-pt shot from 16 ft
3:04.0,P. Mills makes 3-pt shot from 24 ft,3,85-81,,
2:50.0,,,85-84,3,W. Matthews makes 3-pt shot from 24 ft (assist by J. Gibson)
2:34.0,P. Mills makes 3-pt shot from 25 ft,3,88-84,,
2:14.0,,,88-84,,W. Matthews misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by D. Dedmon,,88-84,,
1:57.0,K. Leonard misses 3-pt shot from 24 ft,,88-84,,
1:56.0,,,88-84,,Defensive rebound by A. Bogut
1:46.0,,,88-84,,Turnover by J. Gibson (lost ball; steal by D. Dedmon)
1:31.0,P. Mills makes 2-pt shot from 20 ft,2,90-84,,
1:31.0,,,90-84,,Dallas full timeout
1:19.0,,,90-87,3,J. Gibson makes 3-pt shot from 26 ft (assist by W. Matthews)
0:55.0,D. Green makes 2-pt shot from 1 ft (assist by L. Aldridge),2,92-87,,
0:47.0,,,92-87,,W. Matthews misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by D. Dedmon,,92-87,,
0:28.0,P. Mills misses 2-pt shot from 2 ft,,92-87,,
0:26.0,Offensive rebound by K. Leonard,,92-87,,
0:22.0,K. Leonard misses 3-pt shot from 27 ft,,92-87,,
0:21.0,,,92-87,,Defensive rebound by J. Gibson
0:14.0,,,92-87,,W. Matthews misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by L. Aldridge,,92-87,,
0:10.0,,,92-87,,Personal take foul by W. Matthews (drawn by K. Leonard)
0:10.0,San Antonio full timeout,,92-87,,
0:10.0,,,92-87,,D. Finney-Smith enters the game for A. Bogut
0:10.0,K. Anderson enters the game for D. Dedmon,,92-87,,
0:09.0,,,92-87,,Personal take foul by D. Finney-Smith (drawn by K. Leonard)
0:09.0,K. Leonard makes free throw 1 of 2,1,93-87,,
0:09.0,K. Leonard makes free throw 2 of 2,1,94-87,,
0:09.0,,,93-87,,N. Brussino enters the game for H. Barnes
0:09.0,J. Simmons enters the game for L. Aldridge,,93-87,,
0:09.0,,,93-87,,D. Powell enters the game for W. Matthews
0:03.0,,,94-87,,J. Anderson misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by K. Anderson,,94-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
