time,Cleveland,pts.away,score,pts.home,Indiana
6:40.0,,,7-13,,Shooting foul by K. Irving (drawn by J. Teague)
6:40.0,,,7-14,1,J. Teague makes free throw 1 of 2
6:40.0,,,7-15,1,J. Teague makes free throw 2 of 2
6:33.0,,,7-15,,Personal foul by M. Ellis (drawn by I. Shumpert)
6:21.0,K. Love misses 2-pt shot from 4 ft (block by M. Turner),,7-15,,
6:21.0,Offensive rebound by Team,,7-15,,
6:18.0,K. Love makes 2-pt shot from 15 ft (assist by R. Jefferson),2,9-15,,
5:59.0,,,9-15,,M. Ellis misses 3-pt shot from 27 ft
5:58.0,Defensive rebound by T. Thompson,,9-15,,
5:41.0,K. Love makes 2-pt shot from 12 ft,2,11-15,,
5:24.0,,,11-15,,P. George misses 3-pt shot from 23 ft
5:24.0,Defensive rebound by T. Thompson,,11-15,,
5:15.0,K. Love misses 3-pt shot from 25 ft,,11-15,,
5:14.0,Offensive rebound by K. Irving,,11-15,,
5:04.0,R. Jefferson makes 2-pt shot from 13 ft,2,13-15,,
4:42.0,Personal foul by K. Irving (drawn by P. George),,13-15,,
4:42.0,K. Felder enters the game for K. Irving,,13-15,,
4:42.0,J. McRae enters the game for R. Jefferson,,13-15,,
4:42.0,,,13-15,,L. Allen enters the game for T. Young
4:42.0,C. Frye enters the game for T. Thompson,,13-15,,
4:37.0,,,13-15,,Turnover by P. George (traveling)
4:23.0,C. Frye misses 3-pt shot from 25 ft,,13-15,,
4:22.0,,,13-15,,Defensive rebound by P. George
4:11.0,,,13-18,3,M. Ellis makes 3-pt shot from 25 ft (assist by J. Teague)
3:53.0,Turnover by C. Frye (lost ball; steal by P. George),,13-18,,
3:47.0,,,13-20,2,M. Ellis makes 2-pt shot from 1 ft (assist by J. Teague)
3:37.0,,,13-20,,Personal foul by L. Allen (drawn by K. Love)
3:37.0,,,13-20,,C. Miles enters the game for M. Ellis
3:37.0,C. Andersen enters the game for K. Love,,13-20,,
3:31.0,K. Felder misses 2-pt shot from 9 ft,,13-20,,
3:30.0,Offensive rebound by C. Andersen,,13-20,,
3:28.0,Turnover by C. Andersen (lost ball; steal by C. Miles),,13-20,,
3:17.0,,,13-20,,Offensive foul by L. Allen
3:17.0,,,13-20,,Turnover by L. Allen (offensive foul)
3:17.0,,,13-20,,A. Jefferson enters the game for M. Turner
3:09.0,J. McRae misses 2-pt shot from 17 ft,,13-20,,
3:08.0,,,13-20,,Defensive rebound by P. George
2:55.0,,,13-20,,J. Teague misses 2-pt shot from 9 ft
2:54.0,Defensive rebound by K. Felder,,13-20,,
2:54.0,,,13-20,,Loose ball foul by L. Allen (drawn by K. Felder)
2:54.0,,,13-20,,Indiana full timeout
2:54.0,,,13-20,,A. Brooks enters the game for J. Teague
2:54.0,,,13-20,,T. Young enters the game for L. Allen
2:43.0,J. McRae misses 2-pt shot from 3 ft,,13-20,,
2:41.0,,,13-20,,Defensive rebound by A. Jefferson
2:25.0,,,13-23,3,P. George makes 3-pt shot from 24 ft (assist by A. Brooks)
2:08.0,K. Felder makes 2-pt shot from 19 ft,2,15-23,,
1:43.0,,,15-23,,A. Brooks misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by C. Andersen,,15-23,,
1:32.0,J. McRae makes 2-pt shot from 16 ft,2,17-23,,
1:18.0,,,17-25,2,P. George makes 2-pt shot from 3 ft
1:04.0,K. Felder misses 2-pt shot from 17 ft,,17-25,,
1:03.0,Offensive rebound by C. Andersen,,17-25,,
1:03.0,C. Andersen misses 2-pt shot at rim,,17-25,,
1:03.0,,,17-25,,Defensive rebound by P. George
0:58.0,,,17-28,3,C. Miles makes 3-pt shot from 24 ft (assist by A. Brooks)
0:49.0,Turnover by C. Andersen (bad pass; steal by A. Brooks),,17-28,,
0:36.0,,,17-28,,Turnover by P. George (bad pass)
0:36.0,D. Liggins enters the game for I. Shumpert,,17-28,,
0:22.0,Shooting foul by P. George (drawn by D. Liggins),,17-28,,
0:22.0,D. Liggins makes free throw 1 of 2,1,18-28,,
0:22.0,D. Liggins makes free throw 2 of 2,1,19-28,,
0:01.0,,,19-30,2,A. Brooks makes 2-pt shot from 10 ft
0:00.0,J. McRae misses 3-pt shot from 66 ft (block by P. George),,19-30,,
0:00.0,Offensive rebound by Team,,19-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,K. Irving makes 2-pt shot from 1 ft (assist by C. Frye),2,21-30,,
11:25.0,,,21-30,,A. Jefferson misses 2-pt shot from 1 ft (block by C. Frye)
11:24.0,Defensive rebound by C. Frye,,21-30,,
11:20.0,Offensive foul by D. Liggins,,21-30,,
11:20.0,Turnover by D. Liggins (offensive foul),,21-30,,
11:03.0,,,21-32,2,A. Jefferson makes 2-pt shot from 1 ft (assist by M. Ellis)
10:50.0,,,21-32,,Violation by A. Brooks (kicked ball)
10:50.0,T. Thompson enters the game for C. Andersen,,21-32,,
10:45.0,,,21-32,,Def 3 sec tech foul by A. Jefferson
10:45.0,K. Irving makes technical free throw,1,22-32,,
10:38.0,K. Irving makes 2-pt shot from 1 ft (assist by C. Frye),2,24-32,,
10:21.0,,,24-32,,A. Brooks misses 3-pt shot from 28 ft
10:21.0,,,24-32,,Offensive rebound by M. Ellis
10:09.0,,,24-32,,A. Jefferson misses 2-pt shot from 12 ft
10:08.0,,,24-32,,Offensive rebound by T. Young
10:06.0,,,24-34,2,T. Young makes 2-pt shot from 4 ft
9:50.0,Turnover by C. Frye (lost ball; steal by T. Young),,24-34,,
9:47.0,,,24-34,,Shooting foul by C. Frye (drawn by T. Young)
9:47.0,,,24-34,,T. Young misses free throw 1 of 2
9:47.0,,,24-34,,Offensive rebound by Team
9:47.0,,,24-35,1,T. Young makes free throw 2 of 2
9:47.0,K. Love enters the game for C. Frye,,24-34,,
9:47.0,,,24-34,,J. Teague enters the game for A. Brooks
9:35.0,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson),2,26-35,,
9:24.0,,,26-35,,T. Young misses 2-pt shot from 6 ft
9:22.0,Defensive rebound by D. Liggins,,26-35,,
9:12.0,Turnover by K. Irving (lost ball),,26-35,,
8:57.0,,,26-35,,C. Miles misses 3-pt shot from 27 ft
8:57.0,Defensive rebound by K. Love,,26-35,,
8:39.0,K. Love makes 2-pt shot from 11 ft (assist by K. Irving),2,28-35,,
8:23.0,,,28-35,,A. Jefferson misses 2-pt shot from 2 ft
8:21.0,Defensive rebound by T. Thompson,,28-35,,
8:14.0,Shooting foul by J. Teague (drawn by T. Thompson),,28-35,,
8:14.0,Official timeout,,28-35,,
8:14.0,T. Thompson misses free throw 1 of 2,,28-35,,
8:14.0,Offensive rebound by Team,,28-35,,
8:14.0,T. Thompson misses free throw 2 of 2,,28-35,,
8:14.0,,,28-35,,M. Turner enters the game for A. Jefferson
8:13.0,,,28-35,,Defensive rebound by Team
7:56.0,,,28-35,,C. Miles misses 3-pt shot from 28 ft
7:55.0,Defensive rebound by T. Thompson,,28-35,,
7:46.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,30-35,,
7:20.0,,,30-35,,J. Teague misses 3-pt shot from 24 ft
7:20.0,Defensive rebound by T. Thompson,,30-35,,
7:12.0,K. Love makes 3-pt shot from 23 ft,3,33-35,,
6:51.0,,,33-38,3,J. Teague makes 3-pt shot from 26 ft (assist by T. Young)
6:26.0,K. Irving makes 2-pt shot from 20 ft,2,35-38,,
6:11.0,,,35-40,2,J. Teague makes 2-pt shot from 16 ft
5:48.0,K. Love misses 2-pt shot from 16 ft,,35-40,,
5:48.0,,,35-40,,Defensive rebound by Team
5:48.0,,,35-40,,Indiana full timeout
5:48.0,,,35-40,,P. George enters the game for C. Miles
5:39.0,,,35-40,,Turnover by M. Turner (offensive foul)
5:39.0,,,35-40,,Offensive charge foul by M. Turner
5:30.0,,,35-40,,Personal foul by M. Ellis (drawn by D. Liggins)
5:27.0,J. McRae misses 2-pt shot from 1 ft (block by M. Ellis),,35-40,,
5:27.0,Offensive rebound by Team,,35-40,,
5:24.0,J. McRae misses 2-pt shot from 14 ft,,35-40,,
5:22.0,,,35-40,,Defensive rebound by J. Teague
5:18.0,,,35-42,2,J. Teague makes 2-pt shot at rim
5:07.0,J. McRae misses 2-pt shot from 18 ft,,35-42,,
5:06.0,,,35-42,,Defensive rebound by P. George
4:56.0,,,35-42,,J. Teague misses 2-pt shot from 1 ft (block by J. McRae)
4:55.0,Defensive rebound by T. Thompson,,35-42,,
4:45.0,T. Thompson misses 2-pt shot from 3 ft (block by M. Turner),,35-42,,
4:44.0,,,35-42,,Defensive rebound by T. Young
4:39.0,,,35-44,2,T. Young makes 2-pt shot from 2 ft
4:38.0,Cleveland full timeout,,35-44,,
4:38.0,I. Shumpert enters the game for J. McRae,,35-44,,
4:38.0,R. Jefferson enters the game for D. Liggins,,35-44,,
4:25.0,K. Love misses 3-pt shot from 27 ft,,35-44,,
4:23.0,,,35-44,,Defensive rebound by P. George
4:05.0,,,35-44,,M. Turner misses 2-pt shot from 1 ft (block by R. Jefferson)
4:04.0,,,35-44,,Offensive rebound by M. Turner
4:02.0,,,35-46,2,M. Turner makes 2-pt shot at rim
3:46.0,K. Irving makes 3-pt shot from 26 ft,3,38-46,,
3:27.0,,,38-46,,P. George misses 2-pt shot from 20 ft
3:26.0,Defensive rebound by R. Jefferson,,38-46,,
3:20.0,K. Irving misses 3-pt shot from 27 ft,,38-46,,
3:19.0,Offensive rebound by T. Thompson,,38-46,,
3:11.0,K. Love makes 3-pt shot from 24 ft (assist by K. Irving),3,41-46,,
2:58.0,D. Liggins enters the game for K. Irving,,41-46,,
2:47.0,,,41-46,,Turnover by J. Teague (lost ball)
2:34.0,K. Love makes 2-pt shot from 5 ft,2,43-46,,
2:08.0,,,43-46,,M. Turner misses 2-pt shot from 11 ft (block by T. Thompson)
2:07.0,Defensive rebound by T. Thompson,,43-46,,
1:45.0,R. Jefferson misses 2-pt shot from 3 ft (block by M. Turner),,43-46,,
1:44.0,Offensive rebound by Team,,43-46,,
1:41.0,K. Love misses 3-pt shot from 26 ft,,43-46,,
1:40.0,,,43-46,,Defensive rebound by M. Ellis
1:40.0,Personal foul by T. Thompson (drawn by M. Ellis),,43-46,,
1:20.0,,,43-46,,P. George misses 2-pt shot from 20 ft
1:19.0,Defensive rebound by K. Love,,43-46,,
1:03.0,D. Liggins makes 2-pt shot from 19 ft (assist by I. Shumpert),2,45-46,,
0:49.0,,,45-48,2,P. George makes 2-pt shot from 17 ft
0:37.0,Turnover by I. Shumpert (bad pass),,45-48,,
0:37.0,,,45-48,,Indiana full timeout
0:26.0,,,45-50,2,M. Turner makes 2-pt shot from 1 ft (assist by J. Teague)
0:26.0,,,45-50,,Shooting foul by T. Thompson (drawn by M. Turner)
0:26.0,,,45-50,,M. Turner misses free throw 1 of 1
0:26.0,Defensive rebound by K. Love,,45-50,,
0:26.0,,,45-50,,C. Miles enters the game for M. Ellis
0:26.0,C. Frye enters the game for T. Thompson,,45-50,,
0:05.0,R. Jefferson misses 2-pt shot from 21 ft,,45-50,,
0:05.0,,,45-50,,Defensive rebound by J. Teague
0:03.0,,,45-50,,Turnover by J. Teague (lost ball; steal by D. Liggins)
0:02.0,C. Frye misses 3-pt shot from 37 ft,,45-50,,
0:00.0,Offensive rebound by K. Love,,45-50,,
0:00.0,K. Love misses 2-pt shot from 1 ft,,45-50,,
0:00.0,Offensive rebound by Team,,45-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,I. Shumpert misses 2-pt shot from 3 ft,,45-50,,
11:49.0,,,45-50,,Defensive rebound by M. Ellis
11:38.0,Personal foul by T. Thompson (drawn by M. Turner),,45-50,,
11:32.0,Personal foul by I. Shumpert (drawn by J. Teague),,45-50,,
11:21.0,,,45-52,2,J. Teague makes 2-pt shot from 1 ft
11:02.0,K. Irving misses 2-pt shot from 18 ft,,45-52,,
11:02.0,,,45-52,,Defensive rebound by M. Ellis
10:45.0,,,45-52,,T. Young misses 2-pt shot from 11 ft
10:44.0,Defensive rebound by T. Thompson,,45-52,,
10:36.0,Turnover by I. Shumpert (lost ball; steal by M. Ellis),,45-52,,
10:31.0,,,45-54,2,P. George makes 2-pt shot from 2 ft (assist by M. Ellis)
10:31.0,Cleveland full timeout,,45-54,,
10:16.0,K. Love makes 3-pt shot from 28 ft (assist by K. Irving),3,48-54,,
9:58.0,,,48-57,3,T. Young makes 3-pt shot from 24 ft (assist by M. Ellis)
9:39.0,I. Shumpert misses 3-pt shot from 28 ft,,48-57,,
9:38.0,,,48-57,,Defensive rebound by P. George
9:30.0,,,48-57,,Shooting foul by T. Thompson (drawn by J. Teague)
9:30.0,,,48-58,1,J. Teague makes free throw 1 of 2
9:30.0,,,48-59,1,J. Teague makes free throw 2 of 2
9:30.0,C. Frye enters the game for T. Thompson,,48-58,,
9:19.0,K. Irving misses 2-pt shot from 2 ft (block by M. Turner),,48-59,,
9:18.0,,,48-59,,Defensive rebound by T. Young
9:12.0,,,48-59,,M. Ellis misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by R. Jefferson,,48-59,,
9:01.0,K. Love misses 3-pt shot from 27 ft,,48-59,,
9:00.0,,,48-59,,Defensive rebound by M. Ellis
8:47.0,,,48-59,,P. George misses 2-pt shot from 18 ft
8:47.0,Defensive rebound by C. Frye,,48-59,,
8:38.0,C. Frye misses 3-pt shot from 26 ft,,48-59,,
8:37.0,Offensive rebound by K. Love,,48-59,,
8:17.0,Turnover by R. Jefferson (bad pass),,48-59,,
8:08.0,,,48-59,,Turnover by T. Young (bad pass; steal by K. Irving)
8:03.0,K. Irving makes 2-pt shot from 2 ft,2,50-59,,
7:50.0,,,50-61,2,M. Turner makes 2-pt shot from 19 ft (assist by P. George)
7:37.0,K. Irving makes 2-pt shot from 1 ft (assist by K. Love),2,52-61,,
7:22.0,,,52-61,,J. Teague misses 2-pt shot from 10 ft
7:21.0,Defensive rebound by K. Love,,52-61,,
7:13.0,K. Irving misses 2-pt shot from 10 ft (block by J. Teague),,52-61,,
7:12.0,,,52-61,,Defensive rebound by J. Teague
7:07.0,,,52-63,2,P. George makes 2-pt shot from 2 ft
6:52.0,K. Love misses 2-pt shot from 7 ft (block by M. Ellis),,52-63,,
6:52.0,,,52-63,,Defensive rebound by P. George
6:52.0,Personal take foul by R. Jefferson (drawn by P. George),,52-63,,
6:36.0,,,52-63,,T. Young misses 2-pt shot from 20 ft
6:35.0,Defensive rebound by K. Irving,,52-63,,
6:15.0,R. Jefferson misses 2-pt shot from 3 ft (block by M. Ellis),,52-63,,
6:15.0,Offensive rebound by Team,,52-63,,
6:11.0,I. Shumpert misses 2-pt shot from 2 ft (block by M. Ellis),,52-63,,
6:11.0,Offensive rebound by I. Shumpert,,52-63,,
6:08.0,K. Love makes 3-pt shot from 27 ft (assist by I. Shumpert),3,55-63,,
5:53.0,,,55-63,,Turnover by M. Ellis (traveling)
5:40.0,C. Frye makes 2-pt shot from 2 ft (assist by K. Irving),2,57-63,,
5:40.0,,,57-63,,Indiana full timeout
5:24.0,,,57-66,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
5:07.0,Turnover by C. Frye (bad pass; steal by M. Turner),,57-66,,
4:54.0,,,57-66,,P. George misses 3-pt shot from 28 ft
4:54.0,Defensive rebound by K. Love,,57-66,,
4:45.0,K. Irving makes 2-pt shot from 18 ft,2,59-66,,
4:32.0,,,59-66,,M. Turner misses 2-pt shot from 1 ft (block by C. Frye)
4:31.0,Defensive rebound by K. Love,,59-66,,
4:23.0,R. Jefferson makes 3-pt shot from 25 ft (assist by K. Irving),3,62-66,,
4:04.0,,,62-66,,Shooting foul by C. Frye (drawn by M. Turner)
4:04.0,,,62-66,,M. Turner misses free throw 1 of 2
4:04.0,,,62-66,,Offensive rebound by Team
4:04.0,,,62-66,,M. Turner misses free throw 2 of 2
4:04.0,Defensive rebound by K. Love,,62-66,,
4:04.0,D. Liggins enters the game for R. Jefferson,,62-66,,
4:04.0,,,62-66,,L. Allen enters the game for T. Young
4:04.0,,,62-66,,C. Miles enters the game for M. Ellis
3:50.0,K. Love misses 3-pt shot from 24 ft,,62-66,,
3:50.0,,,62-66,,Defensive rebound by M. Turner
3:44.0,Personal foul by I. Shumpert (drawn by P. George),,62-66,,
3:44.0,,,62-67,1,P. George makes free throw 1 of 2
3:44.0,,,62-68,1,P. George makes free throw 2 of 2
3:44.0,,,62-67,,K. Seraphin enters the game for M. Turner
3:44.0,J. McRae enters the game for I. Shumpert,,62-67,,
3:36.0,C. Frye misses 3-pt shot from 27 ft,,62-68,,
3:35.0,,,62-68,,Defensive rebound by P. George
3:24.0,,,62-70,2,J. Teague makes 2-pt shot from 1 ft
3:01.0,Offensive foul by K. Irving,,62-70,,
3:01.0,Turnover by K. Irving (offensive foul),,62-70,,
3:01.0,K. Felder enters the game for K. Irving,,62-70,,
3:01.0,,,62-70,,A. Brooks enters the game for J. Teague
2:45.0,,,62-72,2,K. Seraphin makes 2-pt shot from 12 ft
2:29.0,K. Love makes 2-pt shot from 19 ft (assist by K. Felder),2,64-72,,
2:13.0,,,64-72,,P. George misses 2-pt shot from 18 ft
2:13.0,Defensive rebound by K. Love,,64-72,,
2:04.0,K. Love misses 3-pt shot from 24 ft,,64-72,,
2:03.0,,,64-72,,Defensive rebound by P. George
1:49.0,,,64-72,,P. George misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by K. Love,,64-72,,
1:30.0,Turnover by K. Felder (traveling),,64-72,,
1:30.0,T. Thompson enters the game for K. Love,,64-72,,
1:12.0,Violation by C. Frye (kicked ball),,64-72,,
1:06.0,,,64-75,3,P. George makes 3-pt shot from 25 ft (assist by L. Allen)
0:44.0,Shooting foul by C. Miles (drawn by J. McRae),,64-75,,
0:44.0,J. McRae misses free throw 1 of 2,,64-75,,
0:44.0,Offensive rebound by Team,,64-75,,
0:44.0,J. McRae makes free throw 2 of 2,1,65-75,,
0:27.0,,,65-78,3,A. Brooks makes 3-pt shot from 24 ft
0:07.0,J. McRae makes 3-pt shot from 27 ft (assist by D. Liggins),3,68-78,,
0:01.0,,,68-80,2,A. Brooks makes 2-pt shot from 13 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,68-80,,C. Miles misses 3-pt shot from 28 ft
11:43.0,Defensive rebound by K. Felder,,68-80,,
11:38.0,K. Felder makes 2-pt shot from 18 ft,2,70-80,,
11:22.0,,,70-82,2,A. Brooks makes 2-pt shot from 18 ft
10:57.0,J. McRae misses 2-pt shot from 2 ft (block by M. Ellis),,70-82,,
10:57.0,Offensive rebound by Team,,70-82,,
10:55.0,J. McRae misses 2-pt shot from 17 ft,,70-82,,
10:53.0,Offensive rebound by T. Thompson,,70-82,,
10:51.0,C. Frye makes 3-pt shot from 29 ft (assist by T. Thompson),3,73-82,,
10:37.0,,,73-82,,A. Brooks misses 3-pt shot from 26 ft
10:36.0,Defensive rebound by C. Frye,,73-82,,
10:31.0,Offensive charge foul by K. Felder,,73-82,,
10:31.0,Turnover by K. Felder (offensive foul),,73-82,,
10:07.0,,,73-82,,K. Seraphin misses 2-pt shot from 2 ft
10:05.0,,,73-82,,Offensive rebound by L. Allen
10:05.0,,,73-82,,L. Allen misses 2-pt shot from 1 ft
10:05.0,,,73-82,,Offensive rebound by L. Allen
10:03.0,,,73-84,2,L. Allen makes 2-pt shot from 4 ft
9:45.0,J. McRae misses 2-pt shot at rim (block by K. Seraphin),,73-84,,
9:43.0,Offensive rebound by T. Thompson,,73-84,,
9:39.0,J. McRae makes 3-pt shot from 25 ft (assist by T. Thompson),3,76-84,,
9:22.0,,,76-84,,M. Ellis misses 2-pt shot from 18 ft
9:20.0,Defensive rebound by C. Frye,,76-84,,
9:19.0,Turnover by C. Frye (bad pass),,76-84,,
9:08.0,,,76-84,,Turnover by K. Seraphin (3 sec)
8:56.0,Shooting foul by A. Brooks (drawn by K. Felder),,76-84,,
8:56.0,Official timeout,,76-84,,
8:56.0,K. Felder makes free throw 1 of 2,1,77-84,,
8:56.0,K. Felder makes free throw 2 of 2,1,78-84,,
8:56.0,,,76-84,,M. Turner enters the game for A. Brooks
8:56.0,,,76-84,,J. Teague enters the game for K. Seraphin
8:40.0,,,78-86,2,C. Miles makes 2-pt shot at rim
8:20.0,Shooting foul by J. Teague (drawn by K. Felder),,78-86,,
8:20.0,K. Felder makes free throw 1 of 2,1,79-86,,
8:20.0,K. Felder makes free throw 2 of 2,1,80-86,,
8:20.0,,,79-86,,P. George enters the game for M. Ellis
8:20.0,,,79-86,,T. Young enters the game for L. Allen
8:09.0,,,80-86,,T. Young misses 2-pt shot from 19 ft
8:08.0,Defensive rebound by K. Felder,,80-86,,
7:52.0,Turnover by J. McRae (lost ball),,80-86,,
7:44.0,K. Irving enters the game for K. Felder,,80-86,,
7:30.0,,,80-86,,T. Young misses 2-pt shot from 9 ft
7:29.0,Defensive rebound by C. Frye,,80-86,,
7:13.0,K. Irving makes 2-pt shot from 17 ft,2,82-86,,
6:56.0,,,82-88,2,J. Teague makes 2-pt shot from 18 ft
6:36.0,Shooting foul by J. Teague (drawn by K. Irving),,82-88,,
6:36.0,K. Irving makes free throw 1 of 3,1,83-88,,
6:36.0,K. Irving misses free throw 2 of 3,,83-88,,
6:36.0,Offensive rebound by Team,,83-88,,
6:36.0,K. Irving makes free throw 3 of 3,1,84-88,,
6:24.0,,,84-90,2,C. Miles makes 2-pt shot from 2 ft (assist by P. George)
6:10.0,K. Irving misses 2-pt shot from 13 ft,,84-90,,
6:09.0,,,84-90,,Defensive rebound by P. George
6:09.0,Personal foul by T. Thompson (drawn by C. Miles),,84-90,,
6:09.0,K. Love enters the game for T. Thompson,,84-90,,
5:58.0,,,84-92,2,M. Turner makes 2-pt shot from 2 ft (assist by P. George)
5:38.0,K. Irving misses 2-pt shot from 3 ft,,84-92,,
5:38.0,,,84-92,,Defensive rebound by M. Turner
5:26.0,,,84-94,2,T. Young makes 2-pt shot from 3 ft (assist by J. Teague)
5:26.0,Cleveland full timeout,,84-94,,
5:26.0,I. Shumpert enters the game for J. McRae,,84-94,,
5:16.0,Turnover by K. Love (bad pass; steal by J. Teague),,84-94,,
5:10.0,,,84-97,3,C. Miles makes 3-pt shot from 25 ft (assist by J. Teague)
4:51.0,K. Love makes 2-pt shot from 9 ft,2,86-97,,
4:51.0,Shooting foul by C. Miles (drawn by K. Love),,86-97,,
4:51.0,K. Love misses free throw 1 of 1,,86-97,,
4:51.0,,,86-97,,Defensive rebound by M. Turner
4:27.0,,,86-97,,Turnover by P. George (lost ball; steal by D. Liggins)
4:22.0,D. Liggins misses 2-pt shot from 2 ft,,86-97,,
4:21.0,Offensive rebound by D. Liggins,,86-97,,
4:21.0,Cleveland full timeout,,86-97,,
4:21.0,,,86-97,,M. Ellis enters the game for C. Miles
4:13.0,C. Frye makes 3-pt shot from 26 ft (assist by K. Irving),3,89-97,,
3:50.0,,,89-99,2,M. Ellis makes 2-pt shot from 21 ft (assist by P. George)
3:35.0,C. Frye misses 3-pt shot from 27 ft,,89-99,,
3:35.0,,,89-99,,Defensive rebound by J. Teague
3:18.0,,,89-101,2,T. Young makes 2-pt shot from 4 ft (assist by J. Teague)
3:01.0,K. Irving misses 2-pt shot from 21 ft,,89-101,,
3:00.0,,,89-101,,Defensive rebound by M. Turner
2:41.0,,,89-101,,J. Teague misses 3-pt shot from 27 ft
2:40.0,Defensive rebound by K. Love,,89-101,,
2:40.0,,,89-101,,Personal foul by T. Young (drawn by K. Love)
2:40.0,,,89-101,,Indiana full timeout
2:40.0,K. Love misses free throw 1 of 2,,89-101,,
2:40.0,Offensive rebound by Team,,89-101,,
2:40.0,K. Love misses free throw 2 of 2,,89-101,,
2:40.0,,,89-101,,Defensive rebound by T. Young
2:24.0,,,89-101,,P. George misses 3-pt shot from 26 ft
2:23.0,Defensive rebound by I. Shumpert,,89-101,,
2:05.0,C. Frye misses 3-pt shot from 23 ft,,89-101,,
2:03.0,,,89-101,,Defensive rebound by P. George
1:45.0,,,89-101,,M. Turner misses 2-pt shot from 19 ft
1:44.0,Defensive rebound by I. Shumpert,,89-101,,
1:37.0,K. Irving misses 3-pt shot from 26 ft,,89-101,,
1:36.0,,,89-101,,Defensive rebound by M. Turner
1:24.0,Personal take foul by D. Liggins (drawn by T. Young),,89-101,,
1:24.0,K. Felder enters the game for K. Irving,,89-101,,
1:24.0,J. McRae enters the game for I. Shumpert,,89-101,,
1:24.0,J. Jones enters the game for C. Frye,,89-101,,
1:24.0,,,89-101,,Indiana full timeout
1:24.0,,,89-101,,G. Niang enters the game for P. George
1:24.0,,,89-101,,G. Robinson enters the game for T. Young
1:24.0,,,89-101,,J. Young enters the game for M. Turner
1:24.0,,,89-101,,C. Miles enters the game for M. Ellis
1:24.0,,,89-101,,K. Seraphin enters the game for J. Teague
1:24.0,C. Andersen enters the game for K. Love,,89-101,,
1:09.0,,,89-101,,J. Young misses 3-pt shot from 29 ft
