time,Boston,pts.away,score,pts.home,Milwaukee
4:55.0,J. Brown makes free throw 1 of 2,1,24-17,,
4:55.0,J. Brown makes free throw 2 of 2,1,25-17,,
4:55.0,M. Smart enters the game for J. Jerebko,,24-17,,
4:43.0,,,25-17,,Shooting foul by A. Johnson (drawn by M. Beasley)
4:43.0,,,25-18,1,M. Beasley makes free throw 1 of 2
4:43.0,,,25-19,1,M. Beasley makes free throw 2 of 2
4:43.0,K. Olynyk enters the game for A. Johnson,,25-18,,
4:33.0,,,25-19,,Violation by G. Antetokounmpo (def goaltending)
4:33.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,27-19,,
4:20.0,,,27-19,,Turnover by M. Beasley (bad pass; steal by J. Brown)
4:17.0,Turnover by K. Olynyk (step out of bounds),,27-19,,
4:03.0,,,27-21,2,M. Beasley makes 2-pt shot from 18 ft
3:54.0,,,27-21,,Personal foul by T. Snell (drawn by I. Thomas)
3:54.0,I. Thomas makes free throw 1 of 2,1,28-21,,
3:54.0,I. Thomas makes free throw 2 of 2,1,29-21,,
3:40.0,,,29-21,,G. Antetokounmpo misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by J. Brown,,29-21,,
3:22.0,K. Olynyk misses 3-pt shot from 29 ft,,29-21,,
3:21.0,,,29-21,,Defensive rebound by M. Beasley
3:09.0,Personal foul by K. Olynyk (drawn by G. Monroe),,29-21,,
3:08.0,,,29-21,,J. Parker enters the game for G. Antetokounmpo
3:01.0,,,29-21,,M. Brogdon misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by J. Crowder,,29-21,,
2:47.0,I. Thomas misses 3-pt shot from 25 ft,,29-21,,
2:46.0,,,29-21,,Defensive rebound by J. Parker
2:37.0,,,29-23,2,M. Beasley makes 2-pt shot at rim (assist by M. Brogdon)
2:28.0,Boston full timeout,,29-23,,
2:28.0,T. Zeller enters the game for J. Crowder,,29-23,,
2:28.0,G. Green enters the game for J. Brown,,29-23,,
2:20.0,K. Olynyk makes 2-pt shot at rim (assist by I. Thomas),2,31-23,,
2:01.0,,,31-25,2,M. Brogdon makes 2-pt shot at rim
1:46.0,I. Thomas makes 3-pt shot from 27 ft,3,34-25,,
1:35.0,Personal foul by G. Green (drawn by M. Brogdon),,34-25,,
1:35.0,,,34-26,1,M. Brogdon makes free throw 1 of 2
1:35.0,,,34-27,1,M. Brogdon makes free throw 2 of 2
1:35.0,T. Rozier enters the game for I. Thomas,,34-26,,
1:35.0,,,34-26,,J. Terry enters the game for T. Snell
1:21.0,G. Green misses 3-pt shot from 24 ft,,34-27,,
1:19.0,,,34-27,,Defensive rebound by M. Beasley
1:05.0,,,34-27,,Turnover by J. Parker (bad pass)
0:55.0,T. Zeller makes 2-pt shot from 3 ft (assist by M. Smart),2,36-27,,
0:37.0,,,36-27,,G. Monroe misses 2-pt shot from 5 ft
0:36.0,Defensive rebound by K. Olynyk,,36-27,,
0:24.0,Shooting foul by M. Beasley (drawn by M. Smart),,36-27,,
0:24.0,M. Smart makes free throw 1 of 3,1,37-27,,
0:24.0,M. Smart makes free throw 2 of 3,1,38-27,,
0:24.0,M. Smart makes free throw 3 of 3,1,39-27,,
0:05.0,,,39-27,,J. Parker misses 2-pt shot from 20 ft
0:03.0,Defensive rebound by M. Smart,,39-27,,
0:00.0,G. Green makes 3-pt shot from 25 ft (assist by M. Smart),3,42-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,M. Smart misses 2-pt shot from 1 ft,,42-27,,
11:44.0,,,42-27,,Defensive rebound by M. Beasley
11:38.0,,,42-27,,Shooting foul by T. Zeller (drawn by G. Monroe)
11:38.0,,,42-27,,G. Monroe misses free throw 1 of 2
11:38.0,,,42-27,,Offensive rebound by Team
11:38.0,,,42-28,1,G. Monroe makes free throw 2 of 2
11:24.0,T. Rozier misses 3-pt shot from 22 ft,,42-28,,
11:20.0,Jump ball: M. Brogdon vs. T. Rozier (M. Smart gains possession),,,,Jump ball: M. Brogdon vs. T. Rozier (M. Smart gains possession)
11:20.0,Offensive rebound by Team,,42-28,,
11:07.0,T. Zeller misses 2-pt shot from 2 ft,,42-28,,
11:05.0,,,42-28,,Defensive rebound by M. Beasley
10:50.0,,,42-28,,J. Parker misses 3-pt shot from 27 ft
10:49.0,Defensive rebound by M. Smart,,42-28,,
10:47.0,K. Olynyk makes 2-pt shot at rim (assist by M. Smart),2,44-28,,
10:47.0,,,44-28,,Milwaukee full timeout
10:47.0,,,44-28,,G. Antetokounmpo enters the game for M. Beasley
10:30.0,,,44-28,,J. Terry misses 2-pt shot from 14 ft
10:29.0,Defensive rebound by K. Olynyk,,44-28,,
10:15.0,Turnover by M. Smart (traveling),,44-28,,
10:05.0,,,44-28,,M. Brogdon misses 3-pt shot from 26 ft
10:04.0,Defensive rebound by M. Smart,,44-28,,
9:57.0,Turnover by M. Smart (bad pass; steal by G. Monroe),,44-28,,
9:48.0,,,44-30,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
9:31.0,T. Rozier misses 2-pt shot from 1 ft,,44-30,,
9:30.0,Offensive rebound by T. Zeller,,44-30,,
9:16.0,G. Green misses 2-pt shot from 3 ft,,44-30,,
9:15.0,,,44-30,,Defensive rebound by G. Monroe
9:04.0,,,44-30,,J. Parker misses 2-pt shot from 4 ft
9:03.0,Defensive rebound by G. Green,,44-30,,
8:58.0,,,44-30,,Personal foul by M. Brogdon (drawn by M. Smart)
8:58.0,,,44-30,,Violation by Team (jump ball)
8:51.0,Turnover by T. Zeller (lost ball; steal by G. Monroe),,44-30,,
8:45.0,,,44-30,,M. Brogdon misses 2-pt shot at rim (block by G. Green)
8:43.0,,,44-30,,Offensive rebound by M. Brogdon
8:39.0,,,44-30,,J. Parker misses 2-pt shot from 19 ft
8:38.0,Defensive rebound by K. Olynyk,,44-30,,
8:20.0,G. Green misses 3-pt shot from 25 ft,,44-30,,
8:19.0,,,44-30,,Defensive rebound by G. Antetokounmpo
8:02.0,,,44-32,2,G. Antetokounmpo makes 2-pt shot at rim
7:41.0,G. Green misses 2-pt shot from 17 ft,,44-32,,
7:40.0,,,44-32,,Defensive rebound by J. Terry
7:28.0,,,44-34,2,M. Brogdon makes 2-pt shot at rim (assist by J. Parker)
7:28.0,Boston full timeout,,44-34,,
7:28.0,,,44-34,,J. Henson enters the game for J. Parker
7:28.0,,,44-34,,M. Dellavedova enters the game for G. Monroe
7:28.0,J. Crowder enters the game for G. Green,,44-34,,
7:13.0,T. Rozier misses 3-pt shot from 26 ft,,44-34,,
7:11.0,,,44-34,,Defensive rebound by G. Antetokounmpo
6:56.0,,,44-34,,Turnover by J. Henson (3 sec)
6:56.0,J. Jerebko enters the game for T. Zeller,,44-34,,
6:39.0,Turnover by J. Jerebko (3 sec),,44-34,,
6:27.0,,,44-36,2,G. Antetokounmpo makes 2-pt shot from 3 ft
6:15.0,K. Olynyk makes 2-pt shot at rim,2,46-36,,
6:15.0,Shooting foul by J. Henson (drawn by K. Olynyk),,46-36,,
6:15.0,K. Olynyk makes free throw 1 of 1,1,47-36,,
6:15.0,I. Thomas enters the game for M. Smart,,46-36,,
6:15.0,,,46-36,,T. Snell enters the game for J. Terry
5:49.0,,,47-38,2,J. Henson makes 2-pt shot from 15 ft (assist by M. Brogdon)
5:41.0,Shooting foul by T. Snell (drawn by I. Thomas),,47-38,,
5:41.0,I. Thomas makes free throw 1 of 3,1,48-38,,
5:41.0,I. Thomas makes free throw 2 of 3,1,49-38,,
5:41.0,I. Thomas makes free throw 3 of 3,1,50-38,,
5:32.0,,,50-38,,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier)
5:28.0,,,50-38,,Personal block foul by G. Antetokounmpo (drawn by K. Olynyk)
5:15.0,J. Crowder misses 2-pt shot from 21 ft,,50-38,,
5:14.0,,,50-38,,Defensive rebound by Team
5:04.0,,,50-38,,M. Brogdon misses 2-pt shot from 1 ft
5:04.0,,,50-38,,Offensive rebound by J. Henson
5:04.0,,,50-38,,Shooting foul by J. Crowder (drawn by J. Henson)
5:04.0,,,50-39,1,J. Henson makes free throw 1 of 2
5:04.0,,,50-40,1,J. Henson makes free throw 2 of 2
5:04.0,J. Brown enters the game for T. Rozier,,50-39,,
4:51.0,J. Crowder makes 2-pt shot at rim (assist by K. Olynyk),2,52-40,,
4:36.0,,,52-42,2,M. Brogdon makes 2-pt shot from 1 ft (assist by M. Dellavedova)
4:16.0,K. Olynyk misses 3-pt shot from 27 ft,,52-42,,
4:13.0,,,52-42,,Defensive rebound by M. Dellavedova
4:06.0,Personal foul by K. Olynyk (drawn by M. Dellavedova),,52-42,,
4:06.0,A. Johnson enters the game for K. Olynyk,,52-42,,
3:55.0,,,52-42,,Shooting foul by J. Brown (drawn by J. Henson)
3:55.0,,,52-42,,J. Henson misses free throw 1 of 2
3:55.0,,,52-42,,Offensive rebound by Team
3:55.0,,,52-43,1,J. Henson makes free throw 2 of 2
3:35.0,I. Thomas makes 3-pt shot from 26 ft,3,55-43,,
3:10.0,,,55-46,3,M. Dellavedova makes 3-pt shot from 27 ft (assist by J. Henson)
2:43.0,J. Brown misses 3-pt shot from 27 ft,,55-46,,
2:42.0,Offensive rebound by Team,,55-46,,
2:42.0,Official timeout,,55-46,,
2:42.0,M. Smart enters the game for J. Jerebko,,55-46,,
2:38.0,,,55-46,,Personal foul by J. Henson (drawn by I. Thomas)
2:38.0,I. Thomas makes free throw 1 of 2,1,56-46,,
2:38.0,I. Thomas makes free throw 2 of 2,1,57-46,,
2:22.0,,,57-46,,T. Snell misses 2-pt shot from 2 ft
2:21.0,Defensive rebound by A. Johnson,,57-46,,
2:03.0,I. Thomas makes 3-pt shot from 30 ft,3,60-46,,
1:48.0,Personal foul by J. Brown (drawn by J. Henson),,60-46,,
1:48.0,,,60-47,1,J. Henson makes free throw 1 of 2
1:48.0,,,60-48,1,J. Henson makes free throw 2 of 2
1:30.0,I. Thomas makes 2-pt shot from 8 ft,2,62-48,,
1:19.0,Personal foul by J. Crowder (drawn by J. Henson),,62-48,,
1:19.0,,,62-49,1,J. Henson makes free throw 1 of 2
1:19.0,,,62-49,,J. Henson misses free throw 2 of 2
1:17.0,Defensive rebound by J. Brown,,62-49,,
1:06.0,M. Smart makes 2-pt shot from 1 ft (assist by A. Johnson),2,64-49,,
0:47.0,,,64-49,,J. Henson misses 2-pt shot from 3 ft
0:46.0,Defensive rebound by A. Johnson,,64-49,,
0:38.0,Turnover by J. Brown (step out of bounds),,64-49,,
0:32.0,,,64-51,2,M. Dellavedova makes 2-pt shot from 1 ft
0:12.0,I. Thomas misses 3-pt shot from 25 ft,,64-51,,
0:11.0,,,64-51,,Defensive rebound by G. Antetokounmpo
0:10.0,Personal foul by J. Crowder (drawn by G. Antetokounmpo),,64-51,,
0:10.0,,,64-52,1,G. Antetokounmpo makes free throw 1 of 2
0:10.0,,,64-53,1,G. Antetokounmpo makes free throw 2 of 2
0:10.0,Boston full timeout,,64-53,,
0:10.0,K. Olynyk enters the game for A. Johnson,,64-53,,
0:10.0,G. Green enters the game for J. Brown,,64-53,,
0:00.0,J. Crowder misses 3-pt shot from 28 ft,,64-53,,
0:00.0,Offensive rebound by Team,,64-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Crowder makes 3-pt shot from 26 ft (assist by I. Thomas),3,67-53,,
11:22.0,,,67-53,,J. Parker misses 2-pt shot from 15 ft
11:21.0,Defensive rebound by I. Thomas,,67-53,,
11:08.0,J. Brown misses 2-pt shot from 3 ft,,67-53,,
11:07.0,,,67-53,,Defensive rebound by Team
11:07.0,Loose ball foul by J. Brown (drawn by T. Maker),,67-53,,
10:48.0,Personal foul by J. Crowder (drawn by G. Antetokounmpo),,67-53,,
10:38.0,,,67-53,,T. Maker misses 2-pt shot from 4 ft
10:36.0,Defensive rebound by J. Crowder,,67-53,,
10:21.0,I. Thomas makes 2-pt shot from 2 ft,2,69-53,,
9:57.0,Shooting block foul by I. Thomas (drawn by M. Dellavedova),,69-53,,
9:57.0,,,69-54,1,M. Dellavedova makes free throw 1 of 2
9:57.0,,,69-55,1,M. Dellavedova makes free throw 2 of 2
9:57.0,G. Green enters the game for J. Crowder,,69-54,,
9:40.0,Turnover by I. Thomas (bad pass; steal by T. Maker),,69-55,,
9:35.0,,,69-57,2,G. Antetokounmpo makes 2-pt shot from 1 ft
9:35.0,,,69-57,,Shooting foul by J. Jerebko (drawn by G. Antetokounmpo)
9:35.0,,,69-57,,G. Antetokounmpo misses free throw 1 of 1
9:33.0,Defensive rebound by J. Brown,,69-57,,
9:18.0,I. Thomas misses 3-pt shot from 26 ft (block by T. Snell),,69-57,,
9:15.0,,,69-57,,Defensive rebound by J. Parker
9:05.0,,,69-57,,T. Maker misses 2-pt shot from 2 ft (block by J. Jerebko)
9:05.0,Defensive rebound by Team,,69-57,,
8:51.0,A. Johnson misses 2-pt shot at rim,,69-57,,
8:49.0,,,69-57,,Defensive rebound by T. Maker
8:46.0,,,69-59,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
8:46.0,,,69-59,,Shooting foul by J. Jerebko (drawn by G. Antetokounmpo)
8:46.0,Boston full timeout,,69-59,,
8:46.0,,,69-60,1,G. Antetokounmpo makes free throw 1 of 1
8:46.0,K. Olynyk enters the game for A. Johnson,,69-59,,
8:32.0,J. Brown misses 2-pt shot from 2 ft (block by T. Maker),,69-60,,
8:29.0,Offensive rebound by J. Jerebko,,69-60,,
8:26.0,J. Jerebko misses 2-pt shot from 9 ft,,69-60,,
8:23.0,,,69-60,,Defensive rebound by T. Maker
8:16.0,,,69-62,2,T. Maker makes 2-pt shot at rim (assist by M. Dellavedova)
7:58.0,Turnover by I. Thomas (bad pass; steal by M. Dellavedova),,69-62,,
7:53.0,,,69-64,2,T. Maker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
7:35.0,Turnover by J. Jerebko (traveling),,69-64,,
7:35.0,M. Smart enters the game for J. Brown,,69-64,,
7:23.0,,,69-64,,Turnover by T. Maker (traveling)
7:09.0,J. Jerebko misses 3-pt shot from 24 ft,,69-64,,
7:08.0,,,69-64,,Defensive rebound by T. Snell
7:00.0,,,69-64,,T. Maker misses 2-pt shot from 1 ft (block by M. Smart)
6:57.0,Defensive rebound by M. Smart,,69-64,,
6:55.0,I. Thomas makes 2-pt shot from 1 ft (assist by M. Smart),2,71-64,,
6:48.0,Technical foul by I. Thomas,,71-64,,
6:48.0,,,71-64,,M. Dellavedova misses technical free throw
6:48.0,,,71-64,,Offensive rebound by Team
6:48.0,,,71-64,,G. Monroe enters the game for T. Maker
6:35.0,,,71-64,,Turnover by M. Dellavedova (bad pass; steal by I. Thomas)
6:26.0,I. Thomas misses 2-pt shot from 1 ft,,71-64,,
6:24.0,,,71-64,,Defensive rebound by J. Parker
6:23.0,,,71-64,,Turnover by G. Antetokounmpo (traveling)
6:14.0,M. Smart misses 3-pt shot from 30 ft,,71-64,,
6:13.0,,,71-64,,Defensive rebound by T. Snell
6:05.0,,,71-64,,J. Parker misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by K. Olynyk,,71-64,,
5:56.0,G. Green makes 2-pt shot from 13 ft (assist by I. Thomas),2,73-64,,
5:46.0,,,73-64,,Shooting foul by G. Green (drawn by M. Dellavedova)
5:46.0,,,73-65,1,M. Dellavedova makes free throw 1 of 2
5:46.0,,,73-66,1,M. Dellavedova makes free throw 2 of 2
5:46.0,,,73-65,,M. Beasley enters the game for J. Parker
5:27.0,Shooting foul by G. Monroe (drawn by K. Olynyk),,73-66,,
5:27.0,K. Olynyk misses free throw 1 of 2,,73-66,,
5:27.0,Offensive rebound by Team,,73-66,,
5:27.0,K. Olynyk makes free throw 2 of 2,1,74-66,,
5:27.0,,,73-66,,M. Brogdon enters the game for M. Dellavedova
5:27.0,T. Zeller enters the game for J. Jerebko,,73-66,,
5:13.0,,,74-66,,G. Monroe misses 2-pt shot from 18 ft
5:12.0,Defensive rebound by K. Olynyk,,74-66,,
5:05.0,,,74-66,,Personal foul by G. Antetokounmpo (drawn by I. Thomas)
4:58.0,I. Thomas makes 2-pt shot at rim,2,76-66,,
4:43.0,,,76-69,3,G. Antetokounmpo makes 3-pt shot from 27 ft
4:23.0,G. Green misses 2-pt shot from 14 ft,,76-69,,
4:21.0,,,76-69,,Defensive rebound by M. Beasley
4:10.0,,,76-71,2,M. Beasley makes 2-pt shot from 6 ft
3:55.0,Shooting foul by G. Monroe (drawn by T. Zeller),,76-71,,
3:55.0,T. Zeller misses free throw 1 of 2,,76-71,,
3:55.0,Offensive rebound by Team,,76-71,,
3:55.0,T. Zeller misses free throw 2 of 2,,76-71,,
3:55.0,T. Rozier enters the game for I. Thomas,,76-71,,
3:55.0,,,76-71,,J. Terry enters the game for T. Snell
3:53.0,,,76-71,,Defensive rebound by G. Monroe
3:41.0,,,76-71,,Turnover by G. Monroe (bad pass)
3:41.0,J. Crowder enters the game for G. Green,,76-71,,
3:22.0,T. Zeller misses 2-pt shot at rim,,76-71,,
3:19.0,,,76-71,,Defensive rebound by G. Monroe
2:59.0,,,76-71,,M. Beasley misses 2-pt shot from 11 ft
2:58.0,Defensive rebound by T. Zeller,,76-71,,
2:56.0,,,76-71,,Violation by M. Brogdon (kicked ball)
2:56.0,,,76-71,,Milwaukee full timeout
2:48.0,J. Crowder misses 3-pt shot from 26 ft,,76-71,,
2:47.0,,,76-71,,Defensive rebound by G. Antetokounmpo
2:27.0,,,76-71,,J. Terry misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by T. Zeller,,76-71,,
2:06.0,J. Crowder misses 2-pt shot from 12 ft,,76-71,,
2:06.0,,,76-71,,Defensive rebound by Team
1:46.0,,,76-71,,G. Antetokounmpo misses 2-pt shot from 19 ft
1:44.0,Defensive rebound by T. Rozier,,76-71,,
1:34.0,T. Zeller misses 2-pt shot from 1 ft,,76-71,,
1:32.0,Offensive rebound by T. Zeller,,76-71,,
1:30.0,T. Zeller makes 2-pt shot at rim,2,78-71,,
1:18.0,,,78-73,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
0:58.0,K. Olynyk makes 3-pt shot from 24 ft (assist by M. Smart),3,81-73,,
0:34.0,,,81-73,,G. Monroe misses 2-pt shot from 2 ft (block by T. Zeller)
0:34.0,,,81-73,,Offensive rebound by Team
0:34.0,,,81-73,,Turnover by Team (shot clock)
0:34.0,,,81-73,,J. Parker enters the game for G. Antetokounmpo
0:16.0,M. Smart misses 2-pt shot from 8 ft,,81-73,,
0:15.0,,,81-73,,Defensive rebound by M. Beasley
0:02.0,,,81-73,,M. Brogdon misses 3-pt shot from 25 ft
0:01.0,,,81-73,,Offensive rebound by J. Parker
0:00.0,,,81-73,,J. Parker misses 3-pt shot from 25 ft
0:00.0,,,81-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,81-73,,J. Terry misses 2-pt shot from 1 ft
11:44.0,,,81-73,,Offensive rebound by Team
11:36.0,,,81-73,,Turnover by M. Beasley (bad pass; steal by K. Olynyk)
11:35.0,,,81-73,,Personal take foul by J. Terry (drawn by T. Rozier)
11:23.0,T. Rozier misses 3-pt shot from 26 ft,,81-73,,
11:21.0,Offensive rebound by K. Olynyk,,81-73,,
11:18.0,J. Crowder misses 3-pt shot from 23 ft,,81-73,,
11:17.0,,,81-73,,Defensive rebound by M. Brogdon
11:13.0,,,81-75,2,M. Beasley makes 2-pt shot at rim (assist by J. Terry)
10:54.0,T. Zeller misses 2-pt shot from 1 ft (block by G. Monroe),,81-75,,
10:54.0,Offensive rebound by T. Zeller,,81-75,,
10:54.0,,,81-75,,Personal foul by M. Beasley (drawn by T. Zeller)
10:54.0,I. Thomas enters the game for M. Smart,,81-75,,
10:40.0,I. Thomas misses 2-pt shot from 10 ft,,81-75,,
10:37.0,,,81-75,,Defensive rebound by G. Monroe
10:35.0,,,81-77,2,M. Brogdon makes 2-pt shot from 1 ft
10:35.0,,,81-77,,Shooting foul by K. Olynyk (drawn by M. Brogdon)
10:35.0,,,81-78,1,M. Brogdon makes free throw 1 of 1
10:17.0,K. Olynyk misses 2-pt shot from 11 ft,,81-78,,
10:15.0,,,81-78,,Defensive rebound by G. Monroe
10:07.0,,,81-78,,M. Brogdon misses 2-pt shot from 3 ft
10:07.0,Defensive rebound by Team,,81-78,,
10:07.0,,,81-78,,Loose ball foul by G. Monroe (drawn by T. Zeller)
10:07.0,A. Johnson enters the game for T. Zeller,,81-78,,
9:51.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,83-78,,
9:29.0,,,83-78,,J. Terry misses 3-pt shot from 30 ft
9:28.0,,,83-78,,Offensive rebound by J. Parker
9:26.0,,,83-80,2,J. Parker makes 2-pt shot at rim
9:00.0,K. Olynyk makes 2-pt shot at rim (assist by I. Thomas),2,85-80,,
9:00.0,,,85-80,,Milwaukee full timeout
9:00.0,,,85-80,,G. Antetokounmpo enters the game for G. Monroe
9:00.0,,,85-80,,G. Monroe enters the game for J. Parker
9:00.0,J. Brown enters the game for J. Crowder,,85-80,,
8:44.0,,,85-82,2,M. Beasley makes 2-pt shot at rim (assist by M. Brogdon)
8:24.0,I. Thomas makes 3-pt shot from 25 ft (assist by K. Olynyk),3,88-82,,
7:59.0,,,88-85,3,J. Terry makes 3-pt shot from 24 ft (assist by M. Brogdon)
7:42.0,J. Brown misses 2-pt shot at rim (block by G. Antetokounmpo),,88-85,,
7:40.0,,,88-85,,Defensive rebound by G. Monroe
7:33.0,,,88-87,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe)
7:31.0,Boston full timeout,,88-87,,
7:31.0,M. Smart enters the game for K. Olynyk,,88-87,,
7:31.0,J. Crowder enters the game for T. Rozier,,88-87,,
7:22.0,Shooting foul by J. Terry (drawn by M. Smart),,88-87,,
7:22.0,M. Smart misses free throw 1 of 2,,88-87,,
7:22.0,Offensive rebound by Team,,88-87,,
7:22.0,M. Smart makes free throw 2 of 2,1,89-87,,
7:06.0,,,89-87,,G. Antetokounmpo misses 2-pt shot at rim
7:05.0,Defensive rebound by J. Brown,,89-87,,
7:02.0,Shooting foul by M. Brogdon (drawn by M. Smart),,89-87,,
7:02.0,M. Smart makes free throw 1 of 2,1,90-87,,
7:02.0,M. Smart misses free throw 2 of 2,,90-87,,
7:01.0,,,90-87,,Defensive rebound by G. Monroe
6:43.0,,,90-90,3,G. Antetokounmpo makes 3-pt shot from 28 ft (assist by M. Beasley)
6:19.0,I. Thomas makes 2-pt shot from 1 ft,2,92-90,,
6:00.0,,,92-92,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
5:37.0,J. Crowder misses 3-pt shot from 23 ft,,92-92,,
5:36.0,,,92-92,,Defensive rebound by G. Antetokounmpo
5:25.0,,,92-92,,M. Beasley misses 2-pt shot from 7 ft
5:24.0,Defensive rebound by J. Brown,,92-92,,
