time,Oklahoma City,pts.away,score,pts.home,Chicago
3:41.0,Defensive rebound by R. Westbrook,,20-15,,
3:38.0,Turnover by V. Oladipo (lost ball),,20-15,,
3:38.0,A. Abrines enters the game for V. Oladipo,,20-15,,
3:17.0,,,20-15,,Turnover by N. Mirotic (lost ball; steal by A. Roberson)
3:17.0,,,20-15,,Loose ball foul by N. Mirotic (drawn by A. Roberson)
3:07.0,R. Westbrook misses 3-pt shot from 25 ft,,20-15,,
3:06.0,Offensive rebound by E. Kanter,,20-15,,
3:04.0,E. Kanter makes 2-pt shot from 2 ft,2,22-15,,
2:43.0,,,22-17,2,M. Carter-Williams makes 2-pt shot from 9 ft
2:25.0,R. Westbrook makes 2-pt shot from 9 ft,2,24-17,,
2:10.0,,,24-17,,Shooting foul by A. Roberson (drawn by J. Butler)
2:10.0,Oklahoma City full timeout,,24-17,,
2:10.0,,,24-17,,J. Butler misses free throw 1 of 2
2:10.0,,,24-17,,Offensive rebound by Team
2:10.0,,,24-18,1,J. Butler makes free throw 2 of 2
2:10.0,C. Payne enters the game for R. Westbrook,,24-17,,
2:10.0,,,24-17,,J. Grant enters the game for M. Carter-Williams
1:55.0,A. Abrines misses 3-pt shot from 26 ft,,24-18,,
1:54.0,,,24-18,,Defensive rebound by J. Butler
1:44.0,,,24-18,,Turnover by J. Grant (bad pass)
1:26.0,Turnover by E. Kanter (bad pass),,24-18,,
1:01.0,,,24-20,2,J. Grant makes 2-pt shot from 10 ft (assist by J. Butler)
0:50.0,C. Payne misses 2-pt shot from 5 ft,,24-20,,
0:50.0,,,24-20,,Defensive rebound by Team
0:32.0,,,24-20,,J. Butler misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by S. Adams,,24-20,,
0:14.0,S. Adams makes 2-pt shot at rim (assist by E. Kanter),2,26-20,,
0:07.0,Personal take foul by C. Payne (drawn by J. Grant),,26-20,,
0:00.0,,,26-20,,R. Lopez misses 2-pt shot from 18 ft
0:00.0,,,26-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,A. Abrines makes 3-pt shot from 26 ft (assist by J. Grant),3,29-20,,
11:19.0,,,29-20,,D. McDermott misses 2-pt shot from 2 ft
11:18.0,Defensive rebound by C. Payne,,29-20,,
11:13.0,E. Kanter makes 2-pt shot from 2 ft (assist by C. Payne),2,31-20,,
11:13.0,Shooting foul by C. Felicio (drawn by E. Kanter),,31-20,,
11:13.0,E. Kanter misses free throw 1 of 1,,31-20,,
11:12.0,,,31-20,,Defensive rebound by N. Mirotic
10:53.0,,,31-20,,Turnover by N. Mirotic (offensive foul)
10:53.0,,,31-20,,Offensive foul by N. Mirotic
10:44.0,Shooting foul by N. Mirotic (drawn by J. Lauvergne),,31-20,,
10:44.0,J. Lauvergne makes free throw 1 of 2,1,32-20,,
10:44.0,J. Lauvergne misses free throw 2 of 2,,32-20,,
10:44.0,,,32-20,,T. Gibson enters the game for N. Mirotic
10:41.0,,,32-20,,Defensive rebound by C. Felicio
10:27.0,,,32-22,2,C. Felicio makes 2-pt shot from 16 ft (assist by D. Wade)
10:09.0,Oklahoma City full timeout,,32-22,,
10:03.0,J. Lauvergne makes 3-pt shot from 25 ft (assist by C. Payne),3,35-22,,
9:43.0,,,35-22,,D. Wade misses 2-pt shot from 12 ft
9:42.0,Defensive rebound by E. Kanter,,35-22,,
9:38.0,A. Abrines misses 2-pt shot from 2 ft,,35-22,,
9:36.0,Offensive rebound by E. Kanter,,35-22,,
9:36.0,E. Kanter makes 2-pt shot from 2 ft,2,37-22,,
9:36.0,,,37-22,,Chicago full timeout
9:20.0,,,37-22,,T. Gibson misses 2-pt shot from 5 ft
9:19.0,Defensive rebound by E. Kanter,,37-22,,
9:02.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Wade),,37-22,,
8:59.0,Offensive rebound by E. Kanter,,37-22,,
8:59.0,E. Kanter makes 2-pt shot from 2 ft,2,39-22,,
8:44.0,,,39-22,,D. Wade misses 2-pt shot from 1 ft (block by J. Grant)
8:42.0,,,39-22,,Offensive rebound by C. Felicio
8:42.0,,,39-24,2,C. Felicio makes 2-pt shot from 3 ft
8:20.0,J. Grant misses 3-pt shot from 24 ft,,39-24,,
8:19.0,,,39-24,,Defensive rebound by J. Grant
8:07.0,,,39-26,2,J. Grant makes 2-pt shot from 9 ft
7:48.0,C. Payne misses 2-pt shot from 5 ft,,39-26,,
7:45.0,,,39-26,,Defensive rebound by C. Felicio
7:39.0,,,39-28,2,D. Wade makes 2-pt shot from 1 ft
7:15.0,Turnover by J. Lauvergne (traveling),,39-28,,
7:15.0,R. Westbrook enters the game for C. Payne,,39-28,,
7:15.0,D. Sabonis enters the game for J. Lauvergne,,39-28,,
7:05.0,,,39-28,,Shooting foul by J. Grant (drawn by D. Wade)
7:05.0,,,39-28,,D. Wade misses free throw 1 of 2
7:05.0,,,39-28,,Offensive rebound by Team
7:05.0,,,39-28,,Turnover by C. Felicio (lane violation.)
7:05.0,V. Oladipo enters the game for A. Abrines,,39-28,,
7:05.0,S. Adams enters the game for E. Kanter,,39-28,,
7:05.0,,,39-28,,J. Butler enters the game for J. Grant
6:54.0,Turnover by R. Westbrook (bad pass; steal by C. Felicio),,39-28,,
6:51.0,,,39-28,,Shooting foul by D. Sabonis (drawn by D. Wade)
6:51.0,,,39-29,1,D. Wade makes free throw 1 of 2
6:51.0,,,39-30,1,D. Wade makes free throw 2 of 2
6:51.0,A. Roberson enters the game for J. Grant,,39-29,,
6:35.0,V. Oladipo makes 2-pt shot from 8 ft,2,41-30,,
6:23.0,,,41-30,,Shooting foul by V. Oladipo (drawn by D. Wade)
6:23.0,,,41-31,1,D. Wade makes free throw 1 of 2
6:23.0,,,41-32,1,D. Wade makes free throw 2 of 2
6:08.0,Turnover by S. Adams (bad pass; steal by T. Gibson),,41-32,,
5:49.0,,,41-35,3,D. Wade makes 3-pt shot from 26 ft (assist by J. Butler)
5:36.0,R. Westbrook makes 2-pt shot from 1 ft,2,43-35,,
5:23.0,,,43-35,,J. Butler misses 2-pt shot from 1 ft
5:22.0,,,43-35,,Offensive rebound by T. Gibson
5:22.0,,,43-37,2,T. Gibson makes 2-pt shot from 2 ft
5:06.0,S. Adams misses 2-pt shot from 10 ft,,43-37,,
5:05.0,Offensive rebound by D. Sabonis,,43-37,,
5:05.0,D. Sabonis misses 2-pt shot from 2 ft (block by T. Gibson),,43-37,,
5:03.0,,,43-37,,Defensive rebound by C. Felicio
4:40.0,,,43-37,,D. McDermott misses 2-pt shot from 22 ft
4:40.0,,,43-37,,Offensive rebound by C. Felicio
4:40.0,,,43-39,2,C. Felicio makes 2-pt shot from 2 ft
4:40.0,,,43-39,,Shooting foul by D. Sabonis (drawn by C. Felicio)
4:40.0,,,43-40,1,C. Felicio makes free throw 1 of 1
4:40.0,E. Kanter enters the game for D. Sabonis,,43-39,,
4:40.0,,,43-39,,M. Carter-Williams enters the game for D. Wade
4:27.0,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook),2,45-40,,
4:06.0,,,45-40,,M. Carter-Williams misses 2-pt shot from 6 ft
4:04.0,Defensive rebound by V. Oladipo,,45-40,,
3:51.0,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook),2,47-40,,
3:30.0,,,47-42,2,M. Carter-Williams makes 2-pt shot from 14 ft
3:16.0,Shooting foul by M. Carter-Williams (drawn by R. Westbrook),,47-42,,
3:16.0,R. Westbrook makes free throw 1 of 2,1,48-42,,
3:16.0,R. Westbrook makes free throw 2 of 2,1,49-42,,
3:00.0,,,49-44,2,M. Carter-Williams makes 2-pt shot from 4 ft (assist by J. Butler)
2:42.0,V. Oladipo makes 3-pt shot from 24 ft (assist by E. Kanter),3,52-44,,
2:27.0,,,52-44,,Turnover by J. Butler (bad pass; steal by R. Westbrook)
2:16.0,R. Westbrook misses 3-pt shot from 25 ft,,52-44,,
2:15.0,,,52-44,,Defensive rebound by T. Gibson
1:55.0,,,52-44,,J. Butler misses 2-pt shot from 14 ft
1:54.0,Defensive rebound by E. Kanter,,52-44,,
1:49.0,R. Westbrook makes 2-pt shot from 9 ft,2,54-44,,
1:49.0,Shooting foul by C. Felicio (drawn by R. Westbrook),,54-44,,
1:49.0,Oklahoma City full timeout,,54-44,,
1:49.0,R. Westbrook misses free throw 1 of 1,,54-44,,
1:49.0,,,54-44,,R. Lopez enters the game for T. Gibson
1:48.0,Offensive rebound by Team,,54-44,,
1:48.0,,,54-44,,Loose ball foul by R. Lopez (drawn by E. Kanter)
1:48.0,E. Kanter makes free throw 1 of 2,1,55-44,,
1:48.0,E. Kanter makes free throw 2 of 2,1,56-44,,
1:36.0,,,56-44,,Turnover by M. Carter-Williams (back court)
1:24.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,58-44,,
0:57.0,,,58-46,2,M. Carter-Williams makes 2-pt shot from 19 ft
0:35.0,R. Westbrook misses 3-pt shot from 25 ft,,58-46,,
0:33.0,,,58-46,,Defensive rebound by D. McDermott
0:24.0,,,58-46,,D. McDermott misses 3-pt shot from 23 ft
0:22.0,Defensive rebound by E. Kanter,,58-46,,
0:02.0,R. Westbrook makes 3-pt shot from 26 ft,3,61-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,S. Adams misses 2-pt shot from 1 ft,,61-46,,
11:44.0,,,61-46,,Defensive rebound by D. Wade
11:26.0,,,61-46,,D. Wade misses 2-pt shot from 16 ft
11:25.0,Defensive rebound by R. Westbrook,,61-46,,
11:20.0,V. Oladipo misses 3-pt shot from 25 ft,,61-46,,
11:19.0,,,61-46,,Defensive rebound by T. Gibson
11:09.0,,,61-48,2,T. Gibson makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
10:48.0,S. Adams makes 2-pt shot from 7 ft,2,63-48,,
10:23.0,,,63-50,2,M. Carter-Williams makes 2-pt shot at rim (assist by D. Wade)
10:07.0,V. Oladipo makes 2-pt shot from 20 ft (assist by D. Sabonis),2,65-50,,
9:45.0,,,65-50,,M. Carter-Williams misses 2-pt shot from 7 ft
9:44.0,Defensive rebound by D. Sabonis,,65-50,,
9:34.0,R. Westbrook makes 2-pt shot from 21 ft (assist by V. Oladipo),2,67-50,,
9:20.0,,,67-50,,Turnover by D. Wade (bad pass; steal by V. Oladipo)
9:06.0,A. Roberson misses 3-pt shot from 24 ft,,67-50,,
9:04.0,,,67-50,,Defensive rebound by D. Wade
8:54.0,,,67-50,,Shooting foul by V. Oladipo (drawn by D. Wade)
8:54.0,,,67-51,1,D. Wade makes free throw 1 of 2
8:54.0,,,67-51,,D. Wade misses free throw 2 of 2
8:52.0,Defensive rebound by R. Westbrook,,67-51,,
8:37.0,D. Sabonis misses 2-pt shot from 2 ft,,67-51,,
8:36.0,,,67-51,,Defensive rebound by T. Gibson
8:24.0,,,67-51,,R. Lopez misses 2-pt shot from 22 ft
8:23.0,Defensive rebound by A. Roberson,,67-51,,
8:12.0,V. Oladipo misses 2-pt shot from 1 ft (block by R. Lopez),,67-51,,
8:10.0,,,67-51,,Defensive rebound by R. Lopez
7:56.0,,,67-54,3,D. Wade makes 3-pt shot from 24 ft (assist by J. Butler)
7:55.0,Oklahoma City full timeout,,67-54,,
7:39.0,,,67-54,,Personal foul by R. Lopez (drawn by S. Adams)
7:39.0,R. Westbrook misses 3-pt shot from 26 ft,,67-54,,
7:33.0,Offensive rebound by Team,,67-54,,
7:11.0,R. Westbrook misses 2-pt shot from 11 ft,,67-54,,
7:11.0,,,67-54,,Defensive rebound by T. Gibson
6:51.0,,,67-56,2,T. Gibson makes 2-pt shot from 2 ft (assist by D. Wade)
6:51.0,,,67-56,,Shooting foul by V. Oladipo (drawn by T. Gibson)
6:51.0,,,67-57,1,T. Gibson makes free throw 1 of 1
6:45.0,V. Oladipo makes 2-pt shot from 15 ft (assist by R. Westbrook),2,69-57,,
6:29.0,,,69-57,,T. Gibson misses 2-pt shot from 5 ft
6:27.0,Defensive rebound by S. Adams,,69-57,,
6:20.0,Shooting foul by T. Gibson (drawn by D. Sabonis),,69-57,,
6:20.0,D. Sabonis makes free throw 1 of 2,1,70-57,,
6:20.0,D. Sabonis makes free throw 2 of 2,1,71-57,,
6:20.0,J. Grant enters the game for V. Oladipo,,70-57,,
6:07.0,,,71-57,,Shooting foul by R. Westbrook (drawn by M. Carter-Williams)
6:07.0,,,71-58,1,M. Carter-Williams makes free throw 1 of 2
6:07.0,,,71-59,1,M. Carter-Williams makes free throw 2 of 2
5:57.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,73-59,,
5:29.0,,,73-59,,J. Butler misses 2-pt shot from 15 ft
5:28.0,Defensive rebound by D. Sabonis,,73-59,,
5:22.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,75-59,,
5:22.0,,,75-59,,Chicago full timeout
5:22.0,E. Kanter enters the game for D. Sabonis,,75-59,,
5:22.0,,,75-59,,D. McDermott enters the game for T. Gibson
5:22.0,,,75-59,,N. Mirotic enters the game for D. Wade
5:03.0,,,75-59,,N. Mirotic misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by R. Westbrook,,75-59,,
4:45.0,A. Roberson makes 3-pt shot from 25 ft (assist by R. Westbrook),3,78-59,,
4:17.0,,,78-61,2,D. McDermott makes 2-pt shot from 2 ft (assist by J. Butler)
3:58.0,A. Roberson misses 3-pt shot from 27 ft,,78-61,,
3:56.0,,,78-61,,Defensive rebound by R. Lopez
3:43.0,,,78-64,3,D. McDermott makes 3-pt shot from 24 ft (assist by J. Butler)
3:24.0,E. Kanter makes 2-pt shot from 15 ft (assist by A. Roberson),2,80-64,,
3:08.0,,,80-64,,Turnover by N. Mirotic (bad pass; steal by E. Kanter)
3:02.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,82-64,,
2:44.0,,,82-64,,J. Butler misses 2-pt shot from 1 ft (block by A. Roberson)
2:42.0,Defensive rebound by J. Grant,,82-64,,
2:40.0,R. Westbrook makes 2-pt shot from 1 ft,2,84-64,,
2:25.0,,,84-64,,M. Carter-Williams misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by A. Roberson,,84-64,,
2:17.0,J. Grant misses 3-pt shot from 25 ft,,84-64,,
2:17.0,,,84-64,,Defensive rebound by Team
2:17.0,,,84-64,,D. Wade enters the game for J. Butler
2:17.0,,,84-64,,J. Grant enters the game for M. Carter-Williams
2:16.0,C. Payne enters the game for R. Westbrook,,84-64,,
1:59.0,,,84-64,,D. Wade misses 2-pt shot from 4 ft
1:58.0,Defensive rebound by E. Kanter,,84-64,,
1:52.0,J. Grant makes 3-pt shot from 23 ft (assist by A. Roberson),3,87-64,,
1:52.0,,,87-64,,Chicago full timeout
1:52.0,A. Abrines enters the game for A. Roberson,,87-64,,
1:45.0,Personal foul by E. Kanter (drawn by R. Lopez),,87-64,,
1:28.0,,,87-64,,J. Grant misses 2-pt shot from 3 ft (block by S. Adams)
1:28.0,,,87-64,,Offensive rebound by Team
1:13.0,,,87-64,,N. Mirotic misses 3-pt shot from 26 ft
1:12.0,Defensive rebound by A. Abrines,,87-64,,
0:54.0,E. Kanter makes 2-pt shot from 2 ft (assist by A. Abrines),2,89-64,,
0:45.0,,,89-66,2,D. Wade makes 2-pt shot from 4 ft
0:45.0,Away from play foul by J. Grant (drawn by R. Lopez),,89-66,,
0:45.0,,,89-67,1,R. Lopez makes free throw 1 of 1
0:33.0,C. Payne misses 2-pt shot from 7 ft,,89-67,,
0:27.0,,,89-67,,Defensive rebound by J. Grant
0:23.0,,,89-67,,D. Wade misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by A. Abrines,,89-67,,
0:04.0,C. Payne misses 2-pt shot from 16 ft,,89-67,,
0:03.0,Offensive rebound by E. Kanter,,89-67,,
0:03.0,E. Kanter misses 2-pt shot from 1 ft,,89-67,,
0:02.0,,,89-67,,Defensive rebound by D. Wade
0:00.0,,,89-67,,D. Wade misses 3-pt shot from 38 ft
0:00.0,,,89-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,89-67,,D. Wade misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by C. Payne,,89-67,,
11:41.0,A. Abrines makes 2-pt shot at rim,2,91-67,,
11:26.0,,,91-69,2,D. Wade makes 2-pt shot from 2 ft
11:09.0,Turnover by J. Lauvergne (3 sec),,91-69,,
10:54.0,,,91-69,,J. Grant misses 3-pt shot from 26 ft
10:53.0,Defensive rebound by E. Kanter,,91-69,,
10:43.0,J. Lauvergne misses 3-pt shot from 25 ft,,91-69,,
10:42.0,,,91-69,,Defensive rebound by D. Wade
10:23.0,,,91-69,,N. Mirotic misses 3-pt shot from 26 ft
10:21.0,Defensive rebound by C. Payne,,91-69,,
10:12.0,A. Abrines misses 3-pt shot from 25 ft,,91-69,,
10:11.0,,,91-69,,Defensive rebound by C. Felicio
10:03.0,,,91-69,,Shooting foul by C. Payne (drawn by D. McDermott)
10:03.0,,,91-70,1,D. McDermott makes free throw 1 of 2
10:03.0,,,91-71,1,D. McDermott makes free throw 2 of 2
10:03.0,,,91-70,,B. Portis enters the game for N. Mirotic
9:47.0,J. Lauvergne makes 2-pt shot from 3 ft (assist by E. Kanter),2,93-71,,
9:28.0,,,93-71,,D. McDermott misses 2-pt shot from 7 ft
9:27.0,Defensive rebound by E. Kanter,,93-71,,
9:27.0,,,93-71,,Personal foul by D. Wade (drawn by E. Kanter)
9:17.0,A. Abrines makes 2-pt shot from 22 ft (assist by C. Payne),2,95-71,,
9:04.0,,,95-73,2,C. Felicio makes 2-pt shot from 18 ft (assist by D. Wade)
8:37.0,C. Payne misses 2-pt shot from 2 ft,,95-73,,
8:36.0,,,95-73,,Defensive rebound by D. McDermott
8:26.0,,,95-73,,Shooting foul by C. Payne (drawn by J. Grant)
8:26.0,,,95-73,,Chicago full timeout
8:26.0,,,95-74,1,J. Grant makes free throw 1 of 2
8:26.0,,,95-75,1,J. Grant makes free throw 2 of 2
8:26.0,,,95-73,,P. Zipser enters the game for D. Wade
8:26.0,,,95-73,,I. Canaan enters the game for D. McDermott
8:26.0,J. Grant enters the game for D. Sabonis,,95-73,,
8:11.0,E. Kanter makes 2-pt shot from 2 ft (assist by A. Abrines),2,97-75,,
7:52.0,,,97-75,,P. Zipser misses 2-pt shot from 12 ft
7:50.0,,,97-75,,Offensive rebound by C. Felicio
7:49.0,,,97-75,,C. Felicio misses 2-pt shot from 2 ft
7:48.0,,,97-75,,Offensive rebound by B. Portis
7:48.0,,,97-75,,B. Portis misses 2-pt shot from 2 ft
7:48.0,Defensive rebound by Team,,97-75,,
7:48.0,R. Westbrook enters the game for C. Payne,,97-75,,
7:23.0,R. Westbrook misses 3-pt shot from 26 ft,,97-75,,
7:21.0,,,97-75,,Defensive rebound by C. Felicio
7:08.0,,,97-78,3,I. Canaan makes 3-pt shot from 24 ft
6:47.0,J. Grant makes 2-pt shot from 2 ft,2,99-78,,
6:32.0,,,99-78,,Turnover by B. Portis (traveling)
6:32.0,S. Adams enters the game for E. Kanter,,99-78,,
6:21.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,101-78,,
6:05.0,,,101-78,,P. Zipser misses 2-pt shot from 5 ft (block by J. Grant)
6:05.0,,,101-78,,Offensive rebound by Team
6:00.0,,,101-81,3,J. Grant makes 3-pt shot from 25 ft (assist by C. Felicio)
5:43.0,J. Grant misses 2-pt shot from 1 ft,,101-81,,
5:42.0,,,101-81,,Defensive rebound by C. Felicio
5:24.0,,,101-84,3,B. Portis makes 3-pt shot from 23 ft (assist by I. Canaan)
5:05.0,Turnover by R. Westbrook (bad pass; steal by B. Portis),,101-84,,
4:50.0,,,101-86,2,J. Grant makes 2-pt shot at rim
4:50.0,Oklahoma City full timeout,,101-86,,
4:50.0,V. Oladipo enters the game for A. Abrines,,101-86,,
4:50.0,A. Roberson enters the game for J. Grant,,101-86,,
4:28.0,Turnover by J. Lauvergne (bad pass; steal by C. Felicio),,101-86,,
4:23.0,,,101-86,,Turnover by I. Canaan (step out of bounds)
4:23.0,E. Kanter enters the game for J. Lauvergne,,101-86,,
4:12.0,R. Westbrook misses 2-pt shot from 15 ft,,101-86,,
4:10.0,Offensive rebound by S. Adams,,101-86,,
4:05.0,R. Westbrook makes 2-pt shot from 15 ft (assist by S. Adams),2,103-86,,
3:49.0,,,103-86,,B. Portis misses 3-pt shot from 26 ft
3:47.0,,,103-86,,Offensive rebound by C. Felicio
3:47.0,,,103-88,2,C. Felicio makes 2-pt shot from 2 ft
3:38.0,Turnover by R. Westbrook (bad pass),,103-88,,
3:13.0,,,103-88,,P. Zipser misses 2-pt shot from 3 ft
3:12.0,,,103-88,,Offensive rebound by B. Portis
3:12.0,,,103-90,2,B. Portis makes 2-pt shot from 2 ft
2:55.0,R. Westbrook misses 3-pt shot from 25 ft,,103-90,,
2:53.0,,,103-90,,Defensive rebound by P. Zipser
2:38.0,,,103-90,,I. Canaan misses 2-pt shot from 20 ft
2:37.0,Defensive rebound by R. Westbrook,,103-90,,
2:31.0,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook),2,105-90,,
2:09.0,,,105-92,2,B. Portis makes 2-pt shot from 17 ft (assist by I. Canaan)
1:47.0,E. Kanter makes 2-pt shot from 4 ft,2,107-92,,
1:35.0,,,107-92,,B. Portis misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by S. Adams,,107-92,,
1:21.0,R. Westbrook makes 2-pt shot from 14 ft,2,109-92,,
1:18.0,Personal take foul by R. Westbrook (drawn by J. Grant),,109-92,,
1:18.0,,,109-92,,Chicago full timeout
1:18.0,C. Payne enters the game for A. Roberson,,109-92,,
1:18.0,J. Lauvergne enters the game for S. Adams,,109-92,,
1:18.0,D. Sabonis enters the game for V. Oladipo,,109-92,,
1:18.0,J. Grant enters the game for R. Westbrook,,109-92,,
1:18.0,A. Abrines enters the game for E. Kanter,,109-92,,
1:11.0,,,109-92,,B. Portis misses 2-pt shot from 18 ft
1:10.0,Defensive rebound by J. Grant,,109-92,,
0:51.0,C. Payne misses 3-pt shot from 26 ft,,109-92,,
0:50.0,,,109-92,,Defensive rebound by C. Felicio
0:43.0,Personal foul by C. Payne (drawn by I. Canaan),,109-92,,
0:43.0,,,109-93,1,I. Canaan makes free throw 1 of 2
0:43.0,,,109-94,1,I. Canaan makes free throw 2 of 2
0:27.0,Turnover by A. Abrines (bad pass; steal by C. Felicio),,109-94,,
0:15.0,,,109-94,,I. Canaan misses 2-pt shot from 14 ft (block by A. Abrines)
0:14.0,,,109-94,,Offensive rebound by I. Canaan
0:06.0,,,109-94,,J. Grant misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by C. Payne,,109-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
