time,New York,pts.away,score,pts.home,Brooklyn
6:37.0,M. Kuzminskas enters the game for K. Porzingis,,7-11,,
6:37.0,,,7-11,,C. LeVert enters the game for R. Foye
6:36.0,Defensive rebound by J. Noah,,7-11,,
6:24.0,Turnover by J. Noah (traveling),,7-11,,
6:11.0,,,7-11,,I. Whitehead misses 2-pt shot from 2 ft
6:10.0,Defensive rebound by J. Noah,,7-11,,
6:00.0,Turnover by M. Kuzminskas (bad pass; steal by C. LeVert),,7-11,,
5:56.0,,,7-13,2,B. Bogdanovic makes 2-pt shot at rim (assist by I. Whitehead)
5:41.0,B. Jennings misses 2-pt shot from 20 ft,,7-13,,
5:40.0,,,7-13,,Defensive rebound by Team
5:40.0,,,7-13,,Brooklyn full timeout
5:40.0,K. O'Quinn enters the game for J. Noah,,7-13,,
5:40.0,,,7-13,,T. Booker enters the game for R. Hollis-Jefferson
5:27.0,,,7-15,2,B. Lopez makes 2-pt shot from 8 ft (assist by T. Booker)
5:03.0,C. Anthony misses 2-pt shot from 2 ft,,7-15,,
5:01.0,,,7-15,,Defensive rebound by B. Bogdanovic
4:56.0,,,7-15,,Turnover by B. Bogdanovic (lost ball; steal by B. Jennings)
4:53.0,C. Anthony makes 2-pt shot at rim (assist by B. Jennings),2,9-15,,
4:39.0,,,9-17,2,T. Booker makes 2-pt shot from 1 ft (assist by C. LeVert)
4:20.0,C. Lee makes 2-pt shot from 7 ft (assist by K. O'Quinn),2,11-17,,
4:00.0,,,11-17,,T. Booker misses 2-pt shot from 7 ft
3:59.0,,,11-17,,Offensive rebound by T. Booker
3:57.0,,,11-19,2,T. Booker makes 2-pt shot from 4 ft
3:39.0,Turnover by C. Anthony (traveling),,11-19,,
3:39.0,R. Baker enters the game for B. Jennings,,11-19,,
3:39.0,,,11-19,,J. Hamilton enters the game for B. Lopez
3:39.0,,,11-19,,S. Kilpatrick enters the game for B. Bogdanovic
3:39.0,,,11-19,,S. Dinwiddie enters the game for I. Whitehead
3:16.0,,,11-21,2,T. Booker makes 2-pt shot from 9 ft
2:58.0,R. Baker misses 2-pt shot from 1 ft,,11-21,,
2:57.0,,,11-21,,Defensive rebound by T. Booker
2:51.0,,,11-21,,T. Booker misses 2-pt shot from 5 ft (block by K. O'Quinn)
2:50.0,,,11-21,,Offensive rebound by Team
2:50.0,New York full timeout,,11-21,,
2:43.0,,,11-24,3,C. LeVert makes 3-pt shot from 24 ft
2:27.0,,,11-24,,Personal foul by T. Booker (drawn by C. Anthony)
2:24.0,,,11-24,,Personal foul by T. Booker (drawn by C. Anthony)
2:15.0,M. Kuzminskas makes 2-pt shot from 3 ft (assist by K. O'Quinn),2,13-24,,
1:56.0,,,13-24,,C. LeVert misses 2-pt shot from 3 ft
1:55.0,,,13-24,,Offensive rebound by J. Hamilton
1:49.0,,,13-24,,S. Dinwiddie misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by C. Lee,,13-24,,
1:39.0,R. Baker misses 2-pt shot from 3 ft,,13-24,,
1:38.0,Offensive rebound by M. Kuzminskas,,13-24,,
1:37.0,M. Kuzminskas misses 2-pt shot from 1 ft,,13-24,,
1:36.0,Offensive rebound by M. Kuzminskas,,13-24,,
1:35.0,M. Kuzminskas makes 2-pt shot at rim,2,15-24,,
1:19.0,,,15-27,3,C. LeVert makes 3-pt shot from 25 ft (assist by T. Booker)
0:56.0,K. O'Quinn misses 2-pt shot from 9 ft,,15-27,,
0:55.0,Offensive rebound by K. O'Quinn,,15-27,,
0:51.0,K. O'Quinn misses 2-pt shot from 3 ft (block by J. Hamilton),,15-27,,
0:51.0,Offensive rebound by K. O'Quinn,,15-27,,
0:51.0,J. Holiday enters the game for C. Anthony,,15-27,,
0:48.0,Jump ball: J. Hamilton vs. K. O'Quinn (M. Kuzminskas gains possession),,,,Jump ball: J. Hamilton vs. K. O'Quinn (M. Kuzminskas gains possession)
0:35.0,Turnover by R. Baker (bad pass; steal by C. LeVert),,15-27,,
0:28.0,,,15-27,,J. Hamilton misses 2-pt shot from 14 ft
0:26.0,Defensive rebound by M. Kuzminskas,,15-27,,
0:07.0,R. Baker misses 3-pt shot from 27 ft,,15-27,,
0:04.0,Offensive rebound by C. Lee,,15-27,,
0:03.0,C. Lee misses 2-pt shot from 2 ft,,15-27,,
0:02.0,,,15-27,,Defensive rebound by T. Booker
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,K. Porzingis makes 2-pt shot from 3 ft (assist by J. Holiday),2,17-27,,
11:30.0,,,17-27,,S. Kilpatrick misses 2-pt shot from 6 ft
11:30.0,,,17-27,,Offensive rebound by Team
11:30.0,Loose ball foul by R. Baker (drawn by J. Hamilton),,17-27,,
11:21.0,,,17-29,2,T. Booker makes 2-pt shot from 2 ft
11:19.0,,,17-29,,Technical foul by T. Booker
11:19.0,K. Porzingis makes technical free throw,1,18-29,,
11:02.0,M. Kuzminskas misses 2-pt shot from 6 ft,,18-29,,
11:02.0,Offensive rebound by M. Kuzminskas,,18-29,,
11:02.0,,,18-29,,Personal foul by J. Harris (drawn by M. Kuzminskas)
10:54.0,W. Hernangomez misses 2-pt shot from 5 ft,,18-29,,
10:53.0,,,18-29,,Defensive rebound by T. Booker
10:48.0,,,18-29,,Turnover by T. Booker (lost ball; steal by R. Baker)
10:45.0,R. Baker misses 2-pt shot from 3 ft (block by T. Booker),,18-29,,
10:43.0,,,18-29,,Defensive rebound by Team
10:28.0,,,18-29,,J. Harris misses 3-pt shot from 26 ft
10:26.0,Defensive rebound by W. Hernangomez,,18-29,,
10:21.0,Shooting foul by S. Dinwiddie (drawn by R. Baker),,18-29,,
10:21.0,R. Baker misses free throw 1 of 3,,18-29,,
10:21.0,Offensive rebound by Team,,18-29,,
10:21.0,R. Baker makes free throw 2 of 3,1,19-29,,
10:21.0,R. Baker misses free throw 3 of 3,,19-29,,
10:21.0,S. Vujacic enters the game for M. Kuzminskas,,19-29,,
10:20.0,,,19-29,,Defensive rebound by Team
10:19.0,B. Jennings enters the game for R. Baker,,19-29,,
10:04.0,,,19-29,,Turnover by S. Kilpatrick (bad pass; steal by J. Holiday)
9:51.0,W. Hernangomez misses 2-pt shot from 15 ft,,19-29,,
9:50.0,,,19-29,,Defensive rebound by S. Dinwiddie
9:43.0,,,19-29,,S. Kilpatrick misses 2-pt shot from 16 ft
9:41.0,,,19-29,,Offensive rebound by S. Kilpatrick
9:33.0,,,19-29,,S. Dinwiddie misses 2-pt shot from 10 ft
9:31.0,Defensive rebound by K. Porzingis,,19-29,,
9:23.0,,,19-29,,Personal foul by S. Dinwiddie (drawn by W. Hernangomez)
9:23.0,Offensive foul by B. Jennings,,19-29,,
9:23.0,Turnover by B. Jennings (offensive foul),,19-29,,
9:07.0,,,19-29,,J. Harris misses 2-pt shot from 19 ft
9:06.0,Defensive rebound by K. Porzingis,,19-29,,
8:58.0,K. Porzingis makes 2-pt shot at rim (assist by J. Holiday),2,21-29,,
8:56.0,,,21-29,,Brooklyn full timeout
8:44.0,,,21-29,,Turnover by T. Booker (bad pass; steal by W. Hernangomez)
8:38.0,S. Vujacic misses 2-pt shot from 14 ft,,21-29,,
8:37.0,Offensive rebound by W. Hernangomez,,21-29,,
8:34.0,W. Hernangomez makes 2-pt shot from 2 ft,2,23-29,,
8:16.0,,,23-29,,T. Booker misses 2-pt shot from 2 ft (block by K. Porzingis)
8:14.0,Defensive rebound by K. Porzingis,,23-29,,
8:11.0,S. Vujacic misses 3-pt shot from 25 ft,,23-29,,
8:10.0,Offensive rebound by Team,,23-29,,
8:10.0,,,23-29,,Loose ball foul by T. Booker (drawn by K. Porzingis)
8:10.0,,,23-29,,B. Lopez enters the game for T. Booker
8:08.0,S. Vujacic makes 2-pt shot from 12 ft,2,25-29,,
7:54.0,,,25-31,2,S. Kilpatrick makes 2-pt shot from 14 ft
7:32.0,Turnover by K. Porzingis (lost ball),,25-31,,
7:32.0,,,25-31,,R. Foye enters the game for J. Harris
7:13.0,,,25-31,,S. Kilpatrick misses 3-pt shot from 24 ft
7:12.0,,,25-31,,Offensive rebound by J. Hamilton
7:05.0,,,25-31,,B. Lopez misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by S. Vujacic,,25-31,,
6:56.0,Turnover by W. Hernangomez (traveling),,25-31,,
6:49.0,Personal foul by W. Hernangomez (drawn by B. Lopez),,25-31,,
6:49.0,,,25-31,,B. Bogdanovic enters the game for J. Hamilton
6:49.0,,,25-31,,R. Hollis-Jefferson enters the game for S. Dinwiddie
6:49.0,C. Anthony enters the game for K. Porzingis,,25-31,,
6:39.0,,,25-31,,B. Lopez misses 2-pt shot from 9 ft
6:38.0,Defensive rebound by J. Holiday,,25-31,,
6:29.0,Turnover by B. Jennings (bad pass),,25-31,,
6:10.0,,,25-31,,Turnover by S. Kilpatrick (bad pass; steal by J. Holiday)
6:06.0,B. Jennings misses 2-pt shot from 4 ft,,25-31,,
6:03.0,,,25-31,,Defensive rebound by R. Hollis-Jefferson
5:58.0,,,25-31,,S. Kilpatrick misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by S. Vujacic,,25-31,,
5:47.0,J. Holiday misses 3-pt shot from 23 ft,,25-31,,
5:46.0,Offensive rebound by Team,,25-31,,
5:46.0,,,25-31,,Loose ball foul by R. Hollis-Jefferson (drawn by W. Hernangomez)
5:46.0,Official timeout,,25-31,,
5:46.0,W. Hernangomez makes free throw 1 of 2,1,26-31,,
5:46.0,W. Hernangomez makes free throw 2 of 2,1,27-31,,
5:46.0,,,25-31,,C. LeVert enters the game for S. Kilpatrick
5:32.0,,,27-33,2,B. Bogdanovic makes 2-pt shot from 3 ft (assist by B. Lopez)
5:14.0,C. Anthony misses 2-pt shot from 19 ft,,27-33,,
5:13.0,,,27-33,,Defensive rebound by B. Bogdanovic
5:02.0,,,27-33,,B. Lopez misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by W. Hernangomez,,27-33,,
4:50.0,C. Anthony misses 2-pt shot from 18 ft,,27-33,,
4:50.0,,,27-33,,Defensive rebound by Team
4:34.0,,,27-35,2,R. Foye makes 2-pt shot from 19 ft
4:21.0,W. Hernangomez makes 2-pt shot at rim (assist by B. Jennings),2,29-35,,
4:04.0,,,29-35,,R. Foye misses 2-pt shot from 2 ft
4:03.0,Defensive rebound by J. Holiday,,29-35,,
3:54.0,S. Vujacic makes 3-pt shot from 26 ft (assist by B. Jennings),3,32-35,,
3:54.0,Shooting foul by B. Bogdanovic (drawn by S. Vujacic),,32-35,,
3:54.0,S. Vujacic makes free throw 1 of 1,1,33-35,,
3:54.0,,,32-35,,I. Whitehead enters the game for R. Foye
3:54.0,C. Lee enters the game for J. Holiday,,32-35,,
3:41.0,,,33-35,,B. Lopez misses 2-pt shot from 4 ft (block by S. Vujacic)
3:40.0,,,33-35,,Offensive rebound by R. Hollis-Jefferson
3:38.0,,,33-35,,Turnover by R. Hollis-Jefferson (lost ball; steal by C. Lee)
3:30.0,C. Anthony misses 3-pt shot from 25 ft,,33-35,,
3:29.0,,,33-35,,Defensive rebound by Team
3:26.0,,,33-35,,Technical foul by I. Whitehead
3:26.0,C. Anthony makes technical free throw,1,34-35,,
3:11.0,,,34-35,,I. Whitehead misses 2-pt shot from 23 ft
3:10.0,Defensive rebound by W. Hernangomez,,34-35,,
3:03.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Lee),,34-35,,
3:03.0,C. Lee misses free throw 1 of 2,,34-35,,
3:03.0,Offensive rebound by Team,,34-35,,
3:03.0,C. Lee makes free throw 2 of 2,1,35-35,,
2:55.0,,,35-37,2,C. LeVert makes 2-pt shot from 8 ft
2:46.0,,,35-37,,Personal foul by I. Whitehead (drawn by B. Jennings)
2:46.0,New York full timeout,,35-37,,
2:46.0,B. Jennings makes free throw 1 of 2,1,36-37,,
2:46.0,B. Jennings misses free throw 2 of 2,,36-37,,
2:45.0,Offensive rebound by Team,,36-37,,
2:45.0,,,36-37,,Loose ball foul by B. Lopez (drawn by W. Hernangomez)
2:45.0,W. Hernangomez misses free throw 1 of 2,,36-37,,
2:45.0,Offensive rebound by Team,,36-37,,
2:45.0,W. Hernangomez misses free throw 2 of 2,,36-37,,
2:44.0,,,36-37,,Defensive rebound by R. Hollis-Jefferson
2:28.0,,,36-39,2,C. LeVert makes 2-pt shot from 4 ft
2:05.0,S. Vujacic misses 3-pt shot from 23 ft,,36-39,,
2:04.0,,,36-39,,Defensive rebound by I. Whitehead
1:55.0,,,36-41,2,I. Whitehead makes 2-pt shot from 21 ft
1:33.0,C. Anthony misses 2-pt shot from 15 ft,,36-41,,
1:32.0,,,36-41,,Defensive rebound by B. Bogdanovic
1:28.0,Personal foul by S. Vujacic (drawn by I. Whitehead),,36-41,,
1:19.0,,,36-43,2,B. Lopez makes 2-pt shot at rim
1:00.0,B. Jennings misses 3-pt shot from 23 ft,,36-43,,
0:58.0,,,36-43,,Defensive rebound by C. LeVert
0:53.0,,,36-43,,Turnover by C. LeVert (bad pass)
0:36.0,C. Anthony makes 2-pt shot from 4 ft,2,38-43,,
0:25.0,,,38-45,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by I. Whitehead)
0:04.0,C. Anthony misses 2-pt shot from 16 ft,,38-45,,
0:01.0,Offensive rebound by C. Anthony,,38-45,,
0:00.0,C. Anthony misses 2-pt shot from 14 ft,,38-45,,
0:00.0,Offensive rebound by Team,,38-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,K. Porzingis makes 2-pt shot from 3 ft (assist by B. Jennings),2,40-45,,
11:29.0,,,40-47,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by I. Whitehead)
11:14.0,B. Jennings misses 3-pt shot from 25 ft,,40-47,,
11:12.0,,,40-47,,Defensive rebound by I. Whitehead
11:00.0,,,40-47,,Turnover by I. Whitehead (bad pass; steal by B. Jennings)
10:48.0,K. Porzingis misses 2-pt shot from 6 ft,,40-47,,
10:47.0,,,40-47,,Defensive rebound by B. Lopez
10:25.0,,,40-47,,I. Whitehead misses 2-pt shot from 7 ft
10:24.0,Defensive rebound by J. Noah,,40-47,,
10:16.0,Shooting foul by I. Whitehead (drawn by J. Noah),,40-47,,
10:16.0,J. Noah makes free throw 1 of 2,1,41-47,,
10:16.0,J. Noah misses free throw 2 of 2,,41-47,,
10:16.0,,,41-47,,Defensive rebound by Team
10:10.0,,,41-49,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
10:10.0,,,41-49,,Shooting foul by K. Porzingis (drawn by R. Hollis-Jefferson)
10:10.0,,,41-50,1,R. Hollis-Jefferson makes free throw 1 of 1
10:03.0,Offensive foul by C. Anthony,,41-50,,
10:03.0,Turnover by C. Anthony (offensive foul),,41-50,,
9:52.0,,,41-52,2,B. Bogdanovic makes 2-pt shot from 23 ft (assist by R. Hollis-Jefferson)
9:29.0,C. Anthony makes 3-pt shot from 27 ft (assist by B. Jennings),3,44-52,,
9:22.0,,,44-52,,Turnover by Team (back court)
9:09.0,C. Anthony makes 2-pt shot from 17 ft,2,46-52,,
8:45.0,,,46-52,,B. Bogdanovic misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by J. Noah,,46-52,,
8:36.0,C. Anthony misses 3-pt shot from 25 ft,,46-52,,
8:35.0,Offensive rebound by K. Porzingis,,46-52,,
8:21.0,B. Jennings misses 2-pt shot from 17 ft,,46-52,,
8:19.0,,,46-52,,Defensive rebound by B. Bogdanovic
8:12.0,,,46-54,2,R. Foye makes 2-pt shot from 20 ft
7:58.0,J. Noah misses 2-pt shot from 5 ft,,46-54,,
7:57.0,,,46-54,,Defensive rebound by B. Lopez
7:45.0,,,46-54,,R. Foye misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by B. Jennings,,46-54,,
7:40.0,K. Porzingis misses 2-pt shot from 2 ft (block by R. Foye),,46-54,,
7:38.0,Offensive rebound by K. Porzingis,,46-54,,
7:36.0,K. Porzingis misses 2-pt shot from 2 ft,,46-54,,
7:35.0,,,46-54,,Defensive rebound by R. Hollis-Jefferson
7:33.0,Personal foul by C. Lee (drawn by R. Hollis-Jefferson),,46-54,,
7:28.0,,,46-56,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
7:28.0,,,46-56,,Shooting foul by K. Porzingis (drawn by R. Hollis-Jefferson)
7:28.0,,,46-57,1,R. Hollis-Jefferson makes free throw 1 of 1
7:22.0,,,46-57,,Personal foul by B. Bogdanovic (drawn by J. Noah)
7:17.0,Turnover by K. Porzingis (bad pass),,46-57,,
7:05.0,,,46-57,,Turnover by I. Whitehead (lost ball; steal by B. Jennings)
7:05.0,,,46-57,,Loose ball foul by I. Whitehead (drawn by B. Jennings)
7:05.0,J. Holiday enters the game for K. Porzingis,,46-57,,
7:05.0,,,46-57,,S. Dinwiddie enters the game for I. Whitehead
6:49.0,C. Anthony misses 2-pt shot from 2 ft,,46-57,,
6:48.0,Offensive rebound by C. Anthony,,46-57,,
6:43.0,C. Anthony misses 2-pt shot from 3 ft (block by B. Lopez),,46-57,,
6:42.0,,,46-57,,Defensive rebound by B. Lopez
6:37.0,,,46-57,,Turnover by R. Hollis-Jefferson (bad pass; steal by C. Lee)
6:36.0,Shooting foul by R. Foye (drawn by C. Anthony),,46-57,,
6:36.0,C. Anthony makes free throw 1 of 2,1,47-57,,
6:36.0,C. Anthony misses free throw 2 of 2,,47-57,,
6:36.0,,,47-57,,C. LeVert enters the game for R. Foye
6:35.0,,,47-57,,Defensive rebound by B. Lopez
6:16.0,,,47-57,,C. LeVert misses 2-pt shot from 14 ft
6:14.0,Defensive rebound by J. Noah,,47-57,,
6:05.0,J. Holiday makes 2-pt shot from 2 ft (assist by C. Lee),2,49-57,,
5:37.0,,,49-57,,C. LeVert misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by B. Jennings,,49-57,,
5:31.0,C. Anthony misses 3-pt shot from 26 ft,,49-57,,
5:30.0,,,49-57,,Defensive rebound by R. Hollis-Jefferson
5:25.0,,,49-59,2,B. Lopez makes 2-pt shot from 3 ft (assist by R. Hollis-Jefferson)
5:07.0,C. Anthony makes 2-pt shot from 3 ft (assist by J. Holiday),2,51-59,,
5:01.0,,,51-59,,Brooklyn full timeout
5:01.0,W. Hernangomez enters the game for J. Noah,,51-59,,
5:01.0,,,51-59,,T. Booker enters the game for B. Bogdanovic
5:01.0,,,51-59,,J. Hamilton enters the game for B. Lopez
5:01.0,,,51-59,,S. Kilpatrick enters the game for R. Hollis-Jefferson
4:48.0,,,51-59,,C. LeVert misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by W. Hernangomez,,51-59,,
4:22.0,C. Anthony misses 2-pt shot from 17 ft,,51-59,,
4:21.0,,,51-59,,Defensive rebound by J. Hamilton
4:12.0,,,51-62,3,J. Hamilton makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
3:57.0,C. Anthony misses 3-pt shot from 25 ft,,51-62,,
3:56.0,,,51-62,,Defensive rebound by S. Kilpatrick
3:44.0,Personal foul by C. Lee (drawn by J. Hamilton),,51-62,,
3:38.0,,,51-62,,Turnover by J. Hamilton (lost ball; steal by C. Anthony)
3:32.0,C. Anthony misses 3-pt shot from 24 ft,,51-62,,
3:31.0,,,51-62,,Defensive rebound by T. Booker
3:24.0,,,51-62,,S. Dinwiddie misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by C. Anthony,,51-62,,
3:19.0,Shooting foul by C. LeVert (drawn by B. Jennings),,51-62,,
3:19.0,B. Jennings makes free throw 1 of 2,1,52-62,,
3:19.0,B. Jennings makes free throw 2 of 2,1,53-62,,
3:19.0,M. Kuzminskas enters the game for C. Anthony,,52-62,,
3:11.0,,,53-64,2,S. Kilpatrick makes 2-pt shot from 19 ft (assist by T. Booker)
2:59.0,B. Jennings makes 2-pt shot from 2 ft,2,55-64,,
2:54.0,Personal foul by B. Jennings (drawn by S. Dinwiddie),,55-64,,
2:54.0,New York full timeout,,55-64,,
2:54.0,,,55-65,1,S. Dinwiddie makes free throw 1 of 2
2:54.0,,,55-65,,S. Dinwiddie misses free throw 2 of 2
2:53.0,Defensive rebound by W. Hernangomez,,55-65,,
2:29.0,C. Lee misses 2-pt shot from 3 ft,,55-65,,
2:28.0,Offensive rebound by W. Hernangomez,,55-65,,
2:27.0,W. Hernangomez makes 2-pt shot from 2 ft,2,57-65,,
2:09.0,,,57-65,,S. Dinwiddie misses 2-pt shot from 7 ft
2:07.0,,,57-65,,Offensive rebound by T. Booker
2:04.0,,,57-67,2,T. Booker makes 2-pt shot from 3 ft
1:51.0,B. Jennings misses 2-pt shot from 2 ft (block by J. Hamilton),,57-67,,
1:50.0,,,57-67,,Defensive rebound by T. Booker
1:44.0,,,57-67,,S. Kilpatrick misses 2-pt shot from 1 ft
1:43.0,Defensive rebound by W. Hernangomez,,57-67,,
1:37.0,W. Hernangomez misses 2-pt shot from 8 ft,,57-67,,
1:35.0,Offensive rebound by W. Hernangomez,,57-67,,
1:32.0,C. Lee misses 3-pt shot from 24 ft,,57-67,,
1:30.0,Offensive rebound by W. Hernangomez,,57-67,,
1:26.0,M. Kuzminskas makes 3-pt shot from 24 ft (assist by B. Jennings),3,60-67,,
1:06.0,,,60-67,,Turnover by C. LeVert (bad pass; steal by J. Holiday)
1:03.0,M. Kuzminskas misses 2-pt shot from 3 ft (block by S. Kilpatrick),,60-67,,
1:02.0,Offensive rebound by Team,,60-67,,
1:00.0,C. Lee makes 2-pt shot from 2 ft (assist by J. Holiday),2,62-67,,
0:45.0,,,62-67,,T. Booker misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by C. Lee,,62-67,,
0:33.0,M. Kuzminskas makes 2-pt shot from 2 ft (assist by B. Jennings),2,64-67,,
0:24.0,,,64-69,2,S. Dinwiddie makes 2-pt shot from 3 ft
0:07.0,M. Kuzminskas misses 2-pt shot from 6 ft,,64-69,,
0:05.0,Offensive rebound by W. Hernangomez,,64-69,,
0:05.0,W. Hernangomez misses 2-pt shot from 2 ft,,64-69,,
0:04.0,,,64-69,,Defensive rebound by T. Booker
0:01.0,,,64-69,,T. Booker misses 3-pt shot from 33 ft
0:00.0,,,64-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,64-71,2,T. Booker makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
11:31.0,Turnover by M. Kuzminskas (bad pass; steal by T. Booker),,64-71,,
11:26.0,,,64-71,,Turnover by T. Booker (bad pass; steal by M. Kuzminskas)
11:09.0,W. Hernangomez makes 2-pt shot from 7 ft,2,66-71,,
10:46.0,,,66-74,3,J. Harris makes 3-pt shot from 28 ft (assist by S. Kilpatrick)
10:27.0,M. Kuzminskas misses 3-pt shot from 26 ft,,66-74,,
10:26.0,,,66-74,,Defensive rebound by S. Dinwiddie
10:18.0,,,66-76,2,J. Hamilton makes 2-pt shot at rim (assist by J. Harris)
10:17.0,New York full timeout,,66-76,,
10:17.0,K. Porzingis enters the game for W. Hernangomez,,66-76,,
10:17.0,,,66-76,,R. Hollis-Jefferson enters the game for T. Booker
10:04.0,K. Porzingis makes 2-pt shot from 15 ft (assist by M. Kuzminskas),2,68-76,,
9:50.0,,,68-76,,S. Dinwiddie misses 2-pt shot from 15 ft
9:49.0,Defensive rebound by K. Porzingis,,68-76,,
9:41.0,K. Porzingis misses 3-pt shot from 26 ft,,68-76,,
9:40.0,,,68-76,,Defensive rebound by S. Kilpatrick
9:36.0,,,68-76,,Turnover by S. Kilpatrick (discontinued dribble)
9:22.0,K. Porzingis makes 2-pt shot from 15 ft (assist by M. Kuzminskas),2,70-76,,
9:03.0,,,70-76,,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Kuzminskas)
9:00.0,S. Vujacic makes 3-pt shot from 25 ft (assist by B. Jennings),3,73-76,,
9:00.0,Shooting foul by J. Harris (drawn by S. Vujacic),,73-76,,
9:00.0,S. Vujacic makes free throw 1 of 1,1,74-76,,
9:00.0,,,73-76,,I. Whitehead enters the game for S. Dinwiddie
8:49.0,,,74-76,,I. Whitehead misses 2-pt shot from 4 ft
8:48.0,Defensive rebound by K. Porzingis,,74-76,,
