time,LA Clippers,pts.away,score,pts.home,Indiana
8:15.0,,,9-14,2,A. Jefferson makes 2-pt shot from 1 ft
7:59.0,C. Paul misses 3-pt shot from 26 ft,,9-14,,
7:59.0,,,9-14,,Defensive rebound by G. Robinson
7:50.0,,,9-14,,J. Teague misses 2-pt shot from 8 ft
7:49.0,Defensive rebound by D. Jordan,,9-14,,
7:42.0,J. Redick makes 3-pt shot from 22 ft (assist by C. Paul),3,12-14,,
7:20.0,,,12-14,,M. Ellis misses 2-pt shot from 18 ft
7:20.0,Defensive rebound by B. Griffin,,12-14,,
7:09.0,C. Paul makes 2-pt shot from 12 ft,2,14-14,,
6:45.0,,,14-14,,M. Ellis misses 2-pt shot from 3 ft
6:44.0,Defensive rebound by D. Jordan,,14-14,,
6:35.0,Turnover by L. Mbah a Moute (lost ball),,14-14,,
6:16.0,,,14-14,,T. Young misses 3-pt shot from 26 ft
6:16.0,Defensive rebound by D. Jordan,,14-14,,
6:03.0,J. Redick misses 3-pt shot from 27 ft,,14-14,,
6:01.0,Offensive rebound by D. Jordan,,14-14,,
6:01.0,D. Jordan misses 2-pt shot from 1 ft,,14-14,,
6:00.0,,,14-14,,Defensive rebound by A. Jefferson
5:47.0,,,14-16,2,A. Jefferson makes 2-pt shot from 16 ft (assist by J. Teague)
5:22.0,Turnover by J. Redick (bad pass),,14-16,,
5:22.0,,,14-16,,Indiana full timeout
5:22.0,,,14-16,,L. Allen enters the game for G. Robinson
5:22.0,,,14-16,,R. Stuckey enters the game for T. Young
5:09.0,,,14-16,,M. Ellis misses 2-pt shot from 18 ft
5:09.0,Defensive rebound by B. Griffin,,14-16,,
5:04.0,Turnover by C. Paul (bad pass),,14-16,,
4:40.0,,,14-16,,M. Ellis misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by J. Redick,,14-16,,
4:17.0,Turnover by L. Mbah a Moute (lost ball; steal by R. Stuckey),,14-16,,
4:09.0,,,14-16,,J. Teague misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by D. Jordan,,14-16,,
4:00.0,Shooting foul by M. Ellis (drawn by L. Mbah a Moute),,14-16,,
4:00.0,L. Mbah a Moute misses free throw 1 of 2,,14-16,,
4:00.0,Offensive rebound by Team,,14-16,,
4:00.0,L. Mbah a Moute makes free throw 2 of 2,1,15-16,,
4:00.0,J. Crawford enters the game for J. Redick,,14-16,,
3:46.0,,,15-16,,A. Jefferson misses 2-pt shot from 11 ft
3:45.0,,,15-16,,Offensive rebound by L. Allen
3:36.0,,,15-16,,L. Allen misses 2-pt shot from 13 ft (block by D. Jordan)
3:36.0,,,15-16,,Offensive rebound by Team
3:36.0,,,15-16,,Turnover by Team (shot clock)
3:28.0,,,15-16,,Personal foul by J. Teague (drawn by C. Paul)
3:28.0,C. Paul makes free throw 1 of 2,1,16-16,,
3:28.0,C. Paul makes free throw 2 of 2,1,17-16,,
3:28.0,A. Rivers enters the game for L. Mbah a Moute,,16-16,,
3:04.0,,,17-18,2,A. Jefferson makes 2-pt shot from 11 ft (assist by R. Stuckey)
2:39.0,A. Rivers makes 3-pt shot from 24 ft (assist by B. Griffin),3,20-18,,
2:22.0,,,20-18,,R. Stuckey misses 2-pt shot from 21 ft
2:21.0,Defensive rebound by C. Paul,,20-18,,
2:12.0,C. Paul misses 3-pt shot from 27 ft,,20-18,,
2:11.0,,,20-18,,Defensive rebound by M. Ellis
2:00.0,,,20-18,,A. Jefferson misses 2-pt shot from 18 ft
1:59.0,,,20-18,,Offensive rebound by L. Allen
1:54.0,,,20-18,,M. Ellis misses 3-pt shot from 27 ft
1:52.0,Defensive rebound by C. Paul,,20-18,,
1:47.0,Turnover by C. Paul (traveling),,20-18,,
1:47.0,LA Clippers full timeout,,20-18,,
1:47.0,R. Felton enters the game for D. Jordan,,20-18,,
1:47.0,M. Speights enters the game for C. Paul,,20-18,,
1:47.0,,,20-18,,A. Brooks enters the game for J. Teague
1:25.0,,,20-20,2,A. Brooks makes 2-pt shot from 12 ft (assist by L. Allen)
1:11.0,Turnover by M. Speights (bad pass; steal by L. Allen),,20-20,,
1:06.0,,,20-20,,M. Ellis misses 2-pt shot from 1 ft
1:06.0,Defensive rebound by A. Rivers,,20-20,,
1:01.0,Turnover by A. Rivers (step out of bounds),,20-20,,
1:01.0,,,20-20,,G. Robinson enters the game for M. Ellis
0:50.0,,,20-20,,R. Stuckey misses 2-pt shot from 2 ft
0:49.0,Defensive rebound by M. Speights,,20-20,,
0:34.0,Turnover by B. Griffin (lost ball; steal by A. Brooks),,20-20,,
0:34.0,Jump ball: A. Brooks vs. B. Griffin (R. Stuckey gains possession),,,,Jump ball: A. Brooks vs. B. Griffin (R. Stuckey gains possession)
0:31.0,,,20-20,,Shooting foul by R. Felton (drawn by R. Stuckey)
0:31.0,,,20-21,1,R. Stuckey makes free throw 1 of 2
0:31.0,,,20-21,,R. Stuckey misses free throw 2 of 2
0:31.0,,,20-21,,Offensive rebound by A. Jefferson
0:31.0,W. Johnson enters the game for B. Griffin,,20-21,,
0:08.0,,,20-23,2,A. Brooks makes 2-pt shot from 16 ft
0:00.0,R. Felton misses 3-pt shot from 25 ft,,20-23,,
0:00.0,,,20-23,,Defensive rebound by A. Jefferson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,20-25,2,G. Robinson makes 2-pt shot from 18 ft (assist by A. Jefferson)
11:21.0,Offensive foul by M. Speights,,20-25,,
11:21.0,Turnover by M. Speights (offensive foul),,20-25,,
11:08.0,,,20-25,,A. Jefferson misses 2-pt shot from 11 ft
11:06.0,,,20-25,,Offensive rebound by L. Allen
11:04.0,,,20-25,,L. Allen misses 2-pt shot from 13 ft
11:00.0,,,20-25,,Offensive rebound by A. Jefferson
10:59.0,,,20-25,,Indiana full timeout
10:42.0,,,20-25,,A. Jefferson misses 2-pt shot from 8 ft
10:42.0,Defensive rebound by W. Johnson,,20-25,,
10:29.0,Turnover by J. Crawford (bad pass),,20-25,,
10:07.0,,,20-25,,A. Brooks misses 2-pt shot from 18 ft
10:06.0,Defensive rebound by R. Felton,,20-25,,
9:56.0,W. Johnson makes 2-pt shot from 16 ft,2,22-25,,
9:35.0,,,22-27,2,R. Stuckey makes 2-pt shot from 11 ft
9:35.0,,,22-27,,Shooting foul by W. Johnson (drawn by R. Stuckey)
9:35.0,,,22-28,1,R. Stuckey makes free throw 1 of 1
9:35.0,,,22-27,,M. Turner enters the game for L. Allen
9:35.0,,,22-27,,T. Young enters the game for A. Jefferson
9:14.0,R. Felton misses 2-pt shot from 3 ft,,22-28,,
9:13.0,Offensive rebound by M. Speights,,22-28,,
9:11.0,M. Speights misses 2-pt shot from 1 ft,,22-28,,
9:09.0,,,22-28,,Defensive rebound by Team
8:57.0,,,22-28,,Turnover by R. Stuckey (bad pass; steal by A. Rivers)
8:53.0,A. Rivers misses 2-pt shot from 1 ft (block by M. Turner),,22-28,,
8:52.0,,,22-28,,Defensive rebound by T. Young
8:48.0,Personal foul by W. Johnson (drawn by T. Young),,22-28,,
8:46.0,Personal foul by J. Crawford (drawn by G. Robinson),,22-28,,
8:29.0,,,22-28,,R. Stuckey misses 3-pt shot from 26 ft
8:29.0,Defensive rebound by M. Speights,,22-28,,
8:18.0,J. Crawford makes 3-pt shot from 28 ft (assist by A. Rivers),3,25-28,,
8:03.0,,,25-30,2,A. Brooks makes 2-pt shot at rim
7:48.0,J. Crawford makes 2-pt shot from 18 ft,2,27-30,,
7:48.0,Violation by Team (jump ball),,27-30,,
7:35.0,,,27-30,,A. Brooks misses 3-pt shot from 27 ft
7:35.0,Defensive rebound by M. Speights,,27-30,,
7:22.0,J. Crawford misses 2-pt shot from 20 ft,,27-30,,
7:21.0,,,27-30,,Defensive rebound by R. Stuckey
7:16.0,,,27-30,,Turnover by G. Robinson (lost ball; steal by R. Felton)
7:10.0,R. Felton misses 2-pt shot from 8 ft,,27-30,,
7:10.0,,,27-30,,Defensive rebound by M. Turner
6:54.0,,,27-30,,G. Robinson misses 2-pt shot from 19 ft
6:53.0,,,27-30,,Offensive rebound by T. Young
6:53.0,,,27-30,,T. Young misses 2-pt shot from 1 ft
6:52.0,Defensive rebound by Team,,27-30,,
6:52.0,D. Jordan enters the game for M. Speights,,27-30,,
6:52.0,C. Paul enters the game for R. Felton,,27-30,,
6:52.0,B. Griffin enters the game for W. Johnson,,27-30,,
6:31.0,B. Griffin misses 3-pt shot from 25 ft,,27-30,,
6:31.0,,,27-30,,Defensive rebound by M. Turner
6:14.0,,,27-33,3,T. Young makes 3-pt shot from 28 ft (assist by A. Brooks)
5:51.0,A. Rivers misses 3-pt shot from 24 ft,,27-33,,
5:50.0,Offensive rebound by Team,,27-33,,
5:50.0,Official timeout,,27-33,,
5:50.0,J. Redick enters the game for A. Rivers,,27-33,,
5:50.0,,,27-33,,M. Ellis enters the game for R. Stuckey
5:50.0,,,27-33,,J. Teague enters the game for A. Brooks
5:37.0,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul),3,30-33,,
5:15.0,,,30-33,,Turnover by T. Young (lost ball; steal by D. Jordan)
5:06.0,J. Redick misses 3-pt shot from 24 ft,,30-33,,
5:05.0,,,30-33,,Defensive rebound by G. Robinson
4:54.0,,,30-33,,T. Young misses 3-pt shot from 27 ft
4:53.0,Defensive rebound by C. Paul,,30-33,,
4:35.0,B. Griffin makes 2-pt shot from 19 ft (assist by J. Crawford),2,32-33,,
4:27.0,,,32-33,,J. Teague misses 2-pt shot from 1 ft
4:26.0,Defensive rebound by D. Jordan,,32-33,,
4:20.0,J. Redick misses 3-pt shot from 26 ft,,32-33,,
4:20.0,,,32-33,,Defensive rebound by M. Turner
4:09.0,,,32-35,2,M. Turner makes 2-pt shot from 19 ft (assist by G. Robinson)
3:52.0,C. Paul misses 3-pt shot from 27 ft,,32-35,,
3:51.0,,,32-35,,Defensive rebound by M. Turner
3:42.0,,,32-38,3,M. Turner makes 3-pt shot from 27 ft (assist by J. Teague)
3:21.0,B. Griffin makes 2-pt shot from 3 ft,2,34-38,,
3:07.0,,,34-40,2,T. Young makes 2-pt shot from 2 ft (assist by J. Teague)
3:00.0,LA Clippers full timeout,,34-40,,
2:43.0,B. Griffin makes 2-pt shot from 18 ft (assist by J. Redick),2,36-40,,
2:23.0,,,36-42,2,M. Turner makes 2-pt shot from 3 ft (assist by T. Young)
1:59.0,B. Griffin makes 2-pt shot from 4 ft,2,38-42,,
1:48.0,,,38-42,,M. Turner misses 3-pt shot from 27 ft
1:48.0,Defensive rebound by B. Griffin,,38-42,,
1:40.0,J. Crawford misses 2-pt shot from 18 ft,,38-42,,
1:40.0,,,38-42,,Defensive rebound by T. Young
1:29.0,,,38-44,2,T. Young makes 2-pt shot from 8 ft (assist by J. Teague)
1:11.0,B. Griffin misses 2-pt shot from 20 ft,,38-44,,
1:11.0,,,38-44,,Defensive rebound by J. Teague
1:00.0,,,38-44,,Shooting foul by B. Griffin (drawn by G. Robinson)
1:00.0,,,38-45,1,G. Robinson makes free throw 1 of 2
1:00.0,,,38-46,1,G. Robinson makes free throw 2 of 2
1:00.0,,,38-45,,A. Jefferson enters the game for M. Turner
0:52.0,Turnover by J. Redick (bad pass; steal by T. Young),,38-46,,
0:43.0,,,38-48,2,A. Jefferson makes 2-pt shot from 1 ft (assist by M. Ellis)
0:34.0,C. Paul makes 2-pt shot from 9 ft,2,40-48,,
0:23.0,,,40-50,2,A. Jefferson makes 2-pt shot from 18 ft (assist by J. Teague)
0:07.0,,,40-50,,Personal take foul by J. Teague (drawn by C. Paul)
0:07.0,,,40-50,,L. Allen enters the game for A. Jefferson
0:07.0,,,40-50,,R. Stuckey enters the game for J. Teague
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,40-50,,J. Teague misses 3-pt shot from 25 ft
11:47.0,Defensive rebound by D. Jordan,,40-50,,
11:31.0,Shooting foul by J. Teague (drawn by B. Griffin),,40-50,,
11:31.0,B. Griffin makes free throw 1 of 2,1,41-50,,
11:31.0,B. Griffin makes free throw 2 of 2,1,42-50,,
11:09.0,,,42-52,2,J. Teague makes 2-pt shot from 1 ft
10:52.0,C. Paul misses 2-pt shot from 18 ft,,42-52,,
10:52.0,,,42-52,,Defensive rebound by G. Robinson
10:38.0,,,42-52,,Turnover by M. Ellis (lost ball; steal by L. Mbah a Moute)
10:33.0,J. Redick misses 2-pt shot from 1 ft (block by J. Teague),,42-52,,
10:33.0,Offensive rebound by Team,,42-52,,
10:25.0,J. Redick misses 3-pt shot from 27 ft,,42-52,,
10:25.0,,,42-52,,Defensive rebound by M. Turner
10:10.0,,,42-55,3,J. Teague makes 3-pt shot from 28 ft (assist by M. Turner)
9:47.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,42-55,,
9:47.0,,,42-55,,Defensive rebound by M. Turner
9:33.0,,,42-57,2,M. Turner makes 2-pt shot from 8 ft (assist by J. Teague)
9:23.0,Turnover by J. Redick (lost ball; steal by M. Ellis),,42-57,,
9:21.0,Personal take foul by D. Jordan (drawn by J. Teague),,42-57,,
9:12.0,,,42-57,,M. Turner misses 2-pt shot from 21 ft
9:12.0,Defensive rebound by D. Jordan,,42-57,,
8:56.0,C. Paul makes 2-pt shot from 13 ft,2,44-57,,
8:30.0,,,44-59,2,M. Ellis makes 2-pt shot from 2 ft
8:24.0,,,44-59,,Personal block foul by J. Teague (drawn by C. Paul)
8:24.0,,,44-59,,R. Stuckey enters the game for J. Teague
8:08.0,,,44-59,,Personal block foul by T. Young (drawn by J. Redick)
8:08.0,J. Crawford enters the game for L. Mbah a Moute,,44-59,,
8:04.0,Turnover by B. Griffin (traveling),,44-59,,
7:49.0,,,44-59,,M. Turner misses 2-pt shot from 20 ft
7:48.0,Defensive rebound by D. Jordan,,44-59,,
7:38.0,B. Griffin misses 2-pt shot from 18 ft,,44-59,,
7:34.0,,,44-59,,Defensive rebound by R. Stuckey
7:30.0,,,44-59,,Turnover by R. Stuckey (lost ball; steal by C. Paul)
7:17.0,C. Paul misses 3-pt shot from 26 ft,,44-59,,
7:16.0,Offensive rebound by B. Griffin,,44-59,,
7:03.0,J. Crawford misses 3-pt shot from 23 ft,,44-59,,
7:01.0,,,44-59,,Defensive rebound by M. Turner
6:47.0,,,44-62,3,G. Robinson makes 3-pt shot from 24 ft (assist by M. Turner)
6:46.0,LA Clippers full timeout,,44-62,,
6:32.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,46-62,,
6:11.0,,,46-62,,T. Young misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by J. Redick,,46-62,,
6:00.0,B. Griffin misses 2-pt shot from 3 ft,,46-62,,
6:00.0,Offensive rebound by B. Griffin,,46-62,,
6:00.0,Shooting foul by M. Turner (drawn by B. Griffin),,46-62,,
6:00.0,B. Griffin makes free throw 1 of 2,1,47-62,,
6:00.0,B. Griffin makes free throw 2 of 2,1,48-62,,
5:39.0,,,48-64,2,G. Robinson makes 2-pt shot from 22 ft
5:19.0,J. Crawford misses 3-pt shot from 24 ft,,48-64,,
5:19.0,,,48-64,,Defensive rebound by T. Young
5:09.0,,,48-64,,Offensive foul by T. Young
5:09.0,,,48-64,,Turnover by T. Young (offensive foul)
5:09.0,,,48-64,,A. Jefferson enters the game for M. Turner
4:55.0,B. Griffin misses 2-pt shot from 20 ft,,48-64,,
4:54.0,Offensive rebound by D. Jordan,,48-64,,
4:50.0,J. Crawford misses 2-pt shot from 13 ft,,48-64,,
4:49.0,,,48-64,,Defensive rebound by Team
4:35.0,,,48-64,,M. Ellis misses 2-pt shot from 19 ft
4:34.0,Defensive rebound by D. Jordan,,48-64,,
4:16.0,C. Paul misses 3-pt shot from 27 ft,,48-64,,
4:15.0,,,48-64,,Defensive rebound by T. Young
3:58.0,,,48-66,2,R. Stuckey makes 2-pt shot from 17 ft
3:43.0,,,48-66,,Def 3 sec tech foul by R. Stuckey
3:43.0,C. Paul makes technical free throw,1,49-66,,
3:43.0,A. Rivers enters the game for J. Redick,,49-66,,
3:38.0,,,49-66,,Personal foul by A. Jefferson (drawn by C. Paul)
3:38.0,C. Paul makes free throw 1 of 2,1,50-66,,
3:38.0,C. Paul makes free throw 2 of 2,1,51-66,,
3:28.0,,,51-66,,Shooting foul by D. Jordan (drawn by R. Stuckey)
3:28.0,,,51-67,1,R. Stuckey makes free throw 1 of 2
3:28.0,,,51-68,1,R. Stuckey makes free throw 2 of 2
3:28.0,,,51-67,,L. Allen enters the game for T. Young
3:20.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,53-68,,
3:20.0,Shooting foul by M. Ellis (drawn by D. Jordan),,53-68,,
3:20.0,D. Jordan misses free throw 1 of 1,,53-68,,
3:20.0,,,53-68,,Defensive rebound by A. Jefferson
3:19.0,,,53-68,,Indiana full timeout
3:19.0,,,53-68,,A. Brooks enters the game for M. Ellis
3:00.0,,,53-68,,A. Jefferson misses 2-pt shot from 10 ft (block by D. Jordan)
2:59.0,,,53-68,,Offensive rebound by Team
2:54.0,,,53-68,,R. Stuckey misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by D. Jordan,,53-68,,
2:44.0,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin),2,55-68,,
2:25.0,,,55-70,2,A. Jefferson makes 2-pt shot from 18 ft (assist by A. Brooks)
2:11.0,Shooting foul by R. Stuckey (drawn by C. Paul),,55-70,,
2:11.0,C. Paul makes free throw 1 of 2,1,56-70,,
2:11.0,C. Paul makes free throw 2 of 2,1,57-70,,
1:57.0,,,57-72,2,R. Stuckey makes 2-pt shot from 1 ft (assist by L. Allen)
1:39.0,J. Crawford misses 2-pt shot from 1 ft,,57-72,,
1:38.0,,,57-72,,Defensive rebound by A. Jefferson
1:25.0,,,57-74,2,A. Jefferson makes 2-pt shot from 9 ft (assist by R. Stuckey)
1:06.0,Shooting foul by G. Robinson (drawn by D. Jordan),,57-74,,
1:06.0,D. Jordan misses free throw 1 of 2,,57-74,,
1:06.0,Offensive rebound by Team,,57-74,,
1:06.0,D. Jordan makes free throw 2 of 2,1,58-74,,
1:06.0,M. Speights enters the game for B. Griffin,,57-74,,
1:06.0,R. Felton enters the game for J. Crawford,,57-74,,
0:53.0,,,58-74,,L. Allen misses 2-pt shot from 1 ft
0:52.0,,,58-74,,Offensive rebound by A. Jefferson
0:52.0,,,58-74,,A. Jefferson misses 2-pt shot from 1 ft
0:51.0,,,58-74,,Offensive rebound by R. Stuckey
0:48.0,,,58-76,2,R. Stuckey makes 2-pt shot from 11 ft
0:38.0,R. Felton misses 2-pt shot from 20 ft,,58-76,,
0:38.0,,,58-76,,Defensive rebound by G. Robinson
0:16.0,,,58-76,,A. Brooks misses 2-pt shot from 11 ft
0:15.0,,,58-76,,Offensive rebound by A. Brooks
0:00.0,,,58-76,,R. Stuckey misses 2-pt shot from 11 ft (block by D. Jordan)
0:00.0,,,58-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,M. Speights misses 3-pt shot from 27 ft,,58-76,,
11:47.0,,,58-76,,Defensive rebound by R. Stuckey
11:25.0,,,58-79,3,M. Ellis makes 3-pt shot from 26 ft
11:11.0,Shooting foul by A. Jefferson (drawn by A. Rivers),,58-79,,
11:11.0,A. Rivers makes free throw 1 of 2,1,59-79,,
11:11.0,A. Rivers makes free throw 2 of 2,1,60-79,,
10:49.0,,,60-81,2,A. Jefferson makes 2-pt shot from 4 ft
10:38.0,,,60-81,,Personal foul by A. Jefferson (drawn by M. Speights)
10:33.0,A. Rivers misses 2-pt shot from 9 ft,,60-81,,
10:32.0,,,60-81,,Defensive rebound by A. Jefferson
10:21.0,,,60-81,,A. Jefferson misses 2-pt shot from 20 ft
10:21.0,Defensive rebound by Team,,60-81,,
10:13.0,J. Crawford makes 2-pt shot from 17 ft,2,62-81,,
9:45.0,,,62-81,,A. Jefferson misses 2-pt shot from 16 ft
9:44.0,,,62-81,,Offensive rebound by A. Brooks
9:39.0,Personal foul by R. Felton (drawn by R. Stuckey),,62-81,,
9:39.0,,,62-81,,M. Turner enters the game for A. Jefferson
9:27.0,,,62-81,,Turnover by R. Stuckey (bad pass; steal by A. Rivers)
9:22.0,M. Speights misses 2-pt shot from 4 ft (block by M. Ellis),,62-81,,
9:22.0,Offensive rebound by Team,,62-81,,
9:19.0,W. Johnson misses 2-pt shot from 17 ft,,62-81,,
9:18.0,,,62-81,,Defensive rebound by M. Ellis
9:04.0,,,62-81,,Turnover by A. Brooks (bad pass; steal by M. Speights)
8:58.0,Turnover by W. Johnson (bad pass),,62-81,,
8:58.0,Official timeout,,62-81,,
8:58.0,B. Griffin enters the game for W. Johnson,,62-81,,
8:58.0,,,62-81,,T. Young enters the game for L. Allen
8:58.0,,,62-81,,J. Teague enters the game for A. Brooks
8:39.0,,,62-81,,M. Turner misses 2-pt shot from 11 ft
8:38.0,Defensive rebound by M. Speights,,62-81,,
8:35.0,,,62-81,,Personal foul by M. Ellis (drawn by B. Griffin)
8:14.0,J. Crawford makes 2-pt shot from 14 ft,2,64-81,,
8:04.0,Personal foul by R. Felton (drawn by R. Stuckey),,64-81,,
7:57.0,Personal foul by R. Felton (drawn by J. Teague),,64-81,,
7:46.0,,,64-81,,M. Turner misses 3-pt shot from 27 ft
7:45.0,Defensive rebound by B. Griffin,,64-81,,
7:36.0,J. Crawford misses 2-pt shot from 20 ft,,64-81,,
7:36.0,,,64-81,,Defensive rebound by M. Turner
7:28.0,,,64-81,,R. Stuckey misses 2-pt shot from 19 ft
7:27.0,Defensive rebound by B. Griffin,,64-81,,
7:21.0,M. Speights makes 2-pt shot at rim (assist by B. Griffin),2,66-81,,
7:05.0,,,66-81,,T. Young misses 2-pt shot from 2 ft
7:04.0,,,66-81,,Offensive rebound by M. Turner
7:04.0,,,66-83,2,M. Turner makes 2-pt shot at rim
7:04.0,LA Clippers full timeout,,66-83,,
7:04.0,,,66-83,,G. Robinson enters the game for R. Stuckey
7:04.0,C. Paul enters the game for R. Felton,,66-83,,
7:04.0,D. Jordan enters the game for M. Speights,,66-83,,
6:48.0,B. Griffin misses 2-pt shot from 18 ft,,66-83,,
6:48.0,,,66-83,,Defensive rebound by M. Ellis
6:35.0,,,66-83,,Turnover by M. Turner (bad pass)
6:19.0,B. Griffin makes 2-pt shot from 19 ft (assist by J. Crawford),2,68-83,,
6:04.0,,,68-83,,Turnover by T. Young (traveling)
5:54.0,B. Griffin misses 2-pt shot from 19 ft,,68-83,,
5:53.0,,,68-83,,Defensive rebound by M. Ellis
5:47.0,,,68-85,2,T. Young makes 2-pt shot from 1 ft (assist by J. Teague)
5:32.0,C. Paul misses 2-pt shot from 18 ft,,68-85,,
5:31.0,,,68-85,,Defensive rebound by J. Teague
5:21.0,,,68-87,2,J. Teague makes 2-pt shot from 13 ft
4:58.0,Offensive foul by D. Jordan,,68-87,,
4:58.0,Turnover by D. Jordan (offensive foul),,68-87,,
4:58.0,R. Felton enters the game for J. Crawford,,68-87,,
4:44.0,,,68-87,,G. Robinson misses 2-pt shot from 19 ft
4:44.0,Defensive rebound by B. Griffin,,68-87,,
4:33.0,B. Griffin misses 2-pt shot from 3 ft,,68-87,,
4:33.0,,,68-87,,Defensive rebound by T. Young
4:26.0,,,68-87,,M. Ellis misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by D. Jordan,,68-87,,
4:06.0,C. Paul misses 3-pt shot from 28 ft,,68-87,,
4:05.0,Offensive rebound by B. Griffin,,68-87,,
4:05.0,,,68-87,,Personal foul by J. Teague (drawn by B. Griffin)
4:05.0,J. Crawford enters the game for B. Griffin,,68-87,,
4:05.0,W. Johnson enters the game for D. Jordan,,68-87,,
4:05.0,M. Speights enters the game for C. Paul,,68-87,,
4:05.0,,,68-87,,R. Stuckey enters the game for M. Turner
4:05.0,,,68-87,,A. Jefferson enters the game for J. Teague
3:57.0,W. Johnson misses 3-pt shot from 23 ft,,68-87,,
3:56.0,,,68-87,,Defensive rebound by M. Ellis
3:36.0,,,68-89,2,T. Young makes 2-pt shot from 3 ft (assist by A. Jefferson)
3:19.0,M. Speights misses 3-pt shot from 27 ft,,68-89,,
3:19.0,,,68-89,,Defensive rebound by G. Robinson
3:04.0,,,68-89,,A. Jefferson misses 2-pt shot from 15 ft
3:04.0,Defensive rebound by W. Johnson,,68-89,,
2:57.0,Turnover by A. Rivers (lost ball),,68-89,,
2:57.0,,,68-89,,Indiana full timeout
2:57.0,B. Bass enters the game for W. Johnson,,68-89,,
2:42.0,,,68-89,,M. Ellis misses 2-pt shot from 14 ft
2:41.0,Defensive rebound by M. Speights,,68-89,,
