time,Orlando,pts.away,score,pts.home,Charlotte
4:20.0,,,14-16,,Charlotte full timeout
4:20.0,,,14-16,,M. Belinelli enters the game for M. Kidd-Gilchrist
4:20.0,,,14-16,,F. Kaminsky enters the game for M. Williams
4:20.0,N. Vucevic enters the game for S. Ibaka,,14-16,,
4:20.0,E. Payton enters the game for D. Augustin,,14-16,,
4:15.0,,,14-18,2,N. Batum makes 2-pt shot from 19 ft
4:00.0,N. Vucevic misses 2-pt shot from 18 ft,,14-18,,
3:58.0,,,14-18,,Defensive rebound by C. Zeller
3:45.0,,,14-18,,Shooting foul by N. Vucevic (drawn by F. Kaminsky)
3:45.0,,,14-19,1,F. Kaminsky makes free throw 1 of 2
3:45.0,,,14-20,1,F. Kaminsky makes free throw 2 of 2
3:45.0,,,14-19,,R. Sessions enters the game for K. Walker
3:32.0,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton),2,16-20,,
3:17.0,,,16-20,,N. Batum misses 2-pt shot from 20 ft
3:16.0,Defensive rebound by E. Payton,,16-20,,
3:08.0,B. Biyombo makes 2-pt shot at rim (assist by E. Payton),2,18-20,,
2:46.0,,,18-20,,M. Belinelli misses 2-pt shot from 18 ft
2:45.0,Defensive rebound by E. Payton,,18-20,,
2:26.0,J. Green misses 3-pt shot from 23 ft,,18-20,,
2:24.0,Offensive rebound by A. Gordon,,18-20,,
2:16.0,N. Vucevic misses 2-pt shot from 11 ft,,18-20,,
2:14.0,Offensive rebound by E. Payton,,18-20,,
2:14.0,Turnover by E. Payton (lost ball),,18-20,,
2:14.0,,,18-20,,R. Hibbert enters the game for C. Zeller
2:00.0,,,18-20,,R. Hibbert misses 2-pt shot from 18 ft
1:59.0,Defensive rebound by J. Green,,18-20,,
1:37.0,B. Biyombo makes 2-pt shot from 18 ft,2,20-20,,
1:25.0,,,20-20,,Turnover by R. Sessions (bad pass)
1:25.0,S. Ibaka enters the game for B. Biyombo,,20-20,,
1:25.0,J. Meeks enters the game for A. Gordon,,20-20,,
1:14.0,Shooting foul by R. Hibbert (drawn by N. Vucevic),,20-20,,
1:14.0,N. Vucevic makes free throw 1 of 2,1,21-20,,
1:14.0,N. Vucevic misses free throw 2 of 2,,21-20,,
1:13.0,,,21-20,,Defensive rebound by N. Batum
1:00.0,,,21-20,,N. Batum misses 2-pt shot from 13 ft
1:00.0,Defensive rebound by N. Vucevic,,21-20,,
0:41.0,J. Meeks misses 3-pt shot from 25 ft,,21-20,,
0:38.0,Offensive rebound by J. Green,,21-20,,
0:31.0,E. Payton misses 2-pt shot from 8 ft,,21-20,,
0:28.0,,,21-20,,Defensive rebound by N. Batum
0:10.0,,,21-20,,R. Sessions misses 2-pt shot from 2 ft
0:09.0,Defensive rebound by S. Ibaka,,21-20,,
0:04.0,J. Meeks misses 2-pt shot from 1 ft,,21-20,,
0:03.0,,,21-20,,Defensive rebound by F. Kaminsky
0:00.0,,,21-20,,F. Kaminsky misses 3-pt shot from 32 ft
0:00.0,,,21-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-20,,R. Hibbert misses 2-pt shot from 5 ft
11:41.0,Defensive rebound by N. Vucevic,,21-20,,
11:26.0,S. Ibaka misses 2-pt shot from 17 ft,,21-20,,
11:25.0,,,21-20,,Defensive rebound by J. Lamb
11:15.0,,,21-22,2,J. Lamb makes 2-pt shot from 17 ft
10:54.0,S. Ibaka makes 3-pt shot from 25 ft (assist by J. Green),3,24-22,,
10:41.0,,,24-24,2,R. Sessions makes 2-pt shot at rim
10:36.0,Shooting foul by J. Lamb (drawn by S. Ibaka),,24-24,,
10:36.0,S. Ibaka makes free throw 1 of 2,1,25-24,,
10:36.0,S. Ibaka makes free throw 2 of 2,1,26-24,,
10:22.0,,,26-24,,R. Hibbert misses 2-pt shot from 6 ft
10:21.0,Defensive rebound by S. Ibaka,,26-24,,
10:10.0,N. Vucevic misses 2-pt shot from 6 ft,,26-24,,
10:08.0,Offensive rebound by S. Ibaka,,26-24,,
10:08.0,S. Ibaka misses 2-pt shot at rim,,26-24,,
10:05.0,,,26-24,,Defensive rebound by R. Hibbert
9:55.0,,,26-26,2,R. Sessions makes 2-pt shot from 1 ft
9:46.0,E. Payton misses 2-pt shot from 8 ft,,26-26,,
9:45.0,,,26-26,,Defensive rebound by R. Sessions
9:31.0,,,26-26,,M. Belinelli misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by J. Meeks,,26-26,,
9:23.0,J. Green misses 2-pt shot from 2 ft,,26-26,,
9:21.0,Offensive rebound by S. Ibaka,,26-26,,
9:21.0,S. Ibaka makes 2-pt shot from 4 ft,2,28-26,,
9:04.0,,,28-28,2,M. Belinelli makes 2-pt shot from 17 ft (assist by R. Sessions)
8:53.0,,,28-28,,Personal foul by M. Belinelli (drawn by J. Green)
8:53.0,Official timeout,,28-28,,
8:53.0,,,28-28,,K. Walker enters the game for R. Sessions
8:53.0,E. Fournier enters the game for J. Green,,28-28,,
8:37.0,N. Vucevic misses 2-pt shot from 17 ft (block by R. Hibbert),,28-28,,
8:36.0,,,28-28,,Defensive rebound by J. Lamb
8:24.0,,,28-31,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by K. Walker)
8:12.0,N. Vucevic misses 2-pt shot from 18 ft,,28-31,,
8:11.0,,,28-31,,Defensive rebound by J. Lamb
7:58.0,,,28-31,,R. Hibbert misses 2-pt shot from 12 ft
7:56.0,Defensive rebound by N. Vucevic,,28-31,,
7:50.0,S. Ibaka misses 3-pt shot from 25 ft,,28-31,,
7:47.0,,,28-31,,Defensive rebound by R. Hibbert
7:33.0,,,28-31,,F. Kaminsky misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by N. Vucevic,,28-31,,
7:23.0,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton),2,30-31,,
7:08.0,,,30-33,2,K. Walker makes 2-pt shot at rim
6:56.0,Turnover by E. Payton (bad pass; steal by K. Walker),,30-33,,
6:51.0,,,30-35,2,K. Walker makes 2-pt shot from 1 ft
6:36.0,E. Payton misses 2-pt shot from 10 ft,,30-35,,
6:35.0,,,30-35,,Defensive rebound by F. Kaminsky
6:25.0,,,30-35,,Turnover by K. Walker (bad pass; steal by J. Meeks)
6:19.0,E. Fournier makes 2-pt shot at rim (assist by J. Meeks),2,32-35,,
6:18.0,Technical foul by E. Fournier,,32-35,,
6:18.0,,,32-36,1,M. Belinelli makes technical free throw
6:06.0,,,32-36,,M. Belinelli misses 2-pt shot from 19 ft
6:04.0,,,32-36,,Offensive rebound by J. Lamb
6:03.0,,,32-36,,Shooting foul by J. Meeks (drawn by R. Hibbert)
6:03.0,,,32-36,,R. Hibbert misses free throw 1 of 2
6:03.0,,,32-36,,Offensive rebound by Team
6:03.0,,,32-37,1,R. Hibbert makes free throw 2 of 2
6:03.0,,,32-36,,M. Kidd-Gilchrist enters the game for M. Belinelli
6:03.0,,,32-36,,M. Williams enters the game for F. Kaminsky
6:03.0,J. Green enters the game for S. Ibaka,,32-36,,
6:03.0,A. Gordon enters the game for J. Meeks,,32-36,,
5:52.0,E. Payton misses 2-pt shot from 3 ft (block by R. Hibbert),,32-37,,
5:50.0,Offensive rebound by E. Payton,,32-37,,
5:50.0,E. Payton makes 2-pt shot at rim,2,34-37,,
5:35.0,,,34-39,2,J. Lamb makes 2-pt shot from 17 ft
5:10.0,E. Fournier misses 3-pt shot from 26 ft,,34-39,,
5:09.0,,,34-39,,Defensive rebound by R. Hibbert
4:51.0,,,34-41,2,M. Kidd-Gilchrist makes 2-pt shot from 11 ft (assist by J. Lamb)
4:51.0,Orlando full timeout,,34-41,,
4:51.0,,,34-41,,C. Zeller enters the game for R. Hibbert
4:51.0,,,34-41,,N. Batum enters the game for J. Lamb
4:38.0,N. Vucevic misses 2-pt shot from 20 ft,,34-41,,
4:36.0,,,34-41,,Defensive rebound by M. Kidd-Gilchrist
4:19.0,,,34-41,,K. Walker misses 2-pt shot from 8 ft
4:18.0,,,34-41,,Offensive rebound by M. Kidd-Gilchrist
4:14.0,,,34-44,3,N. Batum makes 3-pt shot from 25 ft (assist by M. Kidd-Gilchrist)
3:59.0,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton),3,37-44,,
3:43.0,,,37-46,2,C. Zeller makes 2-pt shot from 2 ft (assist by N. Batum)
3:16.0,E. Payton makes 2-pt shot from 3 ft,2,39-46,,
2:59.0,,,39-48,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
2:39.0,E. Fournier makes 2-pt shot from 7 ft (assist by E. Payton),2,41-48,,
2:19.0,,,41-48,,Turnover by N. Batum (bad pass)
2:19.0,,,41-48,,Charlotte full timeout
2:19.0,D. Augustin enters the game for E. Payton,,41-48,,
2:19.0,B. Biyombo enters the game for N. Vucevic,,41-48,,
2:06.0,E. Fournier misses 2-pt shot from 1 ft,,41-48,,
2:06.0,,,41-48,,Defensive rebound by Team
2:06.0,Loose ball foul by B. Biyombo (drawn by C. Zeller),,41-48,,
1:52.0,,,41-50,2,K. Walker makes 2-pt shot from 1 ft (assist by N. Batum)
1:37.0,B. Biyombo misses 2-pt shot from 7 ft,,41-50,,
1:36.0,,,41-50,,Defensive rebound by C. Zeller
1:31.0,,,41-52,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
1:30.0,Orlando full timeout,,41-52,,
1:13.0,J. Green misses 2-pt shot from 10 ft,,41-52,,
1:10.0,,,41-52,,Defensive rebound by M. Kidd-Gilchrist
0:56.0,,,41-52,,N. Batum misses 2-pt shot from 16 ft
0:54.0,,,41-52,,Offensive rebound by M. Williams
0:54.0,,,41-52,,M. Williams misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by E. Fournier,,41-52,,
0:45.0,A. Gordon makes 3-pt shot from 24 ft (assist by J. Green),3,44-52,,
0:32.0,,,44-52,,Turnover by C. Zeller (bad pass)
0:32.0,E. Payton enters the game for E. Fournier,,44-52,,
0:32.0,S. Ibaka enters the game for B. Biyombo,,44-52,,
0:15.0,A. Gordon makes 2-pt shot from 16 ft,2,46-52,,
0:03.0,,,46-52,,K. Walker misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by J. Green,,46-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,46-52,,K. Walker misses 2-pt shot from 19 ft
11:50.0,Defensive rebound by B. Biyombo,,46-52,,
11:38.0,Offensive foul by B. Biyombo,,46-52,,
11:38.0,Turnover by B. Biyombo (offensive foul),,46-52,,
11:20.0,,,46-52,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
11:19.0,,,46-52,,Offensive rebound by M. Kidd-Gilchrist
11:15.0,,,46-55,3,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker)
10:59.0,A. Gordon misses 2-pt shot from 8 ft,,46-55,,
10:58.0,Offensive rebound by B. Biyombo,,46-55,,
10:58.0,B. Biyombo makes 2-pt shot from 1 ft,2,48-55,,
10:58.0,Shooting foul by C. Zeller (drawn by B. Biyombo),,48-55,,
10:58.0,B. Biyombo misses free throw 1 of 1,,48-55,,
10:55.0,,,48-55,,Defensive rebound by M. Williams
10:39.0,,,48-57,2,K. Walker makes 2-pt shot from 1 ft (assist by C. Zeller)
10:33.0,S. Ibaka misses 2-pt shot from 20 ft,,48-57,,
10:31.0,,,48-57,,Defensive rebound by M. Williams
10:12.0,,,48-57,,N. Batum misses 2-pt shot from 21 ft
10:11.0,,,48-57,,Offensive rebound by M. Kidd-Gilchrist
10:10.0,,,48-57,,Shooting foul by D. Augustin (drawn by M. Kidd-Gilchrist)
10:10.0,,,48-58,1,M. Kidd-Gilchrist makes free throw 1 of 2
10:10.0,,,48-59,1,M. Kidd-Gilchrist makes free throw 2 of 2
9:55.0,Turnover by B. Biyombo (3 sec),,48-59,,
9:36.0,,,48-62,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
9:15.0,D. Augustin makes 3-pt shot from 25 ft (assist by A. Gordon),3,51-62,,
9:01.0,,,51-62,,Turnover by K. Walker (bad pass; steal by D. Augustin)
8:54.0,D. Augustin misses 3-pt shot from 25 ft,,51-62,,
8:53.0,,,51-62,,Defensive rebound by M. Kidd-Gilchrist
8:49.0,,,51-62,,Shooting foul by B. Biyombo (drawn by C. Zeller)
8:49.0,,,51-63,1,C. Zeller makes free throw 1 of 2
8:49.0,,,51-63,,C. Zeller misses free throw 2 of 2
8:49.0,N. Vucevic enters the game for B. Biyombo,,51-63,,
8:48.0,Defensive rebound by D. Augustin,,51-63,,
8:28.0,E. Fournier misses 3-pt shot from 25 ft,,51-63,,
8:26.0,,,51-63,,Defensive rebound by N. Batum
8:10.0,,,51-63,,K. Walker misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by S. Ibaka,,51-63,,
7:48.0,E. Fournier makes 2-pt shot from 2 ft (assist by S. Ibaka),2,53-63,,
7:31.0,,,53-65,2,C. Zeller makes 2-pt shot from 10 ft (assist by N. Batum)
7:04.0,D. Augustin makes 3-pt shot from 24 ft (assist by S. Ibaka),3,56-65,,
6:31.0,,,56-65,,K. Walker misses 2-pt shot from 16 ft
6:30.0,,,56-65,,Offensive rebound by N. Batum
6:26.0,,,56-68,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
6:26.0,Orlando full timeout,,56-68,,
6:05.0,D. Augustin misses 3-pt shot from 26 ft,,56-68,,
6:05.0,Offensive rebound by Team,,56-68,,
5:51.0,N. Vucevic makes 2-pt shot from 19 ft (assist by D. Augustin),2,58-68,,
5:27.0,,,58-71,3,N. Batum makes 3-pt shot from 25 ft
5:17.0,E. Payton enters the game for D. Augustin,,58-71,,
5:17.0,,,58-71,,M. Belinelli enters the game for M. Kidd-Gilchrist
5:17.0,,,58-71,,F. Kaminsky enters the game for M. Williams
5:17.0,J. Green enters the game for A. Gordon,,58-71,,
5:04.0,E. Payton misses 3-pt shot from 25 ft,,58-71,,
5:02.0,,,58-71,,Defensive rebound by M. Belinelli
4:54.0,,,58-71,,C. Zeller misses 2-pt shot from 2 ft (block by E. Payton)
4:53.0,,,58-71,,Offensive rebound by C. Zeller
4:53.0,,,58-73,2,C. Zeller makes 2-pt shot from 1 ft
4:37.0,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton),3,61-73,,
4:26.0,,,61-75,2,K. Walker makes 2-pt shot from 1 ft
4:17.0,S. Ibaka misses 3-pt shot from 25 ft,,61-75,,
4:16.0,,,61-75,,Defensive rebound by N. Batum
4:11.0,Violation by J. Green (kicked ball),,61-75,,
4:11.0,,,61-75,,R. Sessions enters the game for K. Walker
4:11.0,,,61-75,,R. Hibbert enters the game for C. Zeller
4:04.0,,,61-75,,Shooting foul by N. Vucevic (drawn by R. Hibbert)
4:04.0,,,61-75,,R. Hibbert misses free throw 1 of 2
4:04.0,,,61-75,,Offensive rebound by Team
4:04.0,,,61-75,,R. Hibbert misses free throw 2 of 2
4:03.0,Defensive rebound by J. Green,,61-75,,
3:52.0,N. Vucevic misses 2-pt shot from 21 ft,,61-75,,
3:51.0,,,61-75,,Defensive rebound by N. Batum
3:33.0,,,61-78,3,R. Sessions makes 3-pt shot from 25 ft (assist by F. Kaminsky)
3:19.0,E. Fournier misses 3-pt shot from 24 ft,,61-78,,
3:18.0,,,61-78,,Defensive rebound by N. Batum
3:14.0,,,61-80,2,M. Belinelli makes 2-pt shot from 1 ft (assist by N. Batum)
3:14.0,Orlando full timeout,,61-80,,
2:51.0,E. Fournier makes 2-pt shot from 8 ft (assist by N. Vucevic),2,63-80,,
2:36.0,,,63-80,,F. Kaminsky misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by S. Ibaka,,63-80,,
2:20.0,E. Payton misses 3-pt shot from 23 ft,,63-80,,
2:19.0,,,63-80,,Defensive rebound by F. Kaminsky
2:12.0,,,63-83,3,R. Sessions makes 3-pt shot from 25 ft (assist by M. Belinelli)
2:04.0,E. Payton makes 2-pt shot at rim,2,65-83,,
2:04.0,,,65-83,,Charlotte full timeout
2:04.0,A. Gordon enters the game for S. Ibaka,,65-83,,
1:52.0,,,65-83,,Shooting foul by A. Gordon (drawn by R. Hibbert)
1:52.0,,,65-84,1,R. Hibbert makes free throw 1 of 2
1:52.0,,,65-85,1,R. Hibbert makes free throw 2 of 2
1:42.0,Shooting foul by N. Batum (drawn by J. Green),,65-85,,
1:42.0,J. Green makes 2-pt shot from 1 ft (assist by N. Vucevic),2,67-85,,
1:42.0,J. Green makes free throw 1 of 1,1,68-85,,
1:20.0,,,68-87,2,R. Sessions makes 2-pt shot from 14 ft
1:02.0,J. Green misses 2-pt shot from 15 ft,,68-87,,
1:02.0,,,68-87,,Defensive rebound by R. Hibbert
0:56.0,,,68-87,,Shooting foul by N. Vucevic (drawn by F. Kaminsky)
0:56.0,,,68-87,,F. Kaminsky misses free throw 1 of 2
0:56.0,,,68-87,,Offensive rebound by Team
0:56.0,,,68-88,1,F. Kaminsky makes free throw 2 of 2
0:42.0,E. Payton makes 2-pt shot from 1 ft,2,70-88,,
0:34.0,,,70-88,,Turnover by N. Batum (bad pass; steal by N. Vucevic)
0:24.0,E. Payton misses 2-pt shot from 2 ft (block by F. Kaminsky),,70-88,,
0:22.0,,,70-88,,Defensive rebound by R. Sessions
0:08.0,,,70-91,3,N. Batum makes 3-pt shot from 25 ft (assist by F. Kaminsky)
0:08.0,Orlando full timeout,,70-91,,
0:08.0,J. Meeks enters the game for N. Vucevic,,70-91,,
0:08.0,,,70-91,,M. Kidd-Gilchrist enters the game for F. Kaminsky
0:08.0,,,70-91,,M. Williams enters the game for R. Hibbert
0:01.0,E. Payton misses 2-pt shot from 2 ft (block by R. Sessions),,70-91,,
0:00.0,,,70-91,,Defensive rebound by N. Batum
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Shooting foul by J. Lamb (drawn by J. Meeks),,70-91,,
11:51.0,J. Meeks makes free throw 1 of 2,1,71-91,,
11:51.0,J. Meeks makes free throw 2 of 2,1,72-91,,
11:37.0,,,72-91,,F. Kaminsky misses 2-pt shot from 11 ft (block by S. Ibaka)
11:35.0,Defensive rebound by J. Meeks,,72-91,,
11:32.0,Turnover by E. Payton (step out of bounds),,72-91,,
11:17.0,,,72-91,,R. Hibbert misses 2-pt shot from 6 ft
11:16.0,Defensive rebound by J. Meeks,,72-91,,
11:00.0,Turnover by J. Green (lost ball; steal by J. Lamb),,72-91,,
10:56.0,,,72-93,2,J. Lamb makes 2-pt shot at rim
10:56.0,Orlando full timeout,,72-93,,
10:56.0,D. Augustin enters the game for J. Green,,72-93,,
10:39.0,J. Meeks misses 2-pt shot from 19 ft,,72-93,,
10:38.0,,,72-93,,Defensive rebound by R. Sessions
10:15.0,,,72-95,2,M. Belinelli makes 2-pt shot from 2 ft
10:01.0,A. Gordon misses 2-pt shot from 18 ft,,72-95,,
10:00.0,,,72-95,,Defensive rebound by M. Belinelli
9:50.0,Personal foul by E. Payton (drawn by R. Hibbert),,72-95,,
9:37.0,,,72-95,,J. Lamb misses 3-pt shot from 23 ft
9:36.0,Defensive rebound by A. Gordon,,72-95,,
9:29.0,E. Payton misses 3-pt shot from 25 ft,,72-95,,
9:27.0,Offensive rebound by J. Meeks,,72-95,,
9:26.0,,,72-95,,Personal foul by R. Hibbert (drawn by J. Meeks)
9:11.0,S. Ibaka misses 2-pt shot from 2 ft (block by R. Hibbert),,72-95,,
9:10.0,,,72-95,,Defensive rebound by J. Lamb
9:03.0,,,72-95,,J. Lamb misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by S. Ibaka,,72-95,,
8:56.0,D. Augustin misses 3-pt shot from 25 ft,,72-95,,
8:54.0,,,72-95,,Defensive rebound by M. Belinelli
8:42.0,,,72-95,,F. Kaminsky misses 2-pt shot from 8 ft
8:40.0,,,72-95,,Offensive rebound by R. Hibbert
8:28.0,,,72-95,,Shooting foul by S. Ibaka (drawn by F. Kaminsky)
8:28.0,,,72-96,1,F. Kaminsky makes free throw 1 of 2
8:28.0,,,72-97,1,F. Kaminsky makes free throw 2 of 2
8:28.0,M. Hezonja enters the game for A. Gordon,,72-96,,
8:28.0,C. Watson enters the game for S. Ibaka,,72-96,,
8:28.0,C. Wilcox enters the game for D. Augustin,,72-96,,
8:28.0,D. Rudez enters the game for E. Payton,,72-96,,
8:19.0,J. Meeks misses 3-pt shot from 25 ft,,72-97,,
8:18.0,,,72-97,,Defensive rebound by F. Kaminsky
8:07.0,,,72-97,,R. Hibbert misses 2-pt shot from 8 ft
8:06.0,Defensive rebound by D. Rudez,,72-97,,
7:59.0,D. Rudez misses 3-pt shot from 26 ft,,72-97,,
7:58.0,,,72-97,,Defensive rebound by F. Kaminsky
7:48.0,,,72-97,,R. Sessions misses 2-pt shot from 4 ft
7:47.0,Defensive rebound by C. Wilcox,,72-97,,
7:37.0,M. Hezonja misses 3-pt shot from 25 ft,,72-97,,
7:36.0,,,72-97,,Defensive rebound by J. Lamb
7:34.0,,,72-97,,Charlotte full timeout
7:34.0,,,72-97,,S. Hawes enters the game for R. Hibbert
7:22.0,,,72-99,2,J. Lamb makes 2-pt shot from 4 ft
7:12.0,J. Meeks misses 3-pt shot from 24 ft,,72-99,,
7:11.0,,,72-99,,Defensive rebound by S. Hawes
7:03.0,,,72-99,,B. Roberts enters the game for M. Belinelli
6:54.0,,,72-99,,S. Hawes misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by M. Hezonja,,72-99,,
6:38.0,M. Hezonja misses 2-pt shot from 19 ft,,72-99,,
6:37.0,,,72-99,,Defensive rebound by J. Lamb
6:20.0,,,72-101,2,J. Lamb makes 2-pt shot from 1 ft (assist by F. Kaminsky)
6:03.0,D. Rudez makes 2-pt shot from 21 ft,2,74-101,,
5:50.0,,,74-101,,R. Sessions misses 2-pt shot from 3 ft
5:49.0,Defensive rebound by M. Hezonja,,74-101,,
5:43.0,J. Meeks misses 2-pt shot from 17 ft,,74-101,,
5:40.0,,,74-101,,Defensive rebound by F. Kaminsky
5:23.0,,,74-103,2,J. Lamb makes 2-pt shot from 2 ft (assist by S. Hawes)
5:11.0,,,74-103,,T. Graham enters the game for R. Sessions
5:10.0,Shooting foul by J. Lamb (drawn by J. Meeks),,74-103,,
5:10.0,J. Meeks makes free throw 1 of 2,1,75-103,,
5:10.0,J. Meeks makes free throw 2 of 2,1,76-103,,
4:52.0,,,76-105,2,S. Hawes makes 2-pt shot from 1 ft (assist by F. Kaminsky)
4:36.0,C. Wilcox makes 2-pt shot from 19 ft (assist by C. Watson),2,78-105,,
4:15.0,,,78-105,,T. Graham misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by J. Meeks,,78-105,,
4:08.0,C. Wilcox misses 3-pt shot from 28 ft,,78-105,,
4:07.0,Offensive rebound by Team,,78-105,,
3:57.0,D. Rudez makes 2-pt shot from 18 ft (assist by C. Wilcox),2,80-105,,
3:47.0,Personal foul by D. Rudez (drawn by S. Hawes),,80-105,,
3:35.0,,,80-105,,F. Kaminsky misses 2-pt shot from 7 ft
