time,San Antonio,pts.away,score,pts.home,Phoenix
5:31.0,Turnover by L. Aldridge (traveling),,11-14,,
5:17.0,,,11-14,,E. Bledsoe misses 2-pt shot from 11 ft
5:15.0,Defensive rebound by M. Ginobili,,11-14,,
5:06.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,13-14,,
5:06.0,Shooting foul by T. Chandler (drawn by L. Aldridge),,13-14,,
5:06.0,L. Aldridge makes free throw 1 of 1,1,14-14,,
5:06.0,,,13-14,,B. Knight enters the game for E. Bledsoe
4:55.0,,,14-14,,Turnover by D. Booker (lost ball; steal by M. Ginobili)
4:44.0,D. Dedmon makes 2-pt shot from 2 ft (assist by K. Leonard),2,16-14,,
4:32.0,,,16-14,,D. Booker misses 2-pt shot from 5 ft
4:32.0,Defensive rebound by D. Dedmon,,16-14,,
4:24.0,Offensive foul by L. Aldridge,,16-14,,
4:24.0,Turnover by L. Aldridge (offensive foul),,16-14,,
4:24.0,D. Lee enters the game for L. Aldridge,,16-14,,
4:14.0,,,16-14,,Offensive foul by T. Chandler
4:14.0,,,16-14,,Turnover by T. Chandler (offensive foul)
4:14.0,,,16-14,,J. Dudley enters the game for M. Chriss
4:14.0,,,16-14,,A. Williams enters the game for T. Chandler
4:06.0,M. Ginobili misses 2-pt shot from 1 ft,,16-14,,
4:05.0,Offensive rebound by D. Dedmon,,16-14,,
4:04.0,D. Dedmon misses 2-pt shot from 2 ft,,16-14,,
4:04.0,Offensive rebound by K. Leonard,,16-14,,
4:03.0,K. Leonard misses 2-pt shot from 3 ft,,16-14,,
4:02.0,,,16-14,,Defensive rebound by P. Tucker
3:51.0,,,16-16,2,B. Knight makes 2-pt shot from 20 ft
3:51.0,San Antonio full timeout,,16-16,,
3:51.0,,,16-16,,L. Barbosa enters the game for D. Booker
3:51.0,J. Simmons enters the game for K. Leonard,,16-16,,
3:38.0,,,16-16,,Shooting block foul by J. Dudley (drawn by D. Dedmon)
3:38.0,D. Dedmon makes free throw 1 of 2,1,17-16,,
3:38.0,D. Dedmon misses free throw 2 of 2,,17-16,,
3:38.0,,,17-16,,E. Bledsoe enters the game for P. Tucker
3:37.0,,,17-16,,Defensive rebound by E. Bledsoe
3:24.0,,,17-16,,Turnover by B. Knight (offensive foul)
3:24.0,,,17-16,,Offensive foul by B. Knight
3:09.0,D. Lee makes 2-pt shot from 3 ft (assist by P. Mills),2,19-16,,
3:00.0,,,19-16,,B. Knight misses 3-pt shot from 26 ft
3:00.0,,,19-16,,Offensive rebound by A. Williams
2:48.0,,,19-16,,L. Barbosa misses 2-pt shot from 3 ft
2:47.0,,,19-16,,Offensive rebound by L. Barbosa
2:38.0,,,19-16,,B. Knight misses 2-pt shot from 5 ft
2:37.0,,,19-16,,Offensive rebound by A. Williams
2:34.0,,,19-16,,Turnover by E. Bledsoe (bad pass; steal by M. Ginobili)
2:30.0,P. Mills misses 2-pt shot at rim,,19-16,,
2:30.0,,,19-16,,Defensive rebound by L. Barbosa
2:23.0,,,19-16,,L. Barbosa misses 2-pt shot from 2 ft
2:23.0,,,19-16,,Offensive rebound by A. Williams
2:23.0,,,19-16,,A. Williams misses 2-pt shot from 1 ft
2:18.0,Defensive rebound by J. Simmons,,19-16,,
2:12.0,D. Dedmon makes 2-pt shot at rim (assist by P. Mills),2,21-16,,
1:55.0,Violation by M. Ginobili (kicked ball),,21-16,,
1:43.0,,,21-18,2,J. Dudley makes 2-pt shot from 14 ft
1:30.0,,,21-18,,Violation by L. Barbosa (kicked ball)
1:20.0,M. Ginobili misses 3-pt shot from 25 ft,,21-18,,
1:19.0,Offensive rebound by Team,,21-18,,
1:11.0,P. Mills misses 2-pt shot from 4 ft,,21-18,,
1:10.0,,,21-18,,Defensive rebound by L. Barbosa
0:53.0,,,21-18,,L. Barbosa misses 2-pt shot from 20 ft
0:52.0,Defensive rebound by P. Mills,,21-18,,
0:41.0,D. Lee makes 2-pt shot from 3 ft,2,23-18,,
0:30.0,,,23-18,,E. Bledsoe misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by D. Lee,,23-18,,
0:11.0,Turnover by P. Mills (back court),,23-18,,
0:11.0,,,23-18,,D. Booker enters the game for A. Williams
0:06.0,Personal take foul by P. Mills,,23-18,,
0:06.0,D. Green enters the game for D. Lee,,23-18,,
0:03.0,,,23-20,2,E. Bledsoe makes 2-pt shot from 20 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,D. Lee misses 2-pt shot from 2 ft,,23-20,,
11:44.0,,,23-20,,Defensive rebound by J. Dudley
11:26.0,,,23-20,,J. Dudley misses 3-pt shot from 26 ft
11:26.0,Defensive rebound by J. Simmons,,23-20,,
11:10.0,P. Mills misses 3-pt shot from 25 ft,,23-20,,
11:10.0,Offensive rebound by P. Gasol,,23-20,,
11:08.0,P. Gasol makes 2-pt shot from 1 ft,2,25-20,,
11:08.0,Violation by Team (jump ball),,25-20,,
10:56.0,,,25-23,3,J. Dudley makes 3-pt shot from 25 ft (assist by B. Knight)
10:48.0,Turnover by D. Lee (bad pass),,25-23,,
10:48.0,T. Parker enters the game for P. Mills,,25-23,,
10:36.0,,,25-25,2,J. Dudley makes 2-pt shot from 3 ft (assist by B. Knight)
10:36.0,San Antonio full timeout,,25-25,,
10:36.0,L. Aldridge enters the game for T. Parker,,25-25,,
10:36.0,K. Leonard enters the game for D. Lee,,25-25,,
10:16.0,D. Green makes 3-pt shot from 26 ft (assist by P. Gasol),3,28-25,,
10:02.0,,,28-27,2,L. Barbosa makes 2-pt shot from 1 ft
9:35.0,P. Gasol misses 2-pt shot from 20 ft,,28-27,,
9:35.0,,,28-27,,Defensive rebound by D. Booker
9:29.0,,,28-30,3,D. Bender makes 3-pt shot from 25 ft (assist by D. Booker)
9:28.0,San Antonio full timeout,,28-30,,
9:28.0,P. Mills enters the game for D. Green,,28-30,,
9:14.0,,,28-30,,Def 3 sec tech foul by D. Bender
9:14.0,K. Leonard makes technical free throw,1,29-30,,
9:10.0,Offensive foul by L. Aldridge,,29-30,,
9:10.0,Turnover by L. Aldridge (offensive foul),,29-30,,
8:54.0,,,29-30,,Turnover by D. Booker (bad pass; steal by P. Mills)
8:48.0,K. Leonard makes 2-pt shot from 1 ft,2,31-30,,
8:35.0,,,31-30,,L. Barbosa misses 2-pt shot from 2 ft
8:33.0,Defensive rebound by P. Gasol,,31-30,,
8:26.0,,,31-30,,Personal foul by L. Barbosa (drawn by K. Leonard)
8:17.0,P. Mills misses 3-pt shot from 27 ft,,31-30,,
8:16.0,,,31-30,,Defensive rebound by J. Dudley
8:03.0,,,31-32,2,D. Booker makes 2-pt shot from 3 ft
7:49.0,Turnover by J. Simmons (bad pass),,31-32,,
7:43.0,,,31-34,2,B. Knight makes 2-pt shot from 1 ft
7:32.0,Turnover by J. Simmons (lost ball; steal by B. Knight),,31-34,,
7:24.0,,,31-34,,D. Booker misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by K. Leonard,,31-34,,
7:10.0,K. Leonard misses 2-pt shot from 12 ft,,31-34,,
7:08.0,,,31-34,,Defensive rebound by B. Knight
7:08.0,Personal foul by J. Simmons (drawn by B. Knight),,31-34,,
7:08.0,K. Anderson enters the game for K. Leonard,,31-34,,
7:08.0,M. Ginobili enters the game for L. Aldridge,,31-34,,
7:08.0,D. Lee enters the game for P. Gasol,,31-34,,
7:08.0,D. Dedmon enters the game for J. Simmons,,31-34,,
7:00.0,,,31-34,,D. Bender misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by D. Dedmon,,31-34,,
6:48.0,D. Lee misses 2-pt shot from 18 ft,,31-34,,
6:47.0,,,31-34,,Defensive rebound by D. Bender
6:32.0,,,31-34,,D. Bender misses 3-pt shot from 23 ft
6:31.0,Defensive rebound by D. Lee,,31-34,,
6:12.0,P. Mills makes 2-pt shot from 19 ft,2,33-34,,
5:49.0,Personal foul by M. Ginobili (drawn by D. Booker),,33-34,,
5:49.0,Official timeout,,33-34,,
5:49.0,,,33-34,,T. Ulis enters the game for D. Booker
5:49.0,,,33-34,,E. Bledsoe enters the game for B. Knight
5:49.0,,,33-34,,M. Chriss enters the game for J. Dudley
5:49.0,,,33-34,,T. Chandler enters the game for L. Barbosa
5:49.0,,,33-34,,P. Tucker enters the game for D. Bender
5:49.0,T. Parker enters the game for P. Mills,,33-34,,
5:35.0,,,33-37,3,M. Chriss makes 3-pt shot from 23 ft (assist by T. Ulis)
5:19.0,Turnover by K. Anderson (traveling),,33-37,,
5:01.0,,,33-37,,E. Bledsoe misses 2-pt shot from 6 ft
5:00.0,Defensive rebound by D. Lee,,33-37,,
4:51.0,Turnover by T. Parker (bad pass; steal by E. Bledsoe),,33-37,,
4:45.0,,,33-39,2,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe)
4:29.0,Turnover by D. Lee (bad pass; steal by T. Chandler),,33-39,,
4:21.0,,,33-39,,P. Tucker misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by D. Lee,,33-39,,
4:13.0,D. Dedmon makes 2-pt shot at rim (assist by K. Anderson),2,35-39,,
3:56.0,,,35-39,,E. Bledsoe misses 2-pt shot from 15 ft
3:54.0,Defensive rebound by D. Dedmon,,35-39,,
3:45.0,K. Anderson makes 2-pt shot from 9 ft,2,37-39,,
3:45.0,,,37-39,,Phoenix full timeout
3:30.0,,,37-39,,Turnover by T. Ulis (bad pass; steal by T. Parker)
3:16.0,,,37-39,,Personal foul by T. Chandler (drawn by M. Ginobili)
3:16.0,K. Leonard enters the game for M. Ginobili,,37-39,,
3:16.0,,,37-39,,D. Booker enters the game for T. Ulis
3:06.0,T. Parker makes 2-pt shot from 21 ft (assist by K. Leonard),2,39-39,,
2:41.0,,,39-39,,T. Chandler misses 2-pt shot from 2 ft
2:41.0,,,39-39,,Offensive rebound by Team
2:40.0,,,39-39,,Turnover by Team (shot clock)
2:18.0,T. Parker makes 2-pt shot from 22 ft (assist by K. Leonard),2,41-39,,
1:52.0,,,41-42,3,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe)
1:35.0,Shooting foul by P. Tucker (drawn by D. Lee),,41-42,,
1:35.0,D. Lee makes 2-pt shot from 1 ft,2,43-42,,
1:35.0,D. Lee makes free throw 1 of 1,1,44-42,,
1:26.0,,,44-42,,Turnover by D. Booker (lost ball; steal by K. Leonard)
1:21.0,K. Leonard makes 2-pt shot from 1 ft,2,46-42,,
1:03.0,Personal foul by T. Parker (drawn by E. Bledsoe),,46-42,,
0:48.0,,,46-42,,P. Tucker misses 2-pt shot from 20 ft (block by D. Dedmon)
0:47.0,Defensive rebound by D. Lee,,46-42,,
0:40.0,K. Leonard makes 3-pt shot from 26 ft,3,49-42,,
0:31.0,Shooting block foul by D. Dedmon (drawn by E. Bledsoe),,49-42,,
0:31.0,,,49-43,1,E. Bledsoe makes free throw 1 of 2
0:31.0,,,49-43,,E. Bledsoe misses free throw 2 of 2
0:31.0,P. Gasol enters the game for D. Dedmon,,49-43,,
0:30.0,Defensive rebound by K. Leonard,,49-43,,
0:08.0,,,49-43,,Violation by M. Chriss (def goaltending)
0:08.0,P. Gasol makes 2-pt shot from 5 ft,2,51-43,,
0:01.0,,,51-43,,M. Chriss misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by P. Gasol,,51-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,P. Gasol makes 2-pt shot from 21 ft (assist by K. Leonard),2,53-43,,
11:24.0,,,53-43,,Shooting foul by P. Gasol (drawn by E. Bledsoe)
11:24.0,,,53-44,1,E. Bledsoe makes free throw 1 of 2
11:24.0,,,53-45,1,E. Bledsoe makes free throw 2 of 2
11:05.0,L. Aldridge misses 2-pt shot from 6 ft,,53-45,,
11:04.0,,,53-45,,Defensive rebound by T. Chandler
10:53.0,,,53-45,,D. Booker misses 2-pt shot from 16 ft
10:52.0,Defensive rebound by P. Gasol,,53-45,,
10:44.0,P. Gasol makes 2-pt shot from 17 ft,2,55-45,,
10:32.0,,,55-45,,Shooting foul by D. Green (drawn by D. Booker)
10:32.0,,,55-46,1,D. Booker makes free throw 1 of 2
10:32.0,,,55-47,1,D. Booker makes free throw 2 of 2
10:13.0,K. Leonard misses 3-pt shot from 25 ft,,55-47,,
10:12.0,,,55-47,,Defensive rebound by T. Chandler
10:06.0,,,55-49,2,D. Booker makes 2-pt shot from 3 ft (assist by E. Bledsoe)
9:40.0,P. Gasol misses 3-pt shot from 25 ft,,55-49,,
9:40.0,,,55-49,,Defensive rebound by T. Chandler
9:34.0,,,55-52,3,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe)
9:32.0,San Antonio full timeout,,55-52,,
9:14.0,Turnover by K. Leonard (lost ball),,55-52,,
9:03.0,Personal foul by L. Aldridge (drawn by M. Chriss),,55-52,,
8:53.0,,,55-54,2,E. Bledsoe makes 2-pt shot from 18 ft
8:36.0,D. Green makes 3-pt shot from 27 ft (assist by L. Aldridge),3,58-54,,
8:26.0,,,58-56,2,E. Bledsoe makes 2-pt shot from 2 ft
8:08.0,P. Gasol misses 2-pt shot from 18 ft,,58-56,,
8:07.0,,,58-56,,Defensive rebound by E. Bledsoe
7:44.0,,,58-56,,D. Booker misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by K. Leonard,,58-56,,
7:32.0,Turnover by L. Aldridge (lost ball; steal by D. Booker),,58-56,,
7:24.0,,,58-56,,P. Tucker misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by K. Leonard,,58-56,,
7:14.0,P. Gasol makes 2-pt shot from 16 ft (assist by D. Green),2,60-56,,
6:56.0,,,60-56,,D. Booker misses 2-pt shot from 3 ft (block by L. Aldridge)
6:55.0,Defensive rebound by D. Green,,60-56,,
6:50.0,K. Leonard misses 3-pt shot from 25 ft,,60-56,,
6:49.0,,,60-56,,Defensive rebound by M. Chriss
6:44.0,,,60-56,,Phoenix full timeout
6:44.0,,,60-56,,J. Dudley enters the game for M. Chriss
6:44.0,D. Dedmon enters the game for P. Gasol,,60-56,,
6:34.0,,,60-56,,D. Booker misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by K. Leonard,,60-56,,
6:24.0,T. Parker misses 3-pt shot from 25 ft,,60-56,,
6:24.0,Offensive rebound by K. Leonard,,60-56,,
6:12.0,L. Aldridge misses 2-pt shot from 9 ft,,60-56,,
6:12.0,Offensive rebound by Team,,60-56,,
6:12.0,,,60-56,,Loose ball foul by T. Chandler (drawn by D. Dedmon)
6:12.0,,,60-56,,Violation by Team (jump ball)
5:49.0,Shooting foul by T. Chandler (drawn by T. Parker),,60-56,,
5:49.0,T. Parker makes free throw 1 of 2,1,61-56,,
5:49.0,T. Parker makes free throw 2 of 2,1,62-56,,
5:49.0,,,61-56,,M. Chriss enters the game for T. Chandler
5:37.0,,,62-56,,E. Bledsoe misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by D. Dedmon,,62-56,,
5:36.0,,,62-56,,Personal foul by P. Tucker (drawn by D. Dedmon)
5:36.0,P. Mills enters the game for T. Parker,,62-56,,
5:36.0,M. Ginobili enters the game for D. Green,,62-56,,
5:36.0,,,62-56,,B. Knight enters the game for E. Bledsoe
5:16.0,M. Ginobili misses 2-pt shot from 2 ft,,62-56,,
5:14.0,,,62-56,,Defensive rebound by J. Dudley
5:12.0,,,62-56,,Shooting foul by D. Dedmon (drawn by D. Booker)
5:12.0,,,62-56,,D. Booker misses free throw 1 of 2
5:12.0,,,62-56,,Offensive rebound by Team
5:12.0,,,62-57,1,D. Booker makes free throw 2 of 2
5:12.0,K. Anderson enters the game for K. Leonard,,62-56,,
4:54.0,L. Aldridge makes 2-pt shot from 3 ft,2,64-57,,
4:36.0,,,64-57,,B. Knight misses 2-pt shot from 10 ft
4:34.0,Defensive rebound by L. Aldridge,,64-57,,
4:14.0,P. Mills misses 3-pt shot from 25 ft,,64-57,,
4:14.0,,,64-57,,Defensive rebound by D. Booker
4:03.0,,,64-57,,D. Booker misses 2-pt shot from 2 ft
4:01.0,Defensive rebound by D. Dedmon,,64-57,,
3:49.0,P. Mills misses 3-pt shot from 25 ft,,64-57,,
3:49.0,Offensive rebound by L. Aldridge,,64-57,,
3:47.0,Shooting foul by J. Dudley (drawn by K. Anderson),,64-57,,
3:47.0,K. Anderson misses free throw 1 of 2,,64-57,,
3:47.0,Offensive rebound by Team,,64-57,,
3:47.0,K. Anderson makes free throw 2 of 2,1,65-57,,
3:47.0,D. Lee enters the game for L. Aldridge,,64-57,,
3:47.0,,,64-57,,L. Barbosa enters the game for P. Tucker
3:26.0,,,65-59,2,M. Chriss makes 2-pt shot at rim
3:00.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,68-59,,
2:49.0,Shooting block foul by P. Mills (drawn by B. Knight),,68-59,,
2:49.0,,,68-59,,B. Knight misses free throw 1 of 2
2:49.0,,,68-59,,Offensive rebound by Team
2:49.0,,,68-60,1,B. Knight makes free throw 2 of 2
2:49.0,J. Simmons enters the game for K. Anderson,,68-59,,
2:49.0,,,68-59,,E. Bledsoe enters the game for D. Booker
2:36.0,D. Lee misses 2-pt shot from 3 ft (block by J. Dudley),,68-60,,
2:35.0,,,68-60,,Defensive rebound by J. Dudley
2:29.0,,,68-63,3,J. Dudley makes 3-pt shot from 26 ft (assist by E. Bledsoe)
2:15.0,,,68-63,,Personal foul by B. Knight (drawn by M. Ginobili)
2:15.0,M. Ginobili makes free throw 1 of 2,1,69-63,,
2:15.0,M. Ginobili makes free throw 2 of 2,1,70-63,,
1:58.0,,,70-65,2,L. Barbosa makes 2-pt shot from 23 ft
1:34.0,D. Dedmon makes 2-pt shot from 2 ft (assist by P. Mills),2,72-65,,
1:18.0,,,72-65,,L. Barbosa misses 2-pt shot from 2 ft
1:16.0,,,72-65,,Offensive rebound by M. Chriss
1:16.0,,,72-67,2,M. Chriss makes 2-pt shot at rim
0:59.0,D. Lee misses 2-pt shot from 2 ft (block by J. Dudley),,72-67,,
0:58.0,Offensive rebound by D. Lee,,72-67,,
0:57.0,Turnover by D. Lee (lost ball; steal by M. Chriss),,72-67,,
0:57.0,Personal foul by M. Ginobili (drawn by B. Knight),,72-67,,
0:57.0,,,72-68,1,B. Knight makes free throw 1 of 2
0:57.0,,,72-69,1,B. Knight makes free throw 2 of 2
0:38.0,Turnover by M. Ginobili (lost ball; steal by B. Knight),,72-69,,
0:35.0,,,72-69,,Shooting foul by P. Mills (drawn by B. Knight)
0:35.0,,,72-70,1,B. Knight makes free throw 1 of 2
0:35.0,,,72-71,1,B. Knight makes free throw 2 of 2
0:18.0,J. Simmons makes 2-pt shot from 19 ft (assist by M. Ginobili),2,74-71,,
0:02.0,,,74-71,,B. Knight misses 2-pt shot from 22 ft
0:01.0,Defensive rebound by D. Dedmon,,74-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,74-73,2,L. Barbosa makes 2-pt shot from 21 ft
11:23.0,Shooting foul by D. Bender (drawn by K. Leonard),,74-73,,
11:23.0,K. Leonard makes free throw 1 of 2,1,75-73,,
11:23.0,K. Leonard makes free throw 2 of 2,1,76-73,,
11:11.0,Personal foul by D. Green (drawn by L. Barbosa),,76-73,,
11:07.0,,,76-73,,Shooting foul by D. Green (drawn by B. Knight)
11:07.0,,,76-74,1,B. Knight makes free throw 1 of 2
11:07.0,,,76-75,1,B. Knight makes free throw 2 of 2
11:07.0,J. Simmons enters the game for D. Green,,76-74,,
10:51.0,,,76-75,,Personal foul by L. Barbosa (drawn by K. Leonard)
10:41.0,P. Mills misses 3-pt shot from 23 ft,,76-75,,
10:41.0,Offensive rebound by L. Aldridge,,76-75,,
10:37.0,L. Aldridge misses 2-pt shot from 1 ft,,76-75,,
10:37.0,,,76-75,,Defensive rebound by D. Bender
10:30.0,,,76-75,,Offensive foul by D. Bender
10:30.0,,,76-75,,Turnover by D. Bender (offensive foul)
10:16.0,K. Leonard misses 2-pt shot from 3 ft,,76-75,,
10:14.0,,,76-75,,Defensive rebound by D. Bender
10:08.0,,,76-77,2,L. Barbosa makes 2-pt shot from 3 ft (assist by D. Booker)
10:08.0,,,76-77,,Shooting foul by L. Aldridge (drawn by L. Barbosa)
10:08.0,,,76-77,,L. Barbosa misses free throw 1 of 1
10:08.0,T. Parker enters the game for P. Mills,,76-77,,
10:07.0,Defensive rebound by K. Leonard,,76-77,,
9:51.0,K. Leonard makes 2-pt shot at rim (assist by P. Gasol),2,78-77,,
9:35.0,,,78-77,,B. Knight misses 2-pt shot from 3 ft
9:31.0,Defensive rebound by L. Aldridge,,78-77,,
9:27.0,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol),2,80-77,,
9:27.0,Shooting foul by D. Booker (drawn by L. Aldridge),,80-77,,
9:27.0,L. Aldridge makes free throw 1 of 1,1,81-77,,
9:17.0,,,81-77,,D. Bender misses 2-pt shot from 21 ft
9:16.0,Defensive rebound by T. Parker,,81-77,,
9:05.0,P. Gasol misses 2-pt shot from 3 ft,,81-77,,
9:03.0,Offensive rebound by L. Aldridge,,81-77,,
9:02.0,L. Aldridge makes 2-pt shot from 2 ft,2,83-77,,
9:02.0,,,83-77,,Phoenix full timeout
9:02.0,,,83-77,,M. Chriss enters the game for J. Dudley
9:02.0,,,83-77,,T. Chandler enters the game for L. Barbosa
9:02.0,,,83-77,,P. Tucker enters the game for D. Bender
8:48.0,,,83-77,,Turnover by T. Chandler (bad pass)
8:36.0,K. Leonard misses 2-pt shot from 18 ft,,83-77,,
8:35.0,,,83-77,,Defensive rebound by T. Chandler
8:33.0,,,83-77,,Turnover by T. Chandler (lost ball; steal by K. Leonard)
8:28.0,K. Leonard makes 2-pt shot from 4 ft,2,85-77,,
8:24.0,,,85-77,,Offensive foul by P. Tucker
8:24.0,,,85-77,,Turnover by P. Tucker (offensive foul)
8:11.0,Turnover by P. Gasol (bad pass; steal by B. Knight),,85-77,,
8:01.0,,,85-77,,D. Booker misses 2-pt shot from 5 ft
7:59.0,,,85-77,,Offensive rebound by D. Booker
7:59.0,,,85-77,,D. Booker misses 2-pt shot from 3 ft
7:56.0,Defensive rebound by P. Gasol,,85-77,,
7:43.0,P. Gasol makes 2-pt shot from 2 ft,2,87-77,,
7:25.0,,,87-80,3,P. Tucker makes 3-pt shot from 24 ft (assist by D. Booker)
7:00.0,Shooting foul by D. Booker (drawn by J. Simmons),,87-80,,
7:00.0,J. Simmons makes free throw 1 of 2,1,88-80,,
7:00.0,J. Simmons makes free throw 2 of 2,1,89-80,,
7:00.0,,,88-80,,E. Bledsoe enters the game for B. Knight
6:51.0,,,89-80,,D. Booker misses 2-pt shot from 18 ft
6:49.0,Defensive rebound by P. Gasol,,89-80,,
6:35.0,,,89-80,,Violation by M. Chriss (def goaltending)
6:35.0,L. Aldridge makes 2-pt shot from 1 ft,2,91-80,,
6:20.0,,,91-80,,M. Chriss misses 2-pt shot from 3 ft
6:20.0,Defensive rebound by K. Leonard,,91-80,,
6:15.0,Shooting foul by D. Booker (drawn by P. Gasol),,91-80,,
6:15.0,P. Gasol makes free throw 1 of 2,1,92-80,,
6:15.0,P. Gasol makes free throw 2 of 2,1,93-80,,
6:15.0,D. Lee enters the game for L. Aldridge,,92-80,,
6:15.0,K. Anderson enters the game for K. Leonard,,92-80,,
5:51.0,,,93-80,,P. Tucker misses 3-pt shot from 26 ft
5:51.0,Defensive rebound by P. Gasol,,93-80,,
5:38.0,Turnover by D. Lee (bad pass),,93-80,,
5:38.0,Official timeout,,93-80,,
5:27.0,,,93-80,,Turnover by D. Booker (bad pass)
5:06.0,Shooting foul by M. Chriss (drawn by K. Anderson),,93-80,,
5:06.0,K. Anderson makes free throw 1 of 2,1,94-80,,
5:06.0,K. Anderson makes free throw 2 of 2,1,95-80,,
5:06.0,L. Aldridge enters the game for P. Gasol,,94-80,,
4:58.0,,,95-80,,E. Bledsoe misses 3-pt shot from 26 ft
4:57.0,Defensive rebound by D. Lee,,95-80,,
4:41.0,Turnover by J. Simmons (bad pass; steal by T. Chandler),,95-80,,
4:35.0,,,95-80,,D. Booker misses 3-pt shot from 23 ft
