time,Chicago,pts.away,score,pts.home,Philadelphia
4:18.0,,,14-10,,N. Stauskas misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by J. Butler,,14-10,,
4:07.0,J. Butler makes 2-pt shot from 4 ft,2,16-10,,
3:54.0,,,16-13,3,J. Anderson makes 3-pt shot from 25 ft (assist by T. McConnell)
3:37.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,19-13,,
3:17.0,,,19-13,,R. Holmes misses 2-pt shot from 2 ft
3:15.0,,,19-13,,Offensive rebound by T. McConnell
3:14.0,,,19-15,2,T. McConnell makes 2-pt shot from 2 ft
2:56.0,A. Morrow misses 3-pt shot from 25 ft,,19-15,,
2:55.0,,,19-15,,Defensive rebound by R. Holmes
2:46.0,,,19-15,,T. McConnell misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by N. Mirotic,,19-15,,
2:43.0,Turnover by N. Mirotic (bad pass; steal by T. McConnell),,19-15,,
2:35.0,,,19-17,2,A. Poythress makes 2-pt shot from 2 ft (assist by N. Stauskas)
2:20.0,R. Lopez makes 2-pt shot from 2 ft (assist by J. Grant),2,21-17,,
2:20.0,,,21-17,,Philadelphia full timeout
2:20.0,D. Valentine enters the game for J. Grant,,21-17,,
2:20.0,,,21-17,,S. Long enters the game for R. Holmes
2:20.0,,,21-17,,G. Henderson enters the game for T. McConnell
2:20.0,B. Portis enters the game for N. Mirotic,,21-17,,
2:02.0,,,21-17,,A. Poythress misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by J. Butler,,21-17,,
1:46.0,R. Lopez makes 2-pt shot from 1 ft (assist by D. Valentine),2,23-17,,
1:32.0,,,23-17,,S. Long misses 3-pt shot from 27 ft
1:31.0,Defensive rebound by J. Butler,,23-17,,
1:28.0,,,23-17,,Personal foul by S. Long (drawn by R. Lopez)
1:07.0,B. Portis makes 2-pt shot from 19 ft (assist by J. Butler),2,25-17,,
0:54.0,,,25-17,,S. Long misses 2-pt shot from 3 ft
0:52.0,Defensive rebound by B. Portis,,25-17,,
0:35.0,A. Morrow makes 2-pt shot from 8 ft,2,27-17,,
0:30.0,Personal foul by D. Valentine (drawn by N. Stauskas),,27-17,,
0:22.0,,,27-17,,S. Long misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by B. Portis,,27-17,,
0:01.0,D. Valentine misses 2-pt shot from 17 ft,,27-17,,
0:00.0,,,27-17,,Defensive rebound by S. Long
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,29-17,,
11:29.0,,,29-17,,Shooting foul by M. Carter-Williams (drawn by N. Stauskas)
11:29.0,,,29-17,,N. Stauskas misses free throw 1 of 3
11:29.0,,,29-17,,Offensive rebound by Team
11:29.0,,,29-18,1,N. Stauskas makes free throw 2 of 3
11:29.0,,,29-19,1,N. Stauskas makes free throw 3 of 3
11:15.0,B. Portis makes 2-pt shot from 6 ft (assist by A. Morrow),2,31-19,,
11:06.0,,,31-21,2,G. Henderson makes 2-pt shot from 1 ft
10:54.0,,,31-21,,Personal foul by N. Stauskas (drawn by J. Lauvergne)
10:43.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by A. Morrow),2,33-21,,
10:25.0,,,33-21,,G. Henderson misses 2-pt shot from 5 ft
10:24.0,Defensive rebound by B. Portis,,33-21,,
10:15.0,J. Lauvergne misses 2-pt shot from 3 ft,,33-21,,
10:13.0,,,33-21,,Defensive rebound by T. Luwawu-Cabarrot
10:08.0,,,33-21,,Shooting foul by A. Morrow (drawn by G. Henderson)
10:08.0,,,33-23,2,G. Henderson makes 2-pt shot from 3 ft (assist by T. Luwawu-Cabarrot)
10:08.0,,,33-23,,G. Henderson misses free throw 1 of 1
10:08.0,,,33-23,,D. Saric enters the game for A. Poythress
10:06.0,Defensive rebound by J. Lauvergne,,33-23,,
9:55.0,A. Morrow misses 2-pt shot from 8 ft,,33-23,,
9:54.0,,,33-23,,Defensive rebound by S. Long
9:43.0,,,33-23,,D. Saric misses 2-pt shot from 20 ft
9:41.0,Defensive rebound by M. Carter-Williams,,33-23,,
9:36.0,M. Carter-Williams misses 2-pt shot from 3 ft,,33-23,,
9:34.0,,,33-23,,Defensive rebound by S. Long
9:25.0,,,33-23,,S. Long misses 2-pt shot from 1 ft
9:23.0,Defensive rebound by B. Portis,,33-23,,
9:15.0,B. Portis makes 2-pt shot from 4 ft (assist by M. Carter-Williams),2,35-23,,
9:15.0,,,35-23,,Philadelphia full timeout
9:15.0,,,35-23,,R. Holmes enters the game for S. Long
8:53.0,,,35-23,,D. Saric misses 3-pt shot from 26 ft
8:52.0,,,35-23,,Offensive rebound by R. Holmes
8:51.0,,,35-25,2,R. Holmes makes 2-pt shot from 1 ft
8:51.0,,,35-25,,Shooting foul by M. Carter-Williams (drawn by R. Holmes)
8:51.0,,,35-26,1,R. Holmes makes free throw 1 of 1
8:51.0,,,35-25,,T. McConnell enters the game for N. Stauskas
8:41.0,M. Carter-Williams misses 2-pt shot from 6 ft,,35-26,,
8:39.0,Offensive rebound by B. Portis,,35-26,,
8:38.0,B. Portis makes 2-pt shot from 1 ft,2,37-26,,
8:26.0,,,37-26,,Offensive charge foul by R. Holmes
8:26.0,,,37-26,,Turnover by R. Holmes (offensive foul)
8:12.0,J. Lauvergne makes 2-pt shot from 2 ft,2,39-26,,
8:12.0,Shooting foul by R. Holmes (drawn by J. Lauvergne),,39-26,,
8:12.0,J. Lauvergne makes free throw 1 of 1,1,40-26,,
7:59.0,,,40-26,,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft
7:58.0,Defensive rebound by B. Portis,,40-26,,
7:50.0,J. Lauvergne misses 2-pt shot from 21 ft,,40-26,,
7:48.0,Offensive rebound by D. Valentine,,40-26,,
7:46.0,Turnover by B. Portis (bad pass; steal by D. Saric),,40-26,,
7:39.0,,,40-26,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
7:37.0,,,40-26,,Offensive rebound by R. Holmes
7:30.0,,,40-28,2,D. Saric makes 2-pt shot from 17 ft (assist by R. Holmes)
7:17.0,M. Carter-Williams misses 2-pt shot from 3 ft (block by R. Holmes),,40-28,,
7:15.0,Offensive rebound by A. Morrow,,40-28,,
7:10.0,B. Portis misses 2-pt shot from 10 ft,,40-28,,
7:09.0,,,40-28,,Defensive rebound by D. Saric
7:08.0,Personal foul by B. Portis (drawn by D. Saric),,40-28,,
7:08.0,,,40-28,,J. Anderson enters the game for G. Henderson
7:08.0,J. Butler enters the game for B. Portis,,40-28,,
7:08.0,N. Mirotic enters the game for M. Carter-Williams,,40-28,,
7:08.0,J. Grant enters the game for A. Morrow,,40-28,,
6:49.0,,,40-31,3,J. Anderson makes 3-pt shot from 28 ft (assist by D. Saric)
6:35.0,J. Butler misses 2-pt shot from 6 ft,,40-31,,
6:33.0,,,40-31,,Defensive rebound by D. Saric
6:32.0,,,40-31,,Turnover by D. Saric (lost ball; steal by J. Butler)
6:27.0,J. Lauvergne makes 2-pt shot from 5 ft (assist by N. Mirotic),2,42-31,,
6:18.0,,,42-31,,D. Saric misses 2-pt shot from 2 ft
6:17.0,Defensive rebound by Team,,42-31,,
6:04.0,N. Mirotic misses 3-pt shot from 26 ft,,42-31,,
6:02.0,,,42-31,,Defensive rebound by R. Holmes
5:48.0,,,42-34,3,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by T. McConnell)
5:31.0,Turnover by J. Butler (bad pass),,42-34,,
5:31.0,Official timeout,,42-34,,
5:31.0,R. Lopez enters the game for J. Lauvergne,,42-34,,
5:31.0,P. Zipser enters the game for D. Valentine,,42-34,,
5:12.0,,,42-34,,Shooting foul by J. Grant (drawn by J. Anderson)
5:12.0,,,42-35,1,J. Anderson makes free throw 1 of 2
5:12.0,,,42-36,1,J. Anderson makes free throw 2 of 2
5:12.0,,,42-35,,A. Poythress enters the game for D. Saric
5:03.0,Turnover by J. Grant (bad pass; steal by T. McConnell),,42-36,,
4:57.0,,,42-36,,A. Poythress misses 2-pt shot from 2 ft
4:55.0,Defensive rebound by N. Mirotic,,42-36,,
4:49.0,R. Lopez misses 2-pt shot from 3 ft,,42-36,,
4:47.0,,,42-36,,Defensive rebound by R. Holmes
4:29.0,,,42-38,2,J. Anderson makes 2-pt shot from 14 ft
4:13.0,Turnover by J. Butler (lost ball; steal by R. Holmes),,42-38,,
4:08.0,,,42-38,,Turnover by T. McConnell (bad pass)
3:52.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,45-38,,
3:35.0,,,45-38,,R. Holmes misses 3-pt shot from 26 ft
3:34.0,Defensive rebound by J. Grant,,45-38,,
3:28.0,N. Mirotic makes 2-pt shot from 2 ft (assist by J. Grant),2,47-38,,
3:14.0,,,47-40,2,T. McConnell makes 2-pt shot from 1 ft (assist by R. Holmes)
3:14.0,,,47-40,,Shooting foul by J. Grant (drawn by T. McConnell)
3:14.0,,,47-41,1,T. McConnell makes free throw 1 of 1
3:04.0,,,47-41,,Personal foul by J. Anderson (drawn by J. Butler)
3:04.0,,,47-41,,T. Splitter enters the game for R. Holmes
2:56.0,Turnover by R. Lopez (bad pass; steal by T. Luwawu-Cabarrot),,47-41,,
2:52.0,,,47-41,,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft
2:51.0,,,47-41,,Offensive rebound by T. McConnell
2:50.0,,,47-43,2,T. McConnell makes 2-pt shot from 2 ft
2:50.0,Chicago full timeout,,47-43,,
2:50.0,,,47-43,,G. Henderson enters the game for T. Luwawu-Cabarrot
2:28.0,J. Grant misses 2-pt shot from 8 ft,,47-43,,
2:26.0,,,47-43,,Defensive rebound by A. Poythress
2:14.0,,,47-43,,T. McConnell misses 2-pt shot from 6 ft
2:13.0,Defensive rebound by R. Lopez,,47-43,,
1:59.0,P. Zipser makes 3-pt shot from 23 ft (assist by J. Butler),3,50-43,,
1:42.0,,,50-45,2,T. Splitter makes 2-pt shot from 1 ft (assist by T. McConnell)
1:25.0,J. Butler misses 2-pt shot from 15 ft,,50-45,,
1:24.0,,,50-45,,Defensive rebound by A. Poythress
1:09.0,Shooting block foul by N. Mirotic (drawn by A. Poythress),,50-45,,
1:09.0,,,50-46,1,A. Poythress makes free throw 1 of 2
1:09.0,,,50-47,1,A. Poythress makes free throw 2 of 2
1:09.0,,,50-46,,N. Stauskas enters the game for J. Anderson
1:09.0,M. Carter-Williams enters the game for J. Grant,,50-46,,
0:53.0,Shooting foul by T. Splitter (drawn by R. Lopez),,50-47,,
0:53.0,R. Lopez makes free throw 1 of 2,1,51-47,,
0:53.0,R. Lopez misses free throw 2 of 2,,51-47,,
0:52.0,,,51-47,,Defensive rebound by T. Splitter
0:39.0,,,51-47,,N. Stauskas misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by M. Carter-Williams,,51-47,,
0:31.0,Turnover by J. Butler (step out of bounds),,51-47,,
0:15.0,,,51-47,,T. Splitter misses 2-pt shot from 2 ft (block by R. Lopez)
0:13.0,Defensive rebound by J. Butler,,51-47,,
0:07.0,,,51-47,,Personal block foul by G. Henderson (drawn by J. Butler)
0:07.0,J. Butler makes free throw 1 of 2,1,52-47,,
0:07.0,J. Butler makes free throw 2 of 2,1,53-47,,
0:02.0,,,53-47,,T. McConnell misses 2-pt shot from 2 ft (block by R. Lopez)
0:01.0,Defensive rebound by P. Zipser,,53-47,,
0:00.0,P. Zipser misses 3-pt shot from 80 ft,,53-47,,
0:00.0,Offensive rebound by Team,,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler),3,56-47,,
11:12.0,,,56-50,3,D. Saric makes 3-pt shot from 24 ft (assist by T. McConnell)
10:50.0,P. Zipser makes 2-pt shot from 2 ft (assist by R. Lopez),2,58-50,,
10:45.0,,,58-50,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by R. Lopez)
10:28.0,J. Butler makes 2-pt shot from 2 ft,2,60-50,,
10:28.0,,,60-50,,Philadelphia full timeout
10:09.0,,,60-50,,D. Saric misses 2-pt shot from 5 ft (block by N. Mirotic)
10:08.0,Defensive rebound by J. Grant,,60-50,,
10:00.0,J. Grant misses 2-pt shot from 1 ft,,60-50,,
9:59.0,,,60-50,,Defensive rebound by T. McConnell
9:53.0,,,60-52,2,J. Anderson makes 2-pt shot from 1 ft (assist by T. McConnell)
9:34.0,Shooting foul by T. McConnell (drawn by J. Grant),,60-52,,
9:34.0,J. Grant makes free throw 1 of 2,1,61-52,,
9:34.0,J. Grant makes free throw 2 of 2,1,62-52,,
9:18.0,,,62-52,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
9:17.0,Defensive rebound by J. Butler,,62-52,,
9:09.0,P. Zipser misses 2-pt shot from 18 ft,,62-52,,
9:08.0,,,62-52,,Defensive rebound by R. Holmes
8:55.0,,,62-52,,J. Anderson misses 2-pt shot from 2 ft
8:54.0,Defensive rebound by J. Grant,,62-52,,
8:44.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Grant),2,64-52,,
8:19.0,,,64-52,,T. Luwawu-Cabarrot misses 2-pt shot from 16 ft
8:18.0,,,64-52,,Offensive rebound by T. Luwawu-Cabarrot
8:06.0,,,64-52,,T. McConnell misses 2-pt shot from 15 ft
8:05.0,Defensive rebound by R. Lopez,,64-52,,
7:51.0,P. Zipser misses 3-pt shot from 24 ft,,64-52,,
7:50.0,Offensive rebound by N. Mirotic,,64-52,,
7:44.0,N. Mirotic misses 2-pt shot from 14 ft,,64-52,,
7:43.0,,,64-52,,Defensive rebound by T. McConnell
7:36.0,,,64-52,,D. Saric misses 3-pt shot from 24 ft
7:35.0,Defensive rebound by R. Lopez,,64-52,,
7:21.0,R. Lopez misses 2-pt shot from 20 ft,,64-52,,
7:20.0,,,64-52,,Defensive rebound by D. Saric
7:11.0,,,64-52,,R. Holmes misses 2-pt shot from 2 ft
7:10.0,Defensive rebound by J. Grant,,64-52,,
7:08.0,,,64-52,,Shooting block foul by J. Anderson (drawn by J. Grant)
7:08.0,J. Grant makes free throw 1 of 2,1,65-52,,
7:08.0,J. Grant makes free throw 2 of 2,1,66-52,,
7:08.0,A. Morrow enters the game for P. Zipser,,65-52,,
7:08.0,,,65-52,,G. Henderson enters the game for J. Anderson
6:46.0,,,66-52,,G. Henderson misses 2-pt shot from 13 ft
6:45.0,Defensive rebound by N. Mirotic,,66-52,,
6:36.0,J. Grant makes 2-pt shot from 19 ft (assist by R. Lopez),2,68-52,,
6:23.0,,,68-52,,T. McConnell misses 2-pt shot from 1 ft
6:22.0,Defensive rebound by N. Mirotic,,68-52,,
6:19.0,Turnover by N. Mirotic (lost ball; steal by R. Holmes),,68-52,,
6:16.0,,,68-54,2,R. Holmes makes 2-pt shot from 1 ft
5:52.0,R. Lopez misses 2-pt shot from 1 ft (block by D. Saric),,68-54,,
5:52.0,Offensive rebound by Team,,68-54,,
5:52.0,,,68-54,,N. Stauskas enters the game for T. Luwawu-Cabarrot
5:52.0,Turnover by R. Lopez (jump ball violation.),,68-54,,
5:52.0,Loose ball foul by R. Lopez (drawn by D. Saric),,68-54,,
5:36.0,,,68-54,,R. Holmes misses 2-pt shot from 15 ft
5:35.0,,,68-54,,Offensive rebound by D. Saric
5:33.0,,,68-54,,Shooting foul by N. Mirotic (drawn by D. Saric)
5:33.0,,,68-54,,D. Saric misses free throw 1 of 2
5:33.0,,,68-54,,Offensive rebound by Team
5:33.0,,,68-55,1,D. Saric makes free throw 2 of 2
5:33.0,B. Portis enters the game for N. Mirotic,,68-54,,
5:23.0,J. Butler misses 2-pt shot from 20 ft,,68-55,,
5:21.0,,,68-55,,Defensive rebound by T. McConnell
5:15.0,,,68-55,,N. Stauskas misses 3-pt shot from 26 ft
5:14.0,,,68-55,,Offensive rebound by R. Holmes
5:11.0,,,68-57,2,R. Holmes makes 2-pt shot from 1 ft
5:06.0,,,68-57,,Personal foul by G. Henderson (drawn by J. Grant)
5:06.0,,,68-57,,A. Poythress enters the game for D. Saric
4:54.0,J. Grant misses 3-pt shot from 25 ft,,68-57,,
4:53.0,,,68-57,,Defensive rebound by T. McConnell
4:46.0,,,68-60,3,R. Holmes makes 3-pt shot from 24 ft (assist by N. Stauskas)
4:46.0,Chicago full timeout,,68-60,,
4:38.0,,,68-60,,Personal foul by A. Poythress (drawn by J. Butler)
4:22.0,J. Grant misses 3-pt shot from 25 ft,,68-60,,
4:21.0,Offensive rebound by R. Lopez,,68-60,,
4:19.0,R. Lopez makes 2-pt shot from 2 ft,2,70-60,,
4:05.0,,,70-60,,G. Henderson misses 2-pt shot from 18 ft
4:04.0,Defensive rebound by J. Grant,,70-60,,
3:54.0,J. Grant makes 2-pt shot at rim,2,72-60,,
3:34.0,,,72-60,,A. Poythress misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by J. Grant,,72-60,,
3:14.0,R. Lopez misses 2-pt shot from 9 ft,,72-60,,
3:13.0,,,72-60,,Defensive rebound by G. Henderson
3:08.0,,,72-63,3,N. Stauskas makes 3-pt shot from 25 ft (assist by G. Henderson)
2:53.0,A. Morrow misses 3-pt shot from 23 ft,,72-63,,
2:52.0,,,72-63,,Defensive rebound by R. Holmes
2:47.0,,,72-63,,Turnover by T. McConnell (lost ball; steal by J. Butler)
2:45.0,J. Butler makes 2-pt shot from 2 ft,2,74-63,,
2:42.0,,,74-63,,Philadelphia full timeout
2:42.0,,,74-63,,T. Luwawu-Cabarrot enters the game for T. McConnell
2:42.0,,,74-63,,S. Long enters the game for R. Holmes
2:25.0,,,74-63,,N. Stauskas misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by J. Butler,,74-63,,
2:09.0,A. Morrow misses 2-pt shot from 19 ft,,74-63,,
2:08.0,Offensive rebound by R. Lopez,,74-63,,
2:07.0,R. Lopez misses 2-pt shot from 1 ft,,74-63,,
2:06.0,,,74-63,,Defensive rebound by N. Stauskas
1:58.0,,,74-63,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by J. Grant,,74-63,,
1:33.0,Turnover by Team (shot clock),,74-63,,
1:17.0,,,74-65,2,N. Stauskas makes 2-pt shot from 19 ft
0:59.0,Shooting foul by S. Long (drawn by J. Butler),,74-65,,
0:59.0,J. Butler makes free throw 1 of 2,1,75-65,,
0:59.0,J. Butler makes free throw 2 of 2,1,76-65,,
0:59.0,,,75-65,,J. Anderson enters the game for G. Henderson
0:59.0,D. Valentine enters the game for J. Grant,,75-65,,
0:47.0,,,76-65,,S. Long misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by B. Portis,,76-65,,
0:30.0,J. Butler misses 2-pt shot from 18 ft,,76-65,,
0:29.0,Offensive rebound by R. Lopez,,76-65,,
0:28.0,R. Lopez makes 2-pt shot from 1 ft,2,78-65,,
0:10.0,Personal foul by D. Valentine (drawn by N. Stauskas),,78-65,,
0:05.0,,,78-67,2,S. Long makes 2-pt shot from 3 ft
0:00.0,B. Portis makes 2-pt shot from 12 ft (assist by J. Butler),2,80-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,80-67,,N. Stauskas misses 2-pt shot from 19 ft
11:44.0,Defensive rebound by D. Valentine,,80-67,,
11:36.0,B. Portis misses 3-pt shot from 24 ft,,80-67,,
11:33.0,,,80-67,,Defensive rebound by S. Long
11:26.0,,,80-67,,A. Poythress misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by B. Portis,,80-67,,
11:20.0,D. Valentine misses 3-pt shot from 25 ft,,80-67,,
11:19.0,,,80-67,,Defensive rebound by J. Anderson
11:10.0,,,80-67,,J. Anderson misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by A. Morrow,,80-67,,
10:55.0,J. Lauvergne makes 2-pt shot from 6 ft (assist by M. Carter-Williams),2,82-67,,
10:37.0,,,82-67,,A. Poythress misses 3-pt shot from 26 ft
10:35.0,,,82-67,,Offensive rebound by S. Long
10:33.0,,,82-67,,S. Long misses 2-pt shot from 1 ft (block by M. Carter-Williams)
10:32.0,Defensive rebound by D. Valentine,,82-67,,
10:15.0,M. Carter-Williams misses 2-pt shot from 8 ft,,82-67,,
10:14.0,,,82-67,,Defensive rebound by N. Stauskas
10:08.0,,,82-67,,Shooting foul by M. Carter-Williams (drawn by N. Stauskas)
10:08.0,,,82-69,2,N. Stauskas makes 2-pt shot from 2 ft
10:08.0,,,82-70,1,N. Stauskas makes free throw 1 of 1
9:51.0,J. Lauvergne makes 2-pt shot at rim (assist by M. Carter-Williams),2,84-70,,
9:34.0,,,84-70,,N. Stauskas misses 2-pt shot from 9 ft
9:34.0,,,84-70,,Offensive rebound by S. Long
9:32.0,,,84-70,,S. Long misses 2-pt shot from 1 ft
9:31.0,Defensive rebound by Team,,84-70,,
9:31.0,,,84-70,,G. Henderson enters the game for N. Stauskas
9:21.0,,,84-70,,Personal foul by G. Henderson (drawn by M. Carter-Williams)
9:16.0,J. Lauvergne misses 2-pt shot from 18 ft,,84-70,,
9:14.0,,,84-70,,Defensive rebound by G. Henderson
9:10.0,Personal foul by M. Carter-Williams (drawn by G. Henderson),,84-70,,
9:00.0,,,84-70,,G. Henderson misses 2-pt shot from 2 ft
8:59.0,Defensive rebound by B. Portis,,84-70,,
8:56.0,A. Morrow misses 3-pt shot from 25 ft,,84-70,,
8:55.0,Offensive rebound by B. Portis,,84-70,,
8:50.0,A. Morrow misses 2-pt shot from 10 ft,,84-70,,
8:49.0,,,84-70,,Defensive rebound by J. Anderson
8:42.0,,,84-70,,J. Anderson misses 2-pt shot from 9 ft
8:41.0,,,84-70,,Offensive rebound by S. Long
8:40.0,,,84-72,2,S. Long makes 2-pt shot from 3 ft
8:22.0,M. Carter-Williams misses 2-pt shot from 1 ft,,84-72,,
8:21.0,,,84-72,,Defensive rebound by S. Long
8:18.0,Personal foul by D. Valentine (drawn by T. Luwawu-Cabarrot),,84-72,,
8:18.0,Official timeout,,84-72,,
8:08.0,,,84-72,,Offensive foul by G. Henderson
8:08.0,,,84-72,,Turnover by G. Henderson (offensive foul)
7:56.0,M. Carter-Williams misses 2-pt shot from 18 ft,,84-72,,
7:55.0,,,84-72,,Defensive rebound by T. Luwawu-Cabarrot
7:52.0,Shooting block foul by A. Morrow (drawn by T. Luwawu-Cabarrot),,84-72,,
7:52.0,,,84-73,1,T. Luwawu-Cabarrot makes free throw 1 of 2
7:52.0,,,84-74,1,T. Luwawu-Cabarrot makes free throw 2 of 2
7:52.0,J. Butler enters the game for A. Morrow,,84-73,,
7:52.0,P. Zipser enters the game for M. Carter-Williams,,84-73,,
7:31.0,P. Zipser misses 2-pt shot from 18 ft (block by G. Henderson),,84-74,,
7:30.0,Offensive rebound by Team,,84-74,,
7:29.0,Shooting foul by A. Poythress (drawn by J. Butler),,84-74,,
7:29.0,J. Butler makes free throw 1 of 3,1,85-74,,
7:29.0,J. Butler makes free throw 2 of 3,1,86-74,,
7:29.0,J. Butler makes free throw 3 of 3,1,87-74,,
7:29.0,,,86-74,,R. Holmes enters the game for S. Long
7:18.0,,,87-74,,Turnover by R. Holmes (bad pass)
7:18.0,,,87-74,,T. McConnell enters the game for G. Henderson
7:00.0,B. Portis makes 2-pt shot from 18 ft (assist by J. Butler),2,89-74,,
6:45.0,,,89-76,2,T. McConnell makes 2-pt shot from 1 ft (assist by T. Luwawu-Cabarrot)
6:30.0,J. Lauvergne misses 3-pt shot from 25 ft,,89-76,,
