time,Oklahoma City,pts.away,score,pts.home,New Orleans
7:45.0,V. Oladipo enters the game for C. Payne,,105-91,,
7:45.0,,,105-91,,J. Holiday enters the game for T. Evans
7:44.0,,,105-91,,Defensive rebound by D. Motiejunas
7:32.0,,,105-91,,Turnover by J. Holiday (bad pass; steal by R. Westbrook)
7:28.0,J. Lauvergne misses 2-pt shot from 1 ft (block by J. Holiday),,105-91,,
7:28.0,Offensive rebound by Team,,105-91,,
7:28.0,,,105-91,,S. Hill enters the game for D. Cunningham
7:25.0,J. Lauvergne misses 2-pt shot from 18 ft,,105-91,,
7:24.0,,,105-91,,Defensive rebound by S. Hill
7:17.0,,,105-93,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by S. Hill)
7:06.0,,,105-93,,Personal foul by D. Motiejunas (drawn by J. Lauvergne)
6:51.0,R. Westbrook misses 3-pt shot from 25 ft,,105-93,,
6:50.0,,,105-93,,Defensive rebound by E. Moore
6:46.0,Personal foul by J. Grant (drawn by J. Holiday),,105-93,,
6:46.0,A. Roberson enters the game for J. Grant,,105-93,,
6:30.0,,,105-93,,E. Moore misses 2-pt shot from 6 ft
6:29.0,,,105-93,,Offensive rebound by E. Moore
6:29.0,,,105-95,2,E. Moore makes 2-pt shot from 6 ft
6:14.0,Turnover by R. Westbrook (bad pass; steal by J. Holiday),,105-95,,
6:07.0,,,105-98,3,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday)
5:41.0,D. Sabonis misses 2-pt shot from 4 ft,,105-98,,
5:40.0,,,105-98,,Defensive rebound by D. Motiejunas
5:34.0,,,105-100,2,S. Hill makes 2-pt shot at rim (assist by J. Holiday)
5:33.0,Oklahoma City full timeout,,105-100,,
5:33.0,S. Adams enters the game for D. Sabonis,,105-100,,
5:33.0,J. Grant enters the game for J. Lauvergne,,105-100,,
5:17.0,R. Westbrook misses 2-pt shot from 15 ft,,105-100,,
5:16.0,,,105-100,,Defensive rebound by S. Hill
5:03.0,,,105-100,,L. Galloway misses 2-pt shot from 2 ft (block by A. Roberson)
5:02.0,Defensive rebound by A. Roberson,,105-100,,
4:55.0,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook),3,108-100,,
4:43.0,,,108-100,,D. Motiejunas misses 3-pt shot from 26 ft
4:42.0,Defensive rebound by V. Oladipo,,108-100,,
4:29.0,J. Grant misses 3-pt shot from 24 ft,,108-100,,
4:28.0,,,108-100,,Defensive rebound by D. Motiejunas
4:12.0,,,108-100,,L. Galloway misses 2-pt shot from 16 ft
4:12.0,Defensive rebound by J. Grant,,108-100,,
3:55.0,S. Adams misses 2-pt shot from 10 ft,,108-100,,
3:54.0,,,108-100,,Defensive rebound by S. Hill
3:49.0,,,108-102,2,S. Hill makes 2-pt shot from 2 ft
3:30.0,Turnover by S. Adams (3 sec),,108-102,,
3:30.0,,,108-102,,B. Hield enters the game for L. Galloway
3:23.0,,,108-102,,Turnover by D. Motiejunas (bad pass; steal by V. Oladipo)
3:21.0,V. Oladipo makes 2-pt shot from 1 ft,2,110-102,,
3:07.0,,,110-102,,D. Motiejunas misses 2-pt shot from 4 ft
3:05.0,Defensive rebound by S. Adams,,110-102,,
2:50.0,R. Westbrook misses 2-pt shot from 19 ft,,110-102,,
2:50.0,,,110-102,,Defensive rebound by D. Motiejunas
2:47.0,,,110-102,,New Orleans full timeout
2:36.0,,,110-102,,B. Hield misses 2-pt shot from 17 ft
2:35.0,Defensive rebound by J. Grant,,110-102,,
2:15.0,Turnover by R. Westbrook (lost ball),,110-102,,
1:57.0,,,110-102,,E. Moore misses 2-pt shot from 17 ft
1:56.0,Defensive rebound by S. Adams,,110-102,,
1:46.0,,,110-102,,Personal foul by D. Motiejunas (drawn by R. Westbrook)
1:46.0,R. Westbrook makes free throw 1 of 2,1,111-102,,
1:46.0,R. Westbrook makes free throw 2 of 2,1,112-102,,
1:46.0,,,111-102,,T. Evans enters the game for S. Hill
1:29.0,,,112-102,,Turnover by J. Holiday (bad pass)
1:15.0,R. Westbrook misses 2-pt shot from 2 ft,,112-102,,
1:15.0,Offensive rebound by S. Adams,,112-102,,
1:15.0,S. Adams makes 2-pt shot at rim,2,114-102,,
1:15.0,,,114-102,,New Orleans full timeout
1:09.0,,,114-102,,E. Moore misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by A. Roberson,,114-102,,
0:49.0,R. Westbrook misses 3-pt shot from 25 ft,,114-102,,
0:49.0,,,114-102,,Defensive rebound by B. Hield
0:42.0,,,114-102,,B. Hield misses 2-pt shot from 2 ft
0:42.0,,,114-102,,Offensive rebound by Team
0:33.0,,,114-104,2,E. Moore makes 2-pt shot from 1 ft
0:16.0,S. Adams misses 2-pt shot from 3 ft (block by E. Moore),,114-104,,
0:14.0,,,114-104,,Defensive rebound by E. Moore
0:11.0,,,114-104,,Shooting foul by R. Westbrook (drawn by D. Motiejunas)
0:11.0,,,114-104,,D. Motiejunas misses free throw 1 of 2
0:11.0,,,114-104,,Offensive rebound by Team
0:11.0,,,114-105,1,D. Motiejunas makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
