time,Houston,pts.away,score,pts.home,Golden State
3:11.0,,,23-25,,K. Thompson misses free throw 2 of 2
3:11.0,C. Brewer enters the game for T. Ariza,,23-25,,
3:09.0,Defensive rebound by M. Harrell,,23-25,,
2:59.0,,,23-25,,Violation by J. McGee (kicked ball)
2:59.0,,,23-25,,P. McCaw enters the game for K. Thompson
2:57.0,,,23-25,,Personal foul by S. Curry (drawn by J. Harden)
2:53.0,,,23-25,,Personal foul by S. Curry (drawn by J. Harden)
2:53.0,J. Harden makes free throw 1 of 3,1,24-25,,
2:53.0,J. Harden makes free throw 2 of 3,1,25-25,,
2:53.0,J. Harden misses free throw 3 of 3,,25-25,,
2:53.0,,,24-25,,K. Thompson enters the game for S. Curry
2:51.0,,,25-25,,Defensive rebound by J. McGee
2:38.0,,,25-25,,Turnover by D. Green (lost ball; steal by J. Harden)
2:33.0,E. Gordon makes 2-pt shot from 1 ft (assist by J. Harden),2,27-25,,
2:18.0,,,27-25,,Shooting foul by S. Dekker (drawn by J. McGee)
2:18.0,,,27-26,1,J. McGee makes free throw 1 of 2
2:18.0,,,27-26,,J. McGee misses free throw 2 of 2
2:18.0,P. Beverley enters the game for J. Harden,,27-26,,
2:18.0,,,27-26,,K. Durant enters the game for D. Green
2:17.0,Defensive rebound by P. Beverley,,27-26,,
1:58.0,E. Gordon makes 2-pt shot from 2 ft,2,29-26,,
1:40.0,,,29-26,,K. Thompson misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by C. Brewer,,29-26,,
1:31.0,S. Dekker misses 2-pt shot from 7 ft,,29-26,,
1:31.0,Offensive rebound by M. Harrell,,29-26,,
1:27.0,S. Dekker misses 3-pt shot from 26 ft,,29-26,,
1:26.0,,,29-26,,Defensive rebound by K. Durant
1:18.0,Personal foul by S. Dekker (drawn by K. Durant),,29-26,,
1:18.0,,,29-27,1,K. Durant makes free throw 1 of 2
1:18.0,,,29-28,1,K. Durant makes free throw 2 of 2
1:18.0,,,29-27,,K. Looney enters the game for J. McGee
1:18.0,,,29-27,,I. Clark enters the game for A. Iguodala
1:03.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,32-28,,
0:46.0,,,32-28,,Turnover by P. McCaw (lost ball; steal by C. Brewer)
0:38.0,Turnover by P. Beverley (traveling),,32-28,,
0:19.0,,,32-30,2,K. Durant makes 2-pt shot from 1 ft
0:04.0,M. Harrell misses 2-pt shot from 5 ft (block by K. Looney),,32-30,,
0:03.0,,,32-30,,Defensive rebound by P. McCaw
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,32-32,2,K. Durant makes 2-pt shot from 19 ft
11:17.0,M. Harrell makes 2-pt shot at rim (assist by E. Gordon),2,34-32,,
11:04.0,,,34-32,,D. West misses 2-pt shot from 14 ft
11:01.0,Defensive rebound by C. Brewer,,34-32,,
10:52.0,E. Gordon misses 2-pt shot from 3 ft,,34-32,,
10:51.0,Offensive rebound by M. Harrell,,34-32,,
10:51.0,M. Harrell makes 2-pt shot from 1 ft,2,36-32,,
10:37.0,,,36-32,,I. Clark misses 3-pt shot from 27 ft
10:36.0,Defensive rebound by P. Beverley,,36-32,,
10:11.0,P. Beverley misses 2-pt shot from 10 ft,,36-32,,
10:10.0,,,36-32,,Defensive rebound by D. West
9:58.0,,,36-32,,D. West misses 2-pt shot from 1 ft (block by M. Harrell)
9:58.0,,,36-32,,Offensive rebound by Team
9:54.0,,,36-32,,Turnover by D. West (offensive foul)
9:54.0,,,36-32,,Offensive foul by D. West
9:54.0,R. Anderson enters the game for S. Dekker,,36-32,,
9:40.0,M. Harrell makes 2-pt shot at rim (assist by C. Brewer),2,38-32,,
9:21.0,,,38-32,,I. Clark misses 2-pt shot from 12 ft
9:20.0,Defensive rebound by P. Beverley,,38-32,,
9:13.0,M. Harrell misses 2-pt shot from 7 ft,,38-32,,
9:13.0,Offensive rebound by Team,,38-32,,
9:09.0,,,38-32,,Loose ball foul by S. Livingston (drawn by R. Anderson)
9:04.0,C. Brewer misses 2-pt shot from 9 ft,,38-32,,
9:03.0,,,38-32,,Defensive rebound by D. West
9:00.0,,,38-34,2,K. Durant makes 2-pt shot from 1 ft
9:00.0,,,38-34,,Shooting foul by M. Harrell (drawn by K. Durant)
9:00.0,,,38-35,1,K. Durant makes free throw 1 of 1
8:42.0,E. Gordon makes 2-pt shot from 3 ft,2,40-35,,
8:42.0,Shooting foul by D. West (drawn by E. Gordon),,40-35,,
8:42.0,Official timeout,,40-35,,
8:42.0,E. Gordon makes free throw 1 of 1,1,41-35,,
8:42.0,J. Harden enters the game for P. Beverley,,40-35,,
8:42.0,T. Ariza enters the game for C. Brewer,,40-35,,
8:42.0,,,40-35,,A. Iguodala enters the game for P. McCaw
8:42.0,,,40-35,,D. Green enters the game for D. West
8:28.0,,,41-37,2,I. Clark makes 2-pt shot from 1 ft (assist by K. Durant)
8:20.0,T. Ariza misses 3-pt shot from 26 ft,,41-37,,
8:19.0,Offensive rebound by Team,,41-37,,
8:18.0,,,41-37,,S. Curry enters the game for I. Clark
8:10.0,Turnover by E. Gordon (step out of bounds),,41-37,,
7:54.0,,,41-37,,Shooting foul by M. Harrell (drawn by K. Durant)
7:54.0,,,41-38,1,K. Durant makes free throw 1 of 2
7:54.0,,,41-39,1,K. Durant makes free throw 2 of 2
7:54.0,C. Capela enters the game for M. Harrell,,41-38,,
7:40.0,E. Gordon makes 2-pt shot from 2 ft,2,43-39,,
7:27.0,,,43-41,2,S. Livingston makes 2-pt shot from 13 ft (assist by D. Green)
7:12.0,E. Gordon misses 3-pt shot from 29 ft,,43-41,,
7:12.0,Offensive rebound by Team,,43-41,,
7:12.0,,,43-41,,Loose ball foul by K. Durant (drawn by J. Harden)
7:09.0,Turnover by C. Capela (traveling),,43-41,,
6:56.0,,,43-44,3,S. Curry makes 3-pt shot from 29 ft (assist by S. Livingston)
6:45.0,J. Harden misses 3-pt shot from 26 ft,,43-44,,
6:44.0,,,43-44,,Defensive rebound by A. Iguodala
6:39.0,,,43-46,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
6:39.0,Houston full timeout,,43-46,,
6:39.0,P. Beverley enters the game for E. Gordon,,43-46,,
6:39.0,,,43-46,,K. Thompson enters the game for K. Durant
6:17.0,C. Capela misses 2-pt shot from 5 ft,,43-46,,
6:17.0,Offensive rebound by Team,,43-46,,
6:17.0,,,43-46,,Loose ball foul by S. Curry (drawn by R. Anderson)
6:05.0,C. Capela makes 2-pt shot from 3 ft (assist by T. Ariza),2,45-46,,
6:05.0,Shooting foul by K. Thompson (drawn by C. Capela),,45-46,,
6:05.0,C. Capela misses free throw 1 of 1,,45-46,,
6:03.0,,,45-46,,Defensive rebound by D. Green
5:59.0,,,45-46,,K. Durant enters the game for S. Curry
5:40.0,,,45-46,,S. Livingston misses 2-pt shot from 13 ft
5:40.0,Defensive rebound by C. Capela,,45-46,,
5:31.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,48-46,,
5:15.0,,,48-48,2,K. Durant makes 2-pt shot from 1 ft (assist by D. Green)
4:53.0,Shooting foul by D. Green (drawn by J. Harden),,48-48,,
4:53.0,,,48-48,,Technical foul by D. Green (drawn by J. Harden)
4:53.0,J. Harden misses technical free throw,,48-48,,
4:53.0,Offensive rebound by Team,,48-48,,
4:53.0,J. Harden makes free throw 1 of 2,1,49-48,,
4:53.0,J. Harden makes free throw 2 of 2,1,50-48,,
4:45.0,,,50-48,,Technical foul by Team
4:45.0,J. Harden makes technical free throw,1,51-48,,
4:37.0,,,51-48,,Offensive charge foul by K. Durant
4:37.0,,,51-48,,Turnover by K. Durant (offensive foul)
4:32.0,R. Anderson makes 3-pt shot from 28 ft (assist by J. Harden),3,54-48,,
4:13.0,,,54-51,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Livingston)
4:00.0,J. Harden misses 2-pt shot from 4 ft,,54-51,,
4:00.0,Offensive rebound by T. Ariza,,54-51,,
4:00.0,T. Ariza makes 2-pt shot from 1 ft,2,56-51,,
3:46.0,,,56-51,,K. Thompson misses 3-pt shot from 26 ft
3:46.0,Defensive rebound by R. Anderson,,56-51,,
3:34.0,,,56-51,,Personal foul by A. Iguodala (drawn by R. Anderson)
3:34.0,R. Anderson makes free throw 1 of 2,1,57-51,,
3:34.0,R. Anderson makes free throw 2 of 2,1,58-51,,
3:34.0,,,57-51,,I. Clark enters the game for S. Livingston
3:34.0,E. Gordon enters the game for P. Beverley,,57-51,,
3:13.0,,,58-51,,Shooting foul by R. Anderson (drawn by K. Durant)
3:13.0,,,58-52,1,K. Durant makes free throw 1 of 2
3:13.0,,,58-53,1,K. Durant makes free throw 2 of 2
3:03.0,J. Harden misses 3-pt shot from 25 ft,,58-53,,
3:03.0,,,58-53,,Defensive rebound by D. Green
2:58.0,,,58-53,,Turnover by D. Green (bad pass; steal by J. Harden)
2:53.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,60-53,,
2:36.0,,,60-53,,D. Green misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by J. Harden,,60-53,,
2:29.0,Offensive foul by R. Anderson,,60-53,,
2:29.0,Turnover by R. Anderson (offensive foul),,60-53,,
2:29.0,,,60-53,,Golden State full timeout
2:17.0,,,60-55,2,D. Green makes 2-pt shot from 1 ft (assist by I. Clark)
1:56.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,62-55,,
1:42.0,,,62-55,,K. Thompson misses 3-pt shot from 27 ft
1:41.0,Defensive rebound by E. Gordon,,62-55,,
1:34.0,J. Harden misses 3-pt shot from 27 ft,,62-55,,
1:33.0,,,62-55,,Defensive rebound by Team
1:18.0,Violation by C. Capela (def goaltending),,62-55,,
1:18.0,,,62-57,2,I. Clark makes 2-pt shot from 1 ft (assist by D. Green)
1:05.0,C. Capela misses 2-pt shot from 3 ft (block by K. Durant),,62-57,,
1:03.0,,,62-57,,Defensive rebound by D. Green
1:00.0,,,62-59,2,D. Green makes 2-pt shot at rim (assist by K. Durant)
0:49.0,Houston full timeout,,62-59,,
0:34.0,E. Gordon misses 2-pt shot from 4 ft,,62-59,,
0:34.0,,,62-59,,Defensive rebound by K. Durant
0:30.0,,,62-59,,K. Durant misses 2-pt shot from 9 ft (block by J. Harden)
0:30.0,,,62-59,,Offensive rebound by Team
0:30.0,,,62-59,,Golden State full timeout
0:27.0,,,62-59,,K. Durant misses 2-pt shot from 10 ft
0:26.0,Defensive rebound by J. Harden,,62-59,,
0:05.0,T. Ariza misses 3-pt shot from 22 ft,,62-59,,
0:03.0,Offensive rebound by R. Anderson,,62-59,,
0:03.0,R. Anderson makes 2-pt shot from 1 ft,2,64-59,,
0:01.0,,,64-59,,I. Clark misses 3-pt shot from 46 ft
0:00.0,,,64-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,64-59,,K. Durant misses 2-pt shot from 2 ft
11:43.0,Defensive rebound by T. Ariza,,64-59,,
11:36.0,R. Anderson misses 3-pt shot from 28 ft,,64-59,,
11:36.0,,,64-59,,Defensive rebound by D. Green
11:27.0,,,64-59,,K. Thompson misses 2-pt shot from 19 ft
11:26.0,Defensive rebound by P. Beverley,,64-59,,
11:15.0,Turnover by J. Harden (bad pass; steal by K. Durant),,64-59,,
11:08.0,,,64-62,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
10:42.0,Turnover by Team (shot clock),,64-62,,
10:29.0,,,64-62,,S. Curry misses 2-pt shot from 12 ft
10:28.0,Defensive rebound by J. Harden,,64-62,,
10:19.0,C. Capela misses 2-pt shot from 1 ft,,64-62,,
10:18.0,Offensive rebound by J. Harden,,64-62,,
10:16.0,C. Capela makes 2-pt shot from 7 ft (assist by J. Harden),2,66-62,,
10:00.0,,,66-62,,Shooting foul by C. Capela (drawn by K. Thompson)
10:00.0,,,66-63,1,K. Thompson makes free throw 1 of 2
10:00.0,,,66-64,1,K. Thompson makes free throw 2 of 2
9:47.0,J. Harden makes 2-pt shot from 5 ft,2,68-64,,
9:35.0,,,68-64,,Turnover by S. Curry (bad pass; steal by P. Beverley)
9:34.0,P. Beverley misses 2-pt shot from 1 ft (block by D. Green),,68-64,,
9:33.0,Offensive rebound by Team,,68-64,,
9:23.0,J. Harden misses 3-pt shot from 25 ft,,68-64,,
9:23.0,,,68-64,,Defensive rebound by S. Curry
9:11.0,,,68-64,,K. Thompson misses 2-pt shot from 13 ft
9:11.0,,,68-64,,Offensive rebound by Z. Pachulia
9:03.0,,,68-64,,D. Green misses 2-pt shot from 5 ft
9:03.0,Defensive rebound by P. Beverley,,68-64,,
8:56.0,T. Ariza misses 3-pt shot from 23 ft,,68-64,,
8:56.0,,,68-64,,Defensive rebound by D. Green
8:39.0,,,68-64,,Turnover by S. Curry (bad pass; steal by P. Beverley)
8:32.0,J. Harden makes 2-pt shot from 1 ft,2,70-64,,
8:32.0,,,70-64,,Golden State full timeout
8:32.0,,,70-64,,Technical foul by Z. Pachulia
8:32.0,Technical foul by J. Harden,,70-64,,
8:22.0,,,70-64,,Shooting foul by C. Capela (drawn by Z. Pachulia)
8:22.0,,,70-65,1,Z. Pachulia makes free throw 1 of 2
8:22.0,,,70-66,1,Z. Pachulia makes free throw 2 of 2
8:08.0,J. Harden misses 2-pt shot from 9 ft (block by S. Curry),,70-66,,
8:08.0,,,70-66,,Defensive rebound by Team
8:01.0,,,70-66,,S. Curry misses 3-pt shot from 29 ft
8:00.0,,,70-66,,Offensive rebound by Z. Pachulia
7:55.0,,,70-66,,K. Thompson misses 3-pt shot from 23 ft
7:55.0,,,70-66,,Offensive rebound by Z. Pachulia
7:55.0,Loose ball foul by C. Capela (drawn by Z. Pachulia),,70-66,,
7:55.0,Technical foul by Team,,70-66,,
7:55.0,,,70-67,1,S. Curry makes technical free throw
7:50.0,,,70-67,,K. Durant misses 2-pt shot from 19 ft
7:49.0,Defensive rebound by J. Harden,,70-67,,
7:38.0,C. Capela makes 2-pt shot from 2 ft,2,72-67,,
7:24.0,,,72-67,,K. Thompson misses 3-pt shot from 27 ft
7:23.0,Defensive rebound by C. Capela,,72-67,,
7:08.0,,,72-67,,Personal foul by D. Green (drawn by R. Anderson)
7:08.0,R. Anderson makes free throw 1 of 3,1,73-67,,
7:08.0,R. Anderson misses free throw 2 of 3,,73-67,,
7:08.0,Offensive rebound by Team,,73-67,,
7:08.0,R. Anderson makes free throw 3 of 3,1,74-67,,
6:54.0,Personal foul by P. Beverley (drawn by S. Curry),,74-67,,
6:49.0,,,74-67,,Turnover by D. Green (bad pass; steal by P. Beverley)
6:29.0,J. Harden makes 3-pt shot from 25 ft,3,77-67,,
6:21.0,,,77-67,,S. Curry misses 2-pt shot from 2 ft (block by C. Capela)
6:21.0,,,77-67,,Offensive rebound by Team
6:21.0,,,77-67,,A. Iguodala enters the game for Z. Pachulia
6:15.0,,,77-67,,S. Curry misses 3-pt shot from 26 ft
6:15.0,Defensive rebound by J. Harden,,77-67,,
5:57.0,J. Harden misses 2-pt shot from 11 ft (block by K. Durant),,77-67,,
5:56.0,,,77-67,,Defensive rebound by K. Thompson
5:50.0,,,77-70,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Thompson)
5:42.0,T. Ariza makes 2-pt shot from 1 ft,2,79-70,,
5:27.0,,,79-72,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
5:08.0,T. Ariza misses 3-pt shot from 24 ft,,79-72,,
5:07.0,,,79-72,,Defensive rebound by K. Durant
5:01.0,,,79-74,2,S. Curry makes 2-pt shot from 2 ft
5:01.0,Houston full timeout,,79-74,,
5:01.0,,,79-74,,J. McAdoo enters the game for K. Durant
5:01.0,E. Gordon enters the game for C. Capela,,79-74,,
5:01.0,M. Harrell enters the game for P. Beverley,,79-74,,
4:49.0,Turnover by E. Gordon (lost ball; steal by S. Curry),,79-74,,
4:39.0,,,79-74,,A. Iguodala misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by Team,,79-74,,
4:13.0,M. Harrell misses 2-pt shot from 8 ft,,79-74,,
4:12.0,,,79-74,,Defensive rebound by K. Thompson
4:04.0,,,79-77,3,S. Curry makes 3-pt shot from 28 ft (assist by J. McAdoo)
3:42.0,R. Anderson misses 3-pt shot from 23 ft,,79-77,,
3:41.0,,,79-77,,Defensive rebound by K. Thompson
3:26.0,,,79-77,,K. Thompson misses 2-pt shot from 19 ft
3:26.0,Defensive rebound by J. Harden,,79-77,,
3:12.0,Turnover by J. Harden (bad pass; steal by J. McAdoo),,79-77,,
3:09.0,,,79-77,,Shooting foul by E. Gordon (drawn by A. Iguodala)
3:09.0,,,79-77,,A. Iguodala misses free throw 1 of 2
3:09.0,,,79-77,,Offensive rebound by Team
3:09.0,,,79-78,1,A. Iguodala makes free throw 2 of 2
3:09.0,,,79-77,,P. McCaw enters the game for K. Thompson
3:09.0,S. Dekker enters the game for R. Anderson,,79-77,,
3:09.0,C. Brewer enters the game for T. Ariza,,79-77,,
2:52.0,Turnover by S. Dekker (lost ball; steal by D. Green),,79-78,,
2:41.0,,,79-78,,D. Green misses 2-pt shot from 6 ft
2:40.0,Defensive rebound by J. Harden,,79-78,,
2:36.0,,,79-78,,Personal foul by P. McCaw (drawn by C. Brewer)
2:36.0,P. Beverley enters the game for J. Harden,,79-78,,
2:23.0,E. Gordon misses 2-pt shot from 2 ft,,79-78,,
2:21.0,,,79-78,,Defensive rebound by J. McAdoo
2:08.0,,,79-78,,Turnover by S. Curry (bad pass; steal by P. Beverley)
2:03.0,C. Brewer makes 2-pt shot from 1 ft (assist by S. Dekker),2,81-78,,
2:03.0,,,81-78,,Golden State full timeout
2:03.0,,,81-78,,K. Durant enters the game for D. Green
1:47.0,,,81-78,,S. Curry misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by M. Harrell,,81-78,,
1:32.0,M. Harrell makes 2-pt shot at rim (assist by E. Gordon),2,83-78,,
1:07.0,,,83-80,2,J. McAdoo makes 2-pt shot from 2 ft (assist by P. McCaw)
0:55.0,P. Beverley makes 3-pt shot from 25 ft (assist by M. Harrell),3,86-80,,
0:41.0,,,86-80,,S. Curry misses 2-pt shot from 19 ft
0:40.0,Defensive rebound by S. Dekker,,86-80,,
0:39.0,Turnover by S. Dekker (traveling),,86-80,,
0:31.0,,,86-82,2,K. Durant makes 2-pt shot from 8 ft (assist by A. Iguodala)
0:10.0,C. Brewer misses 3-pt shot from 24 ft,,86-82,,
0:09.0,,,86-82,,Defensive rebound by J. McAdoo
0:02.0,,,86-82,,K. Durant misses 3-pt shot from 24 ft
0:00.0,,,86-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,E. Gordon misses 2-pt shot from 18 ft,,86-82,,
11:34.0,,,86-82,,Defensive rebound by S. Livingston
11:17.0,,,86-82,,Turnover by K. Durant (bad pass; steal by S. Dekker)
11:10.0,E. Gordon misses 3-pt shot from 27 ft,,86-82,,
11:09.0,Offensive rebound by S. Dekker,,86-82,,
10:57.0,P. Beverley misses 2-pt shot from 7 ft,,86-82,,
10:57.0,,,86-82,,Defensive rebound by K. Durant
10:41.0,,,86-85,3,K. Durant makes 3-pt shot from 24 ft
10:25.0,E. Gordon misses 2-pt shot from 1 ft,,86-85,,
10:25.0,Offensive rebound by M. Harrell,,86-85,,
10:25.0,M. Harrell makes 2-pt shot from 1 ft,2,88-85,,
10:05.0,,,88-85,,K. Durant misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by M. Harrell,,88-85,,
9:54.0,Turnover by P. Beverley (lost ball; steal by S. Livingston),,88-85,,
9:47.0,,,88-85,,K. Thompson misses 2-pt shot from 15 ft
9:46.0,Defensive rebound by Team,,88-85,,
9:32.0,E. Gordon misses 3-pt shot from 27 ft,,88-85,,
9:32.0,Offensive rebound by P. Beverley,,88-85,,
9:32.0,M. Harrell makes 2-pt shot at rim (assist by P. Beverley),2,90-85,,
9:32.0,Shooting foul by J. McAdoo (drawn by M. Harrell),,90-85,,
9:32.0,M. Harrell makes free throw 1 of 1,1,91-85,,
9:20.0,Personal foul by C. Brewer (drawn by K. Thompson),,91-85,,
9:14.0,,,91-85,,Turnover by K. Thompson (bad pass; steal by E. Gordon)
9:03.0,P. Beverley misses 3-pt shot from 25 ft,,91-85,,
9:02.0,,,91-85,,Defensive rebound by K. Durant
8:52.0,,,91-87,2,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston)
8:42.0,Official timeout,,91-87,,
8:42.0,R. Anderson enters the game for C. Brewer,,91-87,,
8:42.0,,,91-87,,D. Green enters the game for K. Thompson
8:42.0,,,91-87,,S. Curry enters the game for I. Clark
8:42.0,,,91-87,,A. Iguodala enters the game for J. McAdoo
8:28.0,E. Gordon makes 3-pt shot from 25 ft,3,94-87,,
8:13.0,,,94-87,,Turnover by S. Curry (bad pass; steal by S. Dekker)
8:08.0,S. Dekker misses 2-pt shot from 8 ft,,94-87,,
8:06.0,Offensive rebound by S. Dekker,,94-87,,
8:06.0,S. Dekker misses 2-pt shot from 2 ft,,94-87,,
8:05.0,Offensive rebound by S. Dekker,,94-87,,
8:05.0,S. Dekker misses 2-pt shot from 1 ft,,94-87,,
8:03.0,,,94-87,,Defensive rebound by K. Durant
8:00.0,Personal foul by S. Dekker (drawn by D. Green),,94-87,,
8:00.0,J. Harden enters the game for P. Beverley,,94-87,,
7:54.0,,,94-87,,K. Durant misses 2-pt shot from 15 ft
7:54.0,,,94-87,,Offensive rebound by S. Livingston
7:50.0,,,94-90,3,K. Durant makes 3-pt shot from 26 ft (assist by D. Green)
7:39.0,Turnover by E. Gordon (lost ball; steal by S. Curry),,94-90,,
7:34.0,,,94-90,,S. Curry misses 3-pt shot from 27 ft
7:33.0,Defensive rebound by M. Harrell,,94-90,,
7:21.0,R. Anderson makes 3-pt shot from 23 ft (assist by E. Gordon),3,97-90,,
7:05.0,,,97-90,,D. Green misses 2-pt shot from 11 ft
7:04.0,,,97-90,,Offensive rebound by D. Green
7:04.0,,,97-90,,D. Green misses 2-pt shot from 3 ft
7:03.0,,,97-90,,Offensive rebound by D. Green
