time,Brooklyn,pts.away,score,pts.home,Cleveland
7:56.0,Turnover by B. Lopez (bad pass; steal by T. Thompson),,4-5,,
7:53.0,,,4-7,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
7:53.0,,,4-7,,Shooting foul by S. Kilpatrick (drawn by L. James)
7:53.0,,,4-8,1,L. James makes free throw 1 of 1
7:45.0,Turnover by S. Kilpatrick (lost ball; steal by K. Irving),,4-8,,
7:41.0,,,4-8,,K. Irving misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by J. Hamilton,,4-8,,
7:35.0,S. Kilpatrick makes 2-pt shot from 21 ft (assist by J. Lin),2,6-8,,
7:13.0,,,6-8,,K. Love misses 2-pt shot from 1 ft
7:10.0,,,6-8,,Offensive rebound by T. Thompson
7:10.0,,,6-10,2,T. Thompson makes 2-pt shot at rim
6:59.0,J. Hamilton misses 3-pt shot from 23 ft,,6-10,,
6:59.0,,,6-10,,Defensive rebound by K. Love
6:48.0,,,6-10,,D. Liggins misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by J. Hamilton,,6-10,,
6:40.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by B. Bogdanovic),3,9-10,,
6:23.0,,,9-12,2,T. Thompson makes 2-pt shot from 9 ft (assist by K. Irving)
6:11.0,J. Hamilton misses 3-pt shot from 28 ft,,9-12,,
6:10.0,,,9-12,,Defensive rebound by T. Thompson
6:06.0,,,9-12,,Shooting foul by J. Hamilton (drawn by K. Love)
6:06.0,,,9-13,1,K. Love makes free throw 1 of 2
6:06.0,,,9-14,1,K. Love makes free throw 2 of 2
6:06.0,L. Scola enters the game for J. Hamilton,,9-13,,
6:06.0,J. Harris enters the game for B. Bogdanovic,,9-13,,
5:57.0,Turnover by B. Lopez (bad pass; steal by D. Liggins),,9-14,,
5:47.0,,,9-16,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
5:34.0,B. Lopez misses 2-pt shot from 5 ft,,9-16,,
5:31.0,Offensive rebound by B. Lopez,,9-16,,
5:31.0,B. Lopez misses 2-pt shot from 2 ft,,9-16,,
5:29.0,,,9-16,,Defensive rebound by T. Thompson
5:26.0,,,9-18,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
5:26.0,Brooklyn full timeout,,9-18,,
5:26.0,J. Hamilton enters the game for B. Lopez,,9-18,,
5:26.0,B. Bogdanovic enters the game for S. Kilpatrick,,9-18,,
5:12.0,,,9-18,,Personal foul by D. Liggins (drawn by J. Harris)
5:12.0,,,9-18,,I. Shumpert enters the game for D. Liggins
5:06.0,J. Lin misses 2-pt shot from 11 ft,,9-18,,
5:05.0,,,9-18,,Defensive rebound by K. Love
5:04.0,,,9-18,,Turnover by K. Love (lost ball; steal by J. Lin)
5:01.0,J. Lin makes 2-pt shot from 2 ft,2,11-18,,
4:44.0,,,11-18,,K. Irving misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by L. Scola,,11-18,,
4:34.0,L. Scola misses 2-pt shot from 22 ft,,11-18,,
4:34.0,,,11-18,,Defensive rebound by K. Love
4:22.0,,,11-18,,K. Love misses 3-pt shot from 26 ft
4:21.0,,,11-18,,Offensive rebound by T. Thompson
4:16.0,,,11-21,3,K. Irving makes 3-pt shot from 25 ft (assist by T. Thompson)
4:06.0,S. Dinwiddie enters the game for J. Lin,,11-21,,
4:00.0,J. Harris misses 2-pt shot from 20 ft,,11-21,,
4:00.0,,,11-21,,Defensive rebound by K. Irving
3:53.0,,,11-21,,Turnover by T. Thompson (traveling)
3:28.0,J. Hamilton misses 2-pt shot from 7 ft,,11-21,,
3:28.0,,,11-21,,Defensive rebound by Team
3:28.0,,,11-21,,M. Dunleavy enters the game for K. Irving
3:28.0,,,11-21,,R. Jefferson enters the game for L. James
3:09.0,,,11-21,,K. Love misses 2-pt shot from 13 ft
3:06.0,,,11-21,,Offensive rebound by T. Thompson
3:06.0,,,11-23,2,T. Thompson makes 2-pt shot at rim
2:46.0,B. Bogdanovic misses 2-pt shot from 15 ft,,11-23,,
2:46.0,,,11-23,,Defensive rebound by K. Love
2:38.0,,,11-23,,R. Jefferson misses 2-pt shot from 21 ft
2:38.0,Defensive rebound by B. Bogdanovic,,11-23,,
2:33.0,Offensive charge foul by B. Bogdanovic,,11-23,,
2:33.0,Turnover by B. Bogdanovic (offensive foul),,11-23,,
2:33.0,,,11-23,,Cleveland full timeout
2:33.0,B. Lopez enters the game for B. Bogdanovic,,11-23,,
2:33.0,R. Hollis-Jefferson enters the game for J. Hamilton,,11-23,,
2:12.0,,,11-25,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by I. Shumpert)
2:00.0,J. Harris misses 3-pt shot from 25 ft,,11-25,,
1:59.0,,,11-25,,Defensive rebound by K. Love
1:52.0,,,11-27,2,I. Shumpert makes 2-pt shot from 23 ft
1:26.0,B. Lopez makes 2-pt shot from 10 ft,2,13-27,,
1:14.0,,,13-27,,I. Shumpert misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by L. Scola,,13-27,,
1:00.0,R. Hollis-Jefferson misses 2-pt shot from 17 ft,,13-27,,
1:00.0,,,13-27,,Defensive rebound by K. Love
0:40.0,,,13-27,,Turnover by M. Dunleavy (bad pass; steal by R. Hollis-Jefferson)
0:39.0,,,13-27,,Violation by R. Jefferson (kicked ball)
0:39.0,,,13-27,,L. James enters the game for K. Love
0:30.0,S. Dinwiddie makes 2-pt shot at rim,2,15-27,,
0:14.0,,,15-29,2,I. Shumpert makes 2-pt shot from 13 ft
0:14.0,,,15-29,,Loose ball foul by T. Thompson (drawn by S. Dinwiddie)
0:14.0,,,15-29,,C. Frye enters the game for T. Thompson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,15-29,,Turnover by I. Shumpert (bad pass; steal by S. Kilpatrick)
11:35.0,Shooting foul by I. Shumpert (drawn by S. Kilpatrick),,15-29,,
11:35.0,S. Kilpatrick makes free throw 1 of 2,1,16-29,,
11:35.0,S. Kilpatrick makes free throw 2 of 2,1,17-29,,
11:27.0,,,17-31,2,C. Frye makes 2-pt shot from 3 ft (assist by M. Dunleavy)
11:05.0,S. Kilpatrick misses 2-pt shot from 12 ft,,17-31,,
11:03.0,,,17-31,,Defensive rebound by C. Frye
10:57.0,,,17-31,,M. Dunleavy misses 3-pt shot from 24 ft
10:57.0,Defensive rebound by S. Kilpatrick,,17-31,,
10:46.0,Shooting foul by M. Dunleavy (drawn by R. Hollis-Jefferson),,17-31,,
10:46.0,R. Hollis-Jefferson makes free throw 1 of 2,1,18-31,,
10:46.0,R. Hollis-Jefferson makes free throw 2 of 2,1,19-31,,
10:35.0,Personal foul by J. Hamilton (drawn by C. Frye),,19-31,,
10:28.0,,,19-34,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by C. Frye)
10:16.0,S. Kilpatrick makes 3-pt shot from 26 ft (assist by C. LeVert),3,22-34,,
10:06.0,,,22-36,2,L. James makes 2-pt shot from 1 ft (assist by R. Jefferson)
9:52.0,,,22-36,,Personal foul by R. Jefferson (drawn by R. Hollis-Jefferson)
9:52.0,J. Lin enters the game for R. Hollis-Jefferson,,22-36,,
9:52.0,,,22-36,,K. Irving enters the game for I. Shumpert
9:43.0,S. Kilpatrick misses 2-pt shot from 18 ft,,22-36,,
9:41.0,,,22-36,,Defensive rebound by L. James
9:36.0,,,22-38,2,R. Jefferson makes 2-pt shot from 2 ft (assist by L. James)
9:30.0,A. Bennett misses 3-pt shot from 25 ft,,22-38,,
9:29.0,,,22-38,,Defensive rebound by L. James
9:23.0,,,22-40,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by L. James)
9:23.0,Brooklyn full timeout,,22-40,,
9:23.0,R. Hollis-Jefferson enters the game for J. Hamilton,,22-40,,
9:09.0,S. Kilpatrick misses 3-pt shot from 27 ft,,22-40,,
9:08.0,,,22-40,,Defensive rebound by C. Frye
8:59.0,,,22-40,,R. Jefferson misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by R. Hollis-Jefferson,,22-40,,
8:52.0,Turnover by R. Hollis-Jefferson (bad pass; steal by K. Irving),,22-40,,
8:50.0,,,22-42,2,R. Jefferson makes 2-pt shot at rim (assist by K. Irving)
8:50.0,,,22-42,,Shooting foul by J. Lin (drawn by R. Jefferson)
8:50.0,,,22-43,1,R. Jefferson makes free throw 1 of 1
8:34.0,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by S. Kilpatrick),2,24-43,,
8:14.0,,,24-45,2,K. Irving makes 2-pt shot at rim
8:00.0,J. Lin misses 2-pt shot from 18 ft,,24-45,,
7:59.0,,,24-45,,Defensive rebound by L. James
7:49.0,,,24-45,,M. Dunleavy misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by C. LeVert,,24-45,,
7:40.0,C. LeVert misses 3-pt shot from 25 ft,,24-45,,
7:40.0,,,24-45,,Defensive rebound by K. Irving
7:27.0,,,24-48,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by C. Frye)
7:07.0,Turnover by J. Lin (bad pass; steal by L. James),,24-48,,
7:02.0,,,24-48,,L. James misses 2-pt shot from 1 ft
7:02.0,,,24-48,,Offensive rebound by M. Dunleavy
7:02.0,,,24-50,2,M. Dunleavy makes 2-pt shot at rim
6:55.0,,,24-50,,Personal foul by R. Jefferson (drawn by J. Lin)
6:55.0,B. Lopez enters the game for S. Kilpatrick,,24-50,,
6:55.0,J. Harris enters the game for A. Bennett,,24-50,,
6:55.0,,,24-50,,I. Shumpert enters the game for R. Jefferson
6:45.0,J. Lin misses 3-pt shot from 26 ft,,24-50,,
6:44.0,,,24-50,,Defensive rebound by M. Dunleavy
6:37.0,,,24-50,,K. Irving misses 2-pt shot from 2 ft (block by J. Harris)
6:37.0,,,24-50,,Offensive rebound by Team
6:32.0,,,24-50,,C. Frye misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by J. Harris,,24-50,,
6:25.0,B. Lopez makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson),2,26-50,,
6:25.0,,,26-50,,Cleveland full timeout
6:10.0,,,26-52,2,C. Frye makes 2-pt shot from 7 ft (assist by L. James)
5:57.0,Turnover by B. Lopez (lost ball; steal by L. James),,26-52,,
5:51.0,,,26-54,2,L. James makes 2-pt shot from 1 ft
5:46.0,Turnover by J. Lin (bad pass),,26-54,,
5:38.0,Personal foul by B. Lopez (drawn by K. Irving),,26-54,,
5:38.0,B. Bogdanovic enters the game for C. LeVert,,26-54,,
5:38.0,,,26-54,,T. Thompson enters the game for C. Frye
5:38.0,,,26-54,,K. Love enters the game for M. Dunleavy
5:30.0,,,26-54,,I. Shumpert misses 2-pt shot from 18 ft
5:30.0,Defensive rebound by J. Lin,,26-54,,
5:20.0,B. Bogdanovic misses 2-pt shot from 8 ft,,26-54,,
5:19.0,,,26-54,,Defensive rebound by I. Shumpert
5:02.0,,,26-54,,K. Irving misses 3-pt shot from 22 ft
5:02.0,,,26-54,,Offensive rebound by K. Irving
4:58.0,,,26-54,,Turnover by T. Thompson (lost ball)
4:53.0,B. Lopez makes 2-pt shot from 2 ft (assist by J. Lin),2,28-54,,
4:39.0,,,28-54,,L. James misses 3-pt shot from 28 ft
4:39.0,Defensive rebound by J. Harris,,28-54,,
4:31.0,B. Lopez makes 3-pt shot from 26 ft (assist by J. Lin),3,31-54,,
4:29.0,,,31-54,,Cleveland full timeout
4:29.0,,,31-54,,D. Liggins enters the game for L. James
4:12.0,,,31-56,2,K. Irving makes 2-pt shot from 15 ft
4:01.0,J. Lin makes 2-pt shot from 12 ft (assist by B. Lopez),2,33-56,,
3:40.0,,,33-56,,K. Love misses 2-pt shot from 6 ft
3:39.0,Defensive rebound by B. Bogdanovic,,33-56,,
3:31.0,B. Bogdanovic misses 3-pt shot from 30 ft,,33-56,,
3:30.0,,,33-56,,Defensive rebound by T. Thompson
3:23.0,,,33-58,2,K. Love makes 2-pt shot from 1 ft (assist by K. Irving)
3:01.0,J. Harris misses 3-pt shot from 24 ft,,33-58,,
3:01.0,,,33-58,,Defensive rebound by K. Love
2:56.0,,,33-58,,Shooting foul by B. Lopez (drawn by K. Irving)
2:56.0,Official timeout,,33-58,,
2:56.0,,,33-59,1,K. Irving makes free throw 1 of 2
2:56.0,,,33-60,1,K. Irving makes free throw 2 of 2
2:40.0,Turnover by J. Harris (bad pass; steal by K. Irving),,33-60,,
2:31.0,,,33-60,,I. Shumpert misses 2-pt shot from 6 ft
2:31.0,,,33-60,,Offensive rebound by K. Love
2:31.0,,,33-60,,Shooting foul by R. Hollis-Jefferson (drawn by K. Love)
2:31.0,,,33-61,1,K. Love makes free throw 1 of 2
2:31.0,,,33-62,1,K. Love makes free throw 2 of 2
2:31.0,S. Kilpatrick enters the game for J. Harris,,33-61,,
2:31.0,,,33-61,,L. James enters the game for D. Liggins
2:17.0,Turnover by B. Bogdanovic (lost ball; steal by K. Irving),,33-62,,
2:04.0,,,33-62,,L. James misses 2-pt shot from 8 ft
2:02.0,Defensive rebound by R. Hollis-Jefferson,,33-62,,
1:53.0,J. Lin misses 3-pt shot from 28 ft,,33-62,,
1:52.0,,,33-62,,Defensive rebound by K. Love
1:41.0,,,33-62,,L. James misses 3-pt shot from 27 ft
1:39.0,Defensive rebound by R. Hollis-Jefferson,,33-62,,
1:32.0,R. Hollis-Jefferson makes 2-pt shot at rim,2,35-62,,
1:14.0,,,35-62,,K. Love misses 2-pt shot from 1 ft
1:13.0,,,35-62,,Offensive rebound by T. Thompson
1:11.0,,,35-64,2,T. Thompson makes 2-pt shot at rim
0:53.0,B. Lopez makes 3-pt shot from 25 ft (assist by S. Kilpatrick),3,38-64,,
0:33.0,,,38-66,2,L. James makes 2-pt shot from 9 ft
0:29.0,J. Lin makes 2-pt shot from 1 ft,2,40-66,,
0:07.0,,,40-66,,I. Shumpert misses 3-pt shot from 27 ft
0:06.0,Defensive rebound by B. Lopez,,40-66,,
0:00.0,R. Hollis-Jefferson misses 3-pt shot from 27 ft,,40-66,,
0:00.0,Offensive rebound by Team,,40-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,40-66,,K. Love misses 3-pt shot from 24 ft
11:37.0,,,40-66,,Offensive rebound by L. James
11:35.0,,,40-66,,Turnover by L. James (bad pass)
11:19.0,B. Lopez makes 2-pt shot from 17 ft (assist by S. Kilpatrick),2,42-66,,
10:54.0,,,42-69,3,K. Love makes 3-pt shot from 23 ft (assist by K. Irving)
10:34.0,B. Bogdanovic misses 3-pt shot from 29 ft,,42-69,,
10:33.0,,,42-69,,Defensive rebound by K. Love
10:32.0,Personal foul by B. Bogdanovic (drawn by L. James),,42-69,,
10:25.0,,,42-71,2,L. James makes 2-pt shot from 1 ft
10:25.0,,,42-71,,Shooting foul by B. Bogdanovic (drawn by L. James)
10:25.0,,,42-72,1,L. James makes free throw 1 of 1
10:07.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,42-72,,
10:07.0,,,42-72,,Defensive rebound by K. Love
10:07.0,Personal foul by R. Hollis-Jefferson (drawn by K. Love),,42-72,,
9:52.0,,,42-72,,L. James misses 2-pt shot from 14 ft
9:50.0,Defensive rebound by S. Kilpatrick,,42-72,,
9:47.0,S. Kilpatrick misses 2-pt shot from 11 ft,,42-72,,
9:46.0,,,42-72,,Defensive rebound by K. Irving
9:39.0,,,42-75,3,D. Liggins makes 3-pt shot from 24 ft (assist by K. Irving)
9:34.0,,,42-75,,Personal foul by D. Liggins (drawn by J. Lin)
9:26.0,J. Lin makes 2-pt shot from 15 ft,2,44-75,,
9:04.0,,,44-75,,L. James misses 2-pt shot from 1 ft (block by B. Lopez)
9:03.0,,,44-75,,Offensive rebound by T. Thompson
8:57.0,,,44-77,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
8:52.0,Turnover by J. Lin (bad pass),,44-77,,
8:39.0,,,44-77,,Turnover by K. Irving (bad pass)
8:24.0,Turnover by J. Lin (bad pass; steal by K. Irving),,44-77,,
8:18.0,,,44-79,2,K. Irving makes 2-pt shot from 2 ft
7:51.0,S. Kilpatrick makes 2-pt shot from 11 ft (assist by J. Lin),2,46-79,,
7:28.0,,,46-79,,K. Love misses 3-pt shot from 24 ft
7:28.0,Defensive rebound by S. Kilpatrick,,46-79,,
7:13.0,S. Kilpatrick misses 3-pt shot from 26 ft,,46-79,,
7:12.0,,,46-79,,Defensive rebound by K. Irving
7:05.0,,,46-79,,K. Love misses 3-pt shot from 24 ft
7:05.0,,,46-79,,Offensive rebound by T. Thompson
6:53.0,,,46-81,2,K. Love makes 2-pt shot from 3 ft
6:53.0,Brooklyn full timeout,,46-81,,
6:53.0,J. Harris enters the game for B. Bogdanovic,,46-81,,
6:41.0,B. Lopez misses 2-pt shot from 7 ft,,46-81,,
6:40.0,,,46-81,,Defensive rebound by K. Love
6:37.0,,,46-81,,Shooting foul by J. Harris (drawn by L. James)
6:37.0,,,46-81,,L. James misses free throw 1 of 2
6:37.0,,,46-81,,Offensive rebound by Team
6:37.0,,,46-82,1,L. James makes free throw 2 of 2
6:28.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by J. Lin),2,48-82,,
6:02.0,,,48-82,,L. James misses 2-pt shot from 13 ft
6:00.0,,,48-82,,Offensive rebound by Team
5:59.0,L. Scola enters the game for B. Lopez,,48-82,,
5:50.0,Personal foul by L. Scola (drawn by T. Thompson),,48-82,,
5:50.0,,,48-83,1,T. Thompson makes free throw 1 of 2
5:50.0,,,48-84,1,T. Thompson makes free throw 2 of 2
5:50.0,J. Hamilton enters the game for R. Hollis-Jefferson,,48-83,,
5:28.0,S. Kilpatrick misses 3-pt shot from 23 ft,,48-84,,
5:28.0,,,48-84,,Defensive rebound by K. Love
5:23.0,,,48-84,,Shooting foul by J. Harris (drawn by L. James)
5:23.0,,,48-85,1,L. James makes free throw 1 of 2
5:23.0,,,48-86,1,L. James makes free throw 2 of 2
5:23.0,C. LeVert enters the game for S. Kilpatrick,,48-85,,
5:04.0,Turnover by J. Lin (bad pass; steal by L. James),,48-86,,
5:00.0,,,48-86,,K. Irving misses 2-pt shot from 3 ft (block by C. LeVert)
5:00.0,,,48-86,,Offensive rebound by Team
5:00.0,S. Dinwiddie enters the game for J. Lin,,48-86,,
4:57.0,,,48-88,2,L. James makes 2-pt shot at rim (assist by K. Irving)
4:39.0,Turnover by C. LeVert (bad pass),,48-88,,
4:25.0,,,48-90,2,K. Irving makes 2-pt shot from 11 ft (assist by L. James)
4:09.0,,,48-90,,Personal foul by D. Liggins (drawn by C. LeVert)
4:09.0,,,48-90,,J. McRae enters the game for D. Liggins
3:58.0,C. LeVert misses 3-pt shot from 24 ft,,48-90,,
3:58.0,Offensive rebound by C. LeVert,,48-90,,
3:57.0,,,48-90,,Personal foul by K. Irving (drawn by C. LeVert)
3:57.0,,,48-90,,J. Jones enters the game for K. Love
3:57.0,,,48-90,,I. Shumpert enters the game for L. James
3:57.0,,,48-90,,K. Felder enters the game for K. Irving
3:49.0,J. Harris misses 3-pt shot from 25 ft,,48-90,,
3:49.0,,,48-90,,Defensive rebound by T. Thompson
3:34.0,,,48-90,,Shooting foul by S. Dinwiddie (drawn by J. McRae)
3:34.0,,,48-91,1,J. McRae makes free throw 1 of 2
3:34.0,,,48-92,1,J. McRae makes free throw 2 of 2
3:34.0,,,48-91,,C. Frye enters the game for T. Thompson
3:22.0,L. Scola misses 2-pt shot from 1 ft,,48-92,,
3:20.0,,,48-92,,Defensive rebound by I. Shumpert
3:12.0,,,48-92,,J. McRae misses 2-pt shot from 4 ft (block by J. Hamilton)
3:11.0,Defensive rebound by J. Harris,,48-92,,
3:00.0,J. Hamilton makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,50-92,,
2:47.0,,,50-92,,I. Shumpert misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by J. Hamilton,,50-92,,
2:33.0,Shooting foul by J. McRae (drawn by C. LeVert),,50-92,,
2:33.0,,,50-92,,Cleveland full timeout
2:33.0,C. LeVert misses free throw 1 of 2,,50-92,,
2:33.0,Offensive rebound by Team,,50-92,,
2:33.0,C. LeVert makes free throw 2 of 2,1,51-92,,
2:19.0,,,51-92,,J. Jones misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by C. LeVert,,51-92,,
2:11.0,C. LeVert misses 2-pt shot from 1 ft,,51-92,,
2:08.0,,,51-92,,Defensive rebound by C. Frye
2:01.0,,,51-95,3,I. Shumpert makes 3-pt shot from 25 ft (assist by K. Felder)
1:42.0,J. Hamilton misses 3-pt shot from 23 ft,,51-95,,
1:42.0,,,51-95,,Defensive rebound by I. Shumpert
1:27.0,,,51-97,2,C. Frye makes 2-pt shot at rim (assist by J. Jones)
1:13.0,,,51-97,,Personal foul by C. Frye (drawn by J. Hamilton)
1:13.0,J. Hamilton makes free throw 1 of 2,1,52-97,,
1:13.0,J. Hamilton makes free throw 2 of 2,1,53-97,,
1:13.0,R. Foye enters the game for J. Harris,,52-97,,
1:01.0,,,53-97,,K. Felder misses 2-pt shot from 15 ft
0:58.0,Defensive rebound by C. LeVert,,53-97,,
0:55.0,R. Foye misses 3-pt shot from 25 ft,,53-97,,
0:54.0,,,53-97,,Defensive rebound by K. Felder
0:51.0,,,53-97,,Shooting foul by C. LeVert (drawn by K. Felder)
0:51.0,,,53-97,,K. Felder misses free throw 1 of 2
0:51.0,,,53-97,,Offensive rebound by Team
0:51.0,,,53-98,1,K. Felder makes free throw 2 of 2
0:37.0,S. Dinwiddie makes 2-pt shot from 17 ft,2,55-98,,
0:37.0,Shooting foul by K. Felder (drawn by S. Dinwiddie),,55-98,,
0:37.0,S. Dinwiddie misses free throw 1 of 1,,55-98,,
0:37.0,,,55-98,,Defensive rebound by C. Frye
0:20.0,,,55-98,,I. Shumpert misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by J. Hamilton,,55-98,,
0:01.0,S. Dinwiddie misses 2-pt shot from 1 ft,,55-98,,
0:01.0,Offensive rebound by L. Scola,,55-98,,
0:01.0,L. Scola makes 2-pt shot from 1 ft,2,57-98,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,C. LeVert misses 2-pt shot from 6 ft,,57-98,,
11:36.0,Offensive rebound by J. Hamilton,,57-98,,
11:33.0,J. Hamilton makes 2-pt shot from 1 ft,2,59-98,,
11:20.0,,,59-98,,C. Frye misses 3-pt shot from 26 ft
11:19.0,Defensive rebound by Team,,59-98,,
11:07.0,L. Scola makes 3-pt shot from 24 ft (assist by C. LeVert),3,62-98,,
10:52.0,,,62-100,2,K. Felder makes 2-pt shot from 1 ft
10:40.0,J. Hamilton makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,64-100,,
10:26.0,R. Hollis-Jefferson enters the game for J. Hamilton,,64-100,,
10:22.0,,,64-100,,J. McRae misses 2-pt shot from 7 ft (block by R. Foye)
10:20.0,Defensive rebound by L. Scola,,64-100,,
10:15.0,,,64-100,,Personal foul by K. Felder (drawn by S. Dinwiddie)
10:02.0,,,64-100,,Violation by J. Jones (def goaltending)
10:02.0,S. Dinwiddie makes 2-pt shot at rim (assist by L. Scola),2,66-100,,
9:48.0,,,66-100,,J. McRae misses 3-pt shot from 27 ft
9:48.0,Defensive rebound by C. LeVert,,66-100,,
9:35.0,C. LeVert misses 3-pt shot from 25 ft,,66-100,,
9:34.0,Offensive rebound by L. Scola,,66-100,,
9:34.0,Shooting foul by J. Jones (drawn by L. Scola),,66-100,,
9:34.0,L. Scola makes 2-pt shot at rim,2,68-100,,
9:34.0,L. Scola makes free throw 1 of 1,1,69-100,,
9:20.0,,,69-100,,J. Jones misses 2-pt shot from 5 ft
9:20.0,Defensive rebound by C. LeVert,,69-100,,
9:12.0,Shooting foul by K. Felder (drawn by R. Foye),,69-100,,
9:12.0,,,69-100,,Cleveland full timeout
9:12.0,R. Foye makes free throw 1 of 2,1,70-100,,
9:12.0,R. Foye makes free throw 2 of 2,1,71-100,,
9:12.0,A. Bennett enters the game for L. Scola,,69-100,,
8:59.0,,,71-100,,Shooting foul by A. Bennett (drawn by K. Felder)
8:59.0,,,71-101,1,K. Felder makes free throw 1 of 2
8:59.0,,,71-102,1,K. Felder makes free throw 2 of 2
8:50.0,Offensive foul by R. Hollis-Jefferson,,71-102,,
8:50.0,Turnover by R. Hollis-Jefferson (offensive foul),,71-102,,
8:39.0,,,71-102,,Turnover by M. Dunleavy (bad pass; steal by C. LeVert)
8:35.0,Shooting foul by M. Dunleavy (drawn by C. LeVert),,71-102,,
8:35.0,C. LeVert makes free throw 1 of 2,1,72-102,,
8:35.0,C. LeVert makes free throw 2 of 2,1,73-102,,
8:19.0,,,73-104,2,K. Felder makes 2-pt shot from 19 ft (assist by J. McRae)
8:05.0,A. Bennett makes 2-pt shot at rim (assist by R. Foye),2,75-104,,
7:54.0,,,75-107,3,C. Frye makes 3-pt shot from 25 ft (assist by J. McRae)
7:43.0,A. Bennett makes 2-pt shot from 1 ft,2,77-107,,
7:28.0,,,77-109,2,J. McRae makes 2-pt shot from 18 ft
7:17.0,,,77-109,,Personal foul by M. Dunleavy (drawn by A. Bennett)
7:17.0,A. Bennett makes free throw 1 of 2,1,78-109,,
7:17.0,A. Bennett makes free throw 2 of 2,1,79-109,,
