time,Houston,pts.away,score,pts.home,Utah
5:27.0,,,18-20,,Personal foul by T. Lyles (drawn by E. Gordon)
5:27.0,,,18-20,,J. Johnson enters the game for G. Hayward
5:09.0,J. Harden misses 2-pt shot from 12 ft (block by R. Hood),,18-20,,
5:08.0,,,18-20,,Defensive rebound by R. Gobert
5:01.0,,,18-22,2,R. Hood makes 2-pt shot from 3 ft
4:49.0,E. Gordon makes 2-pt shot from 15 ft,2,20-22,,
4:49.0,Shooting foul by G. Hill (drawn by E. Gordon),,20-22,,
4:49.0,E. Gordon makes free throw 1 of 1,1,21-22,,
4:34.0,,,21-24,2,R. Hood makes 2-pt shot from 9 ft (assist by G. Hill)
4:16.0,E. Gordon misses 2-pt shot from 2 ft,,21-24,,
4:16.0,,,21-24,,Defensive rebound by R. Gobert
4:05.0,,,21-26,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
3:41.0,E. Gordon misses 3-pt shot from 25 ft,,21-26,,
3:40.0,,,21-26,,Defensive rebound by J. Johnson
3:18.0,,,21-29,3,R. Hood makes 3-pt shot from 26 ft
3:04.0,E. Gordon misses 2-pt shot from 17 ft,,21-29,,
3:04.0,,,21-29,,Defensive rebound by R. Gobert
2:46.0,,,21-29,,T. Lyles misses 2-pt shot from 11 ft
2:46.0,Defensive rebound by C. Capela,,21-29,,
2:37.0,E. Gordon misses 3-pt shot from 24 ft,,21-29,,
2:37.0,Offensive rebound by R. Anderson,,21-29,,
2:34.0,R. Anderson makes 2-pt shot from 1 ft,2,23-29,,
2:15.0,,,23-32,3,T. Lyles makes 3-pt shot from 24 ft (assist by R. Hood)
2:15.0,Houston full timeout,,23-32,,
2:15.0,C. Brewer enters the game for T. Ariza,,23-32,,
2:15.0,S. Dekker enters the game for R. Anderson,,23-32,,
2:15.0,N. Hilario enters the game for C. Capela,,23-32,,
2:15.0,P. Beverley enters the game for J. Harden,,23-32,,
2:15.0,,,23-32,,S. Mack enters the game for G. Hill
2:15.0,,,23-32,,G. Hayward enters the game for R. Hood
1:57.0,E. Gordon makes 2-pt shot from 1 ft,2,25-32,,
1:33.0,,,25-35,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hayward)
1:22.0,N. Hilario makes 2-pt shot from 2 ft,2,27-35,,
1:22.0,Shooting foul by R. Gobert (drawn by N. Hilario),,27-35,,
1:22.0,N. Hilario misses free throw 1 of 1,,27-35,,
1:22.0,,,27-35,,J. Withey enters the game for R. Gobert
1:21.0,,,27-35,,Defensive rebound by J. Withey
1:12.0,Personal foul by P. Beverley (drawn by G. Hayward),,27-35,,
1:05.0,,,27-35,,G. Hayward misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by N. Hilario,,27-35,,
0:54.0,N. Hilario misses 2-pt shot from 19 ft,,27-35,,
0:54.0,Offensive rebound by S. Dekker,,27-35,,
0:46.0,C. Brewer misses 3-pt shot from 24 ft,,27-35,,
0:45.0,Offensive rebound by P. Beverley,,27-35,,
0:27.0,P. Beverley misses 2-pt shot from 9 ft,,27-35,,
0:27.0,,,27-35,,Defensive rebound by J. Withey
0:03.0,,,27-38,3,G. Hayward makes 3-pt shot from 24 ft
0:00.0,E. Gordon makes 2-pt shot from 2 ft,2,29-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,29-38,,G. Hayward misses 2-pt shot from 2 ft (block by N. Hilario)
11:38.0,Defensive rebound by C. Brewer,,29-38,,
11:35.0,S. Dekker makes 2-pt shot at rim (assist by C. Brewer),2,31-38,,
11:13.0,,,31-41,3,S. Mack makes 3-pt shot from 25 ft
10:55.0,S. Dekker misses 3-pt shot from 24 ft,,31-41,,
10:54.0,,,31-41,,Defensive rebound by T. Lyles
10:30.0,,,31-41,,G. Hayward misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by N. Hilario,,31-41,,
10:24.0,E. Gordon misses 3-pt shot from 25 ft,,31-41,,
10:24.0,,,31-41,,Defensive rebound by J. Withey
10:23.0,Loose ball foul by P. Beverley (drawn by J. Withey),,31-41,,
10:23.0,Technical foul by P. Beverley (drawn by J. Withey),,31-41,,
10:23.0,,,31-42,1,G. Hayward makes technical free throw
9:58.0,,,31-44,2,J. Withey makes 2-pt shot from 2 ft (assist by G. Hayward)
9:41.0,Shooting foul by J. Withey (drawn by E. Gordon),,31-44,,
9:41.0,E. Gordon makes free throw 1 of 2,1,32-44,,
9:41.0,E. Gordon makes free throw 2 of 2,1,33-44,,
9:17.0,,,33-44,,S. Mack misses 3-pt shot from 23 ft
9:16.0,Defensive rebound by P. Beverley,,33-44,,
9:08.0,N. Hilario misses 2-pt shot from 20 ft,,33-44,,
9:07.0,,,33-44,,Defensive rebound by G. Hayward
8:56.0,,,33-46,2,G. Hayward makes 2-pt shot from 9 ft
8:37.0,C. Brewer misses 2-pt shot from 4 ft,,33-46,,
8:36.0,Offensive rebound by Team,,33-46,,
8:36.0,,,33-46,,Loose ball foul by T. Lyles (drawn by C. Brewer)
8:36.0,Houston full timeout,,33-46,,
8:36.0,,,33-46,,G. Hill enters the game for S. Mack
8:36.0,,,33-46,,R. Gobert enters the game for J. Withey
8:36.0,,,33-46,,R. Hood enters the game for G. Hayward
8:31.0,P. Beverley misses 3-pt shot from 24 ft,,33-46,,
8:30.0,,,33-46,,Defensive rebound by T. Lyles
8:16.0,,,33-46,,Turnover by J. Johnson (lost ball)
8:00.0,P. Beverley makes 2-pt shot from 4 ft,2,35-46,,
7:37.0,,,35-46,,R. Hood misses 2-pt shot from 20 ft
7:37.0,,,35-46,,Offensive rebound by R. Gobert
7:36.0,,,35-46,,Shooting foul by P. Beverley (drawn by R. Gobert)
7:36.0,,,35-47,1,R. Gobert makes free throw 1 of 2
7:36.0,,,35-48,1,R. Gobert makes free throw 2 of 2
7:36.0,J. Harden enters the game for P. Beverley,,35-47,,
7:25.0,J. Harden misses 2-pt shot from 12 ft,,35-48,,
7:25.0,,,35-48,,Defensive rebound by J. Johnson
7:15.0,,,35-50,2,R. Hood makes 2-pt shot from 7 ft (assist by J. Johnson)
7:05.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,37-50,,
6:41.0,,,37-50,,R. Hood misses 2-pt shot from 2 ft
6:41.0,,,37-50,,Offensive rebound by Team
6:41.0,Loose ball foul by N. Hilario (drawn by R. Gobert),,37-50,,
6:41.0,,,37-50,,B. Diaw enters the game for T. Lyles
6:41.0,T. Ariza enters the game for C. Brewer,,37-50,,
6:41.0,R. Anderson enters the game for S. Dekker,,37-50,,
6:41.0,C. Capela enters the game for N. Hilario,,37-50,,
6:24.0,,,37-50,,Turnover by R. Hood (bad pass; steal by C. Capela)
6:20.0,Shooting foul by B. Diaw (drawn by J. Harden),,37-50,,
6:20.0,J. Harden misses free throw 1 of 2,,37-50,,
6:20.0,Offensive rebound by Team,,37-50,,
6:20.0,J. Harden makes free throw 2 of 2,1,38-50,,
6:12.0,,,38-53,3,G. Hill makes 3-pt shot from 24 ft (assist by J. Johnson)
6:01.0,Turnover by R. Anderson (lost ball),,38-53,,
6:01.0,,,38-53,,Utah full timeout
6:01.0,,,38-53,,G. Hayward enters the game for J. Johnson
5:45.0,,,38-53,,R. Hood misses 3-pt shot from 25 ft
5:44.0,Defensive rebound by C. Capela,,38-53,,
5:33.0,R. Anderson makes 3-pt shot from 25 ft (assist by E. Gordon),3,41-53,,
5:07.0,,,41-53,,R. Hood misses 3-pt shot from 23 ft
5:07.0,Defensive rebound by T. Ariza,,41-53,,
4:59.0,R. Anderson misses 3-pt shot from 26 ft,,41-53,,
4:58.0,,,41-53,,Defensive rebound by R. Gobert
4:48.0,,,41-53,,G. Hayward misses 2-pt shot from 15 ft
4:47.0,Defensive rebound by T. Ariza,,41-53,,
4:36.0,E. Gordon misses 3-pt shot from 24 ft,,41-53,,
4:35.0,,,41-53,,Defensive rebound by R. Hood
4:22.0,,,41-55,2,R. Gobert makes 2-pt shot from 1 ft (assist by B. Diaw)
3:57.0,E. Gordon misses 2-pt shot from 3 ft,,41-55,,
3:57.0,,,41-55,,Defensive rebound by R. Gobert
3:45.0,,,41-57,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
3:30.0,J. Harden misses 3-pt shot from 25 ft,,41-57,,
3:29.0,,,41-57,,Defensive rebound by B. Diaw
3:19.0,,,41-57,,G. Hayward misses 3-pt shot from 24 ft
3:19.0,Defensive rebound by R. Anderson,,41-57,,
3:09.0,J. Harden makes 2-pt shot from 3 ft,2,43-57,,
2:42.0,,,43-57,,R. Gobert misses 2-pt shot from 12 ft
2:42.0,,,43-57,,Offensive rebound by Team
2:42.0,,,43-57,,Turnover by Team (shot clock)
2:42.0,Houston full timeout,,43-57,,
2:42.0,P. Beverley enters the game for E. Gordon,,43-57,,
2:42.0,,,43-57,,T. Lyles enters the game for B. Diaw
2:42.0,,,43-57,,D. Exum enters the game for R. Hood
2:32.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,45-57,,
2:13.0,,,45-57,,G. Hill misses 2-pt shot at rim (block by C. Capela)
2:12.0,,,45-57,,Offensive rebound by R. Gobert
2:10.0,,,45-57,,R. Gobert misses 2-pt shot from 2 ft
2:09.0,Defensive rebound by J. Harden,,45-57,,
1:56.0,J. Harden misses 2-pt shot from 6 ft,,45-57,,
1:56.0,Offensive rebound by J. Harden,,45-57,,
1:53.0,J. Harden misses 2-pt shot from 2 ft,,45-57,,
1:53.0,,,45-57,,Defensive rebound by R. Gobert
1:39.0,,,45-57,,D. Exum misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by J. Harden,,45-57,,
1:30.0,Shooting foul by D. Exum (drawn by P. Beverley),,45-57,,
1:30.0,P. Beverley makes free throw 1 of 2,1,46-57,,
1:30.0,P. Beverley makes free throw 2 of 2,1,47-57,,
1:30.0,,,46-57,,R. Hood enters the game for D. Exum
1:11.0,,,47-57,,R. Hood misses 2-pt shot from 1 ft
1:10.0,Defensive rebound by C. Capela,,47-57,,
1:02.0,J. Harden misses 3-pt shot from 25 ft,,47-57,,
1:01.0,,,47-57,,Defensive rebound by G. Hayward
0:42.0,,,47-60,3,T. Lyles makes 3-pt shot from 26 ft (assist by G. Hayward)
0:30.0,J. Harden makes 3-pt shot from 24 ft,3,50-60,,
0:09.0,,,50-60,,Shooting foul by T. Ariza (drawn by G. Hayward)
0:09.0,,,50-61,1,G. Hayward makes free throw 1 of 2
0:09.0,,,50-62,1,G. Hayward makes free throw 2 of 2
0:09.0,,,50-61,,J. Ingles enters the game for T. Lyles
0:00.0,J. Harden misses 3-pt shot from 25 ft,,50-62,,
0:00.0,Offensive rebound by Team,,50-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,50-62,,R. Hood misses 2-pt shot from 21 ft
11:34.0,Defensive rebound by P. Beverley,,50-62,,
11:25.0,J. Harden makes 2-pt shot from 13 ft,2,52-62,,
11:00.0,,,52-62,,R. Hood misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by C. Capela,,52-62,,
10:39.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,54-62,,
10:23.0,Personal foul by P. Beverley (drawn by G. Hill),,54-62,,
10:12.0,,,54-62,,Turnover by G. Hill (bad pass; steal by J. Harden)
10:01.0,R. Anderson misses 3-pt shot from 25 ft,,54-62,,
9:59.0,,,54-62,,Defensive rebound by B. Diaw
9:48.0,,,54-62,,G. Hill misses 2-pt shot from 17 ft
9:48.0,,,54-62,,Offensive rebound by R. Gobert
9:46.0,,,54-62,,Shooting foul by C. Capela (drawn by R. Gobert)
9:46.0,,,54-62,,R. Gobert misses free throw 1 of 2
9:46.0,,,54-62,,Offensive rebound by Team
9:46.0,,,54-63,1,R. Gobert makes free throw 2 of 2
9:30.0,J. Harden misses 2-pt shot from 3 ft (block by R. Gobert),,54-63,,
9:29.0,,,54-63,,Defensive rebound by R. Hood
9:25.0,,,54-63,,Shooting foul by R. Anderson (drawn by R. Hood)
9:25.0,,,54-64,1,R. Hood makes free throw 1 of 2
9:25.0,,,54-65,1,R. Hood makes free throw 2 of 2
9:25.0,,,54-64,,T. Lyles enters the game for B. Diaw
9:11.0,Turnover by R. Anderson (bad pass; steal by R. Hood),,54-65,,
9:02.0,,,54-67,2,R. Hood makes 2-pt shot from 2 ft (assist by T. Lyles)
8:43.0,T. Ariza misses 2-pt shot from 19 ft,,54-67,,
8:43.0,,,54-67,,Defensive rebound by Team
8:43.0,Loose ball foul by C. Capela (drawn by R. Gobert),,54-67,,
8:43.0,,,54-67,,J. Johnson enters the game for R. Hood
8:24.0,,,54-69,2,T. Lyles makes 2-pt shot from 7 ft
8:05.0,T. Ariza misses 3-pt shot from 24 ft,,54-69,,
8:03.0,Offensive rebound by T. Ariza,,54-69,,
7:55.0,T. Ariza misses 3-pt shot from 25 ft,,54-69,,
7:54.0,,,54-69,,Defensive rebound by R. Gobert
7:44.0,,,54-69,,Shooting foul by J. Harden (drawn by G. Hayward)
7:44.0,,,54-70,1,G. Hayward makes free throw 1 of 2
7:44.0,,,54-71,1,G. Hayward makes free throw 2 of 2
7:40.0,,,54-71,,Personal foul by T. Lyles (drawn by R. Anderson)
7:40.0,E. Gordon enters the game for P. Beverley,,54-71,,
7:40.0,S. Dekker enters the game for R. Anderson,,54-71,,
7:27.0,J. Harden misses 2-pt shot from 16 ft,,54-71,,
7:26.0,,,54-71,,Defensive rebound by T. Lyles
7:12.0,,,54-71,,Turnover by R. Gobert (3 sec)
7:02.0,,,54-71,,Personal foul by G. Hill (drawn by C. Capela)
6:57.0,J. Harden makes 3-pt shot from 25 ft (assist by C. Capela),3,57-71,,
6:38.0,,,57-74,3,G. Hill makes 3-pt shot from 23 ft (assist by G. Hayward)
6:16.0,E. Gordon makes 3-pt shot from 24 ft,3,60-74,,
5:58.0,,,60-74,,Shooting foul by T. Ariza (drawn by G. Hayward)
5:58.0,,,60-74,,Utah full timeout
5:58.0,,,60-75,1,G. Hayward makes free throw 1 of 2
5:58.0,,,60-76,1,G. Hayward makes free throw 2 of 2
5:32.0,J. Harden misses 2-pt shot from 8 ft,,60-76,,
5:30.0,Offensive rebound by J. Harden,,60-76,,
5:30.0,J. Harden makes 2-pt shot from 2 ft,2,62-76,,
5:12.0,,,62-76,,G. Hayward misses 2-pt shot from 2 ft
5:12.0,,,62-76,,Offensive rebound by Team
5:12.0,N. Hilario enters the game for C. Capela,,62-76,,
5:12.0,C. Brewer enters the game for T. Ariza,,62-76,,
5:12.0,,,62-76,,D. Exum enters the game for G. Hayward
5:05.0,Personal foul by S. Dekker (drawn by T. Lyles),,62-76,,
5:05.0,,,62-76,,T. Lyles misses free throw 1 of 2
5:05.0,,,62-76,,Offensive rebound by Team
5:05.0,,,62-77,1,T. Lyles makes free throw 2 of 2
4:42.0,J. Harden makes 2-pt shot from 4 ft,2,64-77,,
4:25.0,,,64-77,,J. Johnson misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by E. Gordon,,64-77,,
4:18.0,Turnover by E. Gordon (traveling),,64-77,,
4:18.0,,,64-77,,Utah full timeout
4:18.0,,,64-77,,J. Ingles enters the game for T. Lyles
4:18.0,,,64-77,,Violation by Team (jump ball)
3:58.0,,,64-77,,J. Johnson misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by S. Dekker,,64-77,,
3:43.0,E. Gordon makes 2-pt shot from 21 ft,2,66-77,,
3:29.0,Personal foul by E. Gordon (drawn by G. Hill),,66-77,,
3:29.0,,,66-78,1,G. Hill makes free throw 1 of 2
3:29.0,,,66-79,1,G. Hill makes free throw 2 of 2
3:13.0,J. Harden misses 2-pt shot from 3 ft,,66-79,,
3:12.0,Offensive rebound by N. Hilario,,66-79,,
3:11.0,N. Hilario misses 2-pt shot from 2 ft,,66-79,,
3:10.0,,,66-79,,Defensive rebound by D. Exum
2:49.0,,,66-79,,G. Hill misses 3-pt shot from 25 ft
2:49.0,,,66-79,,Offensive rebound by Team
2:49.0,Loose ball foul by C. Brewer (drawn by R. Gobert),,66-79,,
2:49.0,Houston full timeout,,66-79,,
2:49.0,,,66-79,,R. Gobert misses free throw 1 of 2
2:49.0,,,66-79,,Offensive rebound by Team
2:49.0,,,66-80,1,R. Gobert makes free throw 2 of 2
2:49.0,P. Beverley enters the game for J. Harden,,66-79,,
2:33.0,E. Gordon misses 3-pt shot from 25 ft,,66-80,,
2:32.0,Offensive rebound by Team,,66-80,,
2:26.0,,,66-80,,Personal foul by J. Ingles (drawn by P. Beverley)
2:26.0,,,66-80,,S. Mack enters the game for G. Hill
2:26.0,,,66-80,,G. Hayward enters the game for J. Ingles
2:19.0,N. Hilario misses 2-pt shot from 2 ft (block by R. Gobert),,66-80,,
2:18.0,Offensive rebound by N. Hilario,,66-80,,
2:17.0,N. Hilario misses 2-pt shot from 1 ft,,66-80,,
2:16.0,,,66-80,,Defensive rebound by R. Gobert
2:16.0,Personal foul by C. Brewer (drawn by R. Gobert),,66-80,,
2:16.0,,,66-81,1,R. Gobert makes free throw 1 of 2
2:16.0,,,66-82,1,R. Gobert makes free throw 2 of 2
2:11.0,,,66-82,,Personal foul by D. Exum (drawn by E. Gordon)
2:09.0,,,66-82,,Personal foul by D. Exum (drawn by E. Gordon)
2:09.0,E. Gordon misses free throw 1 of 2,,66-82,,
2:09.0,Offensive rebound by Team,,66-82,,
2:09.0,E. Gordon makes free throw 2 of 2,1,67-82,,
1:49.0,,,67-82,,J. Johnson misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by P. Beverley,,67-82,,
1:42.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,70-82,,
1:32.0,,,70-82,,Offensive foul by R. Gobert
1:32.0,,,70-82,,Turnover by R. Gobert (offensive foul)
1:32.0,,,70-82,,J. Withey enters the game for R. Gobert
1:20.0,Turnover by E. Gordon (bad pass; steal by S. Mack),,70-82,,
1:14.0,,,70-82,,J. Withey misses 2-pt shot from 1 ft (block by S. Dekker)
1:13.0,Defensive rebound by E. Gordon,,70-82,,
1:06.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,73-82,,
0:40.0,,,73-84,2,J. Johnson makes 2-pt shot from 18 ft
0:25.0,S. Dekker misses 2-pt shot from 3 ft,,73-84,,
0:24.0,,,73-84,,Defensive rebound by D. Exum
0:20.0,,,73-84,,Shooting foul by C. Brewer (drawn by G. Hayward)
0:20.0,,,73-84,,G. Hayward misses free throw 1 of 2
0:20.0,,,73-84,,Offensive rebound by Team
0:20.0,,,73-85,1,G. Hayward makes free throw 2 of 2
0:01.0,C. Brewer misses 2-pt shot from 8 ft,,73-85,,
0:00.0,Offensive rebound by Team,,73-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,S. Dekker makes 3-pt shot from 23 ft (assist by C. Brewer),3,76-85,,
11:19.0,,,76-87,2,G. Hayward makes 2-pt shot from 10 ft
11:08.0,Shooting foul by J. Withey (drawn by J. Harden),,76-87,,
11:08.0,J. Harden makes free throw 1 of 2,1,77-87,,
11:08.0,J. Harden makes free throw 2 of 2,1,78-87,,
10:49.0,,,78-89,2,S. Mack makes 2-pt shot from 8 ft
10:40.0,J. Harden misses 2-pt shot from 10 ft,,78-89,,
10:37.0,Offensive rebound by J. Harden,,78-89,,
10:37.0,J. Harden misses 2-pt shot from 4 ft,,78-89,,
10:36.0,,,78-89,,Defensive rebound by T. Lyles
10:25.0,,,78-89,,T. Lyles misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by C. Brewer,,78-89,,
10:12.0,E. Gordon misses 2-pt shot from 5 ft (block by J. Withey),,78-89,,
10:10.0,Offensive rebound by S. Dekker,,78-89,,
10:08.0,Shooting foul by T. Lyles (drawn by S. Dekker),,78-89,,
10:08.0,S. Dekker makes free throw 1 of 2,1,79-89,,
10:08.0,S. Dekker misses free throw 2 of 2,,79-89,,
10:08.0,,,79-89,,J. Ingles enters the game for T. Lyles
10:07.0,,,79-89,,Defensive rebound by J. Johnson
9:58.0,Personal foul by E. Gordon (drawn by G. Hayward),,79-89,,
9:58.0,T. Ariza enters the game for C. Brewer,,79-89,,
9:50.0,,,79-91,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
9:44.0,Turnover by J. Harden (bad pass; steal by J. Withey),,79-91,,
9:25.0,,,79-91,,Shooting foul by J. Harden (drawn by G. Hayward)
9:25.0,,,79-92,1,G. Hayward makes free throw 1 of 2
9:25.0,,,79-93,1,G. Hayward makes free throw 2 of 2
9:02.0,S. Dekker misses 2-pt shot from 3 ft,,79-93,,
9:02.0,Offensive rebound by S. Dekker,,79-93,,
9:01.0,S. Dekker makes 2-pt shot from 2 ft,2,81-93,,
8:41.0,,,81-96,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hayward)
8:13.0,T. Ariza makes 2-pt shot from 2 ft,2,83-96,,
7:50.0,,,83-99,3,J. Johnson makes 3-pt shot from 26 ft
7:36.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,85-99,,
7:17.0,,,85-101,2,J. Withey makes 2-pt shot from 2 ft (assist by J. Johnson)
7:01.0,J. Harden misses 2-pt shot from 5 ft,,85-101,,
7:00.0,Offensive rebound by C. Capela,,85-101,,
6:59.0,C. Capela misses 2-pt shot from 2 ft,,85-101,,
6:58.0,,,85-101,,Defensive rebound by J. Withey
6:49.0,,,85-104,3,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack)
6:49.0,Houston full timeout,,85-104,,
6:49.0,,,85-104,,R. Gobert enters the game for J. Withey
6:49.0,N. Hilario enters the game for C. Capela,,85-104,,
6:49.0,M. Harrell enters the game for T. Ariza,,85-104,,
6:35.0,J. Harden makes 2-pt shot from 10 ft,2,87-104,,
6:09.0,,,87-106,2,S. Mack makes 2-pt shot from 2 ft (assist by G. Hayward)
5:44.0,Shooting foul by J. Johnson (drawn by J. Harden),,87-106,,
5:44.0,Houston full timeout,,87-106,,
5:44.0,J. Harden makes free throw 1 of 3,1,88-106,,
5:44.0,J. Harden makes free throw 2 of 3,1,89-106,,
5:44.0,J. Harden makes free throw 3 of 3,1,90-106,,
5:44.0,,,87-106,,G. Hill enters the game for J. Johnson
5:21.0,,,90-109,3,G. Hayward makes 3-pt shot from 25 ft (assist by G. Hill)
5:00.0,J. Harden misses 3-pt shot from 23 ft,,90-109,,
5:00.0,,,90-109,,Defensive rebound by R. Gobert
4:37.0,,,90-111,2,G. Hayward makes 2-pt shot from 22 ft
4:26.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden),3,93-111,,
4:11.0,,,93-114,3,G. Hayward makes 3-pt shot from 24 ft (assist by J. Ingles)
3:58.0,Turnover by J. Harden (bad pass; steal by G. Hill),,93-114,,
3:39.0,,,93-114,,G. Hayward misses 3-pt shot from 27 ft
3:37.0,Defensive rebound by S. Dekker,,93-114,,
3:25.0,N. Hilario misses 2-pt shot at rim (block by R. Gobert),,93-114,,
3:24.0,Offensive rebound by Team,,93-114,,
3:24.0,T. Ennis enters the game for J. Harden,,93-114,,
3:21.0,C. Brewer enters the game for N. Hilario,,93-114,,
3:21.0,K. McDaniels enters the game for E. Gordon,,93-114,,
3:14.0,M. Harrell misses 2-pt shot from 6 ft,,93-114,,
3:14.0,,,93-114,,Defensive rebound by G. Hill
3:11.0,,,93-114,,Utah full timeout
3:11.0,,,93-114,,J. Withey enters the game for R. Gobert
3:11.0,,,93-114,,T. Lyles enters the game for G. Hayward
3:05.0,,,93-114,,Turnover by G. Hill (bad pass; steal by S. Dekker)
2:59.0,S. Dekker misses 2-pt shot from 2 ft,,93-114,,
2:58.0,Offensive rebound by S. Dekker,,93-114,,
2:56.0,S. Dekker makes 2-pt shot from 1 ft,2,95-114,,
2:29.0,,,95-116,2,S. Mack makes 2-pt shot from 2 ft
2:17.0,K. McDaniels misses 2-pt shot from 16 ft,,95-116,,
2:16.0,,,95-116,,Defensive rebound by J. Ingles
1:56.0,,,95-118,2,T. Lyles makes 2-pt shot from 4 ft (assist by S. Mack)
1:54.0,,,95-118,,Personal foul by G. Hill (drawn by T. Ennis)
1:54.0,,,95-118,,D. Exum enters the game for G. Hill
