time,Oklahoma City,pts.away,score,pts.home,Utah
7:54.0,Turnover by R. Westbrook (bad pass; steal by J. Ingles),,33-33,,
7:51.0,,,33-35,2,J. Ingles makes 2-pt shot at rim
7:35.0,Turnover by R. Westbrook (bad pass; steal by B. Diaw),,33-35,,
7:28.0,,,33-38,3,D. Exum makes 3-pt shot from 25 ft (assist by B. Diaw)
7:26.0,Oklahoma City full timeout,,33-38,,
7:26.0,S. Adams enters the game for E. Kanter,,33-38,,
7:26.0,,,33-38,,G. Hayward enters the game for J. Johnson
7:09.0,R. Westbrook makes 2-pt shot from 14 ft,2,35-38,,
6:52.0,,,35-38,,Offensive foul by R. Gobert
6:52.0,,,35-38,,Turnover by R. Gobert (offensive foul)
6:52.0,D. Sabonis enters the game for J. Lauvergne,,35-38,,
6:37.0,R. Westbrook makes 2-pt shot from 15 ft,2,37-38,,
6:29.0,Personal foul by V. Oladipo (drawn by J. Ingles),,37-38,,
6:29.0,,,37-38,,G. Hill enters the game for D. Exum
6:12.0,,,37-38,,G. Hill misses 2-pt shot from 3 ft (block by S. Adams)
6:10.0,Defensive rebound by D. Sabonis,,37-38,,
6:08.0,Shooting foul by G. Hayward (drawn by R. Westbrook),,37-38,,
6:08.0,R. Westbrook makes free throw 1 of 2,1,38-38,,
6:08.0,R. Westbrook makes free throw 2 of 2,1,39-38,,
6:08.0,A. Roberson enters the game for J. Grant,,38-38,,
5:53.0,,,39-40,2,R. Gobert makes 2-pt shot at rim (assist by B. Diaw)
5:53.0,,,39-40,,Shooting foul by D. Sabonis (drawn by R. Gobert)
5:53.0,,,39-40,,R. Gobert misses free throw 1 of 1
5:52.0,Defensive rebound by D. Sabonis,,39-40,,
5:40.0,Turnover by D. Sabonis (bad pass; steal by J. Ingles),,39-40,,
5:25.0,,,39-40,,G. Hill misses 3-pt shot from 23 ft
5:25.0,Defensive rebound by V. Oladipo,,39-40,,
5:17.0,V. Oladipo makes 2-pt shot from 14 ft,2,41-40,,
5:08.0,,,41-42,2,B. Diaw makes 2-pt shot from 2 ft (assist by J. Ingles)
4:53.0,S. Adams misses 2-pt shot from 5 ft,,41-42,,
4:53.0,,,41-42,,Defensive rebound by J. Ingles
4:36.0,Personal block foul by D. Sabonis (drawn by G. Hill),,41-42,,
4:36.0,,,41-43,1,G. Hill makes free throw 1 of 2
4:36.0,,,41-44,1,G. Hill makes free throw 2 of 2
4:36.0,E. Kanter enters the game for D. Sabonis,,41-43,,
4:25.0,R. Westbrook makes 3-pt shot from 25 ft,3,44-44,,
4:10.0,,,44-44,,Shooting foul by V. Oladipo (drawn by G. Hayward)
4:10.0,,,44-45,1,G. Hayward makes free throw 1 of 2
4:10.0,,,44-46,1,G. Hayward makes free throw 2 of 2
4:10.0,,,44-45,,A. Burks enters the game for J. Ingles
3:58.0,Shooting foul by A. Burks (drawn by R. Westbrook),,44-46,,
3:58.0,R. Westbrook makes free throw 1 of 2,1,45-46,,
3:58.0,R. Westbrook makes free throw 2 of 2,1,46-46,,
3:58.0,A. Abrines enters the game for V. Oladipo,,45-46,,
3:45.0,,,46-46,,Turnover by G. Hill (bad pass)
3:34.0,S. Adams misses 2-pt shot at rim,,46-46,,
3:34.0,Offensive rebound by E. Kanter,,46-46,,
3:31.0,E. Kanter makes 2-pt shot from 4 ft,2,48-46,,
3:13.0,,,48-46,,G. Hayward misses 2-pt shot from 3 ft
3:12.0,Defensive rebound by A. Roberson,,48-46,,
3:07.0,R. Westbrook makes 3-pt shot from 26 ft (assist by A. Roberson),3,51-46,,
3:05.0,,,51-46,,Utah full timeout
3:05.0,,,51-46,,D. Favors enters the game for B. Diaw
2:46.0,,,51-46,,G. Hill misses 2-pt shot from 18 ft
2:46.0,Defensive rebound by A. Abrines,,51-46,,
2:28.0,R. Westbrook misses 3-pt shot from 24 ft,,51-46,,
2:28.0,,,51-46,,Defensive rebound by D. Favors
2:19.0,,,51-46,,G. Hayward misses 2-pt shot from 3 ft (block by R. Westbrook)
2:18.0,Defensive rebound by A. Roberson,,51-46,,
2:12.0,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook),3,54-46,,
1:48.0,,,54-46,,G. Hayward misses 3-pt shot from 23 ft
1:47.0,Defensive rebound by S. Adams,,54-46,,
1:35.0,Turnover by R. Westbrook (bad pass; steal by D. Favors),,54-46,,
1:34.0,Personal foul by S. Adams (drawn by G. Hill),,54-46,,
1:34.0,,,54-46,,G. Hill misses free throw 1 of 2
1:34.0,,,54-46,,Offensive rebound by Team
1:34.0,,,54-47,1,G. Hill makes free throw 2 of 2
1:34.0,,,54-46,,J. Ingles enters the game for A. Burks
1:23.0,R. Westbrook misses 2-pt shot from 20 ft,,54-47,,
1:22.0,,,54-47,,Defensive rebound by G. Hayward
1:12.0,,,54-47,,Turnover by J. Ingles (bad pass; steal by R. Westbrook)
1:07.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,56-47,,
0:50.0,,,56-47,,G. Hill misses 2-pt shot from 5 ft
0:49.0,Defensive rebound by A. Roberson,,56-47,,
0:46.0,,,56-47,,Personal foul by J. Ingles (drawn by R. Westbrook)
0:46.0,R. Westbrook misses free throw 1 of 2,,56-47,,
0:46.0,Offensive rebound by Team,,56-47,,
0:46.0,,,56-47,,Utah full timeout
0:46.0,R. Westbrook misses free throw 2 of 2,,56-47,,
0:46.0,,,56-47,,Defensive rebound by D. Favors
0:30.0,,,56-49,2,D. Favors makes 2-pt shot at rim (assist by R. Gobert)
0:11.0,R. Westbrook misses 2-pt shot at rim (block by R. Gobert),,56-49,,
0:11.0,,,56-49,,Defensive rebound by G. Hayward
0:06.0,,,56-51,2,G. Hayward makes 2-pt shot from 1 ft
0:01.0,Turnover by R. Westbrook (bad pass; steal by G. Hill),,56-51,,
0:01.0,Personal foul by S. Adams (drawn by G. Hill),,56-51,,
0:01.0,,,56-52,1,G. Hill makes free throw 1 of 2
0:01.0,,,56-53,1,G. Hill makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,56-53,,G. Hill misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by Team,,56-53,,
11:22.0,S. Adams misses 2-pt shot from 4 ft,,56-53,,
11:21.0,,,56-53,,Defensive rebound by R. Gobert
11:06.0,,,56-53,,Turnover by D. Favors (bad pass)
10:53.0,Shooting foul by G. Hill (drawn by R. Westbrook),,56-53,,
10:53.0,R. Westbrook makes free throw 1 of 2,1,57-53,,
10:53.0,R. Westbrook makes free throw 2 of 2,1,58-53,,
10:35.0,,,58-53,,G. Hayward misses 2-pt shot from 7 ft
10:34.0,Defensive rebound by S. Adams,,58-53,,
10:24.0,D. Sabonis misses 3-pt shot from 24 ft,,58-53,,
10:24.0,,,58-53,,Defensive rebound by G. Hill
10:05.0,,,58-53,,Turnover by J. Ingles (bad pass; steal by R. Westbrook)
10:01.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,60-53,,
9:35.0,,,60-53,,G. Hayward misses 3-pt shot from 24 ft
9:35.0,,,60-53,,Offensive rebound by Team
9:35.0,Personal foul by A. Roberson (drawn by D. Favors),,60-53,,
9:35.0,,,60-53,,A. Burks enters the game for J. Ingles
9:35.0,,,60-53,,T. Lyles enters the game for D. Favors
9:27.0,,,60-53,,R. Gobert misses 2-pt shot from 3 ft
9:27.0,Defensive rebound by R. Westbrook,,60-53,,
9:17.0,D. Sabonis misses 3-pt shot from 24 ft,,60-53,,
9:17.0,,,60-53,,Defensive rebound by Team
9:01.0,,,60-53,,T. Lyles misses 2-pt shot from 5 ft
9:01.0,Defensive rebound by A. Roberson,,60-53,,
8:42.0,D. Sabonis misses 2-pt shot from 5 ft,,60-53,,
8:42.0,Offensive rebound by V. Oladipo,,60-53,,
8:33.0,Turnover by R. Westbrook (bad pass; steal by G. Hayward),,60-53,,
8:17.0,,,60-53,,Shooting foul by V. Oladipo (drawn by A. Burks)
8:17.0,,,60-53,,A. Burks misses free throw 1 of 2
8:17.0,,,60-53,,Offensive rebound by Team
8:17.0,Oklahoma City full timeout,,60-53,,
8:17.0,,,60-54,1,A. Burks makes free throw 2 of 2
8:17.0,,,60-53,,D. Exum enters the game for G. Hill
8:04.0,R. Westbrook misses 2-pt shot from 20 ft,,60-54,,
8:03.0,,,60-54,,Defensive rebound by G. Hayward
7:55.0,Loose ball foul by R. Westbrook (drawn by D. Exum),,60-54,,
7:55.0,A. Abrines enters the game for V. Oladipo,,60-54,,
7:40.0,,,60-54,,D. Exum misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by A. Roberson,,60-54,,
7:22.0,R. Westbrook misses 3-pt shot from 25 ft,,60-54,,
7:21.0,,,60-54,,Defensive rebound by A. Burks
7:13.0,,,60-54,,A. Burks misses 2-pt shot from 3 ft (block by S. Adams)
7:13.0,,,60-54,,Offensive rebound by Team
7:06.0,,,60-56,2,D. Exum makes 2-pt shot from 2 ft
7:06.0,,,60-56,,Shooting foul by A. Abrines (drawn by D. Exum)
7:06.0,,,60-57,1,D. Exum makes free throw 1 of 1
6:53.0,A. Abrines misses 3-pt shot from 24 ft,,60-57,,
6:52.0,Offensive rebound by S. Adams,,60-57,,
6:46.0,D. Sabonis misses 2-pt shot from 2 ft,,60-57,,
6:46.0,,,60-57,,Defensive rebound by T. Lyles
6:37.0,,,60-57,,T. Lyles misses 2-pt shot from 1 ft
6:35.0,Defensive rebound by D. Sabonis,,60-57,,
6:15.0,R. Westbrook misses 3-pt shot from 24 ft,,60-57,,
6:14.0,,,60-57,,Defensive rebound by R. Gobert
6:06.0,,,60-59,2,D. Exum makes 2-pt shot from 2 ft
5:53.0,R. Westbrook misses 2-pt shot from 4 ft (block by R. Gobert),,60-59,,
5:53.0,Offensive rebound by Team,,60-59,,
5:53.0,C. Payne enters the game for A. Abrines,,60-59,,
5:53.0,E. Kanter enters the game for S. Adams,,60-59,,
5:53.0,,,60-59,,J. Johnson enters the game for G. Hayward
5:47.0,Shooting foul by R. Gobert (drawn by R. Westbrook),,60-59,,
5:47.0,R. Westbrook misses free throw 1 of 2,,60-59,,
5:47.0,Offensive rebound by Team,,60-59,,
5:47.0,R. Westbrook misses free throw 2 of 2,,60-59,,
5:46.0,,,60-59,,Defensive rebound by D. Exum
5:23.0,,,60-59,,J. Johnson misses 2-pt shot from 8 ft
5:22.0,,,60-59,,Offensive rebound by J. Johnson
5:20.0,,,60-61,2,J. Johnson makes 2-pt shot from 4 ft
4:59.0,E. Kanter misses 2-pt shot from 4 ft,,60-61,,
4:58.0,,,60-61,,Defensive rebound by T. Lyles
4:50.0,Def 3 sec tech foul by E. Kanter,,60-61,,
4:50.0,,,60-62,1,J. Johnson makes technical free throw
4:50.0,S. Adams enters the game for D. Sabonis,,60-62,,
4:41.0,,,60-64,2,R. Gobert makes 2-pt shot from 2 ft (assist by D. Exum)
4:28.0,Turnover by R. Westbrook (bad pass; steal by T. Lyles),,60-64,,
4:27.0,Personal foul by R. Westbrook (drawn by T. Lyles),,60-64,,
4:27.0,,,60-64,,T. Lyles misses free throw 1 of 2
4:27.0,,,60-64,,Offensive rebound by Team
4:27.0,,,60-65,1,T. Lyles makes free throw 2 of 2
4:16.0,R. Westbrook misses 2-pt shot from 16 ft,,60-65,,
4:15.0,,,60-65,,Defensive rebound by R. Gobert
3:58.0,,,60-65,,Shooting foul by E. Kanter (drawn by R. Gobert)
3:58.0,,,60-65,,R. Gobert misses free throw 1 of 2
3:58.0,,,60-65,,Offensive rebound by Team
3:58.0,,,60-66,1,R. Gobert makes free throw 2 of 2
3:47.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,62-66,,
3:35.0,,,62-66,,D. Exum misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by A. Roberson,,62-66,,
3:28.0,R. Westbrook misses 2-pt shot from 2 ft,,62-66,,
3:27.0,,,62-66,,Defensive rebound by T. Lyles
3:24.0,,,62-66,,Turnover by T. Lyles (lost ball; steal by R. Westbrook)
3:22.0,,,62-66,,Personal foul by R. Gobert (drawn by R. Westbrook)
3:07.0,E. Kanter misses 2-pt shot from 22 ft,,62-66,,
3:06.0,Offensive rebound by S. Adams,,62-66,,
3:04.0,R. Westbrook misses 3-pt shot from 25 ft,,62-66,,
3:03.0,,,62-66,,Defensive rebound by R. Gobert
2:57.0,,,62-66,,Utah full timeout
2:57.0,,,62-66,,D. Favors enters the game for R. Gobert
2:48.0,,,62-68,2,A. Burks makes 2-pt shot from 10 ft
2:32.0,,,62-68,,Personal foul by T. Lyles (drawn by E. Kanter)
2:32.0,J. Grant enters the game for R. Westbrook,,62-68,,
2:32.0,,,62-68,,G. Hill enters the game for D. Exum
2:19.0,A. Roberson misses 3-pt shot from 23 ft,,62-68,,
2:18.0,Offensive rebound by Team,,62-68,,
2:18.0,,,62-68,,B. Diaw enters the game for T. Lyles
2:17.0,Turnover by Team (shot clock),,62-68,,
2:01.0,,,62-68,,J. Johnson misses 2-pt shot from 13 ft
2:00.0,Defensive rebound by A. Roberson,,62-68,,
1:52.0,C. Payne makes 2-pt shot from 19 ft,2,64-68,,
1:36.0,,,64-70,2,A. Burks makes 2-pt shot at rim (assist by B. Diaw)
1:11.0,E. Kanter makes 2-pt shot from 18 ft,2,66-70,,
0:54.0,,,66-72,2,B. Diaw makes 2-pt shot from 3 ft
0:35.0,C. Payne misses 3-pt shot from 27 ft,,66-72,,
0:33.0,Offensive rebound by Team,,66-72,,
0:33.0,,,66-72,,Loose ball foul by B. Diaw (drawn by S. Adams)
0:33.0,S. Adams misses free throw 1 of 2,,66-72,,
0:33.0,Offensive rebound by Team,,66-72,,
0:33.0,S. Adams makes free throw 2 of 2,1,67-72,,
0:19.0,,,67-72,,D. Favors misses 2-pt shot from 14 ft
0:18.0,Defensive rebound by A. Roberson,,67-72,,
0:02.0,C. Payne misses 2-pt shot from 14 ft (block by G. Hill),,67-72,,
0:00.0,Offensive rebound by Team,,67-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,V. Oladipo misses 2-pt shot from 16 ft,,67-72,,
11:43.0,,,67-72,,Defensive rebound by J. Johnson
11:27.0,,,67-72,,D. Favors misses 2-pt shot from 4 ft
11:27.0,,,67-72,,Offensive rebound by D. Favors
11:25.0,,,67-74,2,D. Favors makes 2-pt shot at rim
11:11.0,Turnover by J. Lauvergne (bad pass; steal by D. Favors),,67-74,,
10:59.0,,,67-76,2,B. Diaw makes 2-pt shot from 11 ft
10:57.0,Oklahoma City full timeout,,67-76,,
10:49.0,,,67-76,,Personal foul by D. Favors (drawn by E. Kanter)
10:42.0,C. Payne makes 3-pt shot from 24 ft (assist by V. Oladipo),3,70-76,,
10:27.0,,,70-78,2,G. Hayward makes 2-pt shot from 12 ft (assist by B. Diaw)
10:06.0,V. Oladipo makes 2-pt shot from 20 ft,2,72-78,,
9:46.0,,,72-78,,D. Favors misses 2-pt shot from 15 ft
9:46.0,Defensive rebound by C. Payne,,72-78,,
9:36.0,J. Grant misses 3-pt shot from 23 ft,,72-78,,
9:36.0,,,72-78,,Defensive rebound by B. Diaw
9:12.0,,,72-78,,J. Johnson misses 2-pt shot from 9 ft
9:12.0,Defensive rebound by V. Oladipo,,72-78,,
9:07.0,Shooting foul by G. Hill (drawn by V. Oladipo),,72-78,,
9:07.0,V. Oladipo makes free throw 1 of 2,1,73-78,,
9:07.0,V. Oladipo misses free throw 2 of 2,,73-78,,
9:07.0,,,73-78,,D. Exum enters the game for G. Hill
9:07.0,,,73-78,,R. Gobert enters the game for D. Favors
9:06.0,,,73-78,,Defensive rebound by B. Diaw
8:52.0,,,73-78,,D. Exum misses 3-pt shot from 24 ft
8:51.0,Defensive rebound by J. Lauvergne,,73-78,,
8:38.0,V. Oladipo makes 2-pt shot from 16 ft,2,75-78,,
8:27.0,Personal foul by J. Lauvergne (drawn by B. Diaw),,75-78,,
8:27.0,R. Westbrook enters the game for C. Payne,,75-78,,
8:27.0,S. Adams enters the game for E. Kanter,,75-78,,
8:27.0,,,75-78,,J. Ingles enters the game for J. Johnson
8:21.0,,,75-81,3,G. Hayward makes 3-pt shot from 24 ft (assist by B. Diaw)
8:00.0,V. Oladipo misses 2-pt shot from 14 ft,,75-81,,
7:59.0,,,75-81,,Defensive rebound by G. Hayward
7:46.0,,,75-81,,G. Hayward misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by J. Grant,,75-81,,
7:32.0,J. Grant makes 2-pt shot from 2 ft,2,77-81,,
7:09.0,,,77-81,,Turnover by B. Diaw (bad pass; steal by R. Westbrook)
6:52.0,Turnover by S. Adams (lost ball; steal by J. Ingles),,77-81,,
6:47.0,,,77-81,,Shooting foul by J. Grant (drawn by R. Gobert)
6:47.0,,,77-81,,R. Gobert misses free throw 1 of 2
6:47.0,,,77-81,,Offensive rebound by Team
6:47.0,,,77-82,1,R. Gobert makes free throw 2 of 2
6:47.0,,,77-81,,A. Burks enters the game for D. Exum
6:47.0,,,77-81,,T. Lyles enters the game for B. Diaw
6:28.0,R. Westbrook misses 2-pt shot from 17 ft,,77-82,,
6:26.0,,,77-82,,Defensive rebound by R. Gobert
6:20.0,,,77-84,2,A. Burks makes 2-pt shot from 3 ft
6:03.0,,,77-84,,Def 3 sec tech foul by R. Gobert
6:03.0,R. Westbrook makes technical free throw,1,78-84,,
6:03.0,E. Kanter enters the game for J. Lauvergne,,78-84,,
6:03.0,A. Roberson enters the game for J. Grant,,78-84,,
5:58.0,R. Westbrook misses 2-pt shot from 16 ft,,78-84,,
5:57.0,Offensive rebound by E. Kanter,,78-84,,
5:55.0,E. Kanter makes 2-pt shot from 2 ft,2,80-84,,
5:38.0,,,80-84,,T. Lyles misses 2-pt shot from 2 ft (block by S. Adams)
5:38.0,,,80-84,,Offensive rebound by Team
5:38.0,,,80-84,,Utah full timeout
5:33.0,,,80-84,,T. Lyles misses 2-pt shot from 2 ft
5:32.0,Defensive rebound by A. Roberson,,80-84,,
5:20.0,R. Westbrook misses 2-pt shot from 13 ft,,80-84,,
5:19.0,Offensive rebound by R. Westbrook,,80-84,,
5:03.0,R. Westbrook makes 2-pt shot from 5 ft,2,82-84,,
4:45.0,,,82-84,,B. Diaw enters the game for T. Lyles
4:45.0,,,82-84,,G. Hill enters the game for J. Ingles
4:40.0,,,82-84,,G. Hayward misses 2-pt shot from 18 ft
