time,Utah,pts.away,score,pts.home,Golden State
8:00.0,R. Gobert makes free throw 1 of 1,1,31-41,,
7:42.0,,,31-41,,D. West misses 2-pt shot from 19 ft
7:42.0,Defensive rebound by J. Johnson,,31-41,,
7:35.0,,,31-41,,Personal foul by D. West (drawn by R. Gobert)
7:35.0,,,31-41,,K. Durant enters the game for D. Green
7:35.0,,,31-41,,S. Livingston enters the game for A. Iguodala
7:35.0,G. Hayward enters the game for J. Ingles,,31-41,,
7:32.0,,,31-41,,Personal foul by S. Livingston (drawn by G. Hayward)
7:19.0,Turnover by J. Johnson (lost ball; steal by D. West),,31-41,,
7:13.0,,,31-44,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
6:50.0,R. Hood misses 3-pt shot from 23 ft,,31-44,,
6:49.0,,,31-44,,Defensive rebound by D. West
6:28.0,,,31-44,,S. Livingston misses 2-pt shot from 7 ft
6:28.0,,,31-44,,Offensive rebound by S. Livingston
6:26.0,,,31-46,2,S. Livingston makes 2-pt shot at rim
6:06.0,Turnover by G. Hill (offensive foul),,31-46,,
6:06.0,Offensive foul by G. Hill,,31-46,,
6:06.0,S. Mack enters the game for G. Hill,,31-46,,
6:06.0,B. Diaw enters the game for J. Johnson,,31-46,,
5:53.0,,,31-46,,K. Durant misses 2-pt shot from 2 ft
5:53.0,Defensive rebound by S. Mack,,31-46,,
5:44.0,B. Diaw makes 2-pt shot from 22 ft (assist by S. Mack),2,33-46,,
5:40.0,,,33-46,,Golden State full timeout
5:40.0,,,33-46,,D. Green enters the game for K. Thompson
5:40.0,,,33-46,,S. Curry enters the game for I. Clark
5:30.0,,,33-46,,Turnover by S. Curry (bad pass; steal by B. Diaw)
5:24.0,R. Gobert makes 2-pt shot at rim (assist by R. Hood),2,35-46,,
5:04.0,,,35-48,2,S. Livingston makes 2-pt shot from 10 ft (assist by K. Durant)
4:49.0,G. Hayward misses 3-pt shot from 24 ft,,35-48,,
4:49.0,,,35-48,,Defensive rebound by D. Green
4:41.0,,,35-48,,D. Green misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by S. Mack,,35-48,,
4:25.0,S. Mack makes 2-pt shot from 2 ft (assist by G. Hayward),2,37-48,,
4:07.0,,,37-50,2,K. Durant makes 2-pt shot from 18 ft (assist by D. West)
3:41.0,S. Mack misses 2-pt shot from 17 ft,,37-50,,
3:39.0,,,37-50,,Defensive rebound by K. Durant
3:30.0,,,37-52,2,K. Durant makes 2-pt shot from 18 ft
3:01.0,Shooting foul by D. Green (drawn by B. Diaw),,37-52,,
3:01.0,B. Diaw makes free throw 1 of 2,1,38-52,,
3:01.0,B. Diaw makes free throw 2 of 2,1,39-52,,
3:01.0,,,38-52,,K. Thompson enters the game for S. Livingston
3:01.0,,,38-52,,A. Iguodala enters the game for D. West
3:01.0,D. Exum enters the game for S. Mack,,38-52,,
3:01.0,J. Ingles enters the game for R. Hood,,38-52,,
2:46.0,,,39-54,2,S. Curry makes 2-pt shot from 2 ft
2:38.0,Turnover by B. Diaw (offensive foul),,39-54,,
2:38.0,Offensive foul by B. Diaw,,39-54,,
2:38.0,Official timeout,,39-54,,
2:21.0,,,39-54,,K. Durant misses 2-pt shot from 2 ft (block by R. Gobert)
2:21.0,,,39-54,,Offensive rebound by K. Durant
2:19.0,,,39-54,,K. Durant misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by R. Gobert,,39-54,,
2:00.0,Turnover by B. Diaw (bad pass; steal by K. Durant),,39-54,,
1:51.0,,,39-56,2,S. Curry makes 2-pt shot at rim
1:24.0,D. Exum makes 2-pt shot from 10 ft (assist by G. Hayward),2,41-56,,
1:18.0,,,41-56,,Turnover by S. Curry (lost ball; steal by D. Exum)
1:14.0,G. Hayward misses 2-pt shot from 3 ft (block by D. Green),,41-56,,
1:13.0,,,41-56,,Defensive rebound by S. Curry
1:09.0,,,41-58,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
1:06.0,Utah full timeout,,41-58,,
1:06.0,G. Hill enters the game for D. Exum,,41-58,,
0:49.0,J. Ingles makes 2-pt shot from 1 ft,2,43-58,,
0:34.0,,,43-58,,A. Iguodala misses 3-pt shot from 23 ft
0:34.0,Defensive rebound by B. Diaw,,43-58,,
0:28.0,,,43-58,,Violation by D. Green (kicked ball)
0:28.0,,,43-58,,S. Livingston enters the game for K. Thompson
0:10.0,G. Hayward makes 3-pt shot from 23 ft (assist by G. Hill),3,46-58,,
0:01.0,,,46-58,,A. Iguodala misses 3-pt shot from 26 ft
0:00.0,,,46-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,G. Hill makes 2-pt shot from 6 ft,2,48-58,,
11:19.0,,,48-61,3,K. Durant makes 3-pt shot from 27 ft (assist by K. Thompson)
11:02.0,J. Johnson makes 3-pt shot from 23 ft (assist by R. Gobert),3,51-61,,
10:42.0,,,51-61,,Z. Pachulia misses 2-pt shot from 13 ft
10:42.0,Defensive rebound by G. Hayward,,51-61,,
10:30.0,J. Ingles makes 3-pt shot from 23 ft (assist by R. Gobert),3,54-61,,
10:28.0,,,54-61,,Golden State full timeout
10:21.0,Personal foul by J. Johnson (drawn by K. Durant),,54-61,,
10:10.0,,,54-61,,Shooting foul by G. Hayward (drawn by Z. Pachulia)
10:10.0,,,54-62,1,Z. Pachulia makes free throw 1 of 2
10:10.0,,,54-63,1,Z. Pachulia makes free throw 2 of 2
9:48.0,G. Hill misses 2-pt shot from 7 ft,,54-63,,
9:47.0,Offensive rebound by G. Hill,,54-63,,
9:43.0,J. Johnson misses 3-pt shot from 25 ft,,54-63,,
9:41.0,,,54-63,,Defensive rebound by D. Green
9:37.0,,,54-65,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
9:35.0,,,54-65,,Personal foul by D. Green (drawn by G. Hill)
9:21.0,G. Hayward misses 3-pt shot from 24 ft,,54-65,,
9:21.0,,,54-65,,Defensive rebound by K. Durant
9:15.0,,,54-68,3,K. Thompson makes 3-pt shot from 27 ft (assist by K. Durant)
8:50.0,J. Johnson misses 3-pt shot from 25 ft,,54-68,,
8:49.0,,,54-68,,Defensive rebound by Team
8:32.0,,,54-68,,Shooting foul by R. Gobert (drawn by Z. Pachulia)
8:32.0,,,54-69,1,Z. Pachulia makes free throw 1 of 2
8:32.0,,,54-70,1,Z. Pachulia makes free throw 2 of 2
8:13.0,Shooting foul by K. Durant (drawn by R. Gobert),,54-70,,
8:13.0,R. Gobert misses free throw 1 of 2,,54-70,,
8:13.0,Offensive rebound by Team,,54-70,,
8:13.0,R. Gobert makes free throw 2 of 2,1,55-70,,
8:01.0,,,55-70,,S. Curry misses 3-pt shot from 25 ft
8:00.0,Defensive rebound by R. Gobert,,55-70,,
7:39.0,G. Hayward misses 2-pt shot from 20 ft,,55-70,,
7:39.0,,,55-70,,Defensive rebound by S. Curry
7:33.0,,,55-70,,Turnover by S. Curry (bad pass; steal by G. Hayward)
7:12.0,R. Gobert makes 2-pt shot from 7 ft (assist by J. Johnson),2,57-70,,
6:54.0,,,57-70,,K. Thompson misses 3-pt shot from 23 ft
6:53.0,Defensive rebound by G. Hayward,,57-70,,
6:39.0,Turnover by J. Ingles (bad pass; steal by S. Curry),,57-70,,
6:33.0,,,57-72,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Thompson)
6:33.0,Utah full timeout,,57-72,,
6:33.0,R. Hood enters the game for J. Ingles,,57-72,,
6:13.0,G. Hayward misses 3-pt shot from 25 ft,,57-72,,
6:12.0,,,57-72,,Defensive rebound by D. Green
5:58.0,,,57-72,,D. Green misses 2-pt shot from 2 ft
5:57.0,Defensive rebound by G. Hayward,,57-72,,
5:47.0,G. Hayward misses 3-pt shot from 25 ft,,57-72,,
5:46.0,,,57-72,,Defensive rebound by S. Curry
5:41.0,,,57-72,,D. Green misses 2-pt shot from 2 ft
5:40.0,Defensive rebound by R. Hood,,57-72,,
5:29.0,R. Hood makes 2-pt shot from 3 ft (assist by G. Hill),2,59-72,,
5:12.0,Personal foul by R. Hood (drawn by K. Durant),,59-72,,
5:12.0,,,59-72,,A. Iguodala enters the game for D. Green
5:12.0,S. Mack enters the game for G. Hill,,59-72,,
5:12.0,B. Diaw enters the game for J. Johnson,,59-72,,
5:06.0,,,59-72,,K. Durant misses 2-pt shot from 13 ft
5:05.0,Defensive rebound by R. Gobert,,59-72,,
4:42.0,R. Hood makes 2-pt shot from 3 ft,2,61-72,,
4:28.0,,,61-72,,Shooting foul by R. Gobert (drawn by K. Durant)
4:28.0,,,61-73,1,K. Durant makes free throw 1 of 2
4:28.0,,,61-74,1,K. Durant makes free throw 2 of 2
4:28.0,,,61-73,,J. McGee enters the game for Z. Pachulia
4:15.0,G. Hayward makes 2-pt shot from 2 ft,2,63-74,,
4:03.0,,,63-76,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
3:42.0,R. Hood makes 2-pt shot from 3 ft,2,65-76,,
3:25.0,,,65-76,,Shooting foul by S. Mack (drawn by S. Curry)
3:25.0,,,65-77,1,S. Curry makes free throw 1 of 2
3:25.0,,,65-78,1,S. Curry makes free throw 2 of 2
3:25.0,,,65-77,,S. Livingston enters the game for K. Thompson
3:07.0,R. Hood makes 2-pt shot from 18 ft,2,67-78,,
2:53.0,,,67-80,2,S. Curry makes 2-pt shot from 17 ft
2:39.0,,,67-80,,Personal foul by A. Iguodala (drawn by G. Hayward)
2:30.0,G. Hayward misses 3-pt shot from 27 ft,,67-80,,
2:30.0,Offensive rebound by R. Gobert,,67-80,,
2:27.0,Shooting foul by S. Livingston (drawn by R. Gobert),,67-80,,
2:27.0,R. Gobert misses free throw 1 of 2,,67-80,,
2:27.0,Offensive rebound by Team,,67-80,,
2:27.0,R. Gobert misses free throw 2 of 2,,67-80,,
2:25.0,,,67-80,,Defensive rebound by K. Durant
2:13.0,,,67-80,,J. McGee misses 2-pt shot from 3 ft (block by B. Diaw)
2:13.0,Defensive rebound by S. Mack,,67-80,,
2:03.0,Shooting foul by S. Curry (drawn by S. Mack),,67-80,,
2:03.0,S. Mack makes free throw 1 of 2,1,68-80,,
2:03.0,S. Mack makes free throw 2 of 2,1,69-80,,
2:03.0,D. Favors enters the game for R. Gobert,,68-80,,
2:03.0,,,68-80,,D. Green enters the game for K. Durant
1:50.0,,,69-80,,Turnover by S. Curry (bad pass; steal by S. Mack)
1:46.0,Turnover by R. Hood (lost ball),,69-80,,
1:33.0,,,69-82,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
1:07.0,S. Mack misses 2-pt shot from 5 ft (block by J. McGee),,69-82,,
1:07.0,Offensive rebound by D. Favors,,69-82,,
1:06.0,D. Favors makes 2-pt shot at rim,2,71-82,,
0:56.0,,,71-82,,S. Curry misses 2-pt shot from 14 ft
0:56.0,Defensive rebound by G. Hayward,,71-82,,
0:36.0,R. Hood makes 2-pt shot from 11 ft,2,73-82,,
0:20.0,,,73-82,,A. Iguodala misses 3-pt shot from 26 ft
0:19.0,,,73-82,,Offensive rebound by S. Livingston
0:02.0,,,73-82,,Shooting foul by R. Hood (drawn by D. Green)
0:02.0,,,73-83,1,D. Green makes free throw 1 of 2
0:02.0,,,73-84,1,D. Green makes free throw 2 of 2
0:02.0,,,73-83,,I. Clark enters the game for S. Curry
0:02.0,,,73-83,,J. McAdoo enters the game for J. McGee
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,73-84,,K. Thompson misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by R. Hood,,73-84,,
11:26.0,R. Hood misses 3-pt shot from 26 ft,,73-84,,
11:26.0,,,73-84,,Defensive rebound by D. West
11:15.0,,,73-86,2,D. Green makes 2-pt shot from 15 ft (assist by A. Iguodala)
11:15.0,,,73-86,,Shooting foul by B. Diaw (drawn by D. Green)
11:15.0,,,73-87,1,D. Green makes free throw 1 of 1
10:58.0,B. Diaw misses 2-pt shot from 3 ft,,73-87,,
10:56.0,,,73-87,,Defensive rebound by K. Thompson
10:49.0,,,73-87,,K. Thompson misses 2-pt shot from 20 ft
10:49.0,Defensive rebound by G. Hill,,73-87,,
10:47.0,,,73-87,,Personal foul by A. Iguodala (drawn by G. Hill)
10:35.0,R. Hood misses 2-pt shot from 21 ft,,73-87,,
10:34.0,,,73-87,,Defensive rebound by I. Clark
10:19.0,,,73-90,3,D. Green makes 3-pt shot from 27 ft (assist by D. West)
9:53.0,D. Favors misses 2-pt shot from 14 ft,,73-90,,
9:53.0,,,73-90,,Defensive rebound by D. West
9:41.0,,,73-92,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
9:13.0,G. Hill misses 2-pt shot from 7 ft,,73-92,,
9:12.0,,,73-92,,Defensive rebound by D. Green
9:04.0,,,73-92,,I. Clark misses 3-pt shot from 24 ft
9:03.0,,,73-92,,Offensive rebound by A. Iguodala
8:50.0,,,73-92,,K. Thompson misses 2-pt shot from 13 ft
8:50.0,Defensive rebound by R. Hood,,73-92,,
8:43.0,G. Hill misses 3-pt shot from 26 ft,,73-92,,
8:43.0,,,73-92,,Defensive rebound by I. Clark
8:34.0,Official timeout,,73-92,,
8:34.0,R. Gobert enters the game for R. Hood,,73-92,,
8:34.0,J. Ingles enters the game for B. Diaw,,73-92,,
8:34.0,J. Johnson enters the game for D. Favors,,73-92,,
8:34.0,G. Hayward enters the game for D. Exum,,73-92,,
8:30.0,,,73-94,2,I. Clark makes 2-pt shot from 1 ft (assist by D. West)
8:15.0,J. Johnson makes 3-pt shot from 26 ft (assist by G. Hayward),3,76-94,,
8:00.0,,,76-94,,I. Clark misses 2-pt shot from 6 ft
7:59.0,Defensive rebound by J. Ingles,,76-94,,
7:43.0,Turnover by R. Gobert (bad pass),,76-94,,
7:29.0,,,76-94,,D. Green misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by R. Gobert,,76-94,,
7:13.0,J. Ingles misses 3-pt shot from 27 ft (block by D. West),,76-94,,
7:11.0,,,76-94,,Defensive rebound by A. Iguodala
7:03.0,,,76-94,,K. Thompson misses 3-pt shot from 28 ft
7:03.0,Defensive rebound by G. Hill,,76-94,,
6:39.0,J. Johnson misses 3-pt shot from 23 ft,,76-94,,
6:38.0,,,76-94,,Defensive rebound by A. Iguodala
6:33.0,Personal foul by G. Hayward (drawn by A. Iguodala),,76-94,,
6:33.0,D. Exum enters the game for J. Ingles,,76-94,,
6:33.0,S. Mack enters the game for G. Hill,,76-94,,
6:33.0,,,76-94,,K. Durant enters the game for D. Green
6:33.0,,,76-94,,S. Livingston enters the game for A. Iguodala
6:25.0,,,76-96,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. West)
6:01.0,D. Exum makes 3-pt shot from 25 ft (assist by S. Mack),3,79-96,,
5:37.0,,,79-98,2,I. Clark makes 2-pt shot from 2 ft (assist by D. West)
5:37.0,Utah full timeout,,79-98,,
5:37.0,T. Lyles enters the game for G. Hayward,,79-98,,
5:37.0,R. Hood enters the game for J. Johnson,,79-98,,
5:37.0,,,79-98,,S. Curry enters the game for K. Thompson
5:37.0,,,79-98,,D. Green enters the game for I. Clark
5:18.0,Turnover by T. Lyles (lost ball; steal by D. Green),,79-98,,
5:16.0,Flagrant foul type 1 by R. Gobert (drawn by D. Green),,79-98,,
5:16.0,,,79-98,,D. Green misses flagrant free throw 1 of 2
5:16.0,,,79-98,,Offensive rebound by Team
5:16.0,,,79-99,1,D. Green makes flagrant free throw 2 of 2
5:16.0,J. Bolomboy enters the game for R. Gobert,,79-99,,
5:16.0,,,79-99,,I. Clark enters the game for S. Curry
5:03.0,,,79-99,,K. Durant misses 2-pt shot from 16 ft
5:02.0,Defensive rebound by R. Hood,,79-99,,
4:49.0,J. Bolomboy makes 2-pt shot from 3 ft,2,81-99,,
4:35.0,,,81-101,2,K. Durant makes 2-pt shot at rim (assist by D. West)
4:13.0,T. Lyles makes 3-pt shot from 25 ft (assist by D. Exum),3,84-101,,
4:00.0,Personal foul by R. Hood (drawn by K. Durant),,84-101,,
4:00.0,,,84-101,,M. Barnes enters the game for D. Green
3:50.0,,,84-101,,K. Durant misses 2-pt shot from 1 ft
3:49.0,Defensive rebound by S. Mack,,84-101,,
3:43.0,,,84-101,,Personal foul by M. Barnes (drawn by J. Bolomboy)
3:28.0,T. Lyles makes 2-pt shot from 1 ft (assist by D. Exum),2,86-101,,
3:22.0,,,86-103,2,S. Livingston makes 2-pt shot from 2 ft (assist by K. Durant)
3:22.0,,,86-103,,Shooting foul by T. Lyles (drawn by S. Livingston)
3:22.0,,,86-104,1,S. Livingston makes free throw 1 of 1
3:22.0,,,86-103,,J. McAdoo enters the game for D. West
3:22.0,,,86-103,,P. McCaw enters the game for K. Durant
3:08.0,S. Mack misses 2-pt shot from 12 ft,,86-104,,
3:08.0,,,86-104,,Defensive rebound by S. Livingston
3:01.0,,,86-104,,I. Clark misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by T. Lyles,,86-104,,
2:52.0,R. Hood misses 2-pt shot from 6 ft (block by S. Livingston),,86-104,,
2:52.0,Offensive rebound by Team,,86-104,,
2:52.0,,,86-104,,Golden State full timeout
2:52.0,R. Neto enters the game for R. Hood,,86-104,,
2:41.0,D. Exum makes 2-pt shot from 1 ft,2,88-104,,
2:21.0,,,88-106,2,S. Livingston makes 2-pt shot from 15 ft (assist by M. Barnes)
2:07.0,T. Lyles makes 2-pt shot from 10 ft (assist by S. Mack),2,90-106,,
1:58.0,,,90-106,,Turnover by S. Livingston (bad pass; steal by T. Lyles)
1:51.0,T. Lyles misses 3-pt shot from 26 ft,,90-106,,
1:50.0,,,90-106,,Defensive rebound by S. Livingston
1:36.0,,,90-106,,M. Barnes misses 2-pt shot from 21 ft
1:34.0,Defensive rebound by S. Mack,,90-106,,
1:15.0,J. Bolomboy makes 2-pt shot at rim (assist by T. Lyles),2,92-106,,
0:53.0,,,92-106,,P. McCaw misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by J. Bolomboy,,92-106,,
0:34.0,R. Neto makes 2-pt shot from 2 ft (assist by S. Mack),2,94-106,,
