time,Indiana,pts.away,score,pts.home,Cleveland
3:58.0,,,15-15,,K. Irving misses 2-pt shot from 17 ft
3:56.0,Defensive rebound by M. Ellis,,15-15,,
3:37.0,J. Teague makes 3-pt shot from 25 ft,3,18-15,,
3:24.0,,,18-18,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
3:12.0,P. George makes 3-pt shot from 25 ft (assist by J. Teague),3,21-18,,
2:56.0,,,21-18,,Turnover by K. Irving (lost ball)
2:56.0,,,21-18,,Cleveland full timeout
2:56.0,,,21-18,,I. Shumpert enters the game for L. James
2:56.0,C. Miles enters the game for M. Ellis,,21-18,,
2:56.0,A. Brooks enters the game for J. Teague,,21-18,,
2:44.0,P. George misses 3-pt shot from 24 ft,,21-18,,
2:43.0,Offensive rebound by C. Miles,,21-18,,
2:36.0,P. George misses 3-pt shot from 26 ft,,21-18,,
2:35.0,,,21-18,,Defensive rebound by C. Frye
2:11.0,,,21-18,,K. Irving misses 2-pt shot from 7 ft (block by A. Brooks)
2:11.0,,,21-18,,Offensive rebound by Team
2:11.0,,,21-18,,Turnover by Team (shot clock)
2:11.0,,,21-18,,D. Williams enters the game for J. Smith
1:57.0,C. Miles makes 3-pt shot from 26 ft (assist by P. George),3,24-18,,
1:35.0,,,24-18,,K. Irving misses 2-pt shot from 8 ft
1:35.0,Defensive rebound by L. Allen,,24-18,,
1:19.0,P. George misses 2-pt shot from 14 ft,,24-18,,
1:19.0,,,24-18,,Defensive rebound by T. Thompson
1:12.0,,,24-18,,Shooting foul by A. Brooks (drawn by I. Shumpert)
1:12.0,,,24-19,1,I. Shumpert makes free throw 1 of 2
1:12.0,,,24-20,1,I. Shumpert makes free throw 2 of 2
1:12.0,K. Seraphin enters the game for M. Turner,,24-19,,
1:12.0,L. Stephenson enters the game for P. George,,24-19,,
1:00.0,C. Miles makes 3-pt shot from 25 ft (assist by A. Brooks),3,27-20,,
0:48.0,,,27-22,2,C. Frye makes 2-pt shot from 20 ft (assist by K. Irving)
0:31.0,A. Brooks misses 3-pt shot from 28 ft,,27-22,,
0:30.0,,,27-22,,Defensive rebound by C. Frye
0:09.0,,,27-25,3,C. Frye makes 3-pt shot from 23 ft (assist by K. Irving)
0:02.0,Turnover by A. Brooks (lost ball),,27-25,,
0:02.0,Technical foul by A. Brooks,,27-25,,
0:02.0,,,27-26,1,K. Irving makes technical free throw
0:02.0,,,27-26,,L. James enters the game for T. Thompson
0:00.0,,,27-26,,L. James misses 3-pt shot from 41 ft
0:00.0,,,27-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,C. Miles makes 2-pt shot from 15 ft (assist by L. Stephenson),2,29-26,,
11:24.0,,,29-29,3,D. Williams makes 3-pt shot from 25 ft (assist by L. James)
11:08.0,L. Stephenson misses 2-pt shot from 22 ft,,29-29,,
11:08.0,,,29-29,,Defensive rebound by L. James
11:00.0,,,29-32,3,D. Williams makes 3-pt shot from 25 ft (assist by L. James)
10:40.0,K. Seraphin misses 2-pt shot from 7 ft,,29-32,,
10:38.0,,,29-32,,Defensive rebound by L. James
10:34.0,,,29-32,,Shooting foul by L. Stephenson (drawn by L. James)
10:34.0,,,29-34,2,L. James makes 2-pt shot from 1 ft
10:34.0,,,29-34,,L. James misses free throw 1 of 1
10:33.0,Defensive rebound by L. Allen,,29-34,,
10:14.0,K. Seraphin misses 2-pt shot from 16 ft,,29-34,,
10:13.0,,,29-34,,Defensive rebound by L. James
10:06.0,,,29-34,,Turnover by I. Shumpert (step out of bounds)
9:53.0,C. Miles misses 3-pt shot from 25 ft,,29-34,,
9:52.0,,,29-34,,Defensive rebound by C. Frye
9:42.0,,,29-34,,C. Frye misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by L. Stephenson,,29-34,,
9:40.0,,,29-34,,Personal foul by C. Frye (drawn by K. Seraphin)
9:35.0,A. Brooks misses 2-pt shot from 3 ft (block by C. Frye),,29-34,,
9:35.0,Offensive rebound by Team,,29-34,,
9:27.0,Turnover by A. Brooks (lost ball; steal by I. Shumpert),,29-34,,
9:21.0,,,29-34,,R. Jefferson misses 2-pt shot from 2 ft
9:18.0,Defensive rebound by C. Miles,,29-34,,
9:07.0,L. Stephenson makes 2-pt shot at rim,2,31-34,,
8:47.0,Personal foul by L. Stephenson (drawn by L. James),,31-34,,
8:47.0,Official timeout,,31-34,,
8:47.0,M. Turner enters the game for L. Allen,,31-34,,
8:47.0,P. George enters the game for K. Seraphin,,31-34,,
8:35.0,,,31-34,,Turnover by L. James (bad pass; steal by M. Turner)
8:27.0,C. Miles makes 3-pt shot from 23 ft (assist by L. Stephenson),3,34-34,,
8:12.0,,,34-34,,Shooting foul by A. Brooks (drawn by L. James)
8:12.0,,,34-34,,L. James misses free throw 1 of 2
8:12.0,,,34-34,,Offensive rebound by Team
8:12.0,,,34-35,1,L. James makes free throw 2 of 2
8:12.0,,,34-34,,K. Love enters the game for C. Frye
7:52.0,A. Brooks misses 3-pt shot from 23 ft,,34-35,,
7:52.0,,,34-35,,Defensive rebound by Team
7:29.0,,,34-35,,R. Jefferson misses 3-pt shot from 24 ft
7:28.0,,,34-35,,Offensive rebound by L. James
7:15.0,,,34-35,,Shooting foul by A. Brooks (drawn by D. Williams)
7:15.0,,,34-35,,D. Williams misses free throw 1 of 2
7:15.0,,,34-35,,Offensive rebound by Team
7:15.0,,,34-36,1,D. Williams makes free throw 2 of 2
7:15.0,J. Teague enters the game for A. Brooks,,34-35,,
7:15.0,,,34-35,,K. Irving enters the game for R. Jefferson
6:59.0,L. Stephenson misses 2-pt shot from 17 ft,,34-36,,
6:57.0,,,34-36,,Defensive rebound by I. Shumpert
6:40.0,,,34-38,2,L. James makes 2-pt shot at rim (assist by D. Williams)
6:34.0,,,34-38,,Personal foul by K. Love (drawn by M. Turner)
6:34.0,,,34-38,,J. Smith enters the game for D. Williams
6:34.0,M. Ellis enters the game for L. Stephenson,,34-38,,
6:21.0,P. George makes 2-pt shot from 1 ft (assist by C. Miles),2,36-38,,
6:06.0,,,36-41,3,K. Love makes 3-pt shot from 25 ft (assist by I. Shumpert)
5:50.0,C. Miles makes 2-pt shot at rim,2,38-41,,
5:33.0,,,38-41,,Cleveland full timeout
5:26.0,,,38-44,3,J. Smith makes 3-pt shot from 24 ft
5:12.0,Turnover by J. Teague (bad pass; steal by L. James),,38-44,,
5:07.0,,,38-46,2,L. James makes 2-pt shot at rim
4:57.0,J. Teague misses 3-pt shot from 26 ft,,38-46,,
4:57.0,Offensive rebound by C. Miles,,38-46,,
4:50.0,M. Turner misses 3-pt shot from 25 ft,,38-46,,
4:50.0,,,38-46,,Defensive rebound by L. James
4:34.0,,,38-48,2,L. James makes 2-pt shot at rim (assist by K. Irving)
4:27.0,Indiana full timeout,,38-48,,
4:27.0,,,38-48,,T. Thompson enters the game for L. James
4:27.0,T. Young enters the game for C. Miles,,38-48,,
4:19.0,P. George misses 2-pt shot at rim (block by I. Shumpert),,38-48,,
4:18.0,Offensive rebound by M. Ellis,,38-48,,
4:15.0,T. Young misses 3-pt shot from 24 ft,,38-48,,
4:12.0,,,38-48,,Defensive rebound by Team
3:59.0,,,38-50,2,K. Irving makes 2-pt shot from 19 ft
3:42.0,Shooting foul by K. Irving (drawn by J. Teague),,38-50,,
3:42.0,J. Teague makes free throw 1 of 3,1,39-50,,
3:42.0,J. Teague makes free throw 2 of 3,1,40-50,,
3:42.0,J. Teague makes free throw 3 of 3,1,41-50,,
3:31.0,,,41-50,,Shooting foul by M. Ellis (drawn by K. Irving)
3:31.0,,,41-51,1,K. Irving makes free throw 1 of 3
3:31.0,,,41-52,1,K. Irving makes free throw 2 of 3
3:31.0,,,41-53,1,K. Irving makes free throw 3 of 3
3:17.0,P. George makes 3-pt shot from 25 ft (assist by J. Teague),3,44-53,,
3:01.0,,,44-53,,K. Love misses 2-pt shot from 20 ft
3:01.0,Defensive rebound by Team,,44-53,,
3:01.0,,,44-53,,L. James enters the game for I. Shumpert
2:41.0,M. Turner makes 2-pt shot from 7 ft (assist by P. George),2,46-53,,
2:23.0,,,46-53,,Shooting foul by P. George (drawn by T. Thompson)
2:23.0,,,46-54,1,T. Thompson makes free throw 1 of 2
2:23.0,,,46-55,1,T. Thompson makes free throw 2 of 2
2:14.0,J. Teague makes 3-pt shot from 24 ft (assist by M. Ellis),3,49-55,,
1:52.0,,,49-58,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
1:36.0,T. Young makes 2-pt shot at rim (assist by P. George),2,51-58,,
1:22.0,,,51-58,,Offensive foul by K. Irving
1:22.0,,,51-58,,Turnover by K. Irving (offensive foul)
1:22.0,,,51-58,,D. Williams enters the game for K. Irving
1:07.0,M. Ellis misses 2-pt shot from 16 ft,,51-58,,
1:04.0,Offensive rebound by T. Young,,51-58,,
1:04.0,T. Young misses 2-pt shot from 1 ft,,51-58,,
1:04.0,,,51-58,,Defensive rebound by L. James
0:58.0,,,51-60,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:47.0,P. George misses 3-pt shot from 24 ft,,51-60,,
0:46.0,,,51-60,,Defensive rebound by K. Love
0:30.0,,,51-60,,J. Smith misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by P. George,,51-60,,
0:08.0,M. Turner makes 2-pt shot from 20 ft (assist by P. George),2,53-60,,
0:02.0,,,53-60,,J. Smith misses 3-pt shot from 23 ft
0:01.0,,,53-60,,Offensive rebound by T. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,M. Turner misses 2-pt shot from 16 ft,,53-60,,
11:47.0,,,53-60,,Defensive rebound by J. Smith
11:32.0,,,53-60,,K. Irving misses 3-pt shot from 26 ft
11:32.0,Defensive rebound by M. Turner,,53-60,,
11:21.0,T. Young makes 2-pt shot from 13 ft (assist by M. Ellis),2,55-60,,
10:59.0,,,55-62,2,L. James makes 2-pt shot from 22 ft
10:43.0,P. George misses 2-pt shot from 1 ft,,55-62,,
10:41.0,,,55-62,,Defensive rebound by K. Love
10:37.0,,,55-62,,K. Irving misses 2-pt shot from 1 ft
10:36.0,,,55-62,,Offensive rebound by T. Thompson
10:32.0,,,55-62,,J. Smith misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by Team,,55-62,,
10:32.0,,,55-62,,Loose ball foul by T. Thompson (drawn by J. Teague)
10:14.0,M. Ellis misses 3-pt shot from 25 ft,,55-62,,
10:13.0,,,55-62,,Defensive rebound by K. Irving
10:05.0,,,55-62,,L. James misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by M. Ellis,,55-62,,
9:55.0,,,55-62,,Personal foul by K. Irving (drawn by M. Turner)
9:48.0,J. Teague makes 3-pt shot from 26 ft,3,58-62,,
9:28.0,,,58-64,2,K. Irving makes 2-pt shot from 20 ft (assist by L. James)
9:14.0,T. Young makes 2-pt shot from 5 ft (assist by P. George),2,60-64,,
8:56.0,,,60-64,,Shooting foul by M. Ellis (drawn by K. Irving)
8:56.0,,,60-65,1,K. Irving makes free throw 1 of 2
8:56.0,,,60-66,1,K. Irving makes free throw 2 of 2
8:49.0,J. Teague misses 2-pt shot from 6 ft,,60-66,,
8:47.0,Offensive rebound by T. Young,,60-66,,
8:46.0,T. Young makes 2-pt shot at rim,2,62-66,,
8:25.0,,,62-66,,K. Irving misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by T. Young,,62-66,,
8:17.0,M. Ellis misses 2-pt shot at rim (block by L. James),,62-66,,
8:16.0,,,62-66,,Defensive rebound by L. James
8:14.0,Personal foul by J. Teague (drawn by T. Thompson),,62-66,,
8:05.0,,,62-66,,L. James misses 2-pt shot from 14 ft
8:04.0,Defensive rebound by J. Teague,,62-66,,
7:47.0,T. Young makes 2-pt shot from 4 ft (assist by J. Teague),2,64-66,,
7:47.0,Shooting foul by J. Smith (drawn by T. Young),,64-66,,
7:47.0,,,64-66,,Violation by T. Thompson (def goaltending)
7:47.0,T. Young makes free throw 1 of 1,1,65-66,,
7:32.0,,,65-69,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
7:27.0,,,65-69,,Personal foul by L. James (drawn by P. George)
7:10.0,P. George makes 3-pt shot from 26 ft,3,68-69,,
6:55.0,,,68-71,2,L. James makes 2-pt shot from 1 ft
6:55.0,,,68-71,,Shooting foul by P. George (drawn by L. James)
6:55.0,,,68-71,,L. James misses free throw 1 of 1
6:54.0,Defensive rebound by T. Young,,68-71,,
6:44.0,J. Teague misses 2-pt shot from 14 ft,,68-71,,
6:43.0,Offensive rebound by T. Young,,68-71,,
6:34.0,,,68-71,,Personal foul by T. Thompson (drawn by P. George)
6:34.0,P. George makes free throw 1 of 2,1,69-71,,
6:34.0,P. George misses free throw 2 of 2,,69-71,,
6:33.0,,,69-71,,Defensive rebound by K. Love
6:12.0,,,69-71,,Turnover by K. Love (lost ball; steal by P. George)
6:03.0,P. George misses 3-pt shot from 25 ft,,69-71,,
6:03.0,,,69-71,,Defensive rebound by J. Smith
5:49.0,,,69-71,,K. Love misses 3-pt shot from 25 ft
5:48.0,,,69-71,,Offensive rebound by K. Irving
5:28.0,,,69-71,,K. Irving misses 2-pt shot from 15 ft
5:26.0,Defensive rebound by P. George,,69-71,,
5:11.0,P. George makes 2-pt shot from 16 ft (assist by J. Teague),2,71-71,,
5:11.0,,,71-71,,Cleveland full timeout
4:56.0,,,71-74,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
4:38.0,Turnover by P. George (lost ball; steal by T. Thompson),,71-74,,
4:25.0,,,71-74,,Turnover by K. Irving (lost ball)
4:10.0,M. Turner misses 2-pt shot from 1 ft,,71-74,,
4:08.0,,,71-74,,Defensive rebound by K. Love
3:54.0,Personal foul by P. George (drawn by K. Love),,71-74,,
3:54.0,,,71-74,,C. Frye enters the game for K. Love
3:54.0,C. Miles enters the game for P. George,,71-74,,
3:38.0,,,71-74,,K. Irving misses 2-pt shot from 13 ft
3:37.0,Defensive rebound by M. Ellis,,71-74,,
3:35.0,Technical foul by Team,,71-74,,
3:35.0,,,71-75,1,K. Irving makes technical free throw
3:35.0,L. Stephenson enters the game for M. Ellis,,71-75,,
3:23.0,J. Teague makes 2-pt shot from 16 ft,2,73-75,,
2:59.0,,,73-75,,J. Smith misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by T. Young,,73-75,,
2:41.0,L. Stephenson makes 2-pt shot at rim,2,75-75,,
2:14.0,,,75-78,3,L. James makes 3-pt shot from 29 ft
2:01.0,T. Young makes 2-pt shot from 6 ft (assist by J. Teague),2,77-78,,
2:01.0,,,77-78,,Cleveland full timeout
2:01.0,Indiana full timeout,,77-78,,
2:01.0,,,77-78,,I. Shumpert enters the game for L. James
2:01.0,,,77-78,,D. Williams enters the game for J. Smith
1:40.0,,,77-80,2,C. Frye makes 2-pt shot from 14 ft (assist by D. Williams)
1:14.0,J. Teague misses 3-pt shot from 25 ft,,77-80,,
1:13.0,,,77-80,,Defensive rebound by T. Thompson
1:04.0,,,77-83,3,K. Irving makes 3-pt shot from 27 ft (assist by D. Williams)
0:41.0,L. Stephenson misses 2-pt shot from 13 ft,,77-83,,
0:40.0,,,77-83,,Defensive rebound by C. Frye
0:19.0,,,77-83,,I. Shumpert misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by T. Young,,77-83,,
0:01.0,Turnover by L. Stephenson (lost ball; steal by K. Irving),,77-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by L. Allen (drawn by L. James),,77-83,,
11:38.0,,,77-86,3,L. James makes 3-pt shot from 27 ft (assist by D. Williams)
11:25.0,C. Miles misses 3-pt shot from 26 ft,,77-86,,
11:25.0,,,77-86,,Defensive rebound by R. Jefferson
11:17.0,,,77-88,2,D. Williams makes 2-pt shot from 1 ft
11:04.0,A. Brooks misses 2-pt shot from 17 ft,,77-88,,
11:04.0,,,77-88,,Defensive rebound by L. James
10:58.0,,,77-88,,L. James misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by C. Miles,,77-88,,
10:35.0,L. Stephenson misses 3-pt shot from 26 ft,,77-88,,
10:34.0,Offensive rebound by T. Young,,77-88,,
10:34.0,T. Young misses 2-pt shot at rim,,77-88,,
10:33.0,,,77-88,,Defensive rebound by C. Frye
10:21.0,,,77-91,3,C. Frye makes 3-pt shot from 25 ft (assist by R. Jefferson)
10:21.0,Indiana full timeout,,77-91,,
10:21.0,P. George enters the game for T. Young,,77-91,,
10:10.0,L. Allen makes 2-pt shot at rim (assist by C. Miles),2,79-91,,
9:56.0,,,79-91,,Turnover by D. Williams (bad pass; steal by C. Miles)
9:48.0,A. Brooks misses 2-pt shot from 15 ft,,79-91,,
9:47.0,Offensive rebound by A. Brooks,,79-91,,
9:47.0,A. Brooks misses 2-pt shot from 1 ft,,79-91,,
9:46.0,,,79-91,,Defensive rebound by C. Frye
9:46.0,Personal foul by L. Allen (drawn by C. Frye),,79-91,,
9:37.0,,,79-91,,Shooting foul by L. Stephenson (drawn by L. James)
9:37.0,,,79-92,1,L. James makes free throw 1 of 2
9:37.0,,,79-92,,L. James misses free throw 2 of 2
9:36.0,Defensive rebound by L. Stephenson,,79-92,,
9:17.0,A. Brooks misses 2-pt shot from 9 ft,,79-92,,
9:17.0,Offensive rebound by L. Allen,,79-92,,
9:17.0,L. Allen makes 2-pt shot from 3 ft,2,81-92,,
9:17.0,Shooting foul by D. Williams (drawn by L. Allen),,81-92,,
9:17.0,L. Allen makes free throw 1 of 1,1,82-92,,
9:00.0,,,82-92,,L. James misses 2-pt shot from 2 ft (block by P. George)
9:00.0,,,82-92,,Offensive rebound by L. James
8:59.0,,,82-92,,Shooting foul by C. Miles (drawn by L. James)
8:59.0,,,82-93,1,L. James makes free throw 1 of 2
8:59.0,,,82-94,1,L. James makes free throw 2 of 2
8:44.0,P. George makes 2-pt shot from 18 ft,2,84-94,,
8:21.0,,,84-94,,D. Williams misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by C. Miles,,84-94,,
8:09.0,Shooting foul by I. Shumpert (drawn by P. George),,84-94,,
8:09.0,P. George makes free throw 1 of 2,1,85-94,,
8:09.0,P. George makes free throw 2 of 2,1,86-94,,
7:56.0,,,86-96,2,L. James makes 2-pt shot at rim (assist by D. Williams)
7:40.0,Shooting foul by L. James,,86-96,,
7:40.0,C. Miles makes free throw 1 of 3,1,87-96,,
7:40.0,C. Miles makes free throw 2 of 3,1,88-96,,
7:40.0,C. Miles makes free throw 3 of 3,1,89-96,,
7:25.0,,,89-96,,C. Frye misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by C. Miles,,89-96,,
7:13.0,P. George misses 3-pt shot from 26 ft,,89-96,,
7:13.0,Offensive rebound by A. Brooks,,89-96,,
7:05.0,C. Miles makes 2-pt shot from 9 ft (assist by L. Stephenson),2,91-96,,
6:48.0,,,91-96,,D. Williams misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by P. George,,91-96,,
6:40.0,L. Stephenson misses 2-pt shot from 19 ft,,91-96,,
6:39.0,,,91-96,,Defensive rebound by L. James
6:17.0,,,91-96,,L. James misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by L. Stephenson,,91-96,,
5:58.0,C. Miles makes 3-pt shot from 26 ft (assist by A. Brooks),3,94-96,,
5:58.0,,,94-96,,Cleveland full timeout
5:58.0,,,94-96,,K. Irving enters the game for C. Frye
5:58.0,,,94-96,,J. Smith enters the game for I. Shumpert
5:58.0,,,94-96,,K. Love enters the game for D. Williams
5:58.0,,,94-96,,T. Thompson enters the game for R. Jefferson
5:42.0,,,94-96,,Shooting foul by L. Stephenson (drawn by L. James)
5:42.0,,,94-97,1,L. James makes free throw 1 of 2
5:42.0,,,94-98,1,L. James makes free throw 2 of 2
5:42.0,M. Turner enters the game for L. Allen,,94-97,,
5:28.0,P. George misses 3-pt shot from 25 ft,,94-98,,
5:27.0,,,94-98,,Defensive rebound by J. Smith
5:13.0,J. Teague enters the game for A. Brooks,,94-98,,
5:02.0,,,94-98,,T. Thompson misses 2-pt shot from 7 ft
5:02.0,Defensive rebound by M. Turner,,94-98,,
4:46.0,C. Miles misses 3-pt shot from 23 ft,,94-98,,
4:46.0,,,94-98,,Defensive rebound by K. Love
4:34.0,,,94-98,,Turnover by K. Love (traveling)
4:22.0,Shooting foul by K. Love (drawn by M. Turner),,94-98,,
4:22.0,M. Turner makes free throw 1 of 2,1,95-98,,
4:22.0,M. Turner makes free throw 2 of 2,1,96-98,,
4:07.0,Personal foul by L. Stephenson (drawn by L. James),,96-98,,
4:07.0,,,96-98,,L. James misses free throw 1 of 2
4:07.0,,,96-98,,Offensive rebound by Team
4:07.0,,,96-98,,L. James misses free throw 2 of 2
4:07.0,M. Ellis enters the game for L. Stephenson,,96-98,,
4:05.0,Defensive rebound by J. Teague,,96-98,,
3:48.0,J. Teague makes 3-pt shot from 26 ft (assist by P. George),3,99-98,,
3:28.0,,,99-98,,L. James misses 3-pt shot from 24 ft
3:28.0,,,99-98,,Offensive rebound by T. Thompson
3:22.0,,,99-100,2,L. James makes 2-pt shot at rim (assist by J. Smith)
3:06.0,Turnover by P. George (lost ball; steal by L. James),,99-100,,
2:47.0,,,99-100,,K. Love misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by J. Teague,,99-100,,
2:38.0,C. Miles misses 2-pt shot from 16 ft,,99-100,,
2:38.0,,,99-100,,Defensive rebound by Team
2:38.0,Official timeout,,99-100,,
2:38.0,,,99-100,,I. Shumpert enters the game for T. Thompson
2:23.0,,,99-102,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:00.0,P. George makes 2-pt shot from 17 ft,2,101-102,,
1:35.0,,,101-102,,Turnover by I. Shumpert (bad pass; steal by J. Teague)
1:25.0,C. Miles makes 3-pt shot from 23 ft (assist by P. George),3,104-102,,
1:03.0,,,104-102,,Cleveland full timeout
1:03.0,,,104-102,,D. Williams enters the game for I. Shumpert
1:01.0,,,104-104,2,L. James makes 2-pt shot from 11 ft (assist by D. Williams)
1:01.0,Indiana full timeout,,104-104,,
1:01.0,,,104-104,,I. Shumpert enters the game for K. Love
1:01.0,,,104-104,,T. Thompson enters the game for D. Williams
0:47.0,P. George misses 3-pt shot from 24 ft,,104-104,,
0:45.0,,,104-104,,Defensive rebound by I. Shumpert
0:26.0,,,104-104,,Shooting foul by P. George (drawn by T. Thompson)
0:26.0,,,104-104,,T. Thompson misses free throw 1 of 2
0:26.0,,,104-104,,Offensive rebound by Team
0:26.0,,,104-104,,T. Thompson misses free throw 2 of 2
0:26.0,Defensive rebound by P. George,,104-104,,
0:26.0,Indiana full timeout,,104-104,,
0:26.0,T. Young enters the game for C. Miles,,104-104,,
0:26.0,C. Miles enters the game for T. Young,,104-104,,
0:03.0,M. Turner misses 2-pt shot from 13 ft,,104-104,,
0:02.0,,,104-104,,Defensive rebound by K. Irving
0:01.0,,,104-104,,Cleveland full timeout
0:01.0,T. Young enters the game for C. Miles,,104-104,,
0:01.0,,,104-104,,K. Love enters the game for T. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:38.0,,,104-106,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
4:09.0,T. Young makes 2-pt shot from 14 ft (assist by J. Teague),2,106-106,,
3:51.0,,,106-106,,Turnover by T. Thompson (bad pass)
3:33.0,M. Ellis misses 2-pt shot from 1 ft,,106-106,,
3:32.0,,,106-106,,Defensive rebound by K. Love
3:22.0,,,106-109,3,K. Irving makes 3-pt shot from 24 ft
3:07.0,P. George misses 2-pt shot from 18 ft,,106-109,,
