time,Minnesota,pts.away,score,pts.home,Oklahoma City
5:39.0,,,11-11,,R. Westbrook misses 2-pt shot at rim
5:39.0,Defensive rebound by K. Towns,,11-11,,
5:34.0,Z. LaVine misses 2-pt shot from 1 ft (block by D. Sabonis),,11-11,,
5:33.0,,,11-11,,Defensive rebound by D. Sabonis
5:28.0,,,11-11,,R. Westbrook misses 3-pt shot from 23 ft
5:27.0,,,11-11,,Offensive rebound by A. Roberson
5:24.0,,,11-11,,R. Westbrook misses 3-pt shot from 24 ft
5:23.0,Defensive rebound by J. Hill,,11-11,,
5:14.0,R. Rubio makes 2-pt shot from 16 ft,2,13-11,,
5:08.0,,,13-11,,Oklahoma City full timeout
5:08.0,,,13-11,,J. Grant enters the game for D. Sabonis
5:08.0,,,13-11,,E. Kanter enters the game for A. Morrow
5:08.0,S. Muhammad enters the game for Z. LaVine,,13-11,,
5:02.0,,,13-13,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
4:44.0,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio),2,15-13,,
4:20.0,,,15-13,,A. Roberson misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by J. Hill,,15-13,,
4:06.0,Shooting foul by E. Kanter (drawn by K. Towns),,15-13,,
4:06.0,K. Towns makes free throw 1 of 2,1,16-13,,
4:06.0,K. Towns makes free throw 2 of 2,1,17-13,,
4:00.0,,,17-15,2,R. Westbrook makes 2-pt shot from 1 ft
3:41.0,K. Towns makes 2-pt shot from 1 ft,2,19-15,,
3:30.0,,,19-15,,R. Westbrook misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by K. Towns,,19-15,,
3:14.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,21-15,,
3:00.0,,,21-15,,A. Roberson misses 2-pt shot at rim
2:59.0,Defensive rebound by R. Rubio,,21-15,,
2:41.0,J. Hill misses 2-pt shot from 3 ft,,21-15,,
2:40.0,,,21-15,,Defensive rebound by R. Westbrook
2:32.0,,,21-15,,R. Westbrook misses 2-pt shot from 11 ft
2:31.0,Defensive rebound by K. Towns,,21-15,,
2:13.0,,,21-15,,Personal foul by A. Roberson (drawn by K. Towns)
2:13.0,Minnesota full timeout,,21-15,,
2:13.0,,,21-15,,J. Lauvergne enters the game for A. Roberson
2:13.0,,,21-15,,K. Singler enters the game for S. Adams
2:13.0,,,21-15,,S. Christon enters the game for R. Westbrook
1:58.0,Turnover by Team (shot clock),,21-15,,
1:58.0,K. Dunn enters the game for R. Rubio,,21-15,,
1:58.0,N. Bjelica enters the game for K. Towns,,21-15,,
1:40.0,,,21-17,2,E. Kanter makes 2-pt shot from 4 ft
1:15.0,S. Muhammad makes 2-pt shot from 6 ft,2,23-17,,
0:53.0,,,23-20,3,J. Lauvergne makes 3-pt shot from 24 ft (assist by E. Kanter)
0:37.0,A. Wiggins makes 2-pt shot from 18 ft,2,25-20,,
0:25.0,,,25-20,,S. Christon misses 2-pt shot from 2 ft (block by K. Dunn)
0:22.0,Defensive rebound by K. Dunn,,25-20,,
0:22.0,,,25-20,,Shooting block foul by K. Singler (drawn by S. Muhammad)
0:22.0,S. Muhammad makes free throw 1 of 2,1,26-20,,
0:22.0,S. Muhammad makes free throw 2 of 2,1,27-20,,
0:12.0,Personal foul by K. Dunn (drawn by S. Christon),,27-20,,
0:02.0,,,27-23,3,J. Lauvergne makes 3-pt shot from 25 ft (assist by S. Christon)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Personal foul by N. Bjelica (drawn by J. Lauvergne),,27-23,,
11:45.0,,,27-23,,Turnover by S. Christon (lost ball; steal by K. Dunn)
11:41.0,Z. LaVine makes 2-pt shot at rim (assist by K. Dunn),2,29-23,,
11:20.0,,,29-25,2,E. Kanter makes 2-pt shot from 8 ft
11:07.0,Turnover by J. Hill (lost ball; steal by E. Kanter),,29-25,,
11:01.0,,,29-27,2,E. Kanter makes 2-pt shot from 4 ft
10:36.0,N. Bjelica makes 2-pt shot from 2 ft,2,31-27,,
10:15.0,,,31-27,,Shooting foul by J. Hill (drawn by E. Kanter)
10:15.0,,,31-28,1,E. Kanter makes free throw 1 of 2
10:15.0,,,31-29,1,E. Kanter makes free throw 2 of 2
10:01.0,S. Muhammad misses 2-pt shot from 4 ft,,31-29,,
10:00.0,,,31-29,,Defensive rebound by Team
10:00.0,Loose ball foul by J. Hill (drawn by E. Kanter),,31-29,,
10:00.0,G. Dieng enters the game for J. Hill,,31-29,,
9:47.0,,,31-31,2,E. Kanter makes 2-pt shot from 4 ft (assist by J. Lauvergne)
9:30.0,Z. LaVine misses 2-pt shot from 16 ft,,31-31,,
9:30.0,,,31-31,,Defensive rebound by J. Lauvergne
9:13.0,,,31-33,2,J. Grant makes 2-pt shot at rim (assist by E. Kanter)
9:07.0,Minnesota full timeout,,31-33,,
9:07.0,,,31-33,,A. Abrines enters the game for K. Singler
8:57.0,G. Dieng makes 2-pt shot from 15 ft (assist by K. Dunn),2,33-33,,
8:41.0,,,33-33,,Turnover by E. Kanter (lost ball; steal by K. Dunn)
8:37.0,S. Muhammad makes 2-pt shot at rim (assist by K. Dunn),2,35-33,,
8:16.0,,,35-35,2,J. Lauvergne makes 2-pt shot from 1 ft
8:16.0,,,35-35,,J. Lauvergne misses 2-pt shot from 1 ft
8:16.0,,,35-35,,Offensive rebound by J. Lauvergne
8:02.0,G. Dieng makes 2-pt shot from 3 ft (assist by Z. LaVine),2,37-35,,
7:44.0,Def 3 sec tech foul by N. Bjelica,,37-35,,
7:44.0,,,37-36,1,A. Abrines makes technical free throw
7:44.0,,,37-36,,R. Westbrook enters the game for E. Kanter
7:44.0,,,37-36,,S. Adams enters the game for S. Christon
7:44.0,,,37-36,,D. Sabonis enters the game for J. Lauvergne
7:44.0,K. Towns enters the game for N. Bjelica,,37-36,,
7:36.0,Personal foul by S. Muhammad (drawn by S. Adams),,37-36,,
7:34.0,Personal foul by K. Dunn (drawn by R. Westbrook),,37-36,,
7:34.0,,,37-36,,R. Westbrook misses free throw 1 of 2
7:34.0,,,37-36,,Offensive rebound by Team
7:34.0,,,37-37,1,R. Westbrook makes free throw 2 of 2
7:34.0,R. Rubio enters the game for K. Dunn,,37-36,,
7:23.0,Z. LaVine misses 3-pt shot from 25 ft,,37-37,,
7:22.0,,,37-37,,Defensive rebound by D. Sabonis
7:14.0,,,37-37,,R. Westbrook misses 2-pt shot from 9 ft
7:14.0,,,37-37,,Offensive rebound by Team
7:13.0,,,37-37,,A. Roberson enters the game for J. Grant
7:05.0,,,37-37,,S. Adams misses 2-pt shot from 8 ft
7:05.0,Defensive rebound by Z. LaVine,,37-37,,
6:58.0,Turnover by Z. LaVine (lost ball; steal by A. Roberson),,37-37,,
6:54.0,,,37-39,2,S. Adams makes 2-pt shot at rim (assist by A. Roberson)
6:39.0,,,37-39,,Personal foul by A. Abrines (drawn by S. Muhammad)
6:39.0,A. Wiggins enters the game for S. Muhammad,,37-39,,
6:31.0,,,37-39,,Personal foul by S. Adams (drawn by K. Towns)
6:20.0,Shooting foul by D. Sabonis (drawn by K. Towns),,37-39,,
6:20.0,K. Towns makes free throw 1 of 2,1,38-39,,
6:20.0,K. Towns makes free throw 2 of 2,1,39-39,,
6:10.0,,,39-39,,D. Sabonis misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by K. Towns,,39-39,,
5:56.0,G. Dieng makes 2-pt shot from 14 ft (assist by R. Rubio),2,41-39,,
5:42.0,,,41-42,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:22.0,,,41-42,,Personal foul by A. Abrines (drawn by A. Wiggins)
5:22.0,Official timeout,,41-42,,
5:06.0,K. Towns misses 2-pt shot from 4 ft,,41-42,,
5:06.0,Offensive rebound by R. Rubio,,41-42,,
5:01.0,Turnover by K. Towns (lost ball; steal by A. Roberson),,41-42,,
4:48.0,,,41-42,,R. Westbrook misses 2-pt shot from 3 ft
4:47.0,Defensive rebound by R. Rubio,,41-42,,
4:35.0,A. Wiggins misses 2-pt shot from 3 ft,,41-42,,
4:34.0,,,41-42,,Defensive rebound by D. Sabonis
4:18.0,,,41-42,,Offensive foul by D. Sabonis
4:18.0,,,41-42,,Turnover by D. Sabonis (offensive foul)
4:05.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,43-42,,
3:50.0,,,43-42,,A. Abrines misses 2-pt shot from 14 ft
3:50.0,Defensive rebound by K. Towns,,43-42,,
3:35.0,Z. LaVine misses 2-pt shot from 7 ft,,43-42,,
3:35.0,Offensive rebound by Team,,43-42,,
3:35.0,,,43-42,,E. Kanter enters the game for D. Sabonis
3:29.0,Shooting foul by A. Abrines (drawn by Z. LaVine),,43-42,,
3:29.0,Z. LaVine makes free throw 1 of 2,1,44-42,,
3:29.0,Z. LaVine makes free throw 2 of 2,1,45-42,,
3:14.0,,,45-42,,Shooting foul by Z. LaVine (drawn by R. Westbrook)
3:14.0,,,45-43,1,R. Westbrook makes free throw 1 of 3
3:14.0,,,45-44,1,R. Westbrook makes free throw 2 of 3
3:14.0,,,45-45,1,R. Westbrook makes free throw 3 of 3
3:14.0,,,45-44,,S. Christon enters the game for A. Abrines
2:55.0,A. Wiggins misses 2-pt shot from 4 ft,,45-45,,
2:55.0,,,45-45,,Defensive rebound by E. Kanter
2:49.0,,,45-47,2,R. Westbrook makes 2-pt shot from 1 ft
2:31.0,Turnover by K. Towns (bad pass),,45-47,,
2:31.0,,,45-47,,Oklahoma City full timeout
2:16.0,,,45-49,2,R. Westbrook makes 2-pt shot from 12 ft
1:54.0,K. Towns makes 2-pt shot from 15 ft (assist by A. Wiggins),2,47-49,,
1:37.0,,,47-49,,R. Westbrook misses 2-pt shot from 16 ft
1:36.0,Defensive rebound by A. Wiggins,,47-49,,
1:34.0,,,47-49,,Technical foul by R. Westbrook
1:34.0,R. Rubio makes technical free throw,1,48-49,,
1:34.0,,,48-49,,J. Lauvergne enters the game for S. Adams
1:17.0,A. Wiggins misses 2-pt shot from 20 ft,,48-49,,
1:17.0,,,48-49,,Defensive rebound by E. Kanter
1:11.0,,,48-49,,R. Westbrook misses 2-pt shot from 2 ft
1:10.0,,,48-49,,Offensive rebound by A. Roberson
1:10.0,,,48-49,,A. Roberson misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by R. Rubio,,48-49,,
1:04.0,R. Rubio misses 2-pt shot from 1 ft,,48-49,,
1:03.0,Offensive rebound by G. Dieng,,48-49,,
1:03.0,G. Dieng misses 2-pt shot from 2 ft,,48-49,,
1:02.0,,,48-49,,Defensive rebound by S. Christon
1:00.0,,,48-51,2,R. Westbrook makes 2-pt shot at rim (assist by E. Kanter)
0:49.0,K. Towns makes 2-pt shot from 4 ft (assist by R. Rubio),2,50-51,,
0:33.0,,,50-51,,R. Westbrook misses 2-pt shot from 17 ft
0:32.0,,,50-51,,Offensive rebound by Team
0:32.0,,,50-51,,Oklahoma City full timeout
0:30.0,,,50-53,2,R. Westbrook makes 2-pt shot from 14 ft (assist by S. Christon)
0:30.0,,,50-53,,Shooting foul by R. Rubio (drawn by R. Westbrook)
0:30.0,,,50-54,1,R. Westbrook makes free throw 1 of 1
0:12.0,A. Wiggins makes 2-pt shot from 1 ft,2,52-54,,
0:12.0,Shooting foul by A. Roberson (drawn by A. Wiggins),,52-54,,
0:12.0,A. Wiggins makes free throw 1 of 1,1,53-54,,
0:00.0,,,53-57,3,S. Christon makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,53-57,,Shooting foul by G. Dieng (drawn by S. Adams)
11:41.0,,,53-58,1,S. Adams makes free throw 1 of 2
11:41.0,,,53-59,1,S. Adams makes free throw 2 of 2
11:28.0,K. Towns makes 2-pt shot from 1 ft,2,55-59,,
11:05.0,,,55-62,3,R. Westbrook makes 3-pt shot from 26 ft (assist by S. Adams)
10:52.0,A. Wiggins misses 2-pt shot from 18 ft,,55-62,,
10:51.0,Offensive rebound by R. Rubio,,55-62,,
10:40.0,K. Towns misses 2-pt shot from 2 ft (block by A. Roberson),,55-62,,
10:38.0,Offensive rebound by R. Rubio,,55-62,,
10:34.0,Z. LaVine makes 3-pt shot from 26 ft (assist by R. Rubio),3,58-62,,
10:34.0,,,58-62,,Oklahoma City full timeout
10:11.0,,,58-62,,R. Westbrook misses 2-pt shot from 17 ft
10:09.0,Defensive rebound by G. Dieng,,58-62,,
9:54.0,Z. LaVine misses 3-pt shot from 24 ft,,58-62,,
9:54.0,,,58-62,,Defensive rebound by D. Sabonis
9:49.0,Personal foul by Z. LaVine (drawn by R. Westbrook),,58-62,,
9:37.0,,,58-62,,Shooting foul by R. Rubio (drawn by S. Adams)
9:37.0,,,58-63,1,S. Adams makes free throw 1 of 2
9:37.0,,,58-64,1,S. Adams makes free throw 2 of 2
9:25.0,Offensive foul by K. Towns,,58-64,,
9:25.0,Turnover by K. Towns (offensive foul),,58-64,,
9:18.0,,,58-66,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
9:17.0,Minnesota full timeout,,58-66,,
9:08.0,Shooting foul by R. Westbrook (drawn by A. Wiggins),,58-66,,
9:08.0,A. Wiggins misses free throw 1 of 2,,58-66,,
9:08.0,Offensive rebound by Team,,58-66,,
9:08.0,A. Wiggins misses free throw 2 of 2,,58-66,,
9:07.0,,,58-66,,Defensive rebound by D. Sabonis
8:57.0,,,58-68,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
8:40.0,K. Towns makes 2-pt shot from 14 ft (assist by R. Rubio),2,60-68,,
8:25.0,,,60-70,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:10.0,,,60-70,,Personal foul by D. Sabonis (drawn by G. Dieng)
8:05.0,R. Rubio misses 2-pt shot from 18 ft,,60-70,,
8:04.0,,,60-70,,Defensive rebound by A. Roberson
7:55.0,,,60-70,,D. Sabonis misses 3-pt shot from 23 ft
7:53.0,Defensive rebound by R. Rubio,,60-70,,
7:37.0,A. Wiggins misses 3-pt shot from 25 ft,,60-70,,
7:36.0,,,60-70,,Defensive rebound by A. Morrow
7:25.0,,,60-70,,Turnover by R. Westbrook (bad pass; steal by A. Wiggins)
7:21.0,Shooting foul by A. Morrow (drawn by A. Wiggins),,60-70,,
7:21.0,A. Wiggins misses free throw 1 of 2,,60-70,,
7:21.0,Offensive rebound by Team,,60-70,,
7:21.0,A. Wiggins makes free throw 2 of 2,1,61-70,,
7:08.0,,,61-70,,Turnover by A. Roberson (bad pass; steal by Z. LaVine)
7:05.0,Z. LaVine makes 2-pt shot from 2 ft,2,63-70,,
7:05.0,Shooting foul by A. Roberson (drawn by Z. LaVine),,63-70,,
7:05.0,Z. LaVine makes free throw 1 of 1,1,64-70,,
7:05.0,,,63-70,,A. Abrines enters the game for A. Morrow
6:55.0,,,64-72,2,R. Westbrook makes 2-pt shot from 16 ft
6:37.0,K. Towns makes 2-pt shot at rim (assist by A. Wiggins),2,66-72,,
6:18.0,,,66-72,,S. Adams misses 2-pt shot from 3 ft
6:18.0,Defensive rebound by Team,,66-72,,
6:18.0,,,66-72,,J. Grant enters the game for A. Roberson
6:05.0,A. Wiggins misses 2-pt shot from 5 ft,,66-72,,
6:04.0,,,66-72,,Defensive rebound by D. Sabonis
5:56.0,,,66-72,,J. Grant misses 3-pt shot from 23 ft
5:55.0,,,66-72,,Offensive rebound by S. Adams
5:51.0,,,66-74,2,S. Adams makes 2-pt shot from 1 ft (assist by J. Grant)
5:35.0,,,66-74,,Personal foul by S. Adams (drawn by K. Towns)
5:35.0,K. Towns makes free throw 1 of 2,1,67-74,,
5:35.0,K. Towns makes free throw 2 of 2,1,68-74,,
5:35.0,,,67-74,,E. Kanter enters the game for D. Sabonis
5:35.0,S. Muhammad enters the game for Z. LaVine,,67-74,,
5:24.0,,,68-76,2,R. Westbrook makes 2-pt shot from 12 ft
5:06.0,Turnover by G. Dieng (bad pass; steal by S. Adams),,68-76,,
4:57.0,,,68-78,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
4:57.0,Minnesota full timeout,,68-78,,
4:43.0,S. Muhammad misses 2-pt shot from 6 ft,,68-78,,
4:42.0,,,68-78,,Defensive rebound by S. Adams
4:20.0,,,68-78,,S. Adams misses 2-pt shot from 3 ft
4:19.0,,,68-78,,Offensive rebound by R. Westbrook
4:19.0,,,68-78,,R. Westbrook misses 2-pt shot from 2 ft
4:19.0,,,68-78,,Offensive rebound by Team
4:14.0,,,68-80,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:52.0,K. Towns misses 2-pt shot from 6 ft,,68-80,,
3:51.0,,,68-80,,Defensive rebound by A. Abrines
3:46.0,,,68-80,,J. Lauvergne enters the game for S. Adams
3:35.0,,,68-80,,Turnover by R. Westbrook (bad pass)
3:16.0,A. Wiggins misses 2-pt shot from 8 ft,,68-80,,
3:15.0,Offensive rebound by G. Dieng,,68-80,,
3:15.0,G. Dieng misses 2-pt shot from 1 ft,,68-80,,
3:15.0,Offensive rebound by A. Wiggins,,68-80,,
3:15.0,A. Wiggins makes 2-pt shot from 1 ft,2,70-80,,
3:15.0,Shooting foul by J. Grant (drawn by A. Wiggins),,70-80,,
3:15.0,A. Wiggins misses free throw 1 of 1,,70-80,,
3:14.0,,,70-80,,Defensive rebound by J. Lauvergne
2:58.0,,,70-82,2,R. Westbrook makes 2-pt shot from 17 ft
2:44.0,,,70-82,,S. Christon enters the game for R. Westbrook
2:34.0,G. Dieng misses 2-pt shot from 16 ft,,70-82,,
2:34.0,Offensive rebound by Team,,70-82,,
2:23.0,A. Wiggins makes 2-pt shot from 14 ft,2,72-82,,
2:11.0,,,72-82,,Turnover by S. Christon (bad pass; steal by R. Rubio)
1:58.0,A. Wiggins misses 3-pt shot from 25 ft,,72-82,,
1:56.0,,,72-82,,Defensive rebound by S. Christon
1:56.0,N. Bjelica enters the game for K. Towns,,72-82,,
1:56.0,K. Dunn enters the game for R. Rubio,,72-82,,
1:41.0,,,72-82,,A. Abrines misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by A. Wiggins,,72-82,,
1:39.0,,,72-82,,Personal foul by J. Lauvergne (drawn by A. Wiggins)
1:39.0,A. Wiggins makes free throw 1 of 2,1,73-82,,
1:39.0,A. Wiggins misses free throw 2 of 2,,73-82,,
1:39.0,J. Hill enters the game for G. Dieng,,73-82,,
1:38.0,,,73-82,,Defensive rebound by J. Lauvergne
1:19.0,,,73-82,,Shooting foul by J. Hill (drawn by E. Kanter)
1:19.0,,,73-82,,E. Kanter misses free throw 1 of 2
1:19.0,,,73-82,,Offensive rebound by Team
1:19.0,,,73-83,1,E. Kanter makes free throw 2 of 2
1:01.0,N. Bjelica misses 2-pt shot from 6 ft,,73-83,,
1:00.0,Offensive rebound by J. Hill,,73-83,,
0:58.0,J. Hill misses 2-pt shot from 8 ft,,73-83,,
0:58.0,,,73-83,,Defensive rebound by J. Grant
0:43.0,,,73-83,,Turnover by J. Grant (lost ball; steal by K. Dunn)
0:33.0,A. Wiggins makes 2-pt shot from 15 ft,2,75-83,,
0:12.0,,,75-85,2,E. Kanter makes 2-pt shot from 16 ft
0:12.0,,,75-85,,Shooting foul by J. Hill (drawn by E. Kanter)
0:12.0,,,75-86,1,E. Kanter makes free throw 1 of 1
0:02.0,Turnover by K. Dunn (bad pass; steal by A. Abrines),,75-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,J. Hill misses 2-pt shot from 2 ft (block by J. Grant),,75-86,,
11:38.0,,,75-86,,Defensive rebound by E. Kanter
11:20.0,,,75-89,3,A. Abrines makes 3-pt shot from 25 ft (assist by E. Kanter)
11:05.0,Shooting foul by E. Kanter (drawn by J. Hill),,75-89,,
11:05.0,S. Muhammad makes free throw 1 of 2,1,76-89,,
11:05.0,S. Muhammad makes free throw 2 of 2,1,77-89,,
10:46.0,,,77-91,2,E. Kanter makes 2-pt shot from 4 ft
10:33.0,Z. LaVine makes 3-pt shot from 26 ft,3,80-91,,
10:10.0,,,80-91,,Shooting foul by N. Bjelica (drawn by J. Grant)
10:10.0,,,80-92,1,J. Grant makes free throw 1 of 2
10:10.0,,,80-93,1,J. Grant makes free throw 2 of 2
9:54.0,J. Hill makes 2-pt shot from 16 ft (assist by Z. LaVine),2,82-93,,
9:31.0,,,82-96,3,A. Abrines makes 3-pt shot from 27 ft (assist by S. Christon)
9:22.0,Z. LaVine misses 2-pt shot from 2 ft,,82-96,,
9:21.0,,,82-96,,Defensive rebound by A. Abrines
9:15.0,,,82-96,,A. Abrines misses 2-pt shot from 1 ft
9:14.0,,,82-96,,Offensive rebound by Team
9:01.0,,,82-96,,A. Abrines misses 3-pt shot from 25 ft
9:01.0,,,82-96,,Offensive rebound by Team
9:00.0,A. Wiggins enters the game for Z. LaVine,,82-96,,
8:53.0,,,82-96,,Turnover by E. Kanter (lost ball; steal by S. Muhammad)
8:45.0,K. Dunn misses 3-pt shot from 25 ft,,82-96,,
8:44.0,,,82-96,,Defensive rebound by J. Grant
8:25.0,,,82-96,,S. Christon misses 2-pt shot from 6 ft
8:24.0,Defensive rebound by N. Bjelica,,82-96,,
8:18.0,Turnover by N. Bjelica (bad pass; steal by J. Grant),,82-96,,
8:11.0,,,82-96,,Oklahoma City full timeout
8:11.0,,,82-96,,R. Westbrook enters the game for S. Christon
8:11.0,K. Towns enters the game for J. Hill,,82-96,,
8:11.0,G. Dieng enters the game for N. Bjelica,,82-96,,
7:56.0,,,82-96,,E. Kanter misses 2-pt shot from 2 ft
7:55.0,Defensive rebound by K. Dunn,,82-96,,
7:35.0,K. Towns misses 3-pt shot from 24 ft,,82-96,,
7:35.0,,,82-96,,Defensive rebound by R. Westbrook
7:30.0,,,82-96,,Turnover by R. Westbrook (bad pass; steal by A. Wiggins)
7:18.0,S. Muhammad makes 2-pt shot from 8 ft,2,84-96,,
7:03.0,,,84-96,,A. Abrines misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by G. Dieng,,84-96,,
6:53.0,A. Wiggins makes 2-pt shot at rim,2,86-96,,
6:36.0,,,86-96,,R. Westbrook misses 2-pt shot from 14 ft
6:36.0,,,86-96,,Offensive rebound by R. Westbrook
6:35.0,,,86-96,,R. Westbrook misses 2-pt shot from 2 ft
6:33.0,Defensive rebound by Team,,86-96,,
6:33.0,R. Rubio enters the game for K. Dunn,,86-96,,
6:33.0,Z. LaVine enters the game for S. Muhammad,,86-96,,
6:33.0,,,86-96,,S. Adams enters the game for J. Lauvergne
6:33.0,,,86-96,,A. Roberson enters the game for A. Abrines
6:22.0,G. Dieng misses 2-pt shot from 14 ft,,86-96,,
6:21.0,,,86-96,,Defensive rebound by S. Adams
6:14.0,,,86-98,2,R. Westbrook makes 2-pt shot from 2 ft
6:14.0,,,86-98,,Shooting foul by R. Rubio (drawn by R. Westbrook)
6:14.0,,,86-99,1,R. Westbrook makes free throw 1 of 1
5:55.0,K. Towns misses 2-pt shot from 5 ft,,86-99,,
5:54.0,Offensive rebound by K. Towns,,86-99,,
5:52.0,K. Towns makes 2-pt shot from 1 ft,2,88-99,,
5:40.0,,,88-102,3,J. Grant makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:22.0,K. Towns misses 2-pt shot from 16 ft,,88-102,,
5:22.0,,,88-102,,Defensive rebound by E. Kanter
5:16.0,,,88-104,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
5:15.0,Minnesota full timeout,,88-104,,
5:05.0,A. Wiggins makes 2-pt shot from 3 ft (assist by R. Rubio),2,90-104,,
4:49.0,,,90-106,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
4:19.0,K. Towns misses 2-pt shot from 1 ft,,90-106,,
4:16.0,,,90-106,,Defensive rebound by J. Grant
4:16.0,Jump ball: G. Dieng vs. J. Grant (R. Westbrook gains possession),,,,Jump ball: G. Dieng vs. J. Grant (R. Westbrook gains possession)
4:10.0,,,90-108,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:50.0,Turnover by A. Wiggins (bad pass; steal by S. Adams),,90-108,,
