time,San Antonio,pts.away,score,pts.home,Golden State
6:08.0,,,86-120,,Shooting foul by J. Anthony (drawn by P. McCaw)
6:08.0,,,86-121,1,P. McCaw makes free throw 1 of 2
6:08.0,,,86-122,1,P. McCaw makes free throw 2 of 2
5:50.0,D. Murray misses 2-pt shot from 15 ft,,86-122,,
5:50.0,,,86-122,,Defensive rebound by J. McAdoo
5:33.0,,,86-125,3,P. McCaw makes 3-pt shot from 26 ft (assist by I. Clark)
5:25.0,,,86-125,,Personal foul by I. Clark (drawn by B. Forbes)
5:17.0,Turnover by D. Bertans (bad pass; steal by J. McAdoo),,86-125,,
5:11.0,,,86-127,2,J. McAdoo makes 2-pt shot at rim (assist by P. McCaw)
4:52.0,B. Forbes misses 2-pt shot from 13 ft,,86-127,,
4:52.0,,,86-127,,Defensive rebound by Team
4:35.0,,,86-127,,Turnover by J. McAdoo (bad pass; steal by D. Murray)
4:23.0,J. Anthony makes 2-pt shot at rim (assist by K. Anderson),2,88-127,,
4:10.0,,,88-127,,Shooting foul by D. Bertans (drawn by J. McAdoo)
4:10.0,,,88-128,1,J. McAdoo makes free throw 1 of 2
4:10.0,,,88-129,1,J. McAdoo makes free throw 2 of 2
3:57.0,D. Bertans makes 3-pt shot from 25 ft (assist by K. Anderson),3,91-129,,
3:44.0,,,91-129,,Turnover by P. McCaw (bad pass)
3:35.0,,,91-129,,Personal foul by J. McAdoo (drawn by B. Forbes)
3:25.0,D. Bertans makes 3-pt shot from 26 ft (assist by B. Forbes),3,94-129,,
3:07.0,,,94-131,2,P. McCaw makes 2-pt shot from 2 ft
2:54.0,Turnover by J. Anthony (bad pass; steal by M. Barnes),,94-131,,
2:45.0,,,94-131,,P. McCaw misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by D. Bertans,,94-131,,
2:29.0,K. Anderson misses 2-pt shot from 11 ft,,94-131,,
2:27.0,Offensive rebound by D. Murray,,94-131,,
2:27.0,D. Murray makes 2-pt shot from 2 ft,2,96-131,,
2:16.0,,,96-131,,I. Clark misses 2-pt shot from 2 ft (block by D. Bertans)
2:15.0,,,96-131,,Offensive rebound by D. Jones
2:14.0,,,96-133,2,D. Jones makes 2-pt shot at rim
2:01.0,D. Murray makes 2-pt shot from 2 ft,2,98-133,,
1:48.0,,,98-136,3,J. McAdoo makes 3-pt shot from 24 ft (assist by P. McCaw)
1:39.0,Shooting foul by I. Clark (drawn by B. Forbes),,98-136,,
1:39.0,B. Forbes makes free throw 1 of 2,1,99-136,,
1:39.0,B. Forbes makes free throw 2 of 2,1,100-136,,
1:26.0,,,100-136,,I. Clark misses 3-pt shot from 27 ft
1:24.0,,,100-136,,Offensive rebound by J. McAdoo
1:19.0,,,100-136,,M. Barnes misses 3-pt shot from 24 ft
1:17.0,Defensive rebound by K. Anderson,,100-136,,
1:14.0,D. Murray misses 2-pt shot from 1 ft,,100-136,,
1:13.0,,,100-136,,Defensive rebound by M. Barnes
1:11.0,,,100-136,,Turnover by M. Barnes (bad pass; steal by K. Anderson)
0:55.0,B. Forbes misses 3-pt shot from 23 ft,,100-136,,
0:54.0,,,100-136,,Defensive rebound by M. Barnes
0:40.0,,,100-136,,D. Jones misses 2-pt shot from 16 ft
0:40.0,Defensive rebound by D. Bertans,,100-136,,
0:32.0,Turnover by D. Murray (lost ball; steal by I. Clark),,100-136,,
0:13.0,,,100-136,,D. Jones misses 2-pt shot from 5 ft (block by J. Anthony)
0:12.0,,,100-136,,Offensive rebound by Team
0:11.0,,,100-136,,J. McAdoo misses 2-pt shot from 20 ft
0:09.0,Defensive rebound by B. Forbes,,100-136,,
0:03.0,B. Forbes misses 3-pt shot from 26 ft,,100-136,,
0:01.0,,,100-136,,Defensive rebound by J. McAdoo
0:00.0,End of 4th quarter,,,,End of 4th quarter
