time,Philadelphia,pts.away,score,pts.home,Brooklyn
8:05.0,,,4-10,,Defensive rebound by B. Bogdanovic
8:02.0,Personal foul by R. Covington (drawn by B. Bogdanovic),,4-10,,
8:02.0,N. Noel enters the game for J. Embiid,,4-10,,
8:02.0,G. Henderson enters the game for N. Stauskas,,4-10,,
7:51.0,,,4-10,,J. Harris misses 2-pt shot from 22 ft
7:50.0,,,4-10,,Offensive rebound by B. Lopez
7:49.0,,,4-12,2,B. Lopez makes 2-pt shot from 3 ft
7:33.0,Turnover by R. Covington (bad pass),,4-12,,
7:26.0,,,4-12,,Loose ball foul by B. Lopez (drawn by N. Noel)
7:26.0,,,4-12,,Turnover by B. Lopez (offensive foul)
7:26.0,Philadelphia full timeout,,4-12,,
7:13.0,E. Ilyasova misses 3-pt shot from 24 ft,,4-12,,
7:12.0,,,4-12,,Defensive rebound by B. Bogdanovic
7:06.0,,,4-12,,B. Bogdanovic misses 2-pt shot from 12 ft
7:05.0,Defensive rebound by G. Henderson,,4-12,,
6:54.0,E. Ilyasova makes 3-pt shot from 23 ft (assist by G. Henderson),3,7-12,,
6:44.0,,,7-14,2,B. Lopez makes 2-pt shot from 5 ft (assist by T. Booker)
6:30.0,N. Noel makes 2-pt shot from 17 ft (assist by T. McConnell),2,9-14,,
6:17.0,,,9-14,,S. Kilpatrick enters the game for J. Harris
6:17.0,D. Saric enters the game for E. Ilyasova,,9-14,,
6:10.0,,,9-14,,Turnover by I. Whitehead (lost ball; steal by T. McConnell)
6:04.0,,,9-14,,Shooting block foul by S. Kilpatrick (drawn by D. Saric)
6:04.0,D. Saric makes free throw 1 of 2,1,10-14,,
6:04.0,D. Saric makes free throw 2 of 2,1,11-14,,
6:04.0,,,10-14,,J. Hamilton enters the game for B. Lopez
5:40.0,,,11-16,2,B. Bogdanovic makes 2-pt shot from 19 ft (assist by I. Whitehead)
5:22.0,G. Henderson misses 2-pt shot from 15 ft,,11-16,,
5:21.0,,,11-16,,Defensive rebound by T. Booker
5:12.0,,,11-19,3,J. Hamilton makes 3-pt shot from 24 ft (assist by T. Booker)
4:53.0,Turnover by D. Saric (bad pass),,11-19,,
4:53.0,,,11-19,,S. Dinwiddie enters the game for I. Whitehead
4:53.0,,,11-19,,R. Hollis-Jefferson enters the game for T. Booker
4:38.0,,,11-22,3,J. Hamilton makes 3-pt shot from 24 ft (assist by S. Kilpatrick)
4:19.0,N. Noel makes 2-pt shot from 17 ft (assist by T. McConnell),2,13-22,,
3:57.0,,,13-22,,Turnover by S. Kilpatrick (lost ball; steal by N. Noel)
3:53.0,R. Covington makes 2-pt shot at rim,2,15-22,,
3:48.0,,,15-22,,Brooklyn full timeout
3:48.0,,,15-22,,C. LeVert enters the game for B. Bogdanovic
3:48.0,S. Rodriguez enters the game for T. McConnell,,15-22,,
3:48.0,E. Ilyasova enters the game for R. Covington,,15-22,,
3:30.0,,,15-22,,Offensive charge foul by R. Hollis-Jefferson
3:30.0,,,15-22,,Turnover by R. Hollis-Jefferson (offensive foul)
3:19.0,N. Noel misses 2-pt shot from 2 ft,,15-22,,
3:18.0,,,15-22,,Defensive rebound by J. Hamilton
3:07.0,,,15-22,,S. Kilpatrick misses 2-pt shot from 2 ft
3:06.0,Defensive rebound by N. Noel,,15-22,,
2:55.0,G. Henderson makes 2-pt shot from 3 ft (assist by S. Rodriguez),2,17-22,,
2:35.0,,,17-22,,S. Kilpatrick misses 3-pt shot from 26 ft
2:34.0,Defensive rebound by D. Saric,,17-22,,
2:16.0,D. Saric misses 2-pt shot from 17 ft,,17-22,,
2:15.0,Offensive rebound by Team,,17-22,,
2:15.0,J. Embiid enters the game for N. Noel,,17-22,,
2:15.0,,,17-22,,B. Lopez enters the game for J. Hamilton
2:15.0,N. Stauskas enters the game for G. Henderson,,17-22,,
2:09.0,S. Rodriguez misses 2-pt shot from 3 ft (block by S. Dinwiddie),,17-22,,
2:08.0,Offensive rebound by Team,,17-22,,
2:03.0,S. Rodriguez misses 2-pt shot from 17 ft,,17-22,,
2:02.0,,,17-22,,Defensive rebound by Team
1:40.0,,,17-22,,B. Lopez misses 2-pt shot from 3 ft
1:39.0,Defensive rebound by J. Embiid,,17-22,,
1:31.0,D. Saric makes 3-pt shot from 25 ft (assist by S. Rodriguez),3,20-22,,
1:20.0,,,20-22,,Shooting foul by J. Embiid (drawn by B. Lopez)
1:20.0,,,20-23,1,B. Lopez makes free throw 1 of 2
1:20.0,,,20-24,1,B. Lopez makes free throw 2 of 2
1:08.0,N. Stauskas misses 2-pt shot from 2 ft,,20-24,,
1:07.0,Offensive rebound by J. Embiid,,20-24,,
1:06.0,J. Embiid makes 2-pt shot at rim,2,22-24,,
0:52.0,Personal foul by N. Stauskas (drawn by R. Hollis-Jefferson),,22-24,,
0:52.0,,,22-24,,R. Hollis-Jefferson misses free throw 1 of 2
0:52.0,,,22-24,,Offensive rebound by Team
0:52.0,,,22-25,1,R. Hollis-Jefferson makes free throw 2 of 2
0:44.0,S. Rodriguez makes 2-pt shot from 18 ft,2,24-25,,
0:34.0,,,24-25,,S. Dinwiddie misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by J. Embiid,,24-25,,
0:27.0,D. Saric misses 2-pt shot from 22 ft,,24-25,,
0:24.0,,,24-25,,Defensive rebound by S. Kilpatrick
0:02.0,,,24-27,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,Turnover by S. Rodriguez (back court),,24-27,,
11:42.0,,,24-29,2,S. Dinwiddie makes 2-pt shot from 15 ft
11:31.0,Shooting foul by R. Hollis-Jefferson (drawn by E. Ilyasova),,24-29,,
11:31.0,E. Ilyasova makes free throw 1 of 2,1,25-29,,
11:31.0,E. Ilyasova makes free throw 2 of 2,1,26-29,,
11:20.0,,,26-29,,Shooting foul by S. Rodriguez (drawn by S. Dinwiddie)
11:20.0,,,26-30,1,S. Dinwiddie makes free throw 1 of 2
11:20.0,,,26-31,1,S. Dinwiddie makes free throw 2 of 2
11:05.0,G. Henderson makes 2-pt shot from 23 ft (assist by J. Embiid),2,28-31,,
10:51.0,,,28-31,,B. Bogdanovic misses 2-pt shot from 5 ft
10:50.0,Defensive rebound by E. Ilyasova,,28-31,,
10:38.0,Shooting foul by J. Hamilton (drawn by J. Embiid),,28-31,,
10:38.0,J. Embiid makes free throw 1 of 2,1,29-31,,
10:38.0,J. Embiid makes free throw 2 of 2,1,30-31,,
10:21.0,,,30-33,2,J. Hamilton makes 2-pt shot at rim (assist by C. LeVert)
9:59.0,J. Embiid misses 2-pt shot from 14 ft,,30-33,,
9:58.0,,,30-33,,Defensive rebound by C. LeVert
9:48.0,,,30-35,2,J. Hamilton makes 2-pt shot from 4 ft (assist by R. Hollis-Jefferson)
9:48.0,,,30-35,,Shooting foul by J. Embiid (drawn by J. Hamilton)
9:48.0,,,30-36,1,J. Hamilton makes free throw 1 of 1
9:24.0,E. Ilyasova misses 3-pt shot from 26 ft,,30-36,,
9:23.0,,,30-36,,Defensive rebound by B. Bogdanovic
9:17.0,,,30-36,,B. Bogdanovic misses 2-pt shot from 19 ft
9:16.0,Defensive rebound by E. Ilyasova,,30-36,,
9:06.0,J. Embiid makes 2-pt shot from 2 ft (assist by S. Rodriguez),2,32-36,,
9:05.0,,,32-36,,Brooklyn full timeout
9:05.0,R. Covington enters the game for E. Ilyasova,,32-36,,
9:05.0,N. Noel enters the game for J. Embiid,,32-36,,
9:05.0,D. Saric enters the game for N. Stauskas,,32-36,,
9:05.0,,,32-36,,S. Kilpatrick enters the game for B. Bogdanovic
8:54.0,,,32-36,,Turnover by S. Kilpatrick (lost ball)
8:38.0,N. Noel misses 2-pt shot from 3 ft (block by J. Hamilton),,32-36,,
8:36.0,Offensive rebound by N. Noel,,32-36,,
8:35.0,N. Noel misses 2-pt shot from 2 ft (block by S. Dinwiddie),,32-36,,
8:33.0,,,32-36,,Defensive rebound by R. Hollis-Jefferson
8:28.0,Flagrant foul type 1 by G. Henderson (drawn by J. Hamilton),,32-36,,
8:28.0,,,32-36,,J. Hamilton misses flagrant free throw 1 of 2
8:28.0,,,32-36,,Offensive rebound by Team
8:28.0,,,32-37,1,J. Hamilton makes flagrant free throw 2 of 2
8:23.0,,,32-37,,Turnover by C. LeVert (lost ball; steal by R. Covington)
8:09.0,,,32-37,,Def 3 sec tech foul by C. LeVert
8:09.0,G. Henderson makes technical free throw,1,33-37,,
8:01.0,D. Saric misses 3-pt shot from 25 ft,,33-37,,
8:00.0,,,33-37,,Defensive rebound by S. Kilpatrick
7:49.0,,,33-37,,C. LeVert misses 3-pt shot from 25 ft
7:48.0,Defensive rebound by R. Covington,,33-37,,
7:34.0,R. Covington misses 3-pt shot from 24 ft,,33-37,,
7:33.0,,,33-37,,Defensive rebound by J. Hamilton
7:19.0,,,33-39,2,R. Hollis-Jefferson makes 2-pt shot from 12 ft
7:05.0,D. Saric makes 2-pt shot from 6 ft,2,35-39,,
7:01.0,,,35-39,,Turnover by S. Kilpatrick (lost ball; steal by R. Covington)
6:53.0,Shooting foul by J. Hamilton (drawn by D. Saric),,35-39,,
6:53.0,D. Saric makes free throw 1 of 2,1,36-39,,
6:53.0,D. Saric makes free throw 2 of 2,1,37-39,,
6:53.0,T. McConnell enters the game for S. Rodriguez,,36-39,,
6:53.0,,,36-39,,B. Bogdanovic enters the game for R. Hollis-Jefferson
6:53.0,,,36-39,,B. Lopez enters the game for S. Kilpatrick
6:29.0,,,37-41,2,C. LeVert makes 2-pt shot from 3 ft
6:13.0,G. Henderson makes 2-pt shot from 2 ft,2,39-41,,
6:01.0,,,39-43,2,B. Lopez makes 2-pt shot at rim (assist by C. LeVert)
5:35.0,D. Saric makes 2-pt shot from 2 ft,2,41-43,,
5:24.0,,,41-45,2,S. Dinwiddie makes 2-pt shot from 11 ft
5:05.0,N. Noel misses 2-pt shot from 17 ft,,41-45,,
5:04.0,,,41-45,,Defensive rebound by C. LeVert
4:51.0,,,41-45,,B. Lopez misses 2-pt shot from 5 ft
4:49.0,Defensive rebound by N. Noel,,41-45,,
4:38.0,R. Covington misses 3-pt shot from 26 ft,,41-45,,
4:36.0,Offensive rebound by Team,,41-45,,
4:36.0,Official timeout,,41-45,,
4:36.0,,,41-45,,J. Harris enters the game for S. Dinwiddie
4:36.0,,,41-45,,T. Booker enters the game for J. Hamilton
4:36.0,,,41-45,,I. Whitehead enters the game for C. LeVert
4:36.0,N. Stauskas enters the game for G. Henderson,,41-45,,
4:36.0,J. Embiid enters the game for N. Noel,,41-45,,
4:27.0,Turnover by J. Embiid (lost ball),,41-45,,
4:23.0,,,41-45,,I. Whitehead misses 2-pt shot from 2 ft
4:22.0,Defensive rebound by R. Covington,,41-45,,
4:16.0,T. McConnell misses 2-pt shot from 4 ft,,41-45,,
4:14.0,,,41-45,,Defensive rebound by Team
4:14.0,Loose ball foul by J. Embiid (drawn by B. Bogdanovic),,41-45,,
4:13.0,N. Noel enters the game for J. Embiid,,41-45,,
4:03.0,,,41-48,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by J. Harris)
3:49.0,Shooting foul by T. Booker (drawn by D. Saric),,41-48,,
3:49.0,D. Saric misses free throw 1 of 2,,41-48,,
3:49.0,Offensive rebound by Team,,41-48,,
3:49.0,D. Saric makes free throw 2 of 2,1,42-48,,
3:39.0,,,42-48,,J. Harris misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by T. McConnell,,42-48,,
3:36.0,N. Stauskas misses 2-pt shot from 3 ft (block by I. Whitehead),,42-48,,
3:36.0,Offensive rebound by Team,,42-48,,
3:24.0,R. Covington misses 2-pt shot from 1 ft,,42-48,,
3:23.0,Offensive rebound by N. Noel,,42-48,,
3:22.0,N. Noel makes 2-pt shot at rim,2,44-48,,
3:12.0,,,44-48,,Turnover by I. Whitehead (bad pass; steal by N. Noel)
3:05.0,D. Saric misses 3-pt shot from 25 ft,,44-48,,
3:04.0,,,44-48,,Defensive rebound by I. Whitehead
3:00.0,,,44-48,,Turnover by I. Whitehead (lost ball; steal by R. Covington)
2:49.0,T. McConnell misses 3-pt shot from 25 ft,,44-48,,
2:48.0,Offensive rebound by Team,,44-48,,
2:48.0,,,44-48,,Loose ball foul by T. Booker (drawn by N. Noel)
2:48.0,Philadelphia full timeout,,44-48,,
2:48.0,N. Noel makes free throw 1 of 2,1,45-48,,
2:48.0,N. Noel makes free throw 2 of 2,1,46-48,,
2:35.0,,,46-50,2,B. Lopez makes 2-pt shot from 7 ft (assist by B. Bogdanovic)
2:17.0,Turnover by D. Saric (bad pass; steal by B. Lopez),,46-50,,
2:04.0,,,46-50,,Shooting foul by N. Noel (drawn by B. Lopez)
2:04.0,,,46-51,1,B. Lopez makes free throw 1 of 2
2:04.0,,,46-52,1,B. Lopez makes free throw 2 of 2
2:04.0,E. Ilyasova enters the game for N. Stauskas,,46-51,,
1:55.0,T. McConnell misses 2-pt shot from 2 ft,,46-52,,
1:54.0,,,46-52,,Defensive rebound by J. Harris
1:34.0,,,46-52,,J. Harris misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by T. McConnell,,46-52,,
1:28.0,Philadelphia full timeout,,46-52,,
1:28.0,G. Henderson enters the game for R. Covington,,46-52,,
1:17.0,T. McConnell misses 3-pt shot from 25 ft,,46-52,,
1:16.0,Offensive rebound by Team,,46-52,,
1:02.0,E. Ilyasova misses 3-pt shot from 24 ft,,46-52,,
1:01.0,,,46-52,,Defensive rebound by B. Bogdanovic
0:56.0,,,46-52,,Turnover by B. Bogdanovic (bad pass; steal by D. Saric)
0:45.0,Turnover by D. Saric (bad pass),,46-52,,
0:40.0,,,46-54,2,I. Whitehead makes 2-pt shot from 2 ft
0:29.0,T. McConnell misses 2-pt shot from 18 ft,,46-54,,
0:28.0,,,46-54,,Defensive rebound by J. Harris
0:08.0,,,46-57,3,B. Lopez makes 3-pt shot from 27 ft (assist by I. Whitehead)
0:01.0,T. McConnell misses 2-pt shot from 11 ft (block by I. Whitehead),,46-57,,
0:00.0,,,46-57,,Defensive rebound by I. Whitehead
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,E. Ilyasova misses 2-pt shot from 20 ft,,46-57,,
11:48.0,,,46-57,,Defensive rebound by B. Lopez
11:31.0,,,46-57,,Turnover by B. Bogdanovic (lost ball)
11:17.0,J. Embiid makes 2-pt shot from 16 ft (assist by E. Ilyasova),2,48-57,,
11:04.0,,,48-57,,Turnover by J. Harris (lost ball)
10:53.0,E. Ilyasova misses 2-pt shot from 2 ft (block by T. Booker),,48-57,,
10:51.0,,,48-57,,Defensive rebound by B. Bogdanovic
10:36.0,,,48-57,,B. Lopez misses 2-pt shot from 18 ft
10:35.0,Defensive rebound by R. Covington,,48-57,,
10:34.0,,,48-57,,Personal foul by T. Booker (drawn by R. Covington)
10:14.0,J. Embiid misses 2-pt shot from 7 ft,,48-57,,
10:13.0,,,48-57,,Defensive rebound by T. Booker
10:03.0,,,48-57,,B. Lopez misses 3-pt shot from 23 ft
10:02.0,Defensive rebound by T. McConnell,,48-57,,
9:47.0,E. Ilyasova makes 2-pt shot from 19 ft (assist by J. Embiid),2,50-57,,
9:32.0,Personal foul by R. Covington (drawn by I. Whitehead),,50-57,,
9:17.0,,,50-57,,B. Lopez misses 3-pt shot from 22 ft
9:16.0,Defensive rebound by R. Covington,,50-57,,
9:07.0,N. Stauskas makes 3-pt shot from 24 ft (assist by J. Embiid),3,53-57,,
9:07.0,,,53-57,,Brooklyn full timeout
9:07.0,,,53-57,,R. Hollis-Jefferson enters the game for T. Booker
8:45.0,,,53-57,,Offensive foul by I. Whitehead
8:45.0,,,53-57,,Turnover by I. Whitehead (offensive foul)
8:36.0,E. Ilyasova misses 3-pt shot from 24 ft,,53-57,,
8:34.0,,,53-57,,Defensive rebound by B. Bogdanovic
8:27.0,,,53-57,,B. Bogdanovic misses 2-pt shot from 2 ft (block by E. Ilyasova)
8:25.0,Defensive rebound by R. Covington,,53-57,,
8:24.0,,,53-57,,Personal foul by I. Whitehead (drawn by R. Covington)
8:15.0,J. Embiid makes 2-pt shot from 1 ft (assist by N. Stauskas),2,55-57,,
7:57.0,,,55-57,,I. Whitehead misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by J. Embiid,,55-57,,
7:51.0,Shooting foul by I. Whitehead (drawn by N. Stauskas),,55-57,,
7:51.0,N. Stauskas makes free throw 1 of 2,1,56-57,,
7:51.0,N. Stauskas makes free throw 2 of 2,1,57-57,,
7:44.0,,,57-57,,Turnover by R. Hollis-Jefferson (lost ball)
7:29.0,J. Embiid makes 2-pt shot from 18 ft (assist by E. Ilyasova),2,59-57,,
7:23.0,Personal foul by T. McConnell (drawn by I. Whitehead),,59-57,,
7:23.0,,,59-57,,S. Dinwiddie enters the game for I. Whitehead
7:23.0,D. Saric enters the game for E. Ilyasova,,59-57,,
7:18.0,,,59-59,2,B. Lopez makes 2-pt shot from 5 ft
7:18.0,,,59-59,,Shooting foul by J. Embiid (drawn by B. Lopez)
7:18.0,,,59-60,1,B. Lopez makes free throw 1 of 1
7:18.0,N. Noel enters the game for J. Embiid,,59-59,,
7:06.0,D. Saric misses 2-pt shot from 18 ft,,59-60,,
7:05.0,,,59-60,,Defensive rebound by R. Hollis-Jefferson
6:55.0,,,59-63,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by S. Dinwiddie)
6:53.0,Philadelphia full timeout,,59-63,,
6:43.0,N. Stauskas makes 3-pt shot from 25 ft (assist by T. McConnell),3,62-63,,
6:32.0,,,62-63,,J. Harris misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by T. McConnell,,62-63,,
6:21.0,D. Saric misses 2-pt shot from 4 ft,,62-63,,
6:20.0,Offensive rebound by Team,,62-63,,
6:18.0,,,62-63,,J. Hamilton enters the game for B. Lopez
6:18.0,,,62-63,,S. Kilpatrick enters the game for J. Harris
6:09.0,T. McConnell makes 2-pt shot from 5 ft,2,64-63,,
5:50.0,,,64-63,,Turnover by R. Hollis-Jefferson (bad pass; steal by R. Covington)
5:36.0,Turnover by N. Stauskas (bad pass; steal by S. Kilpatrick),,64-63,,
5:33.0,,,64-63,,B. Bogdanovic misses 3-pt shot from 28 ft
5:31.0,Defensive rebound by N. Stauskas,,64-63,,
5:15.0,D. Saric makes 3-pt shot from 25 ft (assist by R. Covington),3,67-63,,
4:59.0,,,67-65,2,S. Dinwiddie makes 2-pt shot from 3 ft
4:40.0,N. Stauskas makes 2-pt shot from 2 ft,2,69-65,,
4:24.0,,,69-65,,J. Hamilton misses 2-pt shot from 5 ft
4:23.0,Defensive rebound by T. McConnell,,69-65,,
4:15.0,Turnover by T. McConnell (lost ball; steal by R. Hollis-Jefferson),,69-65,,
4:11.0,,,69-65,,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by R. Covington)
4:09.0,Defensive rebound by D. Saric,,69-65,,
4:03.0,R. Covington makes 2-pt shot from 8 ft,2,71-65,,
3:47.0,,,71-65,,J. Hamilton misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by N. Stauskas,,71-65,,
3:26.0,N. Stauskas makes 3-pt shot from 27 ft,3,74-65,,
3:14.0,,,74-65,,S. Kilpatrick misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by R. Covington,,74-65,,
3:02.0,Turnover by D. Saric (bad pass; steal by B. Bogdanovic),,74-65,,
3:02.0,Personal foul by N. Stauskas (drawn by B. Bogdanovic),,74-65,,
3:02.0,,,74-65,,C. LeVert enters the game for B. Bogdanovic
3:02.0,G. Henderson enters the game for T. McConnell,,74-65,,
3:02.0,S. Rodriguez enters the game for R. Covington,,74-65,,
2:52.0,,,74-65,,S. Kilpatrick misses 2-pt shot from 2 ft (block by N. Stauskas)
2:50.0,Defensive rebound by D. Saric,,74-65,,
2:41.0,G. Henderson misses 2-pt shot from 2 ft,,74-65,,
2:40.0,,,74-65,,Defensive rebound by C. LeVert
2:34.0,,,74-65,,Turnover by C. LeVert (bad pass; steal by N. Noel)
2:24.0,N. Stauskas misses 3-pt shot from 25 ft,,74-65,,
2:23.0,,,74-65,,Defensive rebound by Team
2:23.0,,,74-65,,B. Lopez enters the game for R. Hollis-Jefferson
2:12.0,Shooting block foul by D. Saric (drawn by S. Dinwiddie),,74-65,,
2:12.0,,,74-66,1,S. Dinwiddie makes free throw 1 of 2
2:12.0,,,74-66,,S. Dinwiddie misses free throw 2 of 2
2:11.0,Defensive rebound by D. Saric,,74-66,,
1:55.0,N. Noel misses 2-pt shot from 19 ft,,74-66,,
1:54.0,Offensive rebound by Team,,74-66,,
1:54.0,,,74-66,,Loose ball foul by C. LeVert (drawn by N. Stauskas)
1:54.0,R. Covington enters the game for N. Stauskas,,74-66,,
1:46.0,S. Rodriguez makes 2-pt shot from 16 ft,2,76-66,,
1:41.0,,,76-68,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
1:25.0,R. Covington misses 2-pt shot from 7 ft,,76-68,,
1:24.0,Offensive rebound by Team,,76-68,,
1:15.0,S. Rodriguez misses 2-pt shot from 8 ft,,76-68,,
1:14.0,,,76-68,,Defensive rebound by S. Dinwiddie
1:06.0,,,76-68,,Turnover by S. Dinwiddie (bad pass; steal by R. Covington)
0:57.0,R. Covington misses 2-pt shot from 4 ft,,76-68,,
0:57.0,Offensive rebound by R. Covington,,76-68,,
0:56.0,R. Covington makes 2-pt shot from 3 ft,2,78-68,,
0:43.0,,,78-71,3,B. Lopez makes 3-pt shot from 23 ft (assist by S. Kilpatrick)
0:33.0,S. Rodriguez misses 2-pt shot from 12 ft,,78-71,,
0:32.0,,,78-71,,Defensive rebound by J. Hamilton
0:20.0,,,78-73,2,J. Hamilton makes 2-pt shot from 7 ft (assist by B. Lopez)
0:02.0,D. Saric misses 2-pt shot from 3 ft (block by B. Lopez),,78-73,,
0:02.0,Offensive rebound by Team,,78-73,,
0:01.0,G. Henderson misses 2-pt shot from 16 ft,,78-73,,
0:00.0,Offensive rebound by Team,,78-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,78-73,,C. LeVert misses 2-pt shot from 3 ft (block by J. Embiid)
11:37.0,Defensive rebound by E. Ilyasova,,78-73,,
11:26.0,J. Embiid makes 2-pt shot from 3 ft,2,80-73,,
11:05.0,,,80-73,,B. Lopez misses 2-pt shot from 3 ft
11:04.0,Defensive rebound by R. Covington,,80-73,,
10:54.0,E. Ilyasova misses 3-pt shot from 23 ft,,80-73,,
10:53.0,,,80-73,,Defensive rebound by R. Hollis-Jefferson
10:44.0,,,80-73,,B. Lopez misses 3-pt shot from 24 ft
10:43.0,Defensive rebound by E. Ilyasova,,80-73,,
10:34.0,,,80-73,,Personal foul by B. Lopez (drawn by J. Embiid)
10:34.0,,,80-73,,S. Kilpatrick enters the game for B. Bogdanovic
10:23.0,J. Embiid makes 2-pt shot from 14 ft,2,82-73,,
10:02.0,,,82-76,3,S. Kilpatrick makes 3-pt shot from 26 ft (assist by B. Lopez)
9:53.0,J. Embiid misses 3-pt shot from 25 ft,,82-76,,
9:52.0,,,82-76,,Defensive rebound by S. Dinwiddie
9:41.0,Personal foul by G. Henderson (drawn by B. Lopez),,82-76,,
9:41.0,,,82-77,1,B. Lopez makes free throw 1 of 2
9:41.0,,,82-78,1,B. Lopez makes free throw 2 of 2
9:41.0,,,82-77,,I. Whitehead enters the game for S. Dinwiddie
9:21.0,G. Henderson misses 2-pt shot from 15 ft,,82-78,,
9:20.0,,,82-78,,Defensive rebound by I. Whitehead
9:19.0,Personal foul by E. Ilyasova (drawn by I. Whitehead),,82-78,,
9:19.0,,,82-78,,J. Hamilton enters the game for B. Lopez
9:02.0,,,82-80,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
8:49.0,Turnover by J. Embiid (lost ball; steal by R. Hollis-Jefferson),,82-80,,
8:44.0,,,82-82,2,C. LeVert makes 2-pt shot from 2 ft (assist by I. Whitehead)
8:44.0,Philadelphia full timeout,,82-82,,
8:44.0,N. Stauskas enters the game for G. Henderson,,82-82,,
8:28.0,J. Embiid misses 2-pt shot from 3 ft (block by J. Hamilton),,82-82,,
8:27.0,Offensive rebound by Team,,82-82,,
8:27.0,,,82-82,,Loose ball foul by C. LeVert (drawn by J. Embiid)
8:14.0,E. Ilyasova makes 2-pt shot from 20 ft,2,84-82,,
8:00.0,,,84-82,,R. Hollis-Jefferson misses 2-pt shot from 13 ft
7:59.0,,,84-82,,Offensive rebound by J. Hamilton
7:47.0,,,84-82,,I. Whitehead misses 2-pt shot from 17 ft
7:46.0,Defensive rebound by E. Ilyasova,,84-82,,
7:37.0,J. Embiid misses 3-pt shot from 25 ft,,84-82,,
7:36.0,,,84-82,,Defensive rebound by Team
7:36.0,N. Noel enters the game for J. Embiid,,84-82,,
7:23.0,,,84-85,3,S. Kilpatrick makes 3-pt shot from 25 ft
