time,Brooklyn,pts.away,score,pts.home,Utah
2:20.0,B. Lopez makes 2-pt shot at rim (assist by J. Lin),2,49-53,,
2:01.0,,,49-56,3,G. Hill makes 3-pt shot from 23 ft (assist by G. Hayward)
1:44.0,J. Lin makes 2-pt shot from 13 ft,2,51-56,,
1:24.0,,,51-56,,G. Hill misses 2-pt shot from 11 ft
1:24.0,Defensive rebound by J. Lin,,51-56,,
1:18.0,,,51-56,,Personal foul by D. Favors (drawn by S. Kilpatrick)
1:10.0,Turnover by J. Lin (lost ball; steal by J. Ingles),,51-56,,
1:06.0,,,51-58,2,G. Hayward makes 2-pt shot at rim (assist by D. Favors)
0:48.0,C. LeVert misses 3-pt shot from 23 ft,,51-58,,
0:47.0,,,51-58,,Defensive rebound by D. Favors
0:34.0,Personal foul by J. Lin (drawn by R. Gobert),,51-58,,
0:34.0,,,51-59,1,R. Gobert makes free throw 1 of 2
0:34.0,,,51-60,1,R. Gobert makes free throw 2 of 2
0:20.0,Turnover by J. Lin (traveling),,51-60,,
0:01.0,,,51-60,,G. Hayward misses 2-pt shot from 13 ft
0:00.0,,,51-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,51-60,,Shooting foul by J. Lin (drawn by D. Favors)
11:39.0,,,51-60,,D. Favors misses free throw 1 of 2
11:39.0,,,51-60,,Offensive rebound by Team
11:39.0,,,51-61,1,D. Favors makes free throw 2 of 2
11:32.0,Shooting foul by J. Ingles (drawn by B. Lopez),,51-61,,
11:32.0,B. Lopez makes free throw 1 of 2,1,52-61,,
11:32.0,B. Lopez makes free throw 2 of 2,1,53-61,,
11:24.0,,,53-61,,G. Hill misses 2-pt shot from 2 ft
11:23.0,Defensive rebound by C. LeVert,,53-61,,
11:16.0,C. LeVert makes 2-pt shot from 3 ft,2,55-61,,
10:58.0,,,55-61,,G. Hayward misses 3-pt shot from 24 ft
10:58.0,Defensive rebound by R. Foye,,55-61,,
10:42.0,B. Lopez misses 2-pt shot from 4 ft,,55-61,,
10:41.0,,,55-61,,Defensive rebound by R. Gobert
10:26.0,,,55-63,2,R. Gobert makes 2-pt shot at rim (assist by G. Hill)
10:18.0,Shooting foul by R. Gobert (drawn by B. Lopez),,55-63,,
10:18.0,B. Lopez misses free throw 1 of 2,,55-63,,
10:18.0,Offensive rebound by Team,,55-63,,
10:18.0,B. Lopez makes free throw 2 of 2,1,56-63,,
9:54.0,,,56-66,3,J. Ingles makes 3-pt shot from 25 ft (assist by G. Hayward)
9:32.0,B. Lopez misses 3-pt shot from 26 ft,,56-66,,
9:32.0,Offensive rebound by R. Foye,,56-66,,
9:18.0,C. LeVert misses 3-pt shot from 24 ft,,56-66,,
9:17.0,,,56-66,,Defensive rebound by R. Gobert
9:13.0,,,56-66,,Shooting foul by J. Lin (drawn by G. Hill)
9:13.0,,,56-68,2,G. Hill makes 2-pt shot from 5 ft (assist by G. Hayward)
9:13.0,,,56-69,1,G. Hill makes free throw 1 of 1
9:13.0,S. Dinwiddie enters the game for J. Lin,,56-68,,
9:06.0,Shooting foul by D. Favors (drawn by R. Hollis-Jefferson),,56-69,,
9:06.0,R. Hollis-Jefferson misses free throw 1 of 2,,56-69,,
9:06.0,Offensive rebound by Team,,56-69,,
9:06.0,R. Hollis-Jefferson makes free throw 2 of 2,1,57-69,,
8:57.0,Personal foul by R. Hollis-Jefferson (drawn by R. Gobert),,57-69,,
8:52.0,,,57-71,2,D. Favors makes 2-pt shot at rim (assist by G. Hill)
8:35.0,R. Foye misses 3-pt shot from 25 ft,,57-71,,
8:34.0,,,57-71,,Defensive rebound by G. Hayward
8:14.0,,,57-73,2,G. Hayward makes 2-pt shot at rim (assist by D. Favors)
8:13.0,Brooklyn full timeout,,57-73,,
7:51.0,B. Lopez makes 2-pt shot from 5 ft,2,59-73,,
7:37.0,,,59-73,,D. Favors misses 2-pt shot at rim (block by B. Lopez)
7:36.0,Defensive rebound by B. Lopez,,59-73,,
7:34.0,Turnover by R. Foye (bad pass),,59-73,,
7:19.0,,,59-73,,Turnover by G. Hill (bad pass; steal by R. Foye)
7:15.0,R. Foye makes 2-pt shot from 2 ft,2,61-73,,
6:50.0,,,61-73,,G. Hayward misses 2-pt shot from 12 ft
6:50.0,Defensive rebound by R. Hollis-Jefferson,,61-73,,
6:49.0,,,61-73,,Personal foul by G. Hill (drawn by R. Hollis-Jefferson)
6:41.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft,,61-73,,
6:40.0,,,61-73,,Defensive rebound by D. Favors
6:32.0,,,61-76,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Favors)
6:16.0,R. Foye misses 3-pt shot from 26 ft,,61-76,,
6:15.0,,,61-76,,Defensive rebound by R. Gobert
5:55.0,,,61-78,2,G. Hill makes 2-pt shot from 12 ft
5:40.0,S. Dinwiddie misses 3-pt shot from 26 ft,,61-78,,
5:40.0,Offensive rebound by R. Hollis-Jefferson,,61-78,,
5:35.0,C. LeVert misses 2-pt shot from 21 ft,,61-78,,
5:34.0,,,61-78,,Defensive rebound by D. Favors
5:24.0,,,61-78,,Turnover by G. Hill (bad pass; steal by C. LeVert)
5:24.0,Turnover by C. LeVert (bad pass),,61-78,,
5:24.0,,,61-78,,B. Diaw enters the game for D. Favors
5:24.0,,,61-78,,D. Exum enters the game for G. Hill
5:20.0,T. Booker enters the game for R. Hollis-Jefferson,,61-78,,
5:20.0,S. Kilpatrick enters the game for R. Foye,,61-78,,
5:12.0,Personal foul by S. Dinwiddie (drawn by R. Gobert),,61-78,,
5:12.0,K. McDaniels enters the game for C. LeVert,,61-78,,
5:02.0,,,61-78,,B. Diaw misses 2-pt shot from 6 ft
5:02.0,Defensive rebound by Team,,61-78,,
4:46.0,T. Booker misses 3-pt shot from 24 ft,,61-78,,
4:45.0,,,61-78,,Defensive rebound by J. Ingles
4:33.0,,,61-78,,D. Exum misses 3-pt shot from 22 ft
4:33.0,Defensive rebound by S. Dinwiddie,,61-78,,
4:26.0,Turnover by S. Dinwiddie (lost ball; steal by D. Exum),,61-78,,
4:21.0,,,61-80,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
3:59.0,Turnover by S. Dinwiddie (bad pass; steal by G. Hayward),,61-80,,
3:50.0,,,61-82,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
3:49.0,Brooklyn full timeout,,61-82,,
3:49.0,Q. Acy enters the game for B. Lopez,,61-82,,
3:49.0,,,61-82,,A. Burks enters the game for J. Ingles
3:29.0,S. Dinwiddie misses 2-pt shot from 21 ft,,61-82,,
3:29.0,Offensive rebound by Team,,61-82,,
3:29.0,,,61-82,,Loose ball foul by D. Exum (drawn by Q. Acy)
3:29.0,Q. Acy makes free throw 1 of 2,1,62-82,,
3:29.0,Q. Acy misses free throw 2 of 2,,62-82,,
3:29.0,,,62-82,,Defensive rebound by R. Gobert
3:17.0,,,62-82,,Turnover by B. Diaw (bad pass; steal by Q. Acy)
3:12.0,S. Kilpatrick misses 2-pt shot from 2 ft (block by B. Diaw),,62-82,,
3:12.0,Offensive rebound by Team,,62-82,,
3:11.0,Turnover by K. McDaniels (bad pass; steal by G. Hayward),,62-82,,
3:09.0,,,62-82,,Turnover by G. Hayward (lost ball; steal by K. McDaniels)
3:07.0,Q. Acy makes 2-pt shot from 3 ft,2,64-82,,
3:07.0,Shooting foul by B. Diaw (drawn by Q. Acy),,64-82,,
3:07.0,Q. Acy makes free throw 1 of 1,1,65-82,,
3:05.0,,,65-82,,Utah full timeout
3:05.0,I. Whitehead enters the game for S. Dinwiddie,,65-82,,
2:51.0,,,65-82,,Turnover by D. Exum (bad pass; steal by K. McDaniels)
2:47.0,Turnover by K. McDaniels (bad pass),,65-82,,
2:36.0,,,65-82,,G. Hayward misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by T. Booker,,65-82,,
2:21.0,T. Booker misses 2-pt shot from 5 ft,,65-82,,
2:20.0,,,65-82,,Defensive rebound by R. Gobert
2:12.0,,,65-84,2,D. Exum makes 2-pt shot from 2 ft
2:12.0,,,65-84,,Shooting foul by K. McDaniels (drawn by D. Exum)
2:12.0,,,65-85,1,D. Exum makes free throw 1 of 1
2:12.0,,,65-84,,D. Favors enters the game for R. Gobert
2:12.0,,,65-84,,J. Ingles enters the game for G. Hayward
2:05.0,Q. Acy makes 3-pt shot from 25 ft (assist by I. Whitehead),3,68-85,,
1:52.0,,,68-85,,D. Exum misses 2-pt shot from 5 ft
1:51.0,,,68-85,,Offensive rebound by D. Favors
1:48.0,,,68-85,,Turnover by D. Favors (turnover)
1:48.0,,,68-85,,G. Hill enters the game for D. Exum
1:27.0,K. McDaniels misses 3-pt shot from 25 ft,,68-85,,
1:27.0,,,68-85,,Defensive rebound by D. Favors
1:12.0,,,68-85,,B. Diaw misses 3-pt shot from 24 ft
1:12.0,Defensive rebound by Q. Acy,,68-85,,
1:00.0,,,68-85,,Shooting block foul by B. Diaw (drawn by Q. Acy)
1:00.0,Q. Acy makes free throw 1 of 2,1,69-85,,
1:00.0,Q. Acy makes free throw 2 of 2,1,70-85,,
0:51.0,Violation by T. Booker (kicked ball),,70-85,,
0:43.0,,,70-85,,A. Burks misses 3-pt shot from 23 ft
0:42.0,,,70-85,,Offensive rebound by B. Diaw
0:42.0,,,70-85,,Shooting foul by Q. Acy (drawn by B. Diaw)
0:42.0,,,70-86,1,B. Diaw makes free throw 1 of 2
0:42.0,,,70-86,,B. Diaw misses free throw 2 of 2
0:40.0,Defensive rebound by T. Booker,,70-86,,
0:31.0,S. Kilpatrick misses 2-pt shot from 5 ft,,70-86,,
0:31.0,,,70-86,,Defensive rebound by A. Burks
0:09.0,,,70-88,2,G. Hill makes 2-pt shot from 22 ft
0:02.0,I. Whitehead misses 3-pt shot from 25 ft,,70-88,,
0:01.0,Offensive rebound by Team,,70-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by G. Hill (drawn by S. Dinwiddie),,70-88,,
11:45.0,S. Dinwiddie makes free throw 1 of 2,1,71-88,,
11:45.0,S. Dinwiddie misses free throw 2 of 2,,71-88,,
11:44.0,,,71-88,,Defensive rebound by B. Diaw
11:29.0,,,71-90,2,A. Burks makes 2-pt shot from 4 ft (assist by B. Diaw)
11:14.0,I. Whitehead makes 2-pt shot from 16 ft,2,73-90,,
10:59.0,Personal foul by K. McDaniels (drawn by J. Ingles),,73-90,,
10:59.0,J. Lin enters the game for S. Dinwiddie,,73-90,,
10:56.0,,,73-90,,Shooting foul by T. Booker (drawn by B. Diaw)
10:56.0,Technical foul by T. Booker (drawn by B. Diaw),,73-90,,
10:56.0,,,73-90,,G. Hill misses technical free throw
10:56.0,,,73-90,,Offensive rebound by Team
10:56.0,,,73-90,,B. Diaw misses free throw 1 of 2
10:56.0,,,73-90,,Offensive rebound by Team
10:56.0,,,73-91,1,B. Diaw makes free throw 2 of 2
10:45.0,J. Lin makes 3-pt shot from 25 ft (assist by T. Booker),3,76-91,,
10:24.0,Personal foul by B. Lopez (drawn by G. Hill),,76-91,,
10:24.0,,,76-91,,T. Lyles enters the game for B. Diaw
10:14.0,,,76-94,3,A. Burks makes 3-pt shot from 23 ft (assist by G. Hill)
10:00.0,K. McDaniels misses 3-pt shot from 24 ft,,76-94,,
10:00.0,,,76-94,,Defensive rebound by G. Hill
9:40.0,,,76-94,,A. Burks misses 2-pt shot from 2 ft
9:39.0,,,76-94,,Offensive rebound by A. Burks
9:35.0,,,76-94,,T. Lyles misses 2-pt shot from 4 ft
9:34.0,,,76-94,,Offensive rebound by A. Burks
9:33.0,,,76-94,,A. Burks misses 2-pt shot at rim
9:32.0,Defensive rebound by J. Lin,,76-94,,
9:21.0,J. Lin misses 2-pt shot from 18 ft,,76-94,,
9:21.0,,,76-94,,Defensive rebound by Team
9:21.0,Personal foul by B. Lopez (drawn by T. Lyles),,76-94,,
9:21.0,Brooklyn full timeout,,76-94,,
8:59.0,,,76-94,,A. Burks misses 2-pt shot from 4 ft (block by T. Booker)
8:58.0,Defensive rebound by I. Whitehead,,76-94,,
8:54.0,I. Whitehead misses 2-pt shot from 3 ft,,76-94,,
8:54.0,Offensive rebound by Team,,76-94,,
8:54.0,,,76-94,,Loose ball foul by T. Lyles (drawn by T. Booker)
8:54.0,,,76-94,,R. Gobert enters the game for D. Favors
8:54.0,,,76-94,,D. Exum enters the game for G. Hill
8:53.0,,,76-94,,Personal foul by R. Gobert (drawn by B. Lopez)
8:53.0,,,76-94,,G. Hayward enters the game for A. Burks
8:38.0,B. Lopez misses 2-pt shot from 7 ft,,76-94,,
8:37.0,,,76-94,,Defensive rebound by G. Hayward
8:29.0,,,76-94,,Offensive foul by D. Exum
8:29.0,,,76-94,,Turnover by D. Exum (offensive foul)
8:20.0,J. Lin makes 2-pt shot from 22 ft,2,78-94,,
8:07.0,,,78-94,,J. Ingles misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by T. Booker,,78-94,,
7:54.0,K. McDaniels makes 2-pt shot from 4 ft,2,80-94,,
7:29.0,,,80-94,,Turnover by Team (shot clock)
7:22.0,,,80-94,,Personal foul by D. Exum (drawn by J. Lin)
7:22.0,,,80-94,,G. Hill enters the game for D. Exum
7:22.0,,,80-94,,D. Favors enters the game for T. Lyles
7:06.0,I. Whitehead misses 2-pt shot from 1 ft,,80-94,,
7:06.0,,,80-94,,Defensive rebound by D. Favors
6:55.0,Personal foul by J. Lin (drawn by R. Gobert),,80-94,,
6:55.0,,,80-94,,R. Gobert misses free throw 1 of 2
6:55.0,,,80-94,,Offensive rebound by Team
6:55.0,,,80-94,,R. Gobert misses free throw 2 of 2
6:55.0,C. LeVert enters the game for K. McDaniels,,80-94,,
6:54.0,Defensive rebound by B. Lopez,,80-94,,
6:37.0,T. Booker misses 2-pt shot from 2 ft,,80-94,,
6:37.0,,,80-94,,Defensive rebound by D. Favors
6:26.0,,,80-96,2,G. Hill makes 2-pt shot from 3 ft
6:09.0,J. Lin misses 2-pt shot from 1 ft,,80-96,,
6:08.0,Offensive rebound by T. Booker,,80-96,,
6:07.0,Shooting foul by D. Favors (drawn by T. Booker),,80-96,,
6:07.0,T. Booker makes free throw 1 of 2,1,81-96,,
6:07.0,T. Booker makes free throw 2 of 2,1,82-96,,
6:07.0,A. Nicholson enters the game for B. Lopez,,81-96,,
