time,LA Clippers,pts.away,score,pts.home,Utah
5:04.0,C. Paul misses 3-pt shot from 27 ft,,11-15,,
5:03.0,,,11-15,,Defensive rebound by R. Hood
4:49.0,,,11-15,,Shooting foul by P. Pierce (drawn by R. Gobert)
4:49.0,,,11-15,,R. Gobert misses free throw 1 of 2
4:49.0,,,11-15,,Offensive rebound by Team
4:49.0,,,11-16,1,R. Gobert makes free throw 2 of 2
4:38.0,J. Crawford misses 2-pt shot from 6 ft,,11-16,,
4:36.0,Offensive rebound by P. Pierce,,11-16,,
4:25.0,J. Crawford misses 3-pt shot from 25 ft,,11-16,,
4:24.0,,,11-16,,Defensive rebound by R. Gobert
4:12.0,,,11-16,,G. Hayward misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by D. Jordan,,11-16,,
3:59.0,C. Paul makes 2-pt shot from 16 ft,2,13-16,,
3:38.0,,,13-16,,G. Hayward misses 2-pt shot from 7 ft
3:36.0,,,13-16,,Offensive rebound by R. Gobert
3:34.0,,,13-18,2,R. Gobert makes 2-pt shot at rim
3:25.0,Turnover by C. Paul (lost ball; steal by R. Gobert),,13-18,,
3:17.0,,,13-18,,R. Hood misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by L. Mbah a Moute,,13-18,,
3:05.0,J. Crawford misses 2-pt shot from 19 ft,,13-18,,
3:04.0,,,13-18,,Defensive rebound by R. Hood
2:55.0,,,13-18,,R. Hood misses 2-pt shot from 18 ft
2:54.0,Defensive rebound by L. Mbah a Moute,,13-18,,
2:50.0,Offensive foul by D. Jordan,,13-18,,
2:50.0,Turnover by D. Jordan (offensive foul),,13-18,,
2:37.0,,,13-18,,Utah full timeout
2:37.0,M. Speights enters the game for D. Jordan,,13-18,,
2:37.0,A. Rivers enters the game for P. Pierce,,13-18,,
2:37.0,R. Felton enters the game for C. Paul,,13-18,,
2:37.0,,,13-18,,D. Favors enters the game for R. Gobert
2:19.0,,,13-20,2,G. Hayward makes 2-pt shot at rim (assist by D. Favors)
2:01.0,M. Speights misses 2-pt shot from 12 ft,,13-20,,
1:54.0,,,13-20,,Defensive rebound by R. Hood
1:48.0,,,13-22,2,D. Favors makes 2-pt shot from 5 ft (assist by J. Johnson)
1:21.0,R. Felton misses 3-pt shot from 26 ft,,13-22,,
1:21.0,Offensive rebound by M. Speights,,13-22,,
1:15.0,M. Speights makes 2-pt shot from 3 ft,2,15-22,,
1:00.0,,,15-22,,D. Favors misses 2-pt shot from 6 ft
1:00.0,Defensive rebound by L. Mbah a Moute,,15-22,,
0:46.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by R. Felton),3,18-22,,
0:29.0,,,18-22,,R. Hood misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by R. Felton,,18-22,,
0:08.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Crawford),2,20-22,,
0:00.0,,,20-22,,D. Favors misses 2-pt shot from 24 ft
0:00.0,,,20-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,20-22,,Turnover by Team (shot clock)
11:17.0,A. Rivers makes 2-pt shot from 16 ft,2,22-22,,
11:04.0,,,22-22,,J. Johnson misses 2-pt shot from 10 ft
11:03.0,,,22-22,,Offensive rebound by D. Favors
11:02.0,,,22-22,,D. Favors misses 2-pt shot from 2 ft (block by M. Speights)
10:59.0,Defensive rebound by P. Pierce,,22-22,,
10:52.0,M. Speights makes 2-pt shot from 2 ft (assist by P. Pierce),2,24-22,,
10:38.0,,,24-24,2,G. Hill makes 2-pt shot from 13 ft
10:16.0,R. Felton misses 2-pt shot from 4 ft,,24-24,,
10:15.0,Offensive rebound by R. Felton,,24-24,,
10:14.0,Turnover by R. Felton (bad pass; steal by J. Ingles),,24-24,,
10:08.0,,,24-26,2,R. Hood makes 2-pt shot at rim (assist by J. Ingles)
9:51.0,M. Speights makes 3-pt shot from 26 ft (assist by J. Crawford),3,27-26,,
9:36.0,,,27-26,,Shooting foul by R. Felton (drawn by G. Hill)
9:36.0,,,27-26,,G. Hill misses free throw 1 of 2
9:36.0,,,27-26,,Offensive rebound by Team
9:36.0,,,27-27,1,G. Hill makes free throw 2 of 2
9:36.0,,,27-26,,R. Gobert enters the game for D. Favors
9:15.0,J. Crawford misses 2-pt shot from 5 ft,,27-27,,
9:15.0,Offensive rebound by M. Speights,,27-27,,
9:12.0,M. Speights makes 2-pt shot from 2 ft,2,29-27,,
8:54.0,,,29-30,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hill)
8:37.0,A. Rivers makes 2-pt shot from 2 ft,2,31-30,,
8:33.0,,,31-30,,Utah full timeout
8:33.0,,,31-30,,G. Hayward enters the game for R. Hood
8:23.0,,,31-32,2,J. Johnson makes 2-pt shot from 8 ft
8:00.0,M. Speights misses 2-pt shot from 11 ft,,31-32,,
8:00.0,,,31-32,,Defensive rebound by G. Hill
7:40.0,,,31-32,,J. Johnson misses 2-pt shot from 6 ft
7:39.0,,,31-32,,Offensive rebound by J. Johnson
7:34.0,,,31-32,,J. Johnson misses 3-pt shot from 24 ft
7:33.0,,,31-32,,Offensive rebound by R. Gobert
7:25.0,,,31-32,,R. Gobert misses 2-pt shot from 4 ft (block by A. Rivers)
7:25.0,Defensive rebound by Team,,31-32,,
7:25.0,C. Paul enters the game for J. Crawford,,31-32,,
7:25.0,L. Mbah a Moute enters the game for P. Pierce,,31-32,,
7:12.0,A. Rivers misses 3-pt shot from 25 ft,,31-32,,
7:11.0,,,31-32,,Defensive rebound by J. Ingles
6:58.0,Personal foul by M. Speights (drawn by R. Gobert),,31-32,,
6:58.0,D. Jordan enters the game for M. Speights,,31-32,,
6:58.0,J. Redick enters the game for A. Rivers,,31-32,,
6:58.0,,,31-32,,B. Diaw enters the game for J. Johnson
6:41.0,,,31-34,2,G. Hill makes 2-pt shot from 9 ft (assist by G. Hayward)
6:32.0,C. Paul misses 3-pt shot from 25 ft,,31-34,,
6:31.0,,,31-34,,Defensive rebound by G. Hayward
6:14.0,,,31-34,,Shooting foul by L. Mbah a Moute (drawn by R. Gobert)
6:14.0,,,31-35,1,R. Gobert makes free throw 1 of 2
6:14.0,,,31-36,1,R. Gobert makes free throw 2 of 2
6:03.0,J. Redick misses 3-pt shot from 25 ft,,31-36,,
6:02.0,Offensive rebound by L. Mbah a Moute,,31-36,,
5:57.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick),3,34-36,,
5:39.0,,,34-36,,G. Hill misses 3-pt shot from 25 ft
5:39.0,Defensive rebound by J. Redick,,34-36,,
5:30.0,C. Paul makes 2-pt shot from 15 ft,2,36-36,,
5:01.0,,,36-39,3,B. Diaw makes 3-pt shot from 25 ft (assist by G. Hill)
4:47.0,,,36-39,,Personal foul by J. Ingles
4:47.0,,,36-39,,Technical foul by J. Ingles
4:47.0,LA Clippers full timeout,,36-39,,
4:47.0,J. Redick makes technical free throw,1,37-39,,
4:47.0,,,36-39,,R. Hood enters the game for G. Hill
4:36.0,R. Felton makes 2-pt shot from 22 ft,2,39-39,,
4:20.0,,,39-41,2,G. Hayward makes 2-pt shot from 17 ft
3:57.0,R. Felton misses 2-pt shot from 10 ft,,39-41,,
3:57.0,,,39-41,,Defensive rebound by G. Hayward
3:51.0,,,39-43,2,R. Hood makes 2-pt shot from 3 ft (assist by G. Hayward)
3:31.0,L. Mbah a Moute misses 2-pt shot from 5 ft (block by R. Gobert),,39-43,,
3:31.0,Offensive rebound by Team,,39-43,,
3:31.0,,,39-43,,J. Johnson enters the game for B. Diaw
3:27.0,J. Redick misses 2-pt shot from 22 ft,,39-43,,
3:27.0,,,39-43,,Defensive rebound by G. Hayward
3:08.0,,,39-43,,G. Hayward misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by D. Jordan,,39-43,,
3:01.0,C. Paul misses 2-pt shot from 4 ft (block by R. Gobert),,39-43,,
3:01.0,Offensive rebound by Team,,39-43,,
3:01.0,LA Clippers full timeout,,39-43,,
3:01.0,A. Rivers enters the game for R. Felton,,39-43,,
2:54.0,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by C. Paul),2,41-43,,
2:27.0,,,41-43,,J. Ingles misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by L. Mbah a Moute,,41-43,,
2:17.0,L. Mbah a Moute makes 2-pt shot from 20 ft (assist by C. Paul),2,43-43,,
1:55.0,,,43-43,,Turnover by J. Johnson (lost ball; steal by L. Mbah a Moute)
1:51.0,Shooting foul by J. Ingles (drawn by L. Mbah a Moute),,43-43,,
1:51.0,L. Mbah a Moute misses free throw 1 of 2,,43-43,,
1:51.0,Offensive rebound by Team,,43-43,,
1:51.0,L. Mbah a Moute misses free throw 2 of 2,,43-43,,
1:51.0,,,43-43,,G. Hill enters the game for J. Ingles
1:50.0,,,43-43,,Defensive rebound by G. Hayward
1:33.0,,,43-43,,Turnover by G. Hayward (bad pass)
1:27.0,C. Paul makes 2-pt shot from 15 ft,2,45-43,,
1:11.0,,,45-43,,G. Hayward misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by Team,,45-43,,
1:00.0,Turnover by D. Jordan (3 sec),,45-43,,
0:39.0,,,45-43,,R. Hood misses 3-pt shot from 24 ft
0:39.0,,,45-43,,Offensive rebound by Team
0:39.0,Loose ball foul by L. Mbah a Moute (drawn by R. Gobert),,45-43,,
0:39.0,,,45-43,,Utah full timeout
0:28.0,,,45-45,2,J. Johnson makes 2-pt shot from 7 ft
0:28.0,,,45-45,,Shooting foul by L. Mbah a Moute (drawn by J. Johnson)
0:28.0,LA Clippers full timeout,,45-45,,
0:28.0,,,45-45,,J. Johnson misses free throw 1 of 1
0:28.0,J. Crawford enters the game for L. Mbah a Moute,,45-45,,
0:28.0,,,45-45,,R. Neto enters the game for G. Hill
0:26.0,Defensive rebound by D. Jordan,,45-45,,
0:04.0,C. Paul misses 2-pt shot from 13 ft,,45-45,,
0:04.0,Offensive rebound by Team,,45-45,,
0:04.0,Shooting foul by G. Hayward (drawn by D. Jordan),,45-45,,
0:04.0,D. Jordan makes free throw 1 of 2,1,46-45,,
0:04.0,D. Jordan makes free throw 2 of 2,1,47-45,,
0:04.0,R. Felton enters the game for J. Crawford,,46-45,,
0:04.0,,,46-45,,G. Hill enters the game for R. Neto
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,47-47,2,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward)
11:23.0,Turnover by D. Jordan (bad pass; steal by G. Hayward),,47-47,,
11:22.0,Personal foul by C. Paul (drawn by G. Hayward),,47-47,,
11:14.0,,,47-47,,J. Ingles misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by C. Paul,,47-47,,
11:07.0,Turnover by D. Jordan (bad pass),,47-47,,
10:54.0,,,47-47,,G. Hayward misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by C. Paul,,47-47,,
10:37.0,A. Rivers misses 3-pt shot from 25 ft,,47-47,,
10:37.0,,,47-47,,Defensive rebound by B. Diaw
10:24.0,,,47-47,,Turnover by R. Gobert (bad pass)
10:14.0,Turnover by D. Jordan (bad pass),,47-47,,
9:47.0,,,47-47,,J. Ingles misses 2-pt shot from 19 ft
9:46.0,,,47-47,,Offensive rebound by G. Hill
9:46.0,,,47-49,2,G. Hill makes 2-pt shot from 2 ft
9:39.0,,,47-49,,Personal foul by J. Ingles (drawn by C. Paul)
9:31.0,Turnover by D. Jordan (lost ball; steal by J. Ingles),,47-49,,
9:22.0,Personal foul by L. Mbah a Moute (drawn by R. Gobert),,47-49,,
9:22.0,,,47-49,,J. Johnson enters the game for B. Diaw
9:22.0,P. Pierce enters the game for L. Mbah a Moute,,47-49,,
9:17.0,,,47-51,2,G. Hayward makes 2-pt shot from 15 ft (assist by R. Gobert)
9:17.0,LA Clippers full timeout,,47-51,,
9:04.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,49-51,,
8:38.0,,,49-51,,R. Gobert misses 2-pt shot from 2 ft
8:37.0,Defensive rebound by D. Jordan,,49-51,,
8:31.0,C. Paul misses 3-pt shot from 26 ft,,49-51,,
8:31.0,Offensive rebound by A. Rivers,,49-51,,
8:22.0,C. Paul makes 2-pt shot from 10 ft,2,51-51,,
8:09.0,,,51-53,2,G. Hill makes 2-pt shot from 3 ft (assist by R. Gobert)
7:50.0,P. Pierce misses 2-pt shot from 13 ft,,51-53,,
7:50.0,,,51-53,,Defensive rebound by R. Gobert
7:42.0,Personal foul by A. Rivers (drawn by G. Hayward),,51-53,,
7:35.0,,,51-55,2,G. Hill makes 2-pt shot from 16 ft
7:32.0,,,51-55,,Personal foul by J. Ingles (drawn by C. Paul)
7:32.0,J. Crawford enters the game for J. Redick,,51-55,,
7:32.0,,,51-55,,R. Hood enters the game for J. Ingles
7:17.0,A. Rivers makes 3-pt shot from 26 ft (assist by C. Paul),3,54-55,,
7:02.0,,,54-55,,Shooting foul by A. Rivers (drawn by G. Hayward)
7:02.0,,,54-56,1,G. Hayward makes free throw 1 of 2
7:02.0,,,54-57,1,G. Hayward makes free throw 2 of 2
6:52.0,D. Jordan makes 2-pt shot at rim (assist by A. Rivers),2,56-57,,
6:52.0,Shooting foul by J. Johnson (drawn by D. Jordan),,56-57,,
6:52.0,D. Jordan misses free throw 1 of 1,,56-57,,
6:52.0,,,56-57,,Defensive rebound by R. Gobert
6:33.0,,,56-59,2,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward)
6:13.0,P. Pierce makes 3-pt shot from 25 ft (assist by C. Paul),3,59-59,,
5:58.0,,,59-59,,G. Hayward misses 2-pt shot from 22 ft
5:57.0,Defensive rebound by D. Jordan,,59-59,,
5:52.0,Shooting foul by G. Hill (drawn by C. Paul),,59-59,,
5:52.0,C. Paul makes free throw 1 of 3,1,60-59,,
5:52.0,C. Paul makes free throw 2 of 3,1,61-59,,
5:52.0,C. Paul makes free throw 3 of 3,1,62-59,,
5:32.0,,,62-59,,G. Hill misses 2-pt shot from 15 ft
5:32.0,,,62-59,,Offensive rebound by R. Gobert
5:27.0,Personal foul by C. Paul (drawn by R. Gobert),,62-59,,
5:27.0,,,62-59,,R. Gobert misses free throw 1 of 2
5:27.0,,,62-59,,Offensive rebound by Team
5:27.0,,,62-59,,R. Gobert misses free throw 2 of 2
5:11.0,Defensive rebound by Team,,62-59,,
5:11.0,,,62-59,,Personal foul by R. Hood (drawn by D. Jordan)
5:11.0,D. Jordan makes free throw 1 of 2,1,63-59,,
5:11.0,D. Jordan misses free throw 2 of 2,,63-59,,
5:11.0,,,63-59,,Defensive rebound by J. Johnson
5:11.0,R. Felton enters the game for A. Rivers,,63-59,,
4:44.0,,,63-59,,R. Hood misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by R. Felton,,63-59,,
4:31.0,C. Paul misses 2-pt shot from 12 ft,,63-59,,
4:31.0,,,63-59,,Defensive rebound by Team
4:31.0,Loose ball foul by D. Jordan (drawn by G. Hayward),,63-59,,
4:31.0,,,63-60,1,G. Hayward makes free throw 1 of 2
4:31.0,,,63-61,1,G. Hayward makes free throw 2 of 2
4:31.0,,,63-60,,R. Neto enters the game for G. Hill
4:20.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,65-61,,
4:03.0,,,65-61,,Turnover by J. Johnson (bad pass; steal by C. Paul)
3:59.0,J. Crawford makes 2-pt shot from 2 ft (assist by C. Paul),2,67-61,,
3:37.0,,,67-61,,J. Johnson misses 2-pt shot from 5 ft
3:37.0,Defensive rebound by D. Jordan,,67-61,,
3:30.0,J. Crawford makes 2-pt shot from 3 ft,2,69-61,,
3:30.0,,,69-61,,Utah full timeout
3:19.0,,,69-61,,Turnover by R. Hood (lost ball; steal by J. Crawford)
3:15.0,Turnover by D. Jordan (lost ball),,69-61,,
2:57.0,Personal foul by P. Pierce (drawn by J. Johnson),,69-61,,
2:57.0,,,69-62,1,J. Johnson makes free throw 1 of 2
2:57.0,,,69-63,1,J. Johnson makes free throw 2 of 2
2:40.0,,,69-63,,Personal foul by R. Hood (drawn by J. Crawford)
2:40.0,J. Crawford makes free throw 1 of 2,1,70-63,,
2:40.0,J. Crawford makes free throw 2 of 2,1,71-63,,
2:29.0,,,71-63,,Turnover by J. Johnson (bad pass; steal by R. Felton)
2:19.0,C. Paul makes 3-pt shot from 26 ft (assist by D. Jordan),3,74-63,,
1:55.0,,,74-66,3,G. Hayward makes 3-pt shot from 24 ft (assist by J. Johnson)
1:34.0,J. Crawford makes 2-pt shot from 5 ft,2,76-66,,
1:14.0,,,76-68,2,R. Neto makes 2-pt shot from 3 ft (assist by J. Johnson)
0:58.0,C. Paul misses 3-pt shot from 25 ft,,76-68,,
0:58.0,,,76-68,,Defensive rebound by R. Gobert
0:36.0,,,76-68,,G. Hayward misses 2-pt shot from 9 ft
0:36.0,Defensive rebound by Team,,76-68,,
0:36.0,,,76-68,,Loose ball foul by R. Gobert (drawn by D. Jordan)
0:36.0,D. Jordan misses free throw 1 of 2,,76-68,,
0:36.0,Offensive rebound by Team,,76-68,,
0:36.0,D. Jordan misses free throw 2 of 2,,76-68,,
0:36.0,A. Rivers enters the game for C. Paul,,76-68,,
0:36.0,,,76-68,,G. Hill enters the game for R. Neto
0:35.0,,,76-68,,Defensive rebound by G. Hayward
0:16.0,,,76-70,2,G. Hayward makes 2-pt shot from 14 ft
0:01.0,J. Crawford misses 2-pt shot from 20 ft,,76-70,,
0:01.0,Offensive rebound by D. Jordan,,76-70,,
0:01.0,D. Jordan makes 2-pt shot at rim,2,78-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Crawford makes 2-pt shot from 2 ft,2,80-70,,
11:18.0,,,80-70,,G. Hayward misses 2-pt shot from 15 ft
11:17.0,Defensive rebound by D. Jordan,,80-70,,
11:07.0,P. Pierce misses 3-pt shot from 25 ft,,80-70,,
11:07.0,,,80-70,,Defensive rebound by D. Favors
10:48.0,,,80-70,,G. Hill misses 2-pt shot from 12 ft
10:48.0,Defensive rebound by P. Pierce,,80-70,,
10:24.0,Shooting foul by D. Favors (drawn by D. Jordan),,80-70,,
10:24.0,D. Jordan misses free throw 1 of 2,,80-70,,
10:24.0,Offensive rebound by Team,,80-70,,
10:24.0,D. Jordan misses free throw 2 of 2,,80-70,,
10:22.0,,,80-70,,Defensive rebound by D. Favors
10:03.0,,,80-70,,D. Favors misses 2-pt shot from 15 ft
10:03.0,Defensive rebound by J. Crawford,,80-70,,
9:49.0,Turnover by J. Crawford (bad pass; steal by D. Favors),,80-70,,
9:41.0,,,80-70,,Shooting foul by R. Felton (drawn by G. Hill)
9:41.0,,,80-70,,G. Hill misses free throw 1 of 2
9:41.0,,,80-70,,Offensive rebound by Team
9:41.0,,,80-71,1,G. Hill makes free throw 2 of 2
9:41.0,C. Paul enters the game for R. Felton,,80-70,,
9:41.0,L. Mbah a Moute enters the game for P. Pierce,,80-70,,
9:41.0,M. Speights enters the game for D. Jordan,,80-70,,
9:41.0,,,80-70,,B. Diaw enters the game for J. Johnson
9:41.0,,,80-70,,R. Hood enters the game for G. Hayward
9:24.0,Turnover by A. Rivers (bad pass),,80-71,,
9:24.0,,,80-71,,R. Neto enters the game for G. Hill
9:04.0,,,80-71,,R. Hood misses 3-pt shot from 24 ft
9:04.0,,,80-71,,Offensive rebound by D. Favors
8:58.0,,,80-74,3,R. Neto makes 3-pt shot from 24 ft (assist by D. Favors)
8:32.0,Shooting foul by R. Hood (drawn by L. Mbah a Moute),,80-74,,
8:32.0,Official timeout,,80-74,,
8:32.0,L. Mbah a Moute makes free throw 1 of 2,1,81-74,,
8:32.0,L. Mbah a Moute makes free throw 2 of 2,1,82-74,,
8:32.0,D. Jordan enters the game for M. Speights,,80-74,,
8:32.0,J. Redick enters the game for A. Rivers,,80-74,,
8:19.0,Personal foul by C. Paul (drawn by J. Ingles),,82-74,,
8:02.0,,,82-74,,R. Neto misses 2-pt shot from 11 ft
8:01.0,Defensive rebound by D. Jordan,,82-74,,
7:52.0,Turnover by C. Paul (lost ball; steal by D. Favors),,82-74,,
7:32.0,,,82-74,,R. Hood misses 3-pt shot from 26 ft
7:32.0,Defensive rebound by D. Jordan,,82-74,,
7:16.0,LA Clippers full timeout,,82-74,,
7:16.0,A. Rivers enters the game for J. Redick,,82-74,,
7:16.0,,,82-74,,R. Gobert enters the game for D. Favors
7:16.0,,,82-74,,J. Johnson enters the game for B. Diaw
7:16.0,,,82-74,,G. Hayward enters the game for R. Hood
7:07.0,J. Crawford misses 2-pt shot from 4 ft (block by R. Gobert),,82-74,,
7:06.0,,,82-74,,Defensive rebound by G. Hayward
6:51.0,,,82-74,,R. Neto misses 2-pt shot from 11 ft
6:51.0,Defensive rebound by L. Mbah a Moute,,82-74,,
6:42.0,C. Paul makes 2-pt shot from 14 ft,2,84-74,,
6:25.0,,,84-74,,Shooting foul by D. Jordan (drawn by G. Hayward)
6:25.0,,,84-75,1,G. Hayward makes free throw 1 of 2
6:25.0,,,84-76,1,G. Hayward makes free throw 2 of 2
6:25.0,,,84-75,,G. Hill enters the game for R. Neto
6:15.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,86-76,,
5:58.0,,,86-76,,Turnover by G. Hayward (bad pass; steal by C. Paul)
5:42.0,C. Paul misses 2-pt shot from 17 ft,,86-76,,
5:42.0,Offensive rebound by D. Jordan,,86-76,,
5:41.0,D. Jordan misses 2-pt shot from 2 ft,,86-76,,
5:41.0,,,86-76,,Defensive rebound by Team
5:28.0,,,86-76,,Shooting foul by J. Crawford (drawn by R. Gobert)
5:28.0,,,86-77,1,R. Gobert makes free throw 1 of 2
5:28.0,,,86-77,,R. Gobert misses free throw 2 of 2
5:28.0,Defensive rebound by D. Jordan,,86-77,,
5:14.0,J. Crawford makes 2-pt shot from 16 ft,2,88-77,,
4:48.0,,,88-77,,J. Ingles misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by Team,,88-77,,
4:48.0,,,88-77,,Personal foul by R. Gobert (drawn by L. Mbah a Moute)
4:48.0,,,88-77,,D. Favors enters the game for R. Gobert
4:34.0,J. Crawford misses 2-pt shot from 13 ft,,88-77,,
4:32.0,,,88-77,,Defensive rebound by D. Favors
4:21.0,,,88-77,,D. Favors misses 2-pt shot from 18 ft
4:20.0,Defensive rebound by D. Jordan,,88-77,,
3:58.0,A. Rivers makes 3-pt shot from 25 ft,3,91-77,,
3:58.0,,,91-77,,Utah full timeout
3:45.0,,,91-77,,J. Johnson misses 3-pt shot from 24 ft
3:45.0,,,91-77,,Offensive rebound by Team
3:45.0,,,91-77,,Violation by Team (jump ball)
3:38.0,,,91-77,,G. Hill misses 2-pt shot from 20 ft
3:37.0,,,91-77,,Offensive rebound by J. Johnson
3:32.0,,,91-77,,Shooting foul by A. Rivers (drawn by G. Hayward)
3:32.0,,,91-78,1,G. Hayward makes free throw 1 of 3
