time,Washington,pts.away,score,pts.home,Milwaukee
0:04.0,,,24-31,2,G. Monroe makes 2-pt shot from 18 ft
0:01.0,O. Porter misses 3-pt shot from 39 ft,,24-31,,
0:00.0,Offensive rebound by Team,,24-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,24-33,2,M. Beasley makes 2-pt shot from 17 ft (assist by G. Monroe)
11:24.0,M. Morris misses 2-pt shot from 15 ft,,24-33,,
11:23.0,,,24-33,,Defensive rebound by G. Monroe
11:19.0,,,24-35,2,M. Beasley makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:58.0,J. Smith misses 2-pt shot from 19 ft,,24-35,,
10:56.0,,,24-35,,Defensive rebound by M. Dellavedova
10:49.0,,,24-35,,M. Teletovic misses 2-pt shot from 6 ft
10:48.0,,,24-35,,Offensive rebound by G. Monroe
10:45.0,,,24-35,,Turnover by G. Monroe (lost ball; steal by J. Smith)
10:44.0,,,24-35,,Personal take foul by J. Terry (drawn by K. Oubre)
10:34.0,,,24-35,,Personal block foul by M. Dellavedova (drawn by T. Burke)
10:34.0,,,24-35,,M. Brogdon enters the game for M. Dellavedova
10:19.0,M. Morris misses 2-pt shot from 2 ft,,24-35,,
10:17.0,,,24-35,,Defensive rebound by G. Monroe
10:10.0,,,24-35,,Turnover by J. Terry (bad pass; steal by S. Mac)
10:06.0,K. Oubre misses 2-pt shot at rim (block by M. Brogdon),,24-35,,
10:05.0,Offensive rebound by K. Oubre,,24-35,,
10:05.0,Turnover by K. Oubre (lost ball),,24-35,,
9:47.0,,,24-35,,M. Beasley misses 2-pt shot from 8 ft
9:46.0,Defensive rebound by J. Smith,,24-35,,
9:36.0,M. Morris makes 3-pt shot from 26 ft (assist by T. Burke),3,27-35,,
9:16.0,,,27-35,,M. Brogdon misses 2-pt shot from 14 ft
9:15.0,Defensive rebound by T. Burke,,27-35,,
9:08.0,K. Oubre misses 3-pt shot from 28 ft,,27-35,,
9:07.0,,,27-35,,Defensive rebound by M. Brogdon
8:53.0,,,27-35,,Turnover by M. Brogdon (lost ball; steal by K. Oubre)
8:51.0,K. Oubre makes 2-pt shot at rim (assist by T. Burke),2,29-35,,
8:51.0,,,29-35,,Milwaukee full timeout
8:51.0,,,29-35,,J. Parker enters the game for M. Beasley
8:51.0,B. Beal enters the game for S. Mac,,29-35,,
8:37.0,,,29-35,,Turnover by G. Monroe (bad pass; steal by M. Morris)
8:15.0,K. Oubre makes 2-pt shot at rim (assist by T. Burke),2,31-35,,
8:05.0,Personal foul by J. Smith (drawn by G. Monroe),,31-35,,
8:02.0,,,31-35,,G. Monroe misses 2-pt shot from 1 ft
8:01.0,Defensive rebound by J. Smith,,31-35,,
7:47.0,K. Oubre misses 3-pt shot from 23 ft,,31-35,,
7:45.0,,,31-35,,Defensive rebound by G. Monroe
7:33.0,,,31-35,,Shooting foul by T. Burke (drawn by J. Terry)
7:33.0,,,31-36,1,J. Terry makes free throw 1 of 2
7:33.0,,,31-37,1,J. Terry makes free throw 2 of 2
7:15.0,J. Smith misses 2-pt shot from 20 ft,,31-37,,
7:14.0,Offensive rebound by M. Morris,,31-37,,
7:12.0,K. Oubre misses 2-pt shot at rim (block by J. Parker),,31-37,,
7:09.0,Offensive rebound by J. Smith,,31-37,,
7:07.0,J. Smith misses 2-pt shot at rim (block by G. Monroe),,31-37,,
7:04.0,,,31-37,,Defensive rebound by M. Teletovic
6:49.0,,,31-40,3,J. Terry makes 3-pt shot from 23 ft (assist by M. Teletovic)
6:43.0,Washington full timeout,,31-40,,
6:43.0,J. Wall enters the game for T. Burke,,31-40,,
6:43.0,M. Gortat enters the game for J. Smith,,31-40,,
6:36.0,Turnover by M. Gortat (bad pass; steal by J. Parker),,31-40,,
6:31.0,,,31-42,2,J. Parker makes 2-pt shot from 1 ft
6:11.0,M. Morris makes 2-pt shot from 7 ft,2,33-42,,
5:57.0,,,33-44,2,G. Monroe makes 2-pt shot from 5 ft (assist by J. Parker)
5:44.0,B. Beal misses 3-pt shot from 28 ft,,33-44,,
5:43.0,Offensive rebound by K. Oubre,,33-44,,
5:40.0,B. Beal makes 2-pt shot from 2 ft,2,35-44,,
5:40.0,Shooting foul by M. Teletovic (drawn by B. Beal),,35-44,,
5:40.0,B. Beal makes free throw 1 of 1,1,36-44,,
5:40.0,O. Porter enters the game for K. Oubre,,35-44,,
5:40.0,,,35-44,,T. Snell enters the game for J. Terry
5:15.0,,,36-46,2,G. Monroe makes 2-pt shot from 15 ft (assist by J. Parker)
5:00.0,M. Gortat misses 2-pt shot from 10 ft,,36-46,,
4:59.0,,,36-46,,Defensive rebound by J. Parker
4:49.0,,,36-46,,G. Monroe misses 2-pt shot from 5 ft
4:47.0,Defensive rebound by M. Gortat,,36-46,,
4:45.0,,,36-46,,Personal foul by T. Snell (drawn by B. Beal)
4:45.0,,,36-46,,J. Henson enters the game for G. Monroe
4:27.0,B. Beal misses 3-pt shot from 24 ft,,36-46,,
4:27.0,,,36-46,,Defensive rebound by Team
4:27.0,Loose ball foul by M. Gortat (drawn by J. Parker),,36-46,,
4:16.0,Personal foul by B. Beal (drawn by J. Henson),,36-46,,
4:08.0,,,36-46,,J. Parker misses 2-pt shot from 4 ft (block by M. Gortat)
4:06.0,Defensive rebound by O. Porter,,36-46,,
4:02.0,J. Wall makes 2-pt shot at rim (assist by O. Porter),2,38-46,,
3:48.0,,,38-48,2,J. Henson makes 2-pt shot at rim (assist by M. Brogdon)
3:24.0,J. Wall misses 3-pt shot from 24 ft,,38-48,,
3:23.0,Offensive rebound by M. Gortat,,38-48,,
3:15.0,O. Porter makes 3-pt shot from 27 ft,3,41-48,,
2:59.0,,,41-51,3,M. Teletovic makes 3-pt shot from 28 ft (assist by M. Brogdon)
2:35.0,B. Beal makes 2-pt shot from 1 ft,2,43-51,,
2:29.0,Personal take foul by O. Porter (drawn by J. Parker),,43-51,,
2:29.0,Official timeout,,43-51,,
2:29.0,,,43-52,1,J. Parker makes free throw 1 of 2
2:29.0,,,43-53,1,J. Parker makes free throw 2 of 2
2:04.0,Turnover by Team (shot clock),,43-53,,
1:55.0,,,43-53,,M. Brogdon misses 2-pt shot at rim
1:53.0,Defensive rebound by J. Wall,,43-53,,
1:44.0,M. Morris misses 3-pt shot from 24 ft,,43-53,,
1:42.0,,,43-53,,Defensive rebound by M. Teletovic
1:27.0,,,43-55,2,M. Teletovic makes 2-pt shot from 1 ft (assist by J. Parker)
1:15.0,B. Beal makes 2-pt shot from 1 ft,2,45-55,,
0:59.0,,,45-55,,J. Parker misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by M. Gortat,,45-55,,
0:50.0,Turnover by J. Wall (bad pass; steal by M. Brogdon),,45-55,,
0:46.0,,,45-57,2,J. Parker makes 2-pt shot at rim (assist by M. Brogdon)
0:32.0,O. Porter misses 3-pt shot from 27 ft,,45-57,,
0:31.0,Offensive rebound by M. Morris,,45-57,,
0:31.0,M. Morris misses 2-pt shot from 2 ft,,45-57,,
0:29.0,Offensive rebound by M. Morris,,45-57,,
0:29.0,M. Morris makes 2-pt shot from 2 ft,2,47-57,,
0:12.0,,,47-57,,J. Henson misses 2-pt shot from 3 ft
0:10.0,Defensive rebound by M. Gortat,,47-57,,
0:02.0,J. Wall makes 2-pt shot from 16 ft,2,49-57,,
0:00.0,,,49-57,,M. Teletovic misses 3-pt shot from 69 ft
0:00.0,,,49-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,49-57,,Turnover by J. Henson (traveling)
11:30.0,Turnover by M. Gortat (3 sec),,49-57,,
11:10.0,,,49-59,2,J. Parker makes 2-pt shot from 15 ft
11:10.0,,,49-59,,Violation by Team (jump ball)
10:55.0,Shooting foul by J. Henson (drawn by M. Morris),,49-59,,
10:55.0,M. Morris makes free throw 1 of 2,1,50-59,,
10:55.0,M. Morris misses free throw 2 of 2,,50-59,,
10:54.0,,,50-59,,Defensive rebound by J. Henson
10:30.0,,,50-59,,M. Teletovic misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by B. Beal,,50-59,,
10:17.0,J. Wall misses 3-pt shot from 24 ft,,50-59,,
10:15.0,Offensive rebound by M. Gortat,,50-59,,
10:07.0,B. Beal makes 2-pt shot from 1 ft,2,52-59,,
9:49.0,,,52-59,,Turnover by M. Brogdon (lost ball; steal by J. Wall)
9:42.0,Shooting foul by M. Teletovic (drawn by M. Gortat),,52-59,,
9:42.0,M. Gortat makes free throw 1 of 2,1,53-59,,
9:42.0,M. Gortat misses free throw 2 of 2,,53-59,,
9:42.0,,,53-59,,M. Dellavedova enters the game for M. Brogdon
9:41.0,,,53-59,,Defensive rebound by J. Parker
9:30.0,,,53-61,2,T. Snell makes 2-pt shot from 16 ft (assist by M. Dellavedova)
9:14.0,,,53-61,,Personal foul by M. Dellavedova (drawn by M. Gortat)
9:04.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,55-61,,
8:41.0,,,55-61,,Turnover by M. Dellavedova (bad pass; steal by O. Porter)
8:37.0,J. Wall misses 2-pt shot at rim,,55-61,,
8:35.0,Offensive rebound by M. Morris,,55-61,,
8:34.0,M. Morris makes 2-pt shot at rim,2,57-61,,
8:26.0,,,57-61,,M. Teletovic misses 3-pt shot from 23 ft
8:24.0,Defensive rebound by M. Morris,,57-61,,
8:19.0,Shooting foul by J. Henson (drawn by M. Gortat),,57-61,,
8:19.0,M. Gortat makes free throw 1 of 2,1,58-61,,
8:19.0,M. Gortat makes free throw 2 of 2,1,59-61,,
8:19.0,,,58-61,,M. Beasley enters the game for M. Teletovic
8:19.0,,,58-61,,G. Monroe enters the game for J. Henson
8:04.0,,,59-61,,J. Parker misses 2-pt shot from 1 ft
8:02.0,,,59-61,,Offensive rebound by J. Parker
7:54.0,,,59-61,,G. Monroe misses 2-pt shot from 4 ft
7:53.0,,,59-61,,Offensive rebound by J. Parker
7:49.0,,,59-61,,M. Dellavedova misses 3-pt shot from 27 ft
7:48.0,Defensive rebound by M. Gortat,,59-61,,
7:33.0,B. Beal misses 3-pt shot from 28 ft,,59-61,,
7:32.0,,,59-61,,Defensive rebound by J. Parker
7:25.0,,,59-61,,Shooting foul by J. Wall (drawn by M. Beasley)
7:25.0,,,59-62,1,M. Beasley makes free throw 1 of 2
7:25.0,,,59-63,1,M. Beasley makes free throw 2 of 2
7:25.0,K. Oubre enters the game for M. Morris,,59-62,,
7:10.0,K. Oubre makes 3-pt shot from 24 ft (assist by O. Porter),3,62-63,,
6:52.0,Personal foul by O. Porter (drawn by J. Parker),,62-63,,
6:45.0,,,62-63,,M. Dellavedova misses 2-pt shot at rim
6:44.0,Defensive rebound by M. Gortat,,62-63,,
6:39.0,K. Oubre makes 2-pt shot at rim (assist by J. Wall),2,64-63,,
6:39.0,,,64-63,,Milwaukee full timeout
6:24.0,,,64-65,2,J. Parker makes 2-pt shot from 2 ft (assist by M. Dellavedova)
6:24.0,,,64-65,,Shooting foul by K. Oubre (drawn by J. Parker)
6:24.0,,,64-66,1,J. Parker makes free throw 1 of 1
6:09.0,B. Beal makes 2-pt shot from 3 ft (assist by J. Wall),2,66-66,,
5:44.0,,,66-66,,M. Dellavedova misses 3-pt shot from 26 ft
5:43.0,Defensive rebound by O. Porter,,66-66,,
5:31.0,Shooting foul by J. Parker (drawn by O. Porter),,66-66,,
5:31.0,O. Porter makes free throw 1 of 2,1,67-66,,
5:31.0,O. Porter makes free throw 2 of 2,1,68-66,,
5:08.0,,,68-66,,G. Monroe misses 2-pt shot from 16 ft
5:06.0,Defensive rebound by K. Oubre,,68-66,,
4:53.0,J. Wall makes 2-pt shot from 17 ft (assist by K. Oubre),2,70-66,,
4:35.0,,,70-68,2,M. Beasley makes 2-pt shot at rim (assist by G. Monroe)
4:22.0,,,70-68,,Personal foul by G. Monroe (drawn by B. Beal)
4:22.0,B. Beal makes free throw 1 of 2,1,71-68,,
4:22.0,B. Beal makes free throw 2 of 2,1,72-68,,
4:08.0,,,72-68,,J. Parker misses 2-pt shot from 4 ft
4:07.0,Defensive rebound by M. Gortat,,72-68,,
3:53.0,O. Porter misses 3-pt shot from 23 ft,,72-68,,
3:51.0,Offensive rebound by K. Oubre,,72-68,,
3:50.0,K. Oubre makes 2-pt shot at rim,2,74-68,,
3:31.0,,,74-70,2,G. Monroe makes 2-pt shot from 5 ft
3:25.0,J. Wall makes 2-pt shot from 1 ft,2,76-70,,
3:15.0,,,76-72,2,M. Dellavedova makes 2-pt shot from 1 ft (assist by G. Monroe)
3:00.0,B. Beal misses 3-pt shot from 25 ft,,76-72,,
2:59.0,Offensive rebound by O. Porter,,76-72,,
2:57.0,Turnover by O. Porter (bad pass; steal by M. Dellavedova),,76-72,,
2:57.0,Personal foul by K. Oubre (drawn by M. Dellavedova),,76-72,,
2:57.0,Washington full timeout,,76-72,,
2:57.0,S. Mac enters the game for B. Beal,,76-72,,
2:57.0,,,76-72,,J. Terry enters the game for T. Snell
2:57.0,,,76-72,,M. Brogdon enters the game for M. Dellavedova
2:45.0,,,76-72,,J. Parker misses 2-pt shot from 1 ft
2:43.0,Defensive rebound by M. Gortat,,76-72,,
2:27.0,K. Oubre makes 3-pt shot from 27 ft (assist by O. Porter),3,79-72,,
2:14.0,,,79-72,,M. Beasley misses 2-pt shot from 19 ft
2:13.0,,,79-72,,Offensive rebound by J. Parker
2:09.0,,,79-72,,J. Parker misses 2-pt shot from 1 ft
2:07.0,Defensive rebound by S. Mac,,79-72,,
2:01.0,J. Wall misses 2-pt shot from 20 ft,,79-72,,
2:00.0,,,79-72,,Defensive rebound by G. Monroe
1:52.0,,,79-72,,Shooting foul by O. Porter (drawn by J. Parker)
1:52.0,,,79-73,1,J. Parker makes free throw 1 of 2
1:52.0,,,79-73,,J. Parker misses free throw 2 of 2
1:52.0,M. Morris enters the game for O. Porter,,79-73,,
1:50.0,Defensive rebound by M. Morris,,79-73,,
1:27.0,S. Mac makes 3-pt shot from 23 ft (assist by J. Wall),3,82-73,,
1:25.0,,,82-73,,Milwaukee full timeout
1:25.0,,,82-73,,M. Teletovic enters the game for M. Beasley
1:25.0,T. Burke enters the game for J. Wall,,82-73,,
1:06.0,,,82-73,,Shooting foul by M. Morris (drawn by J. Parker)
1:06.0,,,82-74,1,J. Parker makes free throw 1 of 2
1:06.0,,,82-75,1,J. Parker makes free throw 2 of 2
0:51.0,S. Mac misses 3-pt shot from 24 ft,,82-75,,
0:49.0,,,82-75,,Defensive rebound by J. Terry
0:43.0,Personal foul by K. Oubre (drawn by J. Parker),,82-75,,
0:43.0,,,82-76,1,J. Parker makes free throw 1 of 2
0:43.0,,,82-76,,J. Parker misses free throw 2 of 2
0:42.0,Defensive rebound by M. Gortat,,82-76,,
0:19.0,Turnover by Team (shot clock),,82-76,,
0:02.0,,,82-78,2,M. Brogdon makes 2-pt shot from 13 ft
0:00.0,K. Oubre misses 3-pt shot from 41 ft,,82-78,,
0:00.0,Offensive rebound by Team,,82-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by T. Burke (bad pass; steal by M. Brogdon),,82-78,,
11:25.0,,,82-80,2,G. Monroe makes 2-pt shot at rim (assist by J. Terry)
11:07.0,S. Mac makes 2-pt shot from 12 ft,2,84-80,,
10:46.0,,,84-80,,Turnover by M. Teletovic (bad pass; steal by S. Mac)
10:46.0,,,84-80,,Personal take foul by M. Brogdon (drawn by S. Mac)
10:46.0,O. Porter enters the game for M. Gortat,,84-80,,
10:34.0,S. Mac misses 2-pt shot from 13 ft,,84-80,,
10:32.0,,,84-80,,Defensive rebound by G. Monroe
10:17.0,,,84-80,,G. Monroe misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by T. Burke,,84-80,,
10:09.0,M. Morris makes 2-pt shot from 3 ft (assist by T. Burke),2,86-80,,
10:01.0,Personal foul by T. Burke (drawn by M. Brogdon),,86-80,,
9:46.0,,,86-80,,T. Snell misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by M. Morris,,86-80,,
9:41.0,Turnover by T. Burke (bad pass),,86-80,,
9:18.0,,,86-83,3,M. Brogdon makes 3-pt shot from 23 ft (assist by J. Terry)
9:03.0,Turnover by M. Morris (lost ball; steal by G. Monroe),,86-83,,
9:00.0,,,86-83,,Turnover by G. Monroe (bad pass; steal by T. Burke)
8:57.0,S. Mac makes 2-pt shot from 1 ft (assist by T. Burke),2,88-83,,
8:57.0,Shooting foul by T. Snell (drawn by S. Mac),,88-83,,
8:57.0,Official timeout,,88-83,,
8:57.0,S. Mac makes free throw 1 of 1,1,89-83,,
8:57.0,,,88-83,,J. Parker enters the game for T. Snell
8:39.0,,,89-83,,G. Monroe misses 2-pt shot from 3 ft
8:38.0,Defensive rebound by S. Mac,,89-83,,
8:22.0,K. Oubre misses 2-pt shot from 1 ft,,89-83,,
8:20.0,Offensive rebound by M. Morris,,89-83,,
8:20.0,M. Morris misses 2-pt shot from 1 ft,,89-83,,
8:19.0,,,89-83,,Defensive rebound by G. Monroe
8:17.0,,,89-83,,Turnover by J. Parker (offensive foul)
8:17.0,,,89-83,,Offensive charge foul by J. Parker
8:17.0,B. Beal enters the game for S. Mac,,89-83,,
8:05.0,M. Morris makes 2-pt shot from 10 ft (assist by B. Beal),2,91-83,,
7:53.0,,,91-83,,J. Parker misses 2-pt shot from 7 ft (block by O. Porter)
7:53.0,,,91-83,,Offensive rebound by Team
7:45.0,,,91-85,2,M. Brogdon makes 2-pt shot from 1 ft
7:30.0,Offensive charge foul by B. Beal,,91-85,,
7:30.0,Turnover by B. Beal (offensive foul),,91-85,,
7:30.0,J. Wall enters the game for T. Burke,,91-85,,
7:17.0,,,91-85,,M. Teletovic misses 3-pt shot from 25 ft
7:16.0,Defensive rebound by O. Porter,,91-85,,
7:10.0,B. Beal makes 3-pt shot from 25 ft,3,94-85,,
6:39.0,,,94-88,3,J. Parker makes 3-pt shot from 32 ft
6:35.0,,,94-88,,T. Snell enters the game for J. Terry
6:20.0,K. Oubre misses 3-pt shot from 24 ft,,94-88,,
6:19.0,,,94-88,,Defensive rebound by M. Teletovic
6:10.0,,,94-88,,J. Parker misses 2-pt shot from 14 ft
6:08.0,Defensive rebound by O. Porter,,94-88,,
6:06.0,Turnover by O. Porter (bad pass; steal by J. Parker),,94-88,,
6:03.0,Personal block foul by B. Beal (drawn by M. Teletovic),,94-88,,
6:03.0,M. Gortat enters the game for K. Oubre,,94-88,,
5:54.0,,,94-88,,M. Teletovic misses 2-pt shot at rim
5:52.0,Defensive rebound by J. Wall,,94-88,,
5:52.0,Shooting foul by M. Brogdon (drawn by J. Wall),,94-88,,
5:52.0,,,94-88,,Milwaukee full timeout
5:52.0,J. Wall makes free throw 1 of 2,1,95-88,,
5:52.0,J. Wall makes free throw 2 of 2,1,96-88,,
5:52.0,,,94-88,,M. Dellavedova enters the game for M. Teletovic
5:35.0,,,96-90,2,M. Brogdon makes 2-pt shot at rim (assist by J. Parker)
5:14.0,Offensive charge foul by M. Morris,,96-90,,
5:14.0,Turnover by M. Morris (offensive foul),,96-90,,
5:04.0,,,96-90,,Shooting foul by M. Gortat (drawn by G. Monroe)
5:04.0,,,96-91,1,G. Monroe makes free throw 1 of 2
5:04.0,,,96-92,1,G. Monroe makes free throw 2 of 2
4:48.0,J. Wall makes 2-pt shot from 16 ft,2,98-92,,
4:33.0,,,98-94,2,M. Brogdon makes 2-pt shot from 1 ft (assist by J. Parker)
4:15.0,B. Beal misses 3-pt shot from 29 ft,,98-94,,
4:14.0,,,98-94,,Defensive rebound by T. Snell
4:10.0,,,98-94,,M. Brogdon misses 3-pt shot from 25 ft (block by B. Beal)
4:07.0,Defensive rebound by Team,,98-94,,
3:50.0,J. Wall makes 2-pt shot from 20 ft,2,100-94,,
3:27.0,,,100-94,,J. Parker misses 3-pt shot from 29 ft
3:26.0,Defensive rebound by M. Gortat,,100-94,,
3:05.0,B. Beal misses 3-pt shot from 24 ft,,100-94,,
3:03.0,,,100-94,,Defensive rebound by G. Monroe
2:51.0,,,100-96,2,M. Brogdon makes 2-pt shot at rim (assist by J. Parker)
2:51.0,,,100-96,,Shooting foul by B. Beal (drawn by M. Brogdon)
2:51.0,Washington full timeout,,100-96,,
2:51.0,,,100-97,1,M. Brogdon makes free throw 1 of 1
2:37.0,B. Beal misses 2-pt shot from 13 ft,,100-97,,
2:35.0,,,100-97,,Defensive rebound by G. Monroe
2:24.0,,,100-97,,Turnover by J. Parker (bad pass; steal by M. Morris)
2:19.0,J. Wall misses 2-pt shot at rim,,100-97,,
2:15.0,Offensive rebound by B. Beal,,100-97,,
2:15.0,B. Beal makes 2-pt shot from 1 ft,2,102-97,,
2:01.0,,,102-97,,M. Dellavedova misses 3-pt shot from 28 ft
1:59.0,Defensive rebound by Team,,102-97,,
1:44.0,J. Wall makes 2-pt shot from 17 ft,2,104-97,,
1:34.0,Violation by J. Wall (def goaltending),,104-97,,
1:34.0,,,104-99,2,M. Brogdon makes 2-pt shot at rim (assist by M. Dellavedova)
1:11.0,O. Porter misses 2-pt shot from 18 ft,,104-99,,
1:09.0,,,104-99,,Defensive rebound by J. Parker
