time,Portland,pts.away,score,pts.home,New Orleans
7:05.0,,,37-43,,J. Holiday misses 2-pt shot from 22 ft
7:04.0,Defensive rebound by A. Crabbe,,37-43,,
6:55.0,D. Lillard makes 2-pt shot from 1 ft,2,39-43,,
6:34.0,,,39-43,,L. Galloway misses 3-pt shot from 28 ft
6:34.0,Defensive rebound by N. Vonleh,,39-43,,
6:21.0,A. Crabbe misses 3-pt shot from 26 ft,,39-43,,
6:21.0,,,39-43,,Defensive rebound by T. Jones
6:17.0,,,39-43,,New Orleans full timeout
6:17.0,E. Davis enters the game for N. Vonleh,,39-43,,
6:17.0,,,39-43,,E. Moore enters the game for D. Cunningham
6:17.0,,,39-43,,T. Frazier enters the game for J. Holiday
6:17.0,,,39-43,,A. Davis enters the game for S. Hill
6:09.0,,,39-43,,L. Galloway misses 2-pt shot from 4 ft
6:09.0,,,39-43,,Offensive rebound by Team
5:54.0,,,39-45,2,T. Jones makes 2-pt shot from 2 ft (assist by T. Frazier)
5:41.0,A. Crabbe misses 3-pt shot from 25 ft,,39-45,,
5:41.0,,,39-45,,Defensive rebound by T. Jones
5:26.0,,,39-45,,T. Frazier misses 2-pt shot from 2 ft
5:25.0,Defensive rebound by E. Davis,,39-45,,
5:20.0,,,39-45,,Personal foul by T. Frazier (drawn by D. Lillard)
5:20.0,,,39-45,,B. Hield enters the game for L. Galloway
5:20.0,C. McCollum enters the game for D. Lillard,,39-45,,
5:20.0,M. Plumlee enters the game for E. Turner,,39-45,,
5:01.0,M. Plumlee makes 2-pt shot from 3 ft (assist by E. Davis),2,41-45,,
4:46.0,,,41-47,2,A. Davis makes 2-pt shot from 6 ft (assist by T. Frazier)
4:28.0,M. Harkless misses 2-pt shot from 6 ft,,41-47,,
4:26.0,Offensive rebound by E. Davis,,41-47,,
4:21.0,A. Crabbe makes 2-pt shot from 7 ft (assist by M. Plumlee),2,43-47,,
4:11.0,,,43-49,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Frazier)
4:01.0,Turnover by A. Crabbe (lost ball),,43-49,,
4:01.0,,,43-49,,O. Asik enters the game for T. Jones
3:44.0,,,43-49,,Shooting foul by E. Davis (drawn by A. Davis)
3:44.0,,,43-50,1,A. Davis makes free throw 1 of 2
3:44.0,,,43-51,1,A. Davis makes free throw 2 of 2
3:28.0,A. Crabbe makes 2-pt shot from 19 ft (assist by M. Plumlee),2,45-51,,
3:12.0,,,45-51,,Turnover by T. Frazier (bad pass; steal by C. McCollum)
3:05.0,M. Plumlee makes 2-pt shot from 16 ft (assist by C. McCollum),2,47-51,,
2:46.0,,,47-53,2,A. Davis makes 2-pt shot from 16 ft
2:41.0,Portland full timeout,,47-53,,
2:41.0,N. Vonleh enters the game for E. Davis,,47-53,,
2:41.0,D. Lillard enters the game for A. Crabbe,,47-53,,
2:31.0,Turnover by M. Plumlee (bad pass; steal by E. Moore),,47-53,,
2:20.0,,,47-55,2,B. Hield makes 2-pt shot from 19 ft (assist by O. Asik)
2:03.0,,,47-55,,Violation by O. Asik (kicked ball)
1:47.0,D. Lillard misses 2-pt shot from 14 ft (block by A. Davis),,47-55,,
1:45.0,,,47-55,,Defensive rebound by B. Hield
1:41.0,Personal foul by N. Vonleh (drawn by A. Davis),,47-55,,
1:41.0,,,47-55,,T. Jones enters the game for O. Asik
1:32.0,,,47-57,2,A. Davis makes 2-pt shot from 8 ft (assist by T. Frazier)
1:20.0,Shooting foul by A. Davis (drawn by C. McCollum),,47-57,,
1:20.0,C. McCollum makes free throw 1 of 2,1,48-57,,
1:20.0,C. McCollum makes free throw 2 of 2,1,49-57,,
1:02.0,,,49-59,2,A. Davis makes 2-pt shot from 16 ft
0:51.0,D. Lillard misses 2-pt shot from 5 ft (block by T. Jones),,49-59,,
0:51.0,Offensive rebound by D. Lillard,,49-59,,
0:50.0,D. Lillard makes 2-pt shot from 5 ft,2,51-59,,
0:41.0,,,51-62,3,B. Hield makes 3-pt shot from 24 ft (assist by E. Moore)
0:29.0,D. Lillard misses 2-pt shot from 5 ft (block by T. Jones),,51-62,,
0:28.0,,,51-62,,Defensive rebound by A. Davis
0:24.0,,,51-64,2,A. Davis makes 2-pt shot from 1 ft (assist by T. Frazier)
0:24.0,,,51-64,,Shooting foul by C. McCollum (drawn by A. Davis)
0:24.0,,,51-64,,A. Davis misses free throw 1 of 1
0:24.0,A. Crabbe enters the game for N. Vonleh,,51-64,,
0:22.0,Defensive rebound by M. Harkless,,51-64,,
0:00.0,M. Harkless misses 3-pt shot from 23 ft,,51-64,,
0:00.0,,,51-64,,Defensive rebound by T. Frazier
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Plumlee misses 2-pt shot from 13 ft,,51-64,,
11:40.0,,,51-64,,Defensive rebound by O. Asik
11:30.0,,,51-67,3,A. Davis makes 3-pt shot from 26 ft (assist by E. Moore)
11:13.0,M. Harkless misses 3-pt shot from 25 ft,,51-67,,
11:12.0,,,51-67,,Defensive rebound by E. Moore
10:56.0,,,51-67,,T. Frazier misses 2-pt shot from 2 ft
10:56.0,Defensive rebound by M. Plumlee,,51-67,,
10:47.0,D. Lillard makes 3-pt shot from 26 ft (assist by E. Davis),3,54-67,,
10:29.0,,,54-69,2,E. Moore makes 2-pt shot from 11 ft
10:14.0,C. McCollum misses 2-pt shot from 11 ft,,54-69,,
10:12.0,Offensive rebound by C. McCollum,,54-69,,
10:06.0,D. Lillard misses 3-pt shot from 27 ft,,54-69,,
10:04.0,Offensive rebound by E. Davis,,54-69,,
10:00.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,57-69,,
9:38.0,,,57-69,,O. Asik misses 2-pt shot from 1 ft
9:36.0,Defensive rebound by E. Davis,,57-69,,
9:25.0,E. Davis misses 2-pt shot from 7 ft (block by A. Davis),,57-69,,
9:25.0,,,57-69,,Defensive rebound by Team
9:05.0,,,57-69,,Turnover by T. Frazier (discontinued dribble)
8:52.0,Shooting foul by O. Asik (drawn by M. Plumlee),,57-69,,
8:52.0,M. Plumlee misses free throw 1 of 2,,57-69,,
8:52.0,Offensive rebound by Team,,57-69,,
8:52.0,M. Plumlee makes free throw 2 of 2,1,58-69,,
8:27.0,,,58-69,,A. Davis misses 3-pt shot from 26 ft
8:26.0,Defensive rebound by E. Davis,,58-69,,
8:16.0,C. McCollum makes 3-pt shot from 26 ft (assist by M. Plumlee),3,61-69,,
8:10.0,,,61-69,,New Orleans full timeout
7:55.0,,,61-71,2,A. Davis makes 2-pt shot from 13 ft (assist by T. Frazier)
7:55.0,,,61-71,,Shooting foul by E. Davis (drawn by A. Davis)
7:55.0,,,61-72,1,A. Davis makes free throw 1 of 1
7:40.0,Turnover by M. Harkless (bad pass; steal by A. Davis),,61-72,,
7:35.0,Personal foul by C. McCollum (drawn by E. Moore),,61-72,,
7:27.0,,,61-74,2,A. Davis makes 2-pt shot from 19 ft (assist by E. Moore)
7:00.0,M. Plumlee misses 2-pt shot from 11 ft,,61-74,,
6:58.0,Offensive rebound by E. Davis,,61-74,,
6:54.0,C. McCollum misses 3-pt shot from 24 ft (block by T. Frazier),,61-74,,
6:53.0,,,61-74,,Defensive rebound by O. Asik
6:51.0,Personal foul by D. Lillard (drawn by T. Frazier),,61-74,,
6:43.0,,,61-74,,T. Frazier misses 3-pt shot from 26 ft
6:42.0,Defensive rebound by C. McCollum,,61-74,,
6:26.0,D. Lillard misses 3-pt shot from 30 ft,,61-74,,
6:25.0,,,61-74,,Defensive rebound by D. Cunningham
6:11.0,,,61-74,,D. Cunningham misses 3-pt shot from 23 ft
6:11.0,Defensive rebound by C. McCollum,,61-74,,
6:00.0,M. Harkless misses 2-pt shot from 19 ft,,61-74,,
6:00.0,,,61-74,,Defensive rebound by O. Asik
5:47.0,,,61-74,,E. Moore misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by M. Plumlee,,61-74,,
5:30.0,E. Davis misses 2-pt shot from 2 ft (block by O. Asik),,61-74,,
5:29.0,,,61-74,,Defensive rebound by A. Davis
5:24.0,,,61-74,,Shooting foul by M. Harkless (drawn by A. Davis)
5:24.0,,,61-75,1,A. Davis makes free throw 1 of 2
5:24.0,,,61-76,1,A. Davis makes free throw 2 of 2
5:24.0,,,61-75,,S. Hill enters the game for D. Cunningham
5:24.0,M. Leonard enters the game for E. Davis,,61-75,,
5:24.0,A. Crabbe enters the game for C. McCollum,,61-75,,
5:11.0,Shooting foul by O. Asik (drawn by D. Lillard),,61-76,,
5:11.0,D. Lillard makes free throw 1 of 2,1,62-76,,
5:11.0,D. Lillard makes free throw 2 of 2,1,63-76,,
5:11.0,,,62-76,,T. Jones enters the game for O. Asik
4:59.0,,,63-76,,Offensive foul by A. Davis
4:59.0,,,63-76,,Turnover by A. Davis (offensive foul)
4:45.0,M. Leonard misses 2-pt shot from 20 ft,,63-76,,
4:45.0,Offensive rebound by Team,,63-76,,
4:45.0,,,63-76,,Loose ball foul by S. Hill (drawn by M. Harkless)
4:39.0,Portland full timeout,,63-76,,
4:39.0,,,63-76,,J. Holiday enters the game for E. Moore
4:29.0,M. Leonard makes 3-pt shot from 25 ft (assist by D. Lillard),3,66-76,,
4:06.0,Shooting block foul by M. Leonard (drawn by J. Holiday),,66-76,,
4:06.0,,,66-76,,J. Holiday misses free throw 1 of 2
4:06.0,,,66-76,,Offensive rebound by Team
4:06.0,,,66-77,1,J. Holiday makes free throw 2 of 2
4:06.0,E. Turner enters the game for M. Harkless,,66-76,,
3:48.0,Turnover by M. Leonard (bad pass; steal by J. Holiday),,66-77,,
3:40.0,,,66-77,,S. Hill misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by D. Lillard,,66-77,,
3:35.0,,,66-77,,Personal foul by T. Frazier (drawn by D. Lillard)
3:25.0,M. Leonard misses 3-pt shot from 27 ft,,66-77,,
3:24.0,,,66-77,,Defensive rebound by A. Davis
3:15.0,,,66-77,,A. Davis misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by M. Plumlee,,66-77,,
3:08.0,Shooting foul by T. Frazier (drawn by A. Crabbe),,66-77,,
3:08.0,A. Crabbe makes free throw 1 of 2,1,67-77,,
3:08.0,A. Crabbe misses free throw 2 of 2,,67-77,,
3:08.0,,,67-77,,L. Galloway enters the game for T. Frazier
3:07.0,,,67-77,,Defensive rebound by S. Hill
2:55.0,,,67-77,,Turnover by T. Jones (bad pass; steal by D. Lillard)
2:51.0,Turnover by D. Lillard (bad pass; steal by T. Jones),,67-77,,
2:44.0,,,67-79,2,T. Jones makes 2-pt shot from 2 ft (assist by A. Davis)
2:31.0,Turnover by D. Lillard (lost ball; steal by T. Jones),,67-79,,
2:28.0,Violation by M. Plumlee (def goaltending),,67-79,,
2:28.0,,,67-81,2,J. Holiday makes 2-pt shot from 2 ft
2:07.0,Turnover by M. Plumlee (traveling),,67-81,,
2:07.0,C. McCollum enters the game for D. Lillard,,67-81,,
1:53.0,,,67-83,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
1:36.0,A. Crabbe misses 3-pt shot from 26 ft,,67-83,,
1:35.0,,,67-83,,Defensive rebound by L. Galloway
1:28.0,,,67-83,,Shooting foul by M. Leonard (drawn by T. Jones)
1:28.0,,,67-84,1,T. Jones makes free throw 1 of 2
1:28.0,,,67-84,,T. Jones misses free throw 2 of 2
1:28.0,N. Vonleh enters the game for M. Leonard,,67-84,,
1:26.0,Defensive rebound by M. Plumlee,,67-84,,
1:07.0,A. Crabbe makes 2-pt shot from 18 ft (assist by M. Plumlee),2,69-84,,
0:58.0,,,69-84,,Shooting foul by A. Crabbe (drawn by A. Davis)
0:58.0,,,69-84,,A. Davis misses free throw 1 of 2
0:58.0,,,69-84,,Offensive rebound by Team
0:58.0,,,69-85,1,A. Davis makes free throw 2 of 2
0:39.0,Shooting foul by J. Holiday (drawn by A. Crabbe),,69-85,,
0:39.0,A. Crabbe misses free throw 1 of 3,,69-85,,
0:39.0,Offensive rebound by Team,,69-85,,
0:39.0,A. Crabbe makes free throw 2 of 3,1,70-85,,
0:39.0,A. Crabbe makes free throw 3 of 3,1,71-85,,
0:39.0,,,70-85,,D. Cunningham enters the game for A. Davis
0:35.0,Violation by N. Vonleh (def goaltending),,71-85,,
0:35.0,,,71-87,2,J. Holiday makes 2-pt shot from 2 ft
0:35.0,,,71-87,,Shooting foul by C. McCollum (drawn by J. Holiday)
0:35.0,,,71-88,1,J. Holiday makes free throw 1 of 1
0:23.0,C. McCollum makes 2-pt shot from 6 ft,2,73-88,,
0:20.0,,,73-88,,Turnover by J. Holiday (bad pass)
0:20.0,D. Lillard enters the game for N. Vonleh,,73-88,,
0:01.0,C. McCollum misses 2-pt shot from 2 ft,,73-88,,
0:01.0,Offensive rebound by M. Plumlee,,73-88,,
0:01.0,M. Plumlee makes 2-pt shot from 2 ft,2,75-88,,
0:00.0,,,75-88,,S. Hill misses 3-pt shot from 47 ft
0:00.0,,,75-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Personal foul by C. McCollum (drawn by T. Jones),,75-88,,
11:41.0,,,75-90,2,J. Holiday makes 2-pt shot from 20 ft
11:25.0,,,75-90,,Personal foul by S. Hill (drawn by N. Vonleh)
11:15.0,Turnover by N. Vonleh (lost ball; steal by D. Cunningham),,75-90,,
11:05.0,,,75-90,,J. Holiday misses 3-pt shot from 25 ft
11:04.0,Defensive rebound by A. Crabbe,,75-90,,
10:55.0,E. Turner makes 3-pt shot from 23 ft (assist by C. McCollum),3,78-90,,
10:34.0,,,78-90,,L. Galloway misses 2-pt shot from 3 ft (block by A. Crabbe)
10:34.0,,,78-90,,Offensive rebound by Team
10:26.0,,,78-90,,J. Holiday misses 2-pt shot from 2 ft
10:24.0,Defensive rebound by E. Turner,,78-90,,
10:20.0,Turnover by C. McCollum (lost ball; steal by S. Hill),,78-90,,
10:20.0,Personal foul by N. Vonleh (drawn by S. Hill),,78-90,,
10:00.0,,,78-90,,Shooting foul by N. Vonleh (drawn by J. Holiday)
10:00.0,,,78-91,1,J. Holiday makes free throw 1 of 2
10:00.0,,,78-91,,J. Holiday misses free throw 2 of 2
10:00.0,D. Lillard enters the game for A. Crabbe,,78-91,,
9:59.0,Defensive rebound by M. Harkless,,78-91,,
9:48.0,E. Turner misses 3-pt shot from 23 ft,,78-91,,
9:46.0,Offensive rebound by M. Harkless,,78-91,,
9:41.0,C. McCollum misses 3-pt shot from 26 ft,,78-91,,
9:39.0,,,78-91,,Defensive rebound by T. Jones
9:28.0,,,78-91,,Turnover by T. Jones (lost ball)
9:28.0,,,78-91,,A. Davis enters the game for D. Cunningham
9:28.0,M. Plumlee enters the game for N. Vonleh,,78-91,,
9:18.0,,,78-91,,Personal foul by L. Galloway (drawn by D. Lillard)
9:05.0,Turnover by M. Harkless (lost ball),,78-91,,
8:55.0,,,78-93,2,J. Holiday makes 2-pt shot from 4 ft
8:55.0,Portland full timeout,,78-93,,
8:55.0,,,78-93,,E. Moore enters the game for S. Hill
8:38.0,Shooting foul by E. Moore (drawn by D. Lillard),,78-93,,
8:38.0,D. Lillard makes free throw 1 of 3,1,79-93,,
8:38.0,D. Lillard makes free throw 2 of 3,1,80-93,,
8:38.0,D. Lillard makes free throw 3 of 3,1,81-93,,
8:25.0,,,81-95,2,A. Davis makes 2-pt shot from 13 ft (assist by J. Holiday)
8:14.0,D. Lillard misses 2-pt shot from 3 ft (block by T. Jones),,81-95,,
8:14.0,,,81-95,,Defensive rebound by E. Moore
8:14.0,Personal foul by M. Plumlee (drawn by E. Moore),,81-95,,
8:06.0,,,81-98,3,J. Holiday makes 3-pt shot from 25 ft (assist by L. Galloway)
7:48.0,M. Harkless misses 3-pt shot from 24 ft,,81-98,,
7:47.0,Offensive rebound by E. Turner,,81-98,,
7:39.0,C. McCollum makes 3-pt shot from 24 ft (assist by E. Turner),3,84-98,,
7:28.0,,,84-98,,Turnover by A. Davis (traveling)
7:28.0,A. Crabbe enters the game for E. Turner,,84-98,,
7:28.0,,,84-98,,T. Frazier enters the game for J. Holiday
7:15.0,C. McCollum misses 3-pt shot from 25 ft,,84-98,,
7:13.0,,,84-98,,Defensive rebound by E. Moore
6:55.0,,,84-100,2,T. Frazier makes 2-pt shot from 12 ft
6:41.0,M. Plumlee misses 2-pt shot from 2 ft,,84-100,,
6:35.0,Offensive rebound by M. Harkless,,84-100,,
6:35.0,M. Harkless makes 2-pt shot from 2 ft,2,86-100,,
6:29.0,,,86-100,,Offensive foul by L. Galloway
6:29.0,,,86-100,,Turnover by L. Galloway (offensive foul)
6:21.0,D. Lillard makes 3-pt shot from 30 ft (assist by M. Plumlee),3,89-100,,
5:55.0,,,89-100,,T. Jones misses 2-pt shot from 7 ft
5:55.0,Defensive rebound by M. Harkless,,89-100,,
5:50.0,D. Lillard misses 3-pt shot from 27 ft,,89-100,,
5:48.0,,,89-100,,Defensive rebound by T. Jones
5:34.0,,,89-100,,Shooting foul by C. McCollum (drawn by A. Davis)
5:34.0,Official timeout,,89-100,,
5:34.0,,,89-101,1,A. Davis makes free throw 1 of 2
5:34.0,,,89-102,1,A. Davis makes free throw 2 of 2
5:34.0,,,89-100,,J. Holiday enters the game for L. Galloway
