time,Brooklyn,pts.away,score,pts.home,Philadelphia
9:04.0,,,34-36,2,G. Henderson makes 2-pt shot from 2 ft (assist by S. Rodriguez)
8:52.0,I. Whitehead misses 3-pt shot from 25 ft,,34-36,,
8:51.0,,,34-36,,Defensive rebound by D. Saric
8:44.0,,,34-39,3,S. Rodriguez makes 3-pt shot from 25 ft
8:27.0,I. Whitehead makes 2-pt shot from 1 ft,2,36-39,,
8:11.0,,,36-41,2,D. Saric makes 2-pt shot from 2 ft
7:55.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft,2,38-41,,
7:41.0,,,38-41,,R. Covington misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by L. Scola,,38-41,,
7:35.0,Turnover by C. LeVert (step out of bounds),,38-41,,
7:35.0,,,38-41,,E. Ilyasova enters the game for D. Saric
7:20.0,,,38-41,,J. Okafor misses 2-pt shot at rim
7:20.0,,,38-41,,Offensive rebound by J. Okafor
7:19.0,,,38-41,,Turnover by J. Okafor (lost ball; steal by R. Hollis-Jefferson)
7:13.0,L. Scola makes 2-pt shot from 5 ft (assist by B. Bogdanovic),2,40-41,,
7:03.0,,,40-41,,S. Rodriguez misses 2-pt shot from 18 ft
7:01.0,Defensive rebound by C. LeVert,,40-41,,
6:55.0,I. Whitehead makes 3-pt shot from 26 ft (assist by C. LeVert),3,43-41,,
6:40.0,B. Lopez enters the game for R. Hollis-Jefferson,,43-41,,
6:33.0,,,43-41,,S. Rodriguez misses 2-pt shot from 16 ft
6:31.0,Defensive rebound by B. Lopez,,43-41,,
6:19.0,L. Scola misses 2-pt shot from 1 ft,,43-41,,
6:17.0,,,43-41,,Defensive rebound by J. Okafor
6:11.0,,,43-43,2,E. Ilyasova makes 2-pt shot from 12 ft (assist by G. Henderson)
5:52.0,B. Lopez misses 2-pt shot from 5 ft,,43-43,,
5:50.0,,,43-43,,Defensive rebound by G. Henderson
5:42.0,,,43-43,,G. Henderson misses 2-pt shot from 18 ft
5:41.0,Defensive rebound by L. Scola,,43-43,,
5:34.0,I. Whitehead makes free throw 2 of 2,1,44-43,,
5:34.0,Shooting foul by S. Rodriguez (drawn by I. Whitehead),,44-43,,
5:34.0,I. Whitehead makes free throw 1 of 2,1,45-43,,
5:34.0,Official timeout,,45-43,,
5:34.0,S. Kilpatrick enters the game for B. Bogdanovic,,45-43,,
5:34.0,J. Harris enters the game for C. LeVert,,45-43,,
5:34.0,,,45-43,,J. Embiid enters the game for J. Okafor
5:21.0,,,45-46,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by R. Covington)
5:03.0,Shooting foul by R. Covington (drawn by B. Lopez),,45-46,,
5:03.0,B. Lopez makes free throw 1 of 2,1,46-46,,
5:03.0,B. Lopez makes free throw 2 of 2,1,47-46,,
5:03.0,J. Lin enters the game for I. Whitehead,,46-46,,
5:03.0,T. Booker enters the game for L. Scola,,46-46,,
5:03.0,,,46-46,,D. Saric enters the game for G. Henderson
4:53.0,,,47-46,,Turnover by J. Embiid (bad pass; steal by B. Lopez)
4:43.0,S. Kilpatrick misses 3-pt shot from 25 ft,,47-46,,
4:41.0,,,47-46,,Defensive rebound by J. Embiid
4:29.0,,,47-46,,Turnover by S. Rodriguez (bad pass)
4:10.0,J. Lin misses 3-pt shot from 25 ft,,47-46,,
4:09.0,,,47-46,,Defensive rebound by S. Rodriguez
4:03.0,,,47-46,,S. Rodriguez misses 2-pt shot from 2 ft
4:02.0,Defensive rebound by B. Lopez,,47-46,,
3:54.0,Shooting foul by S. Rodriguez (drawn by B. Lopez),,47-46,,
3:54.0,B. Lopez makes free throw 1 of 2,1,48-46,,
3:54.0,B. Lopez makes free throw 2 of 2,1,49-46,,
3:43.0,,,49-46,,Turnover by D. Saric (bad pass)
3:40.0,Offensive foul by J. Harris,,49-46,,
3:40.0,Turnover by J. Harris (offensive foul),,49-46,,
3:28.0,,,49-46,,J. Embiid misses 2-pt shot from 8 ft
3:27.0,,,49-46,,Offensive rebound by R. Covington
3:27.0,,,49-48,2,R. Covington makes 2-pt shot from 1 ft
3:03.0,Turnover by J. Lin (bad pass),,49-48,,
3:03.0,,,49-48,,H. Thompson enters the game for E. Ilyasova
2:47.0,,,49-50,2,R. Covington makes 2-pt shot from 1 ft (assist by S. Rodriguez)
2:47.0,Brooklyn full timeout,,49-50,,
2:47.0,,,49-50,,T. McConnell enters the game for S. Rodriguez
2:47.0,,,49-50,,J. Okafor enters the game for J. Embiid
2:36.0,B. Lopez makes 2-pt shot from 9 ft (assist by T. Booker),2,51-50,,
2:29.0,,,51-50,,R. Covington misses 3-pt shot from 26 ft
2:27.0,,,51-50,,Offensive rebound by D. Saric
2:26.0,,,51-52,2,D. Saric makes 2-pt shot from 1 ft
2:13.0,J. Lin misses 3-pt shot from 25 ft,,51-52,,
2:11.0,,,51-52,,Defensive rebound by R. Covington
2:04.0,Personal foul by J. Harris (drawn by D. Saric),,51-52,,
1:56.0,,,51-54,2,T. McConnell makes 2-pt shot from 2 ft
1:46.0,Shooting foul by J. Okafor (drawn by B. Lopez),,51-54,,
1:46.0,B. Lopez makes free throw 1 of 2,1,52-54,,
1:46.0,B. Lopez makes free throw 2 of 2,1,53-54,,
1:31.0,,,53-54,,D. Saric misses 2-pt shot from 3 ft (block by B. Lopez)
1:29.0,,,53-54,,Offensive rebound by T. McConnell
1:28.0,,,53-54,,H. Thompson misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by J. Harris,,53-54,,
1:12.0,J. Harris misses 3-pt shot from 24 ft,,53-54,,
1:11.0,,,53-54,,Defensive rebound by H. Thompson
0:54.0,,,53-54,,H. Thompson misses 2-pt shot from 21 ft
0:52.0,Defensive rebound by T. Booker,,53-54,,
0:38.0,J. Harris makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,56-54,,
0:38.0,,,56-54,,Philadelphia full timeout
0:31.0,,,56-54,,T. McConnell misses 2-pt shot from 10 ft
0:29.0,Defensive rebound by T. Booker,,56-54,,
0:24.0,Turnover by T. Booker (lost ball; steal by R. Covington),,56-54,,
0:09.0,,,56-54,,Turnover by R. Covington (traveling)
0:01.0,Shooting foul by J. Okafor (drawn by J. Lin),,56-54,,
0:01.0,J. Lin misses free throw 1 of 2,,56-54,,
0:01.0,Offensive rebound by Team,,56-54,,
0:01.0,J. Lin makes free throw 2 of 2,1,57-54,,
0:00.0,,,57-54,,J. Okafor misses 2-pt shot from 22 ft
0:00.0,,,57-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,I. Whitehead makes 3-pt shot from 26 ft (assist by S. Kilpatrick),3,60-54,,
11:34.0,,,60-57,3,R. Covington makes 3-pt shot from 27 ft
11:16.0,B. Lopez misses 2-pt shot from 1 ft (block by J. Embiid),,60-57,,
11:14.0,,,60-57,,Defensive rebound by J. Okafor
11:10.0,,,60-59,2,R. Covington makes 2-pt shot at rim (assist by S. Rodriguez)
10:41.0,B. Bogdanovic misses 3-pt shot from 25 ft,,60-59,,
10:39.0,Offensive rebound by B. Bogdanovic,,60-59,,
10:37.0,B. Bogdanovic makes 2-pt shot from 21 ft,2,62-59,,
10:20.0,,,62-59,,S. Rodriguez misses 3-pt shot from 26 ft
10:19.0,Defensive rebound by S. Kilpatrick,,62-59,,
10:12.0,T. Booker makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,64-59,,
10:12.0,,,64-59,,Philadelphia full timeout
9:57.0,,,64-59,,G. Henderson misses 2-pt shot from 16 ft
9:55.0,Defensive rebound by B. Bogdanovic,,64-59,,
9:38.0,S. Kilpatrick makes 2-pt shot from 8 ft,2,66-59,,
9:24.0,,,66-59,,J. Okafor misses 2-pt shot from 1 ft (block by B. Lopez)
9:21.0,Defensive rebound by T. Booker,,66-59,,
9:11.0,Shooting foul by J. Okafor (drawn by B. Bogdanovic),,66-59,,
9:11.0,B. Bogdanovic makes free throw 1 of 2,1,67-59,,
9:11.0,B. Bogdanovic makes free throw 2 of 2,1,68-59,,
8:54.0,,,68-61,2,J. Embiid makes 2-pt shot from 5 ft
8:40.0,T. Booker misses 2-pt shot from 3 ft (block by J. Embiid),,68-61,,
8:40.0,,,68-61,,Defensive rebound by Team
8:28.0,,,68-63,2,J. Embiid makes 2-pt shot at rim (assist by S. Rodriguez)
8:07.0,,,68-63,,Personal foul by J. Embiid (drawn by S. Kilpatrick)
8:01.0,B. Bogdanovic misses 2-pt shot from 13 ft,,68-63,,
8:00.0,,,68-63,,Defensive rebound by J. Embiid
7:51.0,Personal foul by T. Booker (drawn by S. Rodriguez),,68-63,,
7:42.0,,,68-63,,Turnover by J. Okafor (traveling)
7:28.0,Turnover by Team (5 sec),,68-63,,
7:28.0,A. Bennett enters the game for I. Whitehead,,68-63,,
7:28.0,J. Harris enters the game for B. Lopez,,68-63,,
7:14.0,,,68-65,2,J. Embiid makes 2-pt shot from 2 ft (assist by G. Henderson)
6:58.0,B. Bogdanovic makes 2-pt shot from 7 ft,2,70-65,,
6:43.0,,,70-65,,S. Rodriguez misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by S. Kilpatrick,,70-65,,
6:33.0,Turnover by S. Kilpatrick (bad pass; steal by J. Embiid),,70-65,,
6:29.0,,,70-65,,J. Embiid misses 2-pt shot from 1 ft
6:28.0,,,70-65,,Offensive rebound by J. Embiid
6:27.0,,,70-67,2,J. Embiid makes 2-pt shot from 2 ft
6:27.0,Brooklyn full timeout,,70-67,,
6:27.0,,,70-67,,E. Ilyasova enters the game for J. Embiid
6:16.0,Turnover by S. Kilpatrick (bad pass; steal by G. Henderson),,70-67,,
5:52.0,,,70-67,,R. Covington misses 3-pt shot from 27 ft
5:50.0,Defensive rebound by J. Harris,,70-67,,
5:46.0,Shooting foul by S. Rodriguez (drawn by S. Kilpatrick),,70-67,,
5:46.0,S. Kilpatrick makes free throw 1 of 2,1,71-67,,
5:46.0,S. Kilpatrick makes free throw 2 of 2,1,72-67,,
5:46.0,,,71-67,,D. Saric enters the game for J. Okafor
5:46.0,,,71-67,,T. McConnell enters the game for S. Rodriguez
5:31.0,,,72-67,,D. Saric misses 3-pt shot from 26 ft
5:28.0,,,72-67,,Offensive rebound by R. Covington
5:28.0,J. Lin enters the game for S. Kilpatrick,,72-67,,
5:28.0,R. Hollis-Jefferson enters the game for B. Bogdanovic,,72-67,,
5:17.0,,,72-67,,E. Ilyasova misses 3-pt shot from 26 ft
5:16.0,Defensive rebound by R. Hollis-Jefferson,,72-67,,
5:13.0,Shooting foul by T. McConnell (drawn by R. Hollis-Jefferson),,72-67,,
5:13.0,R. Hollis-Jefferson misses free throw 1 of 2,,72-67,,
5:13.0,Offensive rebound by Team,,72-67,,
5:13.0,R. Hollis-Jefferson misses free throw 2 of 2,,72-67,,
5:12.0,,,72-67,,Defensive rebound by E. Ilyasova
4:55.0,,,72-67,,R. Covington misses 2-pt shot from 23 ft
4:54.0,Defensive rebound by A. Bennett,,72-67,,
4:43.0,T. Booker misses 2-pt shot from 21 ft,,72-67,,
4:41.0,,,72-67,,Defensive rebound by R. Covington
4:29.0,,,72-70,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by G. Henderson)
4:19.0,J. Harris makes 2-pt shot from 20 ft (assist by J. Lin),2,74-70,,
3:59.0,,,74-72,2,G. Henderson makes 2-pt shot from 13 ft
3:39.0,J. Harris misses 2-pt shot from 2 ft,,74-72,,
3:38.0,Offensive rebound by A. Bennett,,74-72,,
3:38.0,A. Bennett misses 2-pt shot from 3 ft,,74-72,,
3:36.0,,,74-72,,Defensive rebound by E. Ilyasova
3:26.0,,,74-72,,Turnover by T. McConnell (bad pass; steal by R. Hollis-Jefferson)
3:20.0,J. Lin misses 3-pt shot from 27 ft,,74-72,,
3:18.0,Offensive rebound by R. Hollis-Jefferson,,74-72,,
3:14.0,Shooting foul by D. Saric (drawn by R. Hollis-Jefferson),,74-72,,
3:14.0,R. Hollis-Jefferson misses free throw 1 of 2,,74-72,,
3:14.0,Offensive rebound by Team,,74-72,,
3:14.0,R. Hollis-Jefferson makes free throw 2 of 2,1,75-72,,
3:14.0,,,74-72,,H. Thompson enters the game for R. Covington
3:14.0,,,74-72,,J. Embiid enters the game for G. Henderson
3:14.0,B. Lopez enters the game for T. Booker,,74-72,,
2:59.0,,,75-74,2,J. Embiid makes 2-pt shot from 4 ft (assist by D. Saric)
2:44.0,Shooting foul by J. Embiid (drawn by B. Lopez),,75-74,,
2:44.0,B. Lopez misses free throw 1 of 2,,75-74,,
2:44.0,Offensive rebound by Team,,75-74,,
2:44.0,B. Lopez makes free throw 2 of 2,1,76-74,,
2:37.0,,,76-74,,E. Ilyasova misses 3-pt shot from 26 ft
2:35.0,,,76-74,,Offensive rebound by J. Embiid
2:27.0,,,76-74,,T. McConnell misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by B. Lopez,,76-74,,
2:10.0,B. Lopez misses 2-pt shot from 2 ft,,76-74,,
2:08.0,,,76-74,,Defensive rebound by H. Thompson
1:46.0,,,76-74,,T. McConnell misses 2-pt shot from 8 ft
1:44.0,Defensive rebound by R. Hollis-Jefferson,,76-74,,
1:36.0,J. Lin makes 2-pt shot from 23 ft (assist by R. Hollis-Jefferson),2,78-74,,
1:12.0,,,78-76,2,J. Embiid makes 2-pt shot from 11 ft (assist by E. Ilyasova)
0:59.0,J. Harris makes 3-pt shot from 26 ft (assist by B. Lopez),3,81-76,,
0:39.0,,,81-79,3,J. Embiid makes 3-pt shot from 25 ft (assist by T. McConnell)
0:35.0,J. Lin makes 2-pt shot from 2 ft,2,83-79,,
0:35.0,Shooting foul by E. Ilyasova (drawn by J. Lin),,83-79,,
0:35.0,J. Lin makes free throw 1 of 1,1,84-79,,
0:27.0,,,84-79,,Shooting foul by R. Hollis-Jefferson (drawn by J. Embiid)
0:27.0,,,84-80,1,J. Embiid makes free throw 1 of 2
0:27.0,,,84-81,1,J. Embiid makes free throw 2 of 2
0:27.0,,,84-80,,R. Covington enters the game for H. Thompson
0:15.0,,,84-81,,Personal block foul by E. Ilyasova (drawn by J. Lin)
0:15.0,J. Lin makes free throw 1 of 2,1,85-81,,
0:15.0,J. Lin makes free throw 2 of 2,1,86-81,,
0:15.0,T. Booker enters the game for B. Lopez,,85-81,,
0:05.0,,,86-83,2,T. McConnell makes 2-pt shot from 1 ft
0:01.0,J. Lin misses 3-pt shot from 25 ft,,86-83,,
0:00.0,Offensive rebound by Team,,86-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,86-83,,D. Saric misses 3-pt shot from 27 ft
11:40.0,Defensive rebound by L. Scola,,86-83,,
11:27.0,Turnover by R. Hollis-Jefferson (step out of bounds),,86-83,,
11:15.0,,,86-85,2,E. Ilyasova makes 2-pt shot from 17 ft (assist by T. McConnell)
10:50.0,R. Hollis-Jefferson misses 3-pt shot from 24 ft,,86-85,,
10:49.0,,,86-85,,Defensive rebound by J. Embiid
10:40.0,,,86-87,2,T. McConnell makes 2-pt shot from 12 ft
10:28.0,C. LeVert misses 3-pt shot from 23 ft,,86-87,,
10:26.0,,,86-87,,Defensive rebound by J. Embiid
10:13.0,,,86-89,2,J. Embiid makes 2-pt shot from 1 ft (assist by D. Saric)
9:57.0,C. LeVert misses 2-pt shot from 2 ft,,86-89,,
9:56.0,Offensive rebound by Team,,86-89,,
9:56.0,,,86-89,,J. Okafor enters the game for J. Embiid
9:53.0,I. Whitehead misses 2-pt shot from 1 ft,,86-89,,
9:51.0,,,86-89,,Defensive rebound by D. Saric
9:45.0,,,86-92,3,D. Saric makes 3-pt shot from 28 ft (assist by T. McConnell)
9:43.0,Brooklyn full timeout,,86-92,,
9:31.0,B. Bogdanovic misses 3-pt shot from 24 ft,,86-92,,
9:30.0,,,86-92,,Defensive rebound by T. McConnell
9:22.0,,,86-92,,E. Ilyasova misses 2-pt shot from 2 ft
9:20.0,,,86-92,,Offensive rebound by J. Okafor
9:20.0,,,86-92,,J. Okafor misses 2-pt shot from 2 ft
9:18.0,,,86-92,,Offensive rebound by J. Okafor
9:18.0,,,86-92,,J. Okafor misses 2-pt shot from 4 ft
9:18.0,,,86-92,,Offensive rebound by Team
9:09.0,,,86-94,2,E. Ilyasova makes 2-pt shot from 15 ft (assist by T. McConnell)
9:03.0,Shooting foul by T. McConnell (drawn by I. Whitehead),,86-94,,
9:03.0,I. Whitehead misses free throw 1 of 2,,86-94,,
9:03.0,Offensive rebound by Team,,86-94,,
9:03.0,I. Whitehead makes free throw 2 of 2,1,87-94,,
9:03.0,B. Lopez enters the game for R. Hollis-Jefferson,,86-94,,
8:47.0,,,87-94,,J. Okafor misses 2-pt shot from 8 ft
8:46.0,Defensive rebound by I. Whitehead,,87-94,,
8:29.0,L. Scola makes 2-pt shot from 2 ft (assist by B. Lopez),2,89-94,,
8:15.0,,,89-94,,Turnover by H. Thompson (bad pass)
8:15.0,,,89-94,,R. Covington enters the game for D. Saric
7:58.0,B. Bogdanovic misses 3-pt shot from 27 ft,,89-94,,
7:56.0,,,89-94,,Defensive rebound by E. Ilyasova
7:38.0,,,89-96,2,T. McConnell makes 2-pt shot from 8 ft
7:24.0,C. LeVert makes 2-pt shot from 12 ft (assist by B. Lopez),2,91-96,,
7:02.0,,,91-96,,R. Covington misses 3-pt shot from 26 ft
7:00.0,,,91-96,,Offensive rebound by J. Okafor
6:58.0,,,91-96,,Shooting foul by B. Lopez (drawn by J. Okafor)
6:58.0,,,91-96,,J. Okafor misses free throw 1 of 2
6:58.0,,,91-96,,Offensive rebound by Team
6:58.0,,,91-97,1,J. Okafor makes free throw 2 of 2
6:58.0,J. Harris enters the game for I. Whitehead,,91-96,,
