time,Washington,pts.away,score,pts.home,Boston
4:51.0,,,14-15,,A. Bradley misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by M. Morris,,14-15,,
4:39.0,J. Wall misses 2-pt shot from 18 ft,,14-15,,
4:38.0,,,14-15,,Defensive rebound by I. Thomas
4:33.0,Violation by M. Gortat (kicked ball),,14-15,,
4:33.0,,,14-15,,M. Smart enters the game for I. Thomas
4:33.0,B. Bogdanovic enters the game for O. Porter,,14-15,,
4:27.0,,,14-15,,K. Olynyk misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by B. Bogdanovic,,14-15,,
4:02.0,B. Beal misses 2-pt shot from 1 ft (block by A. Bradley),,14-15,,
4:01.0,,,14-15,,Defensive rebound by K. Olynyk
3:53.0,,,14-17,2,A. Bradley makes 2-pt shot from 2 ft (assist by K. Olynyk)
3:29.0,,,14-17,,Personal foul by M. Smart (drawn by M. Morris)
3:29.0,I. Mahinmi enters the game for M. Gortat,,14-17,,
3:23.0,,,14-17,,Shooting block foul by K. Olynyk (drawn by J. Wall)
3:23.0,J. Wall makes 2-pt shot from 1 ft,2,16-17,,
3:23.0,J. Wall makes free throw 1 of 1,1,17-17,,
3:23.0,,,16-17,,J. Brown enters the game for J. Crowder
3:06.0,,,17-19,2,K. Olynyk makes 2-pt shot from 2 ft (assist by M. Smart)
2:48.0,J. Wall misses 2-pt shot from 21 ft,,17-19,,
2:47.0,,,17-19,,Defensive rebound by J. Brown
2:29.0,,,17-22,3,J. Brown makes 3-pt shot from 23 ft (assist by M. Smart)
2:06.0,Turnover by J. Wall (bad pass; steal by A. Horford),,17-22,,
1:58.0,,,17-22,,Shooting foul by I. Mahinmi (drawn by J. Brown)
1:58.0,,,17-22,,Boston full timeout
1:58.0,,,17-23,1,J. Brown makes free throw 1 of 2
1:58.0,,,17-24,1,J. Brown makes free throw 2 of 2
1:58.0,B. Jennings enters the game for J. Wall,,17-22,,
1:58.0,,,17-22,,A. Johnson enters the game for A. Horford
1:58.0,,,17-23,,I. Thomas enters the game for A. Bradley
1:43.0,,,17-24,,Loose ball foul by M. Smart (drawn by B. Beal)
1:43.0,B. Beal makes free throw 1 of 2,1,18-24,,
1:43.0,B. Beal makes free throw 2 of 2,1,19-24,,
1:31.0,,,19-24,,M. Smart misses 2-pt shot from 2 ft
1:30.0,Defensive rebound by M. Morris,,19-24,,
1:21.0,M. Morris misses 3-pt shot from 25 ft,,19-24,,
1:20.0,,,19-24,,Defensive rebound by J. Brown
1:06.0,,,19-24,,A. Johnson misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by Team,,19-24,,
1:05.0,,,19-24,,Loose ball foul by A. Johnson (drawn by B. Bogdanovic)
1:05.0,B. Bogdanovic makes free throw 1 of 2,1,20-24,,
1:05.0,B. Bogdanovic makes free throw 2 of 2,1,21-24,,
1:05.0,,,20-24,,J. Crowder enters the game for A. Johnson
0:44.0,,,21-24,,J. Brown misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by M. Morris,,21-24,,
0:27.0,M. Morris makes 2-pt shot from 6 ft,2,23-24,,
0:06.0,,,23-26,2,K. Olynyk makes 2-pt shot from 3 ft
0:06.0,,,23-26,,Shooting foul by I. Mahinmi (drawn by K. Olynyk)
0:06.0,,,23-27,1,K. Olynyk makes free throw 1 of 1
0:06.0,J. Wall enters the game for B. Jennings,,23-26,,
0:06.0,,,23-26,,A. Bradley enters the game for I. Thomas
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,B. Beal misses 2-pt shot from 13 ft,,23-27,,
11:40.0,Offensive rebound by O. Porter,,23-27,,
11:40.0,O. Porter makes 2-pt shot from 3 ft,2,25-27,,
11:22.0,,,25-29,2,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart)
10:59.0,Turnover by I. Mahinmi (3 sec),,25-29,,
10:44.0,,,25-29,,I. Thomas misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by O. Porter,,25-29,,
10:25.0,,,25-29,,Shooting block foul by K. Olynyk (drawn by I. Mahinmi)
10:25.0,I. Mahinmi misses free throw 1 of 2,,25-29,,
10:25.0,Offensive rebound by Team,,25-29,,
10:25.0,I. Mahinmi misses free throw 2 of 2,,25-29,,
10:25.0,,,25-29,,Defensive rebound by J. Crowder
10:11.0,,,25-31,2,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas)
10:11.0,Washington full timeout,,25-31,,
10:11.0,J. Wall enters the game for B. Beal,,25-31,,
9:54.0,I. Mahinmi misses 2-pt shot from 3 ft,,25-31,,
9:53.0,,,25-31,,Defensive rebound by K. Olynyk
9:32.0,,,25-31,,I. Thomas misses 2-pt shot from 3 ft
9:31.0,Defensive rebound by O. Porter,,25-31,,
9:25.0,J. Wall makes 2-pt shot from 10 ft,2,27-31,,
9:09.0,,,27-31,,Shooting foul by B. Jennings (drawn by I. Thomas)
9:09.0,,,27-32,1,I. Thomas makes free throw 1 of 2
9:09.0,,,27-32,,I. Thomas misses free throw 2 of 2
9:09.0,Defensive rebound by O. Porter,,27-32,,
9:09.0,,,27-32,,A. Bradley enters the game for M. Smart
8:59.0,Shooting foul by J. Brown (drawn by O. Porter),,27-32,,
8:59.0,O. Porter makes free throw 1 of 2,1,28-32,,
8:59.0,O. Porter makes free throw 2 of 2,1,29-32,,
8:59.0,M. Morris enters the game for I. Mahinmi,,28-32,,
8:59.0,,,28-32,,A. Horford enters the game for K. Olynyk
8:42.0,,,29-34,2,J. Crowder makes 2-pt shot from 17 ft (assist by A. Horford)
8:21.0,Turnover by B. Jennings (bad pass),,29-34,,
8:21.0,B. Beal enters the game for B. Jennings,,29-34,,
8:07.0,,,29-34,,I. Thomas misses 2-pt shot from 15 ft (block by M. Morris)
8:07.0,Defensive rebound by M. Morris,,29-34,,
8:04.0,Shooting foul by J. Crowder (drawn by B. Beal),,29-34,,
8:04.0,B. Beal makes free throw 1 of 2,1,30-34,,
8:04.0,B. Beal makes free throw 2 of 2,1,31-34,,
8:04.0,,,30-34,,T. Rozier enters the game for J. Brown
7:52.0,,,31-34,,J. Crowder misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by O. Porter,,31-34,,
7:38.0,J. Wall makes 2-pt shot from 2 ft,2,33-34,,
7:24.0,,,33-36,2,I. Thomas makes 2-pt shot from 2 ft
7:22.0,Turnover by M. Morris (bad pass; steal by T. Rozier),,33-36,,
7:20.0,,,33-38,2,J. Crowder makes 2-pt shot from 1 ft (assist by T. Rozier)
6:56.0,B. Bogdanovic makes 3-pt shot from 26 ft,3,36-38,,
6:38.0,,,36-40,2,A. Horford makes 2-pt shot from 2 ft (assist by I. Thomas)
6:26.0,M. Morris misses 2-pt shot from 18 ft,,36-40,,
6:24.0,Offensive rebound by Team,,36-40,,
6:24.0,,,36-40,,Loose ball foul by J. Crowder (drawn by O. Porter)
6:24.0,M. Gortat enters the game for B. Bogdanovic,,36-40,,
6:24.0,,,36-40,,K. Olynyk enters the game for J. Crowder
6:15.0,J. Wall misses 2-pt shot from 17 ft,,36-40,,
6:15.0,,,36-40,,Defensive rebound by A. Horford
6:03.0,,,36-40,,Shooting foul by J. Wall (drawn by A. Bradley)
6:03.0,,,36-41,1,A. Bradley makes free throw 1 of 2
6:03.0,,,36-42,1,A. Bradley makes free throw 2 of 2
5:54.0,B. Beal misses 2-pt shot from 7 ft,,36-42,,
5:53.0,Offensive rebound by M. Gortat,,36-42,,
5:53.0,M. Gortat misses 2-pt shot from 3 ft,,36-42,,
5:51.0,,,36-42,,Defensive rebound by Team
5:51.0,Official timeout,,36-42,,
5:51.0,,,36-42,,M. Smart enters the game for I. Thomas
5:37.0,,,36-42,,A. Horford misses 2-pt shot from 20 ft
5:36.0,Defensive rebound by M. Morris,,36-42,,
5:28.0,Turnover by M. Gortat (bad pass),,36-42,,
5:13.0,,,36-42,,K. Olynyk misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by O. Porter,,36-42,,
4:50.0,M. Morris misses 2-pt shot from 13 ft,,36-42,,
4:49.0,,,36-42,,Defensive rebound by A. Horford
4:45.0,Personal foul by M. Morris (drawn by A. Horford),,36-42,,
4:35.0,,,36-42,,A. Bradley misses 2-pt shot from 20 ft
4:34.0,Defensive rebound by B. Beal,,36-42,,
4:22.0,M. Morris makes 3-pt shot from 23 ft (assist by B. Beal),3,39-42,,
4:02.0,,,39-44,2,K. Olynyk makes 2-pt shot from 3 ft (assist by A. Horford)
3:50.0,,,39-44,,Personal foul by T. Rozier (drawn by O. Porter)
3:50.0,O. Porter makes free throw 1 of 2,1,40-44,,
3:50.0,O. Porter makes free throw 2 of 2,1,41-44,,
3:50.0,,,40-44,,I. Thomas enters the game for T. Rozier
3:42.0,Personal foul by M. Gortat (drawn by A. Horford),,41-44,,
3:32.0,,,41-44,,Turnover by I. Thomas (bad pass; steal by M. Morris)
3:26.0,J. Wall makes 2-pt shot from 1 ft (assist by O. Porter),2,43-44,,
3:11.0,,,43-46,2,I. Thomas makes 2-pt shot from 4 ft
2:50.0,O. Porter makes 2-pt shot from 5 ft,2,45-46,,
2:32.0,,,45-46,,Shooting foul by M. Gortat (drawn by I. Thomas)
2:32.0,,,45-46,,Boston full timeout
2:32.0,,,45-47,1,I. Thomas makes free throw 1 of 2
2:32.0,,,45-48,1,I. Thomas makes free throw 2 of 2
2:32.0,,,45-46,,J. Crowder enters the game for M. Smart
2:21.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,48-48,,
2:07.0,,,48-48,,Turnover by K. Olynyk (bad pass; steal by O. Porter)
2:06.0,Turnover by O. Porter (bad pass),,48-48,,
1:55.0,,,48-48,,Shooting foul by B. Beal (drawn by K. Olynyk)
1:55.0,,,48-49,1,K. Olynyk makes free throw 1 of 2
1:55.0,,,48-49,,K. Olynyk misses free throw 2 of 2
1:55.0,Defensive rebound by M. Gortat,,48-49,,
1:33.0,J. Wall makes 2-pt shot from 20 ft,2,50-49,,
1:18.0,,,50-51,2,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas)
0:59.0,B. Beal makes 2-pt shot from 11 ft (assist by J. Wall),2,52-51,,
0:51.0,,,52-51,,I. Thomas misses 2-pt shot from 17 ft
0:49.0,Defensive rebound by Team,,52-51,,
0:49.0,,,52-51,,Personal foul by K. Olynyk (drawn by M. Morris)
0:49.0,M. Morris misses free throw 1 of 2,,52-51,,
0:49.0,Offensive rebound by Team,,52-51,,
0:49.0,M. Morris makes free throw 2 of 2,1,53-51,,
0:49.0,,,52-51,,M. Smart enters the game for K. Olynyk
0:34.0,,,53-51,,A. Bradley misses 2-pt shot from 3 ft (block by M. Gortat)
0:33.0,Defensive rebound by M. Gortat,,53-51,,
0:31.0,O. Porter misses 2-pt shot from 2 ft (block by M. Smart),,53-51,,
0:30.0,,,53-51,,Defensive rebound by M. Smart
0:29.0,Personal foul by M. Morris (drawn by M. Smart),,53-51,,
0:29.0,,,53-52,1,M. Smart makes free throw 1 of 2
0:29.0,,,53-53,1,M. Smart makes free throw 2 of 2
0:29.0,,,53-52,,J. Brown enters the game for I. Thomas
0:06.0,Shooting foul by M. Smart (drawn by B. Beal),,53-53,,
0:06.0,B. Beal makes free throw 1 of 2,1,54-53,,
0:06.0,B. Beal makes free throw 2 of 2,1,55-53,,
0:06.0,,,55-53,,Boston full timeout
0:06.0,I. Mahinmi enters the game for M. Gortat,,54-53,,
0:06.0,,,54-53,,A. Johnson enters the game for M. Smart
0:06.0,K. Oubre enters the game for B. Beal,,55-53,,
0:06.0,J. Smith enters the game for J. Wall,,55-53,,
0:06.0,,,55-53,,I. Thomas enters the game for A. Johnson
0:06.0,,,55-53,,M. Smart enters the game for A. Horford
0:06.0,,,55-53,,K. Olynyk enters the game for J. Brown
0:03.0,,,55-53,,M. Smart misses 2-pt shot from 1 ft (block by I. Mahinmi)
0:02.0,Defensive rebound by J. Smith,,55-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,B. Beal makes 2-pt shot from 18 ft,2,57-53,,
11:25.0,,,57-55,2,A. Bradley makes 2-pt shot from 2 ft (assist by A. Horford)
11:00.0,Turnover by M. Gortat (lost ball; steal by A. Johnson),,57-55,,
10:47.0,Personal foul by M. Morris (drawn by A. Horford),,57-55,,
10:35.0,,,57-55,,A. Horford misses 2-pt shot from 14 ft
10:34.0,Defensive rebound by J. Wall,,57-55,,
10:17.0,M. Morris misses 3-pt shot from 26 ft,,57-55,,
10:16.0,Offensive rebound by J. Wall,,57-55,,
10:10.0,O. Porter makes 2-pt shot from 2 ft (assist by M. Morris),2,59-55,,
9:53.0,,,59-55,,J. Crowder misses 3-pt shot from 24 ft
9:53.0,,,59-55,,Offensive rebound by A. Johnson
9:47.0,,,59-57,2,J. Crowder makes 2-pt shot from 3 ft (assist by A. Bradley)
9:41.0,J. Wall makes 3-pt shot from 25 ft,3,62-57,,
9:27.0,,,62-59,2,I. Thomas makes 2-pt shot from 3 ft
9:08.0,Turnover by M. Gortat (traveling),,62-59,,
8:54.0,,,62-59,,A. Horford misses 2-pt shot from 16 ft
8:53.0,Defensive rebound by O. Porter,,62-59,,
8:39.0,,,62-59,,Personal foul by A. Bradley (drawn by J. Wall)
8:39.0,,,62-59,,J. Brown enters the game for A. Johnson
8:28.0,B. Beal makes 2-pt shot from 8 ft,2,64-59,,
8:11.0,,,64-61,2,I. Thomas makes 2-pt shot from 15 ft
7:54.0,Turnover by M. Morris (lost ball; steal by J. Crowder),,64-61,,
7:44.0,,,64-64,3,A. Horford makes 3-pt shot from 25 ft (assist by I. Thomas)
7:28.0,B. Beal makes 2-pt shot from 2 ft,2,66-64,,
7:14.0,,,66-64,,I. Thomas misses 2-pt shot from 3 ft (block by O. Porter)
7:12.0,,,66-64,,Offensive rebound by I. Thomas
7:08.0,,,66-64,,J. Brown misses 3-pt shot from 26 ft
7:06.0,Defensive rebound by M. Gortat,,66-64,,
7:03.0,,,66-64,,Shooting block foul by J. Brown (drawn by J. Wall)
7:03.0,J. Wall makes 2-pt shot from 2 ft (assist by B. Beal),2,68-64,,
7:03.0,J. Wall misses free throw 1 of 1,,68-64,,
7:03.0,Offensive rebound by J. Wall,,68-64,,
6:52.0,Shooting foul by I. Thomas (drawn by O. Porter),,68-64,,
6:52.0,O. Porter makes free throw 1 of 2,1,69-64,,
6:52.0,O. Porter makes free throw 2 of 2,1,70-64,,
6:34.0,,,70-64,,Offensive foul by J. Crowder
6:34.0,,,70-64,,Turnover by J. Crowder (offensive foul)
6:12.0,J. Wall misses 2-pt shot from 20 ft,,70-64,,
6:11.0,,,70-64,,Defensive rebound by Team
6:01.0,,,70-66,2,A. Horford makes 2-pt shot from 3 ft (assist by I. Thomas)
6:01.0,Shooting block foul by M. Gortat (drawn by A. Horford),,70-66,,
6:01.0,,,70-67,1,A. Horford makes free throw 1 of 1
6:01.0,,,70-66,,M. Smart enters the game for I. Thomas
5:39.0,O. Porter makes 2-pt shot from 19 ft (assist by J. Wall),2,72-67,,
5:19.0,,,72-70,3,M. Smart makes 3-pt shot from 26 ft (assist by A. Horford)
5:01.0,Turnover by M. Morris (bad pass; steal by J. Brown),,72-70,,
4:55.0,,,72-72,2,J. Brown makes 2-pt shot from 1 ft (assist by M. Smart)
4:55.0,Washington full timeout,,72-72,,
4:42.0,M. Morris misses 2-pt shot from 10 ft,,72-72,,
4:42.0,Offensive rebound by M. Gortat,,72-72,,
4:41.0,Shooting foul by J. Brown (drawn by M. Gortat),,72-72,,
4:41.0,M. Gortat makes free throw 1 of 2,1,73-72,,
4:41.0,M. Gortat misses free throw 2 of 2,,73-72,,
4:40.0,,,73-72,,Defensive rebound by A. Horford
4:32.0,,,73-72,,J. Crowder misses 2-pt shot from 13 ft
4:31.0,Defensive rebound by J. Wall,,73-72,,
4:07.0,B. Beal makes 3-pt shot from 26 ft,3,76-72,,
3:43.0,,,76-74,2,A. Horford makes 2-pt shot from 5 ft
3:22.0,O. Porter misses 3-pt shot from 24 ft,,76-74,,
3:20.0,Offensive rebound by B. Beal,,76-74,,
3:16.0,J. Wall misses 3-pt shot from 26 ft,,76-74,,
3:14.0,,,76-74,,Defensive rebound by J. Brown
3:02.0,,,76-74,,Turnover by A. Horford (lost ball; steal by B. Beal)
3:00.0,J. Wall misses 2-pt shot from 2 ft (block by M. Smart),,76-74,,
2:58.0,Offensive rebound by Team,,76-74,,
2:58.0,,,76-74,,Boston full timeout
2:58.0,I. Mahinmi enters the game for M. Gortat,,76-74,,
2:58.0,B. Bogdanovic enters the game for O. Porter,,76-74,,
2:58.0,,,76-74,,I. Thomas enters the game for A. Bradley
2:56.0,B. Beal misses 3-pt shot from 27 ft,,76-74,,
2:55.0,,,76-74,,Defensive rebound by J. Crowder
2:34.0,Shooting block foul by I. Mahinmi (drawn by A. Horford),,76-74,,
2:34.0,,,76-74,,A. Horford misses free throw 1 of 2
2:34.0,,,76-74,,Offensive rebound by Team
2:34.0,,,76-74,,A. Horford misses free throw 2 of 2
2:34.0,,,76-74,,K. Olynyk enters the game for J. Crowder
2:32.0,Defensive rebound by B. Beal,,76-74,,
2:16.0,J. Wall misses 2-pt shot from 10 ft,,76-74,,
2:15.0,,,76-74,,Defensive rebound by K. Olynyk
2:12.0,,,76-74,,Shooting foul by I. Mahinmi (drawn by I. Thomas)
2:12.0,,,76-75,1,I. Thomas makes free throw 1 of 2
2:12.0,,,76-76,1,I. Thomas makes free throw 2 of 2
2:01.0,B. Beal makes 3-pt shot from 26 ft (assist by I. Mahinmi),3,79-76,,
1:46.0,,,79-79,3,I. Thomas makes 3-pt shot from 25 ft
1:22.0,J. Wall misses 3-pt shot from 25 ft,,79-79,,
1:20.0,Offensive rebound by M. Morris,,79-79,,
1:20.0,M. Morris misses 2-pt shot from 3 ft,,79-79,,
1:18.0,,,79-79,,Defensive rebound by M. Smart
1:12.0,J. Smith enters the game for M. Morris,,79-79,,
1:01.0,,,79-82,3,I. Thomas makes 3-pt shot from 25 ft
0:48.0,B. Beal misses 2-pt shot from 2 ft,,79-82,,
0:48.0,,,79-82,,Defensive rebound by M. Smart
0:41.0,,,79-82,,K. Olynyk misses 3-pt shot from 23 ft
0:39.0,,,79-82,,Offensive rebound by A. Horford
0:33.0,,,79-85,3,M. Smart makes 3-pt shot from 23 ft (assist by K. Olynyk)
0:14.0,J. Wall misses 3-pt shot from 25 ft,,79-85,,
0:13.0,,,79-85,,Defensive rebound by M. Smart
0:04.0,,,79-85,,I. Thomas misses 2-pt shot from 23 ft
0:03.0,Defensive rebound by J. Wall,,79-85,,
0:02.0,J. Wall misses 3-pt shot from 70 ft,,79-85,,
0:00.0,Offensive rebound by Team,,79-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-87,2,J. Brown makes 2-pt shot at rim (assist by K. Olynyk)
11:28.0,B. Beal makes 2-pt shot from 18 ft,2,81-87,,
11:08.0,,,81-89,2,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas)
10:49.0,B. Bogdanovic misses 3-pt shot from 23 ft,,81-89,,
10:48.0,Offensive rebound by Team,,81-89,,
10:48.0,O. Porter enters the game for I. Mahinmi,,81-89,,
10:44.0,B. Beal misses 3-pt shot from 24 ft,,81-89,,
10:43.0,,,81-89,,Defensive rebound by Team
10:29.0,Shooting block foul by J. Smith (drawn by K. Olynyk),,81-89,,
10:29.0,,,81-90,1,K. Olynyk makes free throw 1 of 2
10:29.0,,,81-91,1,K. Olynyk makes free throw 2 of 2
10:12.0,Turnover by B. Beal (bad pass),,81-91,,
10:00.0,,,81-94,3,I. Thomas makes 3-pt shot from 26 ft
10:00.0,Washington full timeout,,81-94,,
10:00.0,M. Morris enters the game for B. Bogdanovic,,81-94,,
10:00.0,M. Gortat enters the game for J. Smith,,81-94,,
9:38.0,M. Morris makes 2-pt shot from 8 ft (assist by J. Wall),2,83-94,,
9:21.0,,,83-94,,I. Thomas misses 2-pt shot from 7 ft
9:21.0,Defensive rebound by O. Porter,,83-94,,
9:14.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,85-94,,
8:58.0,,,85-94,,J. Crowder misses 3-pt shot from 22 ft
8:57.0,Defensive rebound by J. Wall,,85-94,,
8:49.0,M. Morris makes 3-pt shot from 25 ft (assist by J. Wall),3,88-94,,
8:49.0,,,88-94,,Boston full timeout
8:49.0,,,88-94,,A. Bradley enters the game for J. Brown
8:49.0,,,88-94,,A. Horford enters the game for J. Crowder
8:39.0,,,88-96,2,M. Smart makes 2-pt shot from 2 ft (assist by K. Olynyk)
8:14.0,B. Beal makes 2-pt shot from 2 ft,2,90-96,,
7:48.0,,,90-96,,I. Thomas misses 2-pt shot from 9 ft
7:47.0,Defensive rebound by M. Gortat,,90-96,,
7:29.0,J. Wall misses 2-pt shot from 19 ft,,90-96,,
7:28.0,,,90-96,,Defensive rebound by M. Smart
7:09.0,,,90-98,2,K. Olynyk makes 2-pt shot from 19 ft (assist by I. Thomas)
6:48.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,93-98,,
6:28.0,,,93-101,3,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas)
6:10.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,96-101,,
6:10.0,Shooting foul by A. Bradley (drawn by B. Beal),,96-101,,
6:10.0,B. Beal makes free throw 1 of 1,1,97-101,,
5:54.0,,,97-103,2,K. Olynyk makes 2-pt shot from 2 ft
5:46.0,Turnover by J. Wall (bad pass),,97-103,,
5:43.0,,,97-103,,Technical foul by K. Olynyk
5:43.0,Technical foul by M. Morris,,97-103,,
5:28.0,,,97-103,,A. Bradley misses 3-pt shot from 25 ft
5:27.0,,,97-103,,Offensive rebound by Team
5:18.0,,,97-103,,M. Smart misses 2-pt shot from 3 ft
5:16.0,,,97-103,,Offensive rebound by K. Olynyk
5:04.0,,,97-105,2,I. Thomas makes 2-pt shot from 1 ft
4:43.0,,,97-105,,Shooting block foul by K. Olynyk (drawn by B. Beal)
4:43.0,B. Beal misses free throw 1 of 2,,97-105,,
4:43.0,Offensive rebound by Team,,97-105,,
4:43.0,B. Beal makes free throw 2 of 2,1,98-105,,
4:17.0,,,98-107,2,K. Olynyk makes 2-pt shot from 1 ft
3:58.0,J. Wall misses 3-pt shot from 24 ft,,98-107,,
3:55.0,Offensive rebound by M. Morris,,98-107,,
3:51.0,B. Beal misses 3-pt shot from 26 ft,,98-107,,
3:49.0,Offensive rebound by M. Gortat,,98-107,,
3:48.0,M. Morris makes 2-pt shot at rim,2,100-107,,
3:26.0,,,100-110,3,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas)
3:25.0,Washington full timeout,,100-110,,
3:13.0,M. Gortat misses 2-pt shot from 3 ft,,100-110,,
3:12.0,,,100-110,,Defensive rebound by A. Horford
2:55.0,,,100-110,,I. Thomas misses 2-pt shot from 13 ft
2:54.0,Defensive rebound by O. Porter,,100-110,,
2:48.0,,,100-110,,Personal foul by A. Bradley (drawn by B. Beal)
2:41.0,,,100-110,,Violation by A. Horford (kicked ball)
2:38.0,B. Beal misses 3-pt shot from 24 ft,,100-110,,
2:36.0,,,100-110,,Defensive rebound by A. Bradley
2:21.0,,,100-110,,K. Olynyk misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by B. Beal,,100-110,,
2:14.0,J. Wall misses 3-pt shot from 26 ft,,100-110,,
2:12.0,,,100-110,,Defensive rebound by K. Olynyk
1:49.0,,,100-110,,A. Bradley misses 2-pt shot from 17 ft
1:48.0,Defensive rebound by M. Morris,,100-110,,
1:37.0,Shooting foul by K. Olynyk (drawn by M. Gortat),,100-110,,
1:37.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,102-110,,
1:37.0,M. Gortat makes free throw 1 of 1,1,103-110,,
