time,New York,pts.away,score,pts.home,Oklahoma City
8:27.0,K. Porzingis misses 2-pt shot from 14 ft,,13-2,,
8:27.0,,,13-2,,Defensive rebound by V. Oladipo
8:16.0,,,13-2,,Shooting foul by D. Rose (drawn by R. Westbrook)
8:16.0,,,13-2,,R. Westbrook misses free throw 1 of 2
8:16.0,,,13-2,,Offensive rebound by Team
8:16.0,,,13-2,,R. Westbrook misses free throw 2 of 2
8:16.0,Defensive rebound by C. Anthony,,13-2,,
8:01.0,K. Porzingis makes 3-pt shot from 25 ft (assist by D. Rose),3,16-2,,
7:49.0,,,16-4,2,R. Westbrook makes 2-pt shot from 12 ft
7:25.0,C. Lee makes 2-pt shot from 4 ft (assist by C. Anthony),2,18-4,,
7:16.0,,,18-6,2,R. Westbrook makes 2-pt shot at rim
7:04.0,D. Rose misses 2-pt shot from 4 ft,,18-6,,
7:04.0,Offensive rebound by Team,,18-6,,
6:57.0,K. Porzingis makes 2-pt shot from 15 ft,2,20-6,,
6:45.0,,,20-6,,D. Sabonis misses 2-pt shot from 6 ft
6:44.0,Defensive rebound by D. Rose,,20-6,,
6:41.0,Turnover by D. Rose (bad pass),,20-6,,
6:41.0,,,20-6,,J. Lauvergne enters the game for D. Sabonis
6:33.0,,,20-6,,Shooting foul by K. Porzingis (drawn by R. Westbrook)
6:33.0,,,20-7,1,R. Westbrook makes free throw 1 of 2
6:33.0,,,20-8,1,R. Westbrook makes free throw 2 of 2
6:23.0,Turnover by C. Lee (bad pass; steal by R. Westbrook),,20-8,,
6:22.0,,,20-10,2,R. Westbrook makes 2-pt shot at rim
6:22.0,,,20-10,,Shooting foul by D. Rose (drawn by R. Westbrook)
6:22.0,,,20-11,1,R. Westbrook makes free throw 1 of 1
6:22.0,,,20-10,,A. Morrow enters the game for V. Oladipo
6:22.0,R. Baker enters the game for D. Rose,,20-10,,
6:09.0,C. Lee makes 2-pt shot from 16 ft (assist by C. Anthony),2,22-11,,
5:50.0,,,22-14,3,A. Morrow makes 3-pt shot from 26 ft (assist by R. Westbrook)
5:29.0,C. Anthony makes 2-pt shot from 11 ft,2,24-14,,
5:17.0,Personal foul by R. Baker (drawn by A. Morrow),,24-14,,
5:03.0,,,24-14,,A. Morrow misses 2-pt shot from 13 ft
5:03.0,Defensive rebound by K. Porzingis,,24-14,,
4:55.0,R. Baker makes 2-pt shot from 1 ft,2,26-14,,
4:44.0,,,26-14,,J. Lauvergne misses 3-pt shot from 23 ft
4:43.0,Defensive rebound by C. Anthony,,26-14,,
4:34.0,C. Anthony makes 2-pt shot from 19 ft,2,28-14,,
4:15.0,,,28-16,2,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook)
4:01.0,K. Porzingis misses 3-pt shot from 26 ft,,28-16,,
4:00.0,,,28-16,,Defensive rebound by S. Adams
3:54.0,,,28-16,,Turnover by R. Westbrook (bad pass)
3:54.0,L. Thomas enters the game for K. Porzingis,,28-16,,
3:36.0,C. Anthony makes 2-pt shot from 10 ft,2,30-16,,
3:21.0,,,30-16,,Shooting foul by W. Hernangomez (drawn by R. Westbrook)
3:21.0,,,30-17,1,R. Westbrook makes free throw 1 of 2
3:21.0,,,30-18,1,R. Westbrook makes free throw 2 of 2
3:21.0,K. O'Quinn enters the game for W. Hernangomez,,30-17,,
3:05.0,C. Anthony makes 3-pt shot from 27 ft (assist by L. Thomas),3,33-18,,
3:05.0,Shooting foul by A. Roberson (drawn by C. Anthony),,33-18,,
3:05.0,C. Anthony makes free throw 1 of 1,1,34-18,,
3:05.0,,,33-18,,V. Oladipo enters the game for A. Morrow
3:05.0,,,33-18,,J. Grant enters the game for S. Adams
2:50.0,,,34-21,3,J. Lauvergne makes 3-pt shot from 23 ft (assist by J. Grant)
2:42.0,New York full timeout,,34-21,,
2:42.0,,,34-21,,C. Payne enters the game for R. Westbrook
2:35.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Baker),3,37-21,,
2:22.0,,,37-23,2,J. Lauvergne makes 2-pt shot from 16 ft (assist by C. Payne)
1:55.0,K. O'Quinn misses 2-pt shot from 17 ft,,37-23,,
1:55.0,,,37-23,,Defensive rebound by C. Payne
1:40.0,,,37-23,,C. Payne misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by L. Thomas,,37-23,,
1:24.0,C. Lee makes 2-pt shot from 16 ft,2,39-23,,
1:10.0,J. Holiday enters the game for C. Lee,,39-23,,
1:00.0,,,39-23,,J. Lauvergne misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by C. Anthony,,39-23,,
0:53.0,,,39-23,,Personal foul by A. Roberson (drawn by C. Anthony)
0:49.0,Turnover by K. O'Quinn (bad pass; steal by J. Lauvergne),,39-23,,
0:45.0,,,39-23,,C. Payne misses 2-pt shot from 2 ft (block by K. O'Quinn)
0:44.0,,,39-23,,Offensive rebound by J. Grant
0:43.0,,,39-23,,Shooting foul by J. Holiday (drawn by J. Grant)
0:43.0,,,39-24,1,J. Grant makes free throw 1 of 2
0:43.0,,,39-25,1,J. Grant makes free throw 2 of 2
0:43.0,,,39-24,,A. Abrines enters the game for A. Roberson
0:21.0,C. Anthony misses 2-pt shot from 17 ft,,39-25,,
0:19.0,,,39-25,,Defensive rebound by J. Lauvergne
0:18.0,Personal foul by L. Thomas (drawn by J. Lauvergne),,39-25,,
0:18.0,,,39-26,1,J. Lauvergne makes free throw 1 of 2
0:18.0,,,39-27,1,J. Lauvergne makes free throw 2 of 2
0:03.0,Turnover by C. Anthony (bad pass; steal by J. Grant),,39-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,Shooting foul by A. Abrines (drawn by J. Holiday),,39-27,,
12:00.0,J. Holiday misses free throw 1 of 2,,39-27,,
12:00.0,Offensive rebound by Team,,39-27,,
12:00.0,J. Holiday makes free throw 2 of 2,1,40-27,,
11:30.0,,,40-27,,Turnover by J. Lauvergne (lost ball; steal by K. O'Quinn)
11:11.0,,,40-27,,Violation by J. Lauvergne (def goaltending)
11:11.0,D. Rose makes 2-pt shot from 1 ft,2,42-27,,
11:00.0,,,42-27,,J. Lauvergne misses 2-pt shot from 2 ft
10:59.0,Defensive rebound by K. Porzingis,,42-27,,
10:51.0,K. O'Quinn misses 2-pt shot from 1 ft (block by J. Grant),,42-27,,
10:50.0,,,42-27,,Defensive rebound by J. Grant
10:43.0,,,42-27,,V. Oladipo misses 3-pt shot from 23 ft
10:42.0,Defensive rebound by L. Thomas,,42-27,,
10:33.0,D. Rose makes 2-pt shot from 2 ft,2,44-27,,
10:33.0,Violation by Team (jump ball),,44-27,,
10:21.0,,,44-29,2,V. Oladipo makes 2-pt shot from 1 ft
10:10.0,K. Porzingis misses 3-pt shot from 25 ft,,44-29,,
10:10.0,,,44-29,,Defensive rebound by J. Lauvergne
10:01.0,,,44-29,,C. Payne misses 2-pt shot from 12 ft (block by K. O'Quinn)
10:01.0,,,44-29,,Offensive rebound by Team
10:01.0,,,44-29,,R. Westbrook enters the game for C. Payne
10:01.0,,,44-29,,D. Sabonis enters the game for J. Lauvergne
9:53.0,,,44-32,3,A. Abrines makes 3-pt shot from 25 ft (assist by J. Grant)
9:36.0,D. Rose makes 2-pt shot from 1 ft,2,46-32,,
9:36.0,Shooting foul by D. Sabonis (drawn by D. Rose),,46-32,,
9:36.0,D. Rose makes free throw 1 of 1,1,47-32,,
9:22.0,,,47-32,,V. Oladipo misses 2-pt shot from 2 ft (block by J. Holiday)
9:21.0,,,47-32,,Offensive rebound by D. Sabonis
9:19.0,,,47-32,,D. Sabonis misses 2-pt shot from 4 ft
9:19.0,Defensive rebound by K. O'Quinn,,47-32,,
9:00.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by D. Rose),2,49-32,,
8:50.0,,,49-34,2,J. Grant makes 2-pt shot from 19 ft (assist by R. Westbrook)
8:35.0,K. Porzingis misses 2-pt shot from 9 ft,,49-34,,
8:34.0,,,49-34,,Defensive rebound by V. Oladipo
8:29.0,,,49-34,,V. Oladipo misses 2-pt shot from 2 ft (block by K. O'Quinn)
8:28.0,,,49-34,,Offensive rebound by Team
8:27.0,Official timeout,,49-34,,
8:27.0,W. Hernangomez enters the game for L. Thomas,,49-34,,
8:27.0,C. Lee enters the game for K. O'Quinn,,49-34,,
8:21.0,,,49-34,,R. Westbrook misses 2-pt shot from 7 ft
8:21.0,Defensive rebound by W. Hernangomez,,49-34,,
8:16.0,D. Rose misses 2-pt shot from 16 ft,,49-34,,
8:16.0,,,49-34,,Defensive rebound by D. Sabonis
8:09.0,,,49-36,2,D. Sabonis makes 2-pt shot from 2 ft (assist by R. Westbrook)
7:46.0,D. Rose makes 2-pt shot from 12 ft,2,51-36,,
7:31.0,,,51-38,2,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo)
7:16.0,C. Lee misses 2-pt shot from 3 ft,,51-38,,
7:15.0,,,51-38,,Defensive rebound by J. Grant
7:08.0,,,51-38,,Turnover by R. Westbrook (lost ball)
7:08.0,,,51-38,,A. Roberson enters the game for J. Grant
7:08.0,,,51-38,,S. Adams enters the game for D. Sabonis
7:08.0,C. Anthony enters the game for J. Holiday,,51-38,,
7:08.0,,,51-38,,D. Sabonis enters the game for V. Oladipo
7:05.0,,,51-38,,Technical foul by Team
7:05.0,C. Anthony makes technical free throw,1,52-38,,
6:49.0,C. Anthony misses 2-pt shot from 22 ft,,52-38,,
6:47.0,Offensive rebound by W. Hernangomez,,52-38,,
6:47.0,W. Hernangomez makes 2-pt shot from 3 ft,2,54-38,,
6:41.0,,,54-38,,A. Roberson misses 2-pt shot from 1 ft
6:40.0,Defensive rebound by K. Porzingis,,54-38,,
6:28.0,Turnover by K. Porzingis (lost ball),,54-38,,
6:19.0,,,54-38,,A. Abrines misses 2-pt shot from 6 ft
6:19.0,Defensive rebound by W. Hernangomez,,54-38,,
5:58.0,Turnover by K. Porzingis (lost ball; steal by D. Sabonis),,54-38,,
5:55.0,,,54-38,,Shooting foul by C. Lee (drawn by R. Westbrook)
5:55.0,,,54-38,,Oklahoma City full timeout
5:55.0,,,54-38,,R. Westbrook misses free throw 1 of 2
5:55.0,,,54-38,,Offensive rebound by Team
5:55.0,,,54-39,1,R. Westbrook makes free throw 2 of 2
5:55.0,L. Thomas enters the game for K. Porzingis,,54-38,,
5:49.0,,,54-39,,Personal foul by S. Adams (drawn by W. Hernangomez)
5:49.0,,,54-39,,V. Oladipo enters the game for A. Abrines
5:38.0,Turnover by C. Anthony (traveling),,54-39,,
5:24.0,,,54-42,3,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:58.0,C. Anthony misses 2-pt shot from 14 ft,,54-42,,
4:57.0,Offensive rebound by Team,,54-42,,
4:41.0,D. Rose misses 2-pt shot from 19 ft,,54-42,,
4:40.0,,,54-42,,Defensive rebound by D. Sabonis
4:34.0,,,54-42,,V. Oladipo misses 2-pt shot from 2 ft
4:33.0,,,54-42,,Offensive rebound by R. Westbrook
4:26.0,Personal foul by W. Hernangomez (drawn by S. Adams),,54-42,,
4:19.0,,,54-44,2,R. Westbrook makes 2-pt shot from 18 ft
3:59.0,Turnover by C. Anthony (lost ball; steal by R. Westbrook),,54-44,,
3:55.0,,,54-46,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
3:55.0,New York full timeout,,54-46,,
3:55.0,K. Porzingis enters the game for L. Thomas,,54-46,,
3:34.0,D. Rose makes 2-pt shot from 1 ft,2,56-46,,
3:16.0,,,56-49,3,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:49.0,K. Porzingis misses 2-pt shot from 7 ft,,56-49,,
2:49.0,,,56-49,,Defensive rebound by R. Westbrook
2:45.0,,,56-51,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
2:23.0,W. Hernangomez misses 2-pt shot from 16 ft,,56-51,,
2:22.0,,,56-51,,Defensive rebound by A. Roberson
2:00.0,,,56-51,,V. Oladipo misses 2-pt shot from 1 ft
2:00.0,,,56-51,,Offensive rebound by S. Adams
2:00.0,,,56-51,,Shooting foul by C. Anthony (drawn by S. Adams)
2:00.0,,,56-52,1,S. Adams makes free throw 1 of 2
2:00.0,,,56-53,1,S. Adams makes free throw 2 of 2
1:39.0,C. Anthony misses 2-pt shot from 12 ft,,56-53,,
1:39.0,,,56-53,,Defensive rebound by R. Westbrook
1:35.0,,,56-53,,Turnover by R. Westbrook (bad pass; steal by D. Rose)
1:27.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by C. Anthony),2,58-53,,
1:24.0,Personal foul by K. Porzingis (drawn by S. Adams),,58-53,,
1:24.0,,,58-53,,S. Adams misses free throw 1 of 2
1:24.0,,,58-53,,Offensive rebound by Team
1:24.0,,,58-54,1,S. Adams makes free throw 2 of 2
1:05.0,D. Rose misses 2-pt shot from 19 ft,,58-54,,
1:04.0,,,58-54,,Defensive rebound by R. Westbrook
0:58.0,,,58-57,3,R. Westbrook makes 3-pt shot from 24 ft
0:47.0,K. Porzingis misses 2-pt shot from 7 ft,,58-57,,
0:46.0,,,58-57,,Defensive rebound by A. Roberson
0:35.0,,,58-60,3,A. Roberson makes 3-pt shot from 26 ft (assist by R. Westbrook)
0:35.0,New York full timeout,,58-60,,
0:19.0,Shooting foul by D. Sabonis (drawn by K. Porzingis),,58-60,,
0:19.0,K. Porzingis makes free throw 1 of 2,1,59-60,,
0:19.0,,,59-60,,Oklahoma City full timeout
0:19.0,K. Porzingis makes free throw 2 of 2,1,60-60,,
0:19.0,,,59-60,,A. Abrines enters the game for A. Roberson
0:19.0,,,59-60,,A. Morrow enters the game for D. Sabonis
0:19.0,R. Baker enters the game for C. Anthony,,59-60,,
0:19.0,L. Thomas enters the game for W. Hernangomez,,59-60,,
0:19.0,J. Holiday enters the game for D. Rose,,59-60,,
0:02.0,,,60-62,2,R. Westbrook makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Turnover by K. Porzingis (bad pass; steal by V. Oladipo),,60-62,,
11:44.0,,,60-64,2,V. Oladipo makes 2-pt shot from 2 ft
11:26.0,D. Rose misses 2-pt shot from 10 ft,,60-64,,
11:25.0,Offensive rebound by D. Rose,,60-64,,
11:21.0,C. Lee misses 3-pt shot from 23 ft,,60-64,,
11:20.0,,,60-64,,Defensive rebound by R. Westbrook
11:10.0,,,60-66,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
10:56.0,Shooting foul by D. Sabonis (drawn by W. Hernangomez),,60-66,,
10:56.0,W. Hernangomez makes free throw 1 of 2,1,61-66,,
10:56.0,W. Hernangomez makes free throw 2 of 2,1,62-66,,
10:42.0,,,62-68,2,V. Oladipo makes 2-pt shot at rim
10:29.0,D. Rose misses 2-pt shot from 2 ft (block by S. Adams),,62-68,,
10:28.0,,,62-68,,Defensive rebound by R. Westbrook
10:23.0,,,62-68,,D. Sabonis misses 2-pt shot from 2 ft (block by K. Porzingis)
10:22.0,,,62-68,,Offensive rebound by R. Westbrook
10:22.0,,,62-70,2,R. Westbrook makes 2-pt shot from 1 ft
10:22.0,New York full timeout,,62-70,,
10:00.0,C. Anthony makes 2-pt shot from 17 ft,2,64-70,,
9:46.0,,,64-70,,Turnover by V. Oladipo (lost ball; steal by D. Rose)
9:40.0,Turnover by D. Rose (lost ball; steal by A. Roberson),,64-70,,
9:24.0,,,64-70,,Turnover by R. Westbrook (bad pass; steal by C. Anthony)
9:13.0,C. Anthony misses 2-pt shot from 16 ft,,64-70,,
9:13.0,,,64-70,,Defensive rebound by R. Westbrook
8:58.0,,,64-70,,Turnover by S. Adams (lost ball; steal by W. Hernangomez)
8:39.0,K. Porzingis misses 3-pt shot from 25 ft,,64-70,,
8:39.0,,,64-70,,Defensive rebound by R. Westbrook
8:38.0,,,64-70,,Oklahoma City full timeout
8:20.0,,,64-72,2,D. Sabonis makes 2-pt shot from 3 ft
7:58.0,K. Porzingis misses 2-pt shot from 20 ft,,64-72,,
7:57.0,,,64-72,,Defensive rebound by D. Sabonis
7:52.0,,,64-72,,R. Westbrook misses 3-pt shot from 24 ft
7:51.0,Defensive rebound by K. Porzingis,,64-72,,
7:29.0,D. Rose makes 2-pt shot from 18 ft,2,66-72,,
7:15.0,,,66-72,,V. Oladipo misses 2-pt shot from 2 ft
7:14.0,Defensive rebound by W. Hernangomez,,66-72,,
7:00.0,C. Anthony misses 2-pt shot from 13 ft,,66-72,,
7:00.0,,,66-72,,Defensive rebound by R. Westbrook
6:54.0,,,66-72,,R. Westbrook misses 2-pt shot from 11 ft (block by W. Hernangomez)
6:54.0,,,66-72,,Offensive rebound by Team
6:54.0,J. Holiday enters the game for K. Porzingis,,66-72,,
6:46.0,,,66-72,,R. Westbrook misses 2-pt shot from 19 ft
6:44.0,Defensive rebound by J. Holiday,,66-72,,
6:35.0,D. Rose makes 2-pt shot from 2 ft,2,68-72,,
6:20.0,,,68-74,2,R. Westbrook makes 2-pt shot from 1 ft
6:11.0,J. Holiday makes 3-pt shot from 25 ft (assist by W. Hernangomez),3,71-74,,
5:56.0,,,71-76,2,R. Westbrook makes 2-pt shot from 14 ft
5:39.0,W. Hernangomez misses 2-pt shot from 2 ft,,71-76,,
5:38.0,,,71-76,,Defensive rebound by V. Oladipo
5:32.0,,,71-76,,A. Roberson misses 2-pt shot from 1 ft (block by C. Anthony)
5:31.0,Defensive rebound by C. Anthony,,71-76,,
5:24.0,J. Holiday misses 3-pt shot from 24 ft,,71-76,,
5:23.0,,,71-76,,Defensive rebound by A. Roberson
5:06.0,,,71-76,,R. Westbrook misses 3-pt shot from 25 ft
5:05.0,Defensive rebound by C. Lee,,71-76,,
4:51.0,C. Anthony misses 3-pt shot from 25 ft,,71-76,,
4:50.0,,,71-76,,Defensive rebound by A. Roberson
4:38.0,,,71-78,2,S. Adams makes 2-pt shot from 10 ft
4:23.0,Offensive foul by C. Anthony,,71-78,,
4:23.0,Turnover by C. Anthony (offensive foul),,71-78,,
4:23.0,,,71-78,,J. Grant enters the game for D. Sabonis
4:23.0,,,71-78,,A. Morrow enters the game for V. Oladipo
4:23.0,K. O'Quinn enters the game for W. Hernangomez,,71-78,,
4:10.0,,,71-78,,R. Westbrook misses 2-pt shot from 7 ft
4:10.0,,,71-78,,Offensive rebound by A. Roberson
4:10.0,,,71-78,,A. Roberson misses 2-pt shot from 2 ft
4:10.0,,,71-78,,Offensive rebound by Team
4:10.0,R. Baker enters the game for C. Lee,,71-78,,
3:58.0,,,71-78,,R. Westbrook misses 2-pt shot from 18 ft
3:58.0,Defensive rebound by D. Rose,,71-78,,
3:53.0,D. Rose makes 2-pt shot from 1 ft,2,73-78,,
3:37.0,,,73-78,,Shooting foul by K. O'Quinn (drawn by A. Roberson)
3:37.0,,,73-79,1,A. Roberson makes free throw 1 of 2
3:37.0,,,73-80,1,A. Roberson makes free throw 2 of 2
3:37.0,,,73-79,,J. Lauvergne enters the game for S. Adams
3:23.0,R. Baker misses 3-pt shot from 25 ft,,73-80,,
3:20.0,Offensive rebound by K. O'Quinn,,73-80,,
3:20.0,,,73-80,,A. Abrines enters the game for A. Roberson
3:20.0,Jump ball: J. Grant vs. K. O'Quinn (D. Rose gains possession),,,,Jump ball: J. Grant vs. K. O'Quinn (D. Rose gains possession)
3:13.0,C. Anthony makes 3-pt shot from 23 ft (assist by J. Holiday),3,76-80,,
3:01.0,,,76-82,2,R. Westbrook makes 2-pt shot from 2 ft
2:43.0,C. Anthony misses 2-pt shot from 15 ft,,76-82,,
2:42.0,,,76-82,,Defensive rebound by R. Westbrook
2:32.0,,,76-82,,J. Lauvergne misses 2-pt shot from 1 ft (block by K. O'Quinn)
2:31.0,Defensive rebound by K. O'Quinn,,76-82,,
2:23.0,Turnover by D. Rose (lost ball; steal by J. Lauvergne),,76-82,,
2:21.0,Personal foul by J. Holiday (drawn by R. Westbrook),,76-82,,
2:21.0,,,76-82,,C. Payne enters the game for R. Westbrook
2:10.0,,,76-85,3,J. Grant makes 3-pt shot from 23 ft (assist by C. Payne)
1:55.0,Turnover by K. O'Quinn (bad pass),,76-85,,
1:34.0,,,76-85,,C. Payne misses 3-pt shot from 27 ft
1:33.0,Defensive rebound by R. Baker,,76-85,,
1:17.0,J. Holiday misses 2-pt shot from 18 ft,,76-85,,
1:17.0,,,76-85,,Defensive rebound by C. Payne
1:04.0,,,76-85,,J. Lauvergne misses 2-pt shot from 4 ft
1:03.0,Defensive rebound by K. O'Quinn,,76-85,,
0:47.0,,,76-85,,Shooting block foul by J. Grant (drawn by R. Baker)
0:47.0,R. Baker makes free throw 1 of 2,1,77-85,,
0:47.0,R. Baker misses free throw 2 of 2,,77-85,,
0:47.0,L. Thomas enters the game for D. Rose,,77-85,,
0:47.0,,,77-85,,V. Oladipo enters the game for A. Morrow
0:46.0,,,77-85,,Defensive rebound by J. Grant
0:26.0,,,77-85,,Turnover by V. Oladipo (traveling)
0:06.0,L. Thomas makes 2-pt shot from 1 ft,2,79-85,,
0:06.0,Shooting foul by V. Oladipo (drawn by L. Thomas),,79-85,,
0:06.0,L. Thomas makes free throw 1 of 1,1,80-85,,
0:06.0,C. Lee enters the game for C. Anthony,,79-85,,
0:06.0,,,79-85,,A. Morrow enters the game for J. Grant
0:02.0,Personal foul by C. Lee (drawn by V. Oladipo),,80-85,,
0:00.0,,,80-88,3,V. Oladipo makes 3-pt shot from 28 ft (assist by A. Morrow)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-88,,Turnover by C. Payne (bad pass)
11:35.0,C. Lee makes 2-pt shot from 15 ft (assist by J. Holiday),2,82-88,,
11:23.0,,,82-88,,Shooting foul by K. Porzingis (drawn by J. Grant)
11:23.0,,,82-89,1,J. Grant makes free throw 1 of 2
11:23.0,,,82-90,1,J. Grant makes free throw 2 of 2
11:10.0,K. Porzingis misses 2-pt shot from 12 ft,,82-90,,
11:09.0,,,82-90,,Defensive rebound by Team
10:56.0,,,82-90,,A. Abrines misses 3-pt shot from 25 ft
10:55.0,Defensive rebound by K. Porzingis,,82-90,,
10:40.0,C. Lee misses 2-pt shot from 14 ft,,82-90,,
10:40.0,Offensive rebound by L. Thomas,,82-90,,
10:34.0,J. Holiday misses 3-pt shot from 25 ft,,82-90,,
10:33.0,,,82-90,,Defensive rebound by Team
10:20.0,,,82-92,2,A. Abrines makes 2-pt shot from 11 ft (assist by V. Oladipo)
9:59.0,L. Thomas misses 2-pt shot from 23 ft,,82-92,,
9:58.0,,,82-92,,Defensive rebound by A. Abrines
9:47.0,,,82-92,,Turnover by J. Lauvergne (bad pass; steal by J. Holiday)
9:45.0,,,82-92,,Personal foul by A. Abrines (drawn by R. Baker)
9:39.0,,,82-92,,Personal block foul by J. Lauvergne (drawn by L. Thomas)
9:39.0,D. Rose enters the game for J. Holiday,,82-92,,
9:39.0,,,82-92,,R. Westbrook enters the game for V. Oladipo
9:28.0,R. Baker misses 2-pt shot from 13 ft,,82-92,,
9:28.0,,,82-92,,Defensive rebound by R. Westbrook
9:15.0,,,82-94,2,J. Lauvergne makes 2-pt shot at rim (assist by C. Payne)
8:57.0,D. Rose makes 2-pt shot from 1 ft,2,84-94,,
8:45.0,,,84-94,,C. Payne misses 3-pt shot from 25 ft
8:44.0,Defensive rebound by K. Porzingis,,84-94,,
8:29.0,R. Baker makes 3-pt shot from 23 ft (assist by D. Rose),3,87-94,,
8:15.0,,,87-94,,A. Abrines misses 2-pt shot from 18 ft
8:15.0,Defensive rebound by L. Thomas,,87-94,,
7:58.0,D. Rose misses 2-pt shot from 22 ft,,87-94,,
7:58.0,,,87-94,,Defensive rebound by R. Westbrook
7:51.0,,,87-94,,Shooting foul by K. Porzingis (drawn by J. Grant)
7:51.0,Official timeout,,87-94,,
7:51.0,,,87-94,,J. Grant misses free throw 1 of 2
7:51.0,,,87-94,,Offensive rebound by Team
7:51.0,,,87-94,,J. Grant misses free throw 2 of 2
7:51.0,,,87-94,,A. Roberson enters the game for J. Lauvergne
7:51.0,,,87-94,,V. Oladipo enters the game for C. Payne
7:51.0,,,87-94,,S. Adams enters the game for A. Abrines
7:51.0,C. Anthony enters the game for K. Porzingis,,87-94,,
7:51.0,W. Hernangomez enters the game for L. Thomas,,87-94,,
7:49.0,,,87-94,,Offensive rebound by S. Adams
7:45.0,,,87-96,2,S. Adams makes 2-pt shot from 2 ft
7:21.0,D. Rose misses 2-pt shot from 2 ft,,87-96,,
7:21.0,,,87-96,,Defensive rebound by A. Roberson
7:15.0,,,87-96,,V. Oladipo misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by W. Hernangomez,,87-96,,
6:56.0,W. Hernangomez makes 2-pt shot from 13 ft (assist by R. Baker),2,89-96,,
6:40.0,,,89-98,2,S. Adams makes 2-pt shot from 1 ft
6:28.0,C. Anthony makes 3-pt shot from 25 ft (assist by C. Lee),3,92-98,,
6:11.0,,,92-98,,Shooting foul by R. Baker (drawn by J. Grant)
6:11.0,,,92-98,,J. Grant misses free throw 1 of 2
6:11.0,,,92-98,,Offensive rebound by Team
6:11.0,,,92-99,1,J. Grant makes free throw 2 of 2
5:52.0,D. Rose misses 2-pt shot from 2 ft,,92-99,,
5:51.0,,,92-99,,Defensive rebound by S. Adams
5:48.0,,,92-99,,Shooting foul by C. Anthony (drawn by R. Westbrook)
